gain and increased appetite 136
good for complete recovery 142
good for culinary purposes 169
good for customer relations 85
good for domestic purposes 79
good for everyone involved 364
good for ordinary purposes 151
good has resulted therefrom 132
good his campaign promises 47
good idea whenever possible 54
good man formally declared 55
good men honestly believed 55
good old american doctrine 75
good old american tradition 308
good old fashioned american 193
good old sculptor murmured 68
good sex education programs 70
good that benefits everyone 48
good with adequate treatment 73
good with constant marginal 75
great and agreeable surprise 115
great and beautiful cathedral 87
great and beautiful doctrine 57
great and beautiful instance 65
great and beautiful invention 46
great and brilliant services 104
great and commanding interest 42
great and commanding movement 226
great and constant activity 62
great and constant attention 96
great and constant exercise 51
great and constant interest 82
great and constant kindness 66
great and constant pleasures 69
great and constant practice 40
great and constant pressure 94
great and constant progress 140
great and constant severity 48
great and continuing confusion 90
great and continuing interest 145
great and critical occasions 116
great and critical questions 48
great and culpable rashness 54
great and dangerous impostor 137
great and dangerous occasions 93
great and dangerous offenses 163
great and dangerous scandals 47
great and dangerous sickness 55
great and decisive argument 40
great and decisive campaign 70
great and decisive conflict 96
great and decisive majority 111
great and decisive military 70
great and decisive movement 98
great and decisive operation 49
great and decisive struggle 267
great and delicate questions 58
great and deserved applause 272
great and deserved attention 108
great and deserved authority 72
great and deserved eminence 116
great and divinely beautiful 52
great and eloquent advocate 65
great and essential branches 59
great and essential concerns 61
great and essential doctrine 51
great and essential elements 165
great and essential interest 106
great and essential purposes 92
great and essential services 155
great and exhausting struggle 40
great and frequent variations 83
great and friendly neighbor 46
great and fruitful activity 86
great and fruitful campaign 51
great and fruitful invention 89
great and generous american 129
great and generous exertions 40
great and glittering primrose 40
great and gratifying progress 66
great and grievous calamity 54
great and immediate accession 61
great and immediate benefits 143
great and immediate interest 114
great and immediate reduction 46
great and immediate sensation 45
great and infinite goodness 75
great and judicious exertions 82
great and lamented christian 58
great and laudable exertions 86
great and manifest miracles 40
great and manifold benefits 122
great and manifold iniquity 46
great and manifold services 58
great and notorious evidence 42
great and numerous benefits 78
great and numerous examples 58
great and numerous services 40
great and numerous variations 42
great and original composer 44
great and original fountain 54
great and original interest 61
great and original literary 47
great and patriotic services 83
great and perplexing problems 54
great and perplexing questions 52
great and personal interest 60
great and populous assembly 70
great and populous northwest 67
great and populous province 51
great and possibly decisive 67
great and powerful american 185
great and powerful argument 99
great and powerful christian 101
great and powerful dictates 88
great and powerful families 226
great and powerful favorite 50
great and powerful garrison 48
great and powerful interest 71
great and powerful majority 47
great and powerful military 90
great and powerful minister 107
great and powerful monarchs 63
great and powerful monarchy 163
great and powerful movement 84
great and powerful neighbor 109
great and powerful nobleman 52
great and powerful religious 90
great and powerful republic 445
great and powerful socialist 181
great and powerful tradition 44
great and pregnant elements 155
great and probably decisive 40
great and profound judgment 99
great and profound majority 215
great and profound questions 125
great and prolonged applause 115
great and prolonged deception 46
great and prolonged struggle 117
great and salutary purposes 91
great and splendid edifices 53
great and splendid promises 52
great and splendid services 192
great and splendid socialist 49
great and surprising efficacy 41
great and terrible calamity 73
great and terrible conflict 110
great and terrible creatures 77
great and terrible disaster 40
great and terrible earthquake 104
great and terrible judgment 102
great and terrible minister 60
great and terrible struggle 264
great and terrible tempests 50
great and troubled curiosity 65
great and unbroken tradition 44
great and unwearied exertions 53
great and valuable additions 163
great and valuable articles 60
great and valuable industry 48
great and valuable purposes 274
great and valuable services 273
great and vigorous exertions 77
great are demurely domestic 56
great big beautiful tomorrow 51
great but confused vitality 113
great deal directly contrary 52
great deal therefore depended 79
great man unjustly punished 83
great men exercise authority 1046
great men garfield differed 83
grew with astounding rapidity 150
grew with surprising rapidity 175
grim and dangerous assembly 79
grim and ferocious approval 52
grim and terrible business 44
grim and terrible intrigue 55
grim old cavalier employed 54
grow and multiply actively 53
grow and multiply whenever 59
grow with astounding rapidity 48
grow with compound interest 44
grow with enormous rapidity 43
grow with increased rapidity 49
grow with surprising rapidity 133
gums are slightly affected 86
guns and military supplies 90
guns did terrible execution 61
gush with paternal fondness 44
