gaff and head braces 53
game with one player 79
game with our little 45
game with them before 47
gangs and gang leaders 50
gangs are not always 45
gangs that cut across 45
gaps and weak places 61
gaps and weak points 103
gaps are being closed 63
gaps are being filled 292
gaps are not always 95
gaps are not created 113
gaps are not filled 137
gaps are now filled 60
gaps are then filled 133
gaps that are created 133
gaps that are filled 136
gaps that are likely 66
gaps that had arisen 44
gaps that had opened 88
gaps that led through 52
gaps that may result 41
gash near his temple 49
gash that ran across 51
gasp for air before 118
gasp that was almost 248
gate and cut across 51
gate and its output 51
gate and let myself 62
gate and out through 87
gate and ran across 83
gate and ran through 40
gate and ran toward 93
gate and then another 62
gate and then closed 42
gate and then through 114
gate and then turned 209
gate and then walked 59
gate and they parted 53
gate and they passed 65
gate and they walked 143
gate and was standing 110
gate did not notice 41
gate for each output 49
gate for her flight 44
gate for his flight 122
gate had not opened 83
gate has one output 45
gate has two inputs 329
gate led them direct 790
gate that led through 159
gate that was always 149
gate that was called 58
gate that was closed 213
gate that was ironed 160
gate that was locked 177
gate that was opened 123
gate that was without 40
gate was being closed 61
gate was being opened 166
gate was cut through 56
gate was not closed 115
gate was not locked 473
gate was not opened 317
gate was now opened 89
gate was then closed 109
gate was then opened 201
gate was too narrow 143
gate with all inputs 52
gate with both inputs 75
gate with its double 52
gate with its inputs 138
gate with its output 117
gate with two inputs 384
gate with two towers 53
gave aid and advice 55
gave all and sundry 47
gave all due credit 70
gave all her clothes 41
gave all her energy 57
gave all her estate 92
gave all her orders 49
gave all her strength 63
gave all his clothes 88
gave all his energy 437
gave all his estate 274
gave all his family 55
gave all his income 276
gave all his orders 216
gave all his papers 119
gave all his powers 204
gave all his reasons 75
gave all his riches 72
gave all his salary 44
gave all his slaves 79
gave all his strength 349
gave all his thought 152
gave all his weight 42
gave all his winnings 57
gave all its energy 44
gave all too little 47
gave all who wished 44
gave and they argued 58
gave any man advice 41
gave any real thought 85
gave any who wanted 109
gave but one answer 159
gave but one glance 300
gave but one hoarse 87
gave each his honest 56
gave each its proper 47
gave each man changes 195
gave each man twenty 47
gave each team member 65
gave far too little 258
gave for his actions 77
gave for his advice 93
gave for his belief 85
gave for his choice 62
gave for his opinion 86
gave for his reasons 44
gave for not allowing 50
gave for not marrying 42
gave for this belief 49
gave for this choice 73
gave for this course 44
gave for this opinion 92
gave for this sudden 84
gave has now become 42
gave her all manner 83
gave her any advice 199
gave her any answer 60
gave her any chance 62
gave her any credit 89
gave her any relief 157
gave her any thought 41
gave her arm another 103
gave her bad advice 81
gave her big sister 48
gave her but little 914
gave her dear rights 165
gave her due credit 52
gave her easy access 173
gave her far greater 42
gave her for supper 47
gave her head another 113
gave her her answer 110
gave her her blessing 253
gave her her bottle 60
gave her her brother 75
gave her her chance 225
gave her her choice 773
gave her her clothes 47
gave her her coffin 59
gave her her diamond 47
gave her her little 81
gave her her marked 157
gave her her orders 41
gave her her prayer 69
gave her her second 115
gave her her supper 86
gave her her ticket 89
gave her her yielding 57
gave her his advice 212
gave her his answer 184
gave her his blessing 1692
gave her his boyish 97
gave her his charming 87
gave her his credit 80
gave her his diaries 43
gave her his earnest 42
gave her his entire 258
gave her his esteem 54
gave her his famous 84
gave her his honest 49
gave her his jacket 125
gave her his letter 62
gave her his little 95
gave her his mobile 40
gave her his number 412
gave her his office 89
gave her his opinion 168
gave her his orders 63
gave her his pocket 54
gave her his reasons 74
gave her his second 45
gave her his signet 197
gave her his solemn 170
gave her his special 101
gave her his strength 40
gave her his version 122
gave her his widest 41
gave her new charms 51
gave her new clothes 105
gave her new energy 123
gave her new friend 120
gave her new strength 543
gave her old clothes 44
gave her old friend 127
gave her one anyway 64
gave her one dollar 67
gave her one glance 180
gave her one little 93
gave her one shilling 42
gave her our number 44
gave her own answer 49
gave her own clothes 47
gave her own opinion 118
gave her own orders 59
gave her own version 267
gave her son another 60
gave her ten francs 79
gave her ten guineas 97
gave her ten pounds 189
gave her that advice 76
gave her that boyish 43
gave her that chance 81
gave her that charming 80
gave her that little 172
gave her that special 120
gave her that strange 78
gave her this advice 439
gave her this answer 77
gave her this chance 46
gave her this dismal 42
gave her this letter 207
gave her this little 72
gave her this number 83
gave her this recipe 53
gave her too little 148
gave her two grains 58
gave her two kisses 82
gave her two little 173
gave her two options 69
gave her two pieces 151
gave her two pounds 95
gave her two sticks 135
gave her was almost 175
gave her was enough 142
gave her was filled 97
gave her yet another 340
gave him all manner 107
gave him all rights 46
gave him and cedric 84
gave him and looked 47
gave him any advice 208
gave him any answer 151
gave him any apples 82
gave him any chance 251
gave him any credit 224
gave him any farther 151
gave him any further 257
gave him any notice 61
gave him any orders 71
gave him any relief 503
gave him any serious 98
gave him any solace 68
gave him any special 124
gave him any thought 49
gave him any weight 76
gave him bad advice 394
gave him but little 4410
gave him but scanty 46
gave him but slight 101
gave him but twenty 43
gave him dry clothes 174
gave him due credit 272
gave him due notice 50
gave him easy access 883
gave him far better 52
gave him far greater 485
gave him for answer 399
gave him for awhile 41
gave him has addled 64
gave him her advice 69
gave him her amused 211
gave him her answer 1082
gave him her blessing 2203
gave him her breasts 46
gave him her bright 53
gave him her dazzling 48
gave him her direct 41
gave him her entire 189
gave him her famous 45
gave him her girdle 44
gave him her gloved 173
gave him her golden 49
gave him her indeed 51
gave him her jewels 57
gave him her letter 78
gave him her little 604
gave him her lovely 86
gave him her maiden 47
gave him her number 539
gave him her office 61
gave him her opinion 154
gave him her orders 117
gave him her pallet 41
gave him her portion 45
gave him her pretty 175
gave him her reasons 105
gave him her sacred 51
gave him her silver 43
gave him her sister 67
gave him her solemn 86
gave him her special 107
gave him her version 95
gave him her widest 41
gave him his absurd 54
gave him his advice 343
gave him his almost 46
gave him his answer 1644
gave him his blessing 9170
gave him his bottle 364
gave him his brother 230
gave him his candle 55
gave him his chance 3692
gave him his charge 203
gave him his choice 4712
gave him his clothes 233
gave him his coffee 342
gave him his cordial 109
gave him his course 42
gave him his cousin 46
gave him his degree 233
gave him his desire 128
gave him his dinner 575
gave him his dressing 144
gave him his eldest 231
gave him his energy 40
gave him his english 97
gave him his entire 702
gave him his entree 70
gave him his estate 40
gave him his excuse 160
gave him his family 62
gave him his famous 140
gave him his fierce 66
gave him his finest 44
gave him his former 48
gave him his genius 43
gave him his gloves 56
gave him his golden 116
gave him his income 86
gave him his initial 234
gave him his jacket 81
gave him his lesson 63
gave him his letter 457
gave him his little 231
gave him his mantle 110
gave him his marching 378
gave him his margin 63
gave him his master 58
gave him his middle 131
gave him his mission 134
gave him his moment 106
gave him his morsel 70
gave him his mortal 173
gave him his motive 40
gave him his nearest 41
gave him his notice 87
gave him his number 99
gave him his office 162
gave him his opinion 238
gave him his orders 1844
gave him his papers 179
gave him his pardon 361
gave him his parole 47
gave him his patent 42
gave him his pension 66
gave him his pistol 77
gave him his pocket 60
gave him his portion 123
gave him his powers 99
gave him his proper 163
gave him his public 98
gave him his reasons 115
gave him his release 198
gave him his report 71
gave him his revenge 84
gave him his reward 333
gave him his rights 108
gave him his second 1462
gave him his shield 96
gave him his signal 41
gave him his signet 400
gave him his silver 64
gave him his singular 84
gave him his sister 2334
gave him his sleeping 62
gave him his solemn 114
gave him his special 256
gave him his standing 44
gave him his starting 41
gave him his status 59
gave him his strength 505
gave him his supper 766
gave him his talent 56
gave him his ticket 635
gave him his training 66
gave him his twenty 50
gave him his unique 283
gave him his utmost 61
gave him his version 82
gave him his visiting 48
gave him his wallet 100
gave him his weapons 42
gave him his weight 90
gave him his widest 54
gave him his younger 75
gave him hot coffee 132
gave him its almost 44
gave him its annual 64
gave him its answer 41
gave him its blessing 78
gave him its entire 43
gave him leah instead 69
gave him new claims 62
gave him new clothes 313
gave him new energy 284
gave him new orders 70
gave him new powers 104
gave him new spirit 44
gave him new strength 1089
gave him not merely 137
gave him old clothes 55
gave him one anyway 78
gave him one barrel 50
gave him one chance 198
gave him one dollar 165
gave him one glance 373
gave him one glassy 47
gave him one little 206
gave him one minute 54
gave him one moment 53
gave him one searching 121
gave him one shilling 84
gave him one withering 44
gave him our blessing 83
gave him our checks 50
gave him our family 54
gave him our number 69
gave him our orders 40
gave him our reasons 48
gave him six francs 71
gave him six pounds 60
gave him ten dinars 41
gave him ten ducats 47
gave him ten francs 273
gave him ten grains 66
gave him ten guineas 308
gave him ten pounds 592
gave him ten rubles 55
gave him ten rupees 168
gave him ten silver 57
gave him that advice 196
gave him that almost 52
gave him that amount 82
gave him that answer 151
gave him that chance 306
gave him that choice 90
gave him that credit 42
gave him that curious 57
gave him that degree 41
gave him that letter 98
gave him that little 213
gave him that number 43
gave him that senile 52
gave him that special 111
gave him that speech 45
gave him that strange 102
gave him that strength 67
gave him this advice 1341
gave him this amount 40
gave him this answer 740
gave him this chance 112
gave him this charge 72
gave him this letter 225
gave him this little 105
gave him this mourning 49
gave him this notice 70
gave him this number 85
gave him this pledge 45
gave him this report 40
gave him this second 41
gave him this singular 41
gave him this sleepy 52
gave him this sonnet 62
gave him this special 40
gave him this strength 54
gave him too little 450
gave him two apples 43
gave him two copies 79
gave him two francs 178
gave him two grains 65
gave him two guides 67
gave him two guineas 276
gave him two horses 121
gave him two kisses 148
gave him two legions 99
gave him two little 199
gave him two loaves 61
gave him two million 60
gave him two options 95
gave him two oranges 40
gave him two papers 40
gave him two pieces 413
gave him two pounds 159
gave him two purses 358
gave him two reasons 74
gave him two rupees 148
gave him two severe 43
gave him two shirts 140
gave him two silver 185
gave him two slaves 75
gave him two stones 44
gave him two tables 45
gave him two twenty 45
gave him two wounds 284
gave him was almost 175
gave him was enough 290
gave him was filled 77
gave him was something 69
gave him was wadded 88
gave him with regard 61
gave him yet another 855
gave his age strength 43
gave his arm another 151
gave his day pretty 50
gave his dry little 59
gave his head another 253
gave his leg another 41
gave his men orders 472
gave his men repose 66
gave his men strict 60
gave his new friend 189
gave his new master 40
gave his now famous 255
gave his old clothes 85
gave his old friend 644
gave his old master 48
gave his own answer 586
gave his own clothes 54
gave his own estate 72
gave his own family 57
gave his own little 51
gave his own opinion 1263
gave his own orders 190
gave his own portion 52
gave his own reasons 296
gave his own report 41
gave his own signal 66
gave his own sister 304
gave his own special 82
gave his own speech 80
gave his own troops 50
gave his own version 2027
gave his real estate 188
gave his real opinion 73
gave his son advice 64
gave his son another 71
gave his son edward 45
gave his son joseph 107
gave his son robert 76
gave his son twenty 40
gave his son william 87
gave its own answer 109
gave its own shapes 91
gave its own special 62
gave its own version 76
gave long and serious 88
gave long and solemn 93
gave lot his choice 98
gave new and striking 59
gave not long before 72
gave not one thought 240
gave off but little 81
gave our old friend 59
gave out and caused 47
gave out and forced 51
gave out but little 213
gave out for public 45
gave out his famous 69
gave out his opinion 98
gave out his orders 915
gave out its purity 45
gave out long before 220
gave out that philip 64
gave out that whoever 40
gave out this report 51
gave out with another 58
gave that any thought 116
gave thee this letter 43
gave them all another 62
gave them all coffee 45
gave them all credit 64
gave them all manner 135
gave them all notice 62
gave them all plenty 56
gave them all something 249
gave them all without 100
gave them any advice 43
gave them any chance 133
gave them any choice 61
gave them any credit 72
gave them any direct 65
gave them any further 61
gave them any notice 66
gave them any serious 69
gave them any special 65
gave them any thought 367
gave them bad advice 291
gave them both another 83
gave them both something 95
gave them but little 1663
gave them dry clothes 106
gave them due credit 83
gave them due notice 74
gave them each another 114
gave them each twenty 73
gave them easy access 501
gave them far greater 419
gave them for answer 239
gave them for dinner 140
gave them has passed 66
gave them her blessing 838
gave them her bounty 55
gave them her number 46
gave them her opinion 53
gave them his active 48
gave them his advice 487
gave them his answer 171
gave them his blessing 4749
gave them his brother 49
gave them his chains 69
gave them his cordial 45
gave them his entire 257
gave them his escort 77
gave them his famous 70
gave them his letter 46
gave them his number 56
gave them his opinion 215
gave them his orders 353
gave them his pocket 71
gave them his reasons 110
gave them his solemn 344
gave them his special 94
gave them his spirit 222
gave them his version 81
gave them hot coffee 90
gave them its blessing 79
gave them new clothes 220
gave them new energy 83
gave them new powers 62
gave them new rights 47
gave them new skills 50
gave them new spirit 59
gave them new status 40
gave them new strength 403
gave them new titles 54
gave them new weapons 47
gave them not greater 65
gave them not merely 97
gave them one dollar 64
gave them one glance 103
gave them one lesson 70
gave them one minute 61
gave them one volley 89
gave them our blessing 60
gave them our horses 78
gave them our weapons 56
gave them six fathoms 58
gave them ten guineas 49
gave them ten pounds 400
gave them ten rupees 45
gave them that advice 50
gave them that chance 138
gave them that glance 42
gave them that heroic 46
gave them that little 60
gave them that special 51
gave them this advice 376
gave them this answer 689
gave them this chance 96
gave them this charge 115
gave them this further 54
gave them this island 151
gave them this lesson 41
gave them this letter 53
gave them this number 51
gave them this prayer 54
gave them this remedy 73
gave them this simple 40
gave them this solemn 44
gave them too little 374
gave them two horses 92
gave them two little 129
gave them two options 59
gave them two papers 46
gave them two pieces 96
gave them two rupees 53
gave them was always 54
gave them was indeed 121
gave them with plenty 114
gave them yet another 238
gave this any thought 60
gave this one notice 58
gave too low values 73
gave two long blasts 44
gave was not always 60
gave was not enough 211
gave way and agreed 1037
gave way and another 43
gave way and became 216
gave way and before 55
gave way and buried 228
gave way and called 56
gave way and caused 171
gave way and dumped 60
gave way and handed 49
gave way and issued 52
gave way and joined 204
gave way and opened 302
gave way and parted 71
gave way and passed 174
gave way and plunged 82
gave way and pulled 61
gave way and ripped 55
gave way and rolled 113
gave way and rushed 97
gave way and signed 273
gave way and sobbed 74
gave way and sought 93
gave way and turned 122
gave way but slowly 123
gave way with little 105
gave way with relief 57
gave with his weight 57
gave you and myself 50
gave you any advice 43
gave you any pledge 80
gave you any thought 63
gave you bad advice 260
gave you has failed 126
gave you her number 82
gave you his blessing 109
gave you his measure 47
gave you his number 132
gave you his opinion 47
gave you his rights 52
gave you one chance 78
gave you that advice 247
gave you that chance 94
gave you that gentle 59
gave you that hideous 85
gave you that letter 182
gave you that little 129
gave you that lovely 101
gave you that nature 41
gave you that number 57
gave you that pretty 50
gave you that shiner 83
gave you this advice 311
gave you this chance 55
gave you this letter 434
gave you this little 128
gave you this number 260
gave you too little 40
gays and gay issues 47
gays and gay rights 169
gaze and its object 136
gaze and she looked 59
gaze and she smiled 40
gaze and then looked 197
gaze and then retreat 49
gaze and then turned 78
gaze did not falter 1245
gaze did not flinch 138
gaze did not follow 74
gaze did not soften 66
gaze did not wander 94
gaze does not wander 54
gaze for long periods 236
gaze for one moment 102
gaze had not changed 48
gaze long and fondly 48
gaze met and locked 89
gaze met his across 145
gaze met his without 57
gaze out her window 149
gaze out his window 173
gaze that had always 57
gaze that was almost 103
gaze that was always 146
gazing for his behalf 146
gazing long and lovingly 47
gazing out her window 263
gazing out his office 72
gazing out his window 240
gazing out with roused 50
gazing out with unseeing 104
gearing with one another 44
gears and gear trains 121
gears and try something 40
gears are not engaged 56
gels that are formed 46
gels with and without 142
gems that lie hidden 83
gems that she wished 65
gene and each column 76
gene and its allele 198
gene and its effect 100
gene and its flanking 1015
gene and its mutant 121
gene and its normal 212
gene and one mutant 122
gene and one normal 521
gene and one sickle 205
gene did not affect 165
gene did not result 71
gene does not affect 374
gene does not always 163
gene does not become 41
gene does not confer 77
gene does not encode 147
gene does not result 121
gene for each enzyme 65
gene for red flower 100
gene for that disease 50
gene for that enzyme 146
gene for this defect 41
gene for this disease 309
gene for this enzyme 1852
gene for this factor 59
gene may not always 78
gene that can occupy 101
gene that can result 70
gene that has already 56
gene that has become 42
gene that was cloned 66
gene was not linked 45
gene was then cloned 82
gene with its normal 43
germ for each disease 66
gets all her clothes 44
gets all its carbon 50
gets all its energy 53
gets all that energy 43
gets are its desert 71
gets far too little 164
gets for each dollar 52
gets for his dollar 41
gets for two special 48
gets her big chance 68
gets her way through 44
gets his ass kicked 136
gets his big chance 103
gets his head bashed 65
gets his head before 59
gets his head broken 233
gets his head caught 77
gets his head shaved 96
gets his head turned 65
gets his leg broken 78
gets his way through 53
gets his way without 45
gets hot and begins 47
gets hot and sticky 54
gets hot with passion 69
gets its own button 66
gets its own number 50
gets its own section 454
gets its own special 61
gets its own unique 131
gets its own window 63
gets low and broken 43
gets mad and starts 127
gets meat and clothes 67
gets old and bitter 242
gets old and crafty 254
gets old and feeble 49
gets one eye roused 46
gets out and around 43
gets out and begins 81
gets out and closes 45
gets out and enters 41
gets out and stands 161
gets out and starts 259
gets out his guitar 45
gets out his little 53
gets out his pencil 54
gets out his wallet 102
gets out that someone 42
gets them out entire 43
gets too far afield 44
gets too far behind 200
gets too hot inside 40
gets with his bucket 74
gets you all worked 53
giant and his family 65
giant and red pandas 69
giant can see farther 135
giant can see further 115
giant did not answer 71
giant had not foiled 147
giant may see farther 137
giant oak and desert 97
giant red and yellow 67
giant who had killed 62
giant who had played 42
giant who had stolen 69
giant who was killed 101
giant with his dagger 42
gift and his strength 83
gift and its retail 65
gift and not income 246
gift and not merely 90
gift and not something 142
gift and you should 51
gift can not exceed 74
gift did not become 83
gift did not depend 49
gift did not exceed 72
gift does not always 69
gift does not become 124
gift does not depend 121
gift does not exceed 309
gift does not matter 54
gift does not result 50
gift does not violate 49
gift for all peoples 45
gift for all seasons 62
gift for each family 47
gift for each member 142
gift for each person 171
gift for her brother 142
gift for her cousin 51
gift for her friend 137
gift for her little 40
gift for her sister 308
gift for his brother 229
gift for his cousin 51
gift for his family 93
gift for his fiancee 78
gift for his friend 449
gift for his future 92
gift for his little 88
gift for his master 54
gift for his nephew 53
gift for his sister 429
gift for his teacher 44
gift for sly chaffing 178
gift for that person 106
gift for that special 273
gift god can bestow 69
gift has its return 43
gift she had bought 125
gift she had chosen 44
gift she was offering 73
gift tax and estate 1251
gift tax and income 389
gift tax and without 82
gift tax for periods 74
gift tax law allows 43
gift tax law should 65
gift tax was passed 75
gift that all reality 52
gift that all should 63
gift that god offers 127
gift that goes beyond 54
gift that had fallen 50
gift that has already 74
gift that has become 50
gift that one person 57
gift that she should 65
gift that you should 84
gift was not always 50
gift was not enough 82
gift was not merely 68
gift was not simply 45
gift was not without 54
gift was too remote 82
gift you can bestow 92
gilt and red velvet 274
gilt rings and copper 49
ginger and hot pepper 50
ginger and its active 61
ginger and long pepper 47
ginger and red pepper 160
gird him with strength 407
gird you for battle 43
girl and boy babies 245
girl and boy groups 51
girl and boy pupils 47
girl and boy scouts 304
girl and boy should 179
girl and boy standing 48
girl and had already 94
girl and had always 74
girl and had become 85
girl and her bearers 51
girl and her brother 3318
girl and her captor 61
girl and her cousin 247
girl and her doctor 42
girl and her duenna 59
girl and her english 41
girl and her entire 44
girl and her escort 315
girl and her family 6150
girl and her fellow 115
girl and her female 114
girl and her foster 81
girl and her friend 903
girl and her future 360
girl and her infant 346
girl and her kitten 57
girl and her little 545
girl and her master 106
girl and her middle 102
girl and her nearest 69
girl and her parent 75
girl and her sailor 172
girl and her siblings 55
girl and her sister 1570
girl and her strange 106
girl and her suitor 198
girl and her teacher 138
girl and her unborn 68
girl and her younger 476
girl and his brother 66
girl and his desire 83
girl and his family 63
girl and his friend 48
girl and his sister 182
girl and she always 83
girl and she became 106
girl and she looked 238
girl and she seemed 94
girl and she should 96
girl and she smiled 126
girl and she thought 101
girl and she turned 72
girl and she wanted 208
girl and then another 278
girl and then killed 51
girl and then looked 51
girl and then turned 71
girl and they became 46
girl and they called 62
girl and they wanted 49
girl and two little 231
girl and two younger 81
girl and was afraid 79
girl and was always 147
girl and was killed 40
girl and was pleased 50
girl and you should 94
girl being thus caught 106
girl but was unable 41
girl can not accept 76
girl can not afford 296
girl can not always 137
girl can not become 279
girl can not choose 52
girl can not conceal 77
girl can not escape 61
girl can not expect 86
girl can not forget 57
girl can not handle 52
girl can not refuse 82
girl can not remain 65
girl can not resist 116
girl can wear cotton 59
girl can win prayer 77
girl did not accept 87
girl did not always 84
girl did not answer 6743
girl did not arrive 40
girl did not attend 66
girl did not become 114
girl did not choose 96
girl did not emerge 44
girl did not escape 83
girl did not expect 82
girl did not finish 58
girl did not flinch 125
girl did not follow 149
girl did not forget 127
girl did not happen 51
girl did not intend 100
girl did not invite 43
girl did not listen 121
girl did not matter 210
girl did not mention 65
girl did not notice 1153
girl did not object 75
girl did not realize 343
girl did not reappear 45
girl did not refuse 66
girl did not remain 49
girl did not report 42
girl did not resent 47
girl did not resist 133
girl did not return 514
girl did not shrink 64
girl did not suffer 68
girl does not accept 80
girl does not always 254
girl does not answer 229
girl does not become 289
girl does not behave 45
girl does not choose 96
girl does not desire 67
girl does not expect 93
girl does not forget 85
girl does not listen 62
girl does not matter 184
girl does not notice 139
girl does not object 48
girl does not realize 136
girl does not return 79
girl does not simply 61
girl does not suffer 70
girl for all answer 43
girl for her brother 73
girl for her future 265
girl for her sister 53
girl for his brother 74
girl for his second 50
girl for that matter 374
girl got big enough 54
girl had but seldom 45
girl had had enough 193
girl had had sexual 63
girl had her answer 42
girl had her reasons 43
girl had not become 52
girl had not called 40
girl had not caught 68
girl had not changed 133
girl had not failed 78
girl had not fallen 51
girl had not gotten 44
girl had not learned 45
girl had not looked 89
girl had not reached 53
girl had not seemed 90
girl had not spoken 313
girl had not thought 63
girl had not turned 94
girl had not wanted 86
girl had now become 74
girl had now reached 40
girl had two lovers 56
girl has got something 70
girl has had enough 54
girl has had sexual 58
girl has not already 41
girl has not changed 55
girl has not learned 79
girl has not reached 81
girl has not spoken 49
girl has now become 75
girl has now reached 40
girl has weak nerves 47
girl her age should 294
girl how she should 77
girl lay with closed 69
girl led him through 43
girl may thus return 68
girl nor her family 42
girl not yet twelve 46
girl not yet twenty 350
girl now and should 84
girl one year younger 57
girl out for dinner 108
girl saw her chance 41
girl saw his wounds 43
girl she had already 70
girl she had always 705
girl she had become 221
girl she had called 73
girl she had chosen 91
girl she had danced 52
girl she had dreamed 173
girl she had fallen 88
girl she had helped 116
girl she had learned 180
girl she had looked 132
girl she had nursed 51
girl she had picked 75
girl she had played 144
girl she had raised 115
girl she had seemed 54
girl she had talked 51
girl she had taught 57
girl she had thought 239
girl she had turned 51
girl she had walked 40
girl she had wanted 207
girl she had worked 224
girl she has always 80
girl she has become 86
girl she has chosen 40
girl she was always 174
girl she was before 444
girl she was called 144
girl she was carrying 49
girl she was pretty 53
girl than she seemed 122
girl that got killed 67
girl that had fallen 56
girl that had jilted 42
girl that her brother 79
girl that men forget 83
girl that she became 66
girl that she looked 48
girl that she seemed 41
girl that she should 962
girl that she wanted 134
girl that she wished 50
girl that they should 95
girl that they wanted 47
girl that was always 126
girl that was killed 178
girl that was painting 99
girl that was standing 59
girl that way without 40
girl that you should 114
girl that you taught 89
girl they both wanted 67
girl they had called 103
girl they had chosen 68
girl they had picked 52
girl they had talked 62
girl was all smiles 48
girl was bad enough 67
girl was being forced 69
girl was being pushed 107
girl was being raised 46
girl was being taught 46
girl was being treated 106
girl was big enough 55
girl was dead before 76
girl was doing something 56
girl was going through 606
girl was her friend 59
girl was her sister 265
girl was his cousin 61
girl was his sister 638
girl was led through 46
girl was not afraid 340
girl was not always 106
girl was not around 111
girl was not asleep 70
girl was not called 64
girl was not clever 51
girl was not enough 227
girl was not jewish 41
girl was not killed 121
girl was not likely 191
girl was not merely 102
girl was not pleased 54
girl was not pretty 417
girl was not simply 52
girl was not sleeping 47
girl was not stupid 80
girl was not wholly 43
girl was not without 152
girl was now called 45
girl was now standing 74
girl was old enough 1924
girl was out shopping 49
girl was then called 49
girl was too intent 52
girl was too pretty 92
girl was too scared 89
girl who can afford 85
girl who can barely 63
girl who can handle 62
girl who can hardly 88
girl who can neither 128
girl who can outrun 46
girl who did something 54
girl who goes around 181
girl who goes through 244
girl who got caught 101
girl who got killed 153
girl who had adored 43
girl who had agreed 111
girl who had almost 223
girl who had already 1206
girl who had always 1450
girl who had barely 89
girl who had become 2299
girl who had before 64
girl who had begged 94
girl who had bought 133
girl who had braved 101
girl who had broken 472
girl who had burned 69
girl who had called 728
girl who had caught 504
girl who had caused 497
girl who had changed 146
girl who had charge 139
girl who had chosen 217
girl who had closed 40
girl who had combed 45
girl who had cooked 47
girl who had created 53
girl who had danced 597
girl who had defied 116
girl who had dreamed 208
girl who had driven 186
girl who had earlier 177
girl who had eloped 107
