gable that cheered any 65
gates are enabled and 87
gates are warlike and 53
gather all together and 60
gather and analyze all 242
gather and analyze that 83
gather and analyze this 82
gather and collate all 52
gather and destroy all 50
gather and examine all 43
gather and prepare for 161
gather and prepare its 69
gather and prepare them 56
gather and present all 42
gather and process all 115
gather and process this 46
gather and publish all 45
gather and receive this 45
gather and recover them 45
gather and scatter his 90
gather for himself all 58
gather for prayers and 47
gather for worship and 302
gather her against him 95
gather her against his 47
gather her belongings and 209
gather her courage and 258
gather her courage for 55
gather her thoughts and 734
gather her thoughts for 91
gather him together and 51
gather his belongings and 286
gather his courage and 162
gather his friends and 160
gather his material and 49
gather his thoughts and 1097
gather his thoughts for 190
gather his warriors and 49
gather men together for 41
gather new material for 105
gather our belongings and 172
gather our courage and 65
gather our resolve and 60
gather our thoughts and 166
gather raw material for 47
gather ten thousand men 42
gather that matters wear 44
gather them against you 107
gather them together and 1373
gather them together for 734
gather them together with 156
gather this material and 59
gather this respect for 40
gather with friends and 292
gather with friends for 61
gather you together and 62
gather you together for 62
gather you together out 48
gauge and realized that 40
gauge was adopted for 61
gaunt and covered with 42
gaunt and ghostly men 45
gaunt and haggard and 165
gaunt and haggard men 40
gaunt and haggard with 110
gaunt and wolfish than 47
gauze and covered with 277
gauze and secured with 76
gauze that covered her 45
gauze that covered his 46
gauze was removed and 72
gavel for silence and 62
gayer and brisker than 110
gayer and happier than 152
gayer and subtler and 185
gazed with delight and 185
gazed with intense and 110
gazed with pleasure and 60
gazed with rapture and 57
gazed with respect and 111
gazed with unquiet eye 247
gazed with wondering and 111
gazed with wondering eye 64
geese and ganders are 55
geese and turkeys and 194
geese and turkeys are 189
geese and turkeys for 83
geese and turkeys that 42
geese are foolish things 392
geese can quickly end 71
genes and alleles are 57
genes and alleles that 109
genes and behavior are 58
genes and culture are 147
genes and enzymes and 80
genes and enzymes are 76
genes and enzymes that 125
genes and enzymes was 86
genes and genomes and 72
genes and genomes are 49
genes and pathways that 335
genes and replace them 82
genes and replacing them 51
genes and viruses are 62
genes are deleted and 66
genes are induced and 53
genes are knocked out 246
genes are located and 99
genes are located far 50
genes are located near 185
genes are present and 221
genes are present but 91
genes are present for 60
genes are present that 111
genes are removed and 49
genes are stronger than 53
genes are targets for 74
genes are usually not 89
genes but because they 53
genes can account for 119
genes for alcohol and 57
genes for enzymes and 41
genes for enzymes that 357
genes for insulin and 68
genes has revealed that 348
genes may account for 282
genes per haploid set 122
genes that account for 350
genes that control aging 115
genes that control how 58
genes that control its 49
genes that control our 71
genes that control them 151
genes that control this 97
genes that produce them 108
genes that protect them 55
genes that provide for 47
genes they contain and 98
genes they contain are 53
genes was carried out 115
genial and lovable man 78
genial and pleasant and 66
genial and pleasant man 45
genial and popular man 61
genial and sparkling with 68
genii and fairies are 42
genii and spirits are 65
genii who inhabit them 183
genus and several new 135
genus and species and 2076
genus and species are 3921
genus and species being 49
genus and species but 277
genus and species can 363
genus and species for 547
genus and species had 46
genus and species has 234
genus and species may 196
genus and species new 48
genus and species not 155
genus and species that 361
genus and species was 556
genus and species with 346
genus are simpler than 48
genus are smaller than 52
genus may contain one 45
genus nor species nor 48
genus was erected for 169
germs and bacteria and 116
germs and bacteria are 76
germs and bacteria that 282
germs and deposit them 42
germs and destroy them 126
germs and prevent them 43
germs and viruses and 162
germs and viruses are 237
germs and viruses that 273
germs are present and 40
getting all covered with 54
getting all excited and 198
getting all nervous and 47
getting and achieving this 93
getting and improving our 161
getting any benefit out 111
getting any pleasure out 264
getting any support for 57
getting both himself and 69
getting for himself and 65
getting her between them 94
getting her dressed and 58
getting her husband and 58
getting her husband off 169
getting her husband out 286
getting her married off 93
getting her message out 54
getting her together with 42
getting him dressed and 53
getting him nowhere and 65
getting him together with 56
getting his brothers and 41
getting his clients off 92
getting his company and 70
getting his express far 48
getting his history out 55
getting his letters and 53
getting his message out 515
getting his promise that 50
getting his support and 44
getting his support for 58
getting its message out 332
getting new clients and 54
getting new members and 86
getting new members for 41
getting off welfare and 90
getting one hundred and 293
getting one hundred per 56
getting our friends and 55
getting our luggage out 111
getting our message out 464
getting out because they 54
getting out material for 99
getting out quickly and 71
getting out timbers for 56
getting that message out 242
getting them carried out 383
getting them dressed and 44
getting them excited and 41
getting them married and 42
getting them married off 46
getting them nowhere and 43
getting them printed and 53
getting them removed and 65
getting them started and 82
getting them started with 66
getting them together and 176
getting them together for 153
getting them together was 56
getting them together with 49
getting things started and 149
getting things together and 76
getting things together for 260
getting this message out 185
getting this project going 64
getting this project off 1005
getting too complex for 69
getting too crowded and 144
getting too crowded for 204
getting too crowded with 82
getting too excited and 126
getting too familiar with 280
getting too forward with 46
getting too intense for 49
getting too painful for 40
getting too popular and 46
getting two dollars and 44
getting two dollars per 41
getting two hundred and 167
getting you familiar with 46
getting you started with 116
ghost and monster and 60
ghost that haunted her 86
ghost that haunted him 142
ghost that haunted his 51
ghost that haunted this 46
ghost who haunted her 40
ghost with remorse and 100
giants and dragons and 281
giants and dragons are 47
giants and fairies and 135
giants and goblins that 129
giants and witches and 90
giants for godlike kings 226
giddy with delight and 56
giddy with fatigue and 110
giddy with pleasure and 60
giddy with success and 57
giddy with weakness and 61
gifts and blessings and 86
gifts and blessings are 93
gifts and blessings for 88
gifts and blessings that 470
gifts and carried them 42
gifts and develop them 58
gifts and diseases can 62
gifts and endowed with 47
gifts and estates are 65
gifts and fitness for 83
gifts and flowers and 164
gifts and flowers for 66
gifts and foreign aid 94
gifts and invited him 41
gifts and invited them 44
gifts and letters and 79
gifts and offerings and 124
gifts and offerings are 98
gifts and offerings for 202
gifts and offerings that 116
gifts and pledges for 55
gifts and prayers and 74
gifts and prayers are 75
gifts and prayers for 78
gifts and present them 45
gifts and receiving them 92
gifts and rewards and 253
gifts and rewards for 78
gifts and rewards that 43
gifts and strengths and 70
gifts and strengths are 46
gifts and strengths that 133
gifts and support for 44
gifts and talents and 1220
gifts and talents are 810
gifts and talents but 56
gifts and talents can 218
gifts and talents for 475
gifts and talents god 767
gifts and talents has 69
gifts and talents may 120
gifts and talents than 43
gifts and talents that 2870
gifts and talents they 160
gifts and talents with 358
gifts and talents you 286
gifts and tremble for 54
gifts and tribute for 48
gifts and virtues and 66
gifts and virtues are 63
gifts and virtues had 74
gifts and virtues that 137
gifts and virtues with 46
gifts are brought for 41
gifts are endowed with 90
gifts are insight and 54
gifts are offered and 92
gifts are offered for 41
gifts are usually not 78
gifts are wrapped and 46
gifts for buildings and 53
gifts for current use 96
gifts for friends and 1401
gifts for friends who 68
gifts for granted and 66
gifts for herself and 126
gifts for himself and 280
gifts for language and 67
gifts for mimicry and 46
gifts for oratory and 45
gifts for parents and 63
gifts for service and 47
gifts had brought him 64
gifts had enabled him 45
gifts her husband had 68
gifts than receive them 70
gifts that america has 59
gifts that brought him 61
gifts that enabled him 113
gifts that enabled them 55
gifts that fortune has 44
gifts that parents can 86
gifts that qualify for 637
gifts they brought for 68
gifts they brought with 99
gifts with friends and 69
gifts you qualify for 130
gilding and mirrors and 60
gilding and silvering are 93
gilding was carried out 131
gilds too strongly this 43
gills are covered with 283
girls all laughed and 67
girls and beggars that 107
girls and between men 56
girls and brought them 330
girls and carried them 174
girls and colored men 51
girls and decided that 94
girls and dragged them 63
girls and fifteen for 162
girls and invited them 85
girls and married men 56
girls and married them 96
girls and offered them 46
girls and ordered them 63
girls and parties and 61
girls and provide them 45
girls and sixteen for 115
girls and teachers and 72
girls and teachers who 44
girls and thirteen for 119
girls and trained them 77
girls and watched them 47
girls are adorned with 47
girls are advised not 42
girls are allowed and 48
girls are blessed with 60
girls are boarded and 57
girls are brought out 132
girls are carried off 133
girls are charged with 110
girls are competing for 46
girls are competing with 41
girls are content with 64
girls are covered with 64
girls are dressed and 42
girls are dressed for 47
girls are endowed with 42
girls are familiar with 152
girls are married and 454
girls are married now 51
girls are married off 1108
girls are married out 43
girls are passive and 62
girls are praised for 126
girls are preparing for 129
girls are shorter and 63
girls are shorter than 53
girls are smaller and 46
girls are smaller than 50
girls are smarter than 198
girls are stronger than 100
girls are trained and 80
girls are trained for 324
girls are unhappy with 120
girls are useless for 41
girls are usually not 161
girls are watched and 49
girls being carried off 57
girls being married off 82
girls being trained for 46
girls for college and 91
girls for garment and 50
girls for himself and 74
girls for marriage and 207
girls get married and 186
girls get together and 152
girls get together for 55
girls got dressed and 43
girls got married and 176
girls got together and 294
girls got together for 50
girls had applied for 56
girls had arrived and 83
girls had bloomed out 50
girls had brought her 53
girls had brought him 56
girls had brought with 112
girls had decided not 55
girls had decided that 258
girls had decided they 42
girls had dropped out 276
girls had gathered and 41
girls had invited him 41
girls had laughed and 51
girls had married and 225
girls had married men 47
girls had noticed that 93
girls had noticed this 64
girls had parents who 64
girls had trouble with 46
girls may account for 68
girls may believe that 105
girls may present with 45
girls one usually met 43
girls ran forward and 46
girls sat quietly for 46
girls sat together and 62
girls sit together and 47
girls was carried out 88
girls wear dresses and 69
girls who account for 70
girls who applied for 165
girls who believe that 261
girls who believe they 52
girls who boarded with 46
girls who brimmed them 60
girls who brought him 94
girls who brought them 44
girls who claimed that 125
girls who claimed they 54
girls who compose his 114
girls who dropped out 884
girls who flirted with 97
girls who giggled and 125
girls who laughed and 124
girls who married and 66
girls who present with 80
girls who screamed and 47
girls who started out 144
girls who visited him 44
girls with flowers and 121
girls with glasses and 95
girls with increasing age 59
girls with pierced ears 60
girls with respect and 45
girls with ribbons and 42
girls with tumbled long 60
given and adjusts his 41
given and allowed for 44
given and assumes that 183
given and because they 107
given and carried out 1135
given and everything was 52
given and granted all 50
given and granted and 1295
given and granted for 139
given and granted him 48
given and parried with 77
given and repeated with 40
given and results are 49
given and suppose that 64
given any grounds for 193
given any occasion for 571
given any pretext for 116
given area together with 51
given are average and 59
given are carried out 128
given are correct and 77
given are correct for 73
given are general and 58
given are typical and 72
given are typical for 135
given are usually for 40
given beam current and 54
given both freedom and 41
given both locally and 51
given both written and 91
given due process and 69
given due respect and 378
given due respect for 51
given for accepting this 46
given for animals with 164
given for answers that 41
given for arresting them 77
given for asserting that 176
given for assigning one 81
given for beginning and 139
given for behavior that 45
given for believing that 3584
given for buildings and 54
given for capital and 58
given for charity and 41
given for complying with 59
given for effecting this 43
given for equipping all 58
given for everything that 134
given for excluding them 54
given for exports and 58
given for foreign tax 135
given for freedom and 99
given for friends and 48
given for general use 98
given for germany and 48
given for himself and 71
given for inferring that 181
given for january and 54
given for medical and 57
given for missions and 64
given for natural gas 42
given for parents and 59
given for payment and 59
given for persons who 52
given for preparing and 63
given for refusal was 53
given for regarding this 76
given for rejecting them 71
given for rejecting this 167
given for research and 201
given for selecting and 42
given for selecting him 87
given for selecting this 44
given for service and 92
given for supposing that 1778
given for systems with 49
given for teachers and 65
given her address and 49
given her against her 49
given her because her 74
given her because she 340
given her beliefs and 43
given her comfort and 142
given her consent and 213
given her consent for 235
given her consent that 45
given her courage and 143
given her dignity and 43
given her everything and 99
given her everything but 57
given her everything she 843
given her everything that 394
given her eyeteeth for 54
given her flowers and 60
given her freedom and 221
given her grounds for 87
given her history and 82
given her history with 56
given her husband all 48
given her husband and 129
given her husband for 74
given her husband his 114
given her husband two 55
given her material for 41
given her occasion for 61
given her parents any 46
given her pleasure and 132
given her position and 44
given her promise and 45
given her promise not 64
given her promise that 127
given her shelter and 144
given her support and 101
given him against his 152
given him because his 188
given him because she 42
given him comfort and 196
given him contact with 74
given him courage and 174
given him damages for 50
given him dignity and 43
given him dominion and 1008
given him everything and 115
given him everything but 50
given him everything she 268
given him everything that 306
given him everything they 40
given him freedom and 74
given him grounds for 258
given him insight and 44
given him leisure for 136
given him letters and 40
given him letters for 122
given him material for 139
given him occasion for 112
given him pleasure and 166
given him position and 64
given him purpose and 50
given him regarding his 41
given him respect for 45
given him shelter and 396
given him shelter for 78
given him success and 47
given him support and 99
given him sympathy for 46
given him tickets for 49
given him together with 148
given him towards his 41
given him trouble and 47
given him trouble for 66
given him vexation and 72
given him victory and 62
given him warrant for 41
given him weighed him 43
given his ability and 43
given his address and 107
given his beliefs and 77
given his canteen and 48
given his concern for 146
given his concern with 142
given his consent and 618
given his consent but 56
given his consent for 760
given his consent than 86
given his consent that 774
given his consent with 82
given his country its 51
given his decision and 57
given his disdain for 64
given his eyeteeth for 110
given his freedom and 673
given his freedom but 61
given his freedom for 97
given his freedom with 42
given his friends and 63
given his history and 105
given his history with 71
given his liberty and 263
given his loyalty and 42
given his message and 82
given his position and 206
given his premise that 103
given his promise and 134
given his promise for 47
given his promise not 109
given his promise that 207
given his receipt for 50
given his respect for 65
given his sanction and 93
given his sanction for 65
given his stature and 57
given his success with 42
given his support and 128
given his support for 149
given his surname and 138
given his talents and 120
given his thoughts and 51
given his verdict and 61
given his warrant for 93
given his youngest son 50
given its clearest and 72
given its concern for 63
given its concern with 209
given its consent and 142
given its consent for 195
given its consent that 152
given its content and 86
given its context and 80
given its decision and 67
given its freedom and 85
given its fullest and 167
given its history and 655
given its location and 537
given its location near 65
given its natural and 437
given its origins and 70
given its position and 108
given its purpose and 75
given its sanction and 74
given its sanction for 61
given its support and 65
given its support for 143
given its verdict and 56
given its verdict that 46
given lip service and 150
given lip service but 271
given lip service for 71
given long service and 46
given low priority and 343
given low priority for 135
given may suffice for 43
given new content and 89
given new courage and 151
given new dignity and 81
given new grounds for 53
given new impetus and 272
given new impetus with 157
given new purpose and 42
given not because they 119
given not oftener than 149
given odd numbers and 74
given off rapidly and 47
given off together with 79
given one hundred and 774
given our concern for 41
given our concern with 178
given our country its 61
given our history and 275
given our language and 95
given out against her 46
given out against him 48
given out against them 48
given raw material and 77
given six hundred and 94
given tax credits for 102
given ten dollars for 126
given ten minutes each 47
given ten minutes for 86
given ten shillings for 123
given ten thousand men 96
given than carried out 98
given that address too 42
given that america was 91
given that britain and 45
given that britain had 83
given that britain has 43
given that britain was 109
given that certain things 79
given that congress had 41
given that congress has 93
given that counsel may 58
given that everything that 119
given that everything was 54
given that exactly one 69
given that failure has 70
given that germany had 57
given that germany was 58
given that ireland was 57
given that language and 45
given that liberty for 378
given that mahomet had 59
given that markets are 41
given that parents are 65
given that research has 110
given that schools are 55
given that science and 47
given that science has 44
given that support for 47
given that teachers are 79
given that workers are 53
given them because they 993
given them comfort and 103
given them courage and 279
given them dignity and 52
given them endless joy 137
given them everything and 86
given them everything but 43
given them everything she 55
given them everything that 186
given them everything they 543
given them freedom and 284
given them grounds for 143
given them liberty and 69
given them occasion for 49
given them pleasure and 61
given them quarter for 352
given them shelter and 337
given them shelter for 92
given them support and 54
given them tickets for 43
given them together with 58
given this country its 110
given this freedom and 53
given this general idea 72
given this implies that 48
given this language and 108
given this peculiar and 75
given this problem any 64
given this question any 49
given this subject any 218
given this subject his 43
given too quickly and 49
given too rapidly and 50
given too rapidly for 58
given top priority and 1083
given top priority but 45
given top priority for 1395
given top priority with 83
given two choices for 65
given two dollars and 48
given two dollars for 53
given two hundred and 313
given two hundred men 42
given two members each 94
given two minutes for 50
given two numbers and 79
given two shillings and 62
given two tickets for 84
given was carried out 45
given was correct and 55
given way against his 46
given way rallied and 94
given with ability and 53
given with clarity and 48
given with courage and 50
given with dignity and 95
given with graphic and 51
given with painful and 62
given with pleasure and 55
given with respect and 52
given with respect for 41
given with sympathy and 112
given year account for 42
given you because you 366
given you between war 63
given you courage and 64
given you dominion and 100
given you everything and 86
given you everything for 46
given you everything that 422
given you everything you 1162
given you grounds for 69
given you leisure for 45
given you occasion for 52
given you pleasure and 73
given you talents and 53
given you warrant for 40
gives and hazards all 61
gives any grounds for 103
gives any support for 40
gives any trouble you 45
gives any warrant for 107
gives both comfort and 51
gives both husband and 70
gives both occasion and 104
gives both parents and 125
gives both patient and 47
gives both pleasure and 117
gives both teachers and 90
gives each element its 77
gives each protein its 60
gives for believing that 158
gives for supposing that 57
gives her comfort and 45
gives her consent and 98
gives her consent for 59
gives her courage and 86
gives her dignity and 43
gives her everything she 302
gives her everything that 91
gives her flowers and 44
gives her husband all 71
gives her husband and 65
gives her husband her 79
gives her husband his 72
gives her pleasure and 117
gives her respect both 51
gives her shelter and 42
gives her support and 49
gives him comfort and 154
gives him contact with 52
gives him courage and 318
gives him courage for 46
gives him dignity and 120
gives him everything that 155
gives him freedom and 59
gives him grounds for 120
gives him insight and 41
gives him kinship with 73
gives him leisure for 99
gives him material for 76
gives him occasion for 158
gives him pleasure and 445
gives him present ease 52
gives him senegal and 42
gives him shelter and 104
gives him support and 91
gives him trouble and 41
gives his address and 77
gives his baneful cup 116
gives his consent and 283
gives his consent for 261
gives his consent that 50
gives his decision and 59
gives his dislike all 77
gives his factory its 51
gives his formula for 47
gives his grounds for 67
gives his opinions and 63
gives his receipt for 59
gives his results for 100
gives his support and 45
gives its consent and 61
gives its consent for 54
gives its history and 41
gives its majesty and 40
gives its peculiar and 55
gives its sanction and 65
gives its warrant that 62
gives low results for 86
gives man dignity and 67
gives men courage and 55
gives off anterior and 127
gives off ascending and 46
gives off ethylene gas 84
gives off intense heat 70
gives off radiation and 61
gives off radiation that 152
gives off signals that 59
gives one courage and 40
gives one equation for 76
gives one example for 51
gives one grounds for 82
gives one hundred and 796
gives one hundred per 125
gives one position and 86
gives our language its 45
gives our results for 62
gives our society its 49
gives out intense heat 42
gives six hundred and 77
gives them because they 51
gives them comfort and 142
gives them contact with 99
gives them control and 61
gives them courage and 317
gives them dignity and 248
gives them everything they 251
gives them freedom and 136
gives them grounds for 68
gives them leisure for 41
gives them pleasure and 442
gives them pleasure but 65
gives them pleasure that 174
gives them present ease 107
gives them purpose and 95
gives them shelter and 109
gives them shelter they 42
gives them support and 184
gives them utility for 43
gives this chapter its 167
gives this country its 66
gives this equation can 424
gives this equation has 116
gives this equation may 187
gives this equation was 45
gives this formula for 115
gives this implies that 164
gives this material its 55
gives this passage its 117
gives this picture its 83
gives this process its 61
gives this relation for 45
gives this species its 140
gives two criteria for 80
gives two figures for 41
gives two hundred and 379
gives two recipes for 77
gives two sources for 45
gives you balance and 167
gives you because you 44
gives you choices and 53
gives you choices for 109
gives you comfort and 126
gives you contact with 41
gives you control and 107
gives you courage and 174
gives you dialogue that 85
gives you everything and 56
gives you everything that 184
gives you everything you 2453
gives you freedom and 182
gives you grounds for 67
gives you illusion that 211
gives you insight and 71
gives you material for 55
gives you numbers that 82
gives you pleasure and 522
gives you purpose and 129
gives you recipes for 43
gives you results that 46
gives you society with 1054
gives you support and 82
gives you support for 52
gives you trouble and 45
glade was covered with 42
glade with flowers and 67
gland and ovaries are 61
gland may account for 41
gland may enlarge and 72
gland that releases its 130
gland was carried out 51
gland was removed and 222
gland was removed for 52
glans and prepuce and 115
glans and prepuce are 155
glans and prepuce with 58
glare and glitter and 982
glare and shadows are 46
glass and adorned with 107
glass and arranged her 153
glass and bottles and 93
glass and bottles are 202
glass and carried his 112
glass and carried them 60
glass and ceramic and 83
glass and covered with 1238
glass and crystal and 139
glass and crystal are 198
glass and cutlery and 51
glass and decided that 189
glass and drained its 100
glass and dropped them 43
glass and enamels and 106
glass and examine for 86
glass and examine them 92
glass and examine with 602
glass and flowers and 96
glass and garnish with 1232
glass and mercury are 130
glass and mirrors and 233
glass and motioned for 98
glass and noticed that 159
glass and offered her 42
glass and outside air 45
glass and planted out 142
glass and plaster and 42
glass and plastic and 411
glass and plastic are 253
glass and plastic can 58
glass and plastic for 40
glass and plastic that 165
glass and pointed out 141
glass and pottery and 400
glass and pottery are 84
glass and pressed her 135
glass and pressed his 49
glass and realized that 179
glass and resumed his 162
glass and saluted her 56
glass and smacked his 176
glass and stained with 258
glass and started for 77
glass and stepped out 90
glass and studied her 211
glass and studied his 82
glass and toasted her 134
glass and toasted him 61
glass and toasted his 70
glass and touched her 131
glass and touched his 106
glass and watched her 477
glass and watched him 297
glass and watched his 91
glass and watched them 154
glass and wrapped her 43
glass are covered with 99
glass bead columns and 95
glass being brought her 44
glass being covered with 89
glass for herself and 188
glass for himself and 548
glass for mirrors and 64
glass for windows and 417
glass for windows had 44
glass for windows was 193
glass hung outside his 72
glass jar covered with 400
glass jar together with 104
glass rod covered with 194
glass she offered him 99
glass that covered them 156
glass that filters out 66
glass was between them 56
glass was carried out 132
glass was covered with 748
glass was cracked and 182
glass was crushed and 48
glass was emptied and 47
glass was knocked out 69
glass was painted with 64
glass was removed and 249
glass was smashed and 101
glass was stained with 46
glass was streaked with 106
glass with bourbon and 42
glass with cracked ice 1017
glass with crushed ice 1244
glass with pounded ice 47
glass with whiskey and 124
glaze and painted with 55
glaze was applied and 107
glaze was applied with 47
gleaming and sparkling with 43
gleaming and twinkling out 70
gleaming new buildings and 46
gleaming sky between two 103
gleaming with coconut oil 60
gleaming with crystal and 58
gleaming with obscure and 100
gleaming with pleasure and 47
gleaming with scarlet and 51
gleams and shadows and 51
glens and hollows and 111
glens and ravines that 183
glens and valleys and 76
glens and valleys that 61
glens and valleys with 63
gliding and rotation are 48
glint and sparkle with 153
glitz and glitter and 90
glitz and glitter that 43
globe and everything that 78
globe are covered with 181
globe are primary and 90
globe can compare with 52
globe had assumed its 43
globe was covered with 327
gloom and anxiety had 55
gloom and anxiety that 48
gloom and covered with 41
gloom and despair and 143
gloom and despair are 92
gloom and despair for 69
gloom and despair that 679
gloom and despair with 46
gloom and mourned him 56
gloom and mystery and 52
gloom and sadness and 59
gloom and sadness that 167
gloom and silence and 86
gloom and silence now 48
gloom and silence that 274
gloom and trailed his 238
glory and ambition had 47
glory and ambition than 53
glory and crowned with 106
glory and dignity and 107
glory and dignity are 43
glory and dominion and 144
glory and dominion are 109
glory and dominion for 5012
glory and dominion now 57
glory and eternal joy 69
glory and extract thus 86
glory and fortune and 42
glory and freedom and 63
glory and heroism and 54
glory and history and 44
glory and majesty all 98
glory and majesty and 390
glory and majesty are 144
glory and majesty for 124
glory and majesty than 42
glory and majesty that 252
glory and majesty with 95
glory and pleasure and 45
glory and pressed for 41
glory and respect for 51
glory and sounded all 41
glory and success and 65
glory and success with 61
glory and triumph and 64
glory and triumph for 89
glory and triumph than 130
glory and victory and 132
glory and victory for 86
glory and worship and 55
glory and worship are 50
glory far exceeding that 89
glory far exceeds that 85
glory for herself and 49
glory for himself and 1055
glory for himself but 96
glory that affects you 43
glory that attends this 80
glory that awaited her 89
glory that awaited him 347
glory that awaited them 172
glory that blushed and 729
glory with exceeding joy 4393
glove and offered his 51
glove and touched her 48
glove and touched his 44
glove and trotted out 88
glove that covered her 60
glove that covered his 56
glove was covered with 53
glove with orators and 58
glowing and pulsating with 48
glowing and quivering with 260
glowing and sparkling with 226
glowing with candles and 72
glowing with courage and 46
glowing with crimson and 119
glowing with delight and 46
glowing with flowers and 63
glowing with increasing heat 44
glowing with intense heat 111
glowing with mineral red 53
glowing with pleasure and 274
glowing with scarlet and 65
glowing with sympathy and 387
glowing with sympathy for 55
glowing with triumph and 41
glows and glories and 238
glows with fervent heat 269
glued and secured with 74
glued them together and 108
glued them together with 103
glues them together with 91
goals and achieve them 1177
goals and achieving them 746
goals and agendas and 41
goals and agendas for 68
goals and agendas that 88
goals and attaining them 92
goals and because they 71
goals and behavior and 49
goals and behavior are 110
goals and behavior that 90
goals and beliefs and 187
goals and beliefs are 133
goals and beliefs can 44
goals and beliefs that 276
goals and believe that 295
goals and believe they 46
goals and budgets are 75
goals and budgets for 43
goals and compare them 50
goals and concern for 90
goals and content and 56
goals and content are 71
goals and content for 94
goals and criteria and 94
goals and criteria are 170
goals and criteria for 1226
goals and criteria that 223
goals and decided that 50
goals and demands and 82
goals and demands are 82
goals and demands for 86
goals and desires and 256
goals and desires are 395
goals and desires can 51
goals and desires for 277
goals and desires that 381
goals and desires with 64
goals and develop and 63
goals and develop new 111
goals and discuss how 52
goals and discuss them 77
goals and effects are 59
goals and ensures that 42
goals and explain how 95
goals and explain why 48
goals and fulfill its 98
goals and fulfill our 40
goals and ideology are 65
goals and marshal its 53
goals and measures and 105
goals and measures are 264
goals and measures for 585
goals and measures that 410
goals and metrics are 53
goals and metrics for 106
goals and metrics that 140
goals and missions and 67
goals and missions are 89
goals and missions that 57
goals and motives and 104
goals and motives are 257
goals and motives can 50
goals and motives for 127
goals and motives that 316
goals and prepare for 90
goals and present them 42
goals and provide for 76
goals and provide them 48
goals and purpose and 62
goals and purpose are 61
goals and purpose for 64
goals and pursued them 87
goals and pursues them 82
goals and replace them 42
goals and respect for 99
goals and results and 52
goals and results are 112
goals and results for 63
goals and results that 136
goals and rewards and 48
goals and rewards are 134
goals and rewards for 178
goals and rewards that 149
goals and satisfy his 67
goals and satisfy its 46
goals and tactics and 153
goals and tactics are 106
goals and tactics for 72
goals and tactics that 213
goals and targets and 422
goals and targets are 557
goals and targets can 98
goals and targets for 1470
goals and targets set 311
goals and targets that 615
goals and targets with 104
goals are adopted and 45
goals are aligned and 53
goals are aligned with 624
goals are blocked and 69
goals are broader and 57
