gable roof consists of 45
gauge will indicate the 156
gauge will register the 55
gauge wire attached to 46
gauge your progress as 107
gauge your progress by 87
gauge your progress in 64
gaunt hand fiercely at 52
gazed down intently at 88
gazed down tenderly at 46
gazed more intently at 59
gazed most earnestly at 58
gazed very earnestly at 69
gazed very intently at 50
gazes upon elegance or 94
geared more directly to 189
geared their programs to 41
geese were restored to 53
geese were supposed to 42
genes have provided the 49
genes have resulted in 55
genes must therefore be 122
genes show evidence of 45
genes were acquired by 51
genes were affected by 69
genes were analyzed by 83
genes were analyzed in 62
genes were assigned to 138
genes were believed to 61
genes were compared to 63
genes were composed of 151
genes were detected by 97
genes were detected in 296
genes were examined in 75
genes were included in 58
genes were inserted in 50
genes were involved in 657
genes were isolated by 141
genes were isolated in 54
genes were observed in 94
genes were observed to 44
genes were obtained by 100
genes were produced by 42
genes were replaced by 64
genes were reported to 79
genes were required to 56
genes were selected as 42
genes were selected by 62
genes were selected in 40
genes were selected to 49
genes were supposed to 93
genes were switched on 54
genes when compared to 64
genes will continue to 150
genes will probably be 100
genes will therefore be 52
genii were supposed to 44
genre have combined to 67
genre will continue to 193
genus also includes the 182
genus name followed by 524
genus those elements in 51
genus were supposed to 164
genus will probably be 109
germs gain entrance to 267
getting along famously in 90
getting back sideways to 43
getting fair treatment in 435
getting farm products to 76
getting food supplies to 58
getting good citizens to 45
getting good coverage in 41
getting good feedback on 44
getting good pictures of 100
getting into business as 42
getting into business in 68
getting into business is 55
getting into business on 46
getting into condition to 41
getting into disgrace at 55
getting into mischief as 108
getting into mischief at 56
getting into mischief by 42
getting into mischief in 182
getting into mischief of 77
getting into mischief on 44
getting into mischief or 125
getting into operation on 73
getting into politics in 71
getting into positions of 213
getting into problems of 45
getting into questions of 93
getting kids involved in 102
getting line managers to 47
getting many thousands of 40
getting media coverage of 49
getting more agitated as 51
getting more agitated by 141
getting more animated as 40
getting more attached to 57
getting more attention as 87
getting more attention in 350
getting more confused by 171
getting more conscious of 70
getting more dangerous by 117
getting more education or 90
getting more exercise or 40
getting more exposure to 79
getting more frequent in 42
getting more involved in 2100
getting more numerous as 44
getting more powerful by 40
getting more practice in 45
getting more students to 105
getting much attention as 54
getting much attention at 47
getting much attention in 113
getting only glimpses of 45
getting other agencies to 44
getting other children to 92
getting other students to 80
getting some attention in 90
getting some blankets to 42
getting some citizens to 148
getting some distance in 51
getting some distance on 41
getting some exercise in 51
getting some exposure to 57
getting some feedback on 66
getting some glimpses of 50
getting some hundreds of 42
getting some pictures of 82
getting some practice in 122
getting some purchase on 97
getting some students to 43
getting their approval of 48
getting their attention in 58
getting their attention is 57
getting their breakfast on 67
getting their children to 1066
getting their daughter to 55
getting their education at 54
getting their education in 199
getting their families to 94
getting their feedback on 56
getting their finances in 44
getting their husbands to 257
getting their knickers in 59
getting their messages to 117
getting their partners to 76
getting their patients to 100
getting their pictures in 157
getting their products to 554
getting their students to 311
getting their subjects to 62
getting their supplies at 45
getting their supplies of 113
getting these children to 100
getting these patients to 72
getting these products to 93
getting these students to 60
getting these supplies to 49
getting those products to 56
getting very attached to 95
getting very involved in 155
getting what amounted to 76
getting wood wherewith to 61
getting young children to 164
getting your audience to 192
getting your business up 85
getting your children to 342
getting your computer to 74
getting your customer to 43
getting your daughter to 44
getting your employer to 68
getting your finances in 155
getting your knickers in 75
getting your opponent to 110
getting your products to 52
getting your prospect to 80
getting your students to 215
ghost among strangers of 86
ghost came whispering to 131
ghost from reanimating the 43
ghost town compared to 56
ghost will continue to 97
ghost will probably be 52
giants were supposed to 74
giants when compared to 51
giants will continue to 61
gibes were listened to 132
gifts ever received by 62
gifts from children to 58
gifts from citizens of 57
gifts from hundreds of 84
gifts from husbands to 48
gifts from thousands of 44
gifts have enriched the 54
gifts made directly or 136
gifts made directly to 108
gifts made possible by 47
gifts made possible the 155
gifts made pursuant to 78
gifts were accepted by 127
gifts were bestowed by 126
gifts were bestowed in 68
gifts were bestowed on 523
gifts were confined to 94
gifts were designed to 114
gifts were directed to 58
gifts were employed in 46
gifts were enhanced by 43
gifts were exchanged at 63
gifts were exchanged by 54
gifts were exchanged in 72
gifts were exchanged on 76
gifts were expected to 80
gifts were followed by 118
gifts were imparted to 95
gifts were included in 127
gifts were intended as 99
gifts were intended to 299
gifts were lavished on 165
gifts were provided by 43
gifts were received as 40
gifts were received by 213
gifts were received in 120
gifts were recorded in 53
gifts were regarded as 205
gifts were required to 82
gifts were returned to 105
gifts were showered on 219
gifts were supposed to 133
gifts will continue to 94
gilds were composed of 76
girls aged fourteen or 43
girls aged fourteen to 243
girls ages fourteen to 74
girls also attended the 50
girls came clattering by 48
girls drew pictures of 49
girls from eighteen to 174
girls from families in 108
girls from families of 204
girls from fourteen to 920
girls from menarche to 84
girls from villages in 45
girls gave evidence of 70
girls grow careless in 44
girls have attended the 43
girls have enrolled in 44
girls have mastered the 49
girls have promised to 59
girls have received the 52
girls have returned to 128
girls have threatened to 53
girls having attained the 46
girls just happened to 44
girls just referred to 46
girls look sweetest in 51
girls lose interest in 132
girls lost interest in 91
girls made pregnant by 59
girls paid attention to 58
girls reach menarche at 45
girls seem scarcely to 66
girls show evidence of 73
girls show interest in 62
girls went directly to 84
girls went straight to 91
girls went upstairs to 281
girls were abducted by 47
girls were absorbed in 87
girls were accepted as 295
girls were accepted in 109
girls were actually in 69
girls were addicted to 44
girls were admitted as 206
girls were admitted at 57
girls were admitted in 191
girls were admitted on 127
girls were admitted to 1253
girls were affected by 118
girls were allotted to 45
girls were arrested in 115
girls were arrested on 48
girls were assigned the 63
girls were assigned to 761
girls were attached to 164
girls were attacked by 74
girls were attempting to 128
girls were attended by 42
girls were awakened at 41
girls were awakened by 114
girls were baptized in 50
girls were beautiful in 67
girls were believed to 134
girls were betrothed as 44
girls were betrothed at 84
girls were betrothed in 76
girls were betrothed to 58
girls were captured by 93
girls were children of 78
girls were compared on 49
girls were compared to 69
girls were confined in 66
girls were confined to 250
girls were conscious of 114
girls were decorating the 47
girls were depicted as 46
girls were deprived of 206
girls were destined to 245
girls were diagnosed as 41
girls were directed to 121
girls were discussing the 186
girls were disposed of 78
girls were disposed to 58
girls were educated as 43
girls were educated at 421
girls were educated by 148
girls were educated in 480
girls were educated to 164
girls were eligible to 44
girls were employed as 574
girls were employed at 194
girls were employed by 116
girls were employed in 2561
girls were employed on 121
girls were employed to 259
girls were engrossed in 62
girls were enrolled as 244
girls were enrolled at 208
girls were enrolled in 4082
girls were entitled to 200
girls were escorted by 48
girls were escorted to 126
girls were examined by 78
girls were examined in 95
girls were exhorted to 41
girls were expected to 4577
girls were followed by 115
girls were grateful to 40
girls were hesitant to 41
girls were ignorant of 51
girls were inclined to 278
girls were included in 553
girls were indebted to 67
girls were initiated at 55
girls were initiated in 70
girls were initiated on 51
girls were inspired by 42
girls were intended to 61
girls were involved in 816
girls were murdered by 82
girls were murdered in 147
girls were oblivious to 71
girls were observed in 93
girls were observed to 194
girls were occupied at 105
girls were occupied in 89
girls were operated on 42
girls were pregnant or 43
girls were prepared to 350
girls were presumed to 72
girls were pretending to 48
girls were probably in 48
girls were punished by 59
girls were received as 46
girls were received at 45
girls were received in 40
girls were recorded as 91
girls were referred to 300
girls were regarded as 716
girls were rejected by 44
girls were relieved to 100
girls were reminded of 45
girls were replaced by 158
girls were reported as 465
girls were reported by 95
girls were reported in 55
girls were reported to 514
girls were required to 2069
girls were responding to 64
girls were restored to 46
girls were returned to 341
girls were schooled in 59
girls were selected as 215
girls were selected at 64
girls were selected by 96
girls were selected in 66
girls were selected on 48
girls were selected to 259
girls were sprawled on 62
girls were startled by 52
girls were stationed at 58
girls were stripped of 91
girls were struggling to 67
girls were students at 71
girls were summoned to 125
girls were supposed to 3852
girls were unlikely to 110
girls were upstairs in 62
girls were whispering to 69
girls when compared to 88
girls will continue to 486
girls will probably be 129
given angle relative to 45
given away annually by 52
given away authority in 59
given away hundreds of 224
given away thousands of 288
given case requires the 66
given clear accounts of 44
given clear authority to 104
given clear evidence of 711
given clear examples of 48
given clear guidance as 70
given clear guidance on 147
given clear guidance to 61
given data concerning the 263
given data obtained by 56
given deep attention to 74
given during hypnosis to 54
given during lifetime is 87
given early evidence of 77
given early exposure to 61
given fair treatment by 152
given fair treatment in 152
given five examples of 43
given four examples of 86
given free admission to 238
given free education at 42
given free education in 107
given free entrance to 55
given free passages to 92
given free treatment in 41
given full accounts of 211
given full approval by 73
given full approval to 122
given full attention by 271
given full attention in 250
given full attention to 489
given full authority as 170
given full authority by 272
given full authority in 374
given full authority to 3593
given full autonomy in 166
given full autonomy to 120
given full coverage by 106
given full coverage in 321
given full coverage to 73
given full credence by 63
given full credence to 146
given full emphasis in 53
given full equality in 55
given full evidence of 174
given full exposure to 75
given full latitude to 108
given full security of 79
given full treatment by 72
given full treatment in 465
given full treatment to 40
given good accounts of 189
given good coverage in 99
given good coverage to 44
given good evidence of 353
given good examples of 72
given good positions in 49
given good security to 41
given good treatment by 53
given great attention by 246
given great attention in 366
given great attention to 2821
given great authority by 55
given great authority in 69
given great authority to 105
given great autonomy in 43
given great credence by 83
given great credence to 40
given great currency by 57
given great distress to 48
given great emphasis by 309
given great emphasis in 499
given great emphasis to 390
given great evidence of 59
given great examples of 50
given great interest to 57
given great latitude by 59
given great latitude in 674
given great latitude to 222
given great precision to 63
given great prestige to 70
given great security to 42
given great stimulus by 79
given great stimulus to 222
given half interest in 41
given heavy emphasis by 53
given heavy emphasis in 136
given heavy emphasis to 69
given here attempts to 70
given here concerning the 271
given here concerns the 67
given here consists of 112
given here contains the 43
given here describe the 50
given here followed by 80
given here inasmuch as 87
given here includes the 151
given here indicate the 133
given here pertains to 58
given here reflects the 67
given here relative to 54
given here somewhat in 44
given high positions in 369
given high positions of 40
given holy communion to 48
given leading positions in 126
given least attention in 47
given least attention to 57
given less attention as 109
given less attention by 334
given less attention in 626
given less attention is 52
given less attention or 49
given less attention to 1392
given less credence to 65
given less emphasis by 98
given less emphasis in 365
given less emphasis to 274
given less evidence of 76
given like servants to 61
given line parallel to 151
given living quarters in 92
given loop bandwidth is 135
given many accounts of 112
given many concerts in 117
given many examples in 244
given many examples of 3039
given many examples to 64
given many glimpses of 67
given many hostages to 101
given many hundreds of 73
given many lectures in 62
given many lectures on 264
given many presents by 46
given many presents of 44
given many promises by 50
given many promises to 48
given many recitals in 53
given many repulses in 72
given many speeches on 41
given many thousands of 176
given mode spectrum as 134
given more animation to 52
given more attention as 437
given more attention at 139
given more attention by 1084
given more attention if 58
given more attention in 2416
given more attention is 50
given more attention to 7712
given more authority in 262
given more authority to 671
given more autonomy in 513
given more autonomy to 311
given more coverage in 66
given more coverage to 47
given more credence by 205
given more credence in 113
given more credence to 298
given more directly by 45
given more directly to 54
given more emphasis as 194
given more emphasis by 233
given more emphasis in 1001
given more emphasis on 200
given more emphasis to 986
given more evidence of 138
given more examples of 109
given more exposure to 73
given more interest to 45
given more latitude in 516
given more latitude to 329
given more machines to 40
given more practice in 124
given more precision by 127
given more precision to 80
given more recently by 183
given more recently to 64
given most attention by 222
given most attention in 512
given most attention is 62
given most attention to 1386
given most commonly by 67
given most commonly in 61
given most emphasis by 53
given most emphasis in 135
given most emphasis to 55
given much attention as 391
given much attention at 204
given much attention by 2092
given much attention in 3612
given much attention is 163
given much attention of 60
given much attention on 45
given much attention or 90
given much attention so 44
given much attention to 16791
given much coverage in 104
given much coverage to 54
given much credence as 93
given much credence by 296
given much credence in 183
given much credence to 485
given much distress of 112
given much emphasis by 137
given much emphasis in 505
given much emphasis on 114
given much emphasis to 306
given much evidence of 325
given much evidence to 43
given much guidance in 45
given much latitude in 197
given much latitude to 54
given much practice in 206
given must therefore be 221
given name consists of 47
given name followed by 833
given name precedes the 82
given nine hostages to 80
given nothing whatever to 44
given only examples of 58
given only glimpses of 57
given only relative to 56
given other evidence of 156
given other examples of 209
given over directly to 66
given over entirely to 8757
given prior approval by 128
given prior approval to 173
given prior exposure to 58
given rise directly to 145
given rise recently to 107
given side opposite to 53
given sole authority to 313
given some accounts of 160
given some animation to 111
given some attention as 196
given some attention at 111
given some attention by 494
given some attention in 1365
given some attention to 7473
given some authority by 42
given some authority in 79
given some authority to 250
given some autonomy in 131
given some autonomy to 75
given some coverage in 57
given some credence by 844
given some credence in 129
given some credence to 435
given some currency to 226
given some direction by 56
given some direction in 60
given some direction to 126
given some education in 63
given some elements of 42
given some emphasis by 65
given some emphasis in 109
given some emphasis to 127
given some estimate of 103
given some evidence in 86
given some evidence of 1097
given some evidence to 110
given some examples in 236
given some examples of 2316
given some examples to 111
given some exposure to 90
given some extracts in 94
given some glimpses of 141
given some guidance as 188
given some guidance by 81
given some guidance in 217
given some guidance on 297
given some guidance to 92
given some hundreds of 61
given some interest in 93
given some interest to 82
given some latitude as 54
given some latitude in 603
given some latitude to 277
given some lectures at 50
given some lectures on 87
given some medicine by 54
given some medicine to 193
given some practice in 281
given some precepts as 91
given some precision to 41
given some problems in 55
given some quantity of 81
given some questions to 46
given some security of 55
given some sketches of 73
given some stimulus to 123
given some suspicion of 45
given some symptoms of 47
given some treatment in 76
given some treatment to 47
given some validity by 51
given such accounts of 46
given such attention as 365
given such attention in 69
given such attention to 196
given such authority by 101
given such authority in 72
given such authority to 674
given such currency to 58
given such education as 170
given such emphasis as 48
given such emphasis by 64
given such emphasis in 94
given such emphasis to 88
given such evidence as 206
given such evidence in 56
given such evidence of 504
given such examples as 42
given such examples of 44
given such problems as 179
given such questions as 45
given such security as 337
given such security if 95
given such security to 61
given such treatment as 375
given such variables as 45
given their accounts of 99
given their analysis of 57
given their approval in 103
given their approval of 164
given their approval or 53
given their approval to 3147
given their attempts to 42
given their attention to 3226
given their authority by 105
given their authority to 140
given their capacity to 245
given their children an 62
given their children as 99
given their children in 53
given their children the 446
given their children to 171
given their children up 141
given their comments on 41
given their consents to 67
given their daughter in 55
given their daughter to 71
given their direction by 65
given their emphasis on 1077
given their energies to 148
given their evidence in 243
given their exposure to 171
given their husbands the 59
given their inclusion in 72
given their interest in 934
given their interest to 68
given their judgment in 70
given their judgment on 108
given their positions as 181
given their positions by 56
given their positions in 121
given their potential to 206
given their presence in 275
given their promises to 43
given their property to 141
given their rejection of 110
given their response to 87
given their services as 181
given their services in 149
given their services to 1073
given their situation in 56
given their suffrage in 60
given their tendency to 1001
given their tradition of 77
given their treatment of 41
given these children by 85
given these examples of 101
given these examples to 78
given these extracts at 50
given these extracts to 54
given three attempts to 56
given three examples of 237
given three lectures on 54
given three quarters of 106
given time compared to 92
given time consists of 193
given time controls the 40
given time depended on 413
given time followed by 42
given time increases as 43
given time interval as 332
given time interval at 466
given time interval by 218
given time interval if 68
given time interval in 237
given time interval is 1804
given time interval of 272
given time interval on 85
given time interval or 322
given time interval the 395
given time interval to 222
given time produces the 46
given time reflects the 303
given time relative to 162
given true pictures of 57
given unto everyone of 60
given upon condition of 88
given very properly to 47
given very recently by 68
given were designed to 43
given were intended to 85
given were obtained by 260
given were obtained in 58
given were promises of 60
given were retained by 54
given were supposed to 43
given what amounted to 1887
given what happened at 48
given what happened in 330
given what happened the 49
given what happened to 719
given what purports to 86
given what remained of 41
given when describing the 207
given when discussing the 283
given when possible to 62
given when property is 47
given when received by 97
given when required by 96
given wide attention by 42
given wide attention in 130
given wide authority in 87
given wide authority to 251
given wide coverage by 292
given wide coverage in 699
given wide coverage to 166
given wide credence by 43
given wide credence in 84
given wide currency as 46
given wide currency by 973
given wide currency in 586
given wide currency to 390
given wide exposure by 40
given wide exposure in 65
given wide latitude as 134
given wide latitude by 172
given wide latitude in 1856
given wide latitude of 55
given wide latitude on 53
given wide latitude to 1197
given will continue to 51
given will indicate the 165
given will probably be 189
given will therefore be 82
given wind velocity the 57
given work situation is 40
given work suitable to 43
given your approval to 90
given your attention to 243
given your children in 47
given your children the 78
given your daughter in 40
given your daughter to 290
given your interest in 134
given your lordship an 388
given your lordship the 104
given your proposal the 61
gives away hundreds of 52
gives away sixpence by 43
gives away thousands of 70
gives best evidence of 43
gives case examples of 59
gives cash advances on 249
gives clear direction to 159
gives clear evidence of 2645
gives clear examples of 166
gives clear guidance as 60
gives clear guidance on 190
gives clear guidance to 122
gives clear pictures of 47
gives clear solutions in 40
gives data concerning the 373
gives data obtained by 103
gives data obtained in 80
gives data pertaining to 83
gives data relative to 125
gives early evidence of 174
gives fair treatment to 48
gives five examples of 239
gives four equations in 50
gives four examples of 543
gives free admission to 292
gives free education to 124
gives free treatment to 60
gives full accounts of 292
gives full approval to 46
gives full attention to 743
gives full authority to 188
gives full autonomy to 81
gives full coverage of 109
gives full coverage to 153
gives full credence to 305
gives full emphasis to 88
gives full evidence of 167
gives full treatment to 146
gives good accounts of 141
gives good accuracy in 44
gives good attention to 47
gives good contrast to 41
gives good coverage of 288
gives good coverage to 146
gives good evidence of 378
gives good examples of 382
gives good exercise to 79
gives good exposure of 186
gives good exposure to 71
gives good pictures of 60
gives good practice in 179
gives good recovery of 44
gives good response to 60
gives good security of 49
gives great animation to 144
gives great attention to 810
gives great authority to 136
gives great coldness to 92
gives great credence to 113
gives great emphasis on 43
gives great emphasis to 881
gives great facility in 94
gives great facility to 122
gives great firmness of 78
gives great interest to 240
gives great latitude to 163
gives great leverage to 51
gives great richness to 113
gives great rigidity to 55
gives great security to 303
gives great vitality to 70
gives heavy emphasis to 194
gives holy communion to 44
gives laws therefore to 60
gives less attention to 965
gives less emphasis to 408
gives less evidence of 72
gives many accounts of 173
gives many branches to 98
gives many examples in 248
gives many examples of 7341
gives many examples to 211
gives many glimpses of 111
gives many pictures of 99
gives many thousands of 47
gives more attention to 4355
gives more authority to 213
gives more autonomy to 168
gives more benefits to 52
gives more coverage to 115
gives more credence to 712
gives more direction to 45
gives more emphasis on 295
gives more emphasis to 2257
gives more evidence of 393
gives more examples of 396
gives more exercise to 130
gives more guidance to 50
gives more interest to 142
gives more latitude in 66
gives more latitude to 184
gives more leverage to 74
gives more practice in 67
gives more precision to 137
gives more prestige to 55
gives more security to 94
gives most attention to 569
gives most emphasis to 134
gives most evidence of 48
gives much attention in 56
gives much attention to 2931
gives much credence to 193
gives much emphasis on 76
gives much emphasis to 228
gives much evidence of 367
gives much evidence to 68
gives much interest to 128
gives mute evidence of 81
gives only examples of 63
gives only glimpses of 88
gives oral evidence at 44
gives other evidence of 209
gives other examples in 86
gives other examples of 1331
gives prior approval to 49
gives rise directly to 1032
gives rise initially to 116
gives rise obviously to 74
gives rise therefore to 87
gives some accounts of 107
gives some analysis of 54
gives some attention to 2439
gives some authority to 119
gives some autonomy to 45
gives some branches to 97
gives some comments on 91
gives some credence to 2150
gives some direction to 171
gives some emphasis to 189
gives some estimate of 255
gives some evidence as 56
gives some evidence in 85
gives some evidence of 1885
gives some evidence on 134
gives some evidence to 168
gives some examples in 220
gives some examples of 11636
gives some examples on 91
gives some examples to 212
gives some glimpses of 333
gives some guidance as 339
gives some guidance in 221
gives some guidance on 530
gives some guidance to 221
gives some insights on 62
gives some interest to 60
gives some latitude in 50
gives some leverage to 53
gives some pictures of 76
gives some pointers on 119
gives some pointers to 144
gives some practice in 104
gives some precision to 53
gives some prospect of 55
gives some rationale to 40
gives some reduction in 46
gives some security to 213
gives some validity to 179
gives such attention to 122
gives such authority to 205
gives such emphasis to 159
gives such evidence as 109
gives such evidence of 191
gives such examples as 473
gives such grandeur to 63
gives such interest to 157
gives such richness to 49
gives such security as 257
gives such security to 43
gives such vitality to 57
gives such vivacity to 52
gives these children the 43
gives these examples in 43
gives these examples of 203
gives these glimpses of 42
gives these patients the 60
gives those involved in 58
gives three accounts of 96
gives three equations in 72
gives three examples in 79
gives three examples of 1432
gives three examples to 103
gives what purports to 599
gives wide coverage to 142
gives wide latitude in 45
gives wide latitude to 229
gives young children an 45
gives young children the 89
gives your audience an 45
gives your audience the 64
gives your children the 94
gives your computer the 59
gives your opponent an 67
gives your opponent the 95
gives your students an 89
gives your students the 105
gland duct prevents the 45
gland lies adjacent to 55
gland lies posterior to 156
gland will continue to 99
glaring when compared to 45
glass beads attached to 134
glass beads embedded in 112
glass beads followed by 60
glass bowl containing the 95
glass bulb attached to 387
glass bulb containing an 115
glass bulb containing the 164
glass bulb immersed in 66
glass case containing an 186
glass case containing the 1450
glass case contains the 49
glass case displaying the 49
glass case opposite the 53
glass cell containing the 446
glass coil immersed in 45
glass dish containing the 306
glass door opposite my 63
glass door separating the 199
glass into thousands of 45
glass jars containing the 310
glass made possible the 40
glass must therefore be 76
glass stem attached to 92
glass tank containing the 153
glass tube attached by 68
glass tube attached to 1711
glass tube conducting the 58
glass tube connecting the 306
glass tube connects the 88
glass tube containing an 455
glass tube containing it 49
glass tube containing the 3392
glass tube fastened to 56
glass tube immersed in 556
glass tube inserted in 336
glass tube opposite the 59
glass tube weighted at 70
glass tubing attached to 206
glass tubing connecting the 41
glass tubing inserted in 159
glass vials containing the 193
glass wall opposite the 167
glass wall separating the 390
glass were attached to 53
glass were embedded in 206
glass were employed in 51
glass were inserted in 42
glass were prepared by 56
glass were produced by 122
glass were produced in 104
glass were replaced by 74
glass will continue to 168
glass will indicate the 49
glass will probably be 149
glass wool situated at 63
gleaming like emeralds in 44
gleaming snow reflects the 46
glide angle approved by 45
gloat over pictures of 43
globe from australia to 45
globe were composed of 46
globe will continue to 135
globe will probably be 40
glory ever attained by 62
glory have entailed on 40
glory will continue to 81
gloss over problems in 47
gloss over problems or 51
gloss over questions of 41
glowing west promised so 71
glowing word pictures of 114
glows more brightly as 42
glows most brightly at 41
gnawing pain referred to 48
goals among managers in 64
goals give direction to 147
goals have included the 57
goals have received the 41
goals have remained the 138
goals have resulted in 128
goals made possible by 55
goals most relevant to 77
goals must therefore be 105
goals were accepted by 41
goals were achieved as 41
goals were achieved at 102
goals were achieved by 474
goals were achieved in 927
goals were achieved on 40
goals were achieved or 92
goals were achieved to 50
goals were affected by 47
goals were assigned by 46
goals were assigned to 103
goals were attained by 72
goals were attained in 51
goals were centered on 42
goals were contrary to 49
goals were designed to 204
goals were dictated by 66
goals were embedded in 40
goals were embodied in 87
goals were endorsed by 49
goals were expanded to 77
goals were expected to 100
goals were implicit in 50
goals were included in 144
goals were intended to 99
goals were outlined in 134
goals were replaced by 77
goals were supposed to 90
goals when compared to 56
goals will actually be 73
goals will continue to 349
goals will probably be 177
goats were pastured in 51
goats were regarded as 45
gonna find yourself in 158
gonna need somebody to 175
gonna take pictures of 57
goods fall relative to 84
goods from alongside the 46
goods from anywhere in 107
goods from australia to 76
goods from birmingham to 90
goods from calcutta to 103
goods from developing to 49
goods from hundreds of 45
goods from liability to 44
goods from missouri to 60
goods from producer to 1980
goods from recovering the 128
goods from scotland to 48
goods from supplier to 118
goods from textiles to 83
goods from thousands of 42
goods from villages to 56
goods have declined in 79
goods have increased at 60
goods have increased by 115
goods have increased in 254
goods have increased the 48
goods have perished at 54
goods have perished or 241
goods have received the 46
goods have remained in 50
goods have resulted in 118
goods made entirely of 160
goods made possible by 705
goods made possible the 54
goods made pursuant to 78
goods must actually be 79
goods must continue to 93
goods must therefore be 366
goods rise relative to 151
goods rose relative to 100
goods sent directly to 60
goods sold amounted to 260
goods sold consists of 211
goods sold directly by 55
goods sold directly to 148
goods sold includes the 229
goods sold increased by 105
goods sold pursuant to 81
goods sold reflects the 62
goods sold relative to 62
goods sold reported on 151
goods their property of 72
goods there referred to 68
goods used directly by 54
goods used directly in 72
goods were absorbed by 52
goods were accepted as 103
goods were accepted by 144
goods were accepted in 60
goods were acquired by 205
goods were acquired in 63
goods were actually in 109
goods were actually on 114
goods were admitted at 40
goods were admitted to 93
goods were advanced to 47
goods were affected by 79
goods were assessed at 78
goods were assigned to 113
goods were attached by 64
goods were believed to 93
goods were captured by 53
goods were captured on 47
goods were concealed in 159
goods were confined to 60
goods were consumed by 173
goods were consumed in 96
goods were conveyed by 327
goods were conveyed in 124
goods were conveyed on 67
goods were conveyed to 306
goods were declared to 175
goods were demanded by 56
goods were designed to 79
goods were destined to 205
goods were detained by 51
goods were devoured by 44
goods were directed to 141
goods were disposed of 808
goods were diverted to 109
goods were entitled to 101
goods were essential to 83
goods were examined by 40
goods were exchanged at 164
goods were exchanged by 136
goods were exchanged in 221
goods were exchanged on 65
