man is introduced to contemplate 53
may be sufficient to accommodate 71
may be sufficient to communicate 95
may be sufficient to concentrate 68
may be sufficient to demonstrate 441
may be sufficient to overbalance 49
may be sufficient to precipitate 1012
may be sufficient to reestablish 55
may be tendencies in individuals 54
may be terminated by abandonment 106
may be transverse or longitudinal 450
may be understood as comprehending 62
may be understood as corresponding 49
may be undertaken by individuals 179
may be unilateral or generalized 72
may be unilateral or symmetrical 55
may be uninformed or misinformed 41
may be vulnerable to exploitation 148
may be vulnerable to manipulation 59
may be vulnerable to unauthorized 43
may he reproduced or transmitted 613
may in strictness be denominated 57
mean an arrangement or understanding 62
mean the acquisition of citizenship 40
mean the destruction of civilization 172
mean the destruction or enslavement 51
men as predictors of development 62
men or alcoholics or homosexuals 46
