made able and capable in 269
mind into two classes or 507
mind living and present as 40
mind made him delight in 42
mind means this function of 167
mind racing with thoughts of 199
mind these two aspects of 115
mind those that contend so 71
mind were not limited to 47
mind what was happening in 235
mind what was happening to 68
mind when one recalls the 41
mind when one studies the 116
mind when she arrived at 44
mind when she decided to 293
mind when she entered the 141
mind when they adopted the 85
mind when they arrived at 91
mind when they attempt to 146
mind when they decided to 461
mind when they discuss the 121
mind when they drafted the 250
mind when they entered the 56
mind when they planned the 77
mind when you attempt to 187
mind when you decided to 246
mind when you married me 41
mind will not consent to 50
mind will not discuss the 41
mine anger and according to 53
mine eyes and harvest of 42
mine eyes are witness of 56
mine eyes with beholding the 213
mine were all carried on 295
mining their way towards the 43
mist from his tumulus on 60
mist upon our jackets in 46
mixing bowl beat together the 180
mixing ratio with respect to 177
mock host was carried in 114
mode among his friends to 116
mode from that adopted by 77
mode left for effecting it 57
month from his receiving the 75
month rule with respect to 43
month time lag between the 136
mood from one extreme to 66
mood swings are related to 51
mood when she arrived at 42
moon rose and flooded the 119
moon rose and lighted up 43
moon when she deserts the 56
more able than himself to 171
more acts being defined as 85
more angry and muttering to 67
more angry and threatening in 101
more bold than welcome in 40
more boring than listening to 236
more busy and careful to 199
more care and trouble in 57
more care than several of 44
more care was devoted to 50
more clear and certain in 166
more clear and certain the 62
more clear and decided to 50
more clear and precise by 40
more clear and precise in 58
more clear and precise the 72
more clear with respect to 97
more corn and potatoes in 79
more days are granted me 70
more eager and hurried in 58
more eager than himself to 62
more evil than benefit to 89
more fair and crystal is 144
more faith and courage to 43
more food was brought in 46
more from him because he 105
more from his ability to 46
more from his dislike of 52
more from one country to 62
more gays and lesbians to 42
more good may redound to 41
more good than gallons of 72
more good than volumes of 41
more grit and gumption to 52
more hair was plucked by 51
more harm than benefit by 58
more harm than benefit in 68
more harm than benefit to 360
more harm than service to 127
more help and support in 58
more help and support to 84
more here than suggest the 57
more hurt than service to 83
more jobs than workers to 52
more join his fortune to 49
more land was devoted to 222
more land was planted in 56
more life and variety to 97
more like that adopted by 40
more like that between an 91
more like that between the 218
more like they belonged in 40
more like this epistle of 99
more love for mankind in 46
more loving and accepting of 119
more made his junction at 42
more make for easiness of 62
more meaning and purpose in 99
more meaning and purpose to 75
more need for courage at 40
more open and accepting of 689
more open and exposed the 47
more open and exposed to 232
more open and subject to 88
more open and welcoming to 56
more open than private to 56
more open with respect to 102
more pain and suffering in 58
more pain and suffering on 62
more pain and suffering to 118
more pain and suspect no 44
more pain than pleasure in 706
more pain than pleasure or 85
more pain than pleasure to 459
more paths for current to 42
more peace and harmony in 58
more pious than decency in 42
more pure and according to 73
more pure and intense is 47
more pure and perfect in 51
more pure and perfect it 91
more ready than himself to 298
more room for freedom of 60
more room for variation in 101
more rows and columns in 43
more rows and columns of 52
more rows and columns to 48
more safe and politic to 64
more safe and prudent to 77
more safe with respect to 163
more slow and cautious in 96
more snow was visible on 52
more songs and ballads on 41
more tail and spliced it 94
more there are against it 48
more there was silence in 107
more those who receive the 360
more till you promise to 43
more time and ability to 88
more time and efforts to 47
more time and expense in 53
more time and expense to 197
more time and freedom to 297
more time and leisure to 226
more time and research to 56
more time and support to 128
more time and trouble in 131
more time and trouble on 94
more time and trouble to 694
more time being devoted to 177
more time for attending to 529
more time for leisure or 77
more time for preparing the 48
more time for sinners to 60
more time for teachers to 209
more time off because of 41
more time per question on 45
more time was allowed to 57
more time was devoted to 1126
more time with friends in 52
more time with friends or 78
more time with members of 138
more true and faithful to 60
more true and perfect in 51
more true with respect to 494
more upon his ability to 254
more upon its ability to 106
more upon this subject at 212
more upon this subject in 400
more vain than robbers in 72
more vast and complex is 51
more vile and insulting in 67
more were being brought in 49
more when they arrived at 48
more when they attempt to 43
more wild and frantic in 83
more wine and spirits he 45
more wise and prudent to 107
more worn and haggard by 72
most able and devoted of 58
most able and eminent of 88
most able and faithful of 89
most able and popular of 125
most able and promising of 81
most bold and lawless in 153
most boys are content to 42
most clear and evident to 54
most clear and express to 83
most clear cut example of 81
most clear with respect to 97
most daring and skilful of 58
most deaths are related to 40
most firm and faithful to 44
most from any increase in 95
most from him departs the 80
most great and glorious in 40
most holy and beloved of 46
most just and sublime in 74
most just and upright of 66
most just war against the 40
most kind and gracious to 76
most kind and helpful in 118
most kind and helpful to 198
most kind and patient in 48
most loving and beloved of 70
most loving and devoted of 52
most loving and faithful of 40
most loving and lovable of 84
most move are capable of 45
most part and bigoted in 62
most part are capable of 762
most part are content to 92
most part are devoted to 49
most part are equally so 80
most part are limited to 104
most part are located in 99
most part are members of 44
most part are related to 48
most part are similar to 67
most part are subject to 64
most part lie outside the 51
most part not natives of 64
most part not subject to 61
most part one question as 313
most part run counter to 50
most part they adhered to 41
most part they appeared to 81
most part they avoided the 50
most part they belonged to 178
most part they concern the 48
most part they consist in 53
most part they consist of 753
most part they ignored the 60
most part they managed to 66
most part they reflect the 44
most part they refused to 111
most part they settled in 114
most part too familiar to 40
most part was carried on 111
most part was content to 95
most part was limited to 115
most part with forests of 50
most part with matters of 67
most part with respect to 91
most pious and devoted of 53
most pious and orthodox of 46
most pious and rational of 55
most pure and natural of 147
most pure and perfect of 71
most pure and refined of 50
most rare and precious in 56
most rare and precious of 94
most rash and foolish in 77
most theory and research on 57
most time and trouble to 257
most time was devoted to 58
most true with respect to 54
most ugly and cynical of 45
most ugly and unworthy of 68
most vain and foolish of 65
most were not allowed to 59
most when his impulse is 134
most when they deserve it 170
most wild are related of 54
most work has focused on 295
mouth shut and refused to 75
move back and forward in 250
move from being reactive to 40
move from being victims to 57
move from her position as 42
move from her position at 50
move from her position in 143
move from her position on 45
move from his position as 121
move from his position at 282
move from his position by 98
move from his position in 272
move from his position of 145
move from his position on 278
move from his village to 87
move from its position at 78
move from its position in 248
move from its position of 307
move from its position on 57
move from one account to 103
move from one address to 195
move from one carrier to 89
move from one century to 41
move from one chamber to 113
move from one channel to 114
move from one chapter to 175
move from one climate to 99
move from one cluster to 201
move from one college to 87
move from one command to 40
move from one company to 1596
move from one concept to 121
move from one contact to 81
move from one context to 814
move from one control to 334
move from one country or 270
move from one country to 7140
move from one culture or 41
move from one culture to 1436
move from one display to 95
move from one division to 142
move from one element to 497
move from one episode to 118
move from one extreme of 240
move from one extreme to 1406
move from one factory to 205
move from one fixation to 46
move from one function to 247
move from one habitat to 325
move from one horizon to 101
move from one language to 876
move from one library to 88
move from one location in 319
move from one location on 60
move from one location to 8346
move from one machine to 845
move from one material to 161
move from one message to 87
move from one minimum to 88
move from one network to 452
move from one nucleus to 99
move from one orbital to 51
move from one partner to 199
move from one passage to 50
move from one pasture to 209
move from one patient to 195
move from one pattern of 41
move from one pattern to 234
move from one picture to 216
move from one position in 325
move from one position of 215
move from one position on 176
move from one position to 6406
move from one posture to 135
move from one problem to 233
move from one process to 269
move from one product to 159
move from one program to 548
move from one project to 798
move from one quarter to 41
move from one question to 116
move from one relation to 154
move from one religion to 199
move from one segment of 146
move from one segment to 320
move from one service to 176
move from one shelter to 94
move from one society to 406
move from one solution to 301
move from one species to 185
move from one stratum to 322
move from one subject to 836
move from one surface to 239
move from one village to 1502
move from that position to 179
move from this position of 95
move from this position to 422
move into new markets in 41
move into new markets or 96
move some way towards the 173
move those with delight or 209
moving back and forward in 58
moving body with respect to 122
moving from his position in 43
moving from his position on 54
moving from his position to 52
moving from one account to 44
moving from one address to 101
moving from one capital to 40
moving from one chamber to 57
moving from one climate to 40
moving from one cluster to 41
moving from one college to 40
moving from one company to 360
moving from one concept to 101
moving from one contact to 44
moving from one context to 137
moving from one country or 52
moving from one country to 1893
moving from one culture to 528
moving from one element to 128
moving from one episode to 41
moving from one extreme of 40
moving from one extreme to 385
moving from one factory to 95
moving from one function to 48
moving from one habitat to 67
moving from one language to 362
moving from one location in 50
moving from one location or 75
moving from one location to 2311
moving from one machine to 193
moving from one network to 61
moving from one partner to 70
moving from one pasture to 112
moving from one patient to 85
moving from one pattern to 54
moving from one picture to 121
moving from one position in 108
moving from one position of 90
moving from one position to 1988
moving from one posture to 65
moving from one problem to 59
moving from one process to 63
moving from one product to 42
moving from one program to 110
moving from one project to 218
moving from one quarter to 50
moving from one question to 64
moving from one religion to 50
moving from one segment of 40
moving from one segment to 80
moving from one service to 44
moving from one shelter to 52
moving from one society to 112
moving from one solution to 126
moving from one stratum to 67
moving from one subject to 244
moving from one success to 54
moving from one surface to 43
moving from one triumph to 60
moving from one village to 522
moving from this position to 45
moving into and occupying the 43
moving into new markets or 41
much care and anxiety as 58
much care and anxiety on 52
much care and concern as 148
much care and respect as 120
much care and trouble in 78
much care and trouble to 73
much care was devoted to 121
much dread any attempt he 51
much else that happens in 68
much else that relates to 46
much else was happening in 70
much even now remains to 51
much evil and suffering in 255
much from any dislike to 90
much from any surplus of 270
much from being obliged to 54
much from her dislike of 60
much from her manners as 111
much from his ability to 123
much from his chamber as 845
much from his composing in 42
much from his position as 85
much from its ability to 156
much from its friends as 45
much from one century to 96
much from one company to 149
much from one country to 879
much from one culture to 89
much from one election to 61
much from one extreme to 43
much from one language to 56
much from one location to 96
much from one patient to 56
much from one society to 260
much from one species to 124
much from one subject to 67
much from that adopted by 42
much from this example of 40
much gold was current in 51
much have you managed to 48
much health and spirits as 48
much help and comfort to 87
much help and support as 309
much help and support in 74
much help and support to 50
much here that reminds us 43
much hope for success in 72
much hurt and shocked at 64
much hurt with honesty as 45
much land was devoted to 102
much land was granted to 50
much less any attempt at 70
much less any attempt to 125
much less had endured an 40
much less one capable of 93
much less one erected in 59
much less than between the 203
much less than courage of 128
much less than implied by 62
much less than justice to 733
much less than mystery to 83
much less than workers in 59
much less two volumes of 85
much less with respect to 246
much like that adopted by 118
much like that adopted in 43
much like that applied to 45
much like that assumed by 45
much like that between the 949
much like that enjoyed by 76
much like that figured by 41
much like that occurring in 80
much like that offered by 105
much like this decision of 43
much like wax tablets or 71
much loss and suffering on 43
much loss and suffering to 59
much love and charity as 76
much love and concern as 44
much love and devotion as 123
much love and devotion to 73
much love and respect as 116
much love and respect in 68
much love and respect to 80
much love and support as 91
much more are letters to 1108
much more fit subject of 67
much more for granted in 40
much more than ability to 53
much more than absence of 76
much more than against the 238
much more than appeared on 76
much more than attempt to 72
much more than average in 65
much more than balance the 92
much more than because of 43
much more than control of 41
much more than covered by 129
much more than covered the 69
much more than distort the 47
much more than doubled by 73
much more than doubled if 41
much more than doubled in 687
much more than doubled the 189
much more than doubles the 68
much more than explain the 56
much more than express the 46
much more than fifteen or 112
much more than figures of 55
much more than following the 54
much more than freedom of 45
much more than halfway to 79
much more than improve the 52
much more than increase the 95
much more than increasing the 53
much more than justice to 92
much more than justify the 48
much more than listening to 112
much more than mastery of 44
much more than matters of 172
much more than members of 85
much more than numbers of 70
much more than offsets the 160
much more than persons of 52
much more than present the 52
much more than prevent the 42
much more than promising to 45
much more than provide an 91
much more than provide the 147
much more than reflect the 58
much more than religion or 47
much more than respond to 58
much more than scratch the 252
much more than sources of 78
much more than suffice to 77
much more than suggest the 45
much more than support the 46
much more than survive to 85
much more than workers in 49
much more that remains to 182
much more this applies to 63
much more was granted in 68
much more was offered by 71
much more with respect to 197
much more yet remains to 197
much must not prevent us 76
much must you deposit at 48
much must you deposit in 128
much need for research in 41
much over this success of 121
much pain and anxiety as 43
much pain and anxiety to 85
much pain and suffering as 500
much pain and suffering he 53
much pain and suffering in 498
much pain and suffering is 85
much pain and suffering on 251
much pain and suffering the 41
much pain and suffering to 335
much pain and trouble as 40
much pain and trouble in 41
much pain and trouble to 60
much pain and vexation it 81
much peace and comfort in 42
much room for improving the 671
much room for increasing the 43
much room for question if 40
much room for research in 69
much room for research on 50
much room for variation in 209
much room for variety of 44
much said and written in 48
much said and written on 70
much take and delight the 155
much theory and research in 62
much time and ability to 50
much time and capital to 41
much time and devotion to 41
much time and exertion in 96
much time and expense as 83
much time and expense by 50
much time and expense if 55
much time and expense in 360
much time and expense is 121
much time and expense on 69
much time and expense to 544
much time and ingenuity in 224
much time and ingenuity on 42
much time and ingenuity to 207
much time and inquiry to 85
much time and research in 61
much time and research to 226
much time and treasure in 142
much time and treasure to 41
much time and trouble as 475
much time and trouble by 188
much time and trouble he 56
much time and trouble if 141
much time and trouble in 1294
much time and trouble is 205
much time and trouble it 137
much time and trouble on 293
much time and trouble to 2221
much time being devoted to 167
much time for composing or 42
much time for improving my 40
much time for listening to 48
much time had elapsed as 141
much time had elapsed he 41
much time had elapsed in 199
much time had elapsed to 85
much time had slipped by 83
much time has elapsed as 93
much time has elapsed in 128
much time has elapsed on 48
much time has elapsed or 43
much time has elapsed to 48
much time she devoted to 50
much time she devotes to 45
much time they devoted to 171
much time was allowed to 160
much time was devoted at 42
much time was devoted by 52
much time was devoted in 61
much time was devoted to 2519
much time with members of 68
much toil and trouble in 53
much truth and justice as 43
much truth and justice in 112
