made everything almost as bright 43
much smaller number of french 42
much smaller number of groups 170
much smaller number of higher 103
much smaller number of highly 87
much smaller number of houses 45
much smaller number of indians 120
much smaller number of larger 367
much smaller number of medium 54
much smaller number of plants 133
much smaller number of points 170
much smaller number of pupils 148
much smaller number of states 155
much smaller number of troops 40
much steeper flight of stairs 41
must analyze nature by proper 111
must briefly review the changes 44
must confess before the priest 58
must confine myself to pointing 69
must diffuse through the matrix 44
must express myself in clearer 62
must himself answer the damage 77
must largely depend on whether 51
must observe whether thy brother 63
must possess something in common 124
must receive something in return 146
must soberly follow the actual 67
must suffice merely to mention 105
must sustain itself on speech 85
