mad bull dressed up with 47
men were beginning to see 309
men were beginning to use 76
men were beginning to wear 73
men were brought in and 324
men were brought in for 97
men were brought in with 71
men were brought to him 109
men were brought to this 52
men were brought up and 71
men were brought up for 123
men were capable of being 165
men were capable of doing 290
men were clubbed to death 104
men were content to let 124
men were content to sit 54
men were crushed to death 513
men were devoted to her 56
men were devoted to him 372
men were disposing of him 51
men were dressed in all 181
men were dressed in long 123
men were dressed in old 46
men were dressed in red 48
men were drowned in this 60
men were enabled to bring 44
men were enabled to get 45
men were enabled to win 143
men were excited to new 59
men were exposed to all 42
men were familiar to him 48
men were flogged to death 40
men were friends of his 71
men were friends of long 67
men were gathered in one 48
men were guarded on each 56
men were honored in this 44
men were hurried to death 63
men were injured in this 44
men were invited to our 42
men were invited to sit 62
men were listening to him 89
men were members of both 114
men were members of his 64
men were members of one 80
men were members of that 84
men were members of this 116
men were obliged to bring 53
men were obliged to cut 75
men were obliged to get 137
men were obliged to let 55
men were obliged to lie 125
men were obliged to pay 161
men were obliged to put 44
men were obliged to row 51
men were obliged to run 65
men were obliged to sit 144
men were obliged to use 199
men were obliged to wear 71
men were opposed to any 50
men were opposed to him 44
men were opposed to our 51
men were opposed to this 76
men were ordered to arm 95
men were ordered to bring 97
men were ordered to cut 84
men were ordered to dig 111
men were ordered to fix 51
men were ordered to get 146
men were ordered to lay 141
men were ordered to lie 860
men were ordered to pay 67
men were ordered to put 90
men were ordered to row 48
men were ordered to run 42
men were ordered to sit 57
men were ordered to wear 129
men were perishing in one 67
men were preparing the earth 61
men were preparing to get 40
men were present at that 64
men were present at this 120
men were present to hear 64
men were reduced to eating 348
men were reduced to one 46
men were related to each 65
men were related to one 136
men were rounded up and 659
men were rounded up for 56
men were scalded to death 47
men were shocked to see 87
men were stabbed to death 126
men were starved to death 99
men were subject to death 49
men were subject to his 43
men were subject to this 47
men were superior to all 45
men were superior to them 42
men were trained in this 71
men were trained to use 101
men were unknown to each 51
men were unknown to him 42
men were unwilling to let 50
men were unwilling to pay 42
men were wounded as they 43
men were wounded by this 48
men were wounded in this 290
men were wounded on both 94
men were wounded or dead 47
men were wounded to death 83
men will account of them 69
men will believe in him 370
men will believe on him 1777
men will conquer or die 45
men will forgive us and 87
men will succumb to her 40
men will trouble me with 58
met other members of his 40
met some friends of his 154
mix hues together as you 54
myth from beginning to end 241
