me also silver and gold 1287
my good opinion with warm 101
my good wishes and good 47
my good wishes can make 42
my good wishes for their 80
my good wishes for your 619
my great desire has been 41
my great esteem for your 49
my great friend and ally 67
my great object has been 172
my great regret and loss 41
my hair around her finger 61
my hair around his finger 104
my half brother and half 54
my hand across her mouth 78
my hand across his back 86
my hand across his face 72
my hand across his mouth 61
my hand around his neck 85
my hand before his mouth 47
my hand behind her neck 51
my hand behind his legs 42
my hand firmly and said 161
my hand gently and said 42
my hand inside and felt 53
my hand something too late 44
my hand through her hair 239
my hand through his hair 124
my hand warmly and said 379
my hand without being able 41
my health affect each other 82
my heart before was knit 45
my heart bleeds for those 69
my heart bleeds for what 75
my heart bleeds for your 84
my heart bursting with love 45
my heart deeply has sunk 227
my heart deeply hath sunk 509
my heart filled with dread 42
my heart filled with great 47
my heart filled with hope 72
my heart filled with love 245
my heart filled with pity 68
my heart glowed with love 59
my heart pounding with hope 59
my heart should beat like 54
my heart swells with love 99
my heart wholly set upon 122
my hero nelson has been 86
my high esteem for your 92
my high regard for your 91
my high school and early 61
my kind friend and host 123
my last chance for some 42
my last chance was gone 44
my last dollar that there 45
my last flower off last 40
my last friend was gone 99
my last letter for some 40
my last letter has been 159
my last letter may have 79
my last letter that there 91
my last letter was from 89
my last letter was sent 89
my last letter you will 315
my last moment had come 558
my last moment was come 53
my last ramble with mary 42
my late sister and miss 63
my leading object had been 49
my legs around his back 215
my legs around his body 51
my legs around his hips 106
my legs around his neck 118
my life before saw such 43
my life before that time 43
my life itself had been 62
my life richer and more 109
my life serene and full 46
my life without being able 90
my lord argyle has been 123
my lord called out three 45
my lord endure his name 90
my lord keeper and lord 80
my lord opened his mouth 61
my lord robert doth much 47
my loving family for their 45
my main desire has been 46
my main effort has been 46
my main object has been 288
my main source has been 70
my meaning without any more 117
my mind always goes back 63
my mind bigger and more 49
my mind filled with such 40
my mind filled with these 62
my mind hardly yet able 82
my mind whether any great 46
my mind whether they were 101
my mind without any help 50
my mind without being able 100
my mind without too much 125
my most ardent and most 54
my most humble and most 66
my most solemn and last 99
my mouth closed for ever 44
my mouth unless you tell 76
my name called out from 45
my name should not have 90
my next dollar was coming 58
my next letter you will 43
my next thought was food 51
my only chance for life 186
my only chance now left 50
my only desire for their 98
my only desire has been 86
my only excuse for coming 48
my only excuse for having 97
my only object had been 55
my only object has been 265
my only sister was born 40
my only thought had been 110
my only thought has been 127
my open volume you will 45
my other friend had been 45
my other habits are good 164
my part depose him also 56
my poor advice for your 46
my poor brother had been 51
my poor brother led away 43
my poor brother that lays 75
my poor family was like 372
my poor friend had been 108
my poor friend had gone 41
my poor friend sir john 42
my poor knaves that must 55
my poor little dear soul 86
my poor master has been 40
my poor octave had come 53
my poor opinion they will 43
my poor sister had been 202
my poor sister has been 67
my poor sister was most 306
my poor sketch with your 81
my poor william had been 144
my reading matter had been 45
my road turned off from 40
my room without being seen 117
my sole motive has been 45
my sole object has been 295
my soul glowed with love 198
my soul scents its life 58
my tent emerging for good 99
my true intent and meaning 598
my very thought that there 50
my warm ledges and learn 71
my ways higher than your 5670
my wife before she died 52
my wife engaged not only 42
my wife raised her face 42
my wife should not have 176
my wife should wear some 56
my will without being made 49
my young friend and said 66
my young friend and your 120
my young friend had been 147
my young master has once 42
my young prince had been 91
my young readers may have 49
my young readers who have 85
my young spirit had been 69
