labeling the soviet union 76
landed at sydney cove 633
landed in another part 89
landed in boston early 44
landed in boston from 186
landed in canada from 63
landed in county mayo 131
landed in eastern cuba 182
landed in england during 119
landed in england early 125
landed in england from 484
landed in england just 53
landed in england only 68
landed in england there 54
landed in england were 40
landed in england when 77
landed in france during 130
landed in france early 54
landed in france from 240
landed in france just 50
landed in france were 54
landed in france when 96
landed in french north 1572
landed in hobart town 72
landed in jersey city 43
landed in kansas city 184
landed in little rock 69
landed in london from 72
landed in mexico city 240
landed in panama city 61
landed in quebec city 72
landed in safety upon 59
landed in samoan bush 49
landed in someone else 44
landed in sydney cove 232
landed in sydney from 41
landed is called troy 100
landed on another part 154
landed on calais pier 54
landed on english soil 924
landed on french soil 714
landed on german soil 156
landed on italian soil 147
landed on russian soil 161
landed on someone else 103
landed on something hard 158
landed on something soft 634
landed on soviet soil 64
landed on yellow beach 115
landed the greater part 181
landed the motley army 51
landed the second time 146
landed the starring role 133
landings in france were 52
landings in french north 2462
landings in norway must 65
landings in recent years 93
landings in remote areas 40
landings in sicily were 93
landings of marine fish 119
languor of horror more 63
languor of melody will 95
lapped in whirling sand 112
lapsed in recent years 133
lapses in recent years 50
lapses of memory during 60
lapses of memory were 182
lapses of memory when 123
larger at younger ages 44
larger in angular size 60
larger in earlier years 90
larger in future years 73
larger in recent years 504
larger or bolder type 178
larger or heavier type 59
larger or higher unit 57
larger the aspect ratio 125
larger the bodies were 275
larger the buffer size 63
larger the effect size 308
larger the family size 407
larger the farther away 215
larger the farther north 133
larger the further away 97
larger the income from 55
larger the initial dose 86
larger the initial size 51
larger the market size 96
larger the muscle mass 217
larger the packet size 64
larger the sample from 51
larger the sample must 197
larger the sample size 5829
larger the sample used 62
larger the sample will 86
larger the screen size 67
larger the visual angle 132
larger the window size 105
larynx as viewed from 45
larynx is closed during 165
larynx is shaped like 51
larynx is viewed from 59
larynx or trachea from 69
lasers in recent years 63
lasers or special high 56
lashed or curled from 161
lashed the horses into 205
lashed the waters into 178
lashed us through three 99
lashes he peered upon 49
lasses of lovers will 60
lasted an entire hour 70
lasted an entire month 231
lasted an entire week 826
lasted in england from 83
lasted in england till 78
lasted in europe from 117
lasted in office only 71
lasted my entire life 46
lasted the better part 1748
lasted the entire length 42
lasted the entire month 94
lasted the entire time 99
lasted the entire trip 88
lasted the entire week 95
lasted the greater part 1263
lasted the longest time 75
lasted the longest were 49
latching the screen door 65
lately as twenty years 123
lately by chance among 65
lately it seemed like 72
lately the letter your 89
lately we looked into 61
latent in dorsal root 172
latent in itself from 210
latent or active form 44
latent or hidden meaning 127
latter as little more 45
latter as something very 41
latter at greater length 52
latter be called away 44
latter be looked upon 90
latter be passed over 58
latter be rolled upon 48
latter he hauled forth 231
latter he looked upon 49
latter in aqueous media 62
latter in nitric acid 168
latter in recent years 842
latter in various ways 202
latter is absent from 351
latter is active only 42
latter is almost sure 153
latter is already well 97
latter is always done 44
latter is always kept 53
latter is always less 206
latter is always more 756
latter is always most 107
latter is always much 219
latter is always ready 96
latter is always true 66
latter is always used 198
latter is always very 108
latter is another name 116
latter is becoming less 195
latter is becoming more 832
latter is better able 116
latter is broken down 515
latter is broken into 69
latter is called also 52
latter is called away 44
latter is called forth 47
latter is called into 105
latter is called upon 253
latter is changed into 223
latter is clearly less 40
latter is clearly more 539
latter is clearly much 45
latter is clearly seen 119
latter is clearly what 42
latter is common among 88
latter is cooled down 40
latter is copied from 108
latter is dipped into 51
latter is driven away 58
latter is driven from 71
latter is driven into 88
latter is exempt from 364
latter is fairly well 112
latter is fitted into 68
latter is forced down 297
latter is forced into 192
latter is forced upon 66
latter is formed during 44
latter is formed from 482
latter is formed into 62
latter is formed only 46
latter is formed when 147
latter is guilty only 43
latter is handed over 93
latter is hardly ever 142
latter is hardly more 90
latter is hidden from 45
latter is indeed more 109
latter is indeed very 42
latter is intent upon 47
latter is itself only 64
latter is lifted from 48
latter is little more 785
latter is little used 134
latter is looked upon 314
latter is mainly used 182
latter is mostly used 100
latter is needed only 68
latter is obvious from 69
latter is passed into 70
latter is passed over 117
latter is placed into 59
latter is placed over 265
latter is placed upon 191
latter is poured into 163
latter is pretty sure 71
latter is pretty well 212
latter is pulled down 110
latter is pushed back 92
latter is pushed down 159
latter is pushed into 72
latter is quoted from 40
latter is raised from 139
latter is raised into 51
latter is rarely seen 142
latter is rarely used 215
latter is reached when 52
latter is second only 48
latter is seldom more 88
latter is seldom seen 137
latter is seldom used 241
latter is shaped like 96
latter is simply more 92
latter is something like 122
latter is something more 302
latter is surely more 153
latter is treated here 74
latter is turned down 112
latter is turned into 139
latter is turned over 170
latter is twenty feet 42
latter is useful only 63
latter is useful when 262
latter is varied from 90
latter is vastly less 52
latter is vastly more 172
latter is viewed from 89
latter is washed away 50
latter is widely used 363
latter it arises from 43
latter no sooner heard 184
latter of course also 79
latter of course have 62
latter of course having 66
latter of course only 68
latter of course were 102
latter of course will 50
latter of divine love 63
latter so called from 195
latter the eastern part 54
latter the former must 110
latter the former will 201
latter the french form 47
latter the french were 44
latter the greater part 421
latter the record will 154
latter the spinal cord 44
latter to accept such 46
latter to assert their 67
latter to become more 523
latter to borrow from 46
latter to decide upon 51
latter to decide what 57
latter to defend their 41
latter to depart from 50
latter to depend upon 50
latter to desist from 109
latter to devote their 50
latter to emerge from 49
latter to employ their 40
latter to escape from 196
latter to evolve into 52
latter to expand their 66
latter to extend their 93
latter to follow their 59
latter to follow upon 269
latter to insist upon 61
latter to pursue their 42
latter to realize their 48
latter to recede from 61
latter to reduce their 111
latter to resign from 87
latter to resume their 152
latter to retain their 81
latter to retire from 78
latter to return home 103
latter to settle down 44
latter to supply many 44
latter we should have 284
lauded the soviet union 75
laughing at myself when 46
laughing at solemn apes 140
laughing at someone else 571
laughing at something else 543
laughing at something said 82
laughing in another room 51
laughing the entire time 174
laughing to behold these 86
laughing to myself over 77
laughing to myself when 125
laughs at paltry arts 69
laughs it sounds like 68
launch an atomic bomb 42
launch an attack along 195
launch an attack down 92
launch an attack during 54
launch an attack even 48
launch an attack from 2128
launch an attack into 447
launch an attack over 116
launch an attack there 90
launch an attack upon 3153
launch an attack when 121
launch an object into 61
launch the attack during 60
launch the attack from 181
launch the second wave 160
launch the soviet union 40
lawful to accept good 122
lawful to borrow from 40
lawful to commit such 41
lawful to commit their 45
lawful to commit these 66
lawful to depart from 287
lawful to deviate from 211
lawful to employ young 84
lawful to export from 167
lawful to export such 43
lawful to import into 691
lawful to impose toll 135
lawful to insist upon 51
lawful to remove from 56
lawful to retake such 165
lawful to return home 44
lawyer he should have 62
lawyer in another city 53
lawyer in another firm 148
lawyer in another town 92
lawyer in kansas city 305
lawyer in little rock 178
lawyer in mexico city 197
lawyer in public life 48
lawyer is called upon 585
lawyer of kansas city 100
lawyer of little rock 54
lawyer of modest means 60
lawyer of twenty years 56
lawyer or anyone else 412
lawyer or doctor must 167
lawyer or someone else 166
lawyer or something else 98
lawyer or something like 194
lawyer to accept such 58
lawyer to decide what 57
lawyer to defend their 116
lawyer to defend your 90
lawyer to define what 63
lawyer to handle their 115
lawyer to handle your 248
lawyer to insist upon 52
lawyer to pursue their 59
lawyer to render free 144
lawyer to return your 49
lawyer to review your 141
laxity of morals among 1195
laxity of public faith 135
layers in various ways 65
layers of almost pure 287
layers of animal skin 55
layers of barbed wire 312
layers of barren rock 54
layers of basalt lava 95
layers of bodies were 42
layers of bricks were 66
layers of bright coal 45
layers of broken rock 56
layers of bubble wrap 174
layers of bundle bone 64
layers of burned clay 58
layers of cheese cloth 1049
layers of clothes were 61
layers of clouds were 60
layers of coarse cloth 44
layers of coarse coal 64
layers of coarse salt 145
layers of coarse sand 603
layers of coarse wire 103
layers of common salt 69
layers of copper foil 65
layers of copper wire 143
layers of cotton cloth 372
layers of cotton duck 113
layers of cotton felt 67
layers of cotton tape 74
layers of cotton wool 929
layers of debris from 169
layers of debris were 43
layers of deeper meaning 43
layers of fabric along 73
layers of fabric from 93
layers of fabric into 44
layers of fabric were 125
layers of fabric will 58
layers of filter media 63
layers of folded rock 40
layers of forest soil 53
layers of frozen snow 97
layers of frozen soil 43
layers of garden soil 50
layers of glacial till 246
layers of gravel were 67
layers of ground bark 41
layers of harder rock 74
layers of hidden meaning 148
layers of igneous rock 229
layers of liquid move 57
layers of liquid moving 56
layers of liquid will 85
layers of mental life 55
layers of modeling clay 52
layers of molten rock 61
layers of muslin cloth 96
layers of normal skin 43
layers of porous rock 562
layers of quartz sand 68
layers of rubber tape 48
layers of scotch tape 87
layers of shells were 48
layers of slaked lime 256
layers of softer rock 84
layers of spatial data 96
layers of stones were 58
layers of tarred felt 165
layers of teflon tape 71
layers of thought were 49
layers of tinted eggs 51
layers of tissue form 151
layers of tissue from 105
layers of tissue make 59
layers of tissue over 99
layers of tissue were 68
layers of vessel wall 43
layers of wooden beams 50
layers of woolen cloth 40
layers of yellow clay 166
layers of yellow sand 113
layers of yellow yolk 143
laymen to depart from 70
layout is something like 112
leached or washed away 53
leaders as horace mann 115
leaders as little more 47
leaders by striding past 56
leaders in africa have 177
leaders in africa were 86
leaders in berlin were 110
leaders in boston were 92
leaders in canada have 82
leaders in canada were 70
leaders in church work 223
leaders in cities like 51
leaders in cities such 45
leaders in dublin were 59
leaders in earlier years 56
leaders in england have 51
leaders in england were 270
leaders in europe during 42
leaders in europe have 73
leaders in europe were 172
leaders in fields such 46
leaders in france have 69
leaders in france were 192
leaders in french west 107
leaders in jewish life 70
leaders in kansas city 177
leaders in little rock 135
leaders in london were 223
leaders in managing their 45
leaders in mental health 101
leaders in mexico city 464
leaders in mexico have 57
leaders in mexico were 75
leaders in moscow have 101
leaders in moscow were 267
leaders in nigeria have 59
leaders in nigeria were 41
leaders in places like 91
leaders in places such 46
leaders in poland were 74
leaders in policy making 41
leaders in public health 483
leaders in public life 1150
leaders in recent days 41
leaders in recent years 1210
leaders in return were 49
leaders in saigon were 58
leaders in states such 50
leaders in taiwan have 43
leaders in various areas 197
leaders in various other 50
leaders in various ways 128
leaders no matter what 168
leaders of africa have 111
leaders of africa were 57
leaders of africa will 44
leaders of another type 49
leaders of armies have 59
leaders of earlier days 45
leaders of england were 70
leaders of europe have 77
leaders of europe were 222
leaders of europe will 52
leaders of faction will 41
leaders of fashion among 57
leaders of fashion have 53
leaders of fashion were 133
leaders of former days 77
leaders of france were 160
leaders of french west 140
leaders of german heavy 91
leaders of groups have 46
leaders of groups like 106
leaders of groups such 89
leaders of higher rank 82
leaders of hungary were 52
leaders of jewish life 85
leaders of kansas city 79
leaders of lesser rank 95
leaders of modern india 555
leaders of modern life 43
leaders of muslim india 125
leaders of nations have 167
leaders of nations must 54
leaders of nations were 52
leaders of nations will 95
leaders of neither side 55
leaders of opinion among 166
leaders of opinion from 42
leaders of opinion have 211
leaders of opinion like 65
leaders of opinion such 47
leaders of opinion there 42
leaders of opinion upon 69
leaders of opinion were 264
leaders of opinion whom 43
leaders of opinion will 47
leaders of public health 125
leaders of public life 472
leaders of recent years 153
leaders of reform have 47
leaders of reform were 121
leaders of revolt were 90
leaders of soviet union 119
leaders of states have 111
leaders of street gangs 56
leaders of thought among 424
leaders of thought during 70
leaders of thought from 152
leaders of thought have 554
leaders of thought like 130
leaders of thought such 47
leaders of thought were 420
leaders of thought whom 43
leaders of thought will 43
leaders of turkey have 47
leaders of twenty years 114
leaders of various hues 82
leaders of various other 100
leaders of warsaw pact 43
leaders of zionism have 71
leaders of zionism were 66
leaders on issues such 68
leaders or anyone else 313
leaders to accept some 60
leaders to accept such 61
leaders to accept their 145
leaders to adjust their 154
leaders to affirm their 42
leaders to arouse their 41
leaders to assert their 212
leaders to assess their 143
leaders to assume their 98
leaders to attain their 48
leaders to become more 1220
leaders to become part 133
leaders to behave like 67
leaders to choose from 218
leaders to choose their 69
leaders to commit their 82
leaders to convey their 40
leaders to decide upon 89
leaders to decide what 216
leaders to decide when 64
leaders to defend their 277
leaders to define their 172
leaders to demand more 40
leaders to depart from 62
leaders to desist from 216
leaders to deviate from 64
leaders to devote more 161
leaders to devote their 92
leaders to direct their 232
leaders to divert their 42
leaders to divide their 59
leaders to embark upon 115
leaders to emerge during 70
leaders to emerge from 389
leaders to enlist their 108
leaders to ensure their 137
leaders to escape from 116
leaders to exhort their 48
leaders to expand their 324
leaders to extend their 309
leaders to follow suit 84
leaders to follow their 96
leaders to forget their 71
leaders to further their 214
leaders to govern their 65
leaders to ignore their 71
leaders to impose their 261
leaders to insist upon 58
leaders to invest their 42
leaders to manage their 189
leaders to modify their 268
leaders to obtain from 96
leaders to obtain more 55
leaders to obtain their 134
leaders to pledge their 50
leaders to profit from 50
leaders to pursue more 49
leaders to pursue their 270
leaders to realize their 95
leaders to reduce their 125
leaders to reform their 77
leaders to regain their 70
leaders to resign from 83
leaders to resign their 59
leaders to resume their 60
leaders to retain their 228
leaders to rethink their 322
leaders to retreat from 56
leaders to return from 71
leaders to return home 189
leaders to review their 129
leaders to revise their 215
leaders to reward their 49
leaders to secede from 41
leaders to secure their 215
leaders to select their 45
leaders to settle their 156
leaders to soften their 64
leaders to submit their 57
leaders to temper their 48
leagues in extent from 174
leagues in little more 155
leagues in twelve days 93
leagues in twenty days 115
leagues of arable land 50
leagues of barren ocean 58
leagues of cities were 51
leagues of mexico city 56
leagues of public land 88
leagues of travel over 94
leagues of whirling snow 80
leagues of yellow sand 91
leagues on leagues away 90
leagues or better from 74
leagues to defend their 53
leakage of charge from 305
leakage of energy from 229
leakage of energy into 89
leakage of enzyme from 121
leakage of fluids during 76
leakage of fluids from 128
leakage of fluids into 102
leakage of helium from 51
leakage of income from 58
leakage of income into 46
leakage of liquid from 159
leakage of oxygen from 88
leakage of oxygen into 94
leakage of plasma from 350
leakage of plasma into 461
leakage of saliva into 64
leakage of sewage into 73
leakage of signal from 55
leakage of sodium into 105
learned at another time 58
learned at bitter cost 174
learned at school during 53
learned at school from 107
learned at school only 93
learned at school were 143
learned at school what 97
learned at school when 86
learned at school will 81
learned at second hand 393
learned at summer camp 173
learned by another boat 52
learned by anyone else 44
learned by chance from 121
learned by letter from 211
learned by simply reading 84
learned by someone else 90
learned by spending time 40
learned by studying other 43
learned by studying their 103
learned by studying these 90
learned by studying what 54
learned by watching other 205
learned by watching their 179
learned by watching what 71
learned in course work 40
learned in detail from 97
learned in detail some 60
learned in detail what 76
learned in earlier days 117
learned in earlier years 202
learned in england from 60
learned in england what 40
learned in europe were 81
learned in former ages 59
learned in former years 48
learned in france from 62
learned in hebrew lore 44
learned in jewish lore 62
learned in kansas city 45
learned in malice will 48
learned in mexico city 53
learned in places like 41
learned in recent years 6298
learned in sacred lore 107
learned in school during 95
learned in school from 124
learned in school have 115
learned in school into 44
learned in school last 42
learned in school must 47
learned in school were 192
learned in school what 126
learned in school when 107
learned in school will 243
learned in sorrow what 70
learned in therapy into 42
learned in therapy will 44
learned in training will 52
learned in twelve years 79
learned in twenty years 381
learned in various ways 251
learned is almost nothing 91
learned is broken down 238
learned it already from 79
learned it direct from 40
learned it partly from 52
learned it pretty well 44
learned it through their 47
learned it wholly from 216
learned it without book 74
learned my english from 68
learned my fighting from 41
learned my lesson early 247
learned my lesson from 774
learned my lesson last 120
learned my lesson once 136
learned my lesson there 145
learned my lesson very 40
learned my lesson well 1619
learned my lesson when 199
learned my lesson years 55
learned my secret from 86
learned no lesson from 362
learned no wisdom from 96
learned of another case 50
learned of english poets 293
learned of europe have 106
learned of future ages 114
learned on neither side 76
learned or copied from 41
learned or gained from 351
learned or should have 574
learned so little from 464
learned the alarming news 49
learned the answer from 96
learned the answer when 59
learned the ballad from 76
learned the basics from 287
learned the better part 49
learned the bitter truth 561
learned the bolder tone 73
learned the custom from 124
learned the dances from 41
learned the deeper meaning 76
learned the english ways 178
learned the english word 86
learned the entire list 40
learned the exciting news 45
learned the golden rule 471
learned the gospel from 187
learned the greater part 218
learned the guitar from 59
learned the indians were 54
learned the joyful news 55
learned the latest news 232
learned the latter fact 96
learned the lawful length 46
learned the lesson during 41
learned the lesson early 317
learned the lesson even 41
learned the lesson from 1179
learned the lesson once 78
learned the lesson only 56
learned the lesson very 65
learned the lesson well 3291
learned the lesson when 85
learned the martial arts 106
learned the methods used 57
learned the phrase from 119
learned the police theory 44
learned the police were 80
learned the prayer from 46
learned the proper form 44
learned the proper seats 64
learned the proper ways 75
learned the recipe from 168
learned the retreat from 44
learned the ritual from 44
learned the sadder fact 42
learned the second list 113
learned the second part 40
learned the second time 57
learned the secret from 768
learned the secret name 55
learned the secret when 45
learned the shocking news 139
learned the shocking truth 78
learned the simple fact 68
learned the simple truth 326
learned the skills from 120
learned the system from 102
learned the tragic fate 57
learned the tragic news 169
learned the tragic truth 51
learned the various ways 94
learned to accept even 89
learned to accept from 66
learned to accept help 172
learned to accept life 336
learned to accept male 40
learned to accept many 90
learned to accept more 49
learned to accept other 55
learned to accept some 126
learned to accept such 309
learned to accept their 895
learned to accept these 351
learned to accept those 75
learned to accept what 1073
learned to accept your 102
learned to adjust their 836
learned to adjust your 44
learned to admire during 67
learned to admire from 71
learned to admire their 217
learned to admire those 77
learned to admire truth 54
learned to admire your 59
learned to always have 57
learned to always keep 52
learned to always look 56
learned to always take 50
learned to answer such 76
learned to answer these 66
learned to appease their 41
learned to arrange their 62
learned to assert their 97
learned to assess their 92
learned to attach more 105
learned to become good 92
learned to become less 112
learned to become more 1442
learned to become part 103
learned to become self 224
learned to become very 276
learned to behave like 949
learned to behave more 154
learned to bestow upon 43
learned to borrow from 76
learned to bounce back 47
learned to bridle their 46
learned to budget their 71
learned to choose from 47
learned to choose their 74
learned to conceal from 43
learned to conceal their 498
learned to decide what 40
learned to defend many 41
learned to defend their 318
learned to define their 113
learned to demand more 166
learned to demand their 53
learned to depend less 52
learned to depend more 401
learned to depend only 53
learned to depend upon 4535
learned to derive from 76
learned to derive hope 81
learned to detach from 46
learned to direct their 273
learned to divide their 105
learned to employ their 115
learned to endure pain 64
learned to endure such 58
learned to endure their 70
learned to endure what 50
learned to escape from 742
learned to escape into 48
learned to expand their 72
learned to expect food 129
learned to expect from 3270
learned to expect good 50
learned to expect great 47
learned to expect high 47
learned to expect just 56
learned to expect less 271
learned to expect more 428
learned to expect much 125
learned to expect nothing 361
learned to expect only 197
learned to expect some 143
learned to expect such 216
learned to expect their 199
learned to expect these 108
learned to expect very 53
learned to expect when 112
learned to extend their 152
learned to fashion their 48
learned to follow their 296
learned to follow these 76
learned to follow your 55
learned to forget their 99
learned to forget what 43
learned to govern their 132
learned to handle anger 55
learned to handle arms 42
learned to handle guns 87
learned to handle many 55
learned to handle most 100
learned to handle some 51
learned to handle such 136
learned to handle their 522
learned to handle these 326
learned to handle those 46
learned to handle your 73
learned to ignore most 176
learned to ignore such 172
learned to ignore their 369
learned to ignore these 137
learned to ignore those 80
learned to ignore what 76
learned to ignore your 44
learned to impose upon 56
learned to insist upon 56
learned to listen more 612
learned to listen very 65
learned to listen well 277
learned to listen when 143
learned to manage their 1127
learned to manage these 134
learned to manage time 64
learned to manage your 112
learned to market their 56
learned to master fire 46
learned to master their 211
learned to master these 64
learned to master your 75
learned to measure their 181
learned to measure time 170
learned to modify their 260
learned to murmur well 84
learned to notice when 51
learned to obtain food 125
learned to polish some 98
learned to polish their 49
learned to praise their 43
learned to prefer their 48
learned to profit from 431
learned to pursue their 77
learned to realize what 86
learned to recite from 40
learned to record their 82
learned to reduce their 188
learned to refine their 85
learned to regard even 76
learned to regard life 49
learned to regard such 137
learned to regard their 456
learned to regard these 132
learned to regret their 57
learned to relate their 53
learned to remain calm 111
learned to remove their 48
learned to retreat from 50
learned to retreat into 63
learned to rotate their 41
learned to select from 67
learned to select their 46
learned to settle down 260
learned to settle their 142
learned to shrink from 142
learned to someone else 311
learned to strike back 123
learned to subdue their 112
learned to submit even 47
learned to submit their 68
learned to supply their 75
learned to survey land 42
learned to switch from 49
learned to tailor their 86
learned to temper their 236
learner by entering into 103
learner is better able 94
learner is called upon 92
learner of english must 55
learner of english will 273
learner to become more 298
learner to become self 46
learner to choose from 56
learner to choose what 53
learner to decide what 40
learner to profit from 106
learner to select from 50
leashes of strange dogs 40
leavens the entire lump 42
ledger is posted from 66
ledges of broken wall 54
ledges to digest their 44
leeway in choosing their 269
leeway in choosing what 86
leeway in deciding what 388
leeway in deciding when 100
leeway in defining their 50
leeway in managing their 175
leeway in pursuing their 43
leeway to adjust their 41
leeway to choose among 94
leeway to choose their 81
leeway to choose what 60
leeway to decide what 70
leeway to depart from 139
leeway to deviate from 79
leeway to pursue their 322
legacy is handed down 47
legacy of barren land 52
legacy of earlier days 44
legacy of earlier years 40
legacy of french rule 104
legacy of genghis khan 128
legacy of hatred among 43
legacy of hatred left 66
legacy of muslim rule 74
legacy of soviet rule 219
legacy of twenty years 108
legacy or devise made 90
legacy to future ages 109
legacy to public health 53
legate in england during 206
legend as handed down 85
legend is quoted from 46
legend is tossed from 74
legend of divine birth 68
legend of michael scot 62
legend of william tell 971
leggings of thicker cloth 114
legions of devils from 45
legions of devils were 75
legions of female fans 103
legions of france were 41
legions of horrid hell 389
legions of ladies were 50
legions of tyrant rome 61
legions to hasten from 44
lender is exempt from 61
lender to demand full 84
lengthen the clotting time 55
lengthen the reaction time 126
lengthen the school life 45
lengthen the school term 266
lengthen the useful life 644
lenses of coarse sand 159
lenses to choose from 270
lesions in english sole 194
lesions in female rats 182
lesions in humans have 155
lesions in organs other 45
lesions in organs such 43
lesions in plasma cell 58
lesions in sickle cell 259
lesions in spinal cord 110
lesions in suckling mice 79
lesions in various areas 138
lesions of larger size 55
lesions of spinal cord 578
lesions of various ages 81
lesions of various size 67
lessee or tenant from 40
lessee to repair during 59
lessen the burden upon 181
lessen the damage done 445
lessen the damage from 153
lessen the dangers from 133
lessen the demand upon 67
lessen the gloomy look 44
lessen the impact upon 43
lessen the impact when 75
lessen the injury from 53
lessen the losses from 53
lessen the public debt 74
lessen the soviet threat 43
lessen the soviet union 44
lessen the strain upon 459
lessen the weight upon 63
lesser is scarce felt 427
lesser of actual cost 64
lesser of normal cost 81
lesser or greater depth 69
lesser or greater length 104
lesser or greater only 45
lesser or greater part 141
lesser or greater role 85
lesser or greater size 93
lesser or greater time 107
lesson at another time 83
lesson he learned during 128
lesson he learned early 143
lesson he learned from 1607
lesson he learned well 52
lesson he learned when 76
lesson he should have 197
lesson he should learn 47
lesson in another form 58
lesson in botany from 52
lesson in english from 64
lesson in english reading 125
lesson in german from 46
lesson in recent years 52
lesson in silent reading 98
lesson is broken down 49
lesson is broken into 40
lesson is driven home 547
lesson is forced upon 56
lesson is learned from 249
lesson is learned well 43
lesson is learned when 93
lesson is taught here 51
lesson is wholly lost 57
lesson it should have 77
lesson it should teach 88
lesson no matter what 99
lesson of another kind 157
lesson of atomic theory 71
lesson of bunker hill 121
lesson of caution from 126
lesson of divine love 58
lesson of little rock 82
lesson of recent years 189
lesson of wisdom from 236
lesson the pupils were 121
lesson the pupils will 84
lesson the second time 140
lesson the teacher asks 63
lesson the teacher must 181
lesson the teacher said 63
lesson the teacher will 247
lesson to answer these 372
lesson to anyone else 117
lesson to derive from 101
lesson to emerge from 561
lesson to future ages 108
lesson we derive from 148
lesson we learned during 52
lesson we learned from 1149
lesson we should draw 320
lesson we should have 527
lesson we should learn 949
lesson we should take 148
lessor is better able 60
lessor or lessee must 184
letter an earlier date 50
letter at greater length 152
letter at random from 187
letter by another hand 109
letter by letter from 332
letter by letter into 108
letter by letter like 47
letter by letter what 84
letter by letter when 58
letter by return mail 334
letter by return post 197
letter go without adding 79
letter go without seeing 40
letter he called upon 85
letter he lately sent 41
letter he quotes from 60
letter he should have 132
letter he writes from 74
letter in another form 323
letter in another hand 114
letter in answer from 51
letter in arabic from 121
letter in august from 82
letter in cipher from 466
letter in cypher from 147
letter in english from 408
letter in english text 60
letter in french from 419
letter in german from 123
letter in hebrew from 54
letter in italian from 88
letter in italic type 48
letter in london from 70
letter in pencil from 49
letter in proper form 120
letter in return from 160
letter in russian from 64
letter is already very 80
letter is always used 78
letter is changed into 43
letter is chosen from 70
letter is copied from 353
letter is copied into 51
letter is extant among 46
letter is extant from 530
letter is formed from 55
letter is little more 119
letter is looked upon 45
letter is pasted into 44
letter is placed among 95
letter is placed here 62
letter is placed upon 94
letter is pretty much 40
letter is quoted also 56
letter is quoted from 633
letter is quoted here 201
letter is quoted more 43
letter is shaped like 41
letter is signed only 42
letter is something else 89
letter is something like 46
letter is something other 89
letter is turned into 52
letter is without date 1946
letter it should seem 41
letter no matter what 167
letter of advice came 47
letter of advice drop 44
letter of advice from 1591
letter of advice sent 169
letter of advice some 43
letter of advice upon 71
letter of advice will 46
letter of another word 104
letter of august last 367
letter of august till 59
letter of bishop john 71
letter of credit also 189
letter of credit back 89
letter of credit bank 181
letter of credit case 111
letter of credit even 147
letter of credit fees 123
letter of credit form 155
letter of credit from 5739
letter of credit have 384
letter of credit having 43
letter of credit held 60
letter of credit here 82
letter of credit into 145
letter of credit made 131
letter of credit means 365
letter of credit must 1340
letter of credit naming 119
letter of credit need 111
letter of credit once 95
letter of credit only 228
letter of credit over 61
letter of credit prior 87
letter of credit sent 93
letter of credit such 120
letter of credit term 71
letter of credit there 70
letter of credit upon 946
letter of credit used 307
letter of credit were 349
letter of credit when 656
letter of credit will 1913
letter of credit worth 63
letter of demand from 85
letter of earlier date 159
letter of excuse from 275
letter of existing laws 55
letter of family news 43
letter of friday last 145
letter of greeting from 639
letter of hannah more 119
letter of horace mann 46
letter of intent also 110
letter of intent from 1038
letter of intent into 114
letter of intent must 129
letter of intent only 40
letter of intent sent 65
letter of intent were 96
letter of intent when 41
letter of intent will 459
letter of marque brig 351
letter of marque from 695
letter of marque ship 315
letter of monday last 124
letter of monday will 44
