label their product with 54
large gaps between each 40
large gaps between his 61
large gaps between them 478
large gold buttons and 48
large gold reserve and 56
large gold reserve was 43
large hall adorned with 50
large hall covered with 61
large hall crowded with 56
large hand against her 47
large hand covered her 140
large hand grabbed her 68
large hand grasped her 43
large hand gripped her 73
large hand gripped his 47
large hand stroked her 40
large hats trimmed with 49
large heads covered with 40
large heating surface and 118
large heavy skillet and 328
large heavy skillet heat 233
large heavy skillet with 115
large high schools and 446
large high schools are 211
large high schools can 69
large high schools may 60
large high schools than 56
large high schools that 209
large high schools with 130
large hill covered with 154
large horn between his 77
large iron foundry and 73
large iron kettles and 67
large iron kettles set 49
large iron skillet and 72
large iron skillet with 41
large lake covered with 40
large land animals and 88
large land animals are 91
large land estates and 64
large land holders and 156
large land holders who 64
large land mammals and 58
large land mammals are 58
large lawn covered with 67
large moving objects and 50
large ocean steamers and 59
large ocean steamers are 42
large ocean steamers can 90
large ocean vessels can 61
large odds against him 57
large ones because they 196
large open central area 41
large open circles are 112
large open economy with 65
large open kitchen and 54
large open squares and 54
large open windows and 75
large oval braided rug 65
large oval nucleus and 124
large oval nucleus with 93
large pale nucleus with 61
large part account for 377
large part because all 109
large part because any 43
large part because both 192
large part because each 125
large part because few 133
large part because for 74
large part because her 157
large part because his 712
large part because its 821
large part because men 89
large part because new 48
large part because not 43
large part because one 162
large part because our 207
large part because she 804
large part because that 198
large part because they 7634
large part because this 384
large part because too 48
large part because you 82
large part carried out 336
large part covered with 94
large part explain why 90
large part jealousy and 125
large pearl buttons and 41
large pine forests and 43
large pink flowers and 126
large pink flowers that 93
large pink flowers with 77
large pond covered with 67
large pond stocked with 58
large post offices and 104
large pulp chamber and 100
large rock covered with 160
large room adjoining his 67
large room adorned with 75
large room covered with 199
large room crammed with 120
large room crowded with 262
large room flooded with 55
large room wherein they 76
large root systems and 112
large root systems that 110
large safe deposit box 70
large sash windows and 91
large show windows and 43
large side windows and 53
large single crystal and 54
large single flowers are 44
large size because they 52
large size coupled with 52
large size implies that 82
large size together with 42
large skin surface area 251
large sofa covered with 81
large step forward and 100
large step forward for 148
large step forward was 89
large step forward with 356
large sums offered for 65
large sums offered him 51
large tent covered with 61
large tent erected for 109
large tent erected with 81
large tent pitched for 86
large tent pitched near 57
large these effects are 105
large tray covered with 232
large tree covered with 214
large very quickly and 47
large video screens and 43
large wage increase and 61
large wage increase for 57
large wall covered with 42
large wild animals and 82
large wild animals are 110
large wild animals that 130
large work surface and 56
large yard planted with 41
larvae grow rapidly and 366
larvae have hatched and 118
larvae spin cocoons and 113
larvae were carried out 143
larvae were counted and 302
larvae were exposed for 52
larvae were removed and 269
larvae were starved for 183
larvae were weighed and 201
laser beams bounced off 114
laser beams radiated and 136
laser disc players and 135
laser hair removal and 83
laser range finders and 412
laser range finders are 162
laser range finders for 94
laser spot diameter was 45
laser were carried out 44
lasting bond between them 173
lasting bond between two 52
lasting bond between you 43
lasting five minutes and 110
lasting five minutes each 45
lasting peace between all 331
lasting peace between his 53
lasting peace between our 209
lasting peace between them 830
lasting peace between two 196
lasting three hundred and 59
lasting three minutes and 114
lasting union between them 118
lasting union between two 47
lasts five minutes and 86
lasts four minutes and 47
lasts three minutes and 78
later came forward and 52
later came forward with 68
later date because they 91
later days accused him 46
later fifth century and 427
later fifth century was 47
later four hundred and 40
later from germany and 49
later from southern and 64
later great britain and 856
later great britain was 90
later have brought him 40
later held against him 160
later into contact with 115
later life because they 172
later life spousal and 63
later life suggest that 110
later living merrily and 77
later lost contact with 53
later made against him 91
later made contact with 242
later made friends with 97
later make contact with 69
later more complex and 46
later must destroy his 53
later news arrived that 382
later ninth century and 118
later ones because they 77
later only because they 45
later pete entered with 53
later pope clement vii 1009
later pope clement xiv 116
later pope gregory vii 472
later pope gregory xvi 94
later sixth century and 323
later south america and 103
later tell friends that 277
later tenth century and 191
later their example was 48
later their marriage was 49
later their numbers had 303
later their position was 51
later there appeared his 92
later these figures had 265
later these numbers had 77
later third century and 401
later third century was 93
later those figures had 51
later three hundred and 163
later time because they 53
later time declare that 153
later time searched and 136
later told boswell that 126
later told congress that 309
later told friends she 50
later told friends that 1322
later told kennedy that 40
later told newsmen that 245
later took himself off 42
later took service with 69
later turn against him 149
later turn against them 67
later used against her 67
later used against him 983
later used against them 171
later vice admiral sir 171
later were adapted for 54
later were carried out 133
later were charged with 45
later were covered with 62
later when congress was 42
later when everything was 107
later when jackson was 44
later when jupiter was 50
later wolf entered and 53
later word arrived that 193
later work carried out 98
later work closely with 75
later work revealed that 142
later years because she 58
later years because they 168
later years brought him 125
later years claimed that 123
later years devoted his 59
later years enabled him 88
later years revealed that 40
later years suggest that 329
laugh more heartily than 958
laugh more musical than 51
laugh much oftener than 89
laugh very heartily and 86
laugh went against him 95
lavas from iceland and 59
lawns were covered with 180
lawns were planted with 41
layer cake covered with 45
layer lies between two 51
layer more rapidly than 65
layer well settled with 46
layer were carried out 309
layer were measured using 43
layer were measured with 47
layer will decrease with 46
layer will increase with 55
leader also pointed out 50
leader came forward and 155
leader fred hampton and 66
leader fred hampton was 69
leader must believe that 151
leader must contend with 41
leader went forward and 102
leafed pine extends but 41
league made between them 43
leaned back against her 3043
leaned back against him 3078
leaned back against his 4851
leaned back against its 230
leaned back against one 949
leaned back against our 43
leaned back against that 49
leaned back against them 258
leaned down quickly and 85
leaned down towards her 224
leaned down towards him 102
leaned from windows and 96
leaned hard against her 77
leaned hard against him 98
leaned hard against his 71
leaned over against him 53
leaned over quickly and 250
leaned over quietly and 90
leaned over swiftly and 48
leaned over towards her 855
leaned over towards him 775
leaned over towards his 357
leaned over towards them 42
learning among teachers and 111
learning from contact with 91
learning from context for 108
learning from douglas that 60
learning from everything and 43
learning from everything that 43
learning from failure and 239
learning from friends and 87
learning from history and 382
learning from history that 118
learning from parents and 241
learning from pastors and 87
learning from research and 94
learning from success and 209
learning from teachers and 195
learning from teachers who 132
learning from workers and 44
learning good manners and 65
learning kept straining his 46
learning more meaningful and 435
learning more meaningful for 174
learning more quickly and 53
learning more quickly than 131
learning more rapidly than 118
learning more strongly than 43
learning must account for 143
learning sign language and 386
learning their culture and 55
learning their customs and 155
learning their history and 73
learning their language and 1622
learning their language that 94
learning their language was 40
learning their lessons and 152
learning their lessons for 60
learning their letters and 287
learning their secrets and 68
learning their stories and 45
learning their strengths and 52
learning theory account for 58
learning theory asserts that 193
learning theory assumes that 614
learning theory implies that 193
learning theory suggest that 164
learning very quickly that 193
learning were carried out 152
learning what objects are 49
learning what service was 43
learning what welcome was 51
learning your lessons and 113
learns from contact with 63
learns from history that 44
learns from parents and 121
learns more quickly and 307
learns more quickly than 464
learns more rapidly and 117
learns more rapidly than 260
learns their language and 107
learns very quickly and 196
learns very quickly how 140
learns very quickly that 741
leased line between two 71
leases also provide for 92
leases were applied for 50
leases were granted and 49
leases were granted for 429
leases were renewed for 78
leases were usually for 47
leases will provide for 41
leather bags stuffed with 189
leather ball stuffed with 540
leather belt adorned with 123
leather belt covered with 40
leather belt studded with 736
leather case stamped with 44
leather case stuffed with 47
leather coat trimmed with 41
leather fire buckets and 49
leather sewn together and 62
leather sewn together with 57
leather shoes because they 42
leather tied together with 51
leaves from cabbage and 49
leaves from control and 43
leaves have dropped and 143
leaves have dropped off 426
leaves have withered and 156
leaves held together with 316
leaves home because she 41
leaves into baskets and 44
leaves just touched with 88
leaves like spinach and 90
leaves more durable than 75
leaves more freedom for 82
leaves more offspring than 67
leaves more quickly than 47
leaves more rapidly than 308
leaves more residue than 40
leaves much smaller and 63
leaves much smaller than 134
leaves nine hundred and 42
leaves nothing between them 40
leaves nothing outside its 63
leaves sewn together and 137
leaves sewn together with 245
leaves singly perfect may 71
leaves spun together with 46
leaves three hundred and 118
leaves tied together and 49
leaves tied together with 502
leaves turn crimson and 51
leaves turn scarlet and 65
leaves were blotted all 41
leaves were bruised and 46
leaves were carried out 193
leaves were counted and 83
leaves were covered with 849
leaves were crushed and 136
leaves were excised and 89
leaves were exposed for 63
leaves were gathered and 174
leaves were gathered for 55
leaves were granted for 41
leaves were measured with 49
leaves were painted with 103
leaves were plucked and 122
leaves were removed and 685
leaves were riddled with 49
leaves were sampled for 114
leaves were smaller and 75
leaves were smaller than 69
leaves were spotted with 52
leaves were sprayed with 267
leaves were stained with 65
leaves were streaked with 67
leaves were touched with 56
leaves were weighed and 68
leaves were withered and 71
leaves when gathered are 233
leaves will diverge with 158
legal birth control and 64
legal bond between them 77
legal bond between two 54
legal case against her 117
legal case against him 396
legal case against his 58
legal case against them 171
legal case against you 51
legal duty towards her 68
legal fees charged for 75
legal life estates and 134
legal life estates are 76
legal mind enabled him 40
legal pads covered with 80
legal rate beginning one 45
legal ratio between them 66
legal rule disabling any 55
legal rule forbids you 59
legal suit against him 80
legal ties between this 159
legal union between one 642
legal union between two 50
legal when carried out 43
legal word persona was 42
legal work carried out 62
lemon tree covered with 43
lending some support for 70
lending their support and 132
lending their support for 44
lending their talents and 43
lends some support for 461
lengths much shorter than 343
lengths much smaller than 193
lengths were measured and 140
lengths were measured for 93
lengths were measured using 131
lengths were measured with 207
lengths were shorter than 64
lengthy book reviews and 47
letting none subsist but 106
letting their emotions get 57
letting their emotions run 61
letting their thoughts run 46
letting your emotions get 223
letting your emotions run 92
letting your friends and 55
letting your partner see 44
letting your profits run 241
letting your thoughts run 79
level also implies that 83
level case studies and 114
level data suggest that 233
level flow control and 116
level have revealed that 44
level health workers and 79
level health workers are 47
level into account and 81
level jobs because they 129
level land between them 127
level land covered with 436
level lies between two 43
level lies outside our 43
level more closely than 99
level more complex than 116
level more general than 134
level more quickly and 101
level more quickly than 393
level more rapidly than 230
level much smaller than 45
level must account for 59
level only because they 85
level risk factors and 50
level risk factors for 412
level rose rapidly and 64
level spot between two 90
level spot covered with 102
level their muskets and 40
level were carried out 690
level will decline and 47
level will decrease and 65
level will decrease with 76
level will increase and 208
level will increase with 117
level will require that 129
lever into contact with 94
lever into neutral and 148
lever into reverse and 189
lever will balance each 109
liaise more closely with 135
liaise very closely with 121
libel case against him 96
libel laws providing for 295
libel suit against abc 49
libel suit against both 41
libel suit against cbs 767
libel suit against her 82
libel suit against him 484
libel suit against his 150
libel suit against one 85
libel suit against them 86
libel suit against you 58
libel three shillings and 105
lifting heavy objects and 405
lifting heavy objects are 50
lifting heavy objects for 257
lifting heavy objects with 127
lifting heavy weights and 383
lifting heavy weights are 45
lifting heavy weights for 78
lifting heavy weights off 141
lifting heavy weights with 71
lifting their glasses and 100
lifting their spirits and 70
lifting their summits far 47
lifting their turbans and 50
lifting your spirits and 48
lifts their spirits and 62
lifts your spirits and 248
light among inferior men 98
light blue flowers and 130
light blue flowers are 130
light blue flowers with 144
light blue jackets and 62
light blue pajamas and 50
light blue stripes and 44
light blue uniform and 86
light blue uniform with 95
light bulb covered with 137
light bulb factory and 48
light coming towards him 159
light coming towards them 121
light flow together and 67
light flux density and 163
light from between his 182
light from candles and 326
light from distant and 94
light from objects that 81
light from outside and 494
light from outside had 47
light from outside that 138
light from outside was 304
light from overhead and 54
light from overhead was 40
light from planets and 88
light from torches and 147
light from windows and 673
light from windows that 96
light gray mottled with 91
light grew fainter and 158
light grew smaller and 59
light grew stronger and 553
light hand touched her 76
light hand touched his 130
light here kindled hath 873
light kiss against her 213
light kiss against his 92
light mist mounted and 56
light more glorious than 104
light more intense and 47
light more intense than 331
light more precious than 93
light more quickly than 282
light more rapidly than 159
light more strongly than 1466
light more welcome than 44
light much stronger than 114
light only because they 53
light open carriage with 50
light over everything and 57
light pink flowers and 150
light pink flowers are 89
light pink flowers that 45
light pink flowers with 130
light rail systems and 128
light rail systems are 111
light rail transit and 115
light rays reflect off 141
light sigh escaped him 78
light some candles and 530
light some candles for 130
light some incense and 172
light step brought her 73
light talk ignores them 49
light their candles and 412
light their conduct was 56
light their streets and 124
light their torches and 264
light three candles and 48
light trap catches and 54
light unto himself and 128
light upon bacteria and 46
light upon everything that 106
light upon himself and 128
light upon history and 139
light upon history than 59
light upon masters and 81
light upon persons and 41
light very hurtful both 43
light very strongly and 43
light were blotted out 42
light were carried out 258
light were covered with 92
light were tempted and 40
light when excited with 112
light when stained with 73
light will increase and 40
light will reflect off 416
light will retrace its 47
light will suffice for 69
light wood covered with 190
light word against any 50
light years distant and 351
light your candles and 51
light your candles for 171
liked good company and 65
liked just because they 51
liked more contact with 43
liked their company and 144
liked their privacy and 45
liked their teachers and 68
liked these stories and 44
likes your product and 41
lilac bush covered with 42
limbs felt cramped and 50
limbs have thrilled with 101
limbs more slender than 45
limbs soon brought her 98
limbs were adapted for 51
limbs were adorned with 111
limbs were bruised and 72
limbs were chilled and 53
limbs were chopped off 74
limbs were covered with 838
limbs were cramped and 203
limbs were cramped with 85
limbs were crushed and 47
limbs were flaccid and 59
limbs were gnarled and 329
limbs were guarded with 96
limbs were removed and 82
limbs were rounded and 43
limbs were severed and 52
limbs were shorter than 54
limbs were slender and 69
limbs were stronger and 41
limbs were swollen and 179
limbs were swollen with 44
limbs were trembling and 100
limbs were trembling with 84
limbs were twisted and 152
limbs were twitching with 40
limbs were withered and 57
limit more rapidly than 152
limit only searches and 257
limit their chances for 152
limit their choices and 121
limit their concern for 44
limit their concern with 170
limit their contact with 1560
limit their demands and 91
limit their demands for 301
limit their desires and 47
limit their efforts and 42
limit their freedom and 597
limit their freedom for 42
limit their general use 41
limit their numbers and 635
limit their research and 48
limit their routine use 53
limit their support for 97
limit their thoughts and 49
limit their treaties with 118
limit their utility for 323
limit what teachers can 42
limit your chances for 170
limit your choices and 72
limit your contact with 276
limit your freedom and 41
limit your subject and 68
linear base address and 107
linear cost function and 114
linear cost function can 51
linear cost function for 120
linear cost function with 51
linear least squares and 337
linear least squares are 100
linear least squares fit 4958
linear least squares for 131
linear least squares using 91
linear least squares with 133
linear mass density and 62
linear wave equation and 56
linear wave equation for 130
linear wave equation with 91
lined face between her 136
lined their pockets and 115
lined their pockets with 631
lined their streets with 128
linen cloth covered with 122
linen from germany and 174
linen from germany for 52
linen from holland and 91
linen from ireland and 48
linen will exactly pay 127
lines also suggest that 246
lines came together and 74
lines come together and 84
lines from absalom and 49
lines from beaumont and 54
lines from chicago and 62
lines from germany and 50
lines from gilbert and 79
lines from hyperion and 92
lines from neutral and 49
lines from richard iii 110
lines have dropped out 106
lines have exactly one 95
lines have existed for 40
lines have revealed that 110
lines having classic and 81
lines into circles and 67
lines more closely than 99
lines more quickly than 64
lines more rapidly than 92
lines more sharply than 70
lines more strongly than 45
lines move quickly and 62
lines much shorter than 43
lines must suffice for 40
lines plying between new 69
lines show results for 115
lines their ambition for 81
lines were assayed for 81
lines were blacked out 52
lines were blocked and 60
lines were blocked with 83
lines were blotted out 115
lines were blurred and 171
lines were brought out 146
lines were carried out 1376
lines were charged with 68
lines were clogged with 90
lines were competing for 55
lines were covered with 155
lines were crossed and 149
lines were crossed out 273
lines were crossed with 202
lines were crowded with 101
lines were damaged and 58
lines were dropped and 78
lines were elegant and 97
lines were flooded with 100
lines were greeted with 47
lines were knocked out 171
lines were labeled with 49
lines were located and 47
lines were measured and 126
lines were measured for 127
lines were measured using 76
lines were measured with 348
lines were omitted and 57
lines were painted with 75
lines were pierced and 59
lines were planned and 89
lines were planned for 55
lines were plotted for 68
lines were pointed out 73
lines were rapidly being 52
lines were redrawn and 52
lines were released and 61
lines were removed and 132
lines were secured and 63
lines were severed and 57
lines were shorter and 60
lines were shorter than 91
lines were smoothed out 198
lines were stained with 52
lines were started and 46
lines were stronger and 47
lines were studied for 56
lines were studied with 40
lines were swamped with 56
lines were twisted and 49
lines were visible and 46
lines were visible this 65
lines were written and 321
lines were written for 391
lines were written long 49
lines were written not 46
lines were written out 64
lines were written that 139
lines were written they 51
lines were written was 43
lines were written with 250
lines will account for 50
lines will connect with 48
lines will increase with 42
lines will suffice for 200
lingering grin exposed his 68
lingering kiss against her 56
lingering over dessert and 56
lingers more strongly than 127
linking great britain and 62
linking great britain with 75
linking lake superior with 60
linking most closely all 80
linking north america and 115
linking north america with 107
linking south america with 43
linking their efforts with 85
links more closely with 65
links most closely with 50
links north america and 113
links very closely with 221
links were severed and 70
links were stronger than 40
lipid risk factors for 223
listing their strengths and 42
lists five criteria for 176
lists five factors that 283
lists four criteria for 241
lists four criteria that 41
lists four factors that 349
lists many factors that 103
lists nine factors that 60
lists other factors that 84
lists risk factors for 322
lists some criteria for 40
lists some factors that 175
lists some results for 44
lists some sources for 105
lists these factors and 170
lists those factors that 59
lists those persons who 104
lists those species that 43
lists three criteria for 218
lists three factors that 178
lists three hundred and 137
lists were checked and 69
lists were checked for 45
lists were crowded with 64
lists were matched for 44
lists were printed and 76
lists were revised and 86
lists will provide you 47
liter soda bottles and 51
liter soda bottles with 106
lived among artists and 63
lived among friends and 54
lived among peasants and 43
lived among savages for 57
lived among shadows and 126
lived ever between them 51
lived five hundred and 298
lived four hundred and 279
lived here because they 47
lived here forever and 82
lived here happily for 57
lived here together and 47
lived here together for 151
lived here together with 62
lived into extreme old 42
lived like animals and 103
lived like brothers and 95
lived like husband and 185
lived like peasants and 43
lived like princes and 128
lived like savages and 58
lived more closely with 117
lived more happily and 112
lived more happily than 142
lived more healthily and 43
lived more obscure than 55
lived more quietly and 52
lived more quietly than 54
lived more vividly than 45
lived most closely with 84
lived most happily for 134
lived most happily with 207
lived nine hundred and 1164
lived only because they 66
lived over against him 50
lived over against them 57
lived some hundred and 40
lived there because his 52
lived there because she 96
lived there because they 277
lived there happily and 105
lived there happily for 838
lived there happily with 264
lived there himself for 98
lived there peaceably and 89
lived there peaceably for 58
lived there quietly and 167
lived there quietly for 409
lived there quietly with 126
lived there steadily for 93
lived there together and 83
lived there together for 320
lived there together with 199
lived three hundred and 790
lived till extreme old 55
lived upon oysters and 107
lived upon potatoes and 48
lived upon sturgeon and 53
lived very closely and 60
lived very closely with 85
lived very happily all 82
lived very happily and 305
lived very happily for 789
lived very happily with 961
lived very peaceably with 113
lived very plainly and 59
lived very quietly and 402
lived very quietly for 101
lived very quietly with 110
liver cell failure and 172
liver cell function and 93
liver cell surface may 84
liver into glucose and 56
liver more rapidly than 106
liver were carried out 56
liver were removed and 132
lives back together and 423
lives beating against each 40
lives ever present with 118
lives from himself and 48
lives grew shorter and 46
lives have brought them 133
lives have purpose and 145
lives having visible and 69
lives into contact with 46
lives into despair and 41
lives into harmony with 1493
lives just because they 394
lives just because you 41
lives just outside new 42
lives lack purpose and 41
lives more bearable and 151
lives more closely than 131
lives more happily and 46
lives more happily than 87
lives more meaningful and 456
lives more pleasant and 371
lives more precious than 261
lives more quickly than 88
lives more rewarding and 98
lives much shorter than 159
lives only because they 224
lives their parents had 172
lives very happily and 46
lives very happily with 216
lives very quietly with 52
lives very retired and 100
lives were blessed with 47
lives were blotted out 129
lives were crowded with 44
lives were crushed out 83
lives were fraught with 119
lives were granted them 42
lives were infused with 53
lives were offered them 132
lives were ordered and 42
lives were peaceful and 62
lives were replete with 43
lives were shorter than 45
lives were snuffed out 1700
lives were stained with 56
lives were touched and 110
livid line between two 45
loading port although she 45
loading test carried out 44
loading their donkeys with 82
loading their muskets and 84
loading their muskets with 65
loading their vessels with 126
loading were carried out 94
loads more quickly and 48
loads much smaller than 67
loads were applied and 66
loads were applied using 59
loads were applied with 121
loads were carried out 71
loads were measured using 44
loads were measured with 59
loads were removed and 53
loamy soil covered with 41
loans from america and 82
loans from bankers and 124
loans from britain and 223
loans from british and 75
loans from brokers and 40
loans from european and 43
loans from federal and 49
loans from foreign and 77
loans from friends and 1126
loans from holland and 52
loans from lenders and 63
loans from members and 75
loans from national and 56
loans from official and 50
loans from persons who 125
loans from private and 122
loans more rapidly than 93
loans were applied for 63
loans were arranged for 89
loans were arranged with 42
loans were floated and 55
loans were floated for 85
loans were floated with 47
loans were granted and 116
loans were granted for 529
loans were granted with 71
loans were offered for 84
loans were secured and 44
loans were secured with 68
loans were usually for 98
loans were written off 546
lobby were covered with 59
lobes much shorter than 196
lobes were removed and 41
local arts council and 64
local bank account and 70
local bank manager and 148
local bank manager who 74
local case studies and 84
local case studies are 52
local city council and 225
local city council for 60
local cost financing and 80
local cost financing for 40
local data sources and 65
local data storage and 110
local disc jockeys and 56
local disk storage and 44
local farm produce and 84
local farm workers and 51
local file systems and 123
local file systems are 51
local file systems that 117
local fire brigade and 142
local fire brigade for 42
local fire brigade had 117
local fire brigade was 119
local fire marshal and 85
local fire service and 43
local folk beliefs and 63
local folk culture and 40
local folk customs and 53
local food markets and 96
local food sources and 55
local food systems and 116
local food systems are 62
local golf courses and 94
local health centers and 153
local health clinics and 118
local health officer and 444
local health officer can 50
local health officer for 129
local health officer has 68
local health officer may 135
local health officer was 72
local health officer who 141
local health service and 91
local health systems and 61
local health workers and 190
local health workers who 42
local high schools and 1925
local high schools are 190
local high schools for 218
local high schools had 53
local high schools that 149
local high schools was 54
local high schools who 84
local high schools with 91
local home schools and 55
local kind because its 44
local land charges and 80
local land charges are 85
local land offices and 76
local laws provide for 63
local laws providing for 68
local laws require that 250
local laws requiring that 48
local mach numbers are 55
local mass density and 45
local media outlets and 143
local news channel and 47
local news program and 47
local news program that 114
local news program was 45
local news reports and 64
local news stations and 77
local news stories and 96
local news stories are 57
local news stories for 45
local news stories that 110
local oral history and 47
local post offices and 342
local post offices are 94
local post offices for 132
local radio program and 47
local radio program that 43
local radio stations all 58
local radio stations and 1961
local radio stations are 448
local radio stations can 88
local radio stations for 279
local radio stations had 168
local radio stations has 47
local radio stations that 664
local radio stations was 89
local radio stations with 189
local rent control law 89
local road network and 79
local rule affecting car 48
local rule directing that 105
local rule exempts any 67
local rule providing for 125
local rule providing that 174
local rule require that 195
local rule requiring that 183
local ruling classes and 200
local side effects and 91
local side effects are 73
local skin friction and 112
local skin reactions and 76
local soup kitchen and 76
local soup kitchen for 42
local time between two 62
local town council and 118
local tree species and 41
local union matters and 67
local union members and 171
local union members who 45
local union officer who 43
local union offices and 42
local union official and 48
local union official who 65
local user account and 85
local user account for 47
local void fraction and 101
local work centers and 41
local youth offending team 208
locks into position and 40
locks were adorned with 42
locks were bleached with 126
locks were braided with 162
locks were covered with 63
locks were removed and 40
locks were rougher than 56
locks were streaked with 43
lofty hill covered with 97
lofty peaks covered with 88
lofty peaks crowned with 51
logic also implies that 168
logic must account for 44
logic unit carries out 55
logic will confirm that 57
loins were covered with 120
longer been content with 58
longer bore towards him 74
longer burn witches and 73
longer call himself his 48
longer even believe that 103
longer even certain that 85
longer even pretend that 195
longer feel assured that 54
longer feel certain that 47
longer felt certain that 111
longer felt himself fit 41
longer halt between two 616
longer have contact with 294
longer have grounds for 110
longer have occasion for 144
longer have respect for 142
longer held against him 40
longer held together and 48
longer help herself was 42
longer just because they 42
longer keep company with 68
longer kept company with 49
longer knew exactly who 47
longer know exactly how 41
longer life because they 65
longer live together and 99
longer live together with 118
longer living together and 78
longer look forward with 102
longer look outside for 64
longer made contact with 43
longer made parties for 61
longer make contact with 169
longer make excuses for 124
longer make treaties with 48
longer meet criteria for 150
longer move forward and 66
longer much question that 102
longer much smaller than 58
longer paid largely with 48
longer rest assured that 147
longer rest content with 1189
longer ruin himself for 43
longer shut against any 62
longer tell herself that 102
longer tell himself that 125
longer term because they 74
longer term effects and 122
longer term effects are 258
longer term effects may 40
longer term effects that 61
longer term outlook for 372
longer term research and 103
longer term results are 95
longer term studies are 234
longer time allowed for 147
longer time because they 68
longer time between each 42
longer time duration than 40
longer time elapsed than 41
longer time horizon and 1144
longer time horizon for 600
longer time horizon may 87
longer time horizon than 2066
longer time horizon that 112
longer upon specious and 52
longer used because they 241
longer well defined and 50
longer were content with 50
longer what quality men 68
longer work because they 77
