lace your fingers behind 106
laws have thrown around 115
laws into every branch 53
laws into which newton 51
laws made under section 541
laws take place without 56
laws upon which depend 50
laws were easily evaded 42
laws were first passed 739
laws were first stated 54
laws were later passed 79
laws were never passed 74
laws were never tested 47
laws were often broken 46
laws were often evaded 68
laws were often passed 72
laws were strong enough 72
laws were tried before 51
laws were under attack 48
laws were valid without 63
laying also seems better 50
laying down basic safety 140
laying down broad policy 63
laying down rules relating 40
laying their views before 77
laying these facts before 85
laying these terms before 76
lays down quite clearly 46
lays down rules relating 72
lays their names before 55
lazy grin spread across 81
leading from broad street 64
leading from fleet street 45
leading into black vaults 52
leading into blind alleys 78
leading laws which govern 80
leading mail order houses 152
leading their heroes through 41
leading young girls astray 47
leading young people astray 129
leads into blind alleys 146
leads into still another 40
leaping over burning brands 41
learn fine motor skills 44
learn from every coffee 142
learn from every person 110
learn from every source 129
learn from every survey 59
learn from jesus christ 162
learn from major taylor 45
learn from mother nature 45
learn from older siblings 53
learn from others around 82
learn from others before 47
learn from others through 107
learn from others without 120
learn from people around 52
learn from peter martyr 50
learn from saint jerome 56
learn good study habits 129
learn many social skills 61
learn more about access 283
learn more about active 67
learn more about actual 191
learn more about africa 409
learn more about alaska 102
learn more about animal 356
learn more about another 527
learn more about applying 368
learn more about arrays 237
learn more about atomic 100
learn more about autism 145
learn more about aviation 95
learn more about becoming 990
learn more about before 44
learn more about binary 40
learn more about biology 109
learn more about blocks 107
learn more about building 585
learn more about canada 238
learn more about cancer 411
learn more about career 442
learn more about causes 130
learn more about changes 215
learn more about choosing 242
learn more about christ 484
learn more about client 113
learn more about clouds 47
learn more about coaching 112
learn more about colors 105
learn more about common 232
learn more about cotton 80
learn more about counting 45
learn more about credit 144
learn more about custom 235
learn more about defining 188
learn more about design 402
learn more about direct 100
learn more about disease 235
learn more about eastern 50
learn more about energy 299
learn more about england 95
learn more about english 329
learn more about entering 208
learn more about ethical 44
learn more about europe 131
learn more about events 368
learn more about existing 235
learn more about family 773
learn more about famous 93
learn more about feelings 86
learn more about female 100
learn more about fields 92
learn more about formal 47
learn more about frames 167
learn more about france 51
learn more about french 193
learn more about future 122
learn more about gender 472
learn more about geology 42
learn more about german 141
learn more about global 307
learn more about google 151
learn more about groups 212
learn more about handling 420
learn more about headers 50
learn more about horses 219
learn more about humans 172
learn more about indians 108
learn more about issues 557
learn more about itself 286
learn more about jewish 259
learn more about layers 293
learn more about layout 75
learn more about lighting 82
learn more about macros 193
learn more about managing 966
learn more about marine 151
learn more about market 131
learn more about master 46
learn more about matter 50
learn more about measuring 104
learn more about memory 300
learn more about mental 476
learn more about methods 339
learn more about mexico 162
learn more about michael 124
learn more about modeling 54
learn more about modern 475
learn more about mutual 87
learn more about myself 2634
learn more about native 611
learn more about nature 974
learn more about normal 280
learn more about nuclear 270
learn more about object 350
learn more about online 451
learn more about options 203
learn more about oracle 61
learn more about painting 270
learn more about planning 275
learn more about plants 466
learn more about police 98
learn more about policy 139
learn more about prayer 482
learn more about prince 41
learn more about printing 496
learn more about proper 215
learn more about public 588
learn more about racism 46
learn more about reality 148
learn more about recent 186
learn more about reducing 93
learn more about remote 96
learn more about robert 176
learn more about russian 123
learn more about safety 166
learn more about school 247
learn more about searching 288
learn more about securing 42
learn more about server 86
learn more about sexual 311
learn more about shared 127
learn more about sharks 140
learn more about simple 54
learn more about someone 296
learn more about something 814
learn more about soviet 154
learn more about special 299
learn more about speech 46
learn more about sports 195
learn more about starting 252
learn more about stocks 90
learn more about stress 262
learn more about styles 292
learn more about system 125
learn more about tables 115
learn more about teacher 41
learn more about theories 42
learn more about topics 1450
learn more about training 171
learn more about trends 103
learn more about upcoming 49
learn more about values 43
learn more about various 1358
learn more about visual 636
learn more about weight 115
learn more about whales 132
learn more about whether 313
learn more about william 129
learn more about wisdom 161
learn more about wolves 51
learn more easily through 176
learn most easily through 94
learn much about another 59
learn much about modern 42
learn much about myself 64
learn much about nature 52
learn much about public 55
learn nothing about christ 47
learn some basic skills 298
learn some really useful 144
learn some social skills 86
learn such basic skills 81
learn their basic skills 59
learn their craft through 128
learn their first lesson 164
learn their legal rights 52
learn their mother tongues 176
learn their names before 44
learn their roles through 50
learn their times tables 56
learn their trade through 423
learn these basic skills 180
learn these roles through 40
learn these social skills 69
learn these vices before 45
learn what human nature 79
learn what jesus taught 92
learn what might happen 105
learn what others already 40
learn what others expect 65
learn what others thought 73
learn what people thought 70
learn what would become 57
learn what would befall 51
learn what would happen 455
learn your first lesson 45
learn your times tables 51
lease their water rights 44
least been smart enough 61
least been strong enough 43
least come close enough 65
least during short periods 65
least five daily servings 103
least five enemy planes 64
least five hours before 409
least five major changes 78
least five major groups 83
least five major issues 78
least five major points 44
least five major reasons 160
least five miles across 42
least five miles around 46
least five miles before 213
least five miles further 44
least five mixed reasons 50
least five months before 548
least five months earlier 41
least five months without 61
least five names before 41
least five times already 126
least five times before 1690
least five times better 170
least five times bigger 83
least five times faster 220
least five times greater 1115
least five times higher 1095
least five times larger 489
least five times weekly 109
least five times without 115
least five weeks before 331
least five yards behind 280
least four basic reasons 79
least four clock cycles 118
least four ethnic groups 70
least four fingers higher 190
least four hours before 1582
least four hours should 97
least four hours weekly 47
least four hours without 56
least four major changes 90
least four major cities 48
least four major events 56
least four major glacial 94
least four major groups 200
least four major issues 139
least four major periods 105
least four major phases 73
least four major points 108
least four major reasons 239
least four major shifts 107
least four major stages 100
least four major trends 68
least four months before 2396
least four months behind 41
least four months earlier 51
least four months without 53
least four times already 53
least four times before 1663
least four times better 43
least four times bigger 79
least four times faster 204
least four times greater 1036
least four times higher 1107
least four times larger 597
least four times weekly 180
least four times without 60
least four weeks before 2625
least four weeks notice 186
least four weeks should 84
least have found something 46
least have sense enough 156
least have shown better 44
least kept within bounds 95
least make every effort 115
least many people thought 41
least nine months before 716
least nine months earlier 45
least nine times before 61
least nine times greater 55
least none which appears 54
least none which proves 42
least once again before 45
least once every couple 304
least once every decade 301
least once every minute 467
least once every ninety 68
least once every sabbath 43
least once every school 68
least once every second 173
least once every session 60
least once every summer 222
least once every sunday 476
least once every twelve 848
least once every twenty 835
least once every winter 132
least over longer periods 45
least over short periods 532
least some basic rights 45
least some basic training 69
least some cases waiver 128
least some civil rights 44
least some doubt whether 81
least some ethnic groups 63
least some faint shadow 148
least some fetal tissue 54
least some hours before 83
least some human actions 104
least some human rights 187
least some legal training 50
least some months before 89
least some moral rights 50
least some passing notice 69
least some people better 308
least some people thought 125
least some rough notions 52
least some small amount 236
least some small chance 50
least some small degree 279
least some small extent 46
least some small measure 383
least some small portion 197
least some social groups 47
least some steps toward 89
least some weeks before 76
least there seems little 51
least there would always 70
least think twice before 133
least those lucky enough 59
least those which relate 62
least three basic reasons 231
least three broad groups 46
least three broad reasons 47
least three class periods 52
least three clock cycles 50
least three daily servings 137
least three ethnic groups 97
least three fingers taller 87
least three grade levels 90
least three growing seasons 43
least three hours before 4705
least three hours earlier 58
least three hours should 92
least three hours weekly 45
least three hours without 51
least three known points 52
least three large groups 93
least three major causes 86
least three major changes 202
least three major cities 46
least three major events 50
least three major forces 52
least three major groups 368
least three major issues 313
least three major levels 81
least three major models 42
least three major periods 125
least three major phases 209
least three major pieces 47
least three major points 242
least three major policy 51
least three major reasons 662
least three major stages 127
least three major theories 70
least three major trends 119
least three miles before 81
least three miles beyond 75
least three miles square 54
least three months before 17083
least three months behind 150
least three months beyond 129
least three months earlier 342
least three months notice 370
least three months should 183
least three months sooner 49
least three months without 194
least three people should 78
least three readings should 74
least three sizes larger 40
least three social groups 44
least three sound reasons 55
least three steps before 52
least three strong reasons 70
least three tests should 50
least three times already 104
least three times around 197
least three times before 6050
least three times better 302
least three times bigger 148
least three times farther 54
least three times faster 409
least three times greater 1485
least three times higher 2138
least three times larger 871
least three times normal 108
least three times thicker 45
least three times through 126
least three times weekly 2244
least three times without 170
least three trials should 56
least three valid reasons 44
least three weeks before 8905
least three weeks earlier 336
least three weeks notice 228
least three weeks should 163
least three weeks without 72
least very nearly allied 115
least will never forget 42
least young people should 61
leave camp villa before 58
leave five months before 129
leave from basic training 98
leave from teaching duties 277
leave good gifts behind 55
leave here today without 57
leave home again without 118
leave just space enough 143
leave many people without 57
leave many women without 57
leave many worse behind 71
leave only ashes behind 54
leave only faint traces 57
leave peking within twenty 146
leave poor small olympia 41
leave port within twenty 68
leave rome within twenty 63
leave some blank spaces 49
leave some doubt whether 583
leave some gleaning grapes 106
leave some lasting traces 74
leave some latin verses 71
leave some money behind 97
leave some people behind 197
leave some space around 83
leave some stain behind 53
leave some trace behind 171
leave some trees standing 59
leave soon after dinner 135
leave such lasting traces 62
leave their bills unpaid 44
leave their boats behind 127
leave their bones behind 107
leave their bones bleaching 50
leave their books behind 70
leave their booty behind 108
leave their brave attire 61
leave their cares behind 104
leave their cells except 44
leave their child behind 50
leave their desks without 40
leave their earthly bodies 74
leave their farms without 56
leave their feeding ground 53
leave their giddy brains 65
leave their goods behind 218
leave their hearts behind 129
leave their homes before 307
leave their homes behind 137
leave their homes except 180
leave their homes through 78
leave their homes unless 190
leave their homes without 1076
leave their house without 147
leave their indian allies 62
leave their ivory towers 209
leave their lands fallow 118
leave their lives behind 176
leave their marks behind 186
leave their minds barren 45
leave their minds behind 93
leave their money behind 161
leave their names behind 98
leave their natal family 77
leave their natal groups 300
leave their natal troops 56
leave their nesting places 128
leave their nests before 61
leave their packs behind 103
leave their pasts behind 143
leave their phone number 88
leave their porch lights 43
leave their posts except 50
leave their posts without 240
leave their prize sketch 49
leave their resting places 98
leave their rooms without 79
leave their skins behind 157
leave their souls behind 123
leave their stone houses 47
leave their tails behind 194
leave their tents behind 138
leave their tents standing 47
leave their tools behind 48
leave their usual haunts 100
leave their usual places 121
leave their wives behind 1276
leave their wives without 50
leave their women behind 239
leave their works behind 55
leave these facts behind 46
leave these facts without 43
leave these names without 102
leave these people behind 122
leave these people without 65
leave those happy lovers 50
leave those odious lodgings 78
leave town within twenty 296
leave your cares behind 178
leave your child behind 66
leave your dirty clothes 133
leave your dirty dishes 81
leave your horse behind 49
leave your house before 53
leave your house unless 53
leave your house without 403
leave your money behind 43
leave your mother behind 106
leave your phone number 1391
leave your place without 51
leave your reader guessing 103
leave your wives behind 91
leave your world behind 101
leaving bare rocks around 50
leaving just motion enough 40
leaving just space enough 344
leaving lord george murray 47
leaving many people without 136
leaving many women without 40
leaving nine boats behind 42
leaving nothing which shocks 45
leaving only about twenty 120
leaving only faint traces 141
leaving only short stumps 55
leaving only small openings 130
leaving only small spaces 57
leaving only space enough 175
leaving only token forces 51
leaving open lanes through 75
leaving some doubt whether 48
leaving some people behind 95
leaving some ships behind 107
leaving some space around 46
leaving some trace behind 223
leaving their bills unpaid 47
leaving their booty behind 177
leaving their debts behind 65
leaving their debts unpaid 74
leaving their father behind 48
leaving their first estate 43
leaving their goods behind 219
leaving their homes before 68
leaving their homes behind 150
leaving their homes except 46
leaving their homes unless 52
leaving their homes without 165
leaving their jaded horses 63
leaving their leader behind 49
leaving their light behind 67
leaving their marks behind 79
leaving their money behind 79
leaving their packs behind 200
leaving their posts without 81
leaving their tails behind 68
leaving their tents behind 103
leaving their tents standing 517
leaving their tools behind 127
leaving their usual haunts 44
leaving their wives behind 912
leaving their women behind 365
leaving these people behind 45
leaving these sweet fields 57
leaving vast empty spaces 40
leaving what donne wisely 43
leaving what might justly 51
leaving your debts asleep 52
leaving your debts unpaid 53
leaving your phone number 48
left cape coast castle 229
left clay waiting beside 48
left even fewer traces 93
left five hours before 42
left five months before 94
left five months earlier 41
left foot broke through 41
left four hours before 102
left four months before 142
left four months earlier 93
left gaming debts behind 170
left great words behind 44
left hand breast pocket 46
left hand front corner 133
left hand lower corner 333
left hand mouse button 138
left hand moved slowly 144
left hand moved toward 47
left hand moves toward 41
left hand plays chords 48
left hand resting gently 40
left hand shining through 42
left hand still grasping 40
left hand still gripping 75
left hand still rested 44
left hand upper corner 419
left hand which caused 42
left hand which grasps 167
left hand which reached 53
left hand which should 59
left hand while grasping 48
left hand while pointing 54
left hand while pressing 70
left hand while standing 52
left hand while striking 175
left here about twenty 61
left home after dinner 147
left home mother called 146
left into broad street 52
left just after crossing 67
left just hours before 49
left just large enough 56
left last night before 90
left last night without 88
left like curly ringlets 41
left like sheep without 294
left main renal artery 475
left male issue except 51
left many debts behind 501
left many miles behind 229
left many months before 110
left many people behind 133
left many people without 400
left many women without 220
left many works behind 211
left more debts unpaid 55
left more lasting traces 53
left more water behind 42
left much longer without 53
left next morning before 55
left nine months before 115
left nine months earlier 42
left once again without 71
left only about eighty 63
left only about twenty 45
left only black tinder 42
left only faint traces 452
left only hours before 113
left onto broad street 260
left onto canal street 112
left onto first street 70
left onto fourth street 89
left onto front street 132
left onto state street 155
left onto water street 183
left open pending further 82
left open until friday 173
left open until further 167
left over after allowing 61
left over after building 107
left over after covering 85
left over after dinner 46
left over after dividing 144
left over after planning 47
left over after pressing 41
left over after removing 64
left over after spending 100
left over until friday 760
left side alike shaped 44
left some blank spaces 49
left some debts behind 53
left some doubt whether 207
left some hours before 499
left some hours earlier 86
left some miles behind 61
left some money behind 111
left some months before 357
left some months earlier 87
left some people behind 140
left some stuff behind 41
left some trace behind 108
left some weeks before 128
left soon after arriving 50
left soon after dinner 315
left soon after eleven 49
left soon after hatching 94
left soon after supper 53
left such lasting traces 51
left such strong traces 89
left their boats moored 45
left their bones behind 270
left their bones bleaching 76
left their books behind 53
left their boots behind 43
left their cares behind 266
left their coats behind 50
left their crops standing 98
left their earthly bodies 57
left their first estate 397
left their first master 204
left their first retreat 81
left their goods behind 99
left their hearts behind 742
left their homes across 44
left their homes before 422
left their homes behind 164
left their homes beyond 60
left their homes except 71
left their homes through 78
left their homes without 400
left their house without 62
left their ivory towers 99
left their lives behind 101
left their marks behind 390
left their money behind 102
left their naked bodies 92
left their names behind 270
left their names carved 67
left their packs behind 93
left their phone number 52
left their polling places 49
left their posts before 48
left their posts without 210
left their roots behind 45
left their ships without 60
left their skins behind 44
left their souls behind 163
left their spears behind 64
left their stark common 176
left their tails behind 507
left their tents behind 50
left their tents standing 206
left their tools behind 101
left their units without 54
left their usual haunts 76
left their usual places 51
left their viands behind 204
left their walls manned 44
left their wives behind 2054
left their women behind 179
left their works behind 92
left their world behind 44
left there about eleven 48
left three hours before 449
left three hours earlier 116
left three months before 505
left three months earlier 161
left three weeks before 430
left three weeks earlier 131
left turn after takeoff 88
left wale which caused 43
left west point before 48
left your dreams behind 115
left your phone number 53
legs felt strong enough 65
legs from falling asleep 51
legs like small towers 59
legs were badly broken 59
legs were badly burned 124
legs were dangling through 135
legs were falling asleep 66
legs were getting heavier 43
legs were often broken 47
legs were steady enough 68
legs were still firmly 47
legs were still inside 45
legs were still intact 54
legs were still tangled 42
legs were still wobbly 349
legs were strong enough 409
lend their money without 123
length been hardy enough 95
length felt strong enough 49
length from about twenty 80
length from eight inches 105
length gets strong enough 53
length many times greater 130
length very small values 48
length will easily pierce 42
lent their strong sinews 66
less clear about whether 160
less erring could hardly 99
less from aught touching 180
less from local causes 40
less harm would result 66
less into broad masses 99
less look after itself 46
less safe guide through 41
less sure about whether 104
less time running around 108
less time spent searching 40
less time spent studying 42
less time spent watching 60
less ugly under sounding 64
less well known abroad 364
less well known aspect 107
less well known authors 248
less well known brands 57
less well known figure 119
less well known groups 304
less well known places 60
less well known regions 48
less well known writings 89
less what might happen 41
less what others thought 145
less what people thought 332
less what would happen 114
less will still remain 86
lest evil might befall 42
lest other people should 75
lest some enemy should 210
lest some error should 41
lest some fatal volume 41
lest some people should 63
lest some rival should 160
lest some scream should 41
lest such action should 87
lest such holes should 68
lest their action should 54
lest their beauty should 42
lest their breathing should 48
lest their cries should 56
lest their deeds should 717
lest their faces should 69
lest their father should 66
lest their goods should 138
lest their growth should 41
lest their hearts should 183
lest their lands should 91
lest their lives should 83
lest their looks should 44
lest their meeting should 93
lest their minds should 242
lest their mother should 69
lest their names should 184
lest their noise should 68
lest their party should 42
lest their people should 145
lest their plans should 70
lest their power should 67
lest their quiet betray 41
lest their ships should 74
lest their souls should 149
lest their taste should 60
lest their trade should 125
lest their wives should 68
lest their words should 109
lest their works should 42
lest these noisy motions 143
lest these people should 44
lest these terms should 60
lest these words should 106
lest those terms should 53
lest wild beasts should 58
lest your father should 59
lest your kissing should 85
lest your minds should 46
lest your mother should 49
lest your works become 44
lets more light through 57
lets some light through 90
lets talk about something 59
lice were hopping nimbly 60
lief have taken poison 141
lien void under section 96
lies down fully clothed 59
lies only about twenty 56
lies some miles inland 118
lies thick right across 74
lies three miles inland 41
lies very close indeed 40
life along shore passed 101
life also arose through 42
life among negro slaves 48
life among older adults 145
life bears within itself 125
life been longer spared 171
life came about through 149
life came under attack 125
life came under review 46
life done anything without 40
life from holding public 69
life from inert matter 181
life from jesus christ 126
life from which christ 41
life from which neither 55
life from within itself 133
life gave henry little 81
life have never reached 52
life here above ground 149
life into eight stages 65
life into every corner 44
life into every object 67
life into every stroke 40
life into inert matter 65
life into seven periods 76
life into seven stages 73
life into sharp relief 49
life into strong relief 42
life into which christ 65
life into which humans 59
life just opening before 76
life like never before 447
life many times before 236
life must adapt itself 257
life must either reduce 47
life must needs become 40
life next morning seemed 46
life once again became 139
life once again through 48
life over again without 80
life over which neither 116
life said anything merely 56
life some months before 61
life there would always 73
life took place around 46
life took place before 66
life went boiling through 81
life were either passed 48
life were never before 47
life were opening before 59
life were passing before 85
life were passing through 105
life were running through 70
life were spent abroad 63
life were spent almost 172
life were spent mainly 155
life were spent mostly 128
life were spent partly 55
life were spread abroad 92
life were still before 77
life were strong enough 115
life were under attack 55
life what poetic fiction 44
life when fancy begins 95
life when people become 48
life when strong feelings 42
life will adapt itself 40
life will again become 82
life will easily afford 95
life will flash before 69
life will never become 108
life will never return 130
life will often depend 46
life will renew itself 40
life will reveal itself 197
life will shape itself 61
life will still remain 108
life worth while before 49
life your teaching should 120
lift from every recess 44
lift their awful fronts 74
lift their cunning covers 323
lift their faces toward 52
lift your knees higher 49
lift your knees toward 51
lift your lance higher 53
like asking people whether 101
like bees buzzing around 206
like best about madame 122
like best about myself 532
like best about school 865
like cape coast castle 52
like cold steel through 40
like cold water dashed 66
like cold water poured 161
like dark green velvet 98
like dark storm clouds 75
like dark violet stains 45
like dawn breaking slowly 44
like diana barry always 68
like eyes which seemed 49
like fate might befall 52
like fate would befall 71
like fire running through 111
like foul water poured 51
like full metal jacket 167
like gaze which belongs 151
like giant chess pieces 130
like giant water lilies 54
like great white sharks 41
like grim giants guarding 77
like having people around 337
like having power steering 219
like having women around 46
like hearing about someone 42
like heavy truck striking 672
like huge steel horses 97
like huge water snakes 141
like huge white dragon 51
like hugh price hughes 123
like india where public 59
like iron bands around 115
like iron filings around 454
like john henry newman 813
like john perry barlow 129
like just about anyone 111
like just plain common 94
like just sitting around 119
like least about myself 168
like least about school 312
like lord george gordon 76
like lord george murray 130
like lord peter wimsey 221
like lost sheep without 157
like many ethnic groups 61
like many first novels 129
like many indian tribes 87
like many large cities 138
like many major cities 41
like many others across 310
like many others already 102
like many others always 96
like many others around 736
like many others became 49
like many others before 4291
like many others belonging 62
like many others evolving 59
like many others greatly 54
like many others raised 48
like many others relating 143
like many others thought 46
like many people around 114
like many people before 180
like many times before 573
like many women before 238
like many women merely 70
like mary mcleod bethune 485
like mine feels itself 57
like most about myself 335
like most about school 520
like most ethnic groups 121
like most first novels 157
like most large cities 285
like most local satire 83
like most major cities 229
like most others around 45
like most people around 286
like most people without 44
like most working mothers 102
like ocean waves crashing 51
like other basic rights 87
like other black leaders 121
like other cereal grains 87
like other civil actions 50
like other civil rights 355
like other ethnic groups 2047
like other greek cities 209
like other greek states 188
like other green plants 173
like other human actions 367
like other human bodies 55
like other human groups 65
like other human rights 331
like other indian cities 45
like other indian nations 124
like other indian states 106
like other indian tribes 300
like other large cities 320
like other major cities 277
like other major powers 90
like other moral taboos 80
like other party leaders 117
like other people around 224
like other people before 46
like other people better 45
like other people engaged 78
like other people except 73
like other people instead 143
like other people without 164
like other racial groups 42
like other rigid powers 139
like other sense organs 54
like other slave owners 231
like other small groups 69
like other small nations 98
like other small states 91
like other smooth muscle 109
like other social actors 155
like other social groups 700
like other solid bodies 250
like other women before 100
like other words inside 62
like pale green flames 97
like pins stuck through 51
like pure water touching 69
like rats peeping through 177
like reading about france 96
like reading about someone 119
like ripe fruit dropping 67
like ripe grain before 141
like rope winding through 121
like sand running through 396
like saying grace before 90
like some awful genius 56
like some black coffee 42
like some black shadow 42
like some black sierra 45
like some black vapors 41
like some caged animal 207
like some crazy person 81
like some dirty little 42
like some fairy castle 41
like some fairy palace 64
like some fatal malady 72
like some fiery dragon 40
like some foods better 46
like some fresh coffee 57
like some furry animal 42
like some gaudy midway 91
like some gaunt rebuke 64
like some gothic statue 123
like some greek chorus 40
like some green laurel 600
like some hoary despot 57
like some hungry animal 59
like some indian tribes 73
like some jungle animal 62
like some large animal 161
like some lower animal 52
like some noble animal 42
like some others before 98
like some people around 125
like some people better 335
like some people thought 89
like some proud column 90
like some queer disease 100
like some queer little 40
like some rabid animal 48
like some shining statue 40
like some silly little 61
like some small animal 762
like some squat little 48
like some still melody 126
like some surly animal 85
like some sweet flower 145
like some tower emerging 76
like some white knight 58
like some worthy knight 101
like spring after winter 223
like their elder brother 129
like their elder sister 107
like their father before 542
like their lives depend 40
like their looks better 95
like their mother before 107
like their older brother 196
like their older siblings 106
like their older sister 105
like their royal master 50
like their usual selves 86
like these could bestow 51
like these could hardly 96
like these ought always 44
like these running through 45
like these which caused 48
like these which follow 65
like these which modest 40
like these would become 42
like these would render 91
like these would surely 56
like those above passed 49
like those above quoted 167
like those above should 44
like those above spoken 47
like those cited earlier 224
like those found around 96
like those found inside 42
like those fresh bright 103
like those given earlier 126
like those hoary elders 68
like those indian tribes 42
like those shown earlier 214
like those still existing 76
like those still extant 121
like those sweet streams 48
like those swift shafts 73
like those which abound 181
like those which affect 221
like those which already 105
like those which assail 44
like those which attend 148
like those which border 60
like those which caused 135
like those which decked 505
like those which define 51
like those which divide 46
like those which england 57
like those which escape 124
like those which figure 84
like those which filled 42
like those which follow 1741
like those which formed 313
like those which govern 194
like those which happen 52
like those which marked 313
like those which mexico 75
like those which milton 119
like those which modern 62
like those which obtain 113
like those which occupy 247
like those which passed 89
like those which plants 74
like those which relate 79
like those which remain 77
like those which render 108
like those which result 304
like those which served 131
like three months before 43
like three weeks before 97
like tide waves parted 57
like tiny black specks 53
like tiny white specks 45
like unto jesus christ 301
like waning stars before 68
like west point cadets 95
like what comes through 109
like what could happen 93
like what freud called 54
like what might happen 373
like what people thought 87
like what plato called 40
like what would happen 1472
like what would result 93
like wild beasts around 97
like wild beasts before 85
like wild beasts caught 77
like wild beasts fighting 122
like wild beasts through 218
like wild beasts without 115
like wild boars through 42
like wind blowing through 594
like wind rushing through 209
like young olive plants 48
like your calling better 113
like your cover letter 193
like your elder brother 84
like your elder sister 44
like your father before 576
like your father better 42
like your father should 184
like your first choice 92
like your frank opinion 43
like your house better 48
like your mother always 116
like your mother before 114
like your noble nature 149
like your older brother 441
like your older sister 261
like your phone number 288
like your poetry better 97
like your rough english 93
like your venus nature 118
like your whole family 212
lime from burnt shells 44
line along which something 73
line also passing through 43
line came under attack 42
line cuts right through 67
line data entry system 145
line from baker street 88
line from below upward 52
line from george orwell 47
line from getting caught 72
line from getting tangled 44
line from grand rapids 118
line from jesus christ 54
line from passing through 133
line from rigel through 57
line from running through 41
line from social drinking 50
line from where jerome 63
line from which christ 97
line from which further 46
line hanging right before 54
line into close column 70
line into equal halves 40
line kept running through 41
line many times before 251
line more often quoted 46
line over which neither 45
line runs right across 160
line runs right through 474
line runs thence through 81
line three times before 55
line went right through 106
line were drawn across 152
line were drawn around 93
line were drawn through 832
line were either killed 46
line when passing through 44
line will appear across 100
line will appear around 145
line will appear broken 56
line will appear double 52
line will appear through 69
line will shift upward 99
line will slope upward 52
linger over every detail 129
lips drew tight across 82
lips from speaking deceit 1261
lips from which flowed 65
lips have drunk enough 75
lips have grown harder 132
lips have often kissed 113
lips many times before 179
lips were close enough 86
lips were drawn upward 50
lips were nearly touching 154
lips were never opened 55
lips were never spoken 46
lips were still curled 56
lips were still curved 137
