lab report came back 329
let someone else take 7883
let someone else talk 432
let someone else teach 46
let someone else tell 474
let someone else think 97
let someone else work 280
let someone into your 141
let someone know what 465
let someone know when 220
let someone know your 187
let someone take care 184
let someone take over 127
let someone take your 65
let something else take 54
let something slip from 48
let something slip when 90
let sorrow come when 66
let through only those 94
let twenty years pass 44
let vulgar eyes look 53
lid margin away from 77
lie almost flat upon 111
lie around till some 59
lie before their eyes 314
lie before your eyes 112
lie before your feet 86
lie beyond their reach 426
lie breeds fleas like 96
lie buried deep down 49
lie fallow from time 169
lie farther away from 574
lie further away from 558
lie hidden among those 50
lie hidden away from 40
lie hidden from view 376
lie nearest your heart 41
lie secure from fire 127
lie should have been 348
lie through their teeth 1170
lie through your teeth 786
lion should have been 71
lion spares those whom 51
lip curled away from 65
lip curled back from 136
lip curled back over 97
lip lifted away from 46
lip pulled back over 43
lip should have been 52
lit another pall mall 138
lit except when there 71
log cabins have been 344
log cabins like those 46
log church down back 88
log houses have been 106
log houses like jeff 47
log station just south 43
long absent from home 2095
long absent from rome 322
long absent from such 43
long absent from their 2084
long absent from these 195
long absent from your 227
long argued over what 94
long ascent half rock 43
long auburn hair back 88
long auburn hair fell 85
long auburn hair hanging 56
long auburn hair into 60
long auburn hair over 45
long auburn hair tied 40
long avenue leading from 99
long bamboo pole from 78
long battle line from 41
long before adam smith 642
long before been done 92
long before been held 107
long before been laid 174
long before been made 842
long before been more 83
long before been sent 300
long before been sold 93
long before been told 47
long before been used 265
long before been very 42
long before been wont 122
long before been worn 43
long before cars were 90
long before come from 46
long before come into 65
long before coming back 130
long before coming here 118
long before coming into 286
long before dawn when 174
long before even these 311
long before even those 138
long before even your 102
long before five years 40
long before game time 173
long before have been 1668
long before have done 58
long before have gone 84
long before have seen 43
long before having been 45
long before help came 298
long before high noon 69
long before karl marx 716
long before laid down 191
long before last week 87
long before laws were 45
long before leaving home 116
long before lost their 82
long before made their 103
long before making their 118
long before many more 48
long before many other 712
long before many were 121
long before most other 1416
long before moving into 42
long before must have 124
long before news came 120
long before next spring 119
long before next time 43
long before some kind 48
long before some other 402
long before some sort 100
long before some were 42
long before some young 114
long before spring came 120
long before such ideas 195
long before their army 120
long before their birth 615
long before their coming 243
long before their days 51
long before their deaths 424
long before their eyes 578
long before their fall 92
long before their fears 68
long before their full 284
long before their gaze 40
long before their great 113
long before their life 46
long before their meaning 40
long before their more 103
long before their term 287
long before their time 6788
long before their true 344
long before their truth 87
long before their turn 172
long before their union 193
long before their work 308
long before there came 750
long before there even 153
long before there ever 318
long before there were 20646
long before there will 1336
long before these came 110
long before these days 183
long before these early 106
long before these have 43
long before these ideas 414
long before these last 150
long before these laws 128
long before these more 68
long before these other 163
long before these poems 53
long before these same 340
long before these three 49
long before these were 1094
long before these young 118
long before those days 204
long before those many 81
long before those same 130
long before those very 46
long before those whom 320
long before those years 45
long before word came 151
long before your baby 310
long before your birth 510
long before your body 143
long before your book 148
long before your eyes 49
long before your great 98
long before your heart 43
long before your life 44
long before your mind 58
long before your name 130
long before your next 46
long before your time 2571
long beyond their time 143
long bitter years drew 44
long blocks away from 96
long blonde hair away 63
long blonde hair back 204
long blonde hair down 134
long blonde hair fell 201
long blonde hair flying 72
long blonde hair from 105
long blonde hair hanging 152
long blonde hair into 102
long blonde hair like 68
long blonde hair over 133
long blonde hair tied 139
long braids down their 146
long braids hanging down 433
long braids hanging over 60
long broken away from 54
long bursts from their 49
long bygone days when 44
long career have been 55
long chains have been 88
long closed their eyes 40
long curved line from 44
long cycles have been 49
long debate over what 165
long delays have been 70
long desert trip coming 68
long detour away from 58
long double data type 332
long engaged from time 44
long enough among these 119
long enough away from 1280
long enough been made 127
long enough down there 188
long enough from home 145
long enough from their 306
long enough from your 92
long enough into their 87
long enough there will 426
long enough these days 52
long enough time span 359
long enough time there 53
long enough time will 128
long enough upon these 60
long enough upon your 106
long enough will find 114
long enough will have 125
long enough will make 40
long enough wrung from 72
long evenings have their 78
long evenings poring over 44
long evenings when life 47
long exiled from their 202
long fallen away from 72
long fallen from their 117
long fallen into ruin 114
long fibers have been 81
long flight back from 168
long flight back home 70
long flight flying back 74
long flight from their 54
long flight home from 112
long formal dining room 42
long golden hair back 85
long golden hair down 102
long golden hair fell 195
long golden hair flying 52
long golden hair hanging 73
long golden hair like 56
long golden hair waving 53
long gravel road leading 41
long handed down from 147
long harbor leading from 46
long hidden from their 49
long hidden from view 280
long houses have been 42
long humans have been 83
long islets have been 42
long knives from their 58
long labors have been 45
long lashes were heavy 51
long letter bearing date 41
long letter came from 245
long letter from aunt 93
long letter from home 171
long letter from jane 91
long letter from john 321
long letter from julia 44
long letter from lady 180
long letter from lord 329
long letter from mary 207
long letter from miss 258
long letter from poor 52
long letter from rome 78
long letter from some 92
long letter from there 138
long letter from your 345
long letter last week 110
long letter next time 116
long letter next week 53
long letter sent from 56
long letter some time 151
long letter very soon 249
long letter will need 55
long looked back upon 61
long looked down their 41
long looked down upon 563
long looked upon their 137
long looked upon these 49
long loomed forth like 43
long matted hair hanging 170
long meetings were held 96
long moment gazing down 42
long moment their eyes 408
long musket shot from 62
long narrow dining room 109
long narrow lane leading 40
long narrow living room 82
long narrow open tube 41
long narrow room like 91
long narrow test tube 54
long needed just such 75
long nights away from 43
long nights poring over 53
long nights when there 92
long parted from their 42
long passed away from 1153
long passed away when 102
long passed from hand 66
long passed from mouth 42
long passed into other 59
long passed when such 43
long passed when there 40
long periods away from 2842
long periods during their 157
long periods even when 150
long periods free from 85
long periods from home 51
long periods from their 351
long periods have been 582
long periods must have 100
long periods ranging from 71
long periods there were 102
long periods there will 136
long periods those laws 46
long periods upon what 52
long periods when food 45
long periods when kept 45
long periods when nothing 194
long periods when only 47
long periods when their 153
long periods when there 624
long periods when these 44
long periods will have 61
long plaits down their 112
long plaits hanging down 229
long plasma half life 46
long played their part 51
long points hanging down 54
long preyed upon their 41
long proved their worth 122
long queues hanging down 156
long ranked high among 50
long recess there lies 195
long remain away from 177
long remain free from 744
long remain half free 43
long residing from their 95
long resist such wooing 40
long retain their faith 53
long retain their good 78
long retain their hold 44
long retreat from mons 89
long return trip home 45
long rifles slung over 56
long ringlets fell down 89
long ringlets hanging down 107
long rubber tube from 49
long rubber tube into 50
long rusted upon their 61
long series have been 85
long shadow cast over 162
long shadow fell over 158
long shadow fell upon 60
long shadow over many 57
long shadow over most 40
long shadow over much 41
long shadow over their 169
long shadow over these 62
long shadow over those 46
long shadow over what 85
long shaggy hair hanging 45
long shaggy mane hanging 64
long shaggy mane hangs 51
long should have been 273
long shroud hanging over 57
long sinner must have 238
long someone will live 48
long something will take 298
long spared from their 141
long speech from lord 56
long speech from miss 99
long speech upon other 44
long spells away from 83
long standing have been 362
long stayed away from 43
long sticks over their 49
long street leading down 103
long street leading from 151
long stride away from 172
long stride will have 74
long subway ride back 51
long subway ride from 179
long subway ride home 112
long summer away from 42
long summer break from 44
long summer days ahead 42
long summer days came 46
long summer days have 67
long summer days made 45
long summer days there 124
long summer days went 45
long summer days were 365
long summer days when 492
long supply line from 147
long sweeping leaps from 44
long tables have been 92
long tables were laid 234
long tanned legs were 52
long tassel hanging down 169
long therapy will last 49
long therapy will take 78
long thought from what 49
long titles have been 48
long trailing kelp from 40
long trains were shot 45
long tramps over hill 40
long turned away from 143
long turned their eyes 129
long unless there were 43
long vowels have been 220
long voyage away from 75
long voyage back home 54
long voyage from home 63
long voyage from india 119
long voyage from their 68
long voyage home from 168
long voyage must have 46
long voyage upon their 70
long wanted just such 63
long winter days were 44
long winter days when 157
long winter wore away 49
long without coming into 236
long without ever having 123
long without giving rise 56
long without having been 106
long without having some 438
long without hearing from 1352
long without hearing some 164
long without help from 61
long without making some 91
long without news from 184
long without reading some 77
long without seeing some 108
long without some food 241
long without some form 214
long without some good 109
long without some kind 360
long without some sort 240
long without some such 94
long without word from 41
long yellow hair down 95
long yellow hair fell 71
long yellow hair flew 75
long yellow hair from 40
long yellow hair hanging 189
long yellow hair like 53
lot behind city hall 46
lot better coming from 81
lot better next time 81
lot better these days 437
lot better when there 61
lot farther away from 319
lot farther from home 40
lot faster these days 47
lot further away from 213
lot harder these days 44
lot should fall upon 130
lot should have been 574
lot through hard work 97
lot without saying much 127
low arched door leading 53
low around their hips 48
low castes have been 88
low clouds hanging over 99
low degree have been 63
low degree were moving 75
low energy beta rays 72
low esteem those laws 47
low french birth rate 99
low genius have done 112
low ground just north 43
low ground were left 59
low haunts their most 45
low income areas have 63
low income areas were 69
low income from their 42
low income from work 45
low income have been 77
low islets have been 64
low jewish birth rate 81
low levels during early 57
low levels even when 52
low levels have also 42
low levels have been 519
low levels ranging from 44
low levels will have 41
low liquid flow rate 127
low medium high high 130
low medium high very 145
low morale among many 46
low morale among their 56
low morale among those 45
low murmur came from 128
low murmur coming from 60
low murmur from hist 103
low murmur rose from 141
low packet loss rate 71
low points have been 52
low prices from other 52
low prices from their 95
low prices from those 46
low prices have been 367
low prices have made 58
low prices were paid 84
low prices will have 40
low relief have been 42
low rumble came from 151
low rumble coming from 79
low rumble rose from 42
low rumbling came from 53
low scores have been 90
low scores were more 87
low should ever have 121
low should have been 117
low sodium diet will 54
low sounds coming from 43
low standing wave ratio 51
low status among their 47
low status jobs such 56
low sulfur coal from 81
low sulfur fuel oils 52
low tastes into their 84
low values have also 47
low values have been 531
low values were also 61
low versus high dose 64
low versus high risk 59
low versus high self 95
low voices came from 40
low voices coming from 221
low voices were heard 151
low vulgar vice very 42
low weight gain during 245
low window there were 72
low yields have been 80
lung cancer also have 46
lung cancer among heavy 116
lung cancer among male 119
lung cancer among these 63
lung cancer among those 188
lung cancer cell line 3117
lung cancer cell type 48
lung cancer deaths among 679
lung cancer deaths from 135
lung cancer deaths have 59
lung cancer deaths over 42
lung cancer deaths were 227
lung cancer from those 43
lung cancer have also 90
lung cancer have been 961
lung cancer over time 47
lung cancer rate among 133
lung cancer risk among 665
lung cancer risk from 502
lung cancer risk have 72
lung cancer rose from 42
lung cancer three years 47
lung cancer were also 54
lung cancer will have 111
lung changes have been 49
lung disease among coal 269
lung disease have been 362
lung disease will have 59
lung fields were clear 288
lung injury during high 57
lung injury have been 128
lung lesions have been 83
lung tissue have been 206
lung tumors have been 108
lung volume have been 46
lye leached from wood 126
lying across their laps 95
lying almost flat upon 64
lying around here like 45
lying around these days 40
lying around your home 102
lying around your room 88
lying before their eyes 153
lying before your eyes 49
lying farther away from 198
lying further away from 163
lying further back from 43
lying inches away from 40
lying nature into saying 64
lying snugly upon their 100
lying softly down upon 43
lying states have been 41
lying through their teeth 1059
lying through your teeth 1747
lying twenty feet away 57
lying without their heads 47
