lace collar fastened by 50
land without disclosing the 47
land without disturbing the 132
land without endangering the 165
land without memories is 87
land without purchasing it 127
land without recourse to 232
land without satisfying the 113
land without security of 58
lark teaches stephens to 70
lash myself securely to 288
last almost despairing of 79
last almost divested of 40
last almost entirely to 68
last aspect concerns the 47
last backup diskette in 57
last became apparent to 60
last became conscious of 110
last became dominant in 101
last became entitled to 74
last became possible to 120
last became sensible of 44
last become apparent to 53
last become attached to 44
last become conscious of 268
last become possible to 302
last become sensible of 96
last becoming conscious of 142
last becoming possible to 66
last breeze freshens the 52
last broken remnants of 48
last budget prepared by 44
last building designed by 102
last caudal vertebra is 72
last census amounted to 66
last chance remained to 67
last choral movement is 45
last clause contains the 136
last clause explains the 54
last clause referred to 115
last cloudy delirium of 46
last column compares the 60
last column consists of 91
last column containing the 58
last column contains an 51
last column contains the 1820
last column displays the 166
last column exhibits the 42
last column includes the 104
last column indicate the 211
last column indicating the 76
last column presents the 434
last column provides the 192
last column reflects the 45
last common ancestor is 85
last common ancestor of 3441
last common ancestor to 175
last crowning triumphs of 40
last dangers increased so 72
last decade advances in 70
last decade amounted to 43
last decade compared to 173
last decade concerning the 167
last decade hundreds of 104
last decade interest in 133
last decade occurred in 58
last decade provides an 44
last decade reflects the 67
last decade relative to 49
last decade resulted in 117
last decade thousands of 75
last degree dangerous to 160
last degree desirous of 85
last degree humiliating to 46
last degree improper to 76
last degree injurious to 71
last degree obnoxious to 48
last degree perilous in 44
last degree perilous to 49
last degree unbecoming the 44
last degree unlikely to 144
last detail concerning the 46
last dollar invested in 182
last dorsal vertebra to 86
last driven wrinkled in 67
last duties rendered to 77
last edition prepared by 89
last eleven chapters of 230
last english governor of 138
last events mentioned in 57
last events recorded in 90
last expiring pulsation of 53
last expiring struggle of 98
last fairly launched on 43
last feeble glimmering of 52
last feeble pulsation of 71
last feeble remnants of 171
last feeble struggle of 48
last figure includes the 101
last figure reflects the 67
last figure retained if 62
last formal vestiges of 63
last french garrison in 46
last french governor of 283
last futile attempts to 44
last gained admission to 47
last hardly admitted in 135
last harris happened to 60
last heroic struggle of 66
last latent remnants of 133
last letter affected me 66
last letter afforded me 62
last letter concerning the 158
last letter dictated by 75
last letter directed to 48
last letter included in 60
last letter informed me 140
last letter informed us 78
last letter received by 331
last letter received in 52
last letter referred to 60
last letter relative to 52
last letter respecting the 58
last letter saddened me 43
last little fragment of 75
last lumbar vertebra at 41
last lumbar vertebra by 189
last lumbar vertebra in 108
last lumbar vertebra is 475
last lumbar vertebra on 63
last lumbar vertebra or 54
last lumbar vertebra the 48
last lumbar vertebra to 484
last measure proposed by 41
last measure resulted in 40
last minute additions to 250
last minute attempts at 155
last minute attempts by 60
last minute attempts to 617
last minute desirous of 73
last minute inclusion of 63
last minute reversal of 47
last minute scramble to 62
last moment conscious of 40
last moment declined to 69
last moment exploded in 53
last moment preserve my 41
last native governor of 50
last person admitted to 58
last person entitled to 280
last person executed in 104
last person mentioned in 126
last person receives the 50
last phrase contains the 46
last phrase referred to 79
last phrase suggests the 135
last player receives it 52
last player receives the 176
last public execution at 47
last public execution in 602
last public execution to 42
last quoted sentence is 115
last quoted sentence of 54
last remark concerning the 140
last remark concerns the 292
last remark conveyed an 40
last remark referred to 255
last remark reminded me 65
last remark suggests the 112
last report required to 77
last resort depended on 221
last resort governed by 41
last resort intended to 49
last resort prepared to 117
last resort traceable to 51
last result confirms the 40
last sacral vertebra is 50
last school attended by 47
last section analyzes the 87
last section assesses the 53
last section attempts to 225
last section compares the 60
last section concerning the 152
last section concerns the 94
last section consists of 573
last section contains an 105
last section contains the 340
last section examined the 60
last section examines the 456
last section explains the 86
last section explores the 148
last section includes the 108
last section outlines the 164
last section presents an 115
last section presents the 546
last section provides an 194
last section provides the 141
last section referred to 57
last section suggests the 51
last seemed strangely to 51
last serious attempts to 58
last serious challenge to 247
last serious obstacle to 255
last session authorizing the 48
last session concerning the 51
last session mentioned in 239
last session proposed to 53
last session relative to 85
last session respecting the 130
last shared ancestor of 60
last shilling expended is 45
last slowly followed the 87
last spared fragment of 163
last speaker intended to 46
last speaker referred to 123
last splits opposite to 40
last stanza contains the 124
last stanza presents the 48
last stanza suggests the 55
last stuart claimant to 48
last stuart rebellion in 46
last tender farewell of 54
last thought occurred to 65
last ticket contains the 50
last twelve chapters of 183
last twelve comedies of 73
last twenty chapters of 134
last volume consists of 54
last volume contains an 138
last volume contains the 187
last winter promised me 51
last worker employed is 54
late affair concerning my 47
late become intimate at 74
late deputy governor of 42
late female minister of 98
late french minister of 60
late glacial deposits in 42
late greatly improved in 53
late greatly increased by 87
late greatly increased in 73
late hardly mentioned in 47
late harold frederic in 59
late horrid rebellion in 71
late latent syphilis is 80
late latent syphilis or 151
late learned librarian of 139
late losses suffered in 40
late managing director of 134
late miocene deposits in 61
late miocene deposits of 54
late prince augustus of 41
late report concerning an 46
late session combined to 74
late striking instance in 84
late summer followed by 60
late turned attention in 56
late winter campaign on 43
late winter followed by 43
lawn watching narrowly the 53
laws allowing citizens to 160
laws already approved by 48
laws already referred to 180
laws already regulating the 41
laws appears destined to 47
laws applying directly to 51
laws before attempting to 51
laws clearly designed to 57
laws depend entirely on 53
laws differ somewhat in 90
laws fairly inverted the 86
laws granting benefits to 53
laws greatly increased the 82
laws impose liability on 69
laws itself conforms to 41
laws passed forbidding the 79
laws passed pursuant to 570
laws relating directly to 106
laws render sickness the 67
laws should continue in 166
laws should continue to 178
laws should prohibit the 102
laws should regulate the 98
laws should therefore be 174
laws therein referred to 69
laws without consulting the 187
laws without perceiving the 47
laws without recourse to 121
laying greater emphasis on 839
laying proper emphasis on 59
laying special emphasis on 2178
lays further emphasis on 93
lays greater emphasis on 2699
lays little emphasis on 182
lays proper emphasis on 55
lays special emphasis on 7048
lays utmost emphasis on 51
lazy manner remained the 43
leading almost directly to 89
leading bridge engineers of 66
leading cement producer in 97
leading coffee producer in 50
leading copper producer in 171
leading copper producer of 87
leading cotton producer in 112
leading direct marketer of 119
leading english advocate of 130
leading english authority in 75
leading english authority on 1173
leading english composer of 259
leading english disciple of 179
leading english exponent of 345
leading english historian of 180
leading events recorded in 240
leading export industry in 153
leading export industry of 90
leading export products of 43
leading french advocate of 130
leading french authority on 678
leading french chemists of 45
leading french composer of 242
leading french exponent of 217
leading french historian of 243
leading french humanist of 89
leading french painters of 155
leading french sculptor of 58
leading gentry families of 118
leading german authority on 411
leading german composer of 150
leading german exponent of 201
leading german historian of 235
leading german painters of 99
leading german theologians of 41
leading global producer of 64
leading global provider of 3624
leading global supplier of 560
leading italian authority on 43
leading italian composer of 226
leading italian exponent of 91
leading italian painters of 44
leading jewish citizens of 99
leading jewish families in 181
leading jewish families of 210
leading jewish scholars in 101
leading jewish scholars of 193
leading little children by 81
leading little children to 108
leading lumber producer in 43
leading market positions in 227
leading modern authority on 846
leading modern exponent of 302
leading modern historian of 246
leading muslim families of 99
leading muslim scholars of 56
leading online provider of 46
leading online retailer of 41
leading points involved in 109
leading points relative to 95
leading public advocate of 47
leading public officials in 99
leading public questions of 74
leading russian authority on 66
leading russian exponent of 44
leading russian historian of 105
leading senate opponent of 41
leading silver producer in 44
leading soviet authority on 505
leading soviet historian of 201
leading strand synthesis by 64
leading theories concerning the 156
leading through freehold to 90
leading training colleges in 224
leading united irishmen in 74
leads almost directly to 663
leads fairly directly to 333
leads public officials to 43
leads through darkness to 50
leafing through hundreds of 41
leaking aortic aneurysm or 43
leaky bucket algorithm is 79
leaning toward supporting the 64
learn before attempting to 41
learn enough japanese to 71
learn little concerning the 49
learn second languages in 44
learn skills relevant to 44
learn something concerning the 632
learn something definite of 84
learn something injurious to 47
learn something relative to 46
learn something relevant to 81
learn something respecting the 184
learn something valuable in 51
learn through exposure to 126
learn through imitation of 93
learn through practice the 53
learn through practice to 142
lease issued pursuant to 235
lease rental payments to 174
least afford evidence of 152
least amount possible of 115
least amount possible to 132
least amount relative to 55
least amount required to 166
least atomic mobility of 41
least become conscious of 70
least become involved in 40
least become possible to 43
least better equipped to 50
least called attention to 227
least chance remained of 50
least common ancestor of 460
least common multiple as 171
least common multiple by 143
least common multiple in 132
least common multiple is 1062
least common multiple of 13035
least common multiple or 86
least common multiple the 64
least common multiple to 111
least costly approach is 42
least costly approach to 138
least damage possible to 86
least degree adequate to 75
least degree affected by 470
least degree affected the 116
least degree conscious of 262
least degree contrary to 82
least degree diminish the 95
least degree disposed to 109
least degree essential to 47
least degree impaired by 48
least degree impelled to 42
least degree inclined to 146
least degree overrating the 45
least degree resembling it 46
least direct attention to 112
least energy required to 182
least enough education to 62
least enough evidence to 125
least enough interest in 53
least enough property to 59
least firmly attached to 66
least greatly diminish the 80
least greatly improved by 50
least greatly increased by 44
least highly critical of 48
least highly doubtful if 43
least highly regarded of 40
least injury possible to 120
least inviting condition of 63
least little movement in 160
least little particle of 61
least measure impaired or 204
least modest increases in 68
least partial analysis of 40
least partial converts in 56
least partial coverage of 67
least partial credence to 60
least partial evidence of 92
least partial exclusion of 47
least partial immunity to 65
least partial recovery is 45
least partial recovery of 231
least partial rejection of 90
least partial response to 77
least partial retention of 58
least partial reversal of 86
least partial solutions to 387
least partial survival of 41
least partly absorbed by 60
least partly achieved by 105
least partly affected by 158
least partly amenable to 61
least partly answered by 100
least partly ascribed to 137
least partly balanced by 168
least partly composed of 258
least partly conscious of 181
least partly contingent on 138
least partly designed to 413
least partly dictated by 239
least partly directed at 44
least partly embedded in 68
least partly explains the 590
least partly external to 46
least partly financed by 213
least partly governed by 221
least partly grounded in 155
least partly included in 51
least partly indebted to 95
least partly informed by 83
least partly inspired by 1090
least partly intended as 61
least partly intended to 337
least partly involved in 207
least partly obscured by 80
least partly occupied by 77
least partly overcome by 237
least partly overcome in 48
least partly overcome the 64
least partly produced by 102
least partly prompted by 201
least partly provided by 43
least partly provoked by 68
least partly redeemed by 80
least partly reflecting the 40
least partly reflects the 237
least partly relevant to 40
least partly remedied by 61
least partly replaced by 185
least partly resolved by 146
least partly restored by 42
least partly reversed by 41
least partly specific to 72
least partly supplied by 44
least partly traceable to 219
least readily receives it 58
least serious category of 41
least serious intention of 45
least square analysis of 233
least square approach to 46
least square estimate of 363
least stable elements in 45
least stable elements of 67
least striking evidence of 65
least striking instance of 71
least thought possible by 46
least turned attention to 84
least twenty quarters of 75
least twenty speeches in 54
least without recourse to 60
leave almost entirely in 49
leave before breakfast in 40
leave before completing the 518
leave before daylight to 46
leave before proceeding to 132
leave behind deposits of 101
leave behind evidence of 366
leave behind hundreds of 61
leave behind memories of 84
leave behind thousands of 165
leave behind whenever he 82
leave enough evidence to 40
leave enough property to 57
leave france isolated in 47
leave further analysis of 52
leave further proceeding to 45
leave higher education to 45
leave little evidence in 91
leave little evidence of 483
leave little prospect of 71
leave myself entirely in 364
leave myself entirely to 112
leave policy decisions to 140
leave public business in 52
leave public business to 56
leave public education in 154
leave school equipped to 43
leave school ignorant of 81
leave school prepared to 115
leave undone whatever he 109
leave without attempting to 169
leave without completing the 209
leave without disturbing the 219
leave without expressing my 98
leave without submitting to 58
leaving behind deposits of 108
leaving behind evidence of 127
leaving behind hundreds of 367
leaving behind memories of 102
leaving behind remnants of 54
leaving behind thousands of 385
leaving heresy unharmed by 108
leaving higher education to 47
leaving little evidence of 379
leaving little prospect of 62
leaving madame catherine the 43
leaving policy decisions to 63
leaving slight supports or 148
leaving various articles in 94
left active politics in 53
left active politics to 46
left almost desolate by 102
left almost entirely at 90
left almost entirely in 1661
left almost entirely on 329
left almost entirely to 17403
left almost entirely up 319
left atrium adjacent to 116
left atrium attached to 42
left atrium connects to 61
left atrium increases the 49
left atrium receives the 427
left atrium relative to 44
left before completing the 709
left before daylight to 52
left before graduating in 50
left before graduating to 226
left behind accounts of 94
left behind anywhere in 46
left behind attached to 47
left behind children of 40
left behind continue to 160
left behind deposits of 103
left behind disclose the 60
left behind elements of 43
left behind evidence of 299
left behind examples of 58
left behind hundreds of 571
left behind legacies of 46
left behind memories of 161
left behind remained in 40
left behind remnants of 80
left behind resolved to 47
left behind returned to 51
left behind thousands of 585
left behind whenever the 53
left bitter memories in 540
left bitter memories of 110
left bitter memories on 40
left branch supplies the 45
left bundle branches is 54
left bundle branches to 100
left column consisting of 103
left column consists of 61
left column contains the 835
left column displays the 145
left column indicate the 85
left column presents the 75
left corner contains the 88
left corner displays the 73
left corner indicate the 48
left corner relative to 58
left enduring memorials of 99
left england mistress of 104
left enough evidence to 161
left heroic couplets to 170
left kneeling directly in 60
left little evidence in 55
left little evidence of 1541
left little evidence to 44
left little prospect of 276
left margin followed by 73
left margin indicate the 127
left margin opposite the 171
left middle cerebral is 59
left myself entirely in 44
left second premolar is 78
left second premolar to 50
left something valuable in 44
left standing opposite the 47
left unsaid concerning the 47
left wholly ignorant of 121
left window contains the 45
left window displays the 169
left winter quarters at 111
left winter quarters in 153
left winter quarters on 121
left without attempting to 318
left without authority to 44
left without ceremony or 97
left without completing the 530
left without direction or 73
left without discussing the 88
left without disturbing the 281
left without evidence of 178
left without examples of 41
left without graduating in 59
left without guidance as 236
left without guidance by 214
left without guidance in 366
left without guidance on 97
left without guidance or 291
left without guidance to 209
left without property or 58
left without recourse in 107
left without recourse to 127
left without resource or 45
left without subjects or 96
left without supplies of 47
left without supplies or 76
legs became entangled in 254
legs before attempting to 44
legs pointing straight up 70
legs pumped furiously as 54
legs seemed suddenly to 55
legs sticking straight up 725
legs without attempting to 77
lend another dimension to 69
lend excess reserves to 99
lend further authority to 40
lend further credence to 1320
lend further emphasis to 109
lend further evidence to 157
lend further validity to 43
lend greater authority to 181
lend greater credence to 335
lend greater emphasis to 141
lend greater interest to 51
lend greater precision to 124
lend greater prestige to 55
lend greater validity to 49
lend itself directly to 235
lend itself entirely to 57
lend little credence to 149
lend special emphasis to 91
lend special interest to 176
lend visual interest to 58
lend without interest to 50
length became apparent to 85
length became dangerous in 44
length became involved in 52
length became sensible of 151
length become conscious of 45
length become manifest to 122
length become possible to 55
length become sensible of 227
length before attempting to 46
length before proceeding to 107
length mirror attached to 472
length mirror fastened to 92
length mirror opposite the 158
length placed parallel to 47
length scales involved in 402
length scales relevant to 124
length should therefore be 112
length something occurred to 56
length standing portrait of 129
length varies directly as 184
length various exploits of 52
length wholly banished by 152
length without disturbing the 127
length without thickness or 42
lens fibers continue to 78
lens should therefore be 82
lens system composed of 73
lens system consisting of 326
lens system consists of 202
lens system designed by 48
lens system designed to 86
lent another dimension to 61
lent further authority to 62
lent further credence by 125
lent further credence to 781
lent further emphasis to 55
lent further momentum to 49
lent greater authority to 74
lent greater credence to 135
lent itself directly to 86
lent itself specially to 42
lent itself superbly to 70
lent little credence to 69
lent special emphasis to 79
lent special interest to 85
lent without interest to 279
less abrupt cessation of 50
less active approach to 67
less active compared to 95
less active condition of 50
less active interest in 463
less active secretion of 66
less active segments of 48
less actual quantity of 44
less anxious attention to 48
less anxious concerning the 122
less appealing argument is 99
less assets retained to 257
less banned approach to 60
less become involved in 92
less brutal treatment of 53
less busily employed in 118
less carbon monoxide is 56
less checking required on 126
less clearly apparent in 95
less clearly attached to 48
less clearly conscious of 194
less clearly indicate the 55
less clearly involved in 49
less clearly manifest in 46
less clearly outlined in 42
less clearly relevant to 65
less clearly separate the 65
less clearly traceable in 48
less clearly traceable to 45
less common approach is 184
less common approach to 235
less common category of 81
less common compared to 132
less common condition in 111
less common condition is 88
less common condition of 161
less common elements in 120
less common elements of 61
less common examples of 222
less common gestures in 44
less common patterns of 204
less common practice in 150
less common practice is 218
less common practice of 218
less common practice to 271
less common relative to 72
less common response to 40
less common situation in 196
less common situation is 62
less common situation of 79
less common symptoms of 243
less common variations of 43
less copious secretion of 50
less costly approach is 161
less costly approach to 180
less costly compared to 139
less costly relative to 143
less costly solutions to 62
less deeply affected by 294
less deeply attached to 60
less deeply embedded in 298
less deeply grateful to 42
less deeply imbedded in 128
less deeply immersed in 174
less deeply indebted to 114
less deeply involved in 536
less degree affected by 61
less degree attached to 40
less dilute solutions of 40
less direct allusions to 149
less direct approach is 162
less direct approach of 50
less direct approach to 914
less direct attempts to 43
less direct attention to 124
less direct challenge to 72
less direct emphasis on 61
less direct evidence in 129
less direct evidence is 43
less direct evidence of 425
less direct evidence on 60
less direct evidence to 70
less direct exposure to 300
less direct extension of 71
less direct imitation of 223
less direct interest in 455
less direct interest to 222
less direct outgrowth of 61
less direct pressure on 55
less direct pressure to 47
less direct products of 94
less direct response to 352
less direct transfer of 162
less dubious evidence of 61
less effort compared to 50
less effort expended in 98
less effort expended on 130
less effort involved in 109
less effort required in 49
less effort required to 221
less energy compared to 130
less energy expended in 61
less energy produced at 125
less energy required to 154
less english education he 52
less ethereal elevation of 59
less evenly balanced in 84
less exacting standard of 293
less exacting standard to 81
less extent affected by 55
less extent produced the 54
less finish bestowed on 63
less firmly adherent to 261
less firmly anchored in 180
less firmly anchored to 84
less firmly attached to 1562
less firmly embedded in 119
less firmly grounded in 234
less firmly resolved to 98
less formal accounts of 56
less formal analysis of 165
less formal approach in 83
less formal approach is 290
less formal approach of 58
less formal approach to 1180
less formal attempts to 67
less formal channels of 234
less formal education in 152
less formal education or 216
less formal networks of 123
less formal occasions the 122
less formal patterns of 231
less formal treatment of 142
less freely permeable to 46
less futile attempts to 58
less futile imitation of 112
less heavily burdened by 56
less heavily invested in 54
less heavily involved in 184
less heavily weighted by 42
less heavily weighted in 116
less highly esteemed by 200
less highly esteemed in 84
less highly regarded as 122
less highly regarded by 369
less highly regarded in 187
less humane treatment of 66
less imposing allusions to 45
less ingenious attempts to 64
less justly ascribed to 40
less keenly conscious of 44
less kindly disposed to 222
less likely actually to 141
less likely affected by 48
less likely compared to 65
less likely nowadays to 75
less likely therefore to 145
less limiting condition of 52
less lively interest in 125
less marked compared to 41
less marked condition of 55
less marked elevation of 121
less marked evidence of 59
less marked increases in 80
less marked reduction in 236
less marked reduction of 120
less marked response to 58
less marked symptoms of 287
less marked tendency of 40
less marked tendency to 1144
less marked variations in 207
less mature children in 93
less mature patterns of 78
less memory compared to 56
less mobile elements of 62
less morbid condition of 50
less normal functioning of 93
less normal patterns of 42
less obvious allusions to 51
less obvious benefits of 134
less obvious benefits to 58
less obvious dimension of 50
less obvious elements in 58
less obvious elements of 132
less obvious evidence of 111
less obvious examples of 378
less obvious functions of 80
less obvious instance of 101
less obvious interest in 46
less obvious multiple of 79
less obvious objection to 55
less obvious patterns of 81
less obvious problems in 42
less obvious problems of 94
less obvious relations of 102
less obvious symptoms of 88
less obvious tendency to 43
less opaque darkness of 47
less openly critical of 93
less oxygen delivery to 42
less oxygen relative to 52
less partial theologians of 82
less pliable impulses to 83
less potent compared to 45
less potent stimulus to 40
less pressing problems of 67
less pressing questions to 122
less public attention in 44
less public attention to 115
less public interest in 201
less random selection of 279
less random sequence of 116
less readily absorbed by 242
less readily absorbed in 60
less readily accepted as 64
less readily accepted by 204
less readily accepted in 124
less readily affected by 252
less readily amenable to 100
less readily apparent in 111
less readily apparent is 49
less readily apparent to 80
less readily attacked by 411
less readily degraded by 47
less readily detected by 72
less readily detected in 93
less readily digested by 60
less readily disposed of 44
less readily observed in 50
less readily oxidized by 49
less remote branches of 41
less robust response to 71
less savory elements of 85
less scarce relative to 249
less serious approach to 72
less serious attempts to 112
less serious attention to 68
less serious branches of 50
less serious category of 83
less serious challenge to 46
less serious compared to 41
less serious condition of 79
less serious examples of 54
less serious injuries to 83
less serious interest in 56
less serious intrusion on 55
less serious objection to 86
less serious obstacle to 216
less serious offenses in 50
less serious offenses or 57
less serious offenses to 59
less serious problems in 159
less serious problems of 223
less serious problems to 60
less serious symptoms of 58
less serious violations of 205
less severe compared to 218
less severe condition of 50
less severe declines in 44
less severe episodes of 221
less severe examples of 93
less severe injuries in 43
less severe injuries the 64
less severe injuries to 87
less severe problems in 151
less severe problems of 140
less severe reduction in 144
less severe reduction of 70
less severe response to 44
less severe symptoms at 47
less severe symptoms in 104
less severe symptoms of 515
less severe symptoms or 62
less severe treatment of 74
less sexual activity in 81
less sexual interest in 80
less simply engrossed by 128
less something produced by 70
less stable compared to 120
less stable condition of 79
less stable elements in 61
less stable elements of 147
less stable patterns of 261
less stable relative to 117
less stigma attached to 716
less strange republic of 55
less strange tradition on 47
less strict approach to 160
less strict attention to 85
less strict standard of 430
less striking contrast to 100
less striking evidence of 139
less striking examples of 131
less striking exception to 54
less striking instance of 114
less striking parallel in 50
less subtle approach to 40
less subtle attempts to 42
less unjust projects of 63
less upward pressure on 431
less urgent examples of 59
less urgent problems of 52
less veiled allusions to 58
less vested interest in 216
less violent agitation of 148
less violent approach to 64
less violent symptoms of 47
less visual attention to 46
less warmly attached to 188
less warmly received by 77
less warmly received in 46
less warmly welcomed by 60
less weight attached to 67
less weight attaches to 51
less weight compared to 59
less widely accepted as 91
less widely accepted by 95
less widely accepted in 156
less widely diffused in 86
less widely employed in 50
less widely regarded as 66
less zealous admirers of 119
less zealous exertions in 50
lice become infected by 40
lien created pursuant to 262
lies almost directly in 258
lies almost directly on 93
lies almost entirely in 6324
lies almost entirely on 787
lies almost entirely to 404
lies almost opposite the 176
lies almost opposite to 185
lies almost parallel to 865
lies behind attempts to 96
lies buried underneath the 102
lies deeply concealed in 109
lies deeply embedded in 959
lies deeply imbedded in 496
lies firmly embedded in 44
lies hidden underneath the 89
life almost entirely as 41
life almost entirely in 339
life almost entirely on 102
life almost entirely to 310
life almost everyone he 82
life almost ignorant of 57
life already referred to 155
life always contains the 56
life always remained the 51
life appears possible on 53
life became absorbed in 72
life became ambitious to 56
life became apparent in 73
life became apparent to 92
life became attached to 63
life became centered in 65
life became centered on 91
life became conscious of 40
life became consumed by 45
life became entangled in 63
life became involved in 117
life became possible on 51
life became possible to 57
life became questions of 60
life become conscious of 73
life become entangled in 100
life becoming conscious of 108
life before attempting to 72
life before proceeding to 74
life before succumbing to 76
life belongs entirely to 65
life belongs properly to 56
life better equipped to 44
life clearly reflects the 44
life course analysis is 80
life course analysis of 124
life course approach in 68
life course approach is 163
life course approach to 977
life course consists of 81
life course patterns in 77
life course patterns of 264
life cycles continue to 93
life dashed downward in 76
life deeply attached to 49
life deeply embedded in 56
life deeply involved in 79
life depend entirely on 97
life estate acquired by 54
life estate followed by 301
life estate interest in 275
life estate interest is 59
life estate received by 61
life estate reserved to 78
life estate retained by 56
life events approach to 219
life events compared to 141
life events continue to 87
life events included in 58
life events interact to 98
life events occurred in 89
life events reported by 244
life events reported in 47
life exists anywhere in 51
life firmly attached to 48
life framed entirely to 55
life greatly increases the 53
life greatly inimical to 54
life hardly conduces to 87
life hardly conscious of 53
life higher elevation or 75
life highly agreeable to 45
life income interest in 691
life income interest is 57
life income interest of 44
life income interest to 142
life issues relevant to 44
life itself consists in 146
life itself consists of 179
life itself depended on 1179
life itself provides the 55
life little affected by 50
life passed entirely in 45
life passes entirely in 49
life planting cabbages on 53
life prison sentence on 160
life remain shrouded in 46
life seemed consumed in 47
life seemed destined to 316
life seemed lovelier to 85
life seemed scarcely to 70
life seemed suddenly to 570
life seemed threatened by 47
life served fearfully to 50
life should continue as 118
life should continue in 54
life should continue to 330
life should likewise be 47
life should probably be 45
life should properly be 63
life should resemble the 98
life should therefore be 347
life skills approach to 86
life skills education in 57
life skills required to 91
life slowly returned to 261
life tables compiled by 45
life tables prepared by 165
life tenant entitled to 97
life through attempting to 40
life through exposure to 105
life through extension to 42
life through hundreds of 58
life through programs of 40
life through provision of 46
life through thousands of 77
life versus quantity of 97
life virtue consists in 51
life warmly attached to 52
life wholly contrary to 51
life without abandoning the 75
life without addressing the 50
life without affection is 45
life without attempting to 224
life without children in 43
life without children is 177
life without children or 63
life without conflict is 50
life without consulting me 63
life without consulting the 74
life without delights is 86
life without destroying it 142
life without destroying the 166
life without developing the 41
life without direction or 61
life without disrupting it 43
life without disrupting the 47
life without disturbing the 104
life without education at 52
life without elevation or 164
life without endangering the 90
life without evidence of 114
life without exploiting the 46
life without exposure to 63
life without forgetting the 80
life without industry is 242
life without neglecting the 57
life without neglecting to 85
life without parallel in 68
life without perceiving it 48
life without prospect of 45
life without questioning it 43
life without questioning the 96
life without recourse to 531
life without reflecting on 70
life without renouncing the 55
life without struggle or 64
life without submitting to 64
life without succumbing to 211
life without suspecting the 42
life without suspicion of 54
life without undergoing the 41
life without weariness in 46
like albert einstein or 82
like almost everyone in 675
like andrew carnegie in 45
like andrew carnegie or 75
like andrew fletcher of 76
like another colossus of 66
like another daughter to 370
like another hercules in 63
like another instance of 241
like another lifetime to 40
like another paradise of 203
like another presence in 167
like anyone involved in 45
like awarding execution on 44
like becoming involved in 118
like belief prevails in 58
like bodies attached to 115
like bodies composed of 145
