lad his parents moved 42
law that governs social 53
law that granted women 44
law that limited women 82
law that national ships 48
law that natural reason 61
law that slavery could 43
law that uplifts human 1146
law thus brought about 130
law was adopted after 107
law was adopted which 303
law was amended again 220
law was amended twice 42
law was applied under 82
law was brought about 295
law was brought within 45
law was carried which 55
law was delayed until 77
law was drafted which 52
law was enacted about 70
law was enacted after 360
law was enacted changing 54
law was enacted creating 186
law was enacted march 55
law was enacted under 324
law was enacted until 150
law was enacted which 2510
law was invalid under 103
law was largely based 76
law was modeled after 134
law was repealed after 262
law was repealed march 43
law was repealed under 80
law was repealed which 127
law was repealed within 88
law was revised again 78
law was revived which 78
law was several times 78
law was worried about 54
law with peculiar rigor 40
lax and general sense 40
lax and popular sense 58
lax for capital cases 104
lay all together about 64
lay and collect taxes 71653
lay and medical people 66
lay and medical press 605
lay for minutes looking 48
lay for several hours 901
lay for several miles 272
lay for several months 278
lay for several weeks 573
lay his eyelids close 61
lay his majesty under 42
lay his profane hands 41
lay his purpose aside 60
lay his warlike rider 48
lay its profane hands 44
lay low everything which 91
lay new railway lines 54
lay off workers rather 132
lay off workers until 65
lay off workers while 41
lay off workers whose 46
lay one hundred miles 192
lay our country waste 41
lay our private world 94
lay six hundred miles 75
lay two hundred miles 356
lay two hundred paces 42
lay two hundred yards 477
lay two letters which 66
lay two thousand miles 74
lay with clasped hands 58
lead and arsenic which 121
lead and bullets which 48
lead and cadmium salts 45
lead and cadmium which 100
lead and calcium salts 57
lead and command within 54
lead and control others 141
lead and inspire others 583
lead and mercury salts 140
lead and mercury which 46
lead and several winning 47
lead and uranium salts 60
lead has pinched right 47
lead his partner above 42
lead one thousand ships 103
lead our country still 110
lead them against paris 43
lead them against persia 61
lead them forward again 73
lead them forward under 45
leaf and blossom alike 47
leaf but trembling teems 56
leaf that usually forms 43
leaf that wrapped round 50
leaf was pleasant though 171
lean and haggard cheek 46
lean and quivering hands 43
leap out equally swift 146
leap two hundred times 95
leas and eternal skies 45
led all national league 167
led for several miles 96
led for several months 46
led her outside where 97
led him captive about 40
led him forward until 72
led him outside where 61
led him several times 112
led his advance guard 170
led his cavalry again 41
led his charges thither 119
led his company round 123
led his company since 49
led his fanatic horde 45
led his stately ranks 143
led his thousand lords 49
led his warlike array 84
led one country after 42
led them forward again 190
led them forward until 106
led them several miles 80
led them several times 44
leg and started pulling 55
leg for several hours 57
leg for several months 83
leg for several weeks 72
leg had stopped hurting 53
leg was crushed under 71
leg was doubled under 90
leg was trapped under 82
leg was twisted beneath 62
leg was twisted under 175
let all flowers bloom 204
let dry between coats 56
let each student write 86
let god himself judge 43
let her clasped hands 168
let her clatter right 85
let her country boast 133
let her eyelids close 209
let her eyelids drift 372
let her eyelids droop 810
let her husband alone 52
let her husband carry 54
let her husband sleep 186
let her husband spend 55
let her husband stand 62
let her husband touch 226
let her muscles relax 119
let her playthings alone 69
let her respect others 52
let her slender fingers 69
let her suspect anything 96
let her thoughts drift 2478
let her thoughts dwell 473
let her thoughts float 45
let her thoughts stray 273
let him despise woman 97
let him forsake pride 119
let him patient climb 40
let him proceed alone 42
let him proceed until 44
let him receive forty 89
let him suspect anything 133
let him venture alone 92
let his animals graze 118
let his decision stand 97
let his emotions carry 64
let his emotions cloud 59
let his enemies waste 135
let his eyelids close 279
let his eyelids drift 108
let his eyelids droop 732
let his fairest cynthia 51
let his general wants 47
let his laurels wither 59
let his muscles relax 218
let his passions carry 86
let his patient blood 58
let his subject quite 41
let his thoughts carry 55
let his thoughts drift 2588
let his thoughts dwell 681
let his thoughts float 63
let his thoughts loose 245
let his thoughts stray 410
let one example stand 55
let our animals graze 43
let our faithful yeoman 56
let our hitherto noble 171
let our masters fight 47
let our ordered lives 1314
let our thoughts drift 135
let our thoughts dwell 566
let our thoughts often 49
let our thoughts rather 46
let our thoughts stray 54
let out several times 47
let that blanket alone 43
let that butcher loose 109
let that comment slide 131
let that decision stand 176
let that luggage alone 67
let that precious heaven 50
let that question alone 51
let that sadness change 119
let that subject alone 103
let them compare notes 105
let them descend again 40
let them frankly point 211
let them furnish funds 58
let them quietly enjoy 59
let them scratch where 80
let them signify under 134
let them suspect anything 57
let this article stand 58
let this chapter stand 101
let this decision stand 152
let this example serve 45
let this mixture stand 153
let this passage stand 304
let this precept dwell 126
let this solution stand 61
let this subject alone 87
let you control which 196
let you perform tasks 66
let you proceed until 51
let you quickly apply 55
let you quickly change 79
let you quickly create 98
let you specify where 105
let you specify which 394
let you withdraw money 61
lid was painted green 43
lid with trembling fingers 47
lid with trembling hands 42
lie all tumbled about 83
lie and deceive others 87
lie and deceive people 117
lie and sweetly sleep 342
lie for several hours 307
lie for several months 388
lie for several weeks 184
lie one hundred miles 228
lie that anybody would 108
lie two hundred miles 58
lie two hundred times 86
lie two thousand miles 110
lion and dolphin shows 50
lion and spotted hyaena 85
lion and spotted hyena 67
lion and unicorn which 44
lion with perfect reason 52
lip and alveolar ridge 198
lip was swollen where 42
lip was trembling again 62
lit our aimless gloom 82
lit two candles which 43
lit with ghastly flame 51
lit with natural light 280
log for several weeks 44
long ago brought about 157
long ago brought under 48
long ago decided never 56
long ago dropped apart 75
long ago married again 83
long ago stopped calling 58
long ago stopped feeling 146
long ago stopped looking 100
long ago stopped talking 72
long ago stopped thinking 278
long ago stopped working 129
long ago written after 67
long and agonizing grasp 46
long and agonizing hours 44
long and agonizing night 41
long and agonizing ordeal 48
long and agonizing period 91
long and agonizing search 61
long and arduous chase 205
long and arduous climb 509
long and arduous cross 106
long and arduous drive 86
long and arduous field 65
long and arduous fight 313
long and arduous hours 813
long and arduous labor 1289
long and arduous learning 94
long and arduous lives 41
long and arduous march 1080
long and arduous months 85
long and arduous night 80
long and arduous ordeal 95
long and arduous period 605
long and arduous quest 309
long and arduous reign 78
long and arduous route 293
long and arduous search 715
long and arduous season 64
long and arduous siege 323
long and arduous study 606
long and arduous tasks 101
long and arduous tours 72
long and arduous trail 149
long and arduous tramp 52
long and arduous treks 41
long and arduous trips 184
long and arduous working 167
long and average about 50
long and averaging about 182
long and awkward hours 63
long and awkward limbs 40
long and awkward pause 252
long and between thirty 45
long and blessed evening 87
long and blessed reign 80
long and borrowing short 808
long and borrows short 139
long and branching chain 188
long and branching horns 52
long and careful essay 40
long and careful labor 72
long and careful nursing 361
long and careful period 41
long and careful reply 44
long and careful search 839
long and careful stalk 92
long and careful study 6165
long and careful testing 53
long and careful thinking 57
long and carried about 102
long and complex cases 85
long and complex chain 505
long and complex essay 47
long and complex forms 43
long and complex growth 92
long and complex learning 155
long and complex legal 148
long and complex names 52
long and complex novel 388
long and complex period 274
long and complex piece 114
long and complex route 64
long and complex social 118
long and complex story 1578
long and complex study 71
long and complex texts 84
long and complex train 169
long and complex trials 42
long and complex words 107
long and complex works 105
long and confusing story 68
long and contain about 53
long and contain eight 49
long and crowded train 50
long and demanding hours 93
long and demanding roles 67
long and devoted study 95
long and doleful night 50
long and dreadful night 152
long and dreadful pause 71
long and dreadful siege 43
long and elegant fingers 72
long and equally broad 145
long and erratic hours 121
long and exposed coast 137
long and faithful labor 42
long and faithful study 95
long and faithful vigil 40
long and familiar usage 146
long and fatiguing chase 60
long and fatiguing climb 52
long and fatiguing march 2086
long and fatiguing night 141
long and fatiguing rides 74
long and fatiguing search 60
long and fatiguing walks 163
long and fifteen broad 697
long and fifteen miles 641
long and fifteen yards 61
long and frantic search 47
long and gallant fight 179
long and general usage 116
long and ghastly necks 175
long and glorious period 173
long and glorious reign 3058
long and glorious story 52
long and gradual decay 61
long and gradual growth 202
long and gradual period 43
long and gradual slope 236
long and happily lived 85
long and happily reign 82
long and harassing evening 43
long and harassing march 331
long and harassing night 109
long and harrowing story 50
long and healthful lives 49
long and honored place 73
long and hurried march 150
long and inglorious reign 199
long and intense frost 119
long and intense hours 68
long and intense period 147
long and intense search 47
long and intense study 250
long and loosely built 43
long and massive piles 51
long and massive stone 43
long and measured steps 69
long and obscure period 126
long and ominous pause 77
long and pacific reign 50
long and painful agony 253
long and painful climb 93
long and painful delay 126
long and painful exile 246
long and painful fasts 45
long and painful fight 73
long and painful growth 95
long and painful hours 218
long and painful inner 74
long and painful labor 422
long and painful learning 65
long and painful march 832
long and painful months 159
long and painful night 367
long and painful ordeal 226
long and painful pause 426
long and painful period 1034
long and painful quest 82
long and painful route 207
long and painful scene 77
long and painful search 416
long and painful siege 253
long and painful social 54
long and painful state 58
long and painful story 568
long and painful study 295
long and painful trials 102
long and painful waiting 41
long and painted black 45
long and pathetic appeal 57
long and pathetic story 45
long and patient hours 101
long and patient labor 1382
long and patient search 481
long and patient siege 63
long and patient study 4886
long and patient teaching 202
long and patient though 67
long and patient vigil 116
long and patient waiting 1221
long and peaceable reign 57
long and peaceful lives 89
long and peaceful night 84
long and peaceful period 84
long and peaceful reign 1636
long and peaceful sleep 172
long and perfect tusks 57
long and perhaps fifty 48
long and perhaps longer 56
long and perhaps thirty 115
long and pitiful story 97
long and pleasant drive 55
long and pleasant evening 168
long and pleasant grass 93
long and pleasant hours 136
long and pleasant sighs 122
long and pleasant visit 153
long and pleasant walks 61
long and pointed fingers 42
long and pointed leaves 275
long and pointed nails 123
long and pointed snout 224
long and pompous words 48
long and popular reign 45
long and previous study 42
long and previous train 58
long and quietly watch 148
long and rapidly growing 48
long and reddish brown 298
long and regular files 101
long and regular hours 180
long and regular lines 96
long and regular swell 108
long and relieving breaths 53
long and repeated halts 104
long and repeated study 46
long and repeated trials 63
long and restful sleep 173
long and retired walks 50
long and settled usage 47
long and seventy broad 457
long and seventy miles 114
long and seventy yards 62
long and several miles 400
long and several short 137
long and several small 83
long and several times 68
long and several yards 85
long and shallow grave 188
long and sixteen broad 375
long and sixteen miles 135
long and slender bills 125
long and slender bones 55
long and slender cells 93
long and slender claws 96
long and slender fingers 560
long and slender forms 126
long and slender hairs 54
long and slender hands 156
long and slender lance 40
long and slender leaves 112
long and slender limbs 409
long and slender lines 58
long and slender lower 46
long and slender necks 47
long and slender point 121
long and slender poles 60
long and slender roots 113
long and slender shaft 54
long and slender shape 142
long and slender snake 89
long and slender snout 186
long and slender spine 136
long and slender stalk 227
long and slender stems 218
long and slender stick 145
long and slender tails 64
long and slender though 48
long and slender threads 89
long and slender throat 43
long and slender tongue 439
long and slender trunk 57
long and slender tubes 101
long and slender twigs 57
long and slender waist 43
long and slender while 170
long and slender white 58
long and slothful reign 61
long and spacious aisle 59
long and stately front 289
long and stately sweep 52
long and strongly built 58
long and summers short 55
long and tenuous lines 68
long and thirteen broad 131
long and thirteen miles 112
long and thorough cooking 44
long and thorough search 131
long and thorough study 563
long and unhappy exile 82
long and unhappy period 67
long and unhappy reign 47
long and unhappy story 102
long and uniform usage 187
long and unsocial hours 211
long and unusual hours 137
long and unusual words 263
long and unvarying habit 60
long and useless search 87
long and usually about 169
long and variable period 107
long and wakeful night 64
long and warlike reign 93
long and weighed about 876
long and weighed eight 55
long and weighed forty 45
long and weighed nearly 157
long and weighed thirty 75
long but pleasant hours 43
long but unknown period 67
long day finally ended 47
long for sidelong would 59
long for simpler times 58
long for worldly honor 112
long had elapsed since 143
long has elapsed since 94
long has lowered above 43
long her husband would 137
long her majesty shall 43
long his arrival would 40
long his journey would 61
long led unhealthy lives 58
long low archway which 41
long low windows telling 49
long old rickety desks 57
long our journey would 41
long run average costs 890
long run average total 537
long run average value 64
long run because firms 45
long run because people 56
long run brought about 252
long run capital stock 147
long run control others 74
long run everything would 82
long run exchange rates 69
long run germany could 50
long run germany would 55
long run matters would 47
long she herself lives 69
long that peculiar gasping 61
long that process takes 78
long that process would 41
long this process might 218
long this process takes 717
long this process would 343
long two hundred miles 40
long use becomes quite 65
long war against china 48
long war against japan 162
long war against louis 86
long war against spain 160
long war between athens 138
long war between spain 119
long wax candles burning 50
long way between towns 42
long way together since 148
long way towards breaking 265
long way towards calming 59
long way towards changing 218
long way towards clearing 244
long way towards closing 124
long way towards creating 916
long way towards curbing 49
long way towards cutting 56
long way towards denying 41
long way towards filling 386
long way towards finding 233
long way towards fitting 53
long way towards forming 66
long way towards freeing 63
long way towards gaining 146
long way towards getting 382
long way towards helping 1541
long way towards keeping 606
long way towards killing 44
long way towards learning 48
long way towards lifting 45
long way towards meeting 4726
long way towards opening 78
long way towards placing 87
long way towards proving 699
long way towards putting 266
long way towards raising 171
long way towards reaching 88
long way towards ruining 73
long way towards setting 373
long way towards shaping 159
long way towards showing 440
long way towards solving 2703
long way towards soothing 49
long way towards sorting 46
long way towards turning 101
long way towards winning 256
long way towards working 45
lot and adjoining filling 43
lot and buildings thereon 149
lot and erected thereon 62
lot and started walking 55
lot for fifteen cents 45
lot for granted about 46
lot for several hours 45
lot for several months 59
lot for several weeks 48
lot ten minutes later 153
lot that destiny might 55
lot was written about 160
low air exchange rates 73
low and altered voice 179
low and approving laugh 69
low and capital costs 70
low and cautious voice 59
low and declining growth 42
low and declining level 160
low and declining rates 123
low and declining share 70
low and declining state 180
low and declining urban 117
low and declining voter 49
low and declining wages 44
low and decreasing level 47
low and degrading vices 87
low and degrading views 85
low and distant hills 86
low and distant sound 149
low and doleful voice 64
low and dreadful fever 47
low and dropout rates 55
low and dropped bombs 44
low and exchange rates 50
low and faltering voice 335
low and fertile lands 84
low and groveling minds 41
low and guarded tones 46
low and guarded voice 85
low and hurried tones 87
low and hurried voice 455
low and increase every 43
low and intense voice 75
low and limited order 112
low and measured tones 99
low and measured voice 79
low and musical voice 195
low and nervous about 49
low and obscure state 48
low and ominous growl 75
low and operating costs 65
low and pleasant sound 219
low and pleasant voice 215
low and popular price 46
low and rapidly falling 81
low and regular swell 83
low and reverse sliding 107
low and rounded hills 84
low and ruinous sheep 80
low and selfish cunning 70
low and servile state 84
low and slender voice 119
low and stifled groan 50
low and stifled voice 85
low and subdued tones 76
low and subdued voice 136
low and sweetly toned 111
low and tardily would 139
low and trembling tones 122
low and trembling voice 842
low and unequal wages 44
low and uniform level 98
low and uniform rates 71
low and unsteady voice 111
low and unworthy views 120
low and usually fixed 87
low and worldly shade 107
low but audible tones 41
low but audible voice 287
low but excited tones 48
low but excited voice 112
low but intense voice 116
low but massive stone 43
low but musical rhythm 42
low but pleasant voice 43
low fat content makes 49
low for several hours 194
low for several months 370
low for several weeks 363
low lying coastal plain 64
low lying excited state 111
low mean arterial blood 55
low net present value 52
low our cottage doors 91
low raw material costs 174
low real exchange rates 72
low sex hormone binding 44
low that farmers could 78
low that workers could 64
low who condone lynch 70
low with rapture until 68
low with scarlet fever 70
low with typhoid fever 204
low yet dreadful groan 70
lung and adrenal gland 91
lung and amniotic fluid 114
lung and mammary gland 55
lung and pleural space 551
lung and regional lymph 92
lung and tracheal fluid 54
lung and urinary tract 235
lying and corrupt words 255
lying and deceiving people 42
lying for several hours 338
lying for several months 89
lying for several weeks 43
lying one hundred miles 65
lying two hundred miles 58
lying two hundred yards 83
