laboratory at pacific grove 95
literature on central banks 58
literature on central place 66
literature on climate change 419
literature on cocaine abuse 65
literature on college teaching 172
literature on concept learning 115
literature on creative thinking 62
literature on culture change 163
literature on customs unions 171
literature on exchange rates 102
literature on foreign trade 109
literature on insider trading 64
literature on language learning 223
literature on language teaching 171
literature on lifelong learning 121
literature on machine learning 123
literature on married women 49
literature on mastery learning 50
literature on medical ethics 190
literature on minimum wages 48
literature on optimal growth 75
literature on planned change 396
literature on popular music 268
literature on problem solving 501
literature on repeated games 91
literature on research ethics 51
literature on service learning 114
literature on student learning 209
literature on welfare state 153
literature or creative writing 361
literature or history which 41
literature or science which 72
literature the faculty takes 57
literature the following works 44
literature to support either 44
littleness or cherish spite 69
livelihood in foreign lands 59
localities at certain times 90
localities in britain where 41
localities in germany where 40
locomotive or railway engine 78
loneliness of elderly people 70
loveliness of arcadian beauty 54
loveliness of cerulean depths 54
loveliness of perfect deeds 808
lubrication of journal bearings 93
luminaries of ancient times 52
luminosity at maximum light 131
luminosity of stained glass 63
lymphatics to regional lymph 935
lymphatics to regional nodes 117
