lab tests have shown 64
let alone making money 51
let alone move about 94
let alone other forms 92
let alone other kinds 65
let alone other parts 93
let alone other people 546
let alone other types 49
let alone save anything 40
let alone save money 40
let alone speak about 71
let alone take action 118
let alone take sides 40
let alone take steps 78
let alone talk about 2260
let alone their first 41
let alone their lives 86
let alone their names 150
let alone their social 81
let alone their wives 74
let alone think about 659
let alone third world 52
let alone those under 88
let alone those which 338
let alone those whose 106
let alone three months 122
let alone three times 158
let alone three weeks 70
let alone what could 46
let alone what might 194
let alone what others 50
let alone what would 127
let alone young people 64
let alone your father 91
let alone your mother 60
let anything slip about 105
let blood four times 128
let blood three times 189
let chaos come again 42
let dough rise again 53
let dough rise until 118
let drive their flock 146
let every other power 502
let father time shake 73
let folks know about 121
let folks know where 51
let grass grow under 2359
let loose from every 95
let loose from heaven 41
let loose from thence 60
let loose from under 53
let loose once again 59
let loose some birds 44
let loose their first 42
let loose their minds 42
let loose their springs 49
let loose these springs 47
let loose those rolling 47
let loose upon every 41
let loose upon israel 50
let loose wild beasts 95
let loose your tongue 45
let might help right 127
let others have theirs 257
let others keep theirs 41
let others know about 3988
let others know where 474
let others know which 52
let others live theirs 109
let others look after 153
let others mind theirs 70
let others rest until 40
let others speak first 131
let others take warning 192
let others talk about 78
let people know about 7001
let people know right 61
let people know where 1639
let people know which 127
let people talk about 551
let people think about 42
let stand four hours 51
let stand over night 3427
let stand three hours 55
let users know about 71
let users know where 86
lie about five miles 373
lie about four miles 318
lie about their names 94
lie about these words 62
lie about three miles 504
lie about what really 87
lie about your father 51
lie awake hour after 189
lie awake some night 70
lie layer upon layer 188
lie light upon thomas 50
lie might have added 70
lie shall have power 147
lie still even longer 76
lie still till morning 130
lie under great guilt 43
lie within five miles 198
lie within their ambit 45
lie within their field 126
lie within their grasp 412
lie within their power 823
lie within their scope 138
lie within these pages 116
lie within these ranges 131
lie within three miles 177
lie within your grasp 130
lie within your power 300
lie would have found 177
lie would have given 150
lie would have saved 148
lie would have taken 177
lion might have taken 50
lit within their souls 56
log cabin four miles 40
log cabin from which 75
log cabin into which 59
log cabin three miles 63
log house into which 47
log would have shown 91
long about from thence 41
long adorn their chair 67
long after having ceased 101
long after many others 217
long after many people 45
long after most others 283
long after most people 1096
long after most women 112
long after other birds 47
long after other forms 202
long after other parts 452
long after other people 534
long after other signs 47
long after other types 46
long after rest would 40
long after taking power 41
long after their author 314
long after their basic 40
long after their bones 126
long after their brief 55
long after their cause 122
long after their child 120
long after their close 66
long after their defeat 160
long after their dusky 50
long after their entry 55
long after their father 390
long after their final 57
long after their first 2564
long after their landing 115
long after their leader 45
long after their legal 94
long after their lives 62
long after their meeting 414
long after their minds 45
long after their mother 273
long after their names 146
long after their passing 149
long after their peers 159
long after their period 175
long after their playing 119
long after their power 253
long after their prime 54
long after their reason 43
long after their times 165
long after their usual 510
long after their value 109
long after their visit 264
long after their wedding 570
long after their wives 62
long after their words 42
long after their writing 42
long after there arose 607
long after there could 58
long after these first 65
long after these people 168
long after these times 450
long after these words 508
long after those first 44
long after those proud 164
long after those times 131
long after those words 50
long after your child 118
long after your father 259
long after your final 54
long after your first 63
long after your mother 128
long after your visit 61
long after your wedding 48
long amino acid chain 40
long awake last night 48
long beards like turks 47
long beards were often 54
long black beard which 99
long black coat reaching 46
long black coat which 210
long black cord which 56
long black gown which 45
long black hair about 79
long black hair blowing 264
long black hair bound 58
long black hair curling 171
long black hair dangling 84
long black hair drawn 45
long black hair falling 1409
long black hair falls 163
long black hair flowing 1028
long black hair flows 125
long black hair framing 103
long black hair growing 78
long black hair loose 371
long black hair mingled 50
long black hair neatly 70
long black hair piled 49
long black hair reaching 188
long black hair shining 112
long black hair shone 81
long black hair smooth 51
long black hair spread 533
long black hair still 72
long black hair stood 81
long black hair stuck 49
long black hair swaying 96
long black hair swept 195
long black hair tossing 114
long black hair under 104
long black hair until 84
long black hair waved 64
long black hair which 972
long black hair while 118
long black hair would 102
long black hair wound 40
long black lace dress 45
long black line which 62
long black riding boots 50
long black robe which 70
long black silk cloak 72
long black silk dress 371
long black silk scarf 43
long black silk skirt 99
long black veil which 81
long black wool skirt 173
long blond hair blowing 153
long blond hair curling 44
long blond hair falling 353
long blond hair flowing 245
long blond hair loose 139
long blond hair piled 44
long blond hair spread 103
long blond hair stood 53
long blond hair swept 69
long blond hair under 64
long blond hair which 170
long bones during growth 62
long bones from which 56
long bones have fused 114
long bones stop growing 49
long bones were found 269
long bones were split 77
long bones were taken 42
long booms were thrust 54
long borne your blunt 70
long bowed back under 62
long brown hair blowing 76
long brown hair curling 52
long brown hair falling 350
long brown hair falls 46
long brown hair flowing 152
long brown hair framing 113
long brown hair loose 42
long brown hair spread 59
long brown hair swept 56
long brown hair which 184
long bushy tail which 82
long carry over water 56
long chain free fatty 141
long civil wars which 167
long cloak blew about 41
long coast line which 50
long coral reef which 43
long curling hair falling 137
long curly hair falling 80
long curly hair which 66
long delay during which 230
long delay took place 189
long drawing room where 50
long drive during which 53
long drive from texas 158
long drive from where 52
long drive home after 83
long drive home alone 54
long drive over rough 55
long epoch during which 54
long every hour would 54
long exile from place 66
long exile from power 93
long exist half slave 41
long faded from josiah 44
long fatty acid chain 128
long flowing beard which 42
long flowing dark robes 122
long flowing hair which 155
long focal length which 65
long focal length would 48
long frock coat which 57
long glass tube about 113
long glass tube fixed 65
long glass tube reaching 64
long glass tube sealed 84
long glass tube which 336
long grass from which 108
long grass grow round 87
long grass into which 52
long green silk purse 90
long growing into power 83
long hiatus during which 132
long hours during which 600
long hours even though 41
long hours just sitting 42
long hours there alone 64
long hours till morning 67
long hours were often 57
long hours were spent 621
long human beings could 62
long knife from under 139
long lance from above 50
long lasting snow cover 92
long leather riding boots 50
long level road which 93
long lines were forming 77
long lists from which 44
long locks were white 65
long loose great coats 41
long loose hair would 158
long loose robe reaching 72
long loose silk purse 62
long march from egypt 41
long march from santa 45
long march from spain 75
long march over rough 49
long meeting during which 53
long meeting took place 41
long miles from thence 132
long months during which 487
long months were spent 41
long necks were poked 43
long night during which 147
long night last night 240
long night rain begin 78
long nursing home stays 59
long pants into socks 45
long paper fair burning 41
long paper from thence 41
long pause during which 1948
long pause took place 95
long people have lived 100
long period during which 14385
long period even after 112
long period even though 177
long period from about 240
long period from which 75
long period have shown 77
long period over which 1705
long period there would 57
long period when growth 49
long period will cause 99
long phase during which 86
long plied their trade 98
long poles from which 90
long rains from april 40
long rains from march 113
long rains were falling 48
long ranks into lines 46
long reign during which 69
long ridge from which 68
long ropes tied round 54
long sandy beach where 66
long sandy beach which 49
long sandy spit which 51
long search have found 44
long season during which 89
long seething will rather 44
long shall mine enemy 687
long shall sloth usurp 255
long shall wild stand 93
long sharp teeth bending 49
long siege during which 91
long silky hair falling 42
long silky hair which 57
long since been added 205
long since been amply 41
long since been aware 742
long since been beaten 220
long since been blown 583
long since been borne 131
long since been built 869
long since been burnt 523
long since been ceded 103
long since been cured 251
long since been drawn 556
long since been dried 228
long since been drunk 127
long since been either 218
long since been empty 79
long since been ended 128
long since been filed 133
long since been fired 164
long since been fixed 412
long since been found 1646
long since been freed 255
long since been fully 1293
long since been given 4716
long since been grown 40
long since been hanged 84
long since been healed 397
long since been known 1966
long since been mined 161
long since been mingled 124
long since been missing 43
long since been moved 778
long since been named 145
long since been nearly 93
long since been noted 494
long since been paved 119
long since been quite 149
long since been razed 683
long since been ruled 183
long since been sealed 373
long since been shown 1614
long since been spent 1017
long since been split 99
long since been spread 41
long since been swept 3038
long since been taken 5282
long since been tamed 163
long since been thrown 1035
long since been thrust 47
long since been tried 354
long since been under 495
long since been voted 40
long since been weaned 253
long since been wiped 514
long since been working 132
long since cast aside 571
long since come about 46
long since come under 366
long since died within 45
long since fled again 87
long since from others 134
long since gone below 95
long since gone stale 86
long since gone under 222
long since gone where 184
long since have asked 162
long since have begun 71
long since have ceased 3384
long since have drawn 46
long since have ended 380
long since have faded 256
long since have flown 127
long since have found 980
long since have freed 46
long since have given 1460
long since have grown 358
long since have known 339
long since have moved 182
long since have risen 144
long since have shown 44
long since have stood 77
long since have swept 52
long since have taken 1284
long since have thrown 231
long since have weaned 49
long since laid aside 1871
long since laid claim 121
long since lost count 949
long since lost every 184
long since lost favor 42
long since lost sight 1614
long since lost touch 1173
long since lost track 1269
long since made known 274
long since made plain 64
long since made plans 87
long since sent thither 88
long since sunk below 174
long since sunk beneath 400
long since sunk under 210
long since their rites 331
long since these walls 80
long since well known 202
long since worn smooth 44
long since your father 146
long since your mother 61
long sleep during which 79
long sleep from which 295
long sleep into which 78
long slope down which 60
long spears were stuck 92
long spell during which 47
long steep hill which 86
long stems well above 113
long steps were taken 60
long stick from which 46
long stick upon which 46
long still pool above 40
long stone wall which 40
long story even longer 72
long story made short 65
long story very short 485
long sweep away every 51
long swept wave about 42
long table from which 51
long table over which 79
long table upon which 241
long table were seated 50
long taken their place 98
long talks during which 48
long tough bows dangling 71
long trail from texas 154
long trail over which 42
long under bare poles 290
long under their mother 66
long verse play about 42
long vigil during which 47
long walks during which 209
long walks over rough 46
long walls from athens 50
long walls were built 102
long waves john kelly 59
long weeks during which 147
long while during which 52
long while none comes 193
long while their mother 42
long white beach which 44
long white beard falling 136
long white beard flowing 324
long white beard reaching 114
long white beard shook 49
long white beard sitting 124
long white beard spread 166
long white beard stood 72
long white beard which 488
long white bone which 86
long white clay pipes 50
long white gown which 58
long white hair blowing 72
long white hair falling 410
long white hair flowing 278
long white hair reaching 164
long white hair under 54
long white hair which 247
long white lace dress 78
long white line which 78
long white road which 114
long white robe reaching 59
long white robe sitting 50
long white robe which 105
long white scar running 41
long white silk dress 187
long white silk robes 114
long white silk scarf 429
long white veil which 112
long winding road which 67
long words when short 91
long works have right 99
long would these people 48
long would your father 45
lot about last night 48
lot about making money 42
lot about other people 528
lot about their lives 197
lot about their social 47
lot about these kinds 50
lot about these people 166
lot about those people 78
lot about what could 43
lot about what kinds 61
lot about what makes 432
lot about what might 98
lot about what others 89
lot about what people 454
lot about what really 58
lot about what women 59
lot about what works 144
lot about what would 153
lot about young people 62
lot about your child 144
lot about your father 147
lot about your mother 251
lot about your topic 138
lot every three months 52
lot since last night 121
lot since their blood 85
lot where once stood 42
low blood cell count 213
low blood flow rates 302
low blood flow state 90
low brick wall which 122
low chain link fence 57
low chair into which 53
low could come within 58
low crude birth rates 96
low doses these drugs 40
low dungeon into which 43
low fever from which 105
low forms when adult 81
low grade coal which 42
low grade ores could 48
low grade ores which 160
low green bank running 46
low green tent whose 298
low growth rate would 41
low hills from which 107
low hills into which 41
low hills just above 82
low hills over which 206
low hills rise above 88
low hills rising above 62
low hills upon which 70
low level even after 56
low level even though 79
low level ever since 92
low level from which 523
low level high level 68
low level tone which 58
low level upon which 72
low level wind field 73
low linear tape speed 56
low moral tone which 139
low point during world 54
low point from which 356
low point only after 44
low power view showing 70
low power view shows 142
low price some books 45
low rates paid women 71
low rates were found 60
low rates were given 57
low resting heart rates 185
low ridge along which 58
low ridge from which 132
low ridge upon which 51
low rocks damp crept 111
low serum iron level 350
low serum zinc level 73
low spade from dummy 147
low speed just until 776
low speed only until 143
low state from which 51
low state into which 763
low stone wall about 97
low stone wall built 53
low stone wall marking 54
low stone wall round 57
low stone wall running 72
low stone wall under 60
low stone wall where 148
low stone wall which 533
low stool upon which 41
low table from which 53
low table upon which 175
low total iron binding 54
low urine flow rates 165
low voice from under 73
low voice from which 58
low voice from within 44
low voice these words 42
low wages paid women 115
low wages upon which 46
low wages were often 55
low walls were built 44
low water flow rates 147
low water mark under 51
low water mark where 122
low water mark which 64
low water mark within 47
low water spring tides 1076
low water will occur 50
low where only chips 54
low whine from white 94
low white cell count 845
low white silk dress 47
low within some yards 89
lung tumor cell lines 224
lung which have amine 125
lying about five miles 374
lying about five yards 46
lying about four miles 467
lying about nine miles 102
lying about their fires 43
lying about three miles 551
lying awake ever since 395
lying awake hour after 43
lying awake last night 410
lying below high water 180
lying layer upon layer 64
lying under bare poles 45
lying under great guilt 45
lying under some trees 43
lying within five miles 157
lying within four miles 52
lying within said state 108
lying within such state 45
lying within these lines 208
lying within those towns 67
lying within three miles 292
