lace curtain aside and 67
last journal entry for 82
last journal entry was 78
last lecture ended with 45
last letters which she 50
last letters which you 73
last moments alone and 83
last moments alone with 82
last moments could not 45
last moments might not 47
last moments shall not 51
last official meeting with 75
last painful scene far 49
last passage shows that 247
last preceding owner are 114
last preceding owner who 126
last private meeting with 61
last private owner was 67
last question asked was 93
last question calls for 79
last question could not 58
last question first and 86
last question which has 65
last question which was 98
last question would lead 41
last realized under his 61
last reduced under his 48
last regular meeting and 106
last regular meeting was 77
last regular working day 146
last relation shows that 381
last remaining links with 154
last remaining money and 47
last remnant which had 68
last removed rather for 40
last several hours and 1318
last several hours but 45
last several hours had 109
last several hours she 44
last several hours with 63
last several months and 1776
last several months but 127
last several months for 139
last several months had 302
last several months has 134
last several months she 113
last several months that 304
last several months they 41
last several months was 176
last several months with 208
last several weeks and 1460
last several weeks but 55
last several weeks had 167
last several weeks has 48
last several weeks she 64
last several weeks that 130
last several weeks was 41
last several weeks with 133
last sixteen months and 42
last sixteen months has 42
last soldier rather than 45
last stamped below apr 877
last stamped below aug 568
last stamped below dec 488
last stamped below fdr 235
last stamped below feb 662
last stamped below for 497
last stamped below jan 623
last stamped below jul 793
last stamped below jun 2199
last stamped below mar 1576
last stamped below may 902
last stamped below new 142
last stamped below nov 674
last stamped below oct 352
last stamped below use 198
last supreme scream was 51
last surviving author and 338
last surviving child and 153
last surviving child had 43
last surviving child was 65
last surviving civil war 306
last surviving human being 234
last surviving links with 41
last tenants moved out 42
last tenuous links with 48
last thursday evening and 99
last thursday evening was 76
last thursday morning and 79
last thursday night and 230
last thursday night that 112
last thursday night was 75
last thursday night with 42
last tuesday evening and 105
last tuesday evening with 43
last tuesday morning and 90
last tuesday night and 151
last victory which was 132
last written words are 57
late adhesion would earn 74
late antique period and 82
late antique world and 41
late archaic period and 233
late archaic period was 51
late arterial phase and 51
late british order for 64
late charles james fox 349
late chinese leader deng 134
late colonial period and 1254
late colonial period are 98
late colonial period but 56
late colonial period did 57
late colonial period had 138
late colonial period has 54
late colonial period saw 49
late colonial period than 99
late colonial period that 346
late colonial period they 45
late colonial period was 557
late colonial period with 56
late colonial state and 55
late colonial times and 81
late general henry lee 64
late husband could not 70
late husband would not 84
late imperial china and 306
late imperial china had 56
late imperial china has 56
late imperial china was 278
late imperial period and 209
late imperial period was 122
late imperial russia and 138
late imperial russia was 56
late imperial times and 92
late imperial times was 119
late january until mid 41
late majesty george iii 490
late majesty queen ann 90
late measures taken for 53
late monarch george iii 54
late neolithic period and 100
late neolithic times and 60
late october until mid 156
late ottoman period and 227
late ottoman period was 49
late payment shall not 283
late revered father and 40
late revered saint and 52
late several times and 40
late spanish period and 44
late supreme court and 48
late tertiary times and 101
late thursday night and 140
late tuesday night and 93
late unhappy civil war 50
late unhappy times had 68
lawn between house and 50
laws adopted under its 74
laws affecting hours and 84
laws affecting labor and 65
laws affecting trade and 99
laws affecting women and 421
laws affecting women are 52
laws against begging and 92
laws against coining and 137
laws against crime and 94
laws against false and 52
laws against force and 53
laws against fraud and 444
laws against hunting and 56
laws against libel and 338
laws against melting and 53
laws against opium and 53
laws against people who 81
laws against pooling and 72
laws against racial and 92
laws against stealing and 142
laws against swearing and 78
laws against trade with 71
laws against trading with 175
laws against usury and 183
laws against usury are 206
laws against usury had 61
laws against which they 252
laws against women and 81
laws allowed every man 66
laws becomes aware that 151
laws between nation and 46
laws enacted since that 44
laws enacted under its 174
laws enacted under this 131
laws enacted which are 42
laws governing cause and 52
laws governing civil and 46
laws governing force and 44
laws governing growth and 41
laws governing hours and 51
laws governing libel and 74
laws governing light and 53
laws governing motion and 69
laws governing nursing and 46
laws governing sales and 52
laws governing social and 114
laws governing state and 45
laws governing trade and 106
laws governing valid and 113
laws governing wages and 126
laws governing water and 45
laws governing water use 48
laws mandating equal pay 64
laws obliges every man 58
laws regarding taxes and 47
laws regarding trade and 57
laws regarding wages and 59
laws regarding women and 126
laws require equal pay 71
laws requiring equal pay 206
laws subvert every idea 43
laws usually state that 102
laying careful plans for 74
laying everything waste with 52
laying himself under any 55
laying several coats one 45
leading anxiety which had 104
leading article every day 64
leading article which had 182
leading article which was 77
leading british ships ran 42
leading central banks and 46
leading citizen until his 90
leading donkeys laden with 143
leading european power and 86
leading features which are 87
leading immoral lives and 44
leading position which she 114
leading position which they 149
leading private banks are 50
leading vessels might cut 45
leads science again and 48
leafy circlet round his 60
leafy shelter after our 55
leaking storage tanks and 71
leaning against forms and 58
leaning against trees and 71
leaning against walls and 340
leaning forward again and 101
leaning forward again with 104
leaning forward rather than 69
leaning forward until her 108
leaning forward until his 188
leaning forward until she 45
leans forward again and 116
leans forward until her 53
leans forward until his 110
learn certain facts and 62
learn details about how 40
learn everything about all 62
learn everything about being 41
learn everything about each 144
learn everything about her 218
learn everything about him 225
learn everything about his 168
learn everything about how 68
learn everything about our 66
learn everything about that 58
learn everything about them 249
learn everything about this 165
learn everything about you 195
learn exactly where they 54
learn lessons about how 95
learn loyalty rather than 53
learn problem solving and 133
learn together rather than 47
lease assumed under this 124
lease between gerry and 93
lease federal lands for 88
lease granted under any 167
lease granted under this 1278
least alarmed about our 62
least anxiety about his 56
least anxiety about you 40
least because women are 41
least between author and 59
least between forty and 49
least between henry and 62
least between thirty and 53
least concern about him 64
least concern about his 69
least concern about them 40
least concern either for 46
least doubled since then 105
least enjoyed working with 49
least equally pleasing with 182
least equally strong and 43
least equally strong with 52
least erected fiend that 107
least favored method for 119
least fifteen hours each 42
least fifteen hours per 139
least fifteen miles long 102
least fifteen miles off 167
least fifteen miles per 56
least fifteen months old 42
least fifteen people and 54
least fifteen people who 44
least fifteen times and 67
least fifteen times that 232
least gratify pride with 84
least inquiry about his 54
least inquiry after any 52
least justify holding him 94
least massive stars are 72
least previous doubt and 55
least promising field for 41
least reliable method for 60
least respect either for 50
least scruple about her 108
least selfish human being 86
least selfish reason that 40
least several hours and 237
least several hours each 128
least several hours for 94
least several hours per 55
least several months and 355
least several months each 45
least several months for 80
least several months old 117
least several times each 252
least several times its 45
least several times per 380
least several times that 342
least several times this 45
least several weeks and 375
least several weeks for 65
least several weeks old 61
least shortly after his 40
least sixteen hours out 60
least sixteen hours per 72
least sixteen times per 65
least soluble salts are 74
least squares curve fit 735
least squares fitting and 114
least squares fitting for 73
least squares fitting using 84
least squares fitting was 51
least squares fitting with 100
least squares linear fit 744
least squares lines are 60
least squares method and 1130
least squares method are 311
least squares method can 538
least squares method does 64
least squares method for 1134
least squares method has 218
least squares method may 148
least squares method that 173
least squares method using 350
least squares method was 693
least squares method with 705
least squares model and 67
least squares model are 52
least squares model can 47
least squares model for 97
least squares model that 47
least squares model was 69
least squares model with 86
least squares rather than 147
least squares sense and 78
least squares sense for 63
least squares sense using 49
least squares sense with 49
least squares shows that 50
least squares slope and 70
least squares would not 43
least tenfold lower than 48
least trouble about her 74
least trouble about him 76
least vaguely aware that 688
least worried about being 43
least worried about her 76
least worried about his 85
least worried about that 40
least written about and 47
leave college after two 48
leave college every year 86
leave everything alone and 139
leave everything alone for 94
leave everything aside and 45
leave general grant and 267
leave general thomas with 76
leave germany every year 45
leave granite house for 57
leave granted under this 189
leave matters alone and 188
leave matters where they 765
leave matters worse than 199
leave several times and 46
leave several times but 81
leave shortly after that 163
leave shortly after they 112
leave society worse off 56
leaving british ports was 49
leaving certain evils for 137
leaving limited scope for 57
leaving matters where they 76
leaving matters worse than 51
leaving several people dead 41
leaving southern italy for 68
leaving typical beauty out 57
left adrenal gland and 281
left adrenal gland can 76
left adrenal gland may 126
left adrenal gland was 253
left adrenal gland with 59
left anterior chest and 127
left becomes right and 134
left between every two 166
left between floor and 71
left between seven and 91
left between thirty and 125
left between thorax and 40
left between words and 53
left british ports for 102
left college after her 135
left college after his 248
left college after one 218
left college after two 379
left exactly where they 176
left exposed after death 42
left following signs for 46
left frontal lobes and 59
left frontal region and 531
left frontal region was 59
left frontal region with 75
left frontal sinus and 304
left frontal sinus with 169
left hampton court and 91
left hampton court for 160
left hampton roads and 140
left hampton roads for 235
left hampton roads with 44
left harvard after his 42
left harvard after two 52
left hepatic ducts and 330
left hepatic ducts are 266
left hepatic ducts can 41
left hepatic ducts may 61
left hepatic ducts that 156
left hepatic ducts with 97
left hepatic veins and 71
left hepatic veins are 69
left inquiring after them 40
left lateral lobes lie 43
left lateral sinus and 68
left lateral sinus was 93
left lateral views are 124
left matters where they 468
left matters worse than 416
left memoirs which are 115
left oblique views are 57
left overhead either for 380
left pleural space and 81
left popular music far 93
left quickly after that 74
left several hours ago 401
left several months ago 191
left several people dead 374
left several times and 111
left several weeks ago 174
left shelley dazed and 55
left shortly after and 111
left shortly after for 190
left shortly after her 75
left shortly after his 157
left shortly after our 60
left shortly after she 88
left shortly after ten 59
left shortly after that 1616
left shortly after they 121
left shortly after this 169
left shortly after with 55
left shortly after you 224
left stephen freer than 57
left streamed about his 46
left thirteen people dead 52
left utterly alone and 56
left utterly alone with 75
left vanishing point and 60
left wondering about his 71
left wondering about its 47
left wondering about this 69
left wondering where they 84
legs buckled beneath her 279
legs buckled beneath him 367
legs buckled under her 352
legs buckled under him 688
legs crossed beneath her 203
legs crossed beneath him 267
legs crossed beneath them 97
legs crossed under her 696
legs crossed under him 1212
legs crossed under his 63
legs crossed under them 513
legs crossed waiting for 58
legs crouching under him 40
legs doubled beneath him 46
legs doubled under her 129
legs doubled under him 687
legs doubled under them 259
legs dragged after him 47
legs forward until they 44
legs gathered under him 140
legs planted apart and 88
legs several times and 47
legs splayed apart and 54
legs together until they 47
legs tremble under him 145
legs trembling beneath her 106
legs trembling beneath him 92
legs trembling under her 123
legs trembling under him 153
legs twisted beneath her 44
legs twisted beneath him 60
legs twisted under her 219
legs twisted under him 163
legs wobbled beneath her 94
legs wobbled beneath him 58
legs wobbled under her 48
legs wobbled under him 72
legs wrapped about him 70
legs wrapped about his 124
legs wrapped round him 48
legs wrapped round his 84
legs wrapped round with 78
length arrived which was 112
length becomes longer than 76
length between first and 59
length between males and 156
length between seven and 41
length british blood was 67
length brought about his 48
length brought quiet and 73
length brought within our 232
length carried amelia off 41
length heartily hated his 85
length quieted after two 95
length several times its 50
length several times that 62
length sounded faint and 47
lens systems which are 70
less acutely toxic than 194
less admired since his 87
less aesthetic value than 62
less altered since that 92
less anxiety about being 65
less anxiety about death 96
less anxiety about his 123
less assured state than 96
less battery power than 72
less because women are 42
less broadly based and 45
less broadly based than 125
less broadly edged with 70
less capable every day 122
less capable hands than 51
less capital gains and 42
less capital gains tax 142
less capital stock than 56
less careful about her 46
less careful about his 198
less careful about how 44
less careful about this 46
less central place than 42
less certain about her 245
less certain about his 389
less certain about how 1203
less certain about its 266
less certain about our 99
less certain about that 223
less certain about them 63
less certain about things 78
less certain about this 348
less certain about who 86
less certain proof that 40
less certain today than 150
less certain truths that 43
less clarity about how 61
less closely woven than 59
less compact social and 89
less complex cases and 51
less complex facts they 69
less complex forms and 72
less complex level than 61
less complex tasks and 42
less computing power and 103
less computing power than 504
less concern about being 137
less concern about his 55
less concern about how 74
less concern about its 69
less concern about this 107
less concern today than 47
less crowded rooms and 50
less culture bound than 42
less decided taste for 173
less demanding showing than 197
less dietary fiber than 41
less drastic action than 74
less drastic change than 67
less evident today than 163
less exalted feeling than 63
less exalted level than 98
less exalted plane than 54
less excited about his 59
less excited about this 51
less extreme cases are 65
less extreme cases than 151
less extreme cases they 42
less extreme views than 43
less familiar names and 53
less familiar terms with 88
less familiar today than 66
less familiar words and 101
less familiar words are 70
less federal money for 57
less federal money than 43
less fertile field for 106
less fertile lands and 87
less fertile lands are 89
less fertile soils and 273
less fertile soils are 66
less fertile soils than 182
less foreign trade than 84
less freedom today than 41
less gainful calling than 241
less general appeal than 50
less general guilt and 42
less general terms and 51
less general terms than 125
less general truths has 84
less guarded words than 66
less harshly where they 44
less haughty court than 47
less heinous crime than 101
less inspiring place than 74
less intense color than 47
less intense feeling than 50
less intense level than 91
less intense light and 49
less intense light for 40
less intense light than 109
less intense today than 67
less liberal terms than 47
less massive stars are 288
less morally worthy than 98
less nervous about being 68
less nervous about her 47
less onerous terms than 120
less operating costs and 258
less outward thrust than 48
less painful method than 48
less peaceful footing than 55
less perfect state than 228
less pleasant place for 72
less pleasant place than 91
less poetical merit than 56
less popular appeal than 141
less popular today than 575
less popular votes than 73
less precious metal than 75
less precious metal was 43
less precise method than 46
less precise sense than 155
less precise space bar 58
less precise terms than 93
less promising field for 92
less promising place for 54
less protein bound than 89
less racially mixed than 49
less radical change than 155
less rapidly closing with 44
less rapidly fatal than 120
less refined sugar and 43
less reflect truly and 48
less regular basis and 173
less regular basis for 145
less regular basis than 61
less regular beauty than 135
less regular shape and 59
less regular shape than 57
less reliable basis for 125
less reliable every day 45
less reliable guide for 41
less reliable guide than 158
less reliable method for 53
less reliable method than 77
less reliable since they 92
less reliance which they 278
less resisting power than 227
less resolving power than 150
less rigidly drawn than 44
less rigidly fixed than 111
less sanguine about her 89
less sanguine about his 237
less sanguine about how 72
less sanguine about its 331
less sanguine about our 79
less sanguine about that 48
less sanguine about this 305
less settled state than 82
less sharply drawn and 85
less sharply drawn than 347
less sharply peaked than 42
less sharply tuned than 48
less skilful hands than 73
less skilled hands than 52
less skilled labor and 177
less skilled labor for 53
less skilled labor than 170
less socially adept than 73
less solidly based than 61
less solidly built than 80
less soluble salts are 64
less solvent power than 47
less soundly based than 70
less steadily since then 40
less stomach upset than 124
less storage space and 1433
less storage space but 42
less storage space for 173
less storage space per 48
less storage space than 1522
less stringent rules and 89
less stringent rules for 123
less stringent rules than 84
less stringent terms than 115
less strongly about this 49
less strongly bound and 57
less strongly bound than 333
less strongly built than 163
less support today than 44
less tangible costs and 46
less tangible reason for 43
less tangible social and 91
less tenable today than 50
less thickening power than 45
less tightly bound and 173
less tightly bound than 686
less tightly drawn than 71
less tightly woven than 44
less unequal terms than 50
less vaguely aware that 48
less variable costs and 77
less variable costs per 207
less visible grain and 66
less visible light than 40
less visible today than 79
less weighty reason than 167
less winsome weather too 41
less worried about being 319
less worried about her 227
less worried about him 90
less worried about his 298
less worried about how 136
less worried about its 59
less worried about our 53
less worried about that 219
less worried about them 118
less worried about this 214
less worried about you 107
less written about than 91
lest despair cause them 92
levy certain taxes and 211
levy certain taxes for 45
levy general taxes and 57
levy imposed under this 110
levy payable under this 193
lewd fellows would not 77
lewd remarks about her 69
lids dropped above her 61
lies between arabia and 165
lies between assam and 48
lies between black and 84
lies between borneo and 73
lies between burma and 52
lies between cairo and 73
lies between china and 458
lies between cover and 68
lies between crete and 65
lies between delhi and 41
lies between egypt and 549
lies between eight and 165
lies between fifty and 134
lies between flesh and 217
lies between flint and 113
lies between forty and 156
lies between heaven and 621
lies between israel and 193
lies between italy and 304
lies between japan and 281
lies between maine and 42
lies between nepal and 83
lies between order and 135
lies between paris and 142
lies between people and 153
lies between persia and 138
lies between poetry and 62
lies between reason and 62
lies between right and 93
lies between russia and 389
lies between seven and 165
lies between sixty and 44
lies between sleep and 271
lies between spain and 167
lies between thirty and 149
lies between tibet and 127
lies between tunis and 86
lies between unity and 184
lies between upper and 98
lies between venus and 42
lies between white and 103
lies between women and 51
lies between words and 43
lies crushed beneath his 83
lies crushed under its 61
lies dormant waiting for 70
lies dormant within each 79
lies dormant within him 129
lies dormant within them 127
lies dormant within you 305
lies lightly above them 55
lies outside rather than 40
lies outside space and 799
life abounding beneath and 43
life against hunger and 58
life against which all 59
life against which his 142
life against which she 93
life against which they 131
life annuity rather than 63
life because people are 60
life becomes easier and 143
life becomes easier for 84
life becomes empty and 141
life becomes wider and 40
life between child and 43
life between father and 108
life between forty and 46
life between heaven and 179
life between mother and 118
life between paris and 92
life between rural and 80
life between sleep and 119
life between storm and 40
life between thirty and 97
life between urban and 85
life between women and 62
life centers about his 42
life certain naive but 60
life chances rather than 145
life chances which are 45
life choices rather than 62
life corrupt while they 151
life depends above all 53
life eternal after death 77
life eternal which was 85
life following world war 150
life history could not 44
life history items that 51
life history method and 81
life history method has 81
life history method was 93
life history rather than 151
life history shows that 187
life history stage and 82
life history trait that 144
life history which are 198
life history which can 51
life history which has 127
life history which may 57
life history which was 41
life history would not 60
life including reason and 71
life poisoning people with 49
life problem solving and 124
life process rather than 255
life process which has 151
life quality rather than 59
life remains after death 95
life several months ago 89
life several times and 211
life several times for 180
life several times that 90
life shortly after her 51
life shortly after his 158
life stirred within her 56
life stirred within him 57
life stories rather than 169
life stories which are 119
life studies which are 142
life support rather than 69
life support would not 147
life throbbed quick and 88
life together after his 56
life together again and 101
life together could not 79
life together rather than 107
life together under one 45
life together would not 153
life towards others and 207
life towards which all 93
life towards which men 108
life towards which she 51
life towards which they 65
life wandering about her 65
lift himself above all 133
lift himself above his 899
lift himself above them 57
lift weights every day 211
like abigail adams and 163
like aladdin about his 53
like alcohol abuse and 42
like ambition joins with 64
like america could not 43
like america every day 45
like america which has 42
like ancient athens and 88
like ancient egypt and 156
like ancient greek and 203
like animals pushing out 126
like animals rather than 288
like animals until they 107
like animals waiting for 71
like animals which are 356
like anybody messing with 47
like bernard lewis and 53
like beverly hills and 246
like beverly hills cop 156
like billiard balls and 399
like billiard balls that 110
like britain could not 42
like britain which had 56
like britain which has 53
like british guiana and 58
like britney spears and 415
like bruises beneath her 58
like bruises under her 117
like bruises under his 77
like camille paglia and 40
like candles blown out 149
like candles round her 41
like capital goods and 127
like captain blood and 44
like certain foods and 199
like certain foods that 48
like certain people and 129
like certain people who 340
like certain women who 43
like charges repel and 2390
like charges repel each 4728
like charges repel one 1512
like charles boyer and 56
like charles grant and 64
like charles james fox 864
like charles olson and 84
like charlie brown and 190
like cherubs while they 42
like climate change and 274
like colored people and 45
like comparing chalk and 53
like comparing night and 44
like conduct money and 382
like conduct while they 42
like consent raise any 51
like country clubs and 46
like country music and 172
like country people who 108
like creature which had 68
like creature which was 135
like cushions where one 193
like deposit which may 93
like diogenes looking for 172
like drought prone area 68
like eclipse which had 116
like effects which may 120
like erasmus after him 46
like everything about her 806
like everything about him 1392
like everything about his 48
like everything about that 66
like everything about them 308
like everything about this 552
like everything about you 1284
like everything which has 67
like exchange rates and 181
like features which are 103
like fictions which owe 283
like figures which are 161
like flowers growing out 119
like flowers which are 528
like flowery banks and 228
like foreign trade and 51
like forever since she 449
like forever since they 58
like forever since you 41
like forever until she 55
like francis bacon and 340
like francis drake and 105
like francis place and 104
like freedom sweet and 71
like friends rather than 170
like general foods and 95
like general grant and 67
like general mills and 243
like general rules for 233
like general shape with 40
like general smuts and 57
like general truths are 69
like germany could not 119
like germany which had 68
like germany which has 53
like goldman sachs and 170
like grownup people and 46
like hampton court and 71
like herbert simon and 95
like herself again and 154
like herself again for 49
like herself could not 104
like herself rather than 49
like herself since her 43
like herself would not 115
like himself about this 40
like himself again and 158
like himself could get 77
like himself could not 534
like himself could see 61
like himself every day 115
like himself rather than 159
like himself would not 224
like increase mather and 56
like insects which are 133
like insider trading and 48
like jeffrey sachs and 41
like jonathan swift and 110
like lightning bolts and 140
like machine tools and 335
like madison grant and 291
like marianne moore and 110
like marilyn monroe and 1296
like marilyn monroe with 47
like material mixed with 56
like material rather than 42
like material which can 252
like material which has 246
like material which may 243
like material which was 163
like matters which are 118
like melanie klein and 94
like merrill lynch and 338
like migrating birds and 41
like minimum wages and 68
like muffled drums are 303
like muffled drums with 129
like musical notes and 98
like napoleon after him 94
like national parks and 208
like national unity and 102
like neutron stars and 85
like nitrous oxide and 100
like northern gothic than 41
like northern italy and 112
like nucleic acids and 109
like numbers rather than 81
like objects rather than 230
like objects which are 330
like occasion every day 209
like orchard trees with 42
like patrick henry and 1140
like poppies spread you 69
like popular music and 192
like position would use 1816
like potable water and 80
like private firms and 100
like problem solving and 361
like process rises and 49
like quality about her 235
like quality about him 175
like quality about his 111
like quality about them 340
like quality about this 117
like quality which was 155
like question marks and 41
like refined sugar and 77
like regular people and 97
like relation holds with 74
like revenue sharing and 88
like richard allen and 80
like richard henry lee 786
like richard nixon and 692
like richard nixon who 92
like richard price and 82
like richard pryor and 82
like romance while one 46
like rudyard kipling and 122
like sadness which has 60
like satchel paige and 76
like savages drunk with 78
like scarlet fever and 506
like scrolls which had 158
like several lines that 602
like several others that 296
like several others who 314
like shirley brice heath 58
like sigmund freud and 530
like sigmund freud who 84
like slender fingers that 48
like slumber which had 40
like southern italy and 72
like species which are 41
like spencer tracy and 124
like spiders waiting for 40
like spirits hither and 67
like squeezing blood out 107
like squeezing water out 189
like stained glass and 221
like stephen crane and 186
like stephen hawking and 42
like stories which are 47
like streets lined with 121
like tobacco smoke and 64
like treasury bills and 220
like twinkling stars with 41
like typhoid fever and 556
like vessels which fit 123
like victims rather than 123
like virginia woolf and 815
like visible light and 53
like visioned dreams and 48
like wendell berry and 49
like wilhelm reich and 112
like willows where you 62
like wishful thinking and 68
like wishful thinking than 164
like withered hands and 52
like withered leaves they 40
like written words that 125
liking between george and 44
lily snapped short off 48
limb salvage rates are 160
limb salvage rates for 191
lime plaster mixed with 96
lime plaster which was 91
line against israel and 46
line against which all 145
line against which they 227
line becomes longer and 41
line between abuse and 168
line between action and 611
line between actor and 267
line between acute and 273
line between adult and 112
line between amman and 57
line between angels and 136
line between arabs and 49
line between arras and 107
line between assam and 101
line between athens and 197
line between author and 129
line between bangor and 48
line between banking and 116
line between banks and 71
line between basic and 580
line between beauty and 213
line between beijing and 291
line between bengal and 114
line between black and 2121
line between blues and 45
line between burma and 237
line between cairo and 454
line between cases that 127
line between cause and 505
line between chaos and 153
line between cheating and 46
line between child and 285
line between chile and 538
line between china and 1285
line between civil and 1294
line between class and 253
line between cornea and 100
line between craft and 222
line between crime and 682
line between dance and 97
line between danger and 94
line between delhi and 412
line between denial and 59
line between derby and 87
line between dikes and 46
line between doubt and 85
line between dover and 367
line between drama and 367
line between drawing and 89
line between dreaming and 177
line between dreams and 337
line between duluth and 46
line between dutch and 133
line between earthly and 41
line between editing and 53
line between egypt and 831
line between elite and 222
line between enemy and 66
line between engine and 98
line between error and 43
line between ethics and 412
line between ethiopia and 53
line between every two 266
line between facts and 677
line between fancy and 95
line between farce and 190
line between father and 105
line between feeling and 233
line between first and 475
line between fishing and 143
line between fixed and 272
line between flesh and 100
line between foods and 54
line between force and 83
line between fraud and 322
line between fresh and 107
line between front and 97
line between games and 41
line between genoa and 70
line between georgia and 1516
line between gifts and 58
line between goods and 116
line between grace and 47
line between grand and 121
line between grant and 50
line between greed and 78
line between greek and 275
line between green and 201
line between grief and 47
line between growth and 151
line between guilt and 433
line between habit and 70
line between haifa and 138
line between hanoi and 137
line between healthy and 451
line between heaven and 717
line between hedging and 58
line between helping and 149
line between heroes and 123
line between hindu and 41
line between honor and 60
line between house and 130
line between human and 1966
line between humor and 580
line between hunger and 174
line between idaho and 169
line between image and 128
line between indian and 226
line between inner and 505
line between input and 54
line between irony and 81
line between islam and 278
line between israel and 1602
line between italy and 603
line between japan and 443
line between jesus and 61
line between judah and 412
line between kabul and 64
line between killing and 229
line between knowing and 158
line between known and 91
line between kyoto and 95
line between labor and 445
line between lagos and 156
line between large and 755
line between latin and 120
line between learning and 265
line between leeds and 320
line between legal and 2817
line between lewis and 48
line between libel and 51
line between libya and 212
line between licit and 148
line between light and 1872
line between lille and 85
line between local and 643
line between logic and 422
line between lords and 54
line between lower and 320
line between loyal and 41
line between lyons and 47
line between macon and 88
line between magic and 802
line between maine and 1635
line between major and 208
line between malta and 87
line between marion and 50
line between menial and 43
line between method and 49
line between milan and 76
line between minor and 141
line between money and 347
line between monroe and 79
line between moral and 768
line between mother and 248
line between music and 320
line between nancy and 46
line between natal and 116
line between nation and 125
line between needs and 102
line between nepal and 118
line between night and 635
line between noble and 224
line between novel and 63
line between nursing and 76
line between ogden and 98
line between older and 43
line between omaha and 185
line between opera and 186
line between orange and 94
line between order and 804
line between osaka and 156
line between pagan and 112
line between panic and 111
line between paris and 1929
line between party and 528
line between passing and 80
line between pathos and 211
line between people and 146
line between people who 118
line between persia and 175
line between petty and 171
line between piety and 51
line between plant and 185
line between poetry and 1774
line between poles and 52
line between power and 353
line between pride and 136
line between prose and 763
line between ranges one 167
line between ranges six 187
line between ranges two 269
line between reader and 41
line between reason and 1207
line between right and 5842
line between roman and 93
line between rugby and 51
line between ruler and 51
line between rules and 76
line between rural and 721
line between russia and 1070
line between saint and 104
