lab results would be 42
let several months go 57
let several people go 50
let several weeks go 57
let slavery alone in 113
let trifles stand in 48
let wantons light of 61
lie against allah or 173
lie against either of 155
lie against either the 119
lie against georgia at 59
lie between pairs of 149
lie broadly within the 40
lie chiefly under the 164
lie chiefly within the 492
lie clearest beneath the 104
lie crushed beneath the 198
lie crushed under the 149
lie dormant beneath the 355
lie dormant under the 439
lie dormant until an 88
lie dormant until he 107
lie dormant until it 175
lie dormant until the 2775
lie dormant while he 43
lie dormant while the 120
lie dormant within me 54
lie dormant within the 960
lie dormant within us 623
lie equally close to 43
lie equally within the 118
lie exactly above the 105
lie exactly under the 65
lie exactly where the 43
lie exactly within the 100
lie largely within the 840
lie loosely within the 150
lie passive under the 50
lie quietly beneath the 44
lie quietly under the 399
lie quietly until he 49
lie quietly until the 276
lie quietly where he 44
lie quietly while the 137
lie quietly within the 43
lie roughly within the 93
lie several months in 201
lie smoothly where it 47
lie strewed beneath the 116
lie thickest where no 45
lie together under the 345
lie totally within the 374
lie travels round the 101
lion couched under the 99
lion rampant holding in 55
lion rampant within an 47
lion rampant within the 96
lip service about the 171
lip service given by 45
lip service given to 1993
lip service might be 67
lip service which is 103
lip service which the 44
lip service would be 131
lit streets until we 258
log carried first by 44
log cottage where he 91
long absence since we 121
long absence would be 96
long account about the 42
long account given by 137
long account given of 78
long account shall be 94
long account which he 84
long amorous looks in 48
long anxiety about the 67
long arduous hours of 157
long article about it 237
long article about me 114
long article about my 50
long article about the 1199
long article based on 106
long article under the 253
long article which he 111
long article which is 40
long average lengths of 53
long average period of 44
long awaited opening of 60
long awaited visit to 71
long baggage train of 44
long banquet table in 68
long benches where the 42
long benumbing period of 126
long bicycle rides in 65
long bondage under the 51
long bristly hairs on 94
long butcher knife in 59
long cabinet meeting on 108
long careful study of 42
long carried about in 84
long carried about me 52
long cassock close to 75
long certain types of 57
long chapter about the 152
long chapter could be 186
long chapter might be 320
long chapter would be 87
long chimney running up 103
long circuit round the 318
long coastal strip of 131
long colonial period the 57
long concealing facts of 68
long contest ended in 45
long counter running the 40
long counter where the 88
long country walks in 114
long country walks or 43
long coveted power of 41
long crushed under the 75
long deathless shout of 42
long debated about the 64
long debated issue of 47
long debates about the 440
long debates within the 46
long decades after the 51
long decline after the 66
long decline since the 60
long decreed shall on 141
long delayed after the 409
long delayed visit to 286
long delayed while the 41
long delayed writing to 147
long descent where the 80
long desired route to 58
long desired title of 96
long desired visit to 118
long details about the 48
long dialogue about the 74
long diatribe about the 155
long dispute about it 46
long dispute about the 640
long disputing about the 43
long ditties about the 101
long division would be 59
long dormant claim to 68
long dormant craving to 181
long dormant period of 40
long dormant sense of 40
long dormant under the 156
long drifted about in 46
long duration after the 67
long duration could be 58
long duration might be 49
long duration seems to 59
long duration under the 42
long duration where the 51
long duration which is 109
long duration within the 48
long duration would be 110
long endured under the 47
long enjoyed under the 272
long everything would be 46
long exchange about the 47
long existed about the 106
long existed under the 208
long existed within the 295
long exposed flank of 48
long extract which we 124
long fibrous roots of 133
long fibrous stems of 40
long flowering period in 50
long flowering period of 83
long flowering season of 51
long freight train in 43
long freight train is 51
long freight train of 89
long freight train to 88
long fretted under the 49
long gallery above it 62
long gallery above the 157
long gallery built by 48
long gallery under the 47
long gallery where he 95
long gallery where the 158
long gallery which is 101
long garment reaching to 163
long ghastly vigil of 44
long gradual slope of 65
long gradual slope to 78
long gravity waves in 72
long groaned beneath the 79
long groaned under an 49
long groaned under the 1412
long hallway running the 43
long hallway where the 87
long harangue about the 431
long harangue which he 71
long haulage drift is 132
long history about the 104
long history based on 83
long history began in 57
long history built up 63
long history could be 65
long history might be 44
long history since it 101
long history since the 281
long history under the 139
long history which is 289
long history which we 66
long history within the 976
long history would be 49
long illness after the 77
long illness ended in 40
long illness which he 71
long ingrained habit of 40
long integer value to 87
long journey about so 44
long journey about the 43
long journey after the 93
long journey began in 41
long journey began to 45
long journey could be 164
long journey ended at 119
long journey might be 90
long journey round by 46
long journey round the 525
long journey since the 110
long journey since we 41
long journey taken by 63
long journey under the 181
long journey until the 55
long journey which he 277
long journey which is 155
long journey which the 166
long journey which we 216
long journey while the 64
long journey within the 68
long journey would be 458
long kitchen knife in 55
long labored under an 43
long labored under the 518
long lapland night of 48
long latency period in 108
long latency period is 72
long latency period of 804
long laundry lists of 114
long lecture about it 40
long lecture about the 526
long leisure hours in 44
long leisure hours of 101
long letters about it 132
long letters about the 404
long letters telling me 84
long letters telling of 51
long letters which he 191
long letters which the 42
long library table in 40
long lowered above the 84
long marches after us 45
long marches under the 93
long marches which the 40
long melodic lines in 45
long melodic lines of 66
long minutes after he 73
long minutes after the 232
long minutes later he 65
long minutes later the 53
long minutes staring at 68
long minutes until he 47
long minutes until the 102
long minutes while he 69
long minutes while the 117
long moments after he 85
long moments after the 169
long moments looking at 53
long moments staring at 78
long moments until the 57
long moments while he 138
long moments while the 76
long natural period of 72
long needles melting at 62
long northern flank of 53
long northern slope of 61
long oblique lines of 44
long official visit to 118
long omitted writing to 44
long orations which in 113
long overdue change in 231
long overdue change of 43
long overdue given the 69
long overdue piece of 46
long overdue since the 86
long overdue study of 109
long overdue thanks to 69
long overdue visit to 189
long painful period of 81
long passage about the 536
long passage based on 42
long passage round the 111
long passage under the 134
long passage where the 92
long passage which he 72
long passage which is 240
long passage which the 69
long passage which we 46
long passive under it 74
long peaceful reign of 87
long persist after the 60
long planned visit to 62
long pointed leaves of 53
long pointed piece of 113
long pointed stick in 49
long polymer chain is 65
long position equal to 60
long position which is 68
long position would be 122
long postwar period of 139
long prayers about it 72
long prayers which he 96
long preamble about the 93
long preceding period of 911
long previous period of 145
long private talks in 71
long process aimed at 49
long process known as 127
long process where the 42
long process which is 268
long process which the 45
long process which we 67
long pursuit after the 49
long pursuit comes on 161
long puzzled about the 50
long quarrel about the 42
long rambles about the 180
long regular lines of 81
long reports about the 56
long research trips to 54
long restive under the 139
long romance about the 51
long rotates about an 82
long rotation period of 62
long scarlet coats of 75
long scratch marks on 52
long seconds after the 90
long seconds until the 47
long seconds while the 77
long sections where the 65
long service lives of 55
long service under the 294
long service within the 86
long service would be 58
long settled parts of 198
long several times at 51
long shadows about the 40
long shadows began to 191
long shadows begin to 53
long shadows streak the 50
long shadows thrown by 187
long shadows thrown on 59
long shadows under the 94
long shadows which the 46
long shudder shook the 41
long shutter speed to 77
long silence about the 169
long silence after he 155
long silence after my 42
long silence after the 367
long silence began to 50
long silence since the 66
long silence until the 92
long silence which he 88
long silence which the 46
long silence while he 464
long silence while the 729
long silence while we 162
long silence would be 42
long simmering about in 42
long sinuous lines of 59
long sleeves ended in 49
long sleeves reaching to 150
long slender fingers as 46
long slender fingers in 41
long slender fingers of 172
long slender fingers on 137
long slender leaves of 103
long slender lines of 138
long slender piece of 374
long slender roots of 61
long slender shape of 70
long slender sound of 114
long slender stems of 319
long slender strip of 47
long smarted under the 166
long sojourn under the 65
long sojourn within the 74
long southern flank of 45
long southern slope of 80
long spanish knife in 40
long stories about it 70
long stories about the 1862
long stories which he 82
long stretch where the 196
long strides about the 45
long strides under the 98
long strides until he 103
long subsist under the 167
long suffering people of 231
long suffering under an 53
long suffering under the 176
long survive after the 104
long survive under the 119
long terrace above the 52
long terrace below the 45
long thatched roofs of 67
long theorized about the 62
long thoracic nerve as 90
long thoracic nerve in 125
long thoracic nerve is 593
long thoracic nerve of 270
long thoracic nerve on 43
long thoracic nerve or 91
long thoracic nerve to 237
long thoughts about the 183
long tirades about the 41
long together after the 57
long together under the 211
long treatise about the 47
long treatise which he 44
long tresses falling on 66
long trestle table at 76
long trestle table in 221
long trestle table on 71
long trodden under the 40
long tubular bones in 83
long tubular bones is 72
long tubular bones of 259
long tunnels under the 178
long twisted tails to 77
long unchanging hours in 53
long uruguay round of 41
long vacation after the 55
long vacation spent in 57
long vacation would be 60
long voyages could be 71
long voyages round the 53
long voyages which the 81
long voyages which we 40
long voyages would be 45
long wakeful hours of 149
long warfare which we 116
long weekend visit to 43
long weekend would be 53
long western coast of 73
long western slope of 195
long whirled about by 50
long windows faced the 41
long windows opening on 317
long winters spent in 40
long withered grass in 57
long worried about the 489
long wrangled about it 42
long written about the 136
lot happier about it 62
lot happier about the 73
lot numbers appear in 107
lot smarter about the 42
lot written about it 91
lot written about the 267
low adoption rates of 105
low albumin level is 42
low alluvial lands of 81
low alluvial plain of 54
low arterial blood ph 142
low average costs of 63
low average earnings in 50
low average earnings of 116
low average grade of 95
low average level of 1272
low average price of 206
low average rates of 259
low average score of 81
low average score on 49
low average speed of 82
low average value of 327
low average wages of 46
low average yield of 276
low because people do 57
low because water is 54
low bedroom under the 40
low bronzed gleaming of 183
low buildings where the 87
low calcium level in 157
low calcium level is 45
low caloric value of 119
low calorie diets in 182
low calorie diets of 59
low calorie diets on 64
low capital costs in 50
low capital costs of 155
low carriage drawn by 41
low chamber under the 45
low coastal plain is 75
low coastal plain of 154
low country about the 109
low country round the 50
low country scots to 58
low country where the 177
low country would be 55
low crumbling walls of 50
low current level of 117
low current rates of 52
low density could be 56
low density housing in 57
low density housing is 42
low density lesion in 83
low density limit is 78
low density limit of 190
low density limit the 45
low density makes it 119
low density region in 79
low density region is 67
low density region of 146
low density where the 76
low density which is 97
low density within the 224
low density would be 46
low dietary level of 81
low dilution rates in 114
low divorce rates in 70
low elastic limit of 58
low entropy state is 58
low entropy state of 53
low exchange rates of 66
low exchange value of 316
low failure rates in 43
low failure rates of 81
low freight costs in 40
low freight rates by 59
low freight rates in 174
low freight rates on 415
low freight rates to 206
low gallery round the 40
low general level of 868
low general state of 75
low general wages or 101
low glucose level in 158
low glucose level is 55
low grounds about it 55
low grounds about the 134
low grounds began to 44
low grounds getting to 79
low grounds where the 93
low grounds which we 70
low grounds within the 53
low hammering sound in 130
low heights above the 90
low imagery words in 72
low incomes could be 96
low incomes earned by 92
low incomes would be 240
low infusion rates of 70
low invoice price of 236
low justice within the 86
low marriage rates in 76
low marriage rates of 104
low material level of 54
low maximum rates of 46
low maximum value of 54
low mitotic index in 45
low mitotic index of 59
low murmuring sound at 54
low murmuring sound of 63
low nominal rates of 182
low nominal value of 47
low numbers found in 44
low numbers within the 41
low objects which he 76
low official price of 47
low official rates of 109
low operating costs as 121
low operating costs in 92
low operating costs is 47
low operating costs of 312
low operating costs to 91
low ottoman close by 45
low overall level of 615
low overall rates of 229
low overall yield of 61
low overhead costs of 48
low parapet above the 74
low pitched roofs of 65
low pleural fluid ph 486
low poplars springing up 88
low position given to 50
low position within the 202
low poverty rates in 52
low present value of 63
low priority after the 43
low priority based on 43
low priority given by 542
low priority given in 66
low priority given the 127
low priority given to 5502
low priority items in 56
low priority since the 48
low priority under the 62
low priority until the 109
low priority which the 143
low priority within the 359
low private rates of 41
low profile about it 57
low profile about the 63
low profile after the 201
low profile given to 111
low profile makes it 48
low profile since the 191
low profile under the 58
low profile until he 139
low profile until it 46
low profile until the 461
low profile until we 80
low profile while he 60
low profile while in 51
low profile while the 111
low profile while we 40
low profile within the 256
low profile would be 65
low protein diets in 438
low protein diets is 75
low protein diets of 56
low protein diets on 165
low protein diets or 66
low protein diets to 75
low protein level in 80
low protein value of 54
low quality housing in 58
low quantum yield in 94
low quantum yield is 55
low quantum yield of 403
low radiation doses on 68
low radiation doses to 77
low rateable value of 68
low resisting power of 47
low resolving power is 41
low resolving power of 398
low results would be 65
low retaining walls of 84
low revenue yield of 53
low rounded hills of 143
low rounded hills on 61
low sniveling breed of 42
low softening point of 103
low spirits about it 74
low spirits about my 97
low spirits about the 262
low spirits after the 102
low spirits begin at 51
low spirits throws me 40
low success rates in 232
low success rates of 325
low suicide rates in 113
low suicide rates of 56
low terrace above the 125
low thatched roofs of 69
low together beneath the 123
low turnout rates in 84
low vacancy rates in 142
low vantage point of 74
low variable costs of 125
low voltage level is 46
low voltage sides of 42
low voltage which is 133
low voltage winding is 218
low voltage winding of 67
low windows under the 44
lung benefit trust or 126
lung cancers arise in 50
lung cancers could be 77
lung cancers occur in 198
lung function could be 62
lung function growth in 64
lung function testing in 387
lung function testing is 80
lung function tests as 43
lung function tests at 50
lung function tests in 389
lung function tests is 57
lung function tests on 49
lung function tests or 52
lung function tests to 118
lying between egypt on 41
lying between hills of 55
lying between hills or 50
lying between lines to 660
lying between ranges of 138
lying between walls of 46
lying chiefly within the 169
lying closely under the 44
lying coastal plain is 40
lying coastal plain of 139
lying crushed beneath the 66
lying crushed under the 95
lying dormant beneath the 113
lying dormant since the 179
lying dormant under the 149
lying dormant until the 385
lying dormant within me 101
lying dormant within the 299
lying dormant within us 199
lying exactly under the 78
lying exactly where he 88
lying exactly where it 48
lying excited state of 260
lying forward weakly on 71
lying largely within the 123
lying locally within the 41
lying loosely about the 41
lying passive under the 63
lying quietly beneath the 50
lying quietly under the 187
lying reports about the 74
lying roughly above the 63
lying samoans seated on 40
lying several miles to 80
lying stories about me 45
lying stories about the 82
lying together under the 154
lying together within the 47
lying totally within the 64
lying triplet state of 43
lying whitening round the 68
lying wounded close by 63
lying wounded under the 159
