labeled cell bodies in 129
language were always to 64
language were common to 61
language were enough to 70
language were forced to 78
language were formed by 48
language were likely to 67
language were placed in 67
language were rooted in 45
language were shaped by 44
language were spoken by 70
language were spoken in 98
language were strange to 103
language were taught by 45
language were taught in 94
language were taught to 83
language were thought to 84
language were unable to 83
language were viewed as 91
language what should be 44
language when engaged in 123
language when spoken by 307
language when spoken to 59
language wide enough to 215
language will affect the 154
language will afford the 101
language will always be 859
language will become an 49
language will become as 147
language will become at 71
language will become the 251
language will convey the 58
language will convey to 68
language will depend on 771
language will enable the 169
language will enable us 192
language will excite in 40
language will follow the 53
language will hardly be 218
language will likely be 71
language will permit it 46
language will permit me 69
language will permit on 81
language will permit the 57
language will reduce the 41
language will remain as 157
language will remain in 45
language will remain the 93
language will result in 397
language will suffer by 51
language work before or 54
language work should be 375
lantern from behind the 45
lantern having slides of 56
lantern just inside the 43
largely also through the 58
largely been absent in 128
largely been blamed on 42
largely been broken up 53
largely been caused by 540
largely been cleared of 70
largely been cleared up 51
largely been closed to 78
largely been created by 394
largely been created in 62
largely been denied the 48
largely been denied to 50
largely been driven by 936
largely been engaged in 75
largely been erased by 55
largely been eroded by 73
largely been filled by 143
largely been filled in 111
largely been forced to 95
largely been formed by 165
largely been formed in 44
largely been fought on 63
largely been framed by 49
largely been framed in 100
largely been fueled by 123
largely been funded by 110
largely been guided by 169
largely been linked to 60
largely been missed by 52
largely been offset by 190
largely been passed on 41
largely been placed on 73
largely been shaped by 905
largely been silent on 121
largely been solved by 280
largely been solved in 62
largely been spared the 211
largely been thought of 68
largely been through the 172
largely been treated as 484
largely been unable to 438
largely been viewed as 613
largely been viewed in 49
largely come around to 53
largely come through the 73
largely done before the 83
largely done through the 252
largely during periods of 85
largely fell victim to 45
largely from amongst the 72
largely from behind the 43
largely from changes in 407
largely from duties on 42
largely from feelings of 53
largely from groups of 41
largely from inside the 46
largely from pueblo or 43
largely from studying the 48
largely from without the 43
largely gone beyond the 51
largely have failed to 115
largely left behind by 82
largely left behind in 141
largely left behind the 91
largely left intact the 45
largely lost through the 160
largely made before the 41
largely made through the 107
largely over before the 47
largely over issues of 72
largely pass through the 65
largely seen through the 107
largely those relating to 55
largely took charge of 40
largely upon access to 51
largely upon changes in 132
largely upon issues of 43
largely upon methods of 41
largely upon whether he 135
largely upon whether it 301
largely upon whether or 804
largely upon whether the 1713
largely upon whether we 115
largely used before the 67
largely used instead of 390
largely will depend on 89
largest arch bridge in 70
largest areal extent of 43
largest asian groups in 73
largest auto market in 48
largest beer market in 65
largest blue diamond in 96
largest boat belonging to 90
largest bond market in 118
largest book market in 76
largest book stores in 78
largest boys belonging to 53
largest case series of 52
largest cave system in 143
largest city should be 51
largest coal fields in 140
largest cost factor in 90
largest debt market in 61
largest dose should be 88
largest drug cartel in 56
largest during periods of 40
largest ever caught in 79
largest ever gathering of 183
largest ever number of 145
largest ever polled in 53
largest ever raised in 102
largest ever survey of 67
largest film studios in 55
largest firm engaged in 62
largest fish caught in 102
largest fish caught on 50
largest fish export of 44
largest fish market in 185
largest food chains in 64
largest free church in 42
largest free market in 83
largest game animal in 44
largest gold nugget in 54
largest high school in 500
largest home market in 54
largest iron bridge in 53
largest jail system in 41
largest just before the 50
largest land animal in 259
largest land animal is 117
largest land animal of 126
largest land animal on 67
largest land battle in 58
largest land battle of 87
largest land empire in 298
largest land empire the 72
largest land grants in 65
largest land holder in 141
largest land holdings in 84
largest land mammal in 187
largest land mammal of 103
largest land mammal on 74
largest land masses in 80
largest land owners in 661
largest land owners of 118
largest living member of 169
largest mass arrest in 289
largest mass murder in 344
largest media empire in 52
largest media market in 158
largest media merger in 44
largest moving object in 54
largest mule market in 45
largest news agency in 122
largest open market in 102
largest open places in 55
largest open spaces in 92
largest open subset of 50
largest pipe organs in 85
largest post office in 124
largest radio station in 126
largest rail center in 74
largest rail system in 123
largest rain forest in 283
largest rain forest is 49
largest reef system in 57
largest rose garden in 47
largest sand desert in 108
largest sand island in 185
largest shear stress in 49
largest shear stress is 43
largest ship afloat at 87
largest ship afloat in 63
largest ship belonging to 68
largest single agency in 71
largest single amount of 228
largest single battle of 43
largest single blocks of 69
largest single branch of 248
largest single building in 208
largest single building of 50
largest single buyers of 43
largest single causes of 84
largest single center of 90
largest single church in 125
largest single colony of 51
largest single corpus of 57
largest single effect on 58
largest single effort to 73
largest single entity in 46
largest single export of 90
largest single factor in 2496
largest single factor is 77
largest single factor of 81
largest single family of 89
largest single gathering of 179
largest single grouping in 92
largest single grouping of 210
largest single groups of 156
largest single holder of 338
largest single impact on 75
largest single influx of 66
largest single issuer of 98
largest single killer of 48
largest single lender to 43
largest single market in 759
largest single market is 89
largest single market of 81
largest single member of 47
largest single number in 54
largest single number of 547
largest single object of 67
largest single outlay of 41
largest single owners of 40
largest single pieces of 87
largest single player in 42
largest single portion of 638
largest single sample of 40
largest single section in 49
largest single section of 362
largest single sector in 195
largest single sector of 539
largest single seller of 50
largest single series of 134
largest single source in 90
largest single source is 143
largest single source of 16317
largest single strike in 86
largest single supply of 79
largest single system in 71
largest single system of 58
largest single volume of 71
largest size around the 57
largest size should be 120
largest steam hammer in 53
largest such building in 45
largest such center in 68
largest such effort in 48
largest such events in 52
largest such gathering in 118
largest such groups in 71
largest such market in 71
largest such market is 48
largest such museum in 50
largest such school in 42
largest such system in 118
largest tank battle in 334
largest tank battle of 191
largest town square in 46
largest vote getter in 50
largest wheat grower in 74
largest wheat market in 61
largest wild animal in 51
largest wind tunnel in 76
largest wine cellar in 82
largest wool market in 118
largest youth hostel in 51
laryngeal mask airway as 110
laryngeal mask airway in 1324
laryngeal mask airway is 360
laryngeal mask airway or 196
laryngeal mask airway to 114
lateral axis through the 88
lateral bony margin of 42
lateral cell column of 130
lateral cell groups of 167
lateral film should be 134
lateral flow across the 62
lateral flow through the 159
lateral free margin of 90
lateral gaze toward the 77
lateral giant fibers of 127
lateral gray column of 174
lateral gray matter of 225
lateral line absent or 46
lateral line branch of 121
lateral line canals in 110
lateral line canals of 135
lateral line canals on 123
lateral line instead of 45
lateral line nerves in 151
lateral line nerves of 142
lateral line nuclei in 68
lateral line organs in 610
lateral line organs is 89
lateral line organs of 995
lateral line organs on 131
lateral line organs to 58
lateral line scales in 83
lateral line system as 161
lateral line system at 54
lateral line system in 1160
lateral line system is 928
lateral line system of 1551
lateral line system on 190
lateral line system to 128
lateral load should be 55
lateral mass screws in 70
lateral most portion of 90
lateral road across the 46
lateral root system is 54
lateral side toward the 43
lateral unit strain to 74
lateral view reveals the 115
lateral view should be 402
lateral view showed the 52
lateral wall behind the 64
lateral wall formed by 100
lateral wall should be 66
lateral wall toward the 64
lattice fringe images of 174
lattice will depend on 42
lattice will result in 68
lattice work across the 49
lattice work around the 107
laughed back through the 54
laughed even harder as 160
laughed even harder at 233
laughed even louder as 57
laughed even louder at 114
laughed from across the 69
laughed from behind the 62
laughed hard enough to 125
laughed just enough to 40
laughed loud enough to 337
laughed more loudly at 58
laughed very fairly at 40
laughed very loudly at 141
launching their arrows to 86
launching their attack on 237
launching what became the 68
laundry list format is 41
laundry room behind the 94
laundry room should be 100
laundry soap instead of 50
laundry work should be 77
laurels were gained in 51
laurels were killed to 42
lawless life attain to 40
lawless mobs insult the 55
lawmaking body called the 142
lawsuit will likely be 41
lawsuit will result in 66
lawyers from across the 158
lawyers from appearing in 76
lawyers from around the 355
lawyers from entering the 69
lawyers hanging around the 54
lawyers have access to 200
lawyers have agreed to 56
lawyers have become so 66
lawyers have become the 78
lawyers have briefs to 66
lawyers have chosen to 64
lawyers have engaged in 55
lawyers have failed to 225
lawyers have learned to 87
lawyers have little or 72
lawyers have played an 70
lawyers have played in 102
lawyers have served as 58
lawyers have sought to 246
lawyers have tended to 338
lawyers have turned to 50
lawyers most likely to 63
lawyers must always be 77
lawyers must inform the 40
lawyers rely heavily on 42
lawyers well versed in 136
lawyers went through the 43
lawyers were active in 80
lawyers were afraid of 82
lawyers were afraid to 89
lawyers were already at 45
lawyers were already in 66
lawyers were anxious to 122
lawyers were called in 270
lawyers were called on 96
lawyers were called to 109
lawyers were created by 62
lawyers were denied the 42
lawyers were engaged by 49
lawyers were engaged in 262
lawyers were engaged to 72
lawyers were forced to 371
lawyers were guilty of 53
lawyers were jealous of 91
lawyers were joined by 56
lawyers were killed in 45
lawyers were likely to 175
lawyers were needed in 56
lawyers were needed to 137
lawyers were planning to 58
lawyers were ranked on 75
lawyers were scarce in 59
lawyers were thought to 47
lawyers were unable to 480
lawyers will always be 82
lawyers will behave as 86
lawyers will refuse me 85
layoffs during periods of 97
layoffs were caused by 47
leaflets were issued by 84
leaflets were issued in 98
leaflets were issued to 42
leaflets were placed in 76
leaflets were signed by 84
learners from around the 70
learners gain access to 178
learners have access to 1104
learners have failed to 42
learners have little or 62
learners have reached the 57
learners into groups of 120
learners move through the 90
learners must attend to 42
learners need access to 83
learners rely heavily on 65
learners take charge of 44
learners were engaged in 84
learners were forced to 44
learners were likely to 45
learners were placed in 54
learners were taught to 61
learners were unable to 114
learners will depend on 55
learners work through the 65
leavened bread should be 149
lecture gait without an 47
lecture hall should be 82
lecture held before the 85
lecture room before the 46
lecture room should be 169
lecture tour across the 237
lecture tour around the 899
lecture tour through the 1965
lecture trip around the 96
lecture trip through the 48
lecture upon battle by 64
lecture will review the 45
lecturing tour around the 216
lecturing tour through the 627
lecturing trip through the 64
leeches were placed on 40
legally bind itself to 57
legally come before the 130
legally done without the 45
legally gain access to 71
legally have access to 107
legally held without the 52
legally made without the 49
legally take charge of 44
legatee died before the 139
legatee dies before the 976
legates were pleased to 86
legation were lodged at 43
legends came across the 84
legends from around the 373
legends grew around the 62
legends have become so 45
legends have reached us 67
legends told around the 46
legends were created in 51
legends were created to 64
legends were passed on 121
leisure from itself to 428
leisure time appears to 56
leisure time around the 61
leisure time before the 84
leisure time created by 117
leisure time engaged in 141
leisure time enjoying the 45
leisure time enough to 58
leisure time except the 41
leisure time gained by 47
leisure time habits of 59
leisure time instead of 126
leisure time needed to 84
leisure time seemed to 60
leisure time should be 777
leisure time through the 125
leisure time watching tv 139
leisure will depend on 44
leisure will result in 45
lenders have access to 96
lenders have agreed to 83
lenders have learned to 46
lenders have sought to 57
lenders have tended to 58
lenders rely heavily on 46
lenders were forced to 142
lenders were unable to 79
lenders will accept the 40
lenders will insist on 295
lenders will prefer to 54
lenders will refuse to 114
lenient view should be 63
lenient view toward the 45
lesbians from across the 48
lesbians from around the 69
lesbians have chosen to 75
lesbians have tended to 56
lesbians were forced to 87
lessees were unable to 43
lessening their chance of 61
lessening their feelings of 40
lessening their impact on 71
lessening their powers of 45
lessens their chance of 82
lessens their feelings of 57
lessens your chance of 101
lessons from across the 98
lessons from around the 65
lessons from nature to 45
lessons from studying the 79
lessons have helped me 61
lessons have served me 42
lessons have taught me 136
lessons have taught us 243
lessons life teaches us 48
lessons must always be 40
lessons there should be 69
lessons well enough to 183
lessons were learned as 286
lessons were learned at 169
lessons were learned by 494
lessons were learned in 840
lessons were learned on 258
lessons were learned the 141
lessons were learned to 40
lessons were likely to 45
lessons were passed on 148
lessons were taught as 42
lessons were taught at 67
lessons were taught by 492
lessons were taught in 621
lessons were taught on 45
lessons were taught to 198
lessons will always be 63
lessons will depend on 70
lessons will result in 48
lettering used should be 40
letters also attest to 46
letters also should be 92
letters came before the 98
letters came flooding in 40
letters came through the 114
letters came weekly to 47
letters come before the 90
letters come through the 97
letters coming through the 47
letters even before the 58
letters ever penned by 198
letters ever reached the 56
letters from abroad he 40
letters from abroad in 67
letters from abroad to 301
letters from across the 471
letters from arnold to 77
letters from around the 711
letters from behind the 55
letters from berlin to 122
letters from beyond sea 55
letters from beyond the 126
letters from blaine to 86
letters from boston to 162
letters from brahms to 60
letters from browning to 64
letters from butler to 50
letters from calvin to 115
letters from canada to 62
letters from cicero to 222
letters from conrad to 61
letters from cortes to 47
letters from darwin to 94
letters from dozens of 121
letters from dryden to 55
letters from dublin to 80
letters from edward to 65
letters from edward vi 91
letters from england at 51
letters from england by 101
letters from england he 44
letters from england in 163
letters from england of 202
letters from england on 83
letters from england or 56
letters from england to 534
letters from europe by 59
letters from europe in 85
letters from europe to 344
letters from family or 42
letters from forbes to 52
letters from france by 77
letters from france he 47
letters from france in 59
letters from france to 286
letters from friend to 45
letters from gandhi to 57
letters from gordon to 56
letters from groups of 46
letters from harris to 51
letters from holmes to 69
letters from inside the 55
letters from joseph to 51
letters from ladies in 46
letters from ladies of 87
letters from leaders in 101
letters from leaders of 100
letters from lisbon of 69
letters from london at 49
letters from london he 69
letters from london in 159
letters from london of 129
letters from london on 58
letters from london to 820
letters from lowell to 62
letters from madrid of 48
letters from madrid to 91
letters from mexico to 42
letters from morris to 48
letters from mothers of 56
letters from mothers to 72
letters from mozart to 56
letters from murray to 89
letters from myself to 68
letters from nelson to 130
letters from newman to 45
letters from newton to 96
letters from owners of 102
letters from oxford to 87
letters from philip ii 63
letters from philip to 230
letters from places as 41
letters from places in 51
letters from pompey to 45
letters from prison he 55
letters from prison in 134
letters from prison to 364
letters from readers as 121
letters from readers in 407
letters from readers of 799
letters from readers on 421
letters from readers or 40
letters from readers to 186
letters from robert to 60
letters from ruskin to 242
letters from school to 74
letters from scores of 111
letters from someone in 50
letters from sterne to 94
letters from stuart to 50
letters from taylor to 62
letters from turner to 43
letters from venice to 99
letters from vienna to 56
letters from wagner to 111
letters from wesley to 49
letters from william the 44
letters from william to 92
letters from wilson to 95
letters from wolsey to 72
letters from wright to 53
letters giving notice of 47
letters have become so 65
letters have become the 91
letters have caused me 90
letters have failed to 209
letters have gained the 41
letters have helped me 112
letters have helped to 92
letters have little to 48
letters have poured in 237
letters have proved to 44
letters have reached me 780
letters have reached the 102
letters have reached us 210
letters have seemed to 47
letters have served to 52
letters have shared the 46
letters have something of 100
letters have something to 50
letters have tended to 47
letters have turned up 126
letters here spoken of 44
letters into greece by 50
letters into groups of 117
letters just before the 146
letters laid before the 64
letters left behind by 173
letters lies before me 42
letters made mention of 44
letters make mention of 76
letters making mention of 45
letters most humbly to 48
letters most likely to 103
letters must always be 214
letters only served to 83
letters pass through the 202
letters paul refers to 57
letters reach almost to 40
letters says something to 44
letters seen should be 47
letters seen through it 50
letters sent across the 87
letters sent before the 47
letters sent direct to 56
letters sent through the 1062
letters show clearly the 98
letters show something of 63
letters swam before my 58
letters there should be 146
letters upon blocks of 43
letters vary greatly in 62
letters well enough in 41
letters well enough to 135
letters went through the 98
letters were almost as 195
letters were almost the 45
letters were already in 144
letters were always in 91
letters were always of 45
letters were always so 253
letters were always the 101
letters were appearing in 110
letters were arriving at 62
letters were arriving in 42
letters were awaiting me 90
letters were awaiting us 68
letters were bought by 47
letters were burned by 65
letters were called by 41
letters were called in 48
letters were carved in 68
letters were carved on 155
letters were changed to 498
letters were chosen by 42
letters were chosen to 60
letters were copied by 241
letters were copied in 109
letters were created by 75
letters were deemed to 52
letters were edited by 513
letters were edited in 60
letters were enough to 135
letters were extant in 69
letters were filled in 59
letters were filled up 50
letters were forced to 43
letters were forged by 252
letters were forged in 125
letters were formed by 193
letters were formed in 67
letters were formed of 62
letters were handed in 90
letters were handed me 47
letters were handed to 690
letters were hidden in 79
letters were issued at 54
letters were issued by 337
letters were issued in 739
letters were issued on 293
letters were issued to 708
letters were likely to 220
letters were mailed at 116
letters were mailed by 130
letters were mailed in 342
letters were mailed on 93
letters were mailed to 1030
letters were marked by 104
letters were marked on 51
letters were merely the 40
letters were models of 185
letters were mostly in 43
letters were needed to 112
letters were opened as 122
letters were opened at 228
letters were opened by 391
letters were opened in 275
letters were passed on 422
letters were passed to 92
letters were penned by 140
letters were penned in 66
letters were picked up 178
letters were placed at 72
letters were placed by 59
letters were placed in 831
letters were placed on 226
letters were posted at 68
letters were posted by 48
letters were posted in 195
letters were posted on 225
letters were posted to 110
letters were proved to 124
letters were quoted by 65
letters were quoted in 82
letters were seized by 116
letters were signed by 996
letters were signed in 56
letters were silent on 49
letters were simply the 43
letters were stated to 55
letters were stored in 157
letters were thought of 59
letters were thought to 112
letters were traced to 57
letters were treated as 208
letters will always be 471
letters will amount to 57
letters will denote the 57
letters will depend on 72
letters will enable the 41
letters will enable us 46
letters will follow me 56
letters will follow the 49
letters will result in 104
lettuce drop caused by 215
leveled their pieces at 86
leveled their rifles at 363
leveled their sights on 52
leveled their weapons at 209
lexical form unless the 41
lexical item appears in 52
lexical item belonging to 69
lexical item belongs to 58
lexical item occurs in 45
lexical item should be 97
liberal arts became the 67
liberal arts before he 67
liberal arts before the 42
liberal arts course as 41
liberal arts course at 186
liberal arts course in 309
liberal arts course is 164
liberal arts course of 233
liberal arts degree as 49
liberal arts degree at 144
liberal arts degree in 364
liberal arts degree is 218
liberal arts degree or 65
liberal arts degree to 45
liberal arts formed the 79
liberal arts majors as 119
liberal arts majors at 57
liberal arts majors in 160
liberal arts majors to 87
liberal arts portion of 71
liberal arts school at 79
liberal arts school in 1362
liberal arts school is 72
liberal arts school of 130
liberal arts school on 65
liberal arts school to 46
liberal arts should be 425
liberal arts taught in 109
liberal arts through the 62
liberal arts training as 40
liberal arts training in 279
liberal arts training is 81
liberal arts training to 54
liberal diet should be 127
liberal ideas seemed to 40
liberal ideas through the 61
liberal land grants to 207
liberal land policy in 46
liberal land policy of 221
liberal land policy on 45
liberal land policy to 40
liberal laws relating to 53
liberal loan policy of 47
liberal rule should be 71
liberal their system of 45
liberal view should be 123
liberal view toward the 81
liberal voting record in 184
liberal voting record of 65
liberal voting record on 108
liberal will refuse to 83
liberty from philip to 46
liberty laws passed by 85
liberty laws passed in 99
liberty more sacred by 54
liberty most humbly to 63
liberty must always be 250
liberty must aspire is 56
liberty only through the 102
liberty there should be 57
liberty well enough to 49
liberty were afraid of 44
liberty were forced to 41
liberty were hushed in 59
liberty were likely to 51
liberty were prizes to 66
liberty will always be 266
liberty will become the 42
liberty will depend on 43
liberty will hinder or 333
liberty will remain to 46
library also houses the 184
library also served as 62
library also serves as 193
library also serves the 66
library call number in 62
library call number is 51
library call number of 72
library call number on 53
library call number or 56
library came through to 60
library card should be 49
library door behind me 40
library gain access to 250
library have access to 89
library just across the 47
library just before the 76
library left behind by 44
library media center as 906
library media center at 205
library media center by 136
library media center in 1003
library media center is 1333
library media center of 66
library media center on 100
library media center or 359
library media center so 57
library media center the 42
library media center to 871
library more useful to 66
library must always be 89
library room should be 117
library there should be 294
library unit should be 48
library user should be 52
library well enough to 43
library were copies of 53
library were housed in 48
library were opened to 75
library will always be 114
library will become an 52
library will become the 110
library will depend on 232
library will enable the 42
library will result in 103
library will supply the 44
library work should be 137
license duly issued by 104
license even hamlet if 60
license ever issued to 47
license fees amount to 56
license fees levied on 103
license fees should be 357
license must always be 80
license such rights to 117
license these causes of 48
license these rights to 128
license those engaged in 41
license those rights to 74
license will depend on 117
license will expire on 131
license will result in 71
licensing fees should be 54
licensing laws relating to 110
licensing laws should be 140
lidless eyes across the 79
ligated just distal to 100
lighted from behind by 238
lighted from behind in 42
lighted from behind the 149
lighted from behind to 42
lighted from cellar to 52
lighted from garret to 68
lighted from sunset to 159
lighted from without by 78
lighted just before the 103
lighted lamp before it 63
lighted lamp before the 55
lighted lamp placed on 54
lighted main street of 48
lighted only through the 169
lighted room across the 41
lighted room behind the 43
lighted room beside the 111
lighted room should be 41
lighted their cigars at 60
lighted their cigars by 50
lighted tube called an 56
lighted tube through the 88
lighted wick floating in 89
lighten their burden by 133
lighten their burden of 469
lighten their duties by 83
lighten their labors by 54
lighten your burden by 43
lighten your burden in 112
lighten your burden of 76
lighten your wonder to 65
lighter areas around the 47
lighter band across the 43
lighter ones seemed to 53
lighter ones should be 43
lighter ones toward the 80
lighter slag floating on 46
lighter slag floats on 59
lightly down through the 450
lightly from branch to 200
lightly from flower to 57
lightly have fallen in 41
lightly pass through the 117
lightning bolt across the 91
lightning bolt seemed to 49
lightning bolt striking the 93
lightning bolt struck me 54
lightning bolt struck the 417
lightning bolt through it 70
lightning bolt through the 112
lightning came through the 113
lightning coming through the 50
lightning cuts through the 52
lightning dash across the 71
lightning from striking the 157
lightning having struck the 49
lightning play across the 48
lightning rips through the 40
lightning rods should be 105
lightning shot across the 478
lightning shot athwart the 66
lightning shot through my 50
lightning shot through the 525
lightning tore across the 223
lightning tore through the 280
lightning went through the 43
lightning were caused by 109
lightning were tokens of 49
lightning will strike in 43
lightning will strike it 62
lightning will strike me 42
lightning will strike the 306
lignite into common or 133
limited areal extent of 355
limited areas around the 243
limited areas should be 52
limited data exists on 58
limited data relating to 144
limited during periods of 294
limited even before the 142
limited even further by 315
limited even further the 233
limited even further to 43
limited food supply by 52
limited food supply in 249
limited food supply is 87
limited food supply of 122
limited food supply on 260
limited food supply or 168
limited food supply to 41
limited free access to 130
limited free edition of 521
limited free market in 120
limited land holdings to 122
limited land reform in 110
limited life should be 134
limited means placed at 88
limited means should be 67
limited media access to 117
limited part played by 145
limited range around the 101
limited reading public of 93
limited reading skills or 62
limited reading skills to 42
limited role played by 1151
limited their access to 2869
limited their actions by 52
limited their actions to 224
limited their amount to 50
limited their attack to 94
limited their choice of 569
limited their choice to 305
limited their claims to 147
limited their demand to 63
limited their duties to 60
limited their effect by 42
limited their family to 48
limited their height to 50
limited their holdings to 42
limited their impact on 158
limited their intake of 46
limited their issues to 50
limited their mission to 47
limited their number in 48
limited their number of 88
limited their number to 467
limited their options in 181
limited their options to 77
limited their output to 72
limited their powers of 170
limited their powers to 64
limited their reaction to 48
limited their review to 204
limited their rights as 98
limited their rights of 45
limited their rights to 251
limited their sample to 226
limited their sphere of 439
limited their visits to 86
limited their writings to 53
limited these rights to 87
limited time before he 41
limited time before it 99
limited time before me 45
limited time before the 841
limited time periods in 170
limited time periods or 127
limited time periods to 52
limited time should be 263
limited time window of 58
limited time without the 45
limited view through the 86
limited voting rights in 220
limited voting rights of 93
limited voting rights or 49
limited voting rights to 656
limited wars fought by 52
limited when viewed in 49
linearly from bottom to 54
lingeringly away across the 82
linguists have called the 80
linguists have chosen to 81
linguists have failed to 272
linguists have looked at 59
linguists have sought to 167
linguists have tended to 542
linguists have turned to 81
linguists have wanted to 58
linguists have worked on 126
linguists were engaged in 45
linguists were forced to 65
linkage also occurs in 45
linkage will depend on 50
lintels over openings in 89
liquids flow through the 63
liquids from entering the 350
liquids from solids by 99
liquids from solids in 41
liquids move through the 53
liquids pass through the 373
liquids were placed in 89
liquids were stored in 50
liquids will depend on 43
liquors were served in 59
listening deer attend my 169
listening from across the 140
listening from behind the 337
listening from inside the 60
listening hard enough to 47
listening just enough to 41
listening just inside the 46
listening open mouthed to 41
listening post behind the 43
listening room should be 84
listening test should be 48
listening very eagerly to 61
listening well enough to 91
listening when someone is 45
listening when spoken to 138
listening will result in 55
listens more readily to 108
literal fact instead of 94
literal meaning appears to 73
literal meaning behind the 50
literal meaning refers to 138
literal meaning seemed to 106
literal meaning should be 329
literal meaning through the 46
literal meaning unless the 118
litters were culled to 164
litters were placed in 74
litters were raised on 41
liturgy were agreed to 67
lizards were placed in 67
loafers hanging around the 71
locally high levels of 132
locally made copies of 79
locally thick enough to 44
locally very common in 66
located along rivers or 136
located along streams or 58
located clear across the 70
located deep behind the 47
located deep inside the 2002
located even closer to 141
located even further to 43
located here before the 85
located high enough in 59
located high enough so 129
located high enough to 210
located just across the 9124
located just around the 1449
located just before the 1453
located just behind it 75
located just behind the 9510
located just beside the 164
located just beyond the 5113
located just caudal to 282
located just cranial to 106
located just distal to 663
located just dorsal to 231
located just inside of 102
located just inside or 51
located just inside the 7594
located more deeply in 238
located more firmly in 46
located more toward the 930
located much closer to 1309
located much deeper in 67
located much farther to 55
located much further to 153
located much higher in 59
located much higher up 56
located only around the 63
located only through the 44
located their plants in 138
located there before the 105
located there instead of 88
located there should be 48
located well behind the 303
located well beyond the 496
located well inside the 417
located well toward the 168
located what appears to 95
located what seemed to 103
located will betray us 132
located will depend on 76
located will govern the 42
location also appears to 52
location best suited to 220
location deep inside the 56
location early enough to 41
location from whence it 51
location from whence the 40
location just across the 220
location just around the 45
location just before the 169
location just behind the 122
location just beyond the 142
location just inside the 134
location more suited to 45
location most likely to 103
location much closer to 125
location must always be 106
location there should be 72
location will affect the 244
location will always be 181
