labeling index was determined 95
looked plump and prosperous 46
looked rather too bewildered 47
looked round and considered 46
looked round and discovered 314
looked round and immediately 46
looked round and recognized 86
looked round for approbation 75
looked round for assistance 150
looked round for inspiration 52
looked round her helplessly 104
looked round him doubtfully 67
looked round him helplessly 51
looked sleek and prosperous 82
looked small and frightened 218
looked small and vulnerable 539
looked solid and substantial 53
looked stern and determined 40
looked stern and formidable 40
looked strong and determined 41
looked sweet and vulnerable 41
looked tired and bedraggled 50
looked tired and despondent 50
looked tired and disheveled 330
looked tired and dispirited 428
looked tired and distracted 106
looked tired and distraught 63
looked tired and distressed 44
looked tired and frightened 206
looked tired and frustrated 78
looked tired and overworked 208
looked tired and preoccupied 350
looked tired and spiritless 71
looked tired and vulnerable 79
looked under any supposedly 52
looked uneasy and frightened 41
looked vague and incoherent 68
looked white and frightened 480
loomed large and formidable 55
looted homes and businesses 40
losers could not profitably 67
losses could not discourage 54
losses which are deductible 115
losses which are determined 49
losses which are incidental 46
losses which are inevitable 138
louder tones than philosophy 42
lovers would then experience 128
lowering trade and investment 56
lowest class being sufficient 86
lowest kinds are discovered 54
lowest which his sustenance 56
lumbar spine are frequently 47
lumber trade and shipbuilding 44
luxury homes and apartments 118
luxury hotel and restaurant 283
