lab for dna analysis 43
law that was contrary 97
law that was declared 116
law that was designed 516
law that was directed 40
law that was enforced 185
law that was erroneous 51
law that was followed 61
law that was intended 390
law that was involved 71
law that was observed 125
law that was possible 52
law that was proposed 117
law that was received 72
law that was recently 48
law that was required 119
law that was supposed 339
law they are bailable 154
law they are entitled 340
law they are expected 40
law they are intended 47
law they are regarded 80
law they are required 318
law they are supposed 212
law they had received 61
law was and remained 66
law was and security 42
law was being complied 55
law was being enforced 375
law was being followed 87
law was being modified 41
law was being observed 161
law was being prepared 360
law was for servants 93
law was his mistress 51
law was not absolute 63
law was not accepted 242
law was not achieved 57
law was not actually 204
law was not adequate 328
law was not admitted 89
law was not affected 94
law was not approved 176
law was not christian 85
law was not codified 155
law was not complete 175
law was not complied 240
law was not confined 351
law was not contrary 109
law was not declared 321
law was not designed 680
law was not directed 230
law was not directly 163
law was not disputed 42
law was not effected 48
law was not enforced 2407
law was not entirely 627
law was not entitled 169
law was not essential 87
law was not executed 140
law was not expected 94
law was not explicit 81
law was not extended 163
law was not followed 361
law was not formally 150
law was not forthcoming 52
law was not included 124
law was not intended 1677
law was not involved 102
law was not mentioned 138
law was not modified 62
law was not narrowly 109
law was not observed 499
law was not possible 203
law was not prepared 110
law was not properly 327
law was not received 89
law was not regarded 275
law was not relevant 143
law was not required 264
law was not seriously 96
law was not specific 115
law was not strictly 824
law was not suitable 51
law was not supposed 143
law was not uncommon 43
law was not withdrawn 48
law was now enforced 45
law was now extended 57
law was our custodian 348
law was then declared 88
law was too rigorous 41
law who are admitted 61
law who are righteous 466
law who had recently 84
law who had returned 48
law with all possible 102
law with any niceness 41
law with her children 79
law with her daughter 67
law with him wherever 79
law with his absolute 225
law with his employer 42
law with his guardians 103
law with his neighbor 47
law with his relative 63
law with his terrible 50
law with its commands 71
law with its constant 56
law with its emphasis 301
law with its sanctions 132
law with its specific 40
law with one exception 45
law with our powerful 48
law with that equality 69
law with them wherever 40
law with this provision 45
law you are entitled 109
law you are required 105
law you are researching 128
law you are supposed 41
lay all her fortunes 93
lay all his branches 41
lay all his dominions 69
lay all our troubles 78
lay all that remained 545
lay and not clerical 47
lay and one clerical 151
lay and two clerical 117
lay any tax whatever 72
lay dead and deserted 57
lay dead and hundreds 60
lay dead and obscured 157
lay dead and unburied 118
lay for his affection 103
lay her dead mistress 41
lay ill and helpless 134
lay ill with pneumonia 41
lay ill with smallpox 48
lay long and straight 85
lay low and listened 57
lay not long concealed 51
lay not that flattering 59
lay off any distance 87
lay off any employee 57
lay off new counties 46
lay off one employee 44
lay off that distance 80
lay off this distance 353
lay out all possible 59
lay out and assemble 42
lay out and dedicate 45
lay out and describe 48
lay out and evaluate 49
lay out and maintain 399
lay out and organize 149
lay out and ornament 169
lay out and regulate 91
lay out for yourself 69
lay out his argument 84
lay out his foolscap 69
lay out his projects 65
lay out his strategy 52
lay out new highways 175
lay out our campaign 64
lay out this argument 46
lay them out properly 41
lay them out straight 45
lay weak and helpless 184
lay with her children 41
lay with his curtains 49
lay with his daughter 180
lay with his emaciated 96
lay with his regiment 42
lay with his squadron 104
lead and are therefore 48
lead and its products 147
lead and lag networks 271
lead and lead peroxide 1576
lead and lead products 279
lead and lead sulphate 145
lead and rear vehicles 40
lead and was followed 60
lead and was proceeding 48
lead ecg was obtained 47
lead ecg was recorded 169
lead his own regiment 57
lead men who believed 57
lead out his soldiers 53
lead that was attached 40
lead that was followed 41
lead they had received 46
lead this new movement 42
lead was being followed 52
lead was not followed 407
lead with her standard 65
lead you all wherever 77
leaf and bud formation 58
leaf and its axillary 126
leaf and its contents 140
leaf area and specific 59
leaf area and therefore 47
leaf area was observed 53
leaf area was obtained 51
leaf for that formless 76
leaf with his delicate 55
leaf with its axillary 175
lean and mean approach 51
lean too far backward 210
leap out and surprise 108
led and not followed 40
led and she followed 120
led and they followed 95
led and who followed 91
led her and elizabeth 57
led him and confined 51
led his men directly 161
led his men northward 131
led his men silently 86
led his men southward 153
led his men straight 704
led his men westward 67
led his own regiment 219
led his two brigades 57
led his two divisions 46
led off for execution 171
led out and equipped 58
led out and executed 194
led out for execution 890
led out for exercise 105
led out for immediate 56
led out for washington 80
led out his regiment 71
led out his soldiers 172
led them for instance 49
led them they followed 91
led was not composed 51
leg and arm exercise 83
leg and arm injuries 54
leg and arm movement 94
leg and arm positions 148
leg and head injuries 78
leg and hip injuries 52
leg and his shoulder 61
leg and two crutches 152
leg and was admitted 43
leg and was captured 100
leg and was confined 134
leg are not uncommon 54
leg had not improved 45
leg hop for distance 92
leg off his favorite 52
leg that has rejoiced 41
leg was not affected 44
leg was not properly 45
let air and moisture 104
let all his memorials 82
let all his property 47
let all his subjects 84
let all men consider 91
let all men remember 56
let all our business 43
let all our subjects 105
let any man consider 384
let any man seriously 45
let any one approach 166
let any one conclude 66
let any one consider 1229
let any one discover 43
let any one perceive 62
let any one persuade 304
let death and eternity 42
let each and everyone 52
let each man earnestly 70
let each one consider 72
let her ask questions 67
let her get anywhere 45
let her get involved 379
let her get pregnant 96
let her long standard 74
let her off entirely 67
let her own children 114
let her own daughter 67
let her say whatever 118
let her two children 42
let her wear lipstick 92
let him all discover 46
let him and everyone 45
let him ask questions 176
let him but consider 130
let him but continue 53
let him but narrowly 58
let him but remember 51
let him get anywhere 155
let him get involved 461
let him get whomever 89
let him not approach 299
let him not complain 240
let him not consider 95
let him not hesitate 343
let him not maintain 64
let him not otherwise 56
let him not overlook 143
let him not persuade 148
let him not therefore 219
let him off entirely 47
let him out tomorrow 67
let him pay attention 85
let him read somebody 44
let him read thackeray 108
let him say whatever 205
let him then consider 89
let him then remember 65
let him thus consider 73
let him who absented 95
let him who baptizes 47
let him who believes 165
let him who disobeys 153
let him who disputes 57
let him who imagines 44
let him who proposes 40
let him who receives 59
let him who survives 51
let his gay curiosity 66
let his old comrades 88
let his own children 162
let his own daughter 91
let his own judgment 61
let his own personal 123
let his son continue 42
let man not separate 2068
let not any christian 41
let not any iniquity 615
let not her parental 55
let not man complain 102
let not man remember 76
let not man separate 628
let not our children 53
let not our kindness 64
let not sin therefore 92
let not that distress 102
let not this surprise 99
let off his revolver 63
let off with impunity 135
let off with probation 128
let our men organize 44
let our own children 77
let out for breakfast 44
let out for exercise 331
let out his benefice 46
let out his services 93
let out his vineyard 1063
let out its contents 138
let out one terrible 42
let that old blockhead 45
let them all assemble 47
let them all encircle 95
let them ask questions 482
let them both remember 88
let them bring scissors 47
let them but consider 55
let them but remember 46
let them cry mightily 150
let them get anywhere 67
let them get involved 409
let them hang straight 92
let them heap contempt 85
let them not approach 161
let them not arrogate 41
let them not complain 244
let them not conclude 44
let them not continue 115
let them not directly 63
let them not disguise 47
let them not embitter 86
let them not hesitate 160
let them not therefore 144
let them out suddenly 355
let them pay attention 41
let them say whatever 201
let them see firsthand 41
let things get personal 53
let this get personal 116
let this one incident 41
let this one quotation 53
let you and everyone 43
let you ask questions 197
let you get anywhere 133
let you get involved 362
let you get yourself 213
let you hang yourself 83
let you off anywhere 68
let you out anywhere 42
let you out tomorrow 104
let you put yourself 268
let you run multiple 45
let you run programs 50
let you say whatever 96
let you see yourself 194
let you tie yourself 53
let you wear yourself 92
lid with his knuckles 82
lie and are attended 41
lie and are situated 110
lie did not consider 70
lie did not hesitate 97
lie for all eternity 129
lie for its recovery 80
lie hid and concealed 299
lie his old betrothed 165
lie near and parallel 93
lie that any notorious 140
lie that now disturbs 62
lie that was intended 75
lie thin and straight 42
lie was not prepared 60
lie with her carnally 215
lie with his daughter 459
lie with his mistress 226
lie with his neighbor 74
lion and two lionesses 185
lion does not acquaint 47
lion that had attacked 73
lion was then embarked 48
lip and jaw movement 446
lip and was promptly 41
lip are not uncommon 92
lip too long prevents 61
lip with her fingertips 44
lip with her forefinger 433
lip with his fingertips 58
lip with his forefinger 247
lit par lit injection 157
lit with two lanterns 77
log does not indicate 142
long ago and accepted 99
long ago and continue 43
long ago and everyone 85
long ago and intended 79
long ago and probably 174
long ago and recently 208
long ago and recorded 97
long ago and remained 85
long ago and replaced 299
long ago and returned 43
long ago and therefore 244
long ago and vanished 137
long ago and wondered 86
long ago had accepted 79
long ago had happened 143
long ago had promised 57
long ago had vanished 63
long ago that american 309
long ago that children 323
long ago that criminal 40
long ago that education 49
long ago that everyone 227
long ago that happened 144
long ago that patients 40
long ago that students 102
long ago that whatever 117
long ago that whenever 172
long ago they happened 96
long ago they occurred 155
long ago this happened 455
long ago this occurred 53
long ago was actually 83
long ago was regarded 155
long ago with cavalier 62
long ago with childish 281
long and are attached 165
long and are commonly 54
long and are composed 322
long and are designed 94
long and are directed 51
long and are followed 59
long and are inserted 55
long and are normally 45
long and are probably 44
long and are produced 85
long and are provided 74
long and are slightly 76
long and are somewhat 103
long and are therefore 84
long and but slightly 96
long and cut straight 93
long and each contains 60
long and had suffered 58
long and has numerous 61
long and his trousers 49
long and hot argument 41
long and how anxiously 52
long and how ardently 42
long and how bitterly 124
long and how earnestly 102
long and how frequent 84
long and how seriously 45
long and how severely 67
long and its contents 44
long and not entirely 261
long and not properly 42
long and not terribly 61
long and one circular 127
long and one sixteenth 119
long and run parallel 56
long and sad farewell 128
long and that therefore 50
long and then suddenly 186
long and thin compared 61
long and thin cylinder 42
long and too abstruse 75
long and too bitterly 53
long and too dangerous 149
long and too desolate 66
long and too detailed 720
long and too earnestly 89
long and too frequent 189
long and too intently 89
long and too involved 344
long and too numerous 127
long and too personal 58
long and too seriously 41
long and too severely 84
long and too straight 103
long and was attached 45
long and was composed 97
long and was designed 120
long and was equipped 74
long and was followed 120
long and was intended 56
long and was operated 40
long and was probably 177
long and was replaced 152
long and was situated 54
long and was therefore 52
long and with apparent 44
long and with diameters 42
long and with numerous 47
long are not uncommon 528
long are they supposed 54
long are you expected 40
long are you prepared 383
long are you supposed 186
long arm and snatched 73
long art thou destined 50
long but not infinite 55
long can one continue 52
long can that continue 42
long can they continue 377
long can this continue 379
long can this situation 98
long can you continue 267
long can you maintain 111
long can you tolerate 56
long day and everyone 59
long day and tomorrow 80
long day for everyone 259
long day that followed 133
long did she continue 183
long did that continue 109
long did they continue 790
long did they maintain 51
long did this condition 92
long did this continue 302
long did this situation 44
long did you actually 101
long did you continue 1262
long did you practice 116
long does this absolute 46
long does this continue 46
long ears and whiskers 42
long ere its cottages 42
long ere they returned 112
long ere this received 118
long fed and governed 75
long for and struggle 42
long for any accurate 85
long for her children 46
long for her presence 186
long for his breakfast 46
long for his patience 77
long for his presence 733
long for his recovery 45
long for his salvation 88
long for its overthrow 158
long for its recovery 44
long for our children 122
long for our purposes 101
long for this business 45
long had they remained 101
long had they suffered 40
long had this terrible 87
long has her ladyship 46
long has this business 45
long has this condition 60
long has this happened 121
long has this practice 76
long has this situation 64
long may she continue 219
long may she flourish 49
long may that continue 50
long may they continue 1545
long may they flourish 241
long may they remember 104
long may this continue 77
long may you continue 239
long may you flourish 43
long men are recovering 81
long old age secluded 41
long one and contains 73
long one and included 109
long one and includes 420
long one and requires 51
long one she resolved 59
long one that includes 47
long poem was composed 125
long read with fondness 82
long rod and suddenly 51
long run and prevents 42
long run and probably 83
long run and therefore 274
long run are included 90
long run are probably 78
long run far outweigh 42
long run for everyone 65
long run may actually 44
long run than attempting 48
long run than exposure 57
long run than outright 995
long run they actually 51
long run they probably 104
long run this approach 264
long run this attitude 122
long run this practice 100
long run this situation 110
long run this strategy 166
long run this tendency 71
long run was probably 100
long run with increased 42
long she can continue 62
long she had listened 42
long she had remained 442
long she had suffered 151
long she had wandered 95
long she may continue 50
long she was expected 86
long she was pregnant 71
long she was supposed 44
long that can continue 41
long that her daughter 41
long that its longevity 63
long that its original 57
long that she actually 43
long that she wondered 257
long that they actually 143
long that they extended 64
long that they probably 43
long that they regarded 44
long that you probably 45
long they are employed 216
long they are expected 472
long they are prepared 51
long they are retained 71
long they can continue 306
long they can maintain 130
long they had occupied 76
long they had remained 433
long they had suffered 50
long they had traveled 45
long they may continue 677
long this can continue 292
long this may continue 545
long use and constant 96
long use and exposure 74
long use and frequent 63
long use and practice 240
long use had rendered 72
long use has rendered 87
long war had impaired 48
long war had produced 40
long war that followed 293
long war with hannibal 52
long war with paraguay 49
long was she supposed 193
long way with children 64
long wear and frequent 60
long who has survived 40
long wings are dominant 49
long with his mistress 102
long with his regiment 46
long with this employer 76
long you are expected 188
long you are prepared 104
long you are supposed 56
long you can continue 193
long you can maintain 194
long you may continue 43
lop off its branches 210
lot for all eternity 68
lot for her children 44
lot for his business 53
lot for his services 55
lot had not improved 107
lot has not improved 152
loth that her curiosity 107
lot that had befallen 185
lot that had happened 42
lot that has befallen 140
lot that has happened 81
lot that was formerly 48
lot that was reserved 44
lot was not improved 100
lot was then recurred 273
low and are expected 89
low and are probably 49
low and are therefore 60
low and are unlikely 43
low and being quenched 43
low and but slightly 46
low and dying appetite 43
low and has declined 108
low and has remained 97
low and job security 62
low and mean condition 362
low and mean education 112
low and mid latitude 50
low and not distinct 60
low and not expected 101
low and raw materials 43
low and sad condition 40
low and that therefore 88
low and then increased 66
low and then increases 117
low and then suddenly 49
low and was probably 43
low and weak condition 64
low and who therefore 73
low and yet distinct 51
low bow and departed 117
low for our purposes 64
low for raw materials 63
low for that latitude 43
low for this category 63
low heat and continue 233
low heat and pressure 104
low key and informal 50
low low low moderate 82
low pay and benefits 399
low pay and dangerous 77
low pay and frequent 41
low pay and insecure 64
low pay and prestige 165
low pay they received 122
low tar and nicotine 2178
low that her beautiful 68
low that his companion 64
low that men employed 40
low that they actually 64
low that they scarcely 79
low that they threatened 48
lung and air passages 54
lung are not uncommon 65
lung can not collapse 47
lung did not collapse 63
lung does not collapse 194
lung has not expanded 45
lung that are perfused 64
lying all day concealed 99
lying and being situated 249
lying dead and unburied 74
lying ill and helpless 94
lying ill with pneumonia 55
lying low and disguising 65
lying weak and helpless 102
lying with her foresail 87
lying with his daughter 97
lying with his squadron 64
