lad much about ernest 54
long hair nearly touching 54
long hair rather marred 59
long hair spread across 45
long hair walking around 47
long hair which covers 116
long hair which reached 46
long hall running through 48
long hard fight before 84
long haul truck driver 94
long have others spoken 538
long heavy blade folded 44
long hill still faster 72
long jump world record 131
long kept viands become 125
long kept waiting before 40
long land route across 50
long land route through 64
long last night before 88
long legs dangling almost 40
long legs nearly touching 50
long legs trail behind 103
long life still before 66
long life under normal 46
long life under severe 67
long line moved slowly 60
long line right across 107
long look where england 147
long miss amelia martin 40
long open wound dividing 152
long peace under trajan 56
long peace which england 75
long peace which ensued 44
long range order exists 112
long road running through 63
long robe which covers 45
long spear while sticking 50
long step taken toward 60
long tail which reached 68
long talk about whether 47
long talk after dinner 203
long term basis should 44
long term basis without 46
long term bonds issued 66
long term goals should 47
long term growth trends 50
long term human marrow 92
long term loans through 65
long term price trends 62
long term space flight 59
long term trend toward 232
long term water supply 76
long their names retain 138
long those hours seemed 135
long those ticking clocks 51
long time about something 114
long time about whether 350
long time after arriving 44
long time after becoming 56
long time after called 51
long time after christ 97
long time after dinner 305
long time after entering 69
long time after ingestion 47
long time after initial 86
long time after injury 69
long time after ripening 49
long time after school 51
long time after seemed 51
long time after should 42
long time after starting 50
long time after sunset 177
long time after supper 140
long time again before 84
long time civil rights 57
long time close friend 48
long time could elapse 109
long time delay before 71
long time echoed behind 48
long time every effort 89
long time falling asleep 170
long time found myself 43
long time getting around 270
long time getting better 97
long time getting through 341
long time lapse before 53
long time later before 171
long time looking across 58
long time looking around 138
long time looking slowly 41
long time looking through 159
long time looking toward 40
long time might elapse 182
long time passing through 64
long time people thought 341
long time period before 181
long time period needed 58
long time period without 81
long time quite nicely 62
long time since anyone 5442
long time since christ 56
long time since dinner 78
long time since england 61
long time since joseph 48
long time since london 40
long time since mowgli 44
long time since someone 673
long time since something 67
long time staff member 46
long time staring through 104
long time still before 143
long time stood engaged 44
long time though before 85
long time under ground 81
long time under normal 63
long time under various 61
long time undoing myself 49
long time until another 67
long time until dinner 75
long time until someone 124
long time until something 56
long time waiting before 46
long time walking around 107
long time while fighting 96
long time would elapse 708
long time would remain 77
long tube passing through 74
long tube which passes 54
long walk after dinner 217
long walk alone through 40
long wool scarf around 42
long yarn about something 187
lot been first instead 140
lot more about horses 138
lot more about myself 461
lot more chaps grinning 53
lot more money around 49
lot more money before 76
lot more people around 271
lot more people killed 41
lot more people should 48
lot more running around 44
low angle thrust faults 140
low cost housing estate 41
low cost housing scheme 174
low cost water supply 92
low door gives access 43
low door which opened 41
low down under beetling 89
low duty cycle pulsed 56
low duty cycle pulses 54
low flow rates through 110
low leading power factor 125
low life above stairs 123
low pale light across 143
low rise sloping gently 94
low room which looked 100
low room which served 52
low three times before 58
low unit costs through 49
low wage labor market 97
lying down after dinner 116
lying down fully clothed 41
lying there sound asleep 82
