each air quality region 47
eye and retinal image 102
eye and several fingers 58
eye and swollen cheek 42
eye and trembling voice 44
eye and visible forms 109
eye are gossips rather 54
eye can resolve about 65
eye for country which 61
eye for details could 119
eye for details which 52
eye for distant vision 238
eye for natural beauty 669
eye for several hours 119
eye for several months 167
eye for several weeks 181
eye has fetched loose 219
eye his function takes 253
eye its charred ruins 70
eye may sparkle still 80
eye may suggest sinus 51
eye that absorbs light 44
eye that athletic though 177
eye that focuses light 626
eye that impairs vision 42
eye that perhaps would 52
eye that searches every 75
eye too closely fixed 45
eye was brought about 50
eye was steadily fixed 184
eye was swollen nearly 202
eye was totally blind 193
eye with blurred vision 64
eye with dilated pupil 47
eye with sterile gauze 54
eye with sterile water 68
