earnestly sought redress . 59
evidence gathering process . 66
evidence without comment . 46
evidence without question . 71
evolution through concord . 70
evolution through history . 58
evolution toward freedom . 54
examined through research . 57
examined without success . 83
examples should suffice . 1514
exceeded eighty thousand . 46
exceeded eleven hundred . 61
exceeded twelve hundred . 80
exceeded twelve thousand . 89
exceeded twenty dollars . 59
exceeded twenty millions . 71
exceeded twenty thousand . 291
excelsis alpium rupibus . 57
exception handling process . 58
exception handling routine . 117
exchanged amazed glances . 62
exchanged amused glances . 1055
exchanged anxious glances . 491
exchanged cordial greetings . 102
exchanged cordial letters . 46
exchanged covert glances . 95
exchanged curious glances . 203
exchanged dubious glances . 139
exchanged fearful glances . 107
exchanged formal greetings . 95
exchanged guilty glances . 148
exchanged mutual defiance . 52
exchanged pained glances . 54
exchanged pleased glances . 104
exchanged polite greetings . 139
exchanged rueful glances . 71
exchanged searching glances . 52
exchanged secret glances . 44
exchanged silent glances . 151
exchanges across borders . 45
excluded volume effects . 415
excreted through kidneys . 50
executed before marriage . 73
executed before newgate . 73
executed without question . 106
executed without scruple . 41
execution should proceed . 56
execution without inquiry . 75
exercise actual control . 51
exercise before bedtime . 114
exercise better control . 212
exercise damage control . 48
exercise direct control . 842
exercise greater control . 661
exercise little control . 1365
exercise proper control . 437
exercise strict control . 239
exercise training program . 1188
exercise training sessions . 76
exercise without exertion . 328
exercise without fatigue . 375
exercising direct control . 78
exercising greater control . 50
exercising proper control . 51
exhibiting strange behavior . 51
exhibiting violent behavior . 48
exhibits little variation . 107
exigency should require . 135
exotoxin hybrid protein . 89
expanded access program . 158
expanded export markets . 127
expanded fairly rapidly . 62
expanded memory manager . 504
expanded memory support . 54
expanded training program . 42
expansion versus boredom . 120
expected allied invasion . 179
expected annual results . 40
expected better results . 103
expected budget deficit . 41
expected excess returns . 436
expected french invasion . 413
expected future behavior . 47
expected future benefit . 87
expected future incomes . 399
expected future profits . 456
expected future results . 72
expected future returns . 510
expected future revenue . 99
expected future service . 97
expected future utility . 51
expected german invasion . 225
expected letter arrived . 141
expected little stranger . 42
expected little trouble . 42
expected moment arrived . 128
expected profit function . 100
expected profit margins . 151
expected random variation . 42
expected something grander . 42
expected something unusual . 66
expected system behavior . 104
expedite further research . 83
expenses before investing . 195
expenses through college . 117
expenses through taxation . 40
explaining actual behavior . 49
explaining animal behavior . 45
explaining deviant behavior . 80
explaining mental illness . 52
explains almost everything . 41
explicit memory measures . 41
explicit sexual behavior . 106
explicit sexual conduct . 89
explicit sexual content . 426
explicit sexual imagery . 131
explicit sexual language . 99
explicit sexual material . 244
exploded nuclear devices . 42
explored through research . 66
explored without success . 90
exposure levels decrease . 40
expressing various emotions . 87
extended aeration process . 142
extended aeration systems . 73
extended beyond germany . 57
extended family cohesion . 1037
extended family concept . 217
extended family context . 219
extended family gatherings . 181
extended family groupings . 333
extended family history . 63
extended family members . 14012
extended family network . 2351
extended family pattern . 328
extended family support . 738
extended family systems . 1156
extended family together . 438
extended farther eastward . 42
extended kalman filtering . 220
extended kalman filters . 130
extended memory manager . 315
extended pinching surface . 45
extended release tablets . 50
extended summer vacation . 258
extended supine position . 218
extended verbal material . 71
extension partial denture . 186
extension training centres . 58
extensor tendon rupture . 246
external angular process . 539
external aqueous solution . 46
external biliary fistula . 215
external border control . 69
external cardiac massage . 1824
external causal factors . 126
external cuneate nucleus . 223
external degree program . 249
external enamel surface . 71
external energy sources . 372
external equity capital . 89
external equity finance . 63
external equity financing . 250
external fields present . 43
external forces applied . 102
external forces present . 53
external labour markets . 443
external market demands . 48
external market economy . 53
external market factors . 135
external market research . 54
external measuring circuit . 60
external memory devices . 199
external memory storage . 54
external memory systems . 66
external ocular diseases . 44
external ocular muscles . 885
external policy matters . 93
external rectus muscles . 176
external review process . 149
external stress factors . 82
external supply sources . 41
external system behavior . 172
external tariff barrier . 40
external training courses . 124
external visual stimuli . 88
eyebrows closer together . 61
eyebrows knitting together . 96
eyebrows pulled together . 212
eyesight without glasses . 57
