eager visage between those 89
even higher figures have 115
even higher figures were 64
even higher success rate 93
even highly skilled ones 43
even larger amounts have 41
even larger amounts were 48
even larger animals such 43
even larger numbers from 62
even larger numbers have 50
even larger numbers were 197
even little insects like 59
even native speakers have 50
even offering libation from 52
even parish priests were 45
even partial control over 130
even pompey himself used 73
even public buildings were 49
even public figures were 44
even recall exactly what 52
even remote objects have 192
even revolt against their 42
even striking beauties make 42
even thereby discern what 75
even through several ages 50
even turned against their 96
even twelve judases ready 45
even twelve thousand feet 47
even twenty thousand feet 52
even twenty thousand years 128
even without departing from 65
even without outside help 122
even without prompting from 55
even without support from 244
ever acquit himself like 73
ever another pitcher from 105
ever become general among 62
ever before appeared among 51
ever before because more 117
ever before because there 107
ever before brought into 108
ever before crowded into 44
ever before enjoyed such 59
ever before entered into 499
ever before trodden these 57
ever before visited these 41
ever clearer insight into 111
ever clearly brought home 72
ever closer european union 149
ever deeper descent into 68
ever deeper inroads into 70
ever deeper insight into 219
ever deriving benefit from 84
ever farther removed from 309
ever fought between these 99
ever further removed from 492
ever gotten herself into 95
ever gotten himself into 94
ever greater control over 694
ever greater demands upon 224
ever greater freedom from 56
ever greater inroads into 82
ever greater insight into 52
ever greater mastery over 73
ever greater numbers during 61
ever greater numbers from 144
ever greater numbers into 188
ever greater numbers were 80
ever greater reliance upon 79
ever greater support from 45
ever hunted animals much 41
ever justly praised what 86
ever larger numbers from 100
ever larger numbers into 133
ever larger numbers were 44
ever looked closely into 45
ever passed between these 112
ever passed congress during 45
ever prided himself upon 41
ever proved himself more 41
ever pushed forward more 43
ever remain engraved upon 43
ever render himself less 51
ever secure himself from 46
ever showed himself more 247
ever showed himself there 153
ever spider twisted from 228
ever taught anarchy other 55
ever thought himself safe 82
ever through endless ages 68
ever widening circles from 357
ever widening circles into 41
ever widening circles over 52
ever widening circles till 51
evil genius presiding over 48
evil import arrived from 46
evil rarely assumes such 41
evil should prevail over 52
evil speech proceed from 52
evil spirit entered into 144
exam should include health 54
eyes almost started from 546
eyes almost swollen shut 110
eyes became riveted upon 240
eyes darted quickly from 99
eyes darted quickly over 43
eyes fairly flashed fire 59
eyes fairly started from 58
eyes firmly averted from 74
eyes glancing swiftly from 42
eyes looked bravely into 65
eyes looked exactly like 138
eyes looked frankly into 63
eyes looked hungrily into 45
eyes looked pleadingly into 88
eyes looked quietly into 45
eyes looked steadily ahead 40
eyes looked steadily back 51
eyes looked steadily from 46
eyes looked steadily into 577
eyes looked uneasily away 53
eyes passed briefly over 44
eyes passed lightly over 46
eyes passed quickly from 50
eyes passed quickly over 93
eyes peered cruelly into 53
eyes rested steadily upon 53
eyes roamed hungrily over 60
eyes seemed riveted upon 50
eyes seldom strayed from 54
eyes shifting uneasily from 69
eyes should sparkle like 112
eyes showed plainly must 46
eyes slowly towards nina 53
eyes stared blankly ahead 105
eyes stared blankly back 58
eyes stared blankly from 51
eyes stared blankly into 178
eyes stared blindly into 45
eyes stared fixedly ahead 87
eyes stared fixedly into 93
eyes stared steadily into 41
eyes turned quickly from 43
eyes turned towards other 42
eyes turned towards rome 58
eyes turned towards their 80
eyes turned upwards till 61
eyes turned yearningly upon 60
eyes wander blankly over 65
