eagerly and even violently 42
effect and also prepares 49
effect and eddy currents 86
effect and must therefore 51
effect and will continue 158
effect and will probably 40
effect and will therefore 83
effect are also included 57
effect are mere illusions 51
effect are these opposite 45
effect are very numerous 59
effect both these purposes 423
effect far more powerful 94
effect for many patients 42
effect for most patients 40
effect for most purposes 58
effect for some patients 106
effect for their operation 44
effect for these variables 45
effect for those purposes 60
effect had been achieved 1281
effect had been actually 41
effect had been attained 76
effect had been detected 46
effect had been expected 42
effect had been foreseen 49
effect had been immediate 54
effect had been included 77
effect had been inserted 133
effect had been observed 491
effect had been obtained 685
effect had been prepared 54
effect had been produced 3042
effect had been proposed 55
effect had been received 383
effect had been rejected 104
effect had been reported 129
effect had these reproofs 77
effect has been absorbed 55
effect has been accepted 51
effect has been achieved 2700
effect has been actually 47
effect has been admitted 69
effect has been advanced 89
effect has been analyzed 220
effect has been apparent 64
effect has been approved 50
effect has been ascribed 890
effect has been assessed 84
effect has been assigned 74
effect has been attained 410
effect has been commonly 64
effect has been compared 281
effect has been computed 67
effect has been confined 98
effect has been detected 809
effect has been directly 93
effect has been disputed 80
effect has been dramatic 158
effect has been employed 193
effect has been enhanced 138
effect has been enormous 83
effect has been entirely 113
effect has been examined 458
effect has been excluded 54
effect has been explored 133
effect has been extended 129
effect has been included 388
effect has been increased 221
effect has been inserted 138
effect has been invented 72
effect has been isolated 103
effect has been lessened 50
effect has been marginal 71
effect has been mentioned 345
effect has been mistaken 171
effect has been modified 68
effect has been negative 195
effect has been observed 27325
effect has been obtained 2712
effect has been overcome 85
effect has been partially 67
effect has been positive 233
effect has been prepared 48
effect has been produced 6842
effect has been profound 136
effect has been proposed 700
effect has been provided 235
effect has been received 326
effect has been recently 598
effect has been recorded 356
effect has been referred 301
effect has been regarded 89
effect has been rejected 41
effect has been remarked 73
effect has been rendered 92
effect has been replaced 69
effect has been reported 4057
effect has been reversed 85
effect has been reviewed 122
effect has been salutary 97
effect has been selected 40
effect has been sensibly 53
effect has been seriously 58
effect has been somewhat 206
effect has been stressed 53
effect has been supposed 43
effect has been utilized 356
effect has been variously 142
effect has been verified 303
effect has more recently 44
effect has only recently 97
effect his life produces 99
effect his mere presence 45
effect may have multiple 60
effect may have occurred 435
effect may have operated 67
effect may have resulted 292
effect not only directly 41
effect ten days thereafter 79
effect that some students 43
effect that south carolina 53
effect that such activity 53
effect that such articles 148
effect that such authority 56
effect that such contract 41
effect that such decisions 44
effect that such document 97
effect that such evidence 134
effect that such mortgage 65
effect that such payments 99
effect that such policies 50
effect that such property 84
effect that such provision 45
effect that such security 48
effect that such treatment 41
effect that their children 75
effect that their decisions 62
effect that their presence 97
effect that their services 54
effect that these children 54
effect that these policies 62
effect that these problems 44
effect that these variables 84
effect that these variations 40
effect that will continue 49
effect that will probably 47
effect that young children 43
effect they have produced 406
effect they seem intended 62
effect they were actuated 44
effect they were designed 171
effect they were intended 384
effect they were supposed 72
effect this most essential 86
effect two years thereafter 62
effect was also achieved 172
effect was also apparent 139
effect was also detected 99
effect was also enhanced 42
effect was also examined 57
effect was also included 41
effect was also increased 42
effect was also observed 5730
effect was also obtained 488
effect was also produced 438
effect was also recorded 47
effect was also reported 311
effect was ever observed 46
effect was ever produced 98
effect was less apparent 80
effect was less dramatic 134
effect was less powerful 43
effect was made possible 113
effect was more apparent 220
effect was more dramatic 139
effect was more immediate 80
effect was more powerful 120
effect was more profound 85
effect was more prolonged 58
effect was most apparent 248
effect was most beautiful 68
effect was most brilliant 64
effect was most dramatic 200
effect was most gratifying 70
effect was most powerful 72
effect was most probably 56
effect was most salutary 153
effect was most splendid 56
effect was most surprising 59
effect was much enhanced 104
effect was much increased 95
effect was much lessened 86
effect was once presumed 43
effect was only apparent 126
effect was only marginal 78
effect was only observed 947
effect was only obtained 105
effect was only partially 128
effect was only slightly 153
effect was seen likewise 87
effect was soon apparent 396
effect was soon observed 41
effect was soon produced 50
effect was very apparent 72
effect was very beautiful 387
effect was very brilliant 57
effect was very dramatic 55
effect was very gratifying 51
effect was very powerful 115
effect with great facility 317
effect with great rapidity 44
effect with such variations 49
effect you have achieved 41
effect you have probably 58
effect you have produced 475
effigy has been diffused 91
effort and cost expended 171
effort and cost involved 635
effort and cost required 312
effort and flow variables 550
effort and great patience 46
effort and make possible 48
effort and many failures 56
effort and much patience 48
effort and much practice 50
effort and much struggling 44
effort and must therefore 122
effort and pain involved 44
effort and risk involved 336
effort and risk required 47
effort and some progress 50
effort and their failures 60
effort and time consumed 56
effort and time employed 40
effort and time expended 360
effort and time invested 128
effort and time involved 581
effort and time required 1344
effort and toil produced 114
effort and were therefore 47
effort and will continue 90
effort and will probably 49
effort are also required 55
effort for their children 41
effort for their diffusion 264
effort for their education 51
effort for their execution 45
effort for their immediate 48
effort for their recovery 69
effort for their religious 126
effort for their salvation 183
effort goes into developing 195
effort had been absorbed 89
effort had been achieved 44
effort had been confined 59
effort had been directed 884
effort had been diverted 70
effort had been employed 48
effort had been enormous 63
effort had been entirely 48
effort had been expended 2053
effort had been initiated 116
effort had been invested 443
effort had been involved 46
effort had been launched 176
effort had been lavished 101
effort had been required 262
effort had been rewarded 83
effort had been underway 41
effort has been achieved 224
effort has been apparent 42
effort has been attended 163
effort has been bestowed 52
effort has been centered 178
effort has been confined 113
effort has been consumed 41
effort has been deployed 84
effort has been designed 74
effort has been directed 14604
effort has been diverted 77
effort has been employed 141
effort has been enormous 41
effort has been entirely 101
effort has been expanded 299
effort has been expended 26250
effort has been extended 402
effort has been financed 41
effort has been followed 97
effort has been forthcoming 42
effort has been fruitful 44
effort has been hampered 117
effort has been hindered 45
effort has been increased 72
effort has been initiated 439
effort has been inspired 62
effort has been invested 4342
effort has been involved 101
effort has been launched 467
effort has been lavished 91
effort has been observed 43
effort has been oriented 79
effort has been partially 75
effort has been possible 56
effort has been proposed 44
effort has been provided 116
effort has been recently 250
effort has been replaced 44
effort has been reported 150
effort has been required 466
effort has been rewarded 115
effort has been seriously 61
effort has been somewhat 93
effort has been targeted 82
effort has been underway 975
effort has made possible 50
effort put into developing 265
effort put into education 59
effort put into organizing 40
effort that also included 58
effort that were required 51
effort that will continue 77
effort that will probably 47
effort they have expended 199
effort they have invested 115
effort they were assisted 53
effort they were prepared 45
effort was also directed 181
effort was also expended 149
effort was also required 68
effort was made initially 64
effort was made possible 261
effort was made recently 53
effort was made thereafter 67
effort was more ambitious 59
effort was only partially 538
effort was only possible 55
effort was soon followed 47
effort was well received 179
effort was well rewarded 106
effort was well underway 139
effort with other agencies 59
effort you have expended 171
effort you have invested 123
egoism and pure altruism 186
eighty men were employed 75
eighty men were required 51
eighty per cent discount 57
eighty per cent interest 50
eighty per cent majority 51
eighty per cent nitrogen 47
eighty per cent reduction 62
elated with their supposed 93
elbows are bent slightly 47
elbows are kept straight 45
elbows are most commonly 66
elders and living creatures 210
elders and other officers 112
elders and other officials 69
elders and their authority 41
elders and their children 211
elders and their families 2140
elders and young children 64
elders and your officers 103
elders and your officials 51
elders who have survived 52
eldest and most beautiful 449
eldest and most brilliant 125
eldest and most powerful 139
eldest and most profound 41
eldest and most reverend 96
eldest and most talented 42
eldest and only daughter 252
eldest son died suddenly 41
eldest son were murdered 54
eleven all good children 65
eleven and three quarters 310
eleven and went straight 112
eleven men were arrested 73
eleven men were stationed 50
elites and their business 44
elites and their capacity 42
elites and their economic 48
elites and their families 129
elites and their military 79
elites and their networks 59
elites and their policies 70
elites and their relations 72
elites and their subjects 47
elites are more tolerant 62
elites who make decisions 44
elites who were educated 41
elixir with lips scorched 40
eluded all their attempts 105
eludes our most innocent 46
emails and text messages 591
embark with their families 243
embark with their husbands 43
emblem with young blossoms 162
embryo has been expelled 44
embryo has been observed 164
embryo has been reported 92
emerge and take definite 76
emerging and will continue 77
emerging with full splendor 75
emotion and deep pantheism 43
emotion and high authority 51
emotion are most convincing 119
emotion had been produced 47
emotion has been affected 49
emotion has been expended 41
emotion has been recorded 58
emotion has been regarded 111
emotion has some toneless 82
emotion was more powerful 45
empathy for other children 74
empathy for other cultures 71
empathy for other minority 59
empathy for their children 410
empathy for their concerns 52
empathy for their partners 89
empathy for their patients 223
empathy for their problems 101
empathy for their situation 141
empathy for their students 155
empathy for your situation 47
empathy with other cultures 42
empathy with their children 63
empathy with their patients 151
empathy with their situation 46
empathy with their students 63
empathy with their subjects 199
empathy with your audience 49
empire and early republic 56
empire and sold louisiana 48
empire had been achieved 95
empire had been acquired 323
empire had been enlarged 55
empire had been extended 187
empire had been formerly 79
empire had been governed 140
empire had been increased 43
empire had been regarded 45
empire had been replaced 97
empire had been restored 197
empire had been retarded 96
empire had been seriously 53
empire had been severely 48
empire had been summoned 52
empire had once amounted 82
empire has been achieved 45
empire has been acquired 378
empire has been compared 132
empire has been extended 160
empire has been followed 57
empire has been governed 47
empire has been replaced 43
empire not less splendid 211
empire not only survived 52
empire that also included 55
empire that once extended 51
empire they have acquired 49
empire was made possible 81
empire was made tranquil 159
empire was most tranquil 76
empire was soon deprived 63
empire was well governed 101
empire with less personal 45
empire with such prudence 76
employ all means possible 66
employ all such officers 58
employ all their authority 85
employ all their energies 278
employ all their industry 72
employ all their interest 45
employ all those soldiers 108
employ any means whatever 62
employ both what remained 134
employ for evil purposes 46
employ for such purposes 183
employ for their purposes 53
employ for these purposes 235
employ his best judgment 40
employ his time usefully 59
employ its best energies 75
employ its more concrete 51
employ our full military 43
employ them when deprived 56
employ two very distinct 167
employ with other printers 91
employ with their children 59
emptying and acid secretion 147
emptying has been observed 49
emptying has been reported 54
enable all those involved 90
enable them more speedily 91
enable them very speedily 104
enabling and need variables 103
enacting that these promises 44
enamel and root surfaces 352
enamel has been observed 109
enamel has been reported 170
encoding for these proteins 48
endearing and most generous 139
endued with great patience 51
endued with many agreeable 91
endued with much sagacity 46
endued with some sensible 51
endued with such absolute 54
endued with such efficacy 45
endued with three distinct 155
endure all these sufferings 41
endure any very complete 45
endure for many thousands 54
endure for their children 60
endure not only hardship 40
endure this wide hopeless 56
endure with much patience 96
endure with such patience 43
endure with what patience 75
enduring and more fruitful 46
enduring and more powerful 77
enduring and most valuable 147
enduring than those achieved 51
energy and cost required 41
energy and farm products 43
energy and food materials 46
energy and food problems 81
energy and food security 112
energy and food supplies 502
energy and fuel supplies 43
energy and good business 95
energy and good judgment 846
energy and great business 45
energy and great enthusiasm 61
energy and great personal 53
energy and great physical 67
energy and heavy industry 261
energy and high momentum 60
energy and keen business 62
energy and keen judgment 47
energy and keen sagacity 42
energy and mass analysis 62
energy and mass balances 601
energy and mass exchanges 148
energy and mass transfer 1313
energy and mining projects 74
energy and more enthusiasm 42
energy and more neutrons 343
energy and must therefore 75
energy and other critical 88
energy and other economic 131
energy and other essential 132
energy and other materials 283
energy and other nutrient 170
energy and other physical 189
energy and other policies 45
energy and other problems 69
energy and other products 214
energy and other projects 52
energy and other purposes 93
energy and other resource 852
energy and other services 122
energy and other valuable 59
energy and rate constant 60
energy and their capacity 57
energy and their enthusiasm 75
energy and their potential 54
energy and time consumed 69
energy and time expended 237
energy and time invested 112
energy and time involved 106
energy and time required 929
energy and vast activity 44
energy and wave functions 121
energy and well directed 65
energy and what severity 111
energy and will continue 80
energy and will therefore 161
energy and work capacity 45
energy and your attention 42
energy are also included 64
energy are also produced 77
energy are also required 58
energy but also momentum 73
energy for body functions 133
energy for bond formation 71
energy for bulk diffusion 147
energy for cell activity 46
energy for cell functions 139
energy for cell synthesis 159
energy for evil purposes 86
energy for food processing 48
energy for healing purposes 45
energy for heating purposes 332
energy for idle curiosity 71
energy for many cellular 66
energy for many purposes 140
energy for most cellular 53
energy for other cellular 42
energy for other functions 47
energy for other purposes 476
energy for other pursuits 212
energy for pipe diffusion 70
energy for self diffusion 408
energy for such activity 71
energy for such purposes 131
energy for their activity 82
energy for their children 135
energy for their digestion 47
energy for their families 70
energy for their formation 202
energy for their movement 57
energy for their operation 328
energy for their survival 87
energy for their synthesis 66
energy for these purposes 133
energy for these syntheses 67
energy goes into internal 66
energy goes into ionization 67
energy goes into overcoming 43
energy had been absorbed 137
energy had been combined 40
energy had been consumed 467
energy had been depleted 68
energy had been directed 290
energy had been diverted 130
energy had been expended 1017
energy had been invested 180
energy had been produced 50
energy had been recently 45
energy had been unleashed 50
energy has also increased 59
energy has been absorbed 1023
energy has been achieved 163
energy has been acquired 63
energy has been assigned 43
energy has been attained 40
energy has been captured 86
energy has been compared 49
energy has been computed 136
energy has been consumed 504
energy has been decreased 70
energy has been degraded 136
energy has been depleted 186
energy has been detected 63
energy has been directed 942
energy has been diverted 266
energy has been employed 141
energy has been entirely 75
energy has been examined 40
energy has been exchanged 53
energy has been expanded 49
energy has been expended 4274
energy has been explored 43
energy has been extended 57
energy has been imparted 217
energy has been included 106
energy has been increased 370
energy has been invested 706
energy has been lavished 50
energy has been mentioned 62
energy has been misspent 41
energy has been observed 313
energy has been obtained 401
energy has been produced 239
energy has been proposed 209
energy has been provided 110
energy has been received 95
energy has been recently 57
energy has been regarded 42
energy has been replaced 143
energy has been reported 211
energy has been required 67
energy has been restored 79
energy has been returned 48
energy has been seriously 52
energy has been supplied 449
energy has been utilized 238
energy has been verified 57
energy has been withdrawn 166
energy has great potential 122
energy has made possible 59
energy per gram molecule 182
energy per mole required 72
energy per unit bandwidth 493
energy per unit distance 393
energy per unit positive 93
energy per unit quantity 136
energy per unit thickness 445
energy per unit wavelength 744
energy than those produced 83
energy that made possible 52
energy they have absorbed 138
energy they have acquired 86
energy they have expended 86
energy they have invested 77
energy they have received 46
energy use will continue 100
energy use will probably 48
energy was also expended 54
energy was also observed 64
energy was held constant 55
energy was kept constant 86
energy was made possible 79
energy you have expended 168
energy you have invested 105
engaged all their attention 158
engaged and will continue 78
engaged him more directly 57
engaged his early attention 68
engaged his full attention 177
engaged they were observed 42
engaged with four powerful 42
engaged with great activity 45
engaged with great vivacity 91
engaged with other business 135
engaged with other children 57
engaged with other patients 40
engaged with other problems 41
engaged with other projects 45
engaged with other students 47
engaged with other subjects 130
engaged with other visitors 44
engaged with such questions 66
engaged with their bayonets 42
engaged with their children 663
engaged with their families 98
engaged with their husbands 49
engaged with their patients 45
engaged with their students 98
engaged with these fanatics 68
engaged with these personal 62
engaged with these problems 59
engaged with these questions 123
engages that upon dishonor 664
engines and hose carriages 187
engines and other aircraft 89
engines and other articles 46
engines and other engineering 70
engines and other internal 67
engines and other internet 53
engines and other machines 549
engines and other products 135
engines and other property 42
engines and other purposes 163
engines and other railroad 44
engines and other vehicles 68
engines and steam turbines 695
engines and their adjuncts 88
engines are also employed 41
engines are also equipped 44
engines are more powerful 124
engines are more suitable 53
engines are most commonly 98
engines are very powerful 80
engines for land vehicles 102
engines for many purposes 55
engines for other purposes 86
engines for road vehicles 136
engines had been designed 148
engines had been disabled 52
engines had been employed 138
engines had been improved 41
engines had been increased 41
engines had been invented 114
engines had been produced 145
engines had been received 49
engines had been repaired 46
engines had been replaced 181
engines had been reversed 77
engines had been switched 54
engines had been throttled 70
engines has been increased 118
engines that burn gasoline 64
engines that were designed 61
engines that were prepared 46
engines was very distinct 45
engines with fuel injection 134
engines with high pressure 57
engraving has been executed 96
engross all their attention 216
engross all your affection 68
engross all your attention 108
engross too much attention 67
engulfing all their delicate 80
enjoin him from committing 54
enjoin him from continuing 57
enjoin him from proceeding 50
enjoin them from continuing 57
enjoin them from proceeding 68
enjoying each other sexually 82
enjoying his jest inwardly 90
enjoying that most delicious 50
enjoying them were lessened 68
enjoys and will continue 48
enjoys and will transmit 45
enough all over scotland 90
enough and well informed 45
enough and will continue 143
enough and will probably 147
enough for even children 43
enough for five children 43
enough for four carriages 50
enough for four children 155
enough for four families 40
enough for four horsemen 45
enough for free movement 106
enough for good drainage 63
enough for living creatures 89
enough for living expenses 262
enough for many children 297
enough for many engineering 76
enough for many families 200
enough for many patients 95
enough for many problems 50
enough for many purposes 3006
enough for many students 228
enough for many thousands 159
enough for more advanced 47
enough for more detailed 92
enough for most business 136
enough for most children 432
enough for most clinical 132
enough for most computer 40
enough for most engineering 386
enough for most families 341
enough for most occasions 149
enough for most ordinary 112
enough for most patients 187
enough for most problems 140
enough for most projects 44
enough for most purposes 10578
enough for most scholars 44
enough for most students 379
enough for most subjects 97
enough for most visitors 131
enough for other purposes 341
enough for other students 97
enough for rich families 40
enough for safe operation 49
enough for some children 322
enough for some families 87
enough for some patients 163
enough for some purposes 1486
enough for some scholars 47
enough for some students 240
enough for south carolina 102
enough for such declined 61
enough for such delicate 48
enough for such enormous 40
enough for such luxuries 58
enough for such purposes 543
enough for such services 44
enough for such treatment 49
enough for their attention 41
enough for their audience 51
enough for their business 212
enough for their children 2164
enough for their comforts 163
enough for their complete 94
enough for their daughter 348
enough for their detection 42
enough for their education 48
enough for their electron 99
enough for their expenses 258
enough for their families 1258
enough for their guidance 142
enough for their husbands 90
enough for their immediate 747
enough for their intended 301
enough for their kindness 66
enough for their patience 128
enough for their patients 49
enough for their personal 234
enough for their physical 118
enough for their presence 169
enough for their products 195
enough for their purposes 2446
enough for their reception 85
enough for their salvation 159
enough for their security 107
enough for their services 378
enough for their students 100
enough for their survival 271
enough for these children 222
enough for these purposes 1084
enough for these students 111
enough for those involved 143
enough for those prepared 173
enough for those purposes 69
enough for three carriages 193
enough for three children 332
enough for three families 135
enough for three ordinary 182
enough for what happened 187
enough for young children 1148
enough for your ambitions 62
enough for your attention 43
enough for your audience 573
enough for your breakfast 114
enough for your business 349
enough for your children 1016
enough for your computer 40
enough for your daughter 490
enough for your distaste 75
enough for your edifices 88
enough for your energies 44
enough for your expenses 131
enough for your goodness 261
enough for your immediate 128
enough for your kindness 1079
enough for your lordship 41
enough for your patience 120
enough for your personal 108
enough for your purposes 1890
enough for your salvation 113
enough for your services 147
enough for your students 77
enough had been achieved 549
enough had been conceded 102
enough had been effected 128
enough had been obtained 123
enough had been produced 44
enough had been provided 152
enough had been received 128
enough has been absorbed 62
enough has been achieved 590
enough has been acquired 42
enough has been advanced 739
enough has been detailed 64
enough has been effected 187
enough has been elicited 89
enough has been expended 95
enough has been formerly 55
enough has been included 314
enough has been invested 48
enough has been mentioned 177
enough has been observed 105
enough has been obtained 120
enough has been produced 224
enough has been provided 171
enough has been received 64
enough has been recorded 485
enough has been reported 51
enough has been retained 145
enough that most students 45
enough that some children 42
enough that such evidence 40
enough that their children 217
enough that their intention 85
enough that their presence 92
enough that these children 100
enough that your audience 129
enough that your children 88
enough that your lordship 199
enough they were promptly 43
enough with other children 155
enough with other passages 68
enough with their children 401
enough with their ridicule 64
enough with their servants 41
enough you will discover 80
enough you will probably 91
enrich with your presence 54
enroll all male citizens 60
ensure for their children 131
ensure its safe delivery 123
ensure its safe disposal 40
ensure its safe operation 92
ensure its very survival 69
ensure long term survival 61
ensure not only adequate 46
ensure not only survival 54
ensure our very survival 41
ensure that best practice 220
ensure that data obtained 59
ensure that data processing 132
ensure that data received 50
ensure that data subjects 93
ensure that drug products 43
ensure that drug selection 3752
ensure that fair treatment 42
ensure that food products 94
ensure that food supplies 155
ensure that full attention 51
ensure that good decisions 79
ensure that good practice 127
ensure that good relations 62
ensure that health education 49
ensure that health promotion 61
ensure that health services 225
ensure that line managers 171
ensure that many students 61
ensure that more attention 79
ensure that more children 157
ensure that more students 126
ensure that most children 87
ensure that most patients 44
ensure that most students 125
ensure that nothing essential 41
ensure that nothing happened 146
ensure that nothing remained 45
ensure that nothing untoward 428
ensure that only accurate 83
ensure that only approved 427
ensure that only children 52
ensure that only complete 45
ensure that only eligible 138
ensure that only essential 140
ensure that only licensed 94
ensure that only positive 91
ensure that only products 107
ensure that only projects 62
ensure that only properly 264
ensure that only relevant 247
ensure that only software 52
ensure that only specific 94
ensure that only students 77
ensure that only suitable 141
ensure that other agencies 65
ensure that other children 83
ensure that other elements 61
ensure that other students 55
ensure that past mistakes 70
ensure that peace prevails 60
ensure that poor children 160
ensure that poor families 67
ensure that some children 115
ensure that some progress 41
ensure that some students 74
ensure that such accounts 42
ensure that such activity 94
ensure that such advances 42
ensure that such benefits 80
ensure that such children 213
ensure that such concerns 48
ensure that such controls 55
ensure that such decisions 282
ensure that such education 59
ensure that such entities 61
ensure that such evidence 109
ensure that such failures 51
ensure that such materials 125
ensure that such mistakes 87
ensure that such movement 46
ensure that such patients 118
ensure that such payments 100
ensure that such policies 338
ensure that such practice 47
ensure that such problems 248
ensure that such products 121
ensure that such programs 200
ensure that such projects 118
ensure that such property 45
ensure that such provision 60
ensure that such questions 69
ensure that such services 257
ensure that such students 90
ensure that such supplies 58
ensure that such treatment 66
ensure that such violations 113
ensure that test security 42
ensure that their academic 46
ensure that their accounts 69
ensure that their activity 46
ensure that their agencies 51
ensure that their aircraft 50
ensure that their approach 104
ensure that their attention 51
ensure that their audience 50
ensure that their authority 90
ensure that their benefits 119
ensure that their business 390
ensure that their capacity 52
ensure that their children 7408
ensure that their citizens 347
ensure that their combined 420
ensure that their comments 66
ensure that their computer 137
ensure that their concerns 461
ensure that their condition 87
ensure that their contents 132
ensure that their coverage 41
ensure that their cultural 69
ensure that their customer 42
ensure that their daughter 159
ensure that their decisions 905
ensure that their domestic 327
ensure that their economic 225
ensure that their education 141
ensure that their essential 47
ensure that their evidence 44
ensure that their families 342
ensure that their financial 232
ensure that their functions 100
ensure that their husbands 156
ensure that their identity 72
ensure that their interest 155
ensure that their internal 162
ensure that their judgment 43
ensure that their managers 131
ensure that their materials 56
ensure that their messages 234
ensure that their military 99
ensure that their nationals 316
ensure that their networks 86
ensure that their officers 121
ensure that their officials 45
ensure that their operation 99
ensure that their partners 92
ensure that their patients 358
ensure that their personal 317
ensure that their physical 89
ensure that their policies 874
ensure that their positions 72
ensure that their potential 336
ensure that their practice 234
ensure that their premises 61
ensure that their presence 186
ensure that their problems 62
