earliest i could find 53
exhibit a steady rise 59
exhibit a still more 559
exhibit a strong band 59
exhibit a strong blue 93
exhibit a strong need 166
exhibit a total lack 201
exhibit a whole range 180
exhibit a wider range 1503
existed a broad range 41
existed a close bond 63
existed a close link 73
existed a deadly feud 55
existed a dozen years 52
existed a feeling among 42
existed a large body 352
existed a longer time 42
existed a people more 89
existed a period when 74
existed a short time 461
existed a small body 63
existed a state like 49
existed a still more 74
existed a strong anti 46
existed a strong body 94
existed a strong bond 247
existed a whole body 48
existed a whole range 85
existed i would have 81
expecting a cable from 61
expecting a check from 85
expecting a child from 95
expecting a child soon 283
expecting a child when 116
expecting a first baby 56
expecting a guest from 40
expecting a happy ending 164
expecting a house full 44
expecting a phone call 2720
expecting a punch line 48
expecting a reply from 459
expecting a visit from 6045
expecting i would have 41
expecting i would make 80
expects a growth rate 47
expects a happy ending 107
expects a reply from 180
expects a visit from 239
expelling a child from 48
expelling a demon from 64
expending a large part 62
expense a large body 42
expense i would have 41
expired a short time 237
explain a broad range 436
explain a change from 50
explain a given body 47
explain a given case 41
explain a given fact 97
explain a large body 127
explain a large part 1963
explain a large range 53
explain a major part 261
explain a minor part 54
explain a shift from 48
explain a small part 426
explain a social fact 223
explain a whole host 70
explain a whole range 205
explain a wider range 312
explode a dirty bomb 57
exploit a broad range 88
exploit a large part 54
exploit a whole range 48
exploit a wider range 433
explore a broad belt 46
explore a broad range 687
explore a coral reef 101
explore a large part 110
explore a large range 64
explore a route from 211
explore a route over 47
explore a small part 68
explore a topic from 81
explore a topic more 56
explore a whole range 255
explore a wider range 1046
exploring a broad range 183
exploring a large part 68
exploring a route from 58
exploring a whole range 102
exploring a wider range 224
exporting a large part 95
exports a large part 353
exposed a fatal flaw 60
exposed a fault line 55
exposed a large part 76
exposed a short time 269
exposes a binding site 122
express a basic truth 61
express a broad range 429
express a doubt upon 83
express a faint hope 74
express a feeling much 53
express a final view 90
express a given meaning 400
express a hearty wish 42
express a large part 61
express a moral truth 57
express a passing mood 46
express a rather free 43
express a small part 82
express a strong hope 126
express a strong need 416
express a strong view 40
express a strong wish 496
express a whole range 597
express a wider range 542
express a world view 330
extending a helping hand 5867
extending a large bony 42
extending a large hand 101
extending a plump hand 44
extending a pudgy hand 40
extending a small hand 58
extending a total length 40
extends a broad belt 62
extends a helping hand 956
extends a light flag 55
extorting a bribe from 74
extract a bribe from 122
extract a favor from 47
extract a grease from 78
extract a large part 99
extract a laugh from 74
extract a metal from 145
extract a model from 57
extract a molar tooth 43
extract a moral from 333
extract a penny from 54
extract a price from 235
extract a reply from 73
extract a small part 45
extract a smile from 186
extract a sound from 49
extract a spark from 90
extract a stone from 54
extract a story from 139
extract a toxin from 40
extract a value from 232
extract i shall give 120
extract i shall make 83
extract i would have 41
