earliest two points are 127
effects are tested with 44
effects are treated with 95
effects are trivial and 67
effects are unclear and 40
effects are uneven and 40
effects are useful for 172
effects are varied and 233
effects are various and 99
effects are vicious and 67
effects are vomiting and 50
effects are washed out 137
effects are worked out 151
effects both before and 144
effects both direct and 64
effects both inside and 109
effects but should not 52
effects can cancel each 46
effects far beyond its 134
effects far beyond our 82
effects far greater than 247
effects far outrun this 63
effects for almost all 116
effects for blacks and 98
effects for blacks than 45
effects for causes and 69
effects for gender and 139
effects for income and 40
effects for mothers and 45
effects for movies and 83
effects had passed off 110
effects his escape and 40
effects long before they 84
effects may cancel each 254
effects may cancel out 123
effects may differ for 106
effects may extend for 46
effects may follow its 42
effects may offset each 63
effects may remain for 52
effects may result not 46
effects than almost any 55
effects that attend them 40
effects that cancel each 56
effects that cancel out 67
effects that europe saw 59
effects that extend far 153
effects that fashion and 58
effects that follow are 52
effects that follow its 52
effects that lasted for 80
effects that nature and 40
effects that racism has 91
effects that reached far 64
effects that render them 49
effects that result are 45
effects that ripple out 41
effects that should not 167
effects that stress can 220
effects that stress has 188
effects they looked for 53
effects thus seized are 68
effects was greater than 63
effects you notice with 91
efforts and actions are 109
efforts and actions that 101
efforts and appeals for 42
efforts and assist them 69
efforts and assure them 47
efforts and called for 102
efforts and direct them 145
efforts and enable them 43
efforts and energy are 70
efforts and energy for 60
efforts and energy had 50
efforts and ensure that 456
efforts and ensuring that 146
efforts and lavish use 42
efforts and realize that 40
efforts and reward them 46
efforts and should not 179
efforts and skills are 63
efforts and stated that 87
efforts and strive for 66
efforts and thought that 49
efforts and through his 102
efforts and whether they 45
efforts and wished him 40
efforts and without any 148
efforts are already being 392
efforts are always being 74
efforts are better than 96
efforts are called for 837
efforts are clumsy and 59
efforts are costly and 120
efforts are crucial for 60
efforts are feeble and 107
efforts are futile and 246
efforts are greater than 86
efforts are joined for 312
efforts are linked with 79
efforts are needed and 232
efforts are needed both 68
efforts are needed for 889
efforts are needed not 72
efforts are needed that 148
efforts are needed with 40
efforts are shared with 41
efforts are simply not 76
efforts are useful and 65
efforts are valued and 142
efforts are viewed with 65
efforts are wasted and 102
efforts both before and 137
efforts both inside and 137
efforts both public and 50
efforts far beyond his 42
efforts far greater than 69
efforts for another year 51
efforts for carrying out 61
efforts for planning and 40
efforts for reform and 268
efforts for reform are 53
efforts for relief and 75
efforts for subduing that 72
efforts for training and 46
efforts had failed and 592
efforts had failed for 53
efforts had gained him 55
efforts had turned out 58
efforts now exempt them 42
efforts run through one 42
efforts that austria may 49
efforts that before had 144
efforts was mainly due 45
efforts with praise and 74
egotism and desire for 110
egotism and vanity and 56
egotism and vanity are 74
egotism and vanity that 138
ejected are viscid and 57
ejected with infamy and 42
elapsed that thought has 52
elastic and pliable and 48
elastic and pliable than 72
elastic bag filled with 82
elastic sac filled with 41
elastic than demand for 281
elastic than normal and 47
elbowed and pushed and 51
elbowed and pushed his 48
elbowed one another and 100
elbowed one another for 128
elbowed one another out 43
elderly and adults with 70
elderly and infirm and 224
elderly and infirm are 88
elderly and infirm men 44
elderly and infirm who 157
elderly and mothers with 89
elderly and should not 51
elderly and younger age 56
elderly are better off 409
elderly are higher than 84
elderly are treated with 146
elderly man beside her 81
elderly man beside him 60
elderly man called out 141
elderly man raised his 100
elderly man standing near 108
elderly man standing with 98
elderly man strode out 98
elderly men before and 110
elderly men treated with 62
elderly was higher than 40
elected and chosen for 202
elected and chosen out 296
elected and chosen you 56
elected and served for 713
elected and served his 103
elected and served one 627
elected and served two 800
elected and served with 154
elected and turned out 50
elected and vested with 58
elected for another six 272
elected for another two 207
elected for another year 740
elected for estate tax 130
elected him consul for 160
elected his eldest son 109
elected his remedy and 53
elected new leaders and 43
elected not earlier than 46
elected one member each 49
election and before his 261
election and called for 159
election and recall and 66
election and return are 66
election and return for 357
election and served for 54
election and should not 43
election and stated that 63
election and without any 56
election but before his 202
election day except for 40
election day itself was 113
election day showed that 140
election for another year 195
election for county and 80
election for county seat 64
election for special use 105
election had caused this 207
election had passed and 45
election had passed off 49
election had proved that 167
election had turned out 250
election has passed easy 251
election has placed our 56
election has proved that 230
election has turned out 48
election was already won 48
election was behind him 62
election was better than 42
election was called and 458
election was called for 2520
election was called off 130
election was called that 58
election was closer than 128
election was crucial for 51
election was deemed too 51
election was filled with 74
election was fought and 241
election was fought not 51
election was fought out 182
election was fought was 73
election was fought with 233
election was greater than 84
election was hailed with 215
election was higher than 86
election was mainly due 48
election was opened with 59
election was partly due 61
election was rigged and 127
election was safely out 40
election was safely won 61
election was slated for 85
election was viewed with 72
elector was chosen for 52
elegant and charming and 43
elegant and costly for 127
elegant and festal air 54
elegant and filled with 73
elegant and formal than 59
elegant and imposing than 67
elegant and ingenious art 42
elegant and select that 54
elegant and simple and 74
elegant and simple than 42
elegant and simple that 106
elegant and simple way 186
elegant and touching has 176
elegant and useful art 265
elegant and useful than 50
elegant and useful way 40
elegant old building with 40
elegant way around this 51
element and assume that 55
element and crimes that 117
element and should not 122
element are called its 49
element for almost all 54
element for humans and 56
element for plants and 165
element has changed its 58
element has reached its 112
element has shaped and 58
element than common air 66
element that allows for 249
element that allows them 47
element that allows you 197
element that begins with 69
element that caused him 64
element that changes its 55
element that changes things 60
element that should not 346
element that stands for 115
element that stands out 647
element that unites all 77
element that unites them 71
element that varies with 46
element was absent and 41
element was active and 54
element was filled with 54
element was greater than 83
element was larger than 52
element was treated with 55
element with itself and 125
elevate and expand our 109
elevate and extend his 52
elevate and purify and 179
elevate and purify her 59
elevate and purify his 71
elevate and purify men 48
elevate and purify our 229
elevate and purify them 64
elevate and refine his 75
elevate and refine its 130
elevate and refine our 89
elevate and refine them 96
elevate his fellow men 60
elevate his status and 70
elevate its status and 61
elevating and refining can 92
elevating and training gear 95
elevating his little head 49
elevating his shield and 49
eleventh and twelfth and 377
eleventh and twelfth are 1088
eleventh and twelfth being 110
eleventh and twelfth day 281
eleventh and twelfth rib 143
eleventh and twelfth year 689
elongate and narrow with 87
embargo and travel ban 56
embargo had failed and 42
embargo was lifted and 285
embargo was lifted for 56
embargo was raised and 56
embarking and dressing them 73
embarking for england with 43
embarking for oyster bay 74
embarking his troops and 74
embarking his troops for 84
embarks for england with 48
embarks for france with 129
embassy this scheme was 107
embassy was closed and 54
embassy was closed for 49
embassy was seized and 55
embassy was treated with 60
embodying his reasons for 54
embodying its findings and 316
embodying this scheme was 53
embrace all creeds and 55
embrace all grades and 93
embrace all nations and 203
embrace all peoples and 99
embrace and accept all 105
embrace and become one 123
embrace and buried her 46
embrace and buried his 63
embrace and caress each 102
embrace and caress her 150
embrace and caress him 46
embrace and caress them 93
embrace and closed her 99
embrace and closed with 86
embrace and comply with 162
embrace and hugged her 102
embrace and hugged him 63
embrace and kissed her 1673
embrace and kissed him 303
embrace and kissed his 83
embrace and lifted her 90
embrace and oblige all 40
embrace and pulled her 45
embrace and reached for 79
embrace and rested her 89
embrace and return any 58
embrace and salute him 134
embrace and settle all 65
embrace and turned her 142
embrace any measure that 79
embrace any scheme that 151
embrace both causes and 66
embrace both public and 44
embrace her before she 133
embrace her stones and 46
embrace him warmly but 42
embrace his brother and 54
embrace his friend and 44
embrace his keeper with 56
embrace his opinion with 195
embrace his sister and 42
embrace one another and 1334
embrace one another for 201
embrace one another with 747
embrace that lifted her 53
embrace this reality and 47
embrace this scheme with 66
embrace with another man 140
embrace you before you 105
embrace you warmly and 61
embracing all created things 47
embracing all creeds and 46
embracing all nations and 118
embracing all peoples and 64
embracing and blessing them 113
embracing and unifying all 172
embracing both nature and 89
embracing both public and 141
embracing one another and 493
embracing one another for 48
embracing one another was 50
embracing one another with 595
embracing them warmly and 41
embryos and showed that 100
embryos are created for 44
embryos are frozen and 99
embryos are frozen for 71
embryos are larger than 50
embryos are treated with 221
embryos for future use 312
emerald and diamond and 53
emerald and diamond rings 167
emerald and purple and 45
emerged and called for 63
emerged and looked out 111
emerged both before and 49
emerged that almost all 40
emerged that called for 190
emerged was something that 62
emerged with credit and 42
emerged with something that 89
emerges and begins its 52
emerges that neither can 70
eminent and amiable man 80
eminent and famous men 128
eminent and gifted men 66
eminent and ingenious men 48
eminent and learned man 119
eminent and learned men 931
eminent and useful man 41
eminent and useful men 168
eminent art critic and 116
eminent but singular man 46
eminent for genius and 283
eminent for painting with 51
eminent for spirit and 100
eminent for strength and 93
eminent for talent and 213
eminent for virtue and 863
eminent for virtue than 90
eminent for wisdom and 755
eminent man amongst them 40
eminent men around him 74
emission was greater than 55
emitted per second and 104
emitted per second can 43
emitted per second per 1140
emitted per second was 45
emitted per second with 53
emotions and actions and 199
emotions and actions are 600
emotions and actions can 85
emotions and actions for 44
emotions and actions may 101
emotions and actions that 862
emotions and actions they 57
emotions and actions with 72
emotions and desire for 64
emotions and direct them 118
emotions and drives and 59
emotions and drives are 115
emotions and drives that 161
emotions and events and 47
emotions and events that 773
emotions and feelings and 1536
emotions and feelings are 2411
emotions and feelings being 41
emotions and feelings but 76
emotions and feelings can 361
emotions and feelings for 206
emotions and feelings has 49
emotions and feelings may 181
emotions and feelings not 46
emotions and feelings she 64
emotions and feelings than 118
emotions and feelings that 3962
emotions and feelings they 182
emotions and feelings was 44
emotions and feelings with 355
emotions and feelings you 130
emotions and habits and 218
emotions and habits are 52
emotions and habits that 58
emotions and images and 41
emotions and images are 97
emotions and images that 274
emotions and issues that 181
emotions and manage them 42
emotions and realize that 96
emotions and reasons for 55
emotions and senses are 61
emotions and should not 77
emotions and spirit are 77
emotions and stress can 49
emotions and through them 89
emotions and values and 96
emotions and values are 144
emotions and values that 518
emotions and wishes and 77
emotions are better than 66
emotions are engaged and 63
emotions are evoked and 64
emotions are innate and 119
emotions are learned and 45
emotions are linked with 161
emotions are mainly due 68
emotions are neither bad 52
emotions are normal and 189
emotions are played out 94
emotions are shared and 44
emotions are shared with 40
emotions are simple and 172
emotions are simply not 61
emotions are something that 50
emotions can affect our 94
emotions can render men 135
emotions far better than 109
emotions far deeper than 42
emotions far deeper that 78
emotions ran through her 109
emotions ran through him 63
emotions she thought she 92
emotions that affect our 70
emotions that caused her 48
emotions that denied him 56
emotions that filled her 232
emotions that filled him 78
emotions that filled his 208
emotions that kindle his 40
emotions that prompt them 78
emotions that should not 69
emotions that swayed her 56
emotions that swayed him 51
emotions they arouse and 42
emotions they arouse are 108
emotions they excite are 145
emperor and empire can 52
emperor and empire had 91
emperor and empire was 87
emperor and forced him 49
emperor and french kings 69
emperor and senate had 46
emperor had changed his 60
emperor had filled too 140
emperor had formed with 62
emperor had placed him 40
emperor had placed his 193
emperor had treated him 77
emperor had treated his 53
emperor was afraid that 87
emperor was anxious for 97
emperor was divine and 60
emperor was driven out 54
emperor was enough for 63
emperor was filled with 239
emperor was furious and 179
emperor was greater than 80
emperor was killed and 58
emperor was pleased and 80
emperor was pleased with 302
emperor was sacred and 44
emperor was seized and 97
emperor was seized with 128
emperor was silent for 59
emperor was struck with 88
emperor was treated with 57
emperor who issued them 55
emperor who should not 42
emperor who traces his 88
empires all around are 255
empires and kingdoms and 173
empires and kingdoms are 86
empires and kingdoms had 87
empires and kingdoms that 272
empires and nations and 62
empires and nations that 114
empires and states that 119
employing both direct and 54
employing his brains for 66
employing his powers for 45
employing his strength and 75
employing his talent for 49
employing new methods and 81
employing this strength and 640
employing this system are 54
employs any person who 170
employs both direct and 46
employs his genius with 50
employs his powers with 46
employs them without any 120
empower and desire you 45
empower and direct you 173
empower and enable them 123
empower our trusty and 58
empress was bribed and 43
emptied and cleaned and 119
emptied and cleaned for 55
emptied and cleaned out 657
emptied and cleaned with 56
emptied and filled and 49
emptied and filled with 1319
emptied and rinsed out 181
emptied and rinsed with 125
emptied and washed and 73
emptied and washed out 1231
emptied and washed with 104
emptied her coffee cup 109
emptied his basket and 48
emptied his bottle and 46
emptied his bowels and 67
emptied his coffee cup 258
emptied his goblet and 73
emptied his pistol and 90
emptied his pocket and 53
emptied his wallet and 98
emptied out before you 50
emptied out behind her 51
emptied out except for 73
emptied them faster than 145
emulate his brother and 40
emulate his methods and 47
emulate one another and 65
enabled her through long 46
enabled him better than 59
enabled him without any 44
enabled with greater ease 122
enables any person who 110
enables both client and 59
enables both teacher and 114
enables him through his 43
enables man through his 88
enacted and agreed that 50
enacted and became law 70
enacted both before and 48
enacted his subtle and 76
enacted that anyone who 86
enacted that before any 61
enacted that should any 55
enamels and glazes are 46
enamels and glazes for 106
enchant and benumb you 40
enclose his ground with 50
enclose one dollar for 61
enclose our flanks with 43
enclosing one dollar for 66
encoded and stored for 48
endanger both church and 60
endanger his family and 50
endanger his person and 68
endanger his safety and 40
endanger his standing with 52
endanger its safety and 40
endeavor and should not 43
endemic for malaria and 45
endless and filled with 47
endless new regions and 46
endless war abroad and 44
endorse his belief that 41
endorse his opinion that 137
endorse his policy and 58
endowed and imbued with 104
endowed each person with 116
endowed her family with 61
endowed him richly with 45
endowed his church with 233
endowed his creation with 63
endowed his person with 56
endowed his writings with 52
endowed not merely with 197
endowed them richly with 51
endowed this church with 48
endowed with active and 64
endowed with agency and 86
endowed with almost all 351
endowed with better eye 46
endowed with bodies and 68
endowed with bodily and 50
endowed with brains and 453
endowed with brains than 40
endowed with caution and 90
endowed with charms that 165
endowed with desire and 59
endowed with divine and 47
endowed with duties and 82
endowed with energy and 1497
endowed with feelings and 258
endowed with forest and 42
endowed with genius and 1110
endowed with genius for 109
endowed with genius than 43
endowed with graces and 76
endowed with greater and 106
endowed with higher and 113
endowed with houses and 100
endowed with inertia and 122
endowed with matter and 66
endowed with measure and 58
endowed with memory and 317
endowed with mental and 226
endowed with native wit 46
endowed with nerves and 142
endowed with organs and 151
endowed with organs for 42
endowed with passion and 183
endowed with powers and 601
endowed with powers far 100
endowed with powers fit 47
endowed with powers for 190
endowed with powers not 153
endowed with powers that 1113
endowed with proper and 44
endowed with purity and 62
endowed with riches and 258
endowed with rights and 1407
endowed with rights are 43
endowed with rights but 40
endowed with rights that 240
endowed with rivers and 70
endowed with senses and 268
endowed with skills and 204
endowed with slight and 44
endowed with something that 164
endowed with special and 147
endowed with speech and 1231
endowed with speech for 74
endowed with spirit and 493
endowed with strange and 54
endowed with strength and 2352
endowed with talent and 823
endowed with talent for 112
endowed with thought and 864
endowed with thought that 154
endowed with titles and 72
endowed with traits that 181
endowed with unique and 333
endowed with values and 47
endowed with varied and 84
endowed with various and 269
endowed with virtue and 391
endowed with weight and 136
endowed with wisdom and 1796
endowed with wisdom for 41
endowed with wisdom that 52
endured and fought and 65
endured and served its 47
endured for almost two 195
endured for another two 51
endured long enough and 45
endured long enough for 260
endured one million six 101
endures all piercing for 40
endures and doubts and 69
endures long enough for 53
enemies all around and 52
enemies all around her 47
enemies all around him 309
enemies all around them 192
enemies all around you 45
enemies all escape than 65
enemies and allies and 121
enemies and allies are 61
enemies and allies put 54
enemies and attack them 123
enemies and burned them 101
enemies and called for 42
enemies and caused them 51
enemies and dangers and 40
enemies and defeating them 43
enemies and driven them 79
enemies and envied his 54
enemies and escape being 46
enemies and forced them 64
enemies and forgot his 45
enemies and killed them 104
enemies and obtain all 45
enemies and prayed for 111
enemies and prayer for 73
enemies and rebels and 52
enemies and reducing them 53
enemies and regain his 40
enemies and reward his 281
enemies and reward its 47
enemies and rivals and 142
enemies and rivals are 41
enemies and rivals for 152
enemies and rivals had 58
enemies and rivals may 41
enemies and rivals who 173
enemies and rivals with 116
enemies and secret foes 95
enemies and should not 86
enemies and treated them 123
enemies and wicked men 98
enemies are around you 42
enemies are before you 55
enemies are better than 72
enemies are driven out 60
enemies are fighting for 59
enemies are filled with 46
enemies are lively and 54
enemies are struck with 40
enemies are watching for 64
enemies both abroad and 136
enemies both before and 73
enemies both inside and 345
enemies both without and 172
enemies but winter and 73
enemies for pardon and 91
enemies had become his 97
enemies had called him 89
enemies had caused him 51
enemies had driven him 237
enemies had forced him 95
enemies had forced them 42
enemies had formed for 51
enemies had killed him 68
enemies had landed and 91
enemies had played his 97
enemies had spoken ill 51
enemies long before they 65
enemies lying athwart both 44
enemies may become weak 107
enemies may devise for 61
enemies not merely with 44
enemies that attack them 41
enemies that sought his 67
enemies that threaten our 47
enemies then absent and 66
enemies they became his 42
enemies who attack him 47
enemies who attack his 53
enemies who attack them 49
enemies who attack you 60
enemies who called him 95
enemies who envied him 50
enemies who envied his 45
enemies who forced him 48
enemies who fought him 94
enemies who fought with 104
enemies who killed him 49
enemies who oppose his 75
enemies who sought his 172
enemies who wanted him 72
enemies with powder and 56
enemies with terror and 137
enemies with thunder and 40
enforce all orders and 114
enforce all rights and 99
enforce and comply with 81
enforce and defend its 63
enforce and enjoin our 83
enforce and extend them 62
enforce and punish lay 49
enforce her demand can 45
enforce his berlin and 63
enforce his common law 63
enforce his demand for 322
enforce his demand that 56
enforce his opinion that 201
enforce his orders and 177
enforce his orders with 142
enforce his rights and 310
enforce his rights for 52
enforce his rights with 76
enforce its claims and 57
enforce its claims for 68
enforce its demand for 247
enforce its demand that 107
enforce its dogmas and 48
enforce its orders and 339
enforce its policy and 57
enforce its rights and 340
enforce our rights and 44
enforce them fairly and 56
enforce them through its 44
enforce them unless they 49
enforce this charge has 45
enforce this demand with 42
enforce this lesson that 52
enforce this opinion thus 65
enforce this policy and 66
enforce this section and 157
enforcing all rights and 61
enforcing and carrying out 536
enforcing any rights and 70
enforcing his claims and 87
enforcing his orders for 101
enforcing his orders with 40
enforcing its orders and 114
enforcing its rights and 55
enforcing new levies and 64
enforcing our rights and 40
enforcing that public law 42
engineer and another man 57
engineer and stoker with 60
engineer and worked for 203
engineer and worked with 66
engineer can design and 54
engineer for review and 139
engineer has before him 124
engineer has worked out 67
engineer may decide that 197
engineer was killed and 93
engineer was struck with 54
engineer who served with 51
engineer who worked for 1346
engineer who worked his 48
engineer who worked out 48
engineer who worked with 450
engorged and filled with 53
engraved and carved with 49
engraved and chased with 103
engraved and filled with 301
engraved and inlaid with 1116
engraved with floral and 59
engraved with foliage and 173
engraver has worked with 55
engraver who worked for 123
engraver who worked with 42
engravings and drawings and 51
engravings and drawings are 57
engravings and etchings and 52
engravings and etchings are 42
engravings and prints and 41
engulfed her entire being 47
engulfed him without heat 42
engulfed his entire being 41
enhance and deepen our 120
enhance and enrich each 42
enhance and enrich his 51
enhance and enrich one 43
enhance and enrich our 193
enhance and expand its 82
enhance and expand our 128
enhance and extend its 71
enhance and extend our 97
enhance and prolong his 40
enhance both equity and 57
enhance her status and 65
enhance his career and 66
enhance his credit with 60
enhance his skills and 45
enhance his standing and 57
enhance his standing with 330
enhance his status and 211
enhance his status with 80
enhance its effect and 42
enhance its flavor and 86
enhance its safety and 44
enhance its standing and 66
enhance its standing with 73
enhance its status and 238
enhance its strength and 164
enhance one another and 185
enhance our mental and 49
enhance our skills and 42
enhance team spirit and 41
enhance this effect and 66
enhancing his status and 53
enhancing its status and 75
enjoining one course and 54
enjoyed all rights and 82
enjoyed and abused this 153
enjoyed and looked for 114
enjoyed and played with 42
enjoyed and prized his 49
enjoyed and shared with 143
enjoyed and sought out 141
enjoyed and valued for 63
enjoyed and valued his 46
enjoyed being around each 40
enjoyed being around her 260
enjoyed being around him 362
enjoyed being around his 49
enjoyed being around them 226
enjoyed being around you 41
enjoyed being cooked than 47
enjoyed being petted and 49
enjoyed both before and 52
enjoyed doing favors for 51
enjoyed few rights and 76
enjoyed for almost two 78
enjoyed for itself and 89
enjoyed going around with 42
enjoyed going places with 52
enjoyed going shopping with 41
enjoyed going through this 43
enjoyed her dinner with 40
enjoyed her family and 48
enjoyed her visits and 43
enjoyed her visits with 77
enjoyed his bounty and 230
enjoyed his coffee and 71
enjoyed his dinner and 235
enjoyed his dinner with 99
enjoyed his esteem and 56
enjoyed his family and 152
enjoyed his friend and 55
enjoyed his garden and 61
enjoyed his kisses and 55
enjoyed his meetings with 78
enjoyed his pension for 53
enjoyed his spirit and 145
enjoyed his visits and 108
enjoyed his visits with 111
enjoyed its golden age 817
enjoyed its golden era 50
enjoyed one another and 71
enjoyed one another long 42
enjoyed our coffee and 56
enjoyed our dinner and 114
enjoyed our rustic meal 49
enjoyed our visits with 61
enjoyed them better than 55
enjoyed this bustle and 68
enjoyed this office for 62
enjoyed this status for 52
enjoyed with family and 112
enjoyed with relish and 52
enlarge and become red 46
enlarge and deepen his 125
enlarge and deepen its 73
enlarge and deepen our 249
enlarge and deepen that 95
enlarge and deepen this 40
enlarge and enrich his 430
enlarge and enrich its 49
enlarge and enrich one 97
enlarge and enrich our 246
enlarge and expand his 58
enlarge and expand its 58
enlarge and expand our 56
enlarge and extend his 106
enlarge and extend its 124
enlarge and extend our 136
enlarge and extend this 46
enlarge and refine his 64
enlarge and refine our 123
enlarge and refine them 58
enlarge and secure its 74
enlarge and soften them 44
enlarge his domain and 43
enlarge his holdings and 54
enlarge his powers and 51
enlarge its bounds and 51
enlarge its domain and 66
enlarge its powers and 147
enlarge its sphere and 79
enlarge not beyond his 62
enlarging and adorning his 41
enlarging and refining his 95
enlarging and spreading out 388
enlarging its powers and 145
enlarging its sphere and 62
enliven and enrich our 82
enliven our friend with 50
ennoble and enrich our 127
ennoble and purify and 42
ennoble his little day 562
enraged and filled with 256
enraged and gnawed him 43
enraged and killed her 48
enraged and mighty man 138
enraged that through his 61
enriching both itself and 67
enriching them beyond all 55
enslave him without his 54
enslave his fellow man 107
enslave his fellow men 68
enslave our fellow men 51
ensured for another year 41
ensured her safety and 55
ensured that almost all 423
ensured that anyone who 138
ensured that demand for 68
ensured that england was 42
ensured that little was 72
ensured that nobody was 52
ensures that actions are 66
ensures that almost all 507
ensures that anyone can 44
ensures that anyone who 137
ensures that anyone with 44
ensures that assets are 42
ensures that buyers are 42
ensures that changes are 130
ensures that claims are 49
ensures that errors are 100
ensures that events are 52
ensures that guests are 45
ensures that issues are 66
ensures that nobody can 84
ensures that orders are 47
ensures that prices are 124
ensures that readers are 50
