eared canting villains like 43
even though officers were 48
even though patients have 62
even though patients were 125
even though payments have 59
even though payments were 101
even though premiums were 44
even though probably only 122
even though proceeding from 98
even though questions were 44
even though relations were 43
even though revenues were 56
even though salaries were 63
even though scholars have 203
even though scholars like 44
even though services were 85
even though slightly less 40
even though slightly more 141
even though soldiers were 43
even though somebody else 236
even though somewhat less 188
even though somewhat more 194
even though somewhat rude 47
even though students have 152
even though students were 234
even though subjects were 304
even though supplies were 77
even though symptoms have 168
even though thousands were 48
even though valuable ideas 41
even though visitors were 41
even under constant load 54
even under majority rule 42
even under military rule 144
even under pressure from 460
even under socialism there 98
even where attempts have 66
even where children have 48
even where children were 40
even where evidence rule 125
even while benefiting from 75
even while continuing their 50
even while delighting some 40
even while developing their 44
even while dissenting from 51
even while expressing their 50
even while performing their 48
even while recovering from 40
even while refraining from 43
even whole passages from 65
even whole villages have 47
even whole villages were 152
even wider audience when 77
even worse symptoms were 47
even worse treatment from 100
ever after divorced from 47
ever after excluded from 42
ever after exempted from 45
ever after received from 53
ever after remained their 68
ever after retained those 102
ever asked yourself these 94
ever asked yourself what 1277
ever casts ridicule upon 65
ever catch yourself saying 62
ever could possibly have 83
ever found anywhere else 85
ever found entrance into 120
ever found yourself asking 52
ever found yourself making 42
ever found yourself saying 213
ever found yourself trying 52
ever fully recovers from 91
ever lived anywhere else 374
ever really deserved such 40
ever really recovers from 44
ever really separate from 58
ever really suffered from 70
ever since breakfast time 87
ever since churches were 56
ever since december last 172
ever since europeans have 52
ever since graduating from 236
ever since insisted upon 43
ever since pakistan came 43
ever since remained among 127
ever since remained part 48
ever since remained there 597
ever since remained true 55
ever since retained among 137
ever since retained their 83
ever since suffered from 131
evil could possibly give 130
evil could possibly have 95
evil which emanates from 42
evil which proceeds from 249
evil which produced such 255
evil which produces pain 62
evil which resulted from 908
evil which threatened their 43
evil would disappear from 131
exam after graduating from 85
eyed darling nathaniel knew 82
eyes aimed straight ahead 50
eyes bored directly into 48
eyes bored straight into 116
eyes could persuade such 72
eyes could possibly have 51
eyes could scarcely have 41
eyes could scarcely look 47
eyes could scarcely make 72
eyes fixed absently upon 58
eyes fixed anxiously upon 143
eyes fixed ardently upon 53
eyes fixed curiously upon 88
eyes fixed directly ahead 46
eyes fixed earnestly upon 317
eyes fixed fiercely upon 42
eyes fixed greedily upon 44
eyes fixed intently ahead 63
eyes fixed intently upon 1013
eyes fixed searchingly upon 99
eyes fixed solemnly upon 53
eyes fixed straight ahead 2732
eyes fixed strangely upon 63
eyes fixed unseeingly upon 46
eyes fixed vacantly upon 332
eyes gazed directly into 133
eyes gazed intently into 58
eyes gazed straight ahead 146
eyes gazed straight back 42
eyes gazed straight into 179
eyes gleaming fiercely from 61
eyes glued straight ahead 94
eyes grown wondrous blue 193
eyes looking directly ahead 131
eyes looking directly into 698
eyes looking earnestly into 57
eyes looking intently into 255
eyes looking searchingly into 52
eyes looking squarely into 54
eyes looking straight ahead 2134
eyes looking straight down 186
eyes looking straight into 1638
eyes never flinched from 84
eyes never wandered from 321
eyes often wandered from 136
eyes peering intently into 46
eyes peering straight ahead 57
eyes roved tenderly over 46
eyes shone brightly when 40
eyes shone straight into 80
eyes stare straight ahead 251
eyes stare straight into 59
eyes staring directly ahead 45
eyes staring directly into 307
eyes staring intently into 117
eyes staring straight ahead 2722
eyes staring straight down 45
eyes staring straight into 487
eyes staring vacantly ahead 82
eyes staring vacantly into 166
eyes still fastened upon 116
eyes still retained their 242
eyes still squeezed shut 140
eyes still straight ahead 71
eyes under somewhat heavy 156
eyes which betrayed more 193
eyes which converge upon 72
eyes which sparkled like 58
eyes would brighten when 100
eyes would probably have 90
eyes would scarcely have 45
eyes would suddenly fill 249
eyes would suddenly open 41
