earthquakes occur along plate 89
expression takes many forms 151
expression which best suits 45
expression which give charm 53
expression which must exist 40
expression which will allow 121
expression which will serve 60
expression would have given 103
expressly avoid what gives 53
expressly waive their right 137
expulsions which took place 43
exquisite style from which 70
exquisite visit from waldo 46
exquisite wines were drunk 51
extensions which have taken 44
extensive change took place 141
extensive coast along which 58
extensive field over which 52
extensive field work which 50
extensive notes were taken 181
extensive period during which 65
extensive plain over which 42
extensive rural areas first 293
extensive scale took place 66
extensive scale upon which 142
extensive steps were taken 54
extensive tests have shown 128
extensive waste upon which 54
extinction event took place 41
extinction period during which 45
extinction trials were given 80
extinction would take place 52
extraction might have saved 59
extraction would have risen 163
extraction would take place 46
extraneous light from reaching 63
extraneous sound will cause 40
extremely large data bases 83
extremely large data files 67
extremely metal poor stars 89
extremely rapid heart rates 54
extremely short life cycle 68
extremely short life spans 77
extremely short radio waves 72
extremely short time after 73
extremely short time frame 144
extremely short time period 184
extremely short time scale 228
extremely short time spans 86
extremely short wave lengths 558
extremely small file sizes 43
extremely small flow rates 45
extremely small living solid 63
extremely small mass which 47
extremely small size makes 47
extremely small time steps 149
extremely tight time frame 45
extremely vague ideas about 47
extremely wealthy young woman 56
extremity above heart level 109
exultation about their lofty 84
