eagerly threw himself into 146
expand more rapidly will 48
expand their capital base 197
expand their comfort zone 104
expand their control into 137
expand their control over 1277
expand their deposit base 55
expand their dominion over 52
expand their efforts into 66
expand their exports from 41
expand their imports from 60
expand their markets into 69
expand their patient base 44
expand their product line 605
expand their product range 249
expand their research into 46
expand their revenue base 157
expand their service areas 62
expand their support among 48
expand their support base 143
expand your comfort zone 314
expand your product line 148
expect best results from 42
expect full support from 91
expect good behavior from 87
expect good effects from 56
expect good manners from 73
expect good offices from 43
expect good results from 960
expect good results when 61
expect good service from 150
expect great benefit from 114
expect great effects from 89
expect great matters from 69
expect great pleasure from 69
expect great results from 586
expect great rewards from 44
expect high returns from 49
expect less support from 55
expect less sympathy from 85
expect many letters from 79
expect more benefit from 89
expect more control over 43
expect more justice from 97
expect more pleasure from 121
expect more service from 53
expect more success from 49
expect more support from 195
expect more sympathy from 60
expect more trouble from 82
expect much benefit from 408
expect much pleasure from 121
expect much revenue from 41
expect much success from 157
expect much support from 629
expect much sympathy from 428
expect much trouble from 88
expect only limited help 44
expect some account from 61
expect some benefit also 47
expect some benefit from 226
expect some comment from 40
expect some deviation from 105
expect some results from 46
expect some support from 249
expect some sympathy from 65
expect some trouble from 51
expect some variation from 69
expect such behavior from 343
expect such conduct from 134
expect such effects from 58
expect such mummies unto 247
expect such results from 97
expect such service from 52
expect such support from 69
expect their support when 45
expect these results from 49
expect what justice other 158
expect will satisfy their 52
expect your husband back 61
expect your husband will 57
expend nine hundred tons 46
expiate such vainglory upon 70
export crop producing areas 43
export duty fastens upon 63
export five hundred kegs 49
export from british india 52
export some product into 57
export your address book 95
expose their corrupt arts 138
expose their persons like 67
expose your precious life 137
extend from several days 48
extend over immense areas 57
extend over several days 1523
extend over several tens 52
extend over several time 65
extend over several years 3180
extend such embargo upon 92
extend their borders into 79
extend their charity even 41
extend their control from 154
extend their control into 394
extend their control over 4899
extend their dominion along 42
extend their dominion even 66
extend their dominion from 205
extend their dominion into 176
extend their dominion over 1189
extend their effects over 50
extend their efforts into 75
extend their mastery over 50
extend their previous work 42
extend their product line 52
extend their product range 248
extend their ravages even 107
extend their ravages into 53
extend their ravages over 92
extend their research into 88
extend their service from 41
extend their service into 57
extend their service life 198
extend their storage life 114
extend their studies into 51
extend their studies over 50
extend these parleys into 156
extend these studies into 46
extend three hundred feet 53
extend your battery life 107
extend your control over 53
extend your dominion over 52
extend your travels into 59
extent been brought into 71
extent been derived from 53
extent been removed from 77
extent lost control over 57
extent such amounts were 72
extent these charges were 48
extent these demands were 49
extent these efforts have 137
extent these efforts were 54
extent these factors have 72
extent these factors were 68
extent these factors will 49
extent these measures have 73
extent these measures were 87
extent these measures will 44
extent these results were 54
extent these studies have 55
extent your modesty leads 59
extort some apology from 40
