economics supplies only one 108
expression softened when she 124
expression vanished from her 82
expression vanished from his 167
expressly bestowed upon them 65
expressly contains nothing but 111
expressly enjoined upon him 139
expressly enjoined upon his 95
expressly enjoined upon them 66
expressly excepted from all 47
expressly excepted from its 352
expressly excepted from this 99
expressly excluded from all 475
expressly excluded from any 284
expressly excluded from being 122
expressly excluded from his 164
expressly excluded from its 572
expressly excluded from our 43
expressly excluded from that 103
expressly excluded from this 577
expressly excludes from his 80
expressly excludes from its 426
expressly excludes from that 57
expressly exempted from all 322
expressly exempted from any 127
expressly exempted from its 225
expressly exempted from tax 95
expressly exempted from this 203
expressly provided also for 77
expressly provides only for 116
expressly rescinding what they 95
exquisite accuracy these are 68
exquisite literary form and 51
extensive authority over all 103
extensive authority over his 53
extensive clinical work with 112
extensive commerce from all 255
extensive economic ties and 60
extensive economic ties with 280
extensive evidence from both 42
extensive excerpts from his 96
extensive excerpts from this 51
extensive extracts from his 52
extensive extracts from them 54
extensive extracts from this 61
extensive neuronal loss and 102
extensive passages from his 42
extensive prospect from its 65
extensive provision made for 49
extensive quotation from his 100
extensive quotation from this 98
extensive republic there are 49
extirpate heretics from his 43
extraneous variables have not 60
extraneous variables were not 43
extremely agreeable young man 46
extremely ambitious young man 93
extremely beautiful girl who 47
extremely challenging task for 60
extremely critical time for 41
extremely dangerous even for 60
extremely dangerous when they 127
extremely dangerous work and 42
extremely delicate test for 236
extremely distinct from each 45
extremely emotional time for 46
extremely flexible tool for 84
extremely flexible tool that 140
extremely handsome face and 100
extremely handsome young man 1797
extremely isolated from each 43
extremely powerful means for 56
extremely powerful tool and 109
extremely powerful tool for 1908
extremely powerful tool that 582
extremely powerful when you 41
extremely probable also that 160
extremely slippery when wet 214
extremely talented young man 96
extremely unlikely case that 234
extremely valuable book for 88
extremely valuable book that 104
extremely valuable data for 84
extremely valuable even for 79
extremely valuable from its 49
extremely valuable means for 49
extremely valuable tool for 1301
extremely valuable tool that 142
extremely valuable when one 40
extremely valuable when they 73
extremely valuable when you 153
extremely valuable work and 50
extremely valuable work for 84
extremely valuable work was 59
extricate yourself from all 74
extricate yourself from any 65
extricate yourself from one 52
extricate yourself from that 305
extricate yourself from them 54
extricate yourself from this 523
extricating yourself from this 71
extrinsic evidence other than 47
extrinsic evidence will not 139
exultation vanished from her 55
