odd had 50 odd had 49
our our 71 our god 292
our our 345 our that 44
our has 60 our way 55
our yet 50 our with 107
our that 552 our our 44
our cut 70 our long 86
our nor 46 our are 53
our they 213 our had 91
our too 59 our let 56
our with 48 our now 52
our two 62 our all 198
our got 99 our gear 45
our lay 60 our they 94
our our 40 our and 58
our own 46 our yet 42
our bog 63 our this 53
our our 44 our leg 67
our they 48 out dung 70
out him 154 out his 96
out any 341 out this 41
out few 51 out saw 323
out saw 190 out any 92
out her 93 out him 40
out his 114 out its 56
out this 76 out any 57
out his 52 out she 67
out they 69 out this 50
out that 50 out her 40
out him 76 out them 41
out you 88 out this 41
out old 94 out was 87
out fur 40 out thin 424
out and 41 out and 177
out that 182 out any 4388
out not 148 out not 54
out any 5327 out not 317
out are 55 out are 86
out lie 41 out head 58
out his 42 out any 64
out them 43 out any 115
own are 139 own and 75
own them 44 own head 101
own not 52 own own 67
own them 212 own that 169
own his 47 own for 44
own see 333 own was 94
own you 91 own with 56
own put 59 own weak 45
own two 64 own that 50
own his 67 own for 45
own that 122 own that 56
own are 76 own him 104
own due 40 own for 106
own way 43 own she 89
own his 105 own his 106
own and 50 own far 57
own had 52 own men 65
own are 56 own all 136
own thin 43 own his 52
own was 43 own and 48
own was 93 own but 58
