ugly thrill spread from 89
uses terms drawn from 115
uses terms taken from 45
uses terms which have 42
uses which arise from 47
uses which might have 123
uses which people make 90
uses which would have 315
uses within urban areas 56
uses words drawn from 40
uses words which have 222
uses words which seem 90
uses words which show 49
