ugly green eye intently 40
upon local and personal 75
upon local raw materials 189
upon meeting with strangers 80
upon modes and gestures 46
upon money and property 69
upon moral and economic 52
upon moral and physical 129
upon moral and religious 2098
upon mother and daughter 48
upon motion for judgment 115
upon music and musicians 65
upon naval and maritime 89
upon naval and military 177
upon naval oil reserves 287
upon nearly all questions 40
upon nearly all subjects 42
upon order and progress 47
upon others for approval 106
upon others for direction 93
upon others for emotional 43
upon others for guidance 165
upon others for personal 83
upon others for physical 55
upon others for survival 213
upon others with contempt 54
upon people and property 76
upon people not directly 115
upon piety and morality 58
upon pitch was likewise 132
upon plain and mountain 55
upon point aux trembles 50
upon power and authority 81
upon power are produced 87
upon price and quantity 192
upon pride and humility 82
upon racial and cultural 110
upon racial and religious 155
upon reaching age eighteen 59
upon reaching her majority 47
upon reaching his majority 727
upon reason and argument 66
upon reason and authority 468
upon reason and evidence 59
upon reason and judgment 57
upon roads and railways 78
upon rocks and minerals 67
upon round top mountain 62
upon sacco and vanzetti 67
upon ships thus attacked 70
upon showing her supernal 49
upon signs and symptoms 274
upon skill and industry 98
upon social and cultural 1549
upon social and domestic 111
upon social and economic 5078
upon social and emotional 123
upon social and literary 55
upon social and personal 107
upon social and physical 48
upon social and religious 222
upon sodom and gomorrah 4846
upon spain and portugal 242
upon speed and accuracy 212
upon state and monarchy 43
upon study and analysis 74
upon sugar and molasses 61
upon taste and judgment 42
upon terms not accorded 619
upon terms not injurious 52
upon terms too humiliating 83
upon thrace and macedonia 62
upon thrift and industry 103
upon tonic and dominant 48
upon towns and counties 74
upon towns and villages 270
upon trade and business 99
upon trade and commerce 2927
upon trade and industry 2072
upon trust and disposed 54
upon trust and suspicion 311
upon trust for purposes 50
upon views now declared 58
upon wages and salaries 609
upon wales and scotland 57
upon warmth and moisture 45
upon wells and cisterns 53
upon which all accounts 75
upon which all activity 137
upon which all american 103
upon which all argument 45
upon which all attempts 65
upon which all attention 56
upon which all authority 47
upon which all branches 66
upon which all business 494
upon which all children 48
upon which all christian 450
upon which all citizens 98
upon which all commerce 75
upon which all creatures 42
upon which all cultural 45
upon which all cultures 70
upon which all decisions 90
upon which all depended 341
upon which all economic 186
upon which all education 148
upon which all elements 72
upon which all evidence 46
upon which all humanity 59
upon which all industry 93
upon which all irishmen 40
upon which all languages 40
upon which all liberals 48
upon which all military 64
upon which all morality 87
upon which all personal 44
upon which all physical 119
upon which all positive 57
upon which all possible 143
upon which all programs 44
upon which all progress 200
upon which all property 132
upon which all questions 65
upon which all realities 50
upon which all religions 463
upon which all religious 166
upon which all rightful 105
upon which all scholars 59
upon which all sciences 45
upon which all sensible 43
upon which all students 101
upon which all succeeding 281
upon which any analysis 46
upon which any argument 57
upon which any business 49
upon which any estimate 76
upon which any judgment 94
upon which any security 197
upon which are attached 93
upon which are depicted 167
upon which are disposed 148
upon which are fastened 317
upon which are grounded 55
upon which are inserted 78
upon which are numerous 197
upon which are produced 79
upon which are recorded 897
upon which are situated 523
upon which both depended 42
upon which both majority 70
upon which each separate 42
upon which had formerly 66
upon which has devolved 43
upon which her attention 43
upon which her authority 74
upon which her children 64
upon which her companion 54
upon which her daughter 93
upon which her economic 87
upon which her identity 47
upon which her ladyship 125
upon which her mistress 51
upon which her subjects 41
upon which hinge numerous 64
upon which his accounts 160
upon which his activity 51
upon which his admirers 44
upon which his analysis 133
upon which his argument 452
upon which his attention 627
upon which his authority 375
upon which his business 123
upon which his children 137
upon which his companion 99
upon which his comrades 51
upon which his critical 57
upon which his daughter 112
upon which his decisions 157
upon which his doctrine 69
upon which his education 68
upon which his employer 56
upon which his energies 44
upon which his estimate 48
upon which his evidence 55
upon which his fortunes 95
upon which his grandson 59
upon which his greatness 54
upon which his highness 408
upon which his identity 92
upon which his immunity 66
upon which his interest 98
upon which his invention 51
upon which his judgment 426
upon which his liability 150
upon which his literary 249
upon which his lordship 1859
upon which his military 65
upon which his objection 189
upon which his opponent 144
upon which his original 68
upon which his pastoral 125
upon which his personal 118
upon which his practice 82
upon which his property 124
upon which his recovery 50
upon which his relations 42
upon which his religious 51
upon which his restless 45
upon which his reversion 55
upon which his salvation 97
upon which his sentence 47
upon which his servants 75
upon which his services 56
upon which his soldiers 65
upon which his splendid 48
upon which his subjects 75
upon which his survival 123
upon which his treatment 69
upon which his ultimate 81
upon which its accounts 77
upon which its activity 111
upon which its attention 86
upon which its authority 523
upon which its business 194
upon which its citizens 141
upon which its decisions 150
upon which its economic 150
upon which its efficacy 154
upon which its evidence 63
upon which its financial 41
upon which its formation 103
upon which its greatness 46
upon which its identity 61
upon which its interest 80
upon which its judgment 106
upon which its liability 64
upon which its operation 357
upon which its practice 63
upon which its presence 99
upon which its progress 44
upon which its security 107
upon which its specific 47
upon which its survival 200
upon which its treatment 47
upon which its ultimate 109
upon which its validity 257
upon which men differed 43
upon which now depended 43
upon which one declines 111
upon which one operates 48
upon which one reflects 41
upon which our american 897
upon which our analysis 304
upon which our approach 69
upon which our argument 88
upon which our assertion 44
upon which our attention 596
upon which our attitude 40
upon which our business 122
upon which our children 241
upon which our christian 148
upon which our citizens 43
upon which our commerce 43
upon which our concepts 44
upon which our criminal 135
upon which our decisions 106
upon which our diagnosis 46
upon which our domestic 56
upon which our economic 304
upon which our estimate 112
upon which our greatness 53
upon which our industry 43
upon which our interest 85
upon which our judgment 439
upon which our military 201
upon which our movement 76
upon which our ordinary 45
upon which our personal 62
upon which our physical 105
upon which our practice 83
upon which our progress 73
upon which our relations 85
upon which our religious 86
upon which our republic 598
upon which our salvation 333
upon which our security 136
upon which our soldiers 51
upon which our standard 96
upon which our survival 271
upon which our tradition 47
upon which our treatment 60
upon which our ultimate 95
upon which she affirmed 72
upon which she answered 158
upon which she bestowed 140
upon which she comments 49
upon which she declared 77
upon which she depended 369
upon which she embarked 92
upon which she informed 75
upon which she insisted 252
upon which she intended 41
upon which she lavished 112
upon which she observed 87
upon which she produced 42
upon which she promises 65
upon which she proposed 171
upon which she received 252
upon which she receives 49
upon which she reclined 104
upon which she reclines 58
upon which she remarked 102
upon which she resolved 64
upon which she returned 63
upon which she suddenly 81
upon which she ventured 83
upon which tax liability 79
upon which that argument 102
upon which that assertion 46
upon which that authority 250
upon which that direction 76
upon which that doctrine 137
upon which that education 50
upon which that industry 41
upon which that judgment 367
upon which that movement 54
upon which that objection 174
upon which that operation 44
upon which that practice 148
upon which that security 97
upon which that tradition 60
upon which they accepted 44
upon which they actually 109
upon which they admitted 52
upon which they advanced 104
upon which they alighted 64
upon which they answered 54
upon which they attacked 64
upon which they believed 268
upon which they bestowed 212
upon which they bordered 48
upon which they commonly 51
upon which they consider 44
upon which they continue 85
upon which they contract 41
upon which they converge 95
upon which they declared 93
upon which they demanded 56
upon which they departed 62
upon which they depended 7794
upon which they desisted 67
upon which they differed 417
upon which they directed 69
upon which they directly 73
upon which they disagree 293
upon which they embarked 370
upon which they employed 83
upon which they entirely 52
upon which they examined 45
upon which they exercise 272
upon which they expected 357
upon which they expended 54
upon which they fastened 47
upon which they flourish 44
upon which they followed 48
upon which they formerly 182
upon which they grounded 244
upon which they happened 138
upon which they imagined 122
upon which they insisted 554
upon which they intended 476
upon which they lavished 138
upon which they maintain 55
upon which they meditate 40
upon which they mutually 50
upon which they normally 121
upon which they obtained 96
upon which they occurred 83
upon which they operated 364
upon which they probably 139
upon which they produced 71
upon which they promised 85
upon which they promptly 56
upon which they proposed 324
upon which they received 362
upon which they reckoned 64
upon which they reclined 103
upon which they remained 117
upon which they repaired 40
upon which they reported 97
upon which they required 49
upon which they resolved 194
upon which they retreated 143
upon which they returned 394
upon which they stumbled 42
upon which they subsided 51
upon which they suddenly 48
upon which they supposed 65
upon which they traveled 106
upon which they ventured 58
upon which this activity 103
upon which this analysis 902
upon which this approach 263
upon which this argument 813
upon which this assertion 345
upon which this astounding 83
upon which this attitude 69
upon which this authority 43
upon which this beautiful 65
upon which this biography 47
upon which this bulletin 78
upon which this business 78
upon which this condition 46
upon which this conflict 40
upon which this contract 107
upon which this deduction 51
upon which this depended 54
upon which this deponent 70
upon which this diagnosis 48
upon which this doctrine 968
upon which this document 52
upon which this enormous 56
upon which this estimate 292
upon which this evidence 188
upon which this exception 153
upon which this exclusion 45
upon which this exercise 74
upon which this identity 43
upon which this immunity 45
upon which this industry 58
upon which this judgment 849
upon which this liability 92
upon which this ministry 60
upon which this movement 205
upon which this objection 255
upon which this occurred 40
upon which this operation 226
upon which this pamphlet 71
upon which this practice 287
upon which this proceeding 186
upon which this proceeds 208
upon which this property 201
upon which this proposal 128
upon which this proposed 42
upon which this provision 128
upon which this republic 436
upon which this selection 102
upon which this sentence 107
upon which this sequence 41
upon which this strategy 86
upon which this struggle 89
upon which this supposed 50
upon which this synthesis 48
upon which this terrible 48
upon which this tradition 45
upon which this treatment 161
upon which two questions 52
upon which was attached 69
upon which was centered 40
upon which was depicted 211
upon which was embossed 41
upon which was expended 60
upon which was extended 60
upon which was fastened 373
upon which was formerly 229
upon which was grounded 105
upon which was lavished 85
upon which was lettered 42
upon which was pictured 57
upon which was recorded 145
upon which was scrawled 114
upon which was situated 326
upon which you consider 42
upon which you received 42
upon which you rejected 41
upon which you yourself 54
upon whose top branches 97
upon winds and currents 84
upon wives and children 167
upon wives and husbands 54
upon woman and domestic 61
upon women and children 3814
upon women and domestic 101
upon words and concepts 40
urging loose sex activity 47
urging moral and religious 48
urging women and children 40
used about any minority 64
used above that required 41
used again for dissolving 53
used again for military 46
used again for synthesis 62
used alone for surgical 45
used alone for treatment 327
used bases for segmenting 109
used below for evaluating 51
used books and journals 98
used codes are mnemonic 110
used could not possibly 87
used donor and receiver 58
used drugs for treatment 140
used either for business 112
used either for domestic 79
used either for emphasis 138
used either for military 129
used either for personal 99
used either for purposes 207
used either for religious 93
used either for specific 83
used files and programs 40
used first and followed 53
used first and foremost 1368
used goods and services 369
used honey for sweetening 60
used later for analysis 44
used later for purposes 53
used light and electron 149
used local raw materials 239
used lofty and somewhat 52
used method for analysis 176
used method for collecting 221
used method for conducting 50
used method for describing 195
used method for detection 107
used method for developing 115
used method for diagnosis 60
used method for estimating 1089
used method for evaluating 713
used method for expressing 134
used method for extracting 109
used method for generating 137
used method for monitoring 214
used method for performing 257
used method for predicting 184
used method for separating 241
used model for describing 170
used model for estimating 91
used music with absolute 48
used rather than absolute 100
used rather than attempting 70
used rather than complete 43
used rather than developing 50
used rather than mentioned 81
used rather than multiple 119
used rather than ordinary 65
used rather than personal 42
used rather than physical 47
used rather than separate 50
used rather than specific 76
used rather than standard 109
used rouge and lipstick 145
used since its inception 379
used since its invention 59
used social and economic 67
used sweet and graceful 44
used terms and acronyms 47
used terms and concepts 501
used terms for describing 149
used terms that describe 148
used tests for evaluating 55
used threats and physical 46
used threats and promises 83
used today are designed 47
used today are synthetic 94
used today for concerts 45
used today for treatment 41
used today than formerly 135
used tools and machines 97
used tools and materials 141
used under any condition 95
used under his direction 107
used under this approach 50
used under this condition 67
used under this contract 55
used until its marginal 76
used which are composed 45
used which are designed 128
used which are equipped 44
used which are intended 82
used which are obtained 68
used which are provided 49
used which are suitable 51
used which has otherwise 44
used which was designed 45
used which was obtained 64
used which was prepared 49
used while they prepared 48
used within each category 76
used within this approach 62
used women and children 597
used words and concepts 188
used words and gestures 190
used words and pictures 61
used words with precision 53
user costs and benefits 175
user input and computer 126
user input and displaying 59
user input and displays 62
user input and feedback 128
user likes and dislikes 103
user names and password 47
user needs and behaviors 56
user needs and business 62
user needs and intended 383
user needs and problems 105
user sends and receives 65
user would not normally 110
uses goods and services 400
uses headings and subheadings 46
uses local raw materials 203
uses power and authority 131
uses terms and concepts 190
uses where its marginal 49
uses words and concepts 104
uses words and pictures 104
uses words with precision 46
