wafers representing the 86
warmly patronized the 104
warmly recognized by 138
warmly recognized the 58
warmly recommending it 111
warmly recommending me 61
warmly recommending the 682
warmly recommending to 210
warmly recommends it 113
warmly recommends the 364
warmly recommends to 153
warmly remembered as 123
warmly remembered by 553
warmly remembered in 375
warmly remembered the 49
warmly remembered to 148
warmly reproached the 73
warmly responsive to 475
warmly supportive of 367
warmly surrounded by 47
warmly sympathetic in 43
warmly sympathetic to 714
warmly sympathized in 938
warmly vindicated the 175
warned beforehand by 854
warned beforehand of 1614
warned beforehand to 426
warned constantly of 161
warned eisenhower of 47
warned eisenhower to 62
warned explicitly of 78
warned foreigners to 50
warned frequently of 44
warned immediately of 51
warned immediately to 47
warned pedestrians to 40
warned personally by 45
warned plaintiffs of 152
warned researchers to 63
warned supporters of 55
warnings accompanying the 210
warnings applicable to 51
warnings appropriate to 169
warnings prescribed by 164
warnings pronounced by 59
warnings sufficient to 83
warped conceptions of 148
warped imagination of 76
warped indentation in 62
warped perceptions of 292
warped philosophy of 51
warped psychology of 106
warped reflections of 57
warrior accustomed to 154
warrior approached the 259
warrior chieftains in 74
warrior chieftains of 291
warrior confronted the 43
warrior contracted to 75
warrior designated as 44
warrior determined to 315
warrior government in 311
warrior incarnation of 103
warrior recognized the 40
warrior represents the 105
warrior surrounded by 281
warrior understood the 53
washed completely in 43
washed constantly by 76
washed corpuscles in 40
washed corpuscles is 91
washed corpuscles of 71
washed frequently as 45
washed frequently in 184
washed frequently to 175
washed immediately if 96
washed immediately in 211
washed immediately to 54
washed leukocytes in 60
washed separately by 43
washed separately in 538
washed separately or 44
washed separately to 47
washed suspensions of 2138
washed vegetables in 123
washed vigorously in 64
washings evaporated to 166
washings prescribed by 67
wasted absolutely no 41
wasted investment in 238
wasted investment of 61
wasted quantities of 51
wasted tenderness of 109
wasted ventilation in 56
wasted ventilation is 170
wasted ventilation or 71
wastes accumulate in 993
wastes accumulating in 94
wastes classified as 292
wastes considered in 64
wastes considered to 51
wastes constitute the 135
wastes contribute to 147
wastes designated by 48
wastes discharged at 86
wastes discharged by 423
wastes discharged in 279
wastes discharged or 68
wastes discharged to 709
wastes equivalent to 131
wastes identified as 97
wastes identified by 54
wastes identified in 101
wastes identified or 105
wastes incidental to 448
wastes management in 84
wastes overwhelming in 115
wastes regardless of 129
watching activities in 418
watching activities of 58
watching activities on 115
watching basketball on 263
watching basketball or 61
watching breathlessly as 113
watching breathlessly the 76
watching breathlessly to 62
watching casablanca on 41
watching characters in 47
watching characters on 47
watching commercials on 257
watching constantly the 40
watching constantly to 111
watching critically as 83
watching critically the 58
watching decorously the 40
watching educational tv 124
watching excavations in 53
watching expeditions in 43
watching expeditions to 46
watching fascinated as 516
watching generations of 46
watching helplessly as 10748
watching helplessly the 158
watching highlights of 55
watching hopelessly as 87
watching impotently as 58
watching mesmerized as 62
watching reflections of 44
watching spellbound as 133
watching transfixed as 106
watering assortment of 147
watering combination of 49
watering description of 187
watering encourages the 51
watering facilities at 119
watering facilities in 161
watering facilities on 55
waters accessible to 154
waters accompanying the 96
waters accumulate in 139
waters accumulating in 65
waters appertaining to 110
waters applicable to 77
waters apportioned to 109
waters approached the 58
waters approached to 53
waters calculated to 40
waters classified as 160
waters comparable to 65
waters considered to 79
waters constantly in 80
waters constitute an 119
waters constitute the 328
waters constituting by 57
waters constituting the 172
waters contiguous to 1321
waters contribute to 196
waters contributing to 47
waters controlled by 845
waters correspond to 100
waters designated as 212
waters designated by 162
waters determined by 144
waters determines the 46
waters discharged by 371
waters discharged to 101
waters discovered by 124
waters discovered in 53
waters discovered to 71
waters encouraged us 56
waters equivalent to 43
waters evaporated in 77
waters everywhere in 46
waters frequented by 1201
waters identified as 97
waters identified in 320
waters immediately in 56
waters immediately to 104
waters imprisoned by 45
waters imprisoned in 84
waters incidental to 118
waters influenced by 432
waters influences the 47
waters obstructed by 45
waters originated in 88
waters overflowed in 41
waters overflowed the 455
waters overwhelming the 43
waters penetrated the 53
waters recognized by 52
waters recognized in 76
waters regardless of 252
waters representing the 75
waters represents the 111
waters restricted to 113
waters sanctified by 40
waters subsequent to 82
waters sufficient to 194
waters surrounded by 903
waters surrounded me 42
waters surrounded the 97
waters symbolized by 43
waters unaffected by 72
watery atmosphere of 70
watery brightness in 78
watery brightness of 45
watery components of 53
watery composition of 48
watery discharges in 49
watery discharges of 78
watery equivalent of 110
watery evacuations in 83
watery evacuations of 49
watery fastnesses of 51
watery landscapes of 42
watery loneliness of 81
watery protoplasm of 41
watery reflections in 48
watery reflections of 139
watery substances in 53
watery suspensions of 118
watery underworld of 61
watery utterances of 104
watery wilderness is 41
watery wilderness of 361
wattle plantations in 270
wattle plantations of 48
wavering acceptance of 41
wavering apprentice in 49
wavering attachment of 59
wavering commitment of 119
wavering commitment to 945
wavering confidence in 608
wavering confidence of 921
wavering conscience of 45
wavering convictions of 45
wavering disposition of 662
wavering friendship of 62
wavering pretensions of 46
wavering reflections in 130
wavering reflections of 345
wavering reflections on 43
wavering resolutions of 102
wavering sentiments of 68
wavering statements of 55
wavering supporters in 101
wavering supporters of 230
weakening amendments to 206
weakening attachment to 298
weakening commitment of 45
weakening commitment to 383
weakening competition in 46
weakening confidence in 492
weakening dependence on 48
weakening discipline in 52
weakening incentives to 167
weakening influences of 658
weakening legitimacy of 85
weakening mechanisms of 121
weakening procedures on 75
weakening resistance of 243
weakening resistance to 650
weakening strengthened it 43
weakening tendencies of 50
weakens attachment to 55
weakens commitment to 147
weakens confidence in 822
weakens incentives to 321
weakens resistance to 707
weakest attachment to 80
weakest combination of 46
weakest commitment to 66
weakest components in 55
weakest components of 178
weakest correlation is 71
weakest currencies in 91
weakest department in 47
weakest department of 125
weakest formulation of 47
weakest government in 93
weakest inclination to 50
weakest indicators of 46
weakest individual in 60
weakest instrument in 61
weakest instrument of 40
weakest performers in 44
weakest predictors of 50
weakest resistance is 85
weakest resistance to 63
weakest supporters of 59
weapons accessible to 46
weapons acquisition as 228
weapons acquisition by 605
weapons acquisition in 229
weapons acquisition is 371
weapons activities in 161
weapons activities of 107
weapons appropriate to 410
weapons assistance to 171
weapons astonished the 50
weapons attributed to 112
weapons brandished by 102
weapons calculated to 502
weapons capability as 906
weapons capability at 220
weapons capability by 620
weapons capability in 1164
weapons capability is 858
weapons capability of 625
weapons capability on 122
weapons capability or 333
weapons capability to 701
weapons classified as 146
weapons comparable to 235
weapons competition in 44
weapons components in 82
weapons components or 55
weapons components to 157
weapons considered in 41
weapons considered to 76
weapons constantly in 72
weapons constitute an 71
weapons constitute the 158
weapons contribute to 173
weapons controlled by 255
weapons deliveries in 43
weapons deliveries to 564
weapons deployment in 126
weapons destruction in 45
weapons discharged at 53
weapons discharged by 57
weapons discharged in 142
weapons discovered at 162
weapons discovered by 99
weapons discovered in 212
weapons employment in 45
weapons encouraged the 53
weapons equivalent to 119
weapons everywhere in 43
weapons facilities at 147
weapons facilities in 743
weapons facilities is 51
weapons facilities or 62
weapons facilities to 298
weapons illustrate the 63
weapons immediately in 48
weapons industries in 73
weapons influenced the 44
weapons information to 229
weapons inspections as 53
weapons inspections by 115
weapons inspections in 1773
weapons inspections of 84
weapons inspections to 162
weapons inspectors as 184
weapons inspectors in 881
weapons inspectors is 49
weapons inspectors of 107
weapons inspectors on 94
weapons inspectors or 65
weapons inspectors to 2452
weapons instructor at 82
weapons instructor in 46
weapons introduced by 193
weapons introduced in 100
weapons laboratory at 687
weapons laboratory in 513
weapons laboratory to 63
weapons maintained by 64
weapons originated in 86
weapons prescribed by 51
weapons prohibited by 244
weapons prohibited in 86
weapons prohibited to 74
weapons regardless of 324
weapons registered in 49
weapons reinforced the 49
weapons represents an 45
weapons represents the 76
weapons scientists as 115
weapons scientists at 98
weapons scientists in 187
weapons scientists to 250
weapons specialists to 173
weapons stimulated the 44
weapons stockpiled by 125
weapons stockpiled in 428
weapons stockpiled on 53
weapons stockpiles by 50
weapons stockpiles in 295
weapons stockpiles of 211
weapons stockpiles to 87
weapons strengthened the 54
weapons sufficient to 521
weapons superiority of 160
weapons surrounded the 71
weapons tactically in 51
weapons technology as 442
weapons technology at 168
weapons technology by 420
weapons technology in 1268
weapons technology is 1318
weapons technology of 447
weapons technology on 323
weapons technology or 402
weapons technology the 53
weapons technology to 3000
wearied acceptance of 47
wearily accustomed to 120
wearily approached the 77
weathering influenced by 49
weathering influences of 116
weathering properties of 1556
weathering resistance in 66
weathering resistance is 254
weathering resistance of 1033
weathering resistance to 52
weathering subsequent to 61
weavers complained of 85
weavers specialized in 74
weddings celebrated at 56
weddings celebrated in 133
wedges representing the 41
weekly activities at 56
weekly activities in 166
weekly activities is 62
weekly activities of 332
weekly activities to 72
weekly adventures of 145
weekly advertised in 240
weekly allocations of 53
weekly allotments of 129
weekly allowances in 148
weekly allowances of 406
weekly allowances to 452
weekly alternation of 61
weekly annunciation of 52
weekly appearances at 91
weekly appearances in 112
weekly appearances on 557
weekly application of 862
weekly arrangement of 40
weekly assemblage of 77
weekly assemblies at 58
weekly assemblies in 65
weekly assemblies of 216
weekly assessment in 54
weekly assessment of 572
weekly assessment on 55
weekly assessment to 50
weekly assignment is 52
weekly assignment of 110
weekly assignment to 57
weekly attendance at 2993
weekly attendance by 82
weekly attendance in 417
weekly attendance is 300
weekly attendance of 1675
weekly attendance on 145
weekly attendance to 61
weekly broadcasts by 83
weekly broadcasts in 220
weekly broadcasts of 501
weekly broadcasts on 275
weekly broadcasts to 195
weekly calculation of 67
weekly celebration at 47
weekly celebration in 75
weekly celebration of 2060
weekly circulation at 52
weekly circulation by 44
weekly circulation in 256
weekly circulation is 162
weekly circulation of 4038
weekly circulation to 76
weekly collections at 387
weekly collections in 266
weekly collections of 385
weekly collections on 63
weekly collections to 83
weekly combination of 46
weekly commentary in 58
weekly commentary on 484
weekly commitment of 74
weekly commitment to 150
weekly comparison of 69
weekly compendium of 152
weekly compilation of 422
weekly composites of 107
weekly conference at 110
weekly conference in 153
weekly conference is 98
weekly conference of 431
weekly conference on 131
weekly conference to 105
weekly congregation of 98
weekly connections to 48
weekly consumption by 61
weekly consumption in 79
weekly consumption is 107
weekly consumption of 2446
weekly conveyance of 256
weekly curriculum of 56
weekly deliveries of 459
weekly deliveries to 167
weekly department of 138
weekly departures of 46
weekly departures to 42
weekly description of 49
weekly difference in 58
weekly discipline of 66
weekly discourses on 104
weekly discussions at 99
weekly discussions by 44
weekly discussions in 222
weekly discussions of 518
weekly discussions on 919
weekly dispatches to 81
weekly employment is 66
weekly employment of 70
weekly equivalent of 216
weekly estimations of 57
weekly evaluations of 145
weekly examination by 53
weekly examination is 42
weekly examination of 479
weekly examination on 59
weekly excitement of 65
weekly exhibitions of 141
weekly expectation of 137
weekly expeditions to 121
weekly experience of 156
weekly expositions of 50
weekly fluctuation in 103
weekly increments of 424
weekly increments to 75
weekly individual or 143
weekly information is 46
weekly information of 98
weekly information on 305
weekly information to 50
weekly inspections by 43
weekly inspections of 518
weekly inspections to 53
weekly instruction in 438
weekly instruction of 121
weekly instruction on 40
weekly instruction to 70
weekly interchange of 115
weekly interviews in 48
weekly interviews of 40
weekly interviews to 43
weekly investment in 50
weekly invitations to 80
weekly journalism in 58
weekly journalism of 55
weekly measurement of 255
weekly miscellany of 126
weekly newsletter as 45
weekly newsletter by 44
weekly newsletter in 134
weekly newsletter is 214
weekly newsletter of 446
weekly newsletter on 497
weekly newsletter or 80
weekly newsletter to 506
weekly newspapers as 708
weekly newspapers at 182
weekly newspapers by 116
weekly newspapers do 78
weekly newspapers in 4113
weekly newspapers is 302
weekly newspapers of 1258
weekly newspapers on 315
weekly newspapers or 305
weekly newspapers the 143
weekly newspapers to 458
weekly observance of 961
weekly observation of 144
weekly occurrence at 84
weekly occurrence in 265
weekly occurrence of 69
weekly percentage of 182
weekly periodicals as 128
weekly periodicals in 127
weekly periodicals of 218
weekly periodicity is 59
weekly pilgrimage of 40
weekly pilgrimage to 509
weekly preparation of 142
weekly productions of 57
weekly projections of 43
weekly publication as 43
weekly publication at 87
weekly publication by 234
weekly publication he 44
weekly publication in 1149
weekly publication is 343
weekly publication of 4993
weekly publication on 220
weekly publication or 63
weekly publication the 239
weekly publication to 217
weekly quantities of 260
weekly recitations in 60
weekly recitations of 41
weekly recurrence of 234
weekly reflections on 50
weekly regardless of 56
weekly remittance of 53
weekly rendezvous in 65
weekly rendezvous of 46
weekly repayments of 57
weekly settlement of 131
weekly statements in 56
weekly statements of 1105
weekly statements to 116
weekly statistics of 164
weekly statistics on 141
weekly supervision by 77
weekly supervision of 160
weekly supplement in 147
weekly supplement of 702
weekly supplement on 82
weekly supplement to 927
weekly suspensions of 58
weekly visitations of 40
weekly visitations to 46
weevil devastated the 84
weevil infestation in 450
weevil infestation is 151
weevil infestation of 289
weevil populations in 298
weevil resistance in 255
weighing accurately the 171
weighing accurately to 145
weighing beforehand the 53
weighing impartially the 116
weighing instrument is 110
weighing instrument of 75
weighing instrument or 240
weighing quantities of 164
weighing separately the 50
weighing substances in 67
weighs constantly on 56
weight acceptable to 42
weight accompanying the 92
weight adjustment in 295
weight adjustment is 884
weight adjustment of 151
weight adjustment to 69
weight advantages of 411
weight aggregates in 193
weight aggregates of 200
weight appertaining to 42
weight applicable to 688
weight apportioned to 132
weight approached the 41
weight approaches the 305
weight approaches to 46
weight appropriate to 1380
weight assessment is 49
weight assessment of 51
weight assignable to 78
weight assignment is 151
weight assignment of 66
weight assignment to 207
weight attributed by 81
weight attributed to 4693
weight calculated as 525
weight calculated at 78
weight calculated by 326
weight calculated in 147
weight calculated on 433
weight calculated to 185
weight calculation is 102
weight calculation of 157
weight calibration is 56
weight calibration of 77
weight capability of 125
weight capacities of 85
weight categories as 86
weight categories in 366
weight categories is 71
weight categories of 392
weight categories to 102
weight coefficient in 70
weight coefficient is 119
weight coefficient of 811
weight combination is 45
weight combination of 207
weight comparable to 1292
weight comparison is 132
weight comparison of 168
weight completely on 107
weight completely to 119
weight components as 106
weight components at 90
weight components by 332
weight components in 1132
weight components is 253
weight components of 2839
weight components or 45
weight components to 338
weight composition is 137
weight composition of 2088
weight compressed the 101
weight compresses the 319
weight computation is 42
weight consequent on 57
weight considered as 109
weight considered to 85
weight constantly on 43
weight constantly to 100
weight constitute the 145
weight constraint is 129
weight constraint of 75
weight consumption of 84
weight contribute to 189
weight contributing to 84
weight controlled by 139
weight correspond to 482
weight decisively on 48
weight dependence in 171
weight dependence is 171
weight dependence of 3063
weight dependence on 133
weight dependency of 141
weight derivative of 198
weight determined as 300
weight determined at 121
weight determined by 4600
weight determined in 353
weight determined on 145
weight determined the 117
weight determined to 78
weight determines the 1018
weight difference as 101
weight difference at 58
weight difference in 290
weight difference is 586
weight difference of 1973
weight difference to 70
weight diminished by 293
weight diminished in 58
weight diminished to 41
weight diminishes as 109
weight diminishes by 61
weight diminishes in 79
weight diminishes the 51
weight dimorphism in 75
weight discharged in 80
weight discharged is 96
weight efficiency is 89
weight efficiency of 530
weight eliminates the 48
weight enumerator of 367
weight equivalent in 252
weight equivalent of 844
weight equivalent to 7345
weight estimations by 48
weight estimations of 209
weight fluctuated by 67
weight fluctuation in 165
weight fluctuation is 196
weight fluctuation of 166
weight guidelines of 41
weight immediately on 43
weight immediately to 43
weight impossible to 52
weight impurities in 69
weight increments in 432
weight increments of 881
weight indicative of 94
weight influenced the 64
weight influences the 276
weight information in 248
weight information is 772
weight information of 142
weight information on 766
weight information to 579
weight inhibitors of 395
weight intersects the 101
weight introduced by 127
weight introduced in 53
weight limitations as 107
weight limitations in 460
weight limitations of 1013
weight limitations on 681
weight limitations or 123
weight limitations to 51
weight maintained at 45
weight maintained by 110
weight management as 796
weight management by 241
weight management if 43
weight management in 1498
weight management is 2720
weight management of 90
weight management or 284
weight management the 45
weight management to 331
weight measurement as 94
weight measurement at 106
weight measurement by 100
weight measurement in 491
weight measurement is 1030
weight measurement of 1093
weight measurement on 199
weight measurement to 97
weight multiplied by 26258
weight normalized to 51
weight parameters in 342
weight parameters is 101
weight parameters of 297
weight parameters to 56
weight percentage as 122
weight percentage at 54
weight percentage by 135
weight percentage in 262
weight percentage is 541
weight percentage of 13917
weight percentage or 145
weight percentage to 74
weight percentile is 56
weight precursors in 50
weight precursors of 249
weight precursors to 50
weight prescribed by 487
weight prescribed in 206
weight properties of 369
weight proportions in 94
weight proportions of 1451
weight quantities of 310
weight regardless of 3208
weight registered by 142
weight registered on 183
weight regulations in 55
weight relatively to 383
weight representing the 952
weight represents an 165
weight represents the 4157
weight resistance is 138
weight resistance to 86
weight restoration in 446
weight restoration is 413
weight restoration or 118
weight restoration to 48
weight restriction in 63
weight restriction is 211
weight restriction of 121
weight restriction on 191
weight restriction to 46
weight stabilized at 427
weight stabilizes at 141
weight stipulated by 182
weight structures in 76
weight structures of 145
weight subsequent to 183
weight substances as 202
weight substances by 147
weight substances in 603
weight substances is 231
weight substances of 216
weight substances on 69
weight substances or 62
weight substances to 163
weight substrates is 44
weight sufficient in 249
weight sufficient to 5666
weight thermometer is 90
weight tolerances of 49
weight translates to 42
weight variability in 178
weight vertically on 44
welded assemblies of 138
welded components in 70
welded components is 105
welded connections as 43
welded connections at 114
welded connections in 778
welded connections is 259
welded connections of 281
welded connections or 88
welded connections to 181
welded fabrication of 121
welded sculptures of 85
welded structures as 276
welded structures by 137
welded structures in 448
welded structures is 489
welded structures of 327
welded structures or 97
welded structures the 53
welded structures to 159
welded vertically to 77
whales approached the 160
whales frequented the 117
whales interested the 41
wheeling activities of 110
wheeling atmosphere of 222
wheels approached the 79
wheels constitute the 62
wheels constituting the 42
wheels controlled by 138
wheels controlled the 66
wheels correspond to 91
wheels determines the 62
wheels indirectly to 66
wheels multiplied by 73
wheels regardless of 101
wheels relatively to 54
wheels representing the 140
wheels represents the 57
wheels surrounded by 66
wheezing bronchitis in 49
wheezing subsequent to 43
wheezy bronchitis in 211
wheezy bronchitis or 55
whelming importance of 71
