wages arbitrarily fixed 89
water temperature would 1596
water transmission lines 395
water transmission mains 157
water transmission rates 135
water underground water 185
water undertakers within 61
waved confederate flags 259
waved frantically until 52
waves continually breaking 135
waves continually dashing 52
waves longitudinal waves 63
waves occasionally pouring 94
waves transported clasp 43
waxed philosophic about 107
waxed sentimental about 277
waxes sentimental about 84
weaken affirmative action 102
weaker explanatory power 102
weaker individuals would 48
weaker requirement would 154
weaker sedimentary rocks 114
weakly capitalized banks 71
weakly consumptive habit 52
weakly fluorescent cells 141
wealthy aristocracy whose 40
wealthy aristocrats drawing 150
wealthy benedictine abbey 227
wealthy businessman named 278
wealthy businessman whose 230
wealthy businessmen began 40
wealthy businessmen could 49
wealthy businessmen whose 53
wealthy capitalists alone 81
wealthy capitalists would 67
wealthy communities where 47
wealthy communities which 62
wealthy corporations which 78
wealthy corporations whose 43
wealthy householder named 58
wealthy individuals began 128
wealthy individuals could 473
wealthy individuals known 56
wealthy individuals looking 46
wealthy individuals might 159
wealthy individuals often 237
wealthy individuals rather 80
wealthy individuals seeking 124
wealthy individuals still 46
wealthy individuals which 55
wealthy individuals whose 305
wealthy individuals willing 72
wealthy individuals within 57
wealthy individuals would 407
wealthy inhabitants shall 52
wealthy inhabitants would 59
wealthy inheritance which 83
wealthy manufacturing class 67
wealthy manufacturing towns 189
wealthy professional class 40
wealthy professional people 72
weather continually worse 43
weather deteriorated again 79
weather experienced since 54
weather forecasters could 98
weather forecasters often 116
weather forecasters would 115
weather modification could 213
weather modification field 114
weather modification might 68
weather modification which 140
weather modification would 187
weather observations began 47
weather observations every 56
weather observations taken 645
weather observations which 201
weather observations would 111
weather temporarily clearing 43
weather transformed every 108
wedding anniversary after 88
wedding anniversary alone 70
wedding anniversary april 55
wedding anniversary cards 51
wedding anniversary comes 47
wedding anniversary every 75
wedding anniversary gifts 75
wedding anniversary party 3483
wedding anniversary photo 45
wedding anniversary today 180
wedding anniversary which 164
wedding anniversary while 83
wedding anniversary would 87
wedding celebrations which 80
wedding celebrations would 47
wedding festivities began 123
wedding festivities begin 98
wedding festivities ended 52
wedding festivities which 191
wedding festivities would 125
wedding photographs taken 123
wedding photography sales 42
wedding preparations began 102
wedding preparations begin 43
wedding preparations which 54
wedding preparations would 43
wedding solemnities which 42
weeds encountered within 58
weeks development ceases 55
weeks practically every 50
weird experiences since 51
weird imaginative power 40
welding applications where 55
wells constructed under 51
wheel incessantly alive 69
wheel manufacturing plant 53
where accelerated growth 40
where accumulation rates 91
where accumulation takes 55
where actualities would 400
where adjustments could 51
where adjustments might 54
where adolescents could 90
where adolescents spend 81
where adventitious roots 63
where advertisers could 54
where affirmative action 2244
where agriculture alone 237
where agriculture arose 49
where agriculture began 244
where agriculture could 495
where agriculture first 309
where agriculture forms 219
where agriculture makes 82
where agriculture might 115
where agriculture never 42
where agriculture plays 235
where agriculture still 360
where agriculture takes 60
where agriculture would 232
where alternative crops 57
where alternative forms 439
where alternative forum 42
where alternative fuels 93
where alternative modes 150
where alternative plans 43
where alternative readings 76
where alternative sites 78
where alternative types 41
where alternative views 122
where ambiguities arise 56
where ambiguities exist 97
where applications could 61
where applications store 56
where apprehension alone 66
where apprentices could 84
where arrangements could 155
where arrangements exist 95
where arrangements would 177
where assimilation takes 52
where astronomers could 51
where astronomers study 50
where atmospheric gases 66
where atmospheric water 136
where automobiles could 75
where benedictine monks 124
where benevolence ought 47
where bifurcations occur 41
where bottlenecks exist 80
where bottlenecks might 61
where bottlenecks occur 208
where bureaucratic power 42
where bureaucratic rules 46
where businessmen could 156
where businessmen would 57
where calculations based 76
where cannibalism still 59
where centralized power 71
where centralized state 53
where centrifugal action 56
where centrifugal force 556
where centrifugal pumps 85
where christianity arose 67
where christianity began 289
where christianity comes 111
where christianity could 132
where christianity first 665
where christianity found 71
where christianity makes 45
where christianity meets 48
where christianity really 48
where christianity seems 89
where christianity spread 214
where christianity sprung 50
where christianity still 72
where christianity would 171
where christopher lived 44
where christopher robin 119
where citizenship could 43
where citizenship would 42
where civilization began 505
where civilization comes 55
where civilization could 137
where civilization ended 96
where civilization first 394
where civilization meets 54
where civilization seems 62
where civilization would 93
where combustible dusts 68
where combustible gases 100
where comfortable rooms 75
where commercially viable 59
where commodities could 130
where communities could 105
where communities exist 42
where communities would 77
where comparative costs 81
where comparative fault 48
where comparative quiet 40
where comparative tests 48
where comparisons could 242
where compensation could 106
where compensation might 60
where compensation under 55
where compensation would 111
where competitive bidding 368
where competitive firms 60
where competitive price 83
where competitive pricing 48
where competitors agree 55
where competitors could 71
where competitors would 47
where condensation could 44
where condensation first 47
where condensation might 59
where condensation takes 337
where condensation would 76
where confederate money 47
where conferences could 49
where congregations could 46
where congressional action 125
where conservation action 54
where consistency would 55
where constantine built 139
where constraints exist 45
where construction began 283
where construction costs 536
where construction could 68
where construction crews 112
where construction takes 59
where construction works 177
where construction would 121
where consultation would 50
where continental crust 290
where continental shelf 72
where continually putting 51
where contractors could 45
where contractors would 40
where contractual terms 51
where controversy arose 47
where controversy could 49
where controversy still 85
where conventional forms 96
where conventional fuels 88
where conventional moral 45
where conventional power 125
where conventional rules 79
where conventional social 78
where conventional thinking 40
where conversation about 66
where conversation could 124
where conversation flows 41
where conversation might 54
where conversation takes 54
where conversation would 108
where cooperative action 139
where cooperative farming 61
where cooperative labor 40
where cooperative learning 471
where coordinated action 96
where coordination takes 49
where copyrighted music 40
where corporations could 48
where corporations would 54
where correctives would 167
where correlations exist 49
where corresponding parts 58
where counterfeit money 42
where crystalline rocks 256
where declivities slope 87
where delinquency rates 190
where demographic change 84
where demographic growth 122
where descendants still 75
where descriptive terms 41
where destructive testing 98
where development began 88
where development costs 587
where development could 268
where development funds 46
where development might 144
where development needs 226
where development plans 158
where development seems 46
where development takes 505
where development under 201
where development would 503
where differences appear 206
where differences arise 420
where differences arose 150
where differences based 41
where differences could 306
where differences exist 1357
where differences might 189
where differences occur 686
where differences still 49
where differences within 97
where differences would 164
where differential growth 49
where differential rates 86
where disembodied souls 63
where disparities exist 60
where distillation takes 43
where distinctions based 61
where distinguished people 89
where distribution costs 179
where distribution takes 65
where distribution would 44
where diversified farming 249
where documentary films 54
where electricity comes 190
where electricity costs 454
where electricity could 98
where electricity flows 87
where electricity rates 62
where electricity would 88
where emancipation would 41
where emergencies arise 51
where enchantment mixes 55
where enforcement action 177
where enforcement takes 65
where enforcement would 462
where enterprises could 81
where equilibrium would 98
where established firms 159
where established norms 47
where established rules 51
where established social 41
where established state 168
where evolutionary change 132
where excessively large 64
where expectations about 255
where expenditure could 54
where expenditure would 48
where experienced people 60
where experienced staff 69
where experienced users 49
where experiential learning 107
where experiments could 321
where experiments which 43
where experiments would 42
where exploitation takes 59
where exploitation would 73
where exploratory wells 41
where fermentation takes 156
where fluctuations occur 70
where fluorescent lamps 55
where fluorescent light 44
where fluoridated water 47
where forgiveness comes 87
where friendships could 66
where fundamental change 122
where fundamental human 345
where fundamental social 106
where fundamental truths 42
where geographical names 57
where governments change 116
where governments could 242
where governments might 100
where governments often 162
where governments spend 46
where governments still 63
where governments would 187
where grammatical rules 65
where groundwater comes 72
where groundwater flows 513
where groundwater level 49
where groundwater moves 41
where groundwater pumping 53
where groundwater seeps 187
where handicapped people 163
where helicopters could 121
where helicopters would 47
where hemorrhages occur 43
where homosexuals could 169
where homosexuals gather 51
where homosexuals might 49
where hospitality might 43
where hostilities could 42
where hostilities first 51
where hostilities might 86
where hostilities shall 90
where hostilities would 84
where humanitarian action 44
where hydrocarbon wetting 137
where hydrophobic amino 46
where immunization rates 80
where implantation takes 47
where impregnation takes 68
where improvement could 332
where improvement might 233
where improvement needs 139
where improvement seems 65
where improvement would 203
where incremental change 90
where incremental costs 98
where incremental needs 48
where independent action 158
where independent banks 50
where independent local 44
where independent study 85
where independent thinking 359
where independent trade 97
where independent unions 113
where independent women 51
where individuals acted 45
where individuals adopt 57
where individuals agree 49
where individuals appear 160
where individuals begin 132
where individuals belong 85
where individuals carry 131
where individuals change 97
where individuals claim 99
where individuals could 2245
where individuals count 60
where individuals create 93
where individuals cross 62
where individuals either 140
where individuals engage 260
where individuals enjoy 161
where individuals enter 137
where individuals exist 82
where individuals first 130
where individuals found 79
where individuals gather 113
where individuals lived 142
where individuals might 533
where individuals often 245
where individuals place 201
where individuals rather 79
where individuals seeking 77
where individuals share 420
where individuals spend 199
where individuals stand 210
where individuals start 62
where individuals still 77
where individuals stood 63
where individuals trade 42
where individuals under 47
where individuals value 61
where individuals whose 54
where individuals within 245
where individuals working 81
where individuals would 903
where inexpensive labor 87
where infiltration rates 114
where inflammable gases 220
where inhabitants could 86
where inhabitants lived 48
where inheritance taxes 57
where innumerable birds 50
where innumerable herds 84
where innumerable people 67
where innumerable small 115
where installation costs 41
where installment sales 43
where institutions exist 83
where institutions would 43
where instructions could 51
where instructions would 53
where instruments could 54
where intelligent labor 58
where intelligent people 246
where interactions occur 237
where intercourse takes 44
where intermediate forms 92
where intermediate goods 83
where intermediate hosts 60
where intermediate nodes 116
where interstitial fluid 41
where interstitial water 71
where intervention could 114
where intervention might 272
where intervention takes 72
where intervention would 346
where investments could 62
where investments would 80
where journalists could 149
where jurisdiction could 150
where jurisdiction rests 63
where jurisdiction would 88
where legislative action 343
where legislative change 47
where legislative power 334
where legislators could 49
where legislators would 49
where locomotives could 86
where longitudinal growth 65
where magnificent trees 99
where magnificent views 87
where maintenance costs 241
where maintenance crews 78
where maintenance would 44
where malpractice suits 59
where manufacturing costs 214
where manufacturing could 51
where manufacturing firms 96
where manufacturing plays 47
where manufacturing takes 103
where mathematical logic 42
where mathematical thinking 155
where measurements could 161
where merchandise could 197
where metamorphic rocks 257
where michelangelo lived 89
where missionaries could 260
where missionaries lived 51
where missionaries might 61
where missionaries would 50
where necessaries could 40
where nonspecific binding 136
where observations could 155
where observations would 44
where obstructions exist 73
where occasionally rocks 63
where occupational roles 48
where opportunity arose 48
where opportunity costs 509
where opportunity could 41
where opportunity meets 55
where opportunity might 94
where opportunity seems 60
where opportunity would 84
where organization seems 63
where oscillations occur 77
where palestinians could 51
where parishioners could 77
where partnership filed 236
where pennsylvania humps 45
where pennsylvania state 41
where performance could 184
where performance falls 124
where performance gains 40
where performance might 77
where performance needs 214
where performance still 57
where performance takes 77
where performance under 80
where performance would 190
where permissible under 167
where personality comes 76
where personality plays 49
where personality tests 43
where photographs could 54
where photographs taken 63
where photography could 46
where picturesque ruins 46
where practicable shall 80
where practicable within 63
where practically anything 112
where practically every 1898
where precipitous rocks 66
where prehistoric people 205
where prehistoric sites 53
where preliminary hearings 61
where preliminary testing 45
where preliminary tests 63
where preparations could 116
where prescription drugs 152
where professional ethics 94
where professional growth 42
where professional norms 57
where professional nursing 61
where professional people 230
where professional pride 42
where professional roles 55
where professional singers 46
where professional skill 111
where professional social 103
where professional staff 231
where professional women 146
where progressive people 45
where proprietary right 46
where prospective users 40
where prostitutes could 232
where prostitutes gather 114
where prostitutes lived 110
where prostitutes might 41
where prostitutes plied 162
where prostitutes would 72
where prostitution could 46
where prostitution takes 58
where protestants could 92
where protestants would 53
where punctuality would 49
where putrefaction takes 41
where qualitative change 65
where qualitative rather 42
where receptivity comes 62
where recollection ended 47
where recruitment takes 60
where refreshment could 65
where regeneration takes 47
where registration takes 48
where registration under 41
where registration would 44
where replacement costs 126
where replacement parts 77
where replacement rates 52
where replacement would 57
where reproduction takes 181
where republicans could 54
where republicans still 72
where republicans would 50
where respectable people 403
where respectable women 335
where respiratory motion 43
where respondents could 214
where respondents lived 86
where respondents might 68
where respondents rated 42
where respondents stand 46
where respondents would 95
where responsible action 40
where responsible people 69
where restaurants serve 45
where restrictions apply 84
where restrictions exist 75
where robespierre lived 106
where rudimentary vision 69
where sedimentary rocks 595
where selfishness would 41
where sensitivity tests 49
where settlements could 123
where settlements might 55
where settlements would 50
where shareholder value 93
where shipwrecked seamen 56
where significant action 64
where significant blood 90
where significant change 380
where significant color 65
where significant costs 59
where significant gains 140
where significant growth 164
where significant human 145
where significant learning 121
where significant local 75
where significant others 115
where significant parts 119
where significant power 162
where significant risks 51
where significant savings 129
where significant social 163
where significant steps 42
where significant trade 41
where significant value 104
where significant water 104
where socialization takes 63
where sovereignty really 46
where sovereignty rests 139
where sovereignty would 77
where spectacular views 97
where speculations about 43
where speculators could 45
where speedometer cable 45
where spontaneity rather 167
where statistical tests 139
where subordinate units 57
where subscribers could 98
where subsistence could 73
where subsistence crops 92
where subsistence farming 780
where subsistence hunting 186
where subsistence needs 43
where substandard housing 75
where substitution takes 63
where substitution would 55
where subterranean fires 47
where subterranean water 378
where supercooled water 62
where superstition makes 87
where superstition still 58
where supervisors could 48
where susceptible crops 99
where susceptible hosts 48
where temperature ceases 52
where temperature change 111
where temperature could 58
where temperature drops 172
where temperature falls 229
where temperature ranges 244
where temperature rises 250
where transactions costs 641
where transactions could 72
where transactions occur 242
where transactions would 41
where transitional forms 82
where translations exist 40
where transmission costs 80
where transmission lines 264
where transmission rates 89
where transmission takes 61
where transmitted light 46
where tributaries enter 183
where unauthorized people 64
where uncertainty about 499
where uncertainty plays 74
where uncertainty still 60
where underground cable 46
where underground springs 103
where underground water 2596
where understanding comes 78
where understanding could 45
where understanding fails 119
where understanding would 52
where unfortunate people 53
where unfortunate women 51
where unreasonable delay 73
where vaporization takes 62
where westminster abbey 119
where wildflowers bloom 75
which accelerated after 971
which accelerated growth 172
which accelerated under 100
which accelerates after 63
which accelerates growth 101
which accelerates social 42
which acceleration takes 178
which accentuated every 53
which accentuated rather 82
which accommodate about 146
which accommodate large 109
which accommodate nearly 42
which accompanied dancing 67
which accompanied every 1230
which accompanied greek 72
which accompanied growth 45
which accompanied henry 60
which accompanied israel 88
which accompanied james 67
which accompanied japan 86
which accompanied jesus 114
which accompanied louis 148
which accompanied major 120
which accompanied nearly 55
which accompanied peter 58
which accompanied rapid 142
which accompanied social 67
which accompanied state 121
which accompanied world 232
which accompanied yours 53
which accompanies action 172
which accompanies acute 496
which accompanies anything 70
which accompanies change 160
which accompanies either 191
which accompanies every 2540
which accompanies fever 137
which accompanies first 46
which accompanies grazing 72
which accompanies growing 44
which accompanies growth 296
which accompanies human 347
which accompanies large 134
which accompanies learning 40
which accompanies light 292
which accompanies local 122
which accompanies major 44
which accompanies melting 46
which accompanies moral 69
which accompanies motion 166
which accompanies nearly 59
which accompanies rapid 155
which accompanies renal 68
which accompanies shame 61
which accompanies shock 44
which accompanies sleep 147
which accompanies small 54
which accompanies social 226
which accompanies speaking 92
which accompanies strong 95
which accompanies thinking 87
which accompanies urban 43
which accompanies water 43
which accompanies yours 49
which accountants could 54
which accountants would 57
which accumulated about 121
which accumulated above 109
which accumulated after 218
which accumulated beneath 44
which accumulated earnings 42
which accumulated every 45
which accumulated funds 47
which accumulated large 74
which accumulated round 310
which accumulated savings 59
which accumulated since 59
which accumulated under 314
which accumulated until 140
which accumulated water 41
which accumulated while 90
which accumulated within 144
which accumulates about 254
which accumulates above 172
which accumulates after 124
which accumulates below 133
which accumulates beneath 105
which accumulates facts 49
which accumulates force 45
which accumulates funds 45
which accumulates large 57
which accumulates round 214
which accumulates under 405
which accumulates until 175
which accumulates while 85
which accumulates within 498
which accumulation could 81
which accumulation takes 226
which accumulation works 222
which accumulation would 68
which achievement could 50
which achievement goals 48
which achievement tests 319
which achievement would 63
which acknowledge jesus 103
which acupuncture works 56
which additionally shows 57
which additionally takes 56
which additionally would 55
which adjudicated cases 41
which adjudicates fewer 395
which adjudication takes 48
which adjustments could 176
which adjustments might 67
which adjustments occur 41
which adjustments shall 73
which adjustments under 60
which adjustments would 82
which administers funds 83
which administers social 69
which administers state 181
which administers title 83
which adolescents begin 247
which adolescents belong 40
which adolescents could 189
which adolescents engage 373
which adolescents first 127
which adolescents might 78
which adolescents often 299
which adolescents spend 141
which adolescents would 108
which adventitious roots 232
which adversaries could 57
which adversaries would 46
which advertisers could 185
which advertisers might 51
which advertisers would 116
which affirmative action 1787
which afghanistan would 68
which agglutinate cells 75
which agglutinate human 61
which agglutinate sheep 256
which agglutinating serum 41
which agriculture alone 105
which agriculture began 55
which agriculture could 482
which agriculture finds 54
which agriculture forms 124
which agriculture found 61
which agriculture holds 65
which agriculture makes 89
which agriculture might 135
which agriculture needs 54
which agriculture plays 537
which agriculture rests 107
which agriculture spread 132
which agriculture still 105
which agriculture takes 94
which agriculture would 469
which alternately appear 92
which alternately close 53
which alternately cover 68
which alternately falls 53
which alternately fills 61
which alternately makes 93
which alternately opens 136
which alternately raise 82
which alternately rises 86
which alternately takes 42
which alternative action 150
which alternative forms 515
which alternative fuels 62
which alternative gives 91
which alternative goals 45
which alternative holds 62
which alternative makes 165
which alternative meanings 85
which alternative method 81
which alternative might 109
which alternative model 45
which alternative modes 177
which alternative plans 154
which alternative readings 89
which alternative rules 51
which alternative seems 121
which alternative shall 80
which alternative sites 54
which alternative social 204
which alternative terms 126
which alternative types 63
which alternative views 260
which alternative would 1625
which ambivalence about 46
which animalcules would 66
which annihilated every 51
which annihilated first 58
which annihilates every 116
which annihilates space 83
which annihilation would 47
which anthropology could 130
which anthropology makes 41
which anthropology might 69
which anthropology would 63
which anticipated every 67
which anticipated later 528
which anticipates every 94
which anticipates later 434
which apollinaire wrote 72
which applications appear 44
which applications could 201
which applications might 141
which applications shall 170
which applications under 140
which applications users 63
which applications would 245
which appointment shall 652
which appointment would 63
which apprentices could 114
which apprentices might 118
which apprentices shall 62
which appropriated about 43
which appropriated funds 479
which appropriated money 291
which appropriates funds 150
which appropriates heaven 40
which appropriates money 231
which appropriation bills 50
which appropriation shall 90
which approximate dates 106
which approximate quite 51
which arbitrarily fixed 99
which arbitrarily fixes 53
which arbitrarily limit 125
which arbitrarily singles 134
which arbitrators could 90
which arbitrators might 54
which arbitrators shall 62
which aristarchus would 42
which aristotelian logic 162
which arraignment could 47
which arrangements could 150
which arrangements exist 56
which arrangements might 53
which arrangements shall 129
which arrangements would 187
which articulates above 120
which articulation might 61
which articulation takes 48
which artificially limit 159
which artificially raise 101
which assessments could 88
which assessments might 71
which assessments shall 232
which assignments could 72
which assignments would 67
which assimilation could 65
which assimilation takes 147
which assimilation would 52
which astronomers could 231
which astronomers might 49
which astronomers often 42
which astronomers refer 81
which astronomers still 59
which astronomers study 47
which astronomers would 101
which atmospheric gases 162
which atmospheric water 97
which attachments issue 59
which attitudinal change 59
which authorization shall 82
which automobiles could 109
which automobiles would 65
which bacchanalian poetry 92
which beaumarchais wrote 45
which belligerent naval 48
which beneficence falls 77
which benevolence could 41
which benevolence might 43
which benevolence ought 154
which benevolence would 110
which bifurcations occur 159
which biographical facts 46
which biologically based 42
which bisexuality takes 65
which bondholders would 50
which bureaucratic norms 46
which bureaucratic power 69
which bureaucratic rules 62
which businessmen could 313
which businessmen might 66
which businessmen would 195
which calculations based 82
which calculations could 229
which calculations would 49
which capitalists could 233
which capitalists might 52
which capitalists would 189
which capitulated about 54
which capitulated after 646
which categorizes people 76
which centralized power 244
which centralized state 87
which centralizes power 64
which centrifugal force 752
which centrifugal pumps 93
which certificate makes 42
which certificate shall 7364
which chamberlain could 135
which chamberlain found 111
which chamberlain hoped 70
which chamberlain might 58
which chamberlain spoke 45
which chamberlain would 202
which chamberlain wrote 70
which charlemagne added 40
which charlemagne began 57
which charlemagne built 270
which charlemagne could 57
which charlemagne might 45
which charlemagne plays 40
which charlemagne rather 58
which charlemagne ruled 135
which charlemagne stood 48
which charlemagne waged 41
which chattanooga creek 56
which chemotherapy alone 40
which chemotherapy drugs 69
which christendom could 128
which christendom dreads 77
which christendom feels 76
which christendom holds 53
which christendom might 65
which christendom would 70
which christianity acted 66
which christianity added 78
which christianity aimed 85
which christianity alone 2598
which christianity arose 1143
which christianity bases 169
which christianity began 388
which christianity broke 40
which christianity calls 529
which christianity ceases 54
which christianity comes 151
which christianity could 1762
which christianity draws 59
which christianity faced 58
which christianity faces 46
which christianity finds 199
which christianity first 1896
which christianity found 524
which christianity gives 1008
which christianity holds 771
which christianity knows 81
which christianity later 117
which christianity lives 115
which christianity loses 42
which christianity makes 1582
which christianity meets 97
which christianity might 561
which christianity moved 154
which christianity needs 44
which christianity never 137
which christianity opens 79
which christianity ought 150
which christianity plays 48
which christianity rests 2462
which christianity seeks 180
which christianity seems 166
which christianity shall 114
which christianity sheds 191
which christianity speaks 163
which christianity sprang 479
which christianity spread 2416
which christianity springs 43
which christianity sprung 84
which christianity still 64
which christianity stood 179
which christianity takes 304
which christianity tends 76
which christianity throws 60
which christianity tried 56
which christianity tries 57
which christianity turns 46
which christianity vents 139
which christianity works 166
which christianity would 1391
which christopher could 70
which christopher ricks 44
which christopher robin 131
which christopher smart 62
which christopher would 43
which chromosomal genes 45
which chromosomes align 44
which chromosomes appear 64
which chromosomes carry 50
which citizenship could 165
which citizenship might 71
which citizenship would 137
which civilization arose 55
which civilization began 189
which civilization comes 63
which civilization could 566
which civilization finds 60
which civilization first 195
which civilization found 53
which civilization gives 133
which civilization grows 54
which civilization holds 59
which civilization makes 141
which civilization might 334
which civilization moved 65
which civilization moves 70
which civilization needs 108
which civilization ought 42
which civilization rests 2098
which civilization seeks 50
which civilization seems 101
which civilization spread 149
which civilization stood 50
which civilization takes 52
which civilization tends 256
which civilization tries 44
which civilization would 576
which classically would 68
which coincidence plays 92
which colonization could 62
which colonization might 42
which combinations could 43
which combinations exist 72
which combinations might 57
which combinations occur 119
which combinations shall 134
which combinations would 158
which combustible dusts 60
which combustible gases 74
which comfortable people 73
which comfortably holds 52
which comfortably seated 41
which commercially speaking 67
which commissioned works 84
which commissioner shall 151
which commitments could 43
which commitments would 56
which commodities appear 46
which commodities change 110
which commodities could 330
which commodities enter 60
which commodities might 74
which commodities shall 92
which commodities would 256
which commonplace minds 61
which commonplace people 107
which commonsense would 42
which communicate above 100
which communicate either 221
which communicate meanings 59
which communicate motion 227
which communicate power 71
which communicate warmth 50
which communities could 622
which communities create 48
which communities engage 42
which communities exist 72
which communities grown 71
which communities might 246
which communities offer 44
which communities often 108
which communities share 189
which communities which 62
which communities within 104
which communities would 298
which comparative costs 65
which comparative fault 54
which comparative merit 40
which comparative study 209
which comparative tests 55
which comparisons could 649
which comparisons might 182
which comparisons would 60
which compensation could 802
which compensation might 326
which compensation ought 104
which compensation shall 1990
which compensation takes 53
which compensation under 183
which compensation would 920
which competitive bidding 294
which competitive entry 46
which competitive firms 113
which competitive party 58
which competitive price 46
which competitive pricing 85
which competitive rates 47
which competitive sport 53
which competitors agree 99
which competitors could 291
which competitors might 139
which competitors offer 43
which competitors would 259
which complainant seeks 98
which complements rather 229
which complicated cases 54
which complicates about 51
which complicates acute 57
which comprehends about 157
which comprehends every 1054
which comprehends nearly 153
which comprehends plato 60
which comprehends under 207
which comprehends within 752
which compromises could 80
which computations could 49
which conceivably could 3001
which conceivably might 2049
which conceivably would 563
which concentrate either 49
which concentrate large 41
which concentrate light 41
which concentrate power 129
which concordance rates 64
which condensation began 42
which condensation could 47
which condensation first 221
which condensation forms 134
which condensation takes 918
which condensation would 160
which conferences shall 48
which confessedly belong 161
which confessedly exist 74
which confessedly unite 55
which confirmation could 41
which confirmation shall 74
which confirmation would 57
which confiscation would 51
which congregations could 67
which congregations would 119
which congressional action 278
which congressional power 156
which conjectures about 79
which conjectures would 42
which connecticut could 45
which conscription would 63
which consecrates every 57
which conservation action 52
which conservation could 52
which conservation would 52
which consistency could 51
which consistency would 100
which constantine built 856
which constantine chose 59
which constantine could 100
which constantine found 76
which constantine later 47
which constantine would 91
which constantine wrote 81
which constituent parts 177
which constituent units 174
which constituted about 2957
which constituted china 43
which constituted egypt 49
which constituted either 162
which constituted false 45
which constituted fully 47
which constituted grand 41
which constituted gross 45
which constituted hills 85
which constituted human 76
which constituted israel 113
which constituted jesus 59
which constituted legal 137
which constituted major 90
which constituted nearly 740
which constituted parts 79
which constituted proof 63
which constituted quite 45
which constituted social 50
which constitutes about 6071
which constitutes action 57
which constitutes alone 42
