wafer curvature technique 213
water insoluble complexes 41
water insoluble compounds 561
water insoluble molecules 41
water insoluble substance 63
water instantly available 65
water interface detectors 199
water kinematic viscosity 231
water manometer connected 478
water molecules aggregate 44
water molecules associated 2400
water molecules attracted 213
water molecules available 391
water molecules clustered 81
water molecules connected 133
water molecules contained 451
water molecules displaced 283
water molecules dissociate 588
water molecules dissolved 47
water molecules encounter 100
water molecules evaporate 419
water molecules evaporating 121
water molecules generally 49
water molecules gradually 127
water molecules interacting 542
water molecules necessary 74
water molecules penetrate 427
water molecules penetrating 129
water molecules previously 106
water molecules represent 46
water molecules separated 131
water molecules surrounding 2961
water molecules themselves 2119
water molecules throughout 68
water movements associated 237
water naturally available 81
water naturally contained 234
water navigation throughout 46
water particles associated 90
water particles contained 93
water particles evaporate 40
water particles oscillate 74
water particles suspended 145
water particles themselves 463
water percolating downwards 292
water pollutant discharge 115
water presently available 59
water pressures associated 94
water pressures developed 314
water pressures dissipate 190
water pressures generated 360
water previously acidified 52
water previously contained 94
water previously described 45
water previously saturated 361
water production processes 112
water protection standards 89
water reasonably necessary 176
water regularly throughout 234
water repellent qualities 53
water repellent treatments 257
water resistant adhesives 59
water resistant qualities 89
water resonance frequency 174
water resources abstracts 614
water resources adversely 45
water resources allocation 752
water resources associated 137
water resources available 4450
water resources commission 721
water resources committee 97
water resources community 188
water resources conditions 58
water resources continued 89
water resources continues 105
water resources developed 251
water resources economics 103
water resources elsewhere 83
water resources especially 157
water resources evaluation 319
water resources generally 258
water resources generated 45
water resources inventory 275
water resources necessary 352
water resources originate 46
water resources originating 144
water resources protection 998
water resources represent 128
water resources simulation 114
water resources specialist 257
water resources themselves 186
water resources throughout 872
water resources worldwide 182
water responded precisely 57
water saturated conditions 382
water saturated sediments 285
water saturation conditions 107
water scattered throughout 75
water sediments deposited 254
water separation equipment 119
water separation processes 99
water shortages throughout 167
water specimens collected 157
water structure surrounding 115
water transport accidents 171
water transport associated 99
water transport available 105
water transport companies 107
water transport developed 44
water transport equipment 171
water transport mechanism 138
water transport operations 61
water transport operators 503
water transport phenomena 113
water transport processes 850
water transport throughout 65
water uniformly throughout 57
water utilities subscribe 274
water utilities throughout 132
waves described previously 49
waves discussed previously 44
waves disported themselves 83
waves generated elsewhere 43
waves previously discussed 42
waves propagate shoreward 106
waves propagate themselves 108
waves propagate throughout 83
waves propagating downstream 56
waves propagating obliquely 86
waxed cardboard container 242
weaken communist influence 64
weaken political opponents 46
weaken political opposition 64
weaker alcoholic beverages 56
weaker broadband component 64
weaker candidate solicited 95
weaker industrial countries 70
weakly connected component 119
weakly developed countries 139
weakly developed industrial 81
weakly developed political 167
weakly developed secondary 71
weakly developed structure 147
weakly frequency dependent 65
weakly interacting electrons 240
weakly interacting molecular 51
weakly interacting molecules 368
weakly interacting neutrinos 204
weakly interacting particles 4066
weakly organized themselves 70
weakly pathogenic organisms 104
weakly stationary processes 259
wealthy advertising executive 126
wealthy amsterdam merchants 62
wealthy commercial interests 152
wealthy corporate executive 263
wealthy corporate interests 122
wealthy developed countries 356
wealthy industrial countries 571
wealthy industrial societies 113
wealthy insurance companies 86
wealthy insurance executive 242
wealthy liverpool shipowner 98
wealthy merchants preferred 97
wealthy merchants sometimes 43
wealthy newspaper publisher 256
wealthy wholesale merchants 95
wealthy yorkshire landowner 78
weather conditions adversely 161
weather conditions associated 1031
weather conditions conducive 351
weather conditions continued 460
weather conditions described 319
weather conditions determine 320
weather conditions developed 40
weather conditions elsewhere 89
weather conditions encourage 92
weather conditions especially 202
weather conditions favorable 740
weather conditions generally 550
weather conditions indicated 196
weather conditions indicates 47
weather conditions influence 1012
weather conditions interfere 167
weather conditions necessary 238
weather conditions permitted 2393
weather conditions persisted 46
weather conditions precluded 261
weather conditions predicted 81
weather conditions prevailed 1399
weather conditions prevalent 609
weather conditions prevented 1766
weather conditions represent 41
weather conditions sometimes 349
weather conditions specified 47
weather conditions surrounding 130
weather conditions throughout 1882
weather conditions typically 43
weather conditions worldwide 272
weather continued extremely 359
weather continued favorable 369
weather continued intensely 187
weather continued perfectly 45
weather continued throughout 285
weather continued unsettled 128
weather continued unusually 75
weather continues extremely 69
weather continues favorable 175
weather continues unsettled 42
weather forecasting equipment 206
weather forecasting technique 95
weather forecasts available 154
weather forecasts broadcast 96
weather forecasts indicated 119
weather forecasts predicted 117
weather generally continues 46
weather generation algorithms 42
weather persisted throughout 63
weather phenomena associated 235
weather prevailed throughout 197
weather prevented operations 44
weather sometimes prevented 42
wedding invitation envelopes 48
weeds establish themselves 43
weeks throughout pregnancy 41
weigh conflicting interests 280
weigh conflicting testimony 199
weigh themselves regularly 122
weird mysterious mountains 85
welding equipment available 94
welding processes available 79
welding processes described 86
wells scattered throughout 203
wheel alignment equipment 499
where additional advertising 42
where additional documents 49
where additional electrons 43
where additional equipment 101
where additional insulation 51
where additional knowledge 158
where additional personnel 78
where additional production 83
where additional protection 170
where additional provisions 49
where additional resources 598
where admirable discourse 55
where aggregate production 66
where alcoholic beverages 2198
where alexander conquered 75
where alexander mackenzie 74
where altogether different 43
where amplitude modulation 53
where analogous conditions 46
where anomalous dispersion 80
where anopheles mosquitoes 205
where arbitrary constants 45
where arbitrary political 58
where aristotle considers 95
where aristotle contrasts 190
where aristotle describes 205
where aristotle discusses 561
where aristotle maintains 50
where arithmetic operations 157
where articular cartilage 128
where artificial conditions 42
where artificial irrigation 880
where assistant secretary 107
where augustine describes 145
where augustine discusses 103
where australian interests 82
where automated equipment 81
where automatic equipment 67
where automatic machinery 160
where automatic processes 41
where available knowledge 57
where available resources 360
where beauregard commanded 100
where behavioral responses 50
where beneficial ownership 126
where biological diversity 308
where biological processes 239
where biological resources 53
where bolshevik influence 71
where broadcast television 61
where budgetary resources 49
where byzantine influence 186
where calvinism prevailed 47
where carbonate production 56
where carbonate sediments 78
where christians assembled 42
where chromatic aberration 92
where chromatic dispersion 49
where cigarette advertising 165
where civilized societies 41
where classical antiquity 57
where classical conditioning 50
where classical economics 47
where classical knowledge 44
where classical mechanics 233
where classical traditions 66
where cognitive abilities 57
where cognitive processes 154
where coleridge describes 66
where commercial advertising 65
where commercial companies 79
where commercial contracts 49
where commercial fisheries 64
where commercial fishermen 95
where commercial interests 701
where commercial operations 107
where commercial practices 48
where commercial pressures 95
where commercial production 398
where commercial television 165
where commercial travelers 52
where commission merchants 43
where commodity production 412
where communist aggression 54
where communist influence 445
where community activists 50
where community attitudes 100
where community interests 106
where community leadership 54
where community ownership 45
where community pressures 45
where community residents 160
where community resources 139
where community sentiment 82
where community standards 88
where companies typically 47
where competent inquirers 57
where competent physicians 44
where condemned criminals 167
where condemned prisoners 189
where conditions conducive 84
where conditions continued 46
where conditions encourage 49
where conditions favorable 161
where conditions fluctuate 42
where conditions generally 88
where conditions justified 58
where conditions necessary 42
where conditions permitted 512
where conditions resembled 77
where conditions warranted 156
where conduction electrons 47
where conflicting ideologies 64
where conflicting interests 1125
where conflicting loyalties 41
where conflicting movements 85
where conflicting political 44
where conflicting testimony 61
where consumers purchased 41
where continued existence 42
where continued pregnancy 108
where convection dominates 60
where convention delegates 67
where convicted criminals 148
where convicted murderers 52
where convicted offenders 76
where convicted prisoners 52
where copyright protection 242
where corporate directors 61
where corporate employees 64
where corporate existence 48
where corporate interests 203
where corporate ownership 114
where corrosive chemicals 89
where corrosive conditions 282
where corrosive sublimate 99
where cretaceous sediments 57
where criminals condemned 41
where criminals congregate 43
where currently available 128
where customary practices 68
where customers typically 52
where defendant allegedly 63
where defendant attempted 68
where defendant contended 83
where defendant presented 49
where defendant submitted 41
where defendant testified 216
where delegates discussed 43
where democracy prevailed 52
where democrats outnumber 118
where descartes discusses 55
where detective inspector 47
where developed countries 516
where devotional exercises 46
where different algorithms 42
where different attitudes 133
where different chemicals 40
where different companies 175
where different computers 42
where different conditions 784
where different consumers 42
where different countries 430
where different customers 73
where different dimensions 78
where different directions 58
where different employees 46
where different functional 91
where different genotypes 45
where different histories 91
where different ideologies 80
where different instances 56
where different interests 554
where different knowledge 63
where different observers 139
where different operations 92
where different operators 67
where different organisms 69
where different phenomena 50
where different political 417
where different practices 88
where different priorities 50
where different processes 360
where different production 71
where different provisions 100
where different qualities 168
where different resources 90
where different responses 70
where different sequences 44
where different situations 73
where different societies 99
where different specimens 74
where different standards 395
where different technical 51
where different theoretical 60
where different traditions 198
where different transport 49
where different treatments 116
where different varieties 445
where different wavelengths 67
where different witnesses 49
where difficult conditions 51
where diffusive transport 46
where dispersed throughout 75
where disturbed conditions 86
where divergent interests 147
where earthquakes originate 41
where earthquakes sometimes 50
where effective leadership 116
where effective political 112
where effective protection 178
where effective regulation 54
where efficient production 126
where elaborate machinery 50
where electoral democracy 97
where electoral districts 99
where eloquence performed 52
where emergency conditions 111
where emergency equipment 349
where emergency operations 55
where emergency personnel 66
where emergency situations 64
where empirical knowledge 122
where employees congregate 182
where employees regularly 75
where employees themselves 68
where employees typically 42
where employees volunteer 125
where energetic electrons 73
where energetic particles 76
where englishmen congregate 47
where episcopal ordination 87
where especially important 46
where estuarine conditions 47
where everybody concerned 147
where everybody suspected 50
where excellent agreement 92
where excellent conditions 41
where excellent exposures 51
where excessive irrigation 88
where excessive population 59
where excessive pressures 44
where excessive production 45
where exclusive possession 87
where executive directors 57
where executive leadership 49
where executive privilege 40
where expensive equipment 453
where expensive machinery 308
where expressly authorized 288
where expressly commanded 43
where expressly forbidden 68
where expressly indicated 72
where expressly permitted 160
where expressly specified 226
where extensive commercial 42
where extensive excavation 99
where extensive fisheries 42
where extensive irrigation 428
where extensive knowledge 67
where extensive livestock 52
where extensive operations 94
where extensive ulceration 54
where favorable conditions 681
where federally protected 188
where feudalism prevailed 79
where foundation conditions 165
where francisco hernandez 47
where fraternal polyandry 49
where frequency stability 95
where fugitives generally 42
where geographic conditions 174
where geographic proximity 62
where geological conditions 513
where geological formations 81
where geological monuments 43
where geological processes 101
where geological structure 46
where guerrilla movements 87
where guerrilla operations 108
where gymnastic exercises 97
where hardheaded arguments 48
where hazardous chemicals 551
where hazardous conditions 157
where hazardous processes 66
where hazardous substance 48
where heidegger discusses 77
where herbaceous vegetation 96
where historians themselves 79
where hollywood boulevard 49
where holocaust survivors 59
where household appliances 63
where household furniture 54
where household production 81
where housework commences 145
where hydraulic conditions 49
where hydraulic gradients 77
where identical conditions 87
where ignorance prevailed 42
where imperfect knowledge 65
where impliedly authorized 96
where important commercial 73
where important documents 268
where important industrial 46
where important interests 363
where important knowledge 40
where important political 339
where important prisoners 40
where important resources 124
where important strategic 57
where important technical 43
where impotence precludes 171
where incumbent employees 57
where industrial accidents 74
where industrial companies 65
where industrial conditions 265
where industrial countries 85
where industrial democracy 107
where industrial effluents 69
where industrial interests 101
where industrial operations 99
where industrial processes 183
where industrial production 741
where industrial revolution 50
where inelastic collisions 80
where inelastic processes 56
where infantile mortality 60
where infectious hepatitis 59
where infectious organisms 55
where insurance companies 852
where insurance protection 45
where intensive irrigation 140
where intensive livestock 117
where intensive production 82
where interesting phenomena 42
where intrinsic motivation 103
where jacksonian democracy 40
where knowledge production 103
where leadership qualities 62
where liberation movements 98
where limestone formations 124
where livestock husbandry 45
where livestock production 332
where managerial discretion 69
where medically indicated 227
where medically necessary 140
where megalithic monuments 90
where merchants congregate 187
where merchants displayed 84
where metabolic activation 48
where metabolic processes 216
where migratory waterfowl 40
where missionary influence 114
where missionary societies 40
where molecular absorption 46
where molecular collisions 98
where molecular structure 57
where molecular transport 67
where molecular viscosity 59
where motorized transport 51
where mountains intervene 44
where municipal employees 78
where municipal ownership 258
where myocardial infarction 65
where navigable waterways 49
where necessary additional 71
where necessary conditions 116
where necessary corrected 137
where necessary equipment 58
where necessary establish 43
where necessary resources 59
where necessary strengthening 107
where necessary supported 49
where necessary throughout 126
where necessity compelled 109
where neighboring countries 56
where newspaper advertising 51
where newspaper reporters 158
where nietzsche describes 138
where nietzsche discusses 63
where nightingale expressed 64
where numerical estimates 46
where numerical simulation 43
where objective conditions 190
where objective knowledge 109
where objective standards 131
where occupation continued 52
where offensive operations 80
where officially sanctioned 42
where operations continued 49
where opposition movements 50
where opposition political 47
where ordinates represent 46
where organized criminals 45
where organized interests 103
where organized opposition 76
where organized political 78
where ownership interests 52
where parameter estimates 172
where parasitic infections 97
where passengers disembark 182
where pathogenic organisms 115
where peacekeeping operations 64
where perinatal mortality 50
where permanent residence 60
where permanent residents 62
where permanent vegetation 64
where perpetual inventory 62
where personnel shortages 68
where petroleum production 54
where plaintiff challenged 51
where plaintiff contended 53
where plaintiff presented 99
where plaintiff purchased 132
where plaintiff recovered 91
where plaintiff submitted 49
where plaintiff sustained 68
where plaintiff testified 211
where plantation economies 51
where plantation production 56
where political activists 137
where political advantage 60
where political advertising 49
where political affiliation 152
where political allegiance 66
where political arguments 74
where political association 123
where political attitudes 108
where political awareness 129
where political campaigns 96
where political conditions 825
where political conflicts 170
where political consensus 131
where political corruption 318
where political criticism 78
where political democracy 585
where political detainees 69
where political discourse 200
where political discussion 234
where political domination 61
where political expression 113
where political frontiers 48
where political ideologies 134
where political influence 523
where political interests 414
where political intrigues 72
where political judgments 54
where political knowledge 47
where political leadership 497
where political liberties 63
where political loyalties 119
where political movements 157
where political necessity 85
where political offenders 165
where political opponents 290
where political opposition 490
where political oppression 177
where political patronage 235
where political pluralism 112
where political pressures 426
where political priorities 49
where political prisoners 1549
where political processes 195
where political repression 166
where political revolution 101
where political rivalries 75
where political sentiment 76
where political situations 52
where political stability 481
where political struggles 175
where political traditions 76
where polynesian influence 42
where population continued 44
where population continues 67
where population densities 2651
where population estimates 66
where population movements 101
where population pressures 813
where population registers 53
where potassium hydroxide 43
where practical conditions 42
where practical interests 40
where practical knowledge 210
where presented themselves 330
where presently available 43
where president cleveland 129
where president jefferson 150
where president roosevelt 995
where previously published 55
where primitive conditions 347
where primitive instincts 44
where primitive societies 49
where prisoners condemned 49
where prisoners sentenced 71
where production commenced 63
where production companies 40
where production conditions 220
where production continued 182
where production continues 91
where production operations 70
where production processes 703
where production schedules 103
where production standards 66
where projection equipment 43
where prominent political 50
where provincial governors 54
where provincial interests 50
where psychotic anxieties 101
where qualified personnel 128
where qualified privilege 105
where radically different 219
where rainwater collected 69
where reasonable diligence 118
where reasonable estimates 84
where reasonable standards 43
where reasonably available 58
where reasonably effective 41
where reasonably necessary 559
where reasonably practical 45
where recipient countries 43
where reference librarians 67
where regularly scheduled 91
where relational databases 57
where relaxation processes 40
where renewable resources 67
where residents congregate 117
where resistant organisms 65
where resistant varieties 74
where resonance absorption 95
where resonance phenomena 44
where resources available 92
where resources permitted 80
where sanitation conditions 48
where sanitation standards 94
where satellite television 62
where saturated conditions 76
where secondary electrons 158
where secondary infections 70
where secondary particles 163
where secondary processes 42
where secondary structure 80
where secondary succession 44
where sedentary fisheries 68
where selective absorption 52
where selective pressures 97
where sensitive equipment 59
where specialist expertise 58
where specialist knowledge 202
where specified conditions 108
where spherical aberration 59
where spherical particles 57
where spiritual knowledge 42
where sprinkler irrigation 175
where statutory protection 56
where statutory provisions 385
where statutory regulation 57
where strategic interests 118
where subatomic particles 102
where subduction generally 60
where subsidiary companies 41
where surrounding conditions 114
where suspended particles 73
where syntactic structure 45
where technical conditions 153
where technical equipment 80
where technical expertise 518
where technical innovation 174
where technical knowledge 816
where technical personnel 85
where technical processes 72
where technical resources 46
where technical standards 106
where teenagers congregate 119
where telephone companies 156
where telephone operators 69
where telephone ownership 73
where television advertising 93
where television ownership 49
where television programming 89
where temporary employees 45
where temporary protection 88
where testimony indicated 75
where theological discussion 110
where theological reflection 105
where theoretical knowledge 300
where trademark protection 69
where transient expression 49
where transport conditions 57
where transport distances 109
where transport processes 197
where typically developed 113
where unanimous agreement 79
where unbounded publicity 58
where underlining indicates 45
where universal agreement 50
where universal franchise 62
where universal knowledge 171
where unmarried daughters 45
where unsecured creditors 66
where unsettled conditions 74
where vegetable production 70
where virtually everybody 176
where voluntary agreement 56
where voluntary association 68
where voluntary compliance 181
where voluntary insurance 73
where voluntary movements 58
where voluntary servitude 90
where wholesale merchants 53
where widespread agreement 42
where widespread corruption 44
where witnesses testified 125
where wordsworth describes 185
which abolished feudalism 129
which abolished patronage 139
which abolished universal 88
which abscissas represent 418
which accompany beneficial 46
which accompany combustion 64
which accompany depression 59
which accompany different 200
which accompany discourse 74
which accompany earthquakes 159
which accompany excessive 62
which accompany extensive 85
which accompany functional 69
which accompany ignorance 43
which accompany industrial 60
which accompany maturation 121
which accompany movements 120
which accompany ownership 54
which accompany perception 88
which accompany political 87
which accompany pregnancy 294
which accompany processes 62
which accompany sensations 79
which accordingly assembled 88
which accordingly commenced 94
which accordingly contained 52
which accordingly continued 43
which accordingly furnishes 42
which accredits hospitals 53
which acquitted themselves 68
which activated complexes 87
which activated molecules 67
which activates different 46
which activates expression 53
which activates molecular 48
which activates pancreatic 53
which activates platelets 79
which activates receptors 85
which activates selective 48
which actualize themselves 71
which additional advertising 51
which additional conditions 72
which additional electrons 77
which additional equipment 107
which additional hypotheses 66
which additional knowledge 242
which additional operations 74
which additional personnel 67
which additional production 123
which additional protection 105
which additional purchases 52
which additional resources 549
which additional territory 77
which addressed different 49
which addressed political 43
which addressed themselves 839
which addresses different 112
which addresses important 60
which addresses precisely 49
which addresses primarily 50
which admirably describes 200
which admirably displayed 58
which admirably expressed 126
which admirably expresses 445
which admirably fulfilled 63
which admirably qualified 66
which admirably qualifies 40
which adversary proceedings 55
which adversely influence 603
which advertise regularly 44
which advertise themselves 276
which advertising campaigns 107
which advocated annexation 125
which advocated continued 60
which advocated democracy 62
which advocated different 41
which advocated extensive 52
which advocated industrial 89
which advocated political 220
which advocated revolution 86
which advocated separation 110
which advocated universal 162
which advocates political 45
which advocates tolerance 44
which advocates universal 47
which affective disorders 59
which affective processes 61
which affective responses 107
which affiliated companies 59
which affiliated themselves 56
which afterward continued 42
which afterward contracts 41
which afterward developed 543
which afterward furnished 86
which afterward occasioned 99
which afterward prevailed 106
which aggregate production 67
which agreement contained 50
which alcibiades conducted 42
which alcibiades describes 47
which alcibiades possessed 65
which alcoholic beverages 1122
which alexander addressed 49
which alexander appointed 42
which alexander attempted 52
which alexander commanded 59
which alexander connected 45
which alexander conquered 211
which alexander described 44
which alexander displayed 96
which alexander exercised 49
which alexander henderson 55
which alexander inherited 80
which alexander mackenzie 166
which alexander meditated 40
which alexander permitted 66
which alexander undertook 89
which algebraic operations 87
which allegedly concluded 45
which allegedly contained 506
which allegedly destroyed 57
which allegedly indicated 45
which allegedly justified 41
which allegedly justifies 368
which allegedly prevented 157
which allegedly reflected 44
which allegedly represent 70
which allegedly supported 81
which allegedly underlies 55
which allocated resources 125
which allocates different 73
which allocates resources 506
which allowable deductions 65
which alternate regularly 284
which alternate throughout 113
which alternate victories 97
which altogether accounted 138
which altogether comprised 64
which altogether comprises 55
which altogether destroyed 64
which altogether different 54
which altogether furnished 157
which altogether precludes 60
which altogether prevented 59
which altogether represent 101
which altogether surpasses 65
which altogether transcend 100
which ambiguous utterance 53
which americans attempted 61
which americans celebrate 65
which americans conceived 43
which americans continued 54
which americans developed 45
which americans expressed 89
which americans generally 364
which americans increasingly 90
which americans interpret 50
which americans perceived 99
which americans recognize 42
which americans responded 107
which americans sometimes 128
which americans struggled 49
which americans subscribe 43
which americans themselves 402
which americans typically 83
which amplitude modulates 114
which amplitude modulation 101
which analogous situations 70
which ancestral organisms 73
which anciently connected 53
which anciently inhabited 80
which anciently possessed 49
which anciently prevailed 363
which anciently separated 97
which anciently signified 98
which anciently traversed 65
which anesthetic technique 41
which announced cleveland 43
which announced themselves 118
which anomalous dispersion 72
which antiquity furnishes 60
which apostolic succession 47
which appellant complains 172
which appellant maintains 50
which appertain especially 40
which applicant countries 70
which appointed delegates 122
which arbitrary hypotheses 70
which arbitrary proceedings 42
which archibald constable 41
which aristotle addresses 60
which aristotle advocates 41
which aristotle associates 99
which aristotle attempted 92
which aristotle certainly 82
which aristotle conceived 140
which aristotle conceives 143
which aristotle concludes 64
which aristotle condemned 50
which aristotle considers 452
which aristotle contrasts 183
which aristotle described 424
which aristotle describes 1113
which aristotle developed 171
which aristotle discussed 113
which aristotle discusses 665
which aristotle elsewhere 86
which aristotle enunciated 47
which aristotle envisages 49
which aristotle evidently 93
which aristotle exercised 42
which aristotle explained 57
which aristotle expressed 122
which aristotle expresses 188
which aristotle expressly 126
which aristotle indicates 77
which aristotle inherited 64
which aristotle maintains 85
which aristotle possessed 116
which aristotle presented 73
which aristotle proceeded 98
which aristotle propounds 64
which aristotle repeatedly 57
which aristotle sometimes 130
which aristotle specifies 233
which arithmetic operations 758
which arithmetic operators 46
which articular cartilage 171
which artificial conditions 114
which artificial irrigation 196
which artificial knowledge 55
which assembled consisted 41
which assembled regularly 51
which assembled yesterday 52
which assistant secretary 299
which associated themselves 390
which associates different 53
which association continued 155
which astonishing discovery 55
which astronomy developed 41
which astronomy discloses 106
which astronomy furnishes 232
which attitudes influence 238
which attracted additional 64
which attracted adherents 86
which attracted admiration 128
which attracted audiences 280
which attracted criticism 235
which attracted customers 169
which attracted delegates 109
which attracted different 70
which attracted especially 40
which attracted everybody 137
which attracted extensive 67
which attracted favorable 223
which attracted followers 123
which attracted important 43
which attracted investors 96
which attracted merchants 265
which attracted nationwide 459
which attracted pinkerton 47
which attracted political 59
which attracted population 73
which attracted prominent 72
which attracted publicity 108
which attracted universal 746
which attracted widespread 1223
which attracted worldwide 407
which attribute different 47
which audiences encounter 47
which audiences interpret 81
which audiences responded 115
which augustine addressed 68
which augustine confesses 42
which augustine described 124
which augustine describes 413
which augustine developed 174
which augustine discusses 203
which augustine expressed 47
which augustine expresses 57
which augustine maintains 42
which augustine supported 40
which auricular confession 101
which australian companies 83
which australian democracy 48
which australian interests 64
which australian political 97
which australian producers 45
which authorized additional 70
which authorized municipal 48
which authorized president 173
which authorized proceedings 76
which authorized protection 42
which authorized retaliation 53
which authorized suspension 44
which authorizes imposition 80
which authorizes inspection 76
which automated equipment 54
which automatic equipment 62
which automatic machinery 116
which automatic processes 61
which autonomic responses 106
which available knowledge 132
which available resources 890
which avaricious governors 124
which avoidance responses 75
which babylonian influence 45
which bannister exhibited 99
which basically coincided 42
which basically coincides 66
which basically comprised 53
which basically comprises 132
which basically concerned 41
which basically confirmed 64
which basically considers 45
which basically consisted 570
which basically contained 53
which basically continued 47
which basically describes 193
which basically determine 177
which basically expresses 75
which basically indicates 99
which basically influence 43
which basically reflected 108
which basically represent 229
which basically resembles 58
which basically signifies 44
which basically supported 78
which behavioral processes 55
which behavioral responses 185
which behavioral treatments 48
which believers themselves 85
which beneficial interests 64
which beneficial ownership 254
which benefited primarily 97
which benefited themselves 153
which bernstein describes 44
which berzelius considers 64
which bifurcate repeatedly 43
which biological diversity 171
which biological knowledge 113
which biological maturation 57
which biological membranes 53
which biological molecules 94
which biological organisms 242
which biological phenomena 171
which biological processes 601
which biological resources 65
which biological specimens 56
which biomedical knowledge 55
which bolshevik influence 45
which bonaparte displayed 81
which bonaparte endeavored 43
which bonaparte exercised 106
which bonaparte inherited 51
which bonaparte installed 123
which bonaparte possessed 58
which bonaparte supported 50
which botanical knowledge 40
which botanists distinguish 130
which broadcast regularly 59
which broadcast television 91
which broadcast throughout 46
which byzantine diplomacy 45
which byzantine influence 171
which byzantium possessed 45
which calcareous particles 46
which calcareous sediments 63
which california primarily 200
which candidate countries 66
which capillary attraction 99
which carbonate sediments 41
which carcinoma developed 128
which carefully collected 72
which carefully considers 121
which carefully delineated 56
which carefully delineates 68
which carefully described 70
which carefully describes 105
which carefully distinguish 64
which carefully documents 158
which carefully explained 86
which carefully monitored 156
which carefully preserved 213
which carefully preserves 108
which carefully refrained 100
which carefully regulated 172
which carefully regulates 62
which carefully separates 54
which carefully specified 45
which carefully specifies 45
which catalyzes conversion 177
which certainly accounted 49
which certainly antedates 81
which certainly attracted 92
which certainly benefited 83
which certainly coincided 43
which certainly comprises 60
which certainly confirmed 44
which certainly consisted 58
which certainly contained 727
which certainly continued 190
which certainly contrasts 51
which certainly described 54
which certainly describes 203
which certainly developed 72
which certainly displayed 63
which certainly disturbed 42
which certainly dominated 51
which certainly embellish 86
which certainly exercised 76
which certainly exercises 63
which certainly exhibited 76
which certainly explained 47
which certainly expressed 168
which certainly expresses 177
which certainly fulfilled 50
which certainly furnishes 62
which certainly impressed 105
which certainly impresses 42
which certainly indicated 436
which certainly indicates 846
which certainly influence 126
which certainly justified 270
which certainly justifies 193
which certainly occasioned 71
which certainly persisted 69
which certainly possessed 206
which certainly possesses 381
which certainly presented 186
which certainly preserved 43
which certainly prevailed 245
which certainly prevented 102
which certainly proceeded 79
which certainly qualifies 184
which certainly reflected 266
which certainly represent 370
which certainly resembled 144
which certainly resembles 208
which certainly satisfied 144
which certainly satisfies 78
which certainly signifies 89
which certainly sometimes 115
which certainly strengthens 64
which certainly succeeded 49
which certainly suggested 272
which certainly supported 48
which certainly surpassed 93
which certainly surpasses 169
which certainly surprised 298
which certainly testifies 58
which certainly tinctured 53
which certainly underlies 86
which certainly warranted 41
which certifies compliance 118
which cervantes describes 74
which challenged admiration 62
which challenges admiration 106
which challenges christians 42
which challenges criticism 56
which champlain describes 99
which character structure 42
which charlotte explained 165
which charlotte possessed 70
which chemistry furnishes 60
which childhood innocence 47
which childhood sexuality 48
which christians assembled 60
which christians attempted 40
which christians attribute 54
which christians celebrate 270
which christians confessed 98
which christians encounter 49
which christians entertain 71
which christians generally 360
which christians interpret 96
which christians recognize 84
which christians renounced 43
which christians sometimes 124
which christians sustained 78
which christians themselves 494
which christians throughout 83
which chromatic aberration 206
which chromatin structure 68
which churchill advocated 54
