wan crescent scarcely 137
was absolute liability 44
was absolute mistress 736
was absolute monarchy 939
was absolute nonsense 1847
was absolute nothingness 68
was absolute property 53
was absolute religious 65
was absolute security 91
was absolute solitude 96
was absorbed directly 297
was absorbed entirely 215
was absorbed likewise 108
was absorbed unchanged 53
was absurdly affected 44
was absurdly beautiful 42
was absurdly compared 85
was absurdly conscious 82
was absurdly generous 106
was absurdly grateful 231
was absurdly ignorant 40
was absurdly relieved 140
was absurdly romantic 44
was absurdly supposed 71
was abundant authority 123
was abundant enthusiasm 46
was abundant evidence 7994
was abundant interest 47
was abundant laughter 101
was abundant provision 71
was abundant rainfall 140
was abundant relative 119
was abundant wildlife 53
was academic director 43
was accepted anywhere 52
was accepted casually 45
was accepted concerning 44
was accepted cordially 49
was accepted december 144
was accepted directly 61
was accepted doctrine 401
was accepted entirely 50
was accepted february 110
was accepted formally 152
was accepted grudgingly 187
was accepted initially 151
was accepted joyfully 200
was accepted november 89
was accepted politely 47
was accepted practice 2399
was accepted promptly 348
was accepted provided 121
was accepted seriously 126
was accepted somewhat 290
was accepted straight 132
was accepted tradition 45
was accepted unchanged 44
was accepted verbally 50
was accepted verbatim 98
was accepted wherever 67
was accessed directly 93
was accorded absolute 63
was accorded authority 53
was accorded autonomy 84
was accorded complete 101
was accorded equality 70
was accorded generous 67
was accorded honorary 75
was accorded immediate 65
was accorded immunity 49
was accorded increased 48
was accorded military 130
was accorded numerous 76
was accorded observer 174
was accorded prestige 54
was accorded religious 45
was accorded separate 106
was accorded somewhat 47
was accorded treatment 66
was accurate prophecy 46
was achieved anywhere 56
was achieved compared 318
was achieved concerning 100
was achieved depended 62
was achieved differed 79
was achieved directly 199
was achieved entirely 532
was achieved initially 369
was achieved involved 91
was achieved manually 59
was achieved partially 162
was achieved piecemeal 130
was achieved probably 71
was achieved recently 257
was achieved relative 50
was achieved remained 47
was achieved sometime 48
was achieved somewhat 137
was achieved thereafter 43
was achieved whenever 45
was acquired adjacent 49
was acquired concerning 96
was acquired directly 526
was acquired entirely 144
was acquired honestly 42
was acquired initially 94
was acquired lawfully 53
was acquired otherwise 102
was acquired outright 45
was acquired piecemeal 230
was acquired pursuant 251
was acquired recently 221
was acquired sometime 73
was acquired thereafter 41
was actively absorbed 75
was actively advocating 150
was actively assisted 637
was actively attacked 43
was actively attempting 621
was actively bisexual 59
was actively canvassing 251
was actively challenging 122
was actively collecting 179
was actively combated 58
was actively conducting 166
was actively conscious 124
was actively conspiring 149
was actively continuing 72
was actively critical 43
was actively dangerous 44
was actively defended 77
was actively delirious 41
was actively deployed 47
was actively destroying 54
was actively developing 540
was actively directed 148
was actively discussing 166
was actively disliked 255
was actively disloyal 42
was actively disputed 62
was actively embraced 91
was actively employed 14940
was actively endorsed 74
was actively enforced 163
was actively enlisted 115
was actively excluded 64
was actively exercising 74
was actively exploiting 71
was actively explored 116
was actively expressing 41
was actively followed 407
was actively fomented 78
was actively fostered 468
was actively friendly 40
was actively fulfilling 49
was actively functioning 176
was actively included 40
was actively initiated 85
was actively intriguing 209
was actively involved 66237
was actively marketed 78
was actively mobilizing 42
was actively monitoring 86
was actively negotiating 381
was actively occupied 1292
was actively operated 41
was actively organizing 385
was actively performing 105
was actively practicing 145
was actively prepared 115
was actively preventing 83
was actively proceeding 203
was actively produced 114
was actively promoted 3468
was actively protecting 100
was actively publishing 88
was actively questioning 44
was actively recruiting 939
was actively rejected 90
was actively religious 41
was actively researching 104
was actively resented 64
was actively resisted 373
was actively responding 50
was actively seconded 138
was actively secreted 190
was actively soliciting 359
was actively sponsoring 67
was actively struggling 79
was actively subverting 48
was actively suicidal 174
was actively supporting 1922
was actively threatened 53
was actively underway 49
was actively utilized 84
was actively welcomed 41
was actually abandoning 71
was actually abducted 74
was actually absorbed 392
was actually accepted 1565
was actually accorded 204
was actually achieved 12195
was actually acquired 785
was actually actively 46
was actually addicted 75
was actually addressing 493
was actually adjacent 40
was actually adjudged 40
was actually adjusted 46
was actually admitted 1003
was actually advanced 1373
was actually advocating 275
was actually affected 711
was actually afforded 131
was actually airborne 177
was actually allergic 75
was actually allotted 162
was actually alongside 45
was actually american 348
was actually analyzed 83
was actually anchored 92
was actually animated 107
was actually announcing 60
was actually annulled 49
was actually anointed 60
was actually answered 145
was actually appalled 74
was actually apparent 74
was actually approved 895
was actually arrested 2302
was actually ascribed 82
was actually assailed 95
was actually assaulting 57
was actually assembling 227
was actually asserted 197
was actually assessed 279
was actually assigned 720
was actually assisted 103
was actually attached 1535
was actually attacked 1278
was actually attained 1878
was actually attempting 1009
was actually attended 211
was actually attracting 61
was actually authentic 47
was actually auxiliary 49
was actually awakened 64
was actually balanced 238
was actually banished 185
was actually bankrupt 257
was actually baptized 341
was actually bargaining 82
was actually beautiful 343
was actually becalmed 77
was actually begotten 141
was actually believed 1176
was actually benefiting 134
was actually benjamin 63
was actually bequeathed 50
was actually besieged 648
was actually bestowed 219
was actually betrayed 131
was actually betrothed 204
was actually bisexual 114
was actually blockading 42
was actually borrowed 764
was actually breathless 48
was actually brighter 62
was actually brilliant 79
was actually broached 52
was actually budgeted 50
was actually business 81
was actually canceled 99
was actually captured 1444
was actually censured 124
was actually centered 163
was actually chairman 97
was actually challenging 289
was actually cheerful 136
was actually christian 51
was actually codified 52
was actually collapsing 66
was actually collecting 231
was actually combined 78
was actually comforting 348
was actually commanding 147
was actually commencing 135
was actually commenting 53
was actually committing 264
was actually compared 119
was actually compiled 554
was actually complete 483
was actually completing 74
was actually complied 51
was actually composed 5282
was actually computed 215
was actually concealed 433
was actually conceded 138
was actually condemning 84
was actually condoned 40
was actually conducting 431
was actually conferring 67
was actually confessing 49
was actually confined 821
was actually confirming 44
was actually conforming 94
was actually confused 156
was actually conscious 507
was actually conspiring 139
was actually constant 69
was actually consulting 74
was actually consumed 1389
was actually contingent 54
was actually continuing 201
was actually contrary 312
was actually contriving 46
was actually convened 348
was actually conversing 209
was actually conveyed 719
was actually convoked 63
was actually cornered 53
was actually credited 260
was actually criminal 64
was actually critical 144
was actually dangerous 795
was actually darkened 76
was actually deceived 823
was actually december 53
was actually decisive 59
was actually declared 3161
was actually decreased 465
was actually deducted 167
was actually deepened 45
was actually defended 136
was actually deferred 82
was actually deformed 49
was actually degraded 146
was actually delicious 74
was actually delirious 62
was actually delivering 270
was actually demanded 434
was actually depicted 198
was actually deployed 309
was actually deported 149
was actually depressing 46
was actually deprived 629
was actually derailed 42
was actually descending 281
was actually describing 839
was actually deserted 159
was actually deserved 40
was actually designed 3829
was actually desirous 117
was actually despised 54
was actually destined 416
was actually destroying 247
was actually detached 87
was actually detained 316
was actually detected 718
was actually deterred 61
was actually dethroned 53
was actually developing 553
was actually devoured 75
was actually diagnosed 222
was actually dictated 360
was actually directed 2005
was actually directly 139
was actually disabled 313
was actually discussing 320
was actually disliked 43
was actually dismayed 45
was actually displaying 74
was actually disposed 346
was actually disputed 82
was actually disturbing 49
was actually diverted 193
was actually divorced 103
was actually dominant 106
was actually downward 48
was actually earmarked 74
was actually eclipsed 44
was actually educated 91
was actually effected 4806
was actually eighteen 250
was actually elevated 275
was actually elicited 53
was actually eligible 95
was actually elizabeth 78
was actually embarked 312
was actually embedded 196
was actually embodied 524
was actually embraced 146
was actually employed 9078
was actually encamped 139
was actually enclosed 158
was actually endangering 73
was actually endeavoring 85
was actually endorsed 197
was actually enforced 1191
was actually engrossed 59
was actually enhanced 1500
was actually enjoined 72
was actually enlarged 122
was actually enlisted 78
was actually enriched 159
was actually enrolled 365
was actually enslaved 58
was actually enthroned 59
was actually entirely 162
was actually entitled 1151
was actually equipped 186
was actually erroneous 57
was actually escorted 44
was actually essential 240
was actually evidence 368
was actually examined 261
was actually exceeded 395
was actually exchanged 162
was actually excluded 368
was actually executed 3602
was actually exempted 57
was actually exercising 360
was actually exhibiting 46
was actually existent 209
was actually expanded 147
was actually expected 1851
was actually expelled 640
was actually expended 1148
was actually explaining 80
was actually exploded 50
was actually exploiting 69
was actually explored 54
was actually exported 416
was actually expressing 316
was actually extended 1247
was actually fashioned 121
was actually fastened 82
was actually february 65
was actually financed 349
was actually finished 3829
was actually flattering 107
was actually followed 2186
was actually forecast 42
was actually foreseen 287
was actually foretold 105
was actually forgetting 55
was actually formally 87
was actually forthcoming 280
was actually fostered 131
was actually fourteen 381
was actually friendly 222
was actually fulfilling 163
was actually functioning 617
was actually furnishing 77
was actually gazetted 185
was actually generating 103
was actually generous 47
was actually governed 752
was actually governor 287
was actually graduating 43
was actually grateful 1105
was actually grounded 185
was actually hammered 40
was actually hampered 83
was actually handsome 124
was actually harmless 180
was actually hastened 70
was actually helpless 42
was actually hindered 115
was actually homeless 65
was actually homesick 160
was actually humorous 43
was actually hundreds 91
was actually ignorant 370
was actually illusory 42
was actually imagined 45
was actually imitated 57
was actually immersed 119
was actually imminent 259
was actually impaired 250
was actually imparted 46
was actually impeached 131
was actually impelled 71
was actually implicit 112
was actually imported 617
was actually impotent 67
was actually improved 526
was actually inclined 180
was actually inclosed 42
was actually included 1240
was actually increased 5360
was actually incurred 1013
was actually indebted 272
was actually indicating 59
was actually indicted 289
was actually inducted 100
was actually infected 326
was actually inferred 49
was actually infinite 88
was actually informed 594
was actually inherent 84
was actually inhibiting 60
was actually inimical 72
was actually initially 48
was actually initiated 1675
was actually injected 111
was actually injurious 123
was actually innocent 767
was actually inserted 393
was actually inspired 1438
was actually insulted 88
was actually intended 11088
was actually interned 46
was actually interred 360
was actually intriguing 98
was actually invented 2169
was actually inverted 42
was actually invested 1112
was actually involved 9490
was actually isolated 791
was actually japanese 52
was actually knighted 140
was actually launched 1839
was actually lengthened 116
was actually lessened 100
was actually libelous 83
was actually liberating 68
was actually licensed 327
was actually listened 44
was actually malicious 56
was actually mandated 76
was actually manifest 162
was actually marketed 185
was actually martyred 181
was actually meaningless 99
was actually meditating 330
was actually mentally 129
was actually mentioned 657
was actually minister 45
was actually mistaken 310
was actually mobilizing 47
was actually moderate 69
was actually modified 347
was actually monitoring 56
was actually moribund 45
was actually murdered 1282
was actually mustered 60
was actually narrowed 48
was actually narrower 84
was actually negative 2013
was actually negotiating 688
was actually nineteen 141
was actually notified 114
was actually november 54
was actually oblivious 41
was actually obscured 118
was actually observed 13299
was actually obsessed 73
was actually obtained 3025
was actually occupied 3993
was actually offended 357
was actually operated 564
was actually opposite 134
was actually ordained 304
was actually organizing 120
was actually oriented 68
was actually original 99
was actually outlawed 175
was actually outraged 40
was actually overcome 208
was actually overheard 48
was actually palpable 61
was actually paradise 123
was actually parallel 48
was actually pardoned 58
was actually partially 77
was actually patented 452
was actually perceiving 94
was actually performing 2125
was actually permitting 104
was actually personal 48
was actually perspiring 99
was actually physical 186
was actually pictured 79
was actually pioneered 149
was actually poisoned 239
was actually portraying 44
was actually positive 365
was actually possible 3978
was actually powerful 40
was actually practicing 275
was actually preceded 589
was actually predated 40
was actually predicting 56
was actually pregnant 658
was actually prepared 7302
was actually presenting 146
was actually preserving 40
was actually presided 46
was actually pretending 48
was actually prettier 55
was actually prevailing 54
was actually preventing 233
was actually probably 170
was actually proceeding 567
was actually procured 188
was actually produced 13192
was actually projecting 103
was actually prolonged 189
was actually promised 466
was actually promoted 682
was actually prompted 299
was actually proposed 3042
was actually protecting 286
was actually protruding 43
was actually provided 1693
was actually provoked 217
was actually publicly 56
was actually publishing 130
was actually punished 369
was actually purchasing 94
was actually quarried 61
was actually questioning 103
was actually ratified 277
was actually realistic 51
was actually recalled 288
was actually received 6179
was actually reckoned 64
was actually recorded 3914
was actually recovering 106
was actually recruiting 83
was actually recycled 92
was actually redeemed 108
was actually referred 748
was actually reflecting 113
was actually refreshing 240
was actually regarded 802
was actually regressing 44
was actually rehearsed 86
was actually rejected 510
was actually relevant 145
was actually relieved 6939
was actually religious 75
was actually reminded 48
was actually remitted 174
was actually rendered 577
was actually repaired 71
was actually repelled 61
was actually replaced 382
was actually reported 2940
was actually repulsed 53
was actually requesting 58
was actually required 7703
was actually researching 55
was actually resented 61
was actually reserved 212
was actually resident 887
was actually resisted 169
was actually resolved 524
was actually resorted 224
was actually responding 346
was actually restored 595
was actually retained 340
was actually retarded 319
was actually returned 707
was actually reversed 1868
was actually reviewed 98
was actually rewarded 176
was actually ruptured 63
was actually sabotaging 51
was actually salivating 45
was actually scottish 105
was actually scourged 60
was actually scripted 55
was actually secreted 60
was actually secretly 90
was actually selected 765
was actually separate 55
was actually seriously 164
was actually severely 70
was actually sexually 93
was actually silenced 71
was actually situated 903
was actually sketched 77
was actually slightly 2228
was actually smothered 50
was actually smuggled 63
was actually soliciting 51
was actually somebody 147
was actually somewhat 4818
was actually squeezed 49
was actually staggering 160
was actually stammering 85
was actually startled 374
was actually stationed 272
was actually straight 135
was actually stranded 48
was actually strangled 56
was actually strapped 47
was actually stretching 48
was actually stricken 105
was actually stripped 98
was actually struggling 287
was actually subsisting 83
was actually succeeding 133
was actually suffered 199
was actually suggesting 399
was actually suicidal 52
was actually suitable 46
was actually summoned 789
was actually supplied 566
was actually supporting 526
was actually supposed 1688
was actually surprising 148
was actually surveyed 352
was actually sustaining 54
was actually swallowing 83
was actually switched 52
was actually symbolic 47
was actually targeted 52
was actually tendered 158
was actually terrible 41
was actually terribly 55
was actually terrific 58
was actually terrifying 56
was actually thousands 67
was actually threatened 1373
was actually threefold 83
was actually tortured 235
was actually trampled 44
was actually traversing 48
was actually troubled 161
was actually unchanged 73
was actually undergoing 374
was actually underneath 98
was actually underway 732
was actually unlawful 52
was actually unloaded 93
was actually unlocked 40
was actually upstairs 44
was actually utilized 645
was actually valuable 64
was actually verified 567
was actually washington 43
was actually welcomed 507
was actually whispering 47
was actually withdrawing 110
was actually withdrawn 520
was actually witnessing 303
was actually worsened 78
was actually worthless 169
was actuated entirely 240
was actuated produced 45
was addressing directly 46
was addressing everyone 93
was addressing problems 78
was addressing questions 87
was addressing somebody 89
was addressing students 102
was addressing thousands 54
was adequate attention 93
was adequate authority 55
was adequate capacity 61
was adequate coverage 66
was adequate evidence 1039
was adequate financial 95
was adequate moisture 115
was adequate provided 42
was adequate provision 400
was adequate rainfall 162
was adequate response 60
was adequate security 164
was adequate treatment 89
was adjudged bankrupt 2800
was adjudged burglary 52
was adjudged entitled 97
was adjudged innocent 579
was adjudged mentally 182
was adjudged suitable 49
was adjudged unlawful 58
was adjusted amicably 118
was adjusted annually 118
was adjusted downward 1988
was adjusted initially 74
was adjusted manually 297
was adjusted parallel 65
was adjusted properly 203
was adjusted relative 63
was adjusted slightly 390
was adjusted somewhat 103
was admitted advocate 1183
was admitted attorney 237
was admitted bachelor 428
was admitted commoner 202
was admitted concerning 68
was admitted december 371
was admitted directly 501
was admitted evidence 67
was admitted february 219
was admitted formally 61
was admitted grudgingly 43
was admitted minister 841
was admitted moribund 59
was admitted november 245
was admitted pensioner 1303
was admitted promptly 136
was admitted provided 50
was admitted publicly 74
was admitted pursuant 143
was admitted recently 53
was admitted secretly 44
was admitted somewhat 65
was admitted straight 109
was admitted upstairs 123
was admitted whenever 65
was adorably beautiful 70
was adroitly concealed 47
was adroitly employed 53
was advanced compared 77
was advanced concerning 118
was advanced directly 70
was advanced initially 78
was advanced publicly 43
was advanced recently 219
was advanced relative 60
was advanced slightly 85
was advanced somewhat 88
was advocating economic 58
was advocating increased 43
was advocating military 57
was advocating policies 72
was advocating socialism 47
was affected directly 539
was affected likewise 40
was affected markedly 120
was affected mentally 61
was affected seriously 215
was affected severely 192
was affected slightly 153
was affected somewhat 381
was affected startled 93
was affinity purified 343
was affirmed likewise 59
was affirmed publicly 43
was affirmed recently 46
was afforded abundant 58
was afforded adequate 89
was afforded recently 72
was agitated respecting 112
was agitated violently 76
was agreeable provided 59
was agreeably affected 84
was agreeably conscious 236
was agreeably deceived 400
was agreeably disposed 66
was agreeably diverted 48
was agreeably employed 136
was agreeably mistaken 96
was agreeably occupied 357
was agreeably received 106
was agreeably redolent 48
was agreeably relieved 1627
was agreeably reminded 77
was agreeably situated 113
was agreeably softened 112
was agreeably startled 72
was agreeably surprising 50
was agreeably tempered 48
was alarmingly accurate 47
was alarmingly apparent 60
was alarmingly conscious 54
was alarmingly feverish 56
was alarmingly frequent 48
was alarmingly increased 66
was alienating potential 47
was allotted annually 86
was allotted entirely 41
was allotted quarters 119
was allotted specific 45
was altitude sickness 56
was american airlines 772
was american business 335
was american citizens 49
was american commerce 103
was american cultural 41
was american delegate 67
was american domestic 56
was american economic 226
was american education 78
was american expansion 41
was american financial 56
was american football 69
was american graffiti 121
was american hegemony 61
was american industry 409
was american inspired 56
was american interest 80
was american methodism 49
was american military 660
was american minister 1989
was american politics 139
was american practice 58
was american pressure 593
was american progress 58
was american property 703
was american security 50
was american soldiers 93
was amicably adjusted 1302
was amicably composed 56
was amicably disposed 253
was amicably effected 65
was amicably received 303
was amicably resolved 348
was ammonium chloride 80
was ammonium sulphate 252
was analyzed directly 371
was analyzed initially 60
was analyzed manually 62
was analyzed recently 85
was analyzed relative 68
was anastasia robinson 59
was anchored alongside 367
was anchored directly 121
was anchored offshore 897
was anchored opposite 742
was anchored securely 227
was animated entirely 40
was announcing publicly 66
was annually absorbed 46
was annually allotted 52
was annually assessed 53
was annually bestowed 41
was annually borrowed 154
was annually consumed 153
was annually convened 46
was annually declared 124
was annually demanded 82
was annually employed 87
was annually enriched 73
was annually exchanged 143
was annually expended 372
was annually exported 371
was annually imported 233
was annually increased 171
was annually invested 69
was annually lamented 50
was annually observed 657
was annually obtained 53
was annually produced 154
was annually provided 74
was annually ratified 144
was annually received 244
was annually recorded 88
was annually remitted 246
was annually reported 52
was annually required 84
was annually returned 92
was annually supplied 106
was answered abruptly 48
was answered directly 216
was answered partially 50
was answered politely 89
was answered promptly 850
was answered publicly 46
was answered recently 46
was answered somewhat 82
was answered valiantly 54
was answered variously 69
was antibody positive 190
was anxiously attempting 45
was anxiously concealed 125
was anxiously consulting 55
was anxiously desirous 1365
was anxiously directed 229
was anxiously discussing 80
was anxiously employed 100
was anxiously endeavoring 114
was anxiously entreated 49
was anxiously examined 52
was anxiously expected 4523
was anxiously followed 87
was anxiously inquired 93
was anxiously inspecting 40
was anxiously observed 76
was anxiously occupied 93
was anxiously questioning 52
was anywhere apparent 65
was anywhere valuable 42
was apparent anywhere 81
was apparent authority 90
was apparent conflict 53
was apparent confusion 100
was apparent evidence 129
was apparent therefore 140
was apparent whenever 122
was apparent wherever 121
was approved authorizing 254
was approved december 625
was approved february 1354
was approved formally 91
was approved initially 76
was approved november 305
was approved promptly 69
was approved provided 83
was approved pursuant 158
was approved recently 203
was ardently advocating 47
was ardently ambitious 44
was ardently attached 1959
was ardently believed 92
was ardently defended 190
was ardently desirous 862
was ardently embraced 113
was ardently espoused 105
was ardently expected 85
was ardently patriotic 181
was ardently promoted 114
was ardently religious 92
was ardently returned 64
was ardently royalist 95
was ardently seconded 132
was ardently supporting 59
was ardently welcomed 81
was arguably contrary 48
was arguably designed 63
was arguably entitled 42
was arguably intended 97
was arguably relevant 83
was arguably somewhat 56
was arkansas governor 171
was arrested alongside 53
was arrested attempting 76
was arrested contrary 46
was arrested december 166
was arrested directly 42
was arrested eighteen 59
was arrested february 134
was arrested fourteen 62
was arrested november 166
was arrested numerous 301
was arrested perforce 43
was arrested promptly 65
was arrested pursuant 243
was arrested recently 703
was arrested saturday 141
was arrested sometime 157
was arrested somewhat 132
was arrested suddenly 358
was artfully concealed 726
was artfully designed 214
was artfully directed 40
was artfully dissecting 52
was artfully employed 87
was artfully executed 120
was artfully fomented 139
was artfully increased 43
was artfully inserted 48
was artfully prepared 106
was artfully required 60
was artistic activity 41
was artistic director 2968
was ascended perforce 48
was ascribed directly 58
was ascribed entirely 125
was ascribed variously 47
was assailed suddenly 96
was assembling evidence 80
was assembling materials 96
was asserted publicly 46
was assessed annually 203
was assessed directly 315
was assessed entirely 53
was assessed initially 122
was assessed relative 168
was assessed somewhat 41
was assessed visually 411
was assigned authority 123
was assigned complete 62
was assigned definite 84
was assigned directly 374
was assigned entirely 85
was assigned functions 59
was assigned garrison 49
was assigned homework 47
was assigned included 58
was assigned initially 199
was assigned military 54
was assigned multiple 49
was assigned numerous 56
was assigned positions 62
was assigned quarters 604
was assigned randomly 766
was assigned separate 65
was assigned specific 1329
was assigned whenever 43
was assisted initially 52
was assisted somewhat 60
was assisted upstairs 48
was associate artistic 80
was associate chairman 72
was associate clinical 114
was associate director 3341
was associate minister 161
was associate producer 1492
was assuaged somewhat 159
was astutely observed 58
was attached containing 48
was attached directly 1773
was attached received 44
was attached remained 66
was attached securely 112
was attached somewhat 91
was attached underneath 132
was attacked bitterly 417
was attacked december 66
was attacked directly 322
was attacked fiercely 227
was attacked furiously 189
was attacked november 46
was attacked numerous 47
was attacked opposite 42
was attacked publicly 168
was attacked recently 73
was attacked savagely 149
was attacked severely 287
was attacked somewhat 49
was attacked suddenly 699
was attacked unawares 122
was attacked unfairly 57
was attacked verbally 99
was attacked viciously 196
was attacked violently 402
was attained differed 42
was attended entirely 46
was attended likewise 75
was attention directed 160
was attracting american 40
was attracting attention 4729
was attracting business 47
was attracting converts 56
was attracting enormous 71
was attracting everyone 77
was attracting hundreds 133
was attracting increased 134
was attracting interest 214
was attracting migrants 52
was attracting numerous 68
was attracting pilgrims 80
was attracting recruits 42
was attracting scholars 50
was attracting settlers 108
was attracting students 355
was attracting thousands 375
was attracting tourists 53
was attracting visitors 139
was auctioned annually 50
was avowedly atheistic 92
was avowedly borrowed 42
was avowedly christian 100
was avowedly composed 49
was avowedly designed 375
was avowedly dictated 68
was avowedly didactic 51
was avowedly directed 171
was avowedly indebted 44
was avowedly inspired 112
was avowedly intended 695
was avowedly meditating 42
was avowedly religious 81
was avowedly socialist 84
was avowedly unavailing 42
was awakened abruptly 416
was awakened sometime 242
was awakened suddenly 2002
was backward compared 275
was bacterial infection 59
was bacterial meningitis 43
was bacterial pneumonia 49
was balanced somewhat 168
was bandpass filtered 146
was banished entirely 149
was banished hereford 125
was banished probably 47
was baptized catherine 148
was baptized christian 61
was baptized december 463
was baptized elizabeth 82
was baptized february 494
was baptized nicholas 50
was baptized november 484
was baptized probably 43
was baptized secretly 40
was baptized sometime 47
was bargaining fastened 53
was baseball practice 45
was battalion adjutant 46
was beautiful beautiful 140
was beautiful curtains 79
was beautiful involved 43
was beautiful sunshine 53
was believed actually 76
was believed adequate 97
was believed concerning 71
was believed dangerous 77
was believed directly 54
was believed essential 561
was believed formerly 418
was believed imminent 250
was believed initially 238
was believed innocent 99
was believed involved 63
was believed possible 2223
was believed probable 64
was believed suitable 40
was believed therefore 108
was believed unlikely 272
was benedict anderson 48
was benignly courteous 40
was benjamin banneker 338
was benjamin constant 1272
was benjamin fletcher 63
was benjamin franklin 9039
was benjamin harrison 911
was bequeathed outright 61
was bestowed directly 43
was bestowed therefore 58
was biblical authority 78
was biblical exegesis 59
was bitterly assailed 6041
was bitterly attacked 10121
was bitterly bewailed 45
was bitterly censured 354
was bitterly conscious 601
was bitterly critical 2329
was bitterly deceived 120
was bitterly defended 89
was bitterly denouncing 145
was bitterly deplored 168
was bitterly despised 43
was bitterly detested 199
was bitterly disliked 245
was bitterly dismayed 102
was bitterly disputed 498
was bitterly divisive 96
was bitterly estranged 80
was bitterly homesick 90
was bitterly humiliating 73
was bitterly incensed 460
was bitterly insulted 63
was bitterly ironical 145
was bitterly lamented 358
was bitterly mistaken 95
was bitterly objected 41
was bitterly offended 755
was bitterly partisan 93
was bitterly personal 121
was bitterly protesting 40
was bitterly punished 159
was bitterly received 112
was bitterly referred 52
was bitterly regretting 512
was bitterly rejected 87
was bitterly remarked 99
was bitterly reminded 47
was bitterly repented 91
was bitterly reproved 55
was bitterly resented 11302
was bitterly resigned 40
was bitterly resisted 1229
was bitterly scornful 88
was bitterly taciturn 75
was blindingly beautiful 149
was blindingly brilliant 48
was blissful compared 44
was bloodily effected 81
was bloodily repulsed 781
was bombarding belgrade 197
was borrowed directly 1586
was borrowed entirely 82
was borrowed outright 61
was borrowed probably 43
was borrowed straight 156
was borrowed verbatim 64
was boycotting security 48
was boyishly handsome 162
