wade considerably in 41
warm mediterranean sea 550
warm participation in 155
warm participation of 65
warm partisanship of 108
warm protestations of 1156
warm protestations to 127
warm reciprocation of 156
warm recollections of 1129
warm relationships at 64
warm relationships in 339
warm relationships of 95
warm relationships to 66
warm remembrances of 331
warm remembrances to 64
warm reminiscence of 63
warm remonstrance of 43
warm remonstrance to 203
warm sensuousness of 103
warm solicitations of 83
warm sufficiently to 272
warm temperatures as 459
warm temperatures at 415
warm temperatures by 144
warm temperatures in 2202
warm temperatures is 261
warm temperatures of 1621
warm temperatures on 283
warm temperatures or 309
warm temperatures the 265
warm temperatures to 825
warm transparency of 53
warm undercurrent of 118
warn participants of 163
warp factorization of 197
wars demonstrated the 176
wars demonstrated to 42
wars impoverished the 98
wars necessitated by 44
wars necessitated the 84
wars participated in 55
wars precipitated by 173
wars prosperously in 42
wary consciousness of 45
wary investigation on 48
wary surveillance at 44
wary watchfulness of 67
watt incandescent or 54
watt transmitters in 40
wave amplification by 288
wave amplification in 790
wave amplification is 389
wave amplification of 143
wave approximates to 58
wave approximation as 333
wave approximation by 244
wave approximation in 490
wave approximation is 1932
wave approximation of 556
wave approximation or 40
wave approximation the 402
wave approximation to 908
wave approximation we 162
wave attributable to 111
wave characterizing the 46
wave communication is 334
wave concentrated on 133
wave configuration in 564
wave configuration is 644
wave configuration of 535
wave configuration on 51
wave contamination is 282
wave contributions to 682
wave corresponded to 152
wave decomposition is 130
wave decomposition of 1002
wave displacement at 180
wave displacement in 129
wave displacement is 404
wave displacement of 78
wave disturbances as 174
wave disturbances at 297
wave disturbances in 1726
wave disturbances is 151
wave disturbances of 407
wave disturbances on 161
wave disturbances to 129
wave interference as 147
wave interference at 70
wave interference in 707
wave interference is 522
wave interference of 136
wave interference on 59
wave interference or 71
wave interference to 120
wave irrespective of 43
wave perturbations in 323
wave perturbations of 199
wave rectification as 296
wave rectification by 250
wave rectification in 346
wave rectification is 3146
wave rectification of 1820
wave rectification on 53
wave rectification or 111
wave rectification the 352
wave rectification to 119
wave reflectivity of 141
wave reverberates the 128
wave spectrometer as 53
wave spectroscopy is 198
wave spectroscopy of 228
wave superimposed on 2896
wave transmissions in 258
wave transmissions of 142
wave transmissions to 178
wave transmitters at 666
wave transmitters in 918
wave transmitters is 42
wave transmitters of 900
wave transmitters on 96
wave transmitters to 308
wave triumphantly in 61
waving disdainfully on 43
waving majestically in 114
waving triumphantly in 128
waving triumphantly on 48
waving triumphantly the 56
waving triumphantly to 64
wavy configuration of 74
waxy constituents of 44
ways acknowledged the 75
ways antagonistic to 362
ways anticipatory of 57
ways approximates the 79
ways attributable to 127
ways characterize the 52
ways communicated to 40
ways communication is 102
ways complemented the 51
ways consciousness is 44
ways considerable to 47
ways constitutive of 130
ways contemplated by 79
ways contradicted by 51
ways contradicted the 113
ways corresponded to 133
ways demonstrated by 71
ways demonstrated in 59
ways demonstrated the 140
ways demonstrates the 90
ways developments in 63
ways encapsulates the 127
ways foreshadowed by 73
ways foreshadowed the 473
ways globalization is 57
ways illustrative of 174
ways impenetrable to 69
ways inaccessible to 228
ways inapplicable to 43
ways inappropriate to 437
ways inconvenient to 164
ways instrumental in 252
ways instrumental to 172
ways intelligence is 63
ways intelligible to 196
ways irrespective of 234
ways necessitated by 59
ways objectionable to 94
ways overshadowed by 69
ways overshadowed the 94
ways paradigmatic of 178
ways participants in 112
ways participated in 309
ways participates in 41
ways participation in 77
ways particularly as 127
ways particularly in 134
ways proportionate to 91
ways prototypical of 58
ways recognizable to 107
ways satisfactory to 377
ways subjectivity is 47
ways subordinated to 91
ways sufficiently to 168
ways unacceptable to 529
ways unattainable by 47
ways unimaginable in 245
ways unimaginable to 404
ways unparalleled in 219
ways unrecognized by 76
ways unsympathetic to 40
wealth accumulations of 54
wealth administered by 58
wealth attributable to 180
wealth characterize the 41
wealth concentrated at 91
wealth concentrated in 2027
wealth concentrated on 83
wealth concentrates in 100
wealth concentration in 527
wealth concentration is 169
wealth concentration of 53
wealth concentration on 40
wealth consequences of 141
wealth corresponded to 99
wealth demonstrated by 54
wealth demonstrated the 79
wealth differentials in 133
wealth distributions by 47
wealth distributions in 172
wealth distributions is 45
wealth distributions of 135
wealth elasticities of 130
wealth inequalities in 182
wealth inequalities of 58
wealth insufficient to 72
wealth irrespective of 271
wealth notwithstanding the 77
wealth particularly in 49
wealth proportionate to 153
wealth sufficiently to 116
wealth unparalleled in 93
wearing ceremoniously at 45
weary acquiescence in 51
weary consciousness of 63
weary contemplation of 40
weary hopelessness of 79
weary imprisonment of 96
weary indifference of 113
weary indifference to 171
weary recollections of 77
weaving cooperatives in 235
weed interference in 317
week availability of 64
week commemorated in 42
week commemorates the 55
week concentrated on 140
week contemplated in 61
week corresponded to 59
week demonstrated the 51
week extravaganza of 41
week incarceration in 41
week investigation by 141
week investigation in 112
week investigation of 370
week irrespective of 235
week participated in 122
week participation in 45
week postponement of 540
week respectively in 117
week specifically to 67
week subsequently the 45
week subsequently to 153
week supplemented by 117
well academically as 1640
well academically at 356
well academically do 40
well academically if 72
well academically in 1074
well academically is 145
well academically or 197
well academically to 76
well acclimatised in 65
well acclimatised to 144
well acclimatized in 202
well acclimatized to 385
well accommodated as 1293
well accommodated at 544
well accommodated by 858
well accommodated in 2620
well accommodated of 202
well accommodated on 135
well accommodated to 1447
well accommodates the 40
well accomplished as 499
well accomplished at 76
well accomplished by 3429
well accomplished if 89
well accomplished in 1531
well accomplished is 42
well accomplished it 87
well accomplished on 52
well accomplished the 322
well accomplished to 60
well acculturated to 134
well acknowledged as 497
well acknowledged by 520
well acknowledged in 493
well acknowledged is 86
well acknowledged the 57
well acknowledged to 102
well acknowledges the 87
well administered as 1527
well administered at 59
well administered by 2613
well administered if 56
well administered in 1848
well administered is 175
well administered it 117
well administered on 45
well administered or 106
well administered the 91
well administered to 180
well animadverted on 45
well approximated as 2240
well approximated at 150
well approximated by 49897
well approximated if 48
well approximated in 630
well approximated on 113
well approximated the 117
well approximated to 176
well approximates the 935
well approximation to 59
well attributable to 50
well authenticated as 6120
well authenticated at 85
well authenticated by 2200
well authenticated in 1986
well authenticated is 157
well authenticated it 49
well authenticated of 236
well authenticated or 89
well authenticated the 100
well authenticated to 2126
well characterize as 192
well characterize it 69
well characterize the 1445
well characterizing the 46
well choreographed as 53
well circumscribe the 46
well collectively as 50
well commemorated by 76
well commemorated in 132
well communicated by 220
well communicated in 156
well communicated or 55
well communicated to 797
well communication is 49
well complemented by 982
well complemented the 73
well comprehended as 127
well comprehended at 94
well comprehended by 722
well comprehended in 220
well comprehended the 1141
well concentrated as 82
well concentrated at 127
well concentrated by 59
well concentrated in 793
well concentrated on 662
well concentrated to 79
well configuration is 53
well consistently is 48
well consolidated as 299
well consolidated at 41
well consolidated by 500
well consolidated in 272
well consolidated the 51
well consolidated to 126
well contaminated by 99
well corresponded to 541
well corroborated as 117
well corroborated by 1324
well corroborated in 95
well countenanced by 69
well counteracted by 91
well crystallized as 199
well crystallized by 108
well crystallized in 851
well crystallized on 53
well crystallized or 137
well crystallized to 46
well deliberately do 58
well deliberately to 101
well demonstrable in 70
well demonstrated as 1472
well demonstrated at 808
well demonstrated by 23730
well demonstrated if 111
well demonstrated in 37567
well demonstrated is 55
well demonstrated on 4713
well demonstrated or 62
well demonstrated the 1658
well demonstrated to 657
well demonstrates in 86
well demonstrates the 2701
well differentiate the 61
well disappointed in 65
well discriminate the 52
well disseminated by 46
well disseminated in 160
well disseminated to 51
well domesticated in 86
well ecclesiastics as 168
well economically as 820
well economically by 43
well economically in 409
well economically is 45
well economically or 47
well educationally as 91
well encapsulated by 336
well encapsulated in 604
well encapsulated the 87
well encapsulates the 130
well foreshadowed in 87
well foreshadowed the 47
well hieroglyphic as 61
well horizontally as 42
well householders as 206
well illustrative of 287
well incidentally to 41
well incorporated by 245
well incorporated in 660
well incorporated the 51
well individually as 1138
well individually or 50
well individuated by 51
well intellectual as 163
well internalized by 98
well internalized in 52
well internalized the 57
well interpolated by 53
well investigated as 702
well investigated at 72
well investigated by 799
well investigated in 3380
well investigated is 88
well investigated or 52
well investigated the 90
well investigated to 95
well irrespective of 914
well manufactured as 385
well manufactured at 80
well manufactured in 107
well manufactured of 49
well manufactured to 44
well misinterpret the 100
well misrepresent the 81
well notwithstanding the 235
well orchestrated as 187
well orchestrated by 274
well orchestrated in 167
well orchestrated to 120
well overestimate the 323
well overshadowed by 194
well parametrized by 43
well participated in 229
well particularly as 248
well particularly if 117
well particularly in 198
well particularly the 49
well particularly to 79
well photographed at 42
well photographed by 227
well photographed in 101
well productivity by 52
well productivity in 98
well productivity is 113
well proportionate to 79
well recognizable as 53
well recognizable by 50
well recognizable in 461
well remonstrated to 45
well reproducible in 85
well revolutionize the 430
well specifically to 101
well spontaneously in 100
well spontaneously or 112
well standardized as 1375
well standardized at 222
well standardized by 705
well standardized in 736
well standardized on 266
well standardized or 126
well standardized so 121
well standardized the 69
well standardized to 160
well subordinated to 413
well substantiated as 895
well substantiated at 54
well substantiated by 4398
well substantiated in 2423
well substantiated is 71
well substantiated on 45
well substantiated or 75
well substantiated the 121
well substantiated to 321
well substantiates the 56
well sufficiently to 57
well supplemented by 1435
well supplemented the 54
well synchronized as 99
well synchronized by 43
well synchronized in 172
well synchronized to 135
well systematized as 340
well systematized by 77
well systematized in 119
well systematized or 42
went accidentally to 56
went ceremoniously to 63
went circuitously to 123
went complacently to 55
went consequently to 56
went considerably to 70
went consistently to 61
went continuously to 46
went continuously up 45
went deliberately at 43
went deliberately in 63
went deliberately on 64
went deliberately to 1015
went deliberately up 181
went despondently to 55
went determinedly on 126
went determinedly to 105
went developments in 53
went disconsolate to 60
went expeditiously to 83
went improvements in 103
went individually to 250
went industriously to 319
went infrequently to 53
went intentionally to 128
went interminably on 51
went international as 43
went international by 55
went international in 277
went irresistibly to 90
went irresolutely to 131
went lightheartedly to 42
went mechanically in 62
went mechanically on 195
went mechanically to 623
went meditatively to 41
went ministrations to 49
went monotonously by 55
went monotonously on 194
went mountaineering in 44
went multinational in 54
went northwestward to 48
went overwhelmingly in 295
went overwhelmingly to 797
went particularly to 215
went prosperously on 407
went protectively to 167
went punctiliously to 52
went purposefully to 197
went relentlessly on 1083
went respectfully to 52
went respectively to 365
went southwestward to 49
went specifically to 421
went spontaneously to 160
went straightaway to 994
went submissively to 193
went subsequently to 573
went substantially as 93
went substantially to 108
went successfully on 61
went successfully to 54
went successively to 889
went triumphantly on 170
went triumphantly to 321
went tumultuously to 59
went unappreciated at 52
went unappreciated by 494
went unappreciated in 164
went unchaperoned to 47
went unconsciously to 395
went undiscovered by 84
went undiscovered in 43
went unexpectedly to 333
went unhesitatingly to 152
went unrecognized as 488
went unrecognized at 312
went unrecognized by 1402
went unrecognized in 718
went unrecognized on 102
went unrecognized or 235
went unrecognized to 50
went unregistered in 58
went unsuspectingly to 67
wept continuously in 41
wept convulsively as 50
wept convulsively at 40
wept hysterically as 69
wept hysterically at 66
wept hysterically in 80
wept inconsolably as 72
wept inconsolably at 104
were abolitionists as 46
were abolitionists at 62
were abolitionists in 301
were abolitionists of 82
were abolitionists or 68
were academically at 134
were accidentally at 46
were accidentally in 330
were accidentally on 101
were accidentally or 307
were accidentally to 401
were acclimatised in 101
were acclimatised to 204
were acclimatized at 73
were acclimatized by 45
were acclimatized in 313
were acclimatized to 823
were accommodated as 1032
were accommodated at 6409
were accommodated by 3512
were accommodated in 45509
were accommodated is 47
were accommodated on 4835
were accommodated or 93
were accommodated so 59
were accommodated the 250
were accommodated to 2763
were accomplished as 2002
were accomplished at 2701
were accomplished by 20568
were accomplished he 159
were accomplished in 28940
were accomplished is 209
were accomplished it 231
were accomplished of 49
were accomplished on 3677
were accomplished or 265
were accomplished so 318
were accomplished the 819
were accomplished to 708
were accomplished via 253
were accomplished we 98
were acculturated by 86
were acculturated in 259
were acculturated to 517
were accumulations of 827
were achievements in 312
were achievements of 1078
were achievements to 146
were acknowledged as 22102
were acknowledged at 930
were acknowledged by 16080
were acknowledged in 5331
were acknowledged of 78
were acknowledged on 1045
were acknowledged or 306
were acknowledged the 302
were acknowledged to 13540
were administered ad 88
were administered an 1336
were administered as 13161
were administered at 8217
were administered by 56100
were administered if 88
were administered in 49461
were administered is 105
were administered it 65
were administered iv 176
were administered no 104
were administered of 47
were administered on 9387
were administered or 416
were administered so 568
were administered the 13284
were administered to 53104
were administered up 80
were administered via 684
were advancements in 69
were afterthoughts to 51
were agglomerated by 64
were agglomerated in 261
were agglomerated to 44
were agglomerates of 61
were agglutinated at 108
were agglutinated by 2022
were agglutinated in 288
were agglutinated to 253
were agricultural as 107
were agricultural in 438
were agricultural or 398
were alphabetized by 98
were alternatives in 166
were alternatives of 76
were alternatives or 44
were alternatives to 3129
were amalgamations of 265
were americanized by 42
were americanized in 84
were anachronisms in 274
were anathematized as 496
were anathematized at 90
were anathematized by 564
were anathematized in 208
were anatomically as 47
were animadverted on 162
were antagonistic as 109
were antagonistic at 61
were antagonistic in 417
were antagonistic on 45
were antagonistic or 225
were antagonistic to 11841
were anticipations in 55
were anticipations of 825
were anticipatory of 141
were anticlerical in 65
were appointments in 54
were appointments of 194
were appointments to 328
were apprehensions in 148
were apprehensions of 516
were apprehensive as 1638
were apprehensive at 691
were apprehensive he 284
were apprehensive if 41
were apprehensive in 172
were apprehensive it 401
were apprehensive of 16782
were apprehensive on 159
were apprehensive or 114
were apprehensive the 388
were apprehensive to 162
were apprehensive we 118
were approachable by 144
were approachable in 59
were appropriately in 129
were appropriately the 85
were appropriations of 67
were approximated as 1140
were approximated at 129
were approximated by 4834
were approximated in 1059
were approximated on 92
were approximated to 664
were aristocratic by 82
were aristocratic in 811
were aristocratic or 168
were aristocratic to 41
were articulations of 136
were artistically the 42
were assassinated as 491
were assassinated at 1171
were assassinated by 5979
were assassinated in 6199
were assassinated on 2012
were assassinated or 881
were assassinated the 106
were assassinated to 44
were astronomical by 77
were astronomical in 140
were asymmetrical in 345
were asymptomatic as 100
were asymptomatic at 1167
were asymptomatic by 54
were asymptomatic in 215
were asymptomatic on 86
were asymptomatic or 454
were asynchronous in 41
were attributable as 55
were attributable at 58
were attributable in 853
were attributable no 45
were attributable to 39713
were authenticated as 296
were authenticated at 53
were authenticated by 2024
were authenticated in 251
were authenticated to 40
were authoritative as 101
were authoritative in 483
were authoritative or 60
were authorizations to 43
were availability of 358
were bactericidal in 80
were battlefields of 44
were belligerents in 142
were beneficiaries as 137
were beneficiaries in 194
were beneficiaries of 6890
were beneficiaries or 41
were beneficiaries to 54
were blackberries in 63
were brainstormed by 41
were brokenhearted at 52
were businesslike in 75
were cancellations of 68
were candlesticks of 70
were candlesticks on 89
were cannibalized by 144
were cannibalized in 71
were cannibalized or 49
were cannibalized to 190
were capabilities in 60
were capitalistic in 66
were carcinogenic in 299
were carcinogenic to 110
were catastrophes in 47
were catastrophes of 79
were catastrophic as 104
were catastrophic in 259
were catastrophic to 130
were centerpieces of 112
were certificated as 128
were certificated by 144
were certificated in 125
were certificated to 113
were certificates of 654
were certificates to 44
were chairpersons of 63
were chamberlains of 47
were chamberlains to 67
were characterizing as 93
were characterizing the 194
were choreographed as 59
were choreographed by 744
were choreographed in 156
were choreographed to 303
were circularized by 152
were circularized in 69
were circularized to 137
were circumscribing the 43
were circumvented as 107
were circumvented by 2130
were circumvented in 815
were circumvented on 46
were circumvented or 144
were circumvented to 75
were civilizations in 93
were civilizations of 61
were clarification of 50
were codifications of 129
were coincidences of 47
were coincidental in 57
were coincidental or 123
were coincidental to 170
were collaborated by 63
were collectively an 60
were collectively as 117
were collectively in 194
were collectively of 74
were collectively or 52
were collectively so 102
were collectively the 544
were collectively to 290
were collectivist in 59
were commandeered as 671
were commandeered at 138
were commandeered by 2255
were commandeered in 218
were commandeered on 78
were commandeered or 67
were commandeered to 1353
were commandments of 113
were commemorated as 495
were commemorated at 398
were commemorated by 3145
were commemorated in 4114
were commemorated on 669
were commemorated the 102
were commensurate in 121
were commensurate to 364
were commentaries by 59
were commentaries on 1455
were commentators in 41
were commentators of 51
were commentators on 181
were commercializing the 60
were commissioners at 51
were commissioners in 154
were commissioners of 640
were commissioners on 56
were commissioners or 43
were commissioners to 230
were commonplaces in 636
were commonplaces of 1181
were commonplaces to 186
were communicable by 130
were communicable to 101
were communicants at 96
were communicants in 337
were communicants of 957
were communicants or 44
were communicated as 614
were communicated at 532
were communicated by 10626
were communicated in 8316
were communicated is 45
were communicated of 43
were communicated on 689
were communicated or 121
were communicated the 175
were communicated to 52197
were communicated via 169
were compartments in 106
were compartments of 51
were compassionate as 159
were compassionate in 70
were compassionate or 44
were compassionate to 123
were compensations as 143
were compensations at 48
were compensations in 993
were compensations of 71
were compensations to 193
were compensatory in 139
were compensatory to 61
were complainants in 79
were complemented at 82
were complemented by 19635
were complemented in 1278
were complemented on 108
were complemented to 61
were complexities in 105
were complexities of 43
were complications as 56
were complications at 125
were complications in 803
were complications of 647
were complications on 60
were complications or 40
were complications to 117
were complimented as 137
were complimented at 48
were complimented by 1979
were complimented in 289
were complimented on 1598
were comprehended as 384
were comprehended at 107
were comprehended by 946
were comprehended in 9999
were comprehended the 632
were computerized as 42
were computerized at 42
were computerized by 72
were computerized in 163
were computerized to 83
were concatenated in 70
were concatenated to 222
were concentrated as 1638
were concentrated at 49825
were concentrated by 5241
were concentrated in 304076
were concentrated on 100411
were concentrated or 238
were concentrated so 496
were concentrated the 2350
were concentrated to 5424
were concentrated up 70
were concentrated we 44
were concentration of 192
were concentration on 51
were conceptually or 62
were conceptually the 88
were conclusively in 41
were conclusively to 47
were concomitants of 614
were concurrently in 193
were concurrently the 87
were condemnations of 199
were condemnatory of 300
were condensations of 143
were condescended to 118
were confederated as 116
were confederated in 218
were confederated to 119
were confederates in 423
were confederates of 1267
were confederates or 57
were confirmations of 428
were confirmatory of 502
were confiscations of 119
were confiscatory in 95
were conglomerates of 187
were congratulated as 46
were congratulated by 1565
were congratulated in 111
were congratulated on 3169
were congregational in 395
were congregational or 61
were connoisseurs in 427
were connoisseurs of 1352
were consanguineous in 49
were conscientious as 42
were conscientious in 1287
were conscientious or 100
were conscientious to 66
were consciousness of 93
were consequences if 56
were consequences in 50
were consequences of 4823
were consequences to 541
were consequential in 198
were consequential on 128
were consequential to 177
were consequently an 203
were consequently as 938
were consequently at 1015
were consequently by 80
were consequently in 3032
were consequently no 1583
were consequently of 1457
were consequently on 331
were consequently re 118
were consequently so 376
were consequently the 1928
were consequently to 896
were conservative as 474
were conservative at 162
were conservative by 691
were conservative if 55
were conservative in 6582
were conservative of 113
were conservative on 658
were conservative or 932
were conservative to 311
were conservators of 319
were considerable as 818
were considerable at 322
were considerable by 162
were considerable he 42
were considerable if 79
were considerable in 5373
were considerable is 101
were considerable it 59
were considerable of 72
were considerable on 211
were considerable or 112
were considerable the 79
were considerable to 121
were considerably at 348
were considerably in 6929
were considerably my 49
were considerably on 81
were considerably re 147
were considerably the 373
were considerably to 508
were consideration of 100
were consignments of 87
were consistently an 53
were consistently as 210
were consistently at 775
were consistently in 4864
were consistently of 537
were consistently on 1096
were consistently or 50
were consistently re 92
were consistently so 127
were consistently the 2306
were consistently to 515
were consolidated as 4430
were consolidated at 1547
were consolidated by 5559
were consolidated in 41204
were consolidated it 57
were consolidated on 2361
were consolidated or 416
were consolidated so 272
were consolidated the 255
were consolidated to 2462
were consolidation of 100
were conspiracies in 250
were conspiracies of 138
were conspiracies to 203
were conspirators by 75
were conspirators in 716
were conspirators of 50
were conspirators or 54
were constituents in 57
were constituents of 1551
were constitutions of 66
were constitutive in 115
were constitutive of 1891
were constructions of 457
were constructive as 67
were constructive in 344
were constructive or 98
were constructors of 42
were consultations at 50
were consultations in 118
were consultations of 43
were consultations on 103
were contaminants in 59
were contaminants of 79
were contaminated as 286
were contaminated at 278
were contaminated by 7992
were contaminated in 966
were contaminated on 137
were contaminated or 200
were contaminated to 275
were contamination in 157
were contamination to 41
were contemplated as 2066
were contemplated at 758
were contemplated by 4831
were contemplated in 3330
were contemplated it 85
were contemplated on 210
were contemplated or 443
were contemplated the 152
were contemplated to 800
were contemporary as 171
were contemporary at 143
were contemporary in 730
were contemporary is 84
were contemporary of 157
were contemporary on 95
were contemporary or 423
were contemporary to 884
were contemptible as 127
were contemptible in 316
were contemptible or 56
were contemptible to 320
were contemptuous in 98
were contemptuous of 19508
were contemptuous or 89
were continuations of 2221
were continuations or 66
were continuities as 159
were continuities in 195
were continuities of 74
were continuously at 1028
were continuously in 2041
were continuously on 2042
were continuously or 61
were continuously re 228
were continuously the 66
were continuously to 120
were contradicted as 46
were contradicted at 89
were contradicted by 7082
were contradicted in 974
were contradicted on 105
were contradicted or 115
were contradicted the 41
were contradiction in 89
were contributions by 491
were contributions in 135
were contributions of 625
were contributions on 86
were contributions to 2402
were contributors as 86
were contributors in 92
were contributors of 147
were contributors to 3394
were contributory in 103
were contributory to 986
were contrivances of 115
were contrivances to 73
were controllable by 379
were controllable in 63
were controversial as 215
were controversial at 465
were controversial in 1246
were controversial on 50
were controversial or 320
were controversial to 112
were controverted by 653
were controverted in 195
were convalescent at 40
were convalescent in 50
were convalescent or 46
were conveniences in 43
were conveniently at 502
were conveniently in 168
were conveniently on 101
were conveniently to 141
were conversations at 58
were conversations in 206
were conversations of 69
were conversations on 107
were cooperatives in 107
were coordinators of 102
were cornerstones in 99
were cornerstones of 804
were correlatives of 49
were corresponded to 110
were corroborated as 103
were corroborated at 80
were corroborated by 11477
were corroborated in 1391
were corroborated on 59
were corroborated or 62
were corroborated to 114
were cosmological in 44
were cosmopolitan in 852
were countenanced as 53
were countenanced at 144
were countenanced by 3358
were countenanced in 641
were countenanced or 84
were countenanced to 48
were counteracted by 4575
were counteracted in 326
were counteracted to 76
were counterfeiting the 61
were counterfeits of 130
were counterparts in 130
were counterparts of 967
were counterparts to 317
were counterpoint to 80
were criminalized by 125
were criminalized in 136
were crisscrossed by 842
were crisscrossed in 72
were crosschecked by 42
were crystallized as 330
were crystallized at 466
were crystallized by 1000
were crystallized in 2985
were crystallized on 77
were crystallized or 41
were crystallized the 89
were crystallized to 114
were declassified as 193
were declassified at 62
were declassified by 159
were declassified in 617
were declassified on 72
were decomposable by 48
were decompressed by 63
were decompressed to 66
were deconstructing the 80
were decontrolled by 98
were decontrolled in 436
were decontrolled on 70
were deficiencies in 2078
were deficiencies of 198
were definitively in 45
were deliberately in 137
were deliberately of 84
