wan countenance and 94
was confirmation for 286
was confirmation that 5312
was confiscated and 16398
was confiscated but 268
was confiscated for 2609
was confiscated not 44
was confiscated that 92
was confiscated was 128
was confiscated with 330
was confiscation and 130
was confiscation for 50
was conflictual and 83
was conformable both 57
was conformable with 469
was confucianism and 55
was confucianism that 265
was congenitally and 41
was congenitally deaf 236
was congenitally weak 50
was congratulating each 55
was congratulating her 533
was congratulating him 1277
was congratulating his 325
was congratulating one 49
was congratulating them 167
was congratulating you 130
was congressional and 42
was conjectural and 182
was conjectural that 45
was conjectured and 88
was conjectured for 61
was conjectured long 41
was conjectured that 21005
was conjectured they 220
was conjectured this 48
was conjectured was 196
was conjectured with 62
was connecticut and 57
was connecticut that 116
was conscripted and 721
was conscripted for 1152
was conscription and 58
was conscription for 153
was consecrated and 4599
was consecrated but 74
was consecrated for 2686
was consecrated his 147
was consecrated its 366
was consecrated may 819
was consecrated not 164
was consecrated one 254
was consecrated that 249
was consecrated this 86
was consecrated two 94
was consecrated was 160
was consecrated with 2845
was consecutive and 103
was conservation and 122
was considerate and 3787
was considerate but 88
was considerate for 170
was considerate that 50
was considerate with 107
was consistency and 166
was consistency with 113
was consolatory and 54
was consolidating all 44
was consolidating and 516
was consolidating her 606
was consolidating his 4546
was consolidating its 3467
was conspicuous all 218
was conspicuous and 2431
was conspicuous both 341
was conspicuous but 163
was conspicuous far 204
was conspicuous for 33458
was conspicuous not 355
was conspicuous now 47
was conspicuous that 955
was conspicuous was 191
was conspicuous with 444
was constantine and 129
was constantine iii 45
was constantine who 821
was constipated and 585
was constipated but 42
was constipated for 225
was constipated with 43
was constipation and 109
was constituted and 6295
was constituted are 54
was constituted both 132
was constituted but 125
was constituted earl 71
was constituted for 4793
was constituted had 128
was constituted has 56
was constituted head 117
was constituted her 54
was constituted his 294
was constituted its 273
was constituted may 331
was constituted not 610
was constituted one 2434
was constituted our 76
was constituted out 1613
was constituted son 94
was constituted that 510
was constituted then 169
was constituted they 44
was constituted this 81
was constituted thus 210
was constituted two 55
was constituted was 498
was constituted with 5349
was constitution day 56
was constrained and 2578
was constrained both 350
was constrained but 102
was constrained due 73
was constrained for 618
was constrained not 801
was constrained now 44
was constrained thus 46
was constrained with 256
was constricted and 957
was constricted off 40
was constricted with 1059
was constructed all 256
was constructed and 37742
was constructed are 652
was constructed being 51
was constructed both 232
was constructed but 619
was constructed can 190
was constructed did 127
was constructed does 43
was constructed due 55
was constructed each 85
was constructed east 379
was constructed far 126
was constructed fig 93
was constructed for 38843
was constructed had 393
was constructed has 355
was constructed long 621
was constructed may 218
was constructed near 6933
was constructed nor 51
was constructed not 1487
was constructed off 423
was constructed one 516
was constructed out 12038
was constructed six 73
was constructed ten 82
was constructed than 104
was constructed that 8658
was constructed then 145
was constructed they 69
was constructed this 306
was constructed thus 107
was constructed too 109
was constructed two 562
was constructed using 15713
was constructed was 2401
was constructed with 71867
was construction and 259
was construction going 190
was construction that 46
was consultation and 189
was consultation with 548
was consummated and 2627
was consummated but 104
was consummated for 447
was consummated has 41
was consummated may 53
was consummated near 47
was consummated not 102
was consummated one 210
was consummated she 52
was consummated that 1003
was consummated then 51
was consummated this 108
was consummated two 94
was consummated was 132
was consummated with 1710
was consumptive and 732
was consumptive for 43
was containable and 41
was containment and 54
was contaminate with 47
was contaminating and 48
was contaminating her 46
was contaminating his 89
was contemplating all 592
was contemplating and 572
was contemplating any 339
was contemplating being 63
was contemplating both 49
was contemplating death 291
was contemplating doing 518
was contemplating for 377
was contemplating god 57
was contemplating going 777
was contemplating had 75
was contemplating her 1426
was contemplating him 314
was contemplating his 2931
was contemplating how 922
was contemplating its 335
was contemplating new 156
was contemplating not 183
was contemplating now 84
was contemplating one 171
was contemplating our 65
was contemplating that 1215
was contemplating them 275
was contemplating this 1872
was contemplating two 107
was contemplating using 268
was contemplating war 248
was contemplating was 690
was contemplating with 1019
was contemplating yet 93
was contentedly and 57
was contentedly eating 196
was contentment and 242
was contentment with 160
was contestable and 49
was continental and 279
was continually and 1781
was continually bad 69
was continually being 15795
was continually but 42
was continually cut 223
was continually doing 1101
was continually dying 51
was continually eating 132
was continually fed 778
was continually for 46
was continually going 2756
was continually had 47
was continually hit 41
was continually ill 348
was continually led 166
was continually lit 78
was continually met 235
was continually near 165
was continually off 137
was continually one 51
was continually out 768
was continually put 569
was continually read 63
was continually ringing 214
was continually rung 54
was continually set 125
was continually singing 288
was continually using 215
was continually wet 196
was continually with 1223
was contractual and 346
was contradicting and 43
was contradicting her 107
was contradicting him 160
was contradicting his 405
was contradicting its 76
was contradicting one 44
was contributed and 461
was contributed both 43
was contributed for 1493
was contributed not 132
was contributed out 117
was contributed than 79
was contributed that 49
was contributed was 118
was contributed with 108
was controversy and 287
was controversy for 51
was controversy that 49
was controversy with 109
was contumacious and 216
was convenience and 144
was convenience for 117
was conventional and 2975
was conventional both 40
was conventional but 168
was conventional for 945
was conventional that 160
was conventional war 42
was conventional was 44
was conventional with 180
was convergence and 45
was conversation and 415
was conversation for 63
was conversation that 178
was conversation with 398
was convertible and 91
was convertible for 85
was convertible with 142
was cooperative and 3917
was cooperative but 454
was cooperative for 69
was cooperative with 842
was coordinated and 1525
was coordinated for 137
was coordinated out 101
was coordinated with 6831
was coordination and 166
was coordination with 128
was coordinator and 105
was coordinator for 439
was copyrighted and 576
was copyrighted but 59
was copyrighted with 63
was corporatist and 62
was correctable with 77
was correlative with 1005
was corresponding and 92
was corresponding for 62
was corresponding with 18153
was corruptible and 246
was cosponsored with 87
was coterminous with 8988
was counterfeit and 297
was countrified and 57
was countrywide and 68
was courageously and 140
was courageously met 56
was creditworthy and 44
was crestfallen and 713
was crestfallen but 131
was crestfallen for 70
was crestfallen that 316
was crystalline and 475
was crystalline with 73
was crystallizing and 126
was crystallizing his 64
was crystallizing out 133
was crystallizing that 53
was customarily and 102
was customarily hung 44
was customarily not 80
was customarily one 147
was customarily put 64
was customarily read 93
was customarily set 151
was customarily sung 154
was cylindrical and 602
was cylindrical with 375
was debilitated and 347
was debilitated with 76
was decapitated and 2168
was decapitated for 344
was decapitated with 267
was decapitation and 58
was decelerated and 41
was deceptively easy 426
was deceptively low 104
was declamatory and 247
was declarative and 76
was declaratory and 115
was defenseless and 780
was defenseless now 67
was deflationary and 154
was degenerated and 302
was degeneration and 113
was dehumanized and 101
was deliberated and 188
was deliberated for 56
was deliberated with 45
was deliberation and 143
was deliverance and 77
was deliverance for 100
was demobilized and 1173
was demobilized with 169
was demodulated and 49
was demographic and 82
was demonetized and 222
was demonstrate that 356
was demonstrating all 94
was demonstrating and 188
was demonstrating both 65
was demonstrating for 335
was demonstrating her 594
was demonstrating his 3072
was demonstrating how 1530
was demonstrating its 1268
was demonstrating new 53
was demonstrating not 102
was demonstrating one 339
was demonstrating our 42
was demonstrating that 7507
was demonstrating this 253
was demonstrating was 122
was demonstrating with 347
was demoralized and 2376
was demoralized for 78
was demoralized with 71
was demystified and 85
was denominated and 57
was denominated his 153
was denominated meat 98
was denominated new 148
was denominated one 123
was depolarized and 90
was depolarized with 66
was depopulated and 1044
was depopulated for 90
was depopulation and 51
was deprecatory and 73
was deregulated and 511
was deregulated with 70
was deregulation and 50
was descriptive and 1663
was descriptive but 77
was desperately and 373
was desperately bad 284
was desperately but 61
was desperately dry 44
was desperately going 48
was desperately hot 406
was desperately ill 8975
was desperately long 122
was desperately low 392
was desperately near 62
was desperately out 283
was desperately sad 275
was desperately shy 265
was desperately thin 242
was desperately weak 384
was despondency and 248
was destabilizing and 137
was destabilizing for 86
was destructive and 2004
was destructive both 137
was destructive but 98
was destructive for 454
was destructive not 138
was destructive was 47
was destructive with 61
was deteriorated and 172
was deterioration and 70
was determinant for 180
was determinate and 122
was detrimental and 344
was detrimental both 193
was detrimental for 586
was detrimental not 243
was development aid 41
was development and 500
was development for 72
was development that 150
was devitalized and 84
was dexterously and 58
was dichotomous and 96
was diefenbaker who 51
was differential and 128
was differently and 68
was differently put 46
was differently read 216
was dilapidated and 1930
was dilapidated but 91
was disaffected and 390
was disaffected with 261
was disaffection and 169
was disaffection with 78
was disagreeable and 2156
was disagreeable but 140
was disagreeable for 489
was disagreeable not 44
was disagreeable too 50
was disagreeable was 97
was disagreeable with 155
was disagreeably hot 78
was disappointing all 123
was disappointing and 3254
was disappointing both 267
was disappointing but 1013
was disappointing due 81
was disappointing for 1966
was disappointing her 348
was disappointing him 314
was disappointing his 198
was disappointing not 613
was disappointing owing 46
was disappointing that 4726
was disappointing them 113
was disappointing too 103
was disappointing was 190
was disappointing with 155
was disappointing you 83
was disapproval and 84
was disapproved and 935
was disapproved both 65
was disapproved but 66
was disapproved for 250
was disarmament and 96
was disbelieved and 325
was discernible and 405
was discernible but 249
was discernible for 323
was discernible not 121
was discernible now 47
was discernible that 944
was discernible was 76
was discernible with 147
was discernibly his 42
was disciplined and 3298
was disciplined but 118
was disciplined for 3289
was disciplined not 47
was disciplined with 291
was discomfited and 640
was discomfited for 57
was discomfited with 92
was discomforting and 48
was discomforting for 62
was discomposed and 112
was discomposed with 69
was disconcerting and 1244
was disconcerting but 241
was disconcerting for 944
was disconcerting her 48
was disconcerting how 139
was disconcerting not 151
was disconcerting that 962
was disconcerting too 61
was disconcerting was 183
was discontinuing all 66
was discontinuing his 105
was discontinuing its 360
was discouraged and 10144
was discouraged both 103
was discouraged but 668
was discouraged due 74
was discouraged for 904
was discouraged not 162
was discouraged now 46
was discouraged that 1075
was discouraged too 68
was discouraged was 56
was discouraged with 1277
was discourteous and 310
was discredited and 4882
was discredited both 88
was discredited but 130
was discredited due 49
was discredited for 905
was discredited long 367
was discredited not 148
was discredited with 327
was disembarked and 414
was disembarked with 94
was disembodied and 261
was disentangled and 108
was disentangled him 57
was disentangled with 42
was disgraceful and 1585
was disgraceful both 51
was disgraceful but 56
was disgraceful for 1409
was disgraceful how 51
was disgraceful not 163
was disgraceful that 2421
was disgraceful thus 75
was disgraceful was 46
was disgruntled and 628
was disgruntled but 69
was disgruntled for 40
was disgruntled that 491
was disgruntled with 672
was disheartened and 1260
was disheartened but 95
was disheartened for 63
was disheartened not 44
was disheartened that 643
was disheartened with 130
was disillusioning and 110
was disillusioning for 162
was disinclined for 790
was disinfected and 320
was disinfected with 456
was disinheriting his 47
was disinterred and 2306
was disinterred for 201
was dismembered and 2719
was dismembered for 165
was dismembered with 136
was disobedient and 1288
was disobedient she 52
was disoriented and 2470
was disoriented but 88
was disoriented for 824
was disoriented with 95
was dispensable and 159
was dispensable for 208
was disputatious and 103
was disregarded and 3899
was disregarded but 67
was disregarded due 50
was disregarded for 946
was disregarded that 161
was disregarded was 47
was disregarded with 136
was disrespecting her 68
was disrespecting him 76
was disseminating and 42
was disseminating his 191
was distasteful and 1502
was distasteful both 108
was distasteful but 185
