cake baked with eggs and 94
city which has been his 68
city which has lost its 80
city which has more than 52
city which now bears his 122
city which now bears that 42
city which was laid out 42
city which was most his 46
city would not have had 88
clay mixed with lime and 47
clay mixed with sand and 361
clay which was used for 45
clean bowls are used for 59
clean breast and tell her 83
clean hands and face and 48
clean house and care for 50
clean house and cook for 115
clean rooms with fans and 81
clean towel and clean one 42
clean water and clean air 483
clean water and pure air 81
clean water and wipe dry 98
clear about her wish not 50
clear about how much you 80
clear about its aims and 102
clear about its meaning and 41
clear about its role and 45
clear above all else that 82
clear night and there was 63
clear proof that there are 55
clear proof that there was 269
clear proof that these two 51
clear round that good old 47
clear rules for dealing with 51
clear sense that there was 45
clear showing that there are 45
clear skies and calm seas 80
clear skies and warm sun 47
clear space was left for 43
clear today that there are 49
clear voice with sobs and 42
clear water and wipe dry 269
clear weather and calm seas 55
clear where one ends and 90
clear where they were going 46
clinging about his neck and 50
clinging hands had wooed her 59
clinging round her like two 73
clinging round her neck and 81
clinging round his neck and 99
cloth about his neck and 68
cloth about six feet long 103
cloth about two feet long 48
cloth round his neck and 86
cloth which was used for 90
cloth woven with gold and 49
club about two feet long 168
clue where they were going 99
clung about her neck and 41
clung about her when she 51
clung about him from his 62
clung about his neck and 107
clung about his neck that 52
clung round his neck and 101
coal mines and iron and 265
coal mines and iron ore 153
coal which they said had 51
coat again and went out 97
coat under his left arm 40
coat which had been cut 96
coat which had been gay 65
cobs round her neck and 53
cock shall not crow this 716
coil sides per slot and 118
coin money for their own 41
coin which was paid out 174
cold beneath his cold thin 67
cold blood and sign that 99
cold blood for what was 121
cold cereal with milk and 40
cold chill ran down her 470
cold chill ran down his 339
cold chill ran over him 55
cold chill run down her 204
cold chill run down his 215
cold gales and heavy seas 50
cold hands and feet and 477
cold hands and feet are 180
cold hands and feet with 100
cold hours for bread and 53
cold looks that meet them 82
cold mists and wind and 51
cold night air upon his 43
cold night and there was 112
cold shake and clear out 46
cold water all over her 76
cold water all over him 73
cold water all over his 87
cold water and blot dry 347
cold water and boil for 159
cold water and boil them 53
cold water and cold air 174
cold water and cook for 68
cold water and leave for 115
cold water and leave them 105
cold water and left for 57
cold water and peel off 89
cold water and peel them 46
cold water and salt and 45
cold water and slip off 122
cold water and soak for 421
cold water and soak them 71
cold water and soap and 72
cold water and stir this 50
cold water and wipe dry 83
cold water and wrung dry 90
cold water and wrung out 669
cold water for more than 104
cold water ran down his 54
cold water run over her 103
cold water run over his 131
cold water run over them 94
cold water was used for 71
cold weather and fuel was 96
cold weather and there was 49
colt about two years old 207
come about and what are 154
come about and what can 133
come about and what did 57
come about and what does 123
come about and what they 144
come about and what was 130
come about had there not 103
come about that some men 58
come about that there are 320
come about that there has 52
come about that there was 79
come about that these two 43
come about that those who 104
come after her more than 56
come after her when she 55
come after him will set 71
come after you when you 107
come again and blow them 80
come again and give him 64
come again and part him 41
come again and take her 50
come again and take his 77
come again and take them 131
come again and take you 412
come again and tell them 52
come again and tell you 139
come again for some few 45
come again for whom she 84
come again you will not 45
come alive for those who 189
come alive with meaning and 49
come armed with their own 53
come every day from all 57
come every day from his 76
come every year from all 66
come hither and join with 93
come looking for these two 53
come loose and fall off 82
come loose and fall out 133
come mines and iron and 49
come nearer our boat than 651
come often and stay long 143
come right out here and 58
come round and give you 66
come round and join him 66
come round and pick you 70
come round and tell you 230
come since you will not 83
come thither and work all 47
come though you call all 122
come under any other head 57
come under his care and 97
come under his care for 44
come under his rule and 129
come under our care and 53
come under this heading and 180
come under this heading are 328
come under this last head 46
come under this same head 235
come visit you when you 41
come where and when they 44
come where his wife was 50
come which all good men 59
come which one dare not 57
come within his reach and 94
come within its range and 63
come within its reach and 54
come within one mile and 45
coming apart for more than 50
coming hither may else get 58
coming months and years and 119
coming party two other men 55
coming rather low down set 109
coming under this heading are 216
coming within his view was 73
coming within this rule may 75
cook bacon and eggs and 50
cook bacon and eggs for 67
cook books and feed them 56
cool hands she tied his 64
cool water run over her 56
cool weather are even apt 40
copy under his hand and 55
copy which was made for 139
cord about her neck and 71
cord about his neck and 123
cord about two feet long 558
cord round her neck and 121
cord round his neck and 259
cord round his neck was 41
cord round its neck and 63
cord which has been cut 83
cord which was hanging him 84
corn dealer has ever yet 133
corn which had been cut 55
corn which they have not 63
corn which they sell for 40
cost about one cent per 135
cost every year more than 45
cost housing for those who 41
cost money and there was 45
cost money and time and 46
cost rather too much for 47
cost spain not more than 42
cost which was less than 51
cove which now bears his 114
cows which had been fed 140
crew could not find them 46
crew could not help but 72
crew would not think they 117
crop until his full and 59
crop yield per acre and 68
crop yield per unit area 172
crying aloud for help and 46
crying aloud for some one 57
cure anything that ails you 62
cure which was held out 83
cuts people off from things 43
cuts which are used for 46
