cable slipping down our big 46
could barely wait for her 70
could barely wait for him 66
could barely wait for his 55
could barely walk and had 85
could barely walk and was 104
could borrow your car for 41
could choose more than one 1273
could choose their own way 43
could choose when and how 46
could clearly make out her 89
could clearly make out his 71
could clearly make out its 47
could clearly make out now 46
could clearly make out that 213
could decide once and for 69
could decide what she was 50
could decide when and how 70
could deduce from this that 422
could depend upon her for 41
could depend upon him and 40
could depend upon him for 155
could depend upon his aid 133
could depend upon his new 44
could depend upon his own 53
could depend upon them for 110
could depend upon them with 64
could derive from his own 63
could derive from our own 45
could differ from him and 44
could double back his big 41
could effect more with him 71
could elicit from him was 69
could employ more than one 97
could employ more than two 45
could employ were too few 110
could escape from his own 94
could escape from sin and 49
could escape those who did 60
could expect from any man 49
could expect from him was 102
could expect from his own 77
could expect from them was 106
could expect nothing but death 163
could expect nothing but with 68
could extort from him any 55
could extort from him was 80
could fairly swear they had 56
could finish what she had 96
could finish what she was 199
could follow more than one 46
could follow their lead and 46
could follow what she was 44
could follow what was being 79
could follow what was going 158
could forget what she had 91
could forget what they had 47
could forget what was due 75
could glance past her cow 55
could handle more than one 365
could happen when she was 47
could happen when you are 69
could hardly back out now 79
could hardly come out and 47
could hardly cope with all 40
could hardly cope with his 52
could hardly cope with them 56
could hardly cope with this 47
could hardly deny that his 43
could hardly deny that she 69
could hardly deny that they 88
could hardly deny that this 50
could hardly drag one leg 127
could hardly ever get out 258
could hardly ever see her 99
could hardly fail but that 56
could hardly find any but 53
could hardly find her way 55
could hardly find his way 343
could hardly find its way 143
could hardly find our way 124
could hardly find way out 55
could hardly flop his wings 142
could hardly gasp out her 66
could hardly give thee any 42
could hardly have got her 51
could hardly have got off 111
could hardly have got out 48
could hardly have had any 1363
could hardly have had his 99
could hardly have had its 84
could hardly have had that 50
could hardly have had this 57
could hardly have led him 67
could hardly have met with 254
could hardly have put his 40
could hardly have put them 46
could hardly help but see 81
could hardly hold her head 192
could hardly hold his head 277
could hardly hold his own 133
could hardly hold his pen 133
could hardly hold its own 82
could hardly hold out any 50
could hardly hold out for 98
could hardly hold them all 89
could hardly hope for any 262
could hardly hope that any 42
could hardly hope that her 41
could hardly hope that his 122
could hardly keep her head 97
could hardly keep her seat 317
could hardly keep him out 112
could hardly keep his head 152
could hardly keep his own 57
could hardly keep his seat 1015
could hardly keep them out 46
could hardly know that she 44
could hardly leave his bed 44
could hardly lift her head 153
could hardly lift his arm 85
could hardly lift his head 166
could hardly love any one 50
could hardly make any way 60
could hardly make her out 117
could hardly make her way 127
could hardly make him hear 46
could hardly make him out 306
could hardly make his way 568
could hardly make its way 235
could hardly make our way 225
could hardly make out any 92
could hardly make out her 281
could hardly make out his 381
could hardly make out its 47
could hardly make out that 232
could hardly make out two 65
could hardly make out who 66
could hardly make them out 621
could hardly move and had 44
could hardly move and was 46
could hardly move her head 46
could hardly move his arm 64
could hardly move his head 93
could hardly move one leg 58
could hardly pull them out 54
could hardly push our way 88
could hardly sign his own 52
could hardly speak and was 62
could hardly speak for fear 53
could hardly speak for her 51
could hardly speak for his 107
could hardly speak for joy 120
could hardly take any but 124
could hardly take off her 54
could hardly take them all 59
could hardly tell her that 728
could hardly tell him she 108
could hardly tell him that 1114
could hardly tell how men 67
could hardly tell she was 90
could hardly tell that they 103
could hardly tell them that 140
could hardly tell who was 160
could hardly tell you how 87
could hardly thank him for 51
could hardly think her weak 91
could hardly think that this 41
could hardly turn her head 59
could hardly turn his head 121
could hardly wait for each 116
could hardly wait for her 1220
could hardly wait for him 957
could hardly wait for his 803
could hardly wait for its 106
could hardly wait for our 227
could hardly wait for that 346
could hardly wait for them 501
could hardly wait for this 196
could hardly wait for you 202
could hardly walk and had 145
could hardly walk and was 130
could ignore what was going 95
could manage more than one 84
could manage more than two 41
could manage there for one 129
could mention more than one 706
could muster more than two 59
could neither cook nor sew 43
could neither cope with nor 40
could neither feed them nor 49
could neither feel nor see 131
could neither find him nor 47
could neither find his way 41
could neither find nor hear 84
could neither find them nor 89
could neither have with them 86
could neither help him nor 42
could neither hold him nor 42
could neither live nor die 629
could neither live with him 56
could neither live with nor 190
could neither look out for 46
could neither make head nor 124
could neither make nor mar 116
could neither make war nor 130
could neither make way nor 105
could neither move nor cry 488
could neither move nor see 88
could neither play nor read 64
could neither ride nor lead 110
could neither sell nor buy 133
could neither sell them nor 128
could neither speak nor act 422
could neither speak nor cry 139
could neither speak nor hear 397
could neither speak nor read 655
could neither speak nor see 98
could neither stay with her 43
could neither stop him nor 48
could neither stop his ears 44
could neither tell her own 52
could neither think nor act 730
could neither think nor see 50
could neither vote for nor 46
could neither vote nor own 113
could neither wage war nor 74
could neither walk nor fly 44
could neither walk nor run 47
could neither walk nor sit 152
could neither work nor read 84
could object unto his own 53
could obtain from her was 158
could obtain from him was 796
could obtain from his own 89
could obtain from its own 62
could obtain from them but 46
could obtain from them was 205
could occupy more than one 94
could readily open his way 85
could readily throw men and 51
could realize what she was 123
could realize what was being 51
could realize what was going 98
could recall more than one 69
could recall nothing that had 46
could recall what she had 67
could recall what they had 54
could reckon when she was 110
could remain like this for 46
could remain only for two 79
could remain there all day 82
could report more than one 195
could report what they had 47
could result from any one 129
could result from its use 69
could return home with her 49
could return home with you 57
could safely make his way 53
could scarce find its way 56
could scarce free her with 78
could scarce keep him this 114
could scarce make his way 48
could scarce make its way 60
could scarce meet two men 45
could scarce talk with him 173
could secure high art and 48
could secure only one seat 53
could select more than one 878
could settle down and get 96
could settle down with her 54
could settle down with his 50
could settle once and for 101
could settle once for all 90
could simply reach out and 77
could sketch such things with 43
could snatch from his own 45
could strike from far off 46
could travel from one end 452
could vanish into thin air 232
court further held that any 42
court further held that this 123
cover little more than one 43
create enough jobs for all 87
create enough jobs for its 40
create images less than one 136
creep humbly into low and 50
cried wildly when she saw 50
crime result from this one 102
crowd gasped when they saw 44
crowd readily made way for 42
crowd readily making way for 69
crown fallen from his head 157
crown placed upon her head 52
crown placed upon his head 311
crown poised over her head 44
cubic inches less than that 82
cunning should tell them they 51
curve agrees well with that 43
