cage sings 46 call and 65
care all 70 care and 76
care and 360 care and 48
care and 42 care they 76
care for 137 care bit 184
care thou 44 care with 868
care with 203 care him 70
care they 115 care you 112
care him 290 care for 70
care you 42 care him 129
care and 50 care with 100
care and 68 care they 67
care had 68 caring they 70
cars than 40 case than 72
case than 50 case her 48
case his 71 case them 57
case cut 44 case and 112
case and 73 case than 42
case with 81 case and 104
case and 40 case and 156
case and 53 case for 44
case than 52 case for 46
case with 86 case than 40
case than 51 case than 76
case than 43 case and 53
case than 143 case than 112
case than 56 case and 48
case read 44 case than 121
case than 359 case than 156
case than 279 case and 41
case and 47 case and 122
case for 49 case that 41
case that 214 case and 57
case for 44 case that 136
case that 40 case and 49
case that 152 case that 96
case than 158 case was 43
case and 63 case and 76
case all 69 case and 61
case and 60 case and 78
case and 77 case was 100
case and 47 case and 63
case not 222 case and 63
case and 54 case one 40
case and 515 case that 43
case this 96 case was 90
case and 67 case two 51
case old 58 case for 41
case who 87 case who 60
case with 54 case with 46
case that 46 case who 164
case who 40 case who 51
case that 90 case things 44
case and 44 case than 46
case that 83 case was 79
case not 41 case not 42
case and 112 case for 69
case was 63 case was 47
case not 102 case not 48
case with 88 case him 105
case them 40 case with 262
case day 315 case get 45
case that 88 case for 69
case that 1685 case that 44
case that 99 case with 48
case that 1142 cash and 74
cash and 131 cash than 43
cash with 90 cash and 194
cash are 436 cash for 299
cash set 64 cash that 723
cash and 47 cast out 122
cast and 91 cast her 62
cast and 49 cast for 60
cast and 108 cast for 111
cast out 444 cats are 48
cave that 71 cease they 47
cease that 50 cease and 2105
cease are 156 cease but 201
cease for 208 cease not 47
cease six 100 cease with 1228
cease and 389 cease than 66
cease for 42 cease one 52
cease with 69 cease but 50
cease and 61 ceasing has 45
cell that 45 cell for 40
cell than 222 cell than 147
cell than 312 cell for 64
cell gap 131 cell being 53
cent and 93 cent and 59
cent for 53 cent than 89
cent and 225 cent for 88
cent per 138 cent was 69
cent and 57 cent are 51
cent and 59 cent not 151
cent and 160 cent net 125
cent pay 53 cent and 61
cent are 92 cent for 111
cent and 184 cent and 83
cent had 73 cent and 184
cent for 1845 cent tax 69
cent was 148 cent had 84
cent pay 48 cent are 62
cent and 83 cent for 48
cent was 71 cent for 44
cent and 89 cent for 102
cent had 207 cent and 54
cent and 98 cent are 48
cent are 90 cent had 44
cent are 49 cent are 224
cent for 139 cent and 43
cent had 137 cent with 363
cent any 67 cent than 48
cent and 199 cent for 61
cent than 128 cent than 163
cheat tax 1055 cheat tax 493
chin his 41 chop and 57
city fear 44 city and 40
city and 116 city and 53
city for 252 city than 45
city for 91 city than 93
city than 60 city than 161
city for 52 city and 95
city and 84 city and 124
city had 108 city was 415
city and 45 city and 62
city its 78 city and 80
city and 41 city its 43
city with 69 city for 45
clad with 60 clad for 392
clad and 79 clap its 126
clay than 49 clay and 41
clay for 44 clean and 223
clean and 68 clean and 99
clear that 60 clear that 191
clear and 40 clear are 45
clear that 69 clear that 281
clear that 182 clear that 131
clear and 53 clear with 77
clear you 91 clear not 45
clear and 52 clear them 49
clear was 54 clear that 116
clear that 218 clear that 96
clear that 113 clear that 172
clear that 200 clear that 109
clear him 221 clear them 56
clear you 47 clear who 50
clear they 96 clear this 243
clear all 67 clear and 226
clear any 113 clear each 128
clear his 249 clear its 81
clear one 217 clear our 68
clear she 105 clear that 180
clear they 1229 clear this 3565
clear that 141 clear that 203
clear and 67 clear that 54
clear that 44 clear for 327
clinging log 71 clinging and 51
clinging and 97 clinging with 129
clinging and 48 clinging and 172
clinging and 77 clinging and 44
cloth his 46 cloth with 186
cloth with 57 cloth with 42
cloth for 75 cloth that 51
cloth for 132 cloth his 57
club and 58 club men 52
clue and 52 clue and 96
clung that 660 clung and 75
clung and 123 clung for 48
clung and 118 clung with 69
clung all 43 coal than 45
coal than 84 coal than 43
coal for 58 coat than 48
coat for 50 coat and 486
coat for 69 coat had 114
coat that 834 coat was 177
coat with 88 coat and 58
coat her 42 code than 57
code than 67 code and 80
code for 44 code can 74
code for 47 coil than 102
coil than 68 coil his 135
coil one 43 coin use 40
coin and 40 cold than 159
cold than 48 cold than 42
cold than 62 come than 62
come who 46 come and 305
come day 64 come and 77
come and 43 come and 78
come and 61 come and 47
come and 44 come and 43
come and 309 come you 65
come they 43 come you 171
come him 40 come and 63
come man 58 come and 1950
come and 131 come and 211
come and 17135 come and 492
come than 41 come than 41
come that 50 come for 265
come them 394 come and 50
come and 263 come but 41
come who 72 come for 44
come and 206 come than 65
come and 54 come than 56
come and 63 come and 49
come for 266 come for 41
come for 74 come that 85
come for 49 come for 56
come and 69 come that 251
come and 43 come this 51
come any 79 come and 53
come with 206 come and 65
come with 49 come with 99
come and 56 come and 50
come with 101 come with 146
come all 45 come and 145
come than 261 come and 378
come that 284 come and 116
come that 52 come and 97
come and 80 come new 58
come that 244 come her 165
come his 419 come our 209
come them 40 come this 101
come they 67 come you 73
come near 112 come new 44
come him 68 come her 98
come him 41 come his 192
come our 197 come his 63
come her 47 come his 54
come them 199 come you 46
come for 41 come you 59
come than 47 come man 62
come our 40 come for 240
come with 93 come and 52
come and 83 come are 41
come any 53 come her 62
come and 118 come and 54
come with 68 come than 54
come they 87 come you 40
come them 51 come with 128
come them 43 come long 144
come our 71 come that 106
come they 91 come you 43
come him 81 come than 87
come his 67 come our 46
come they 179 come any 301
come being 46 come him 47
come his 132 come its 56
come our 57 come them 43
come them 162 come him 83
come put 41 come with 107
come for 60 come that 56
come and 41 come and 64
come and 47 come and 47
come and 59 come with 110
come and 49 come and 369
come for 269 come was 59
come with 274 come and 46
come that 45 come for 78
come with 67 come with 47
come with 172 come for 86
come with 61 come that 165
come and 49 come and 46
come and 50 come end 95
come with 45 come with 52
come and 282 come for 98
come who 41 come and 57
come and 107 come that 195
come and 50 come for 106
come with 55 come and 179
come this 81 come with 92
come and 1118 come was 53
come with 379 come and 50
come and 11347 come they 101
come with 67 come and 55
come and 131 come with 91
come and 69 come for 47
come and 146 come for 86
come with 120 come who 46
come for 87 come and 105
come and 47 come and 41
come and 47 come and 59
come that 339 come and 791
come for 441 come with 156
come and 277 come with 114
come and 212 come for 45
come and 5466 come now 94
come yet 118 come you 113
come and 82 come and 1818
come her 93 come him 210
come them 82 come with 43
come you 43 come and 81
come for 45 come with 52
come for 44 come out 69
come than 51 come than 70
come and 43 coming and 62
coming and 46 coming and 58
coming and 69 coming and 91
coming and 53 coming and 59
coming than 70 coming than 88
coming and 43 coming for 129
coming with 42 coming than 70
coming than 57 coming with 243
coming and 54 coming and 51
coming him 79 coming her 49
coming his 94 coming our 47
coming her 64 coming them 55
coming our 91 coming any 61
coming her 44 coming and 78
coming for 57 coming was 48
coming and 87 coming with 102
coming and 240 coming and 85
coming for 77 coming and 42
coming they 47 coming and 42
coming for 71 coming and 52
coming and 44 coming her 116
coming him 611 coming them 199
coming and 434 coming her 157
coming him 213 coming them 158
coming with 70 coming you 92
coming was 59 cons are 41
cook than 40 cook heat 159
cool going 40 cope with 42
cope with 43 cope with 109
copy being 59 copy and 120
copy with 61 copy and 85
copy has 42 copy and 256
copy has 51 copy with 548
copy and 149 copy may 49
copy with 55 copy and 567
copy with 253 copy and 42
copy and 44 copy and 43
copy was 53 copy was 90
copy was 46 copy tax 77
copy and 483 copy for 131
copy has 69 copy was 44
copy with 80 copy key 372
copy and 144 copy for 71
copy with 46 copy and 595
copy for 113 copy with 330
copy and 44 copy and 226
cord than 44 core than 77
core than 50 core than 135
core each 46 core and 66
corn not 41 corn are 50
cost that 82 cost and 153
cost than 459 cost and 41
cost for 149 cost than 757
cost than 63 cost than 59
cost and 42 cost and 86
cost and 69 cost and 67
cost and 53 cost and 52
cost and 49 cost and 222
cost than 41 cost and 115
cost for 44 cost than 121
cost its 55 cost not 108
cost and 74 cost with 50
cost any 62 cost and 42
cost they 41 cost and 143
cost and 101 cost had 73
cost was 192 cost and 74
cost and 57 cost and 48
cost and 62 cost and 68
cost and 63 cost and 49
cost and 111 cost and 42
cost and 48 cost and 101
cost was 82 cost was 110
cost was 40 cost does 43
cost was 54 cost and 41
cost and 54 cost and 70
cost his 50 cost her 49
cost and 97 cost per 75
cost they 101 cost you 133
cream and 55 crew and 56
crew men 62 crop than 98
crop than 61 crop that 64
crying that 63 crying for 49
cups and 41 cups out 219
cure and 40 curl her 47
curl her 66 cuts and 328
cuts and 114 cuts out 80
