cables as if they really 40
clasping it in both hands 45
clasping it in his hands 66
clasping it to her bosom 132
clasping it to her breast 205
clasping it to her chest 48
clasping it to his bosom 64
clasping it to his breast 117
clasping it to his chest 63
clasping me to her breast 51
clasps it to her bosom 161
clasps it to her breast 179
clasps it to his bosom 108
clause as it now stood 142
clause as it then stood 47
clause in an act which 49
clause in the act which 911
clause in the law which 253
clause in the new state 51
clause in the new treaty 131
clause in the oath which 47
clause is the one which 77
clause of the act under 45
clause of the act which 522
clause of the jay treaty 40
clause of the law which 145
clause of the new treaty 69
clause of the oath which 56
clawed at the arm holding 76
cleanup of an oil spill 53
cleared at the new owner 47
cleared in the dry season 44
cleared up at this point 142
cleared up at this stage 45
cleared up in this world 40
cleared up on both sides 84
clearer if at this point 56
clearer to me now after 61
clearer to me than anything 54
clearly as he has shown 52
clearly as if she could 56
clearly as if she stood 189
clearly as if they stood 70
clearly by the eye while 65
clearly in as few words 57
clearly in no fit state 53
clearly in the dim light 713
clergy in the new world 90
clergy to the new order 50
clergy up to this period 48
clever if he can drive 67
clever in the way yours 48
clicking on the new layer 504
clicking the up one level 321
cliffs of the east coast 113
cliffs on the east coast 149
cliffs on the east shore 41
cliffs on the two sides 46
climax of the poem comes 100
climax of the sad story 215
climax of the song comes 48
climbing on the old table 44
climbing to the top floor 114
climbing to the top where 47
clinking of the ice cubes 42
clocks as the men filed 41
closed as if his nerve 105
closed as if she could 148
closed as if they would 53
closed as it had begun 191
closed as of this writing 102
closed at the top until 41
closed by the long files 53
closed in on all sides 1851
closed in on both sides 727
closed in on her again 183
closed in on him again 283
closed in on him until 54
closed in on them again 118
closed in on two sides 119
closed in the way above 44
closed in the wet season 52
closed so no one could 70
closed up in bad weather 500
closed up on all sides 100
closed up on both sides 65
closer he or she comes 58
closer in the dim light 97
closer in to his throat 133
closer is he than breathing 165
closer so we can watch 68
closer to it than anything 115
closer to it than others 366
closer to me and asked 212
closer to me and began 202
closer to me and leaned 43
closer to me and spoke 180
closer to me than anything 135
closer to me than breathing 76
closer to me than others 121
closer to me than usual 44
closer to the area under 50
closer to the area where 458
closer to the bed until 44
closer to the bed where 199
closer to the big house 51
closer to the east coast 368
closer to the east river 54
closer to the end point 75
closer to the end users 235
closer to the eye until 220
closer to the far shore 42
closer to the hip joint 55
closer to the mean score 111
closer to the mean value 428
closer to the new world 248
closer to the ohio river 112
closer to the old chief 57
closer to the old woman 532
closer to the old world 105
closer to the one found 51
closer to the one given 52
closer to the one which 117
closer to the real action 55
closer to the real facts 206
closer to the real issue 251
closer to the real lives 40
closer to the real needs 426
closer to the real reason 248
closer to the real state 40
closer to the real value 468
closer to the real world 3041
closer to the red river 43
closer to the set point 118
closer to the top right 42
closer to the two women 179
closer to the way human 44
closer to the way people 376
closer to us than anything 64
closer to us than breathing 654
closer to us than either 46
closer to us than others 500
closer up to its place 106
closes in on both sides 55
closet on the top floor 89
closet on the top shelf 105
clothed me in this place 41
clothes as he had thrown 42
clothes by an old witch 44
clothes in an old trunk 58
clothes in the dim light 83
clothes in the icy water 41
clothes of an old woman 48
clothes of the two sexes 82
clothes on the big table 123
clothes so no one would 41
clouding of the air cells 54
clouds in the sky above 705
clouds in the sky today 158
clouds in the sky until 104
clouds in the sky which 317
clouds is the sun still 645
clouds of the two atoms 151
cloven by it and carry 59
clumping of the red blood 603
clumping of the red cells 680
coasts of the new world 1838
coasts of the old world 775
coasts of the two oceans 66
coaxed as if she really 45
coexist in the real world 138
coffee in the hot water 73
coffee in the new world 45
coffee on the end table 92
coffee on the gas stove 64
coffee on the hot plate 132
coffee on the low table 106
coffee on the oil stove 79
coffee or tea with sugar 190
coffee to be got about 83
coffer as he was hunting 44
coffin as it was borne 176
coffin as it was taken 66
coffin in the dim light 80
coffin of my own father 52
cohort is an age group 48
coiled as he had first 41
coiled up in his robes 48
coldly at the new court 187
collar of the old woman 81
colony in the new world 12700
colony in the red river 198
colony of the new world 175
colony of the old world 41
colony on the east coast 362
colony on the ohio river 58
colony on the red river 956
colony to the new world 128
coloring of the two sexes 77
coloring to the hot water 43
colors in the dim light 59
colors in the real world 69
colors in the two tubes 73
colors of sea and shore 56
colors of the new morning 44
colors of the real world 142
colors on the two sides 90
column at the far right 1307
column in the new table 67
column in the tax table 118
column is the one which 58
column of the new table 79
column of the old guard 340
column of the rear guard 125
column of the tax table 160
column of the top panel 49
column on the far right 2216
column to the far right 879
combat as he was sailing 44
combed by an old woman 62
comedy of the real world 59
comedy up to this point 52
comers to the new world 90
commit us on that point 49
commit us to all sorts 42
common as it has since 84
common as it was fifty 41
common as we get older 94
common by the two atoms 70
common in an art which 40
common in the age group 449
common in the area today 115
common in the area under 48
common in the area where 144
common in the art world 142
common in the bad lands 114
common in the dry parts 45
common in the dry season 216
common in the hot season 66
common in the hot weather 52
common in the icu setting 40
common in the long bones 179
common in the low lands 61
common in the new guinea 89
common in the new kingdom 164
common in the new world 957
common in the ohio river 61
common in the old kingdom 159
common in the old world 1124
common in the pet trade 81
common in the real world 1419
common in the red river 120
common in the two cases 86
common in the two sexes 283
common in the usa where 57
common in the wet season 129
common is it for people 111
common it is for names 148
common it is for people 239
common it is for women 75
common of the two forms 166
common of the two kinds 46
common of the two types 364
common on the east coast 1663
common on the mud flats 57
common thing in this world 62
common thing to hear people 186
common thing to see people 75
common thing to see women 58
common to it with every 63
common to it with others 99
common to me with others 89
common to the age group 74
common to the new world 183
common to the old world 569
common to the things which 63
common to the two books 113
common to the two cases 933
common to the two cells 67
common to the two coils 62
common to the two cones 53
common to the two discs 40
common to the two faces 44
common to the two faiths 52
common to the two files 73
common to the two first 127
common to the two forms 208
common to the two given 115
common to the two input 53
common to the two kinds 141
common to the two lines 347
common to the two lists 455
common to the two loops 71
common to the two major 54
common to the two parts 197
common to the two plays 304
common to the two races 124
common to the two rooms 46
common to the two sexes 711
common to the two sides 278
common to the two sites 61
common to the two tasks 68
common to the two terms 205
common to the two tests 133
common to the two texts 226
common to the two types 466
common to the two views 49
common to the two words 62
common to the two works 253
common to the two zones 84
common to us all makes 46
common to us and beasts 79
common to us with beasts 107
common to us with brute 374
common to us with others 75
compel me to use force 395
compel us to use force 45
conceal it in his bosom 73
concur in an act which 83
concur in the one event 353
convey it to all parts 142
convey it to his people 47
convey it to san domingo 83
convey to the lay reader 60
cooked by an old woman 45
cooked in the hot ashes 156
cooked on an oil stove 118
cooked on the gas stove 49
cooled by an air blast 381
cooled by an air stream 229
cooled by the air flowing 61
cooled by the air passing 82
cooled by the air stream 102
cooled by the air which 64
cooled in an air blast 165
cooled in an ice water 372
cooled in the air after 42
cooled to the dew point 619
