can an apprentice or servant 56
can be configured to execute 167
can be configured to forward 510
can be configured to function 148
can be configured to improve 56
can be configured to include 212
can be configured to increase 47
can be configured to monitor 258
can be configured to operate 899
can be configured to perform 851
can be configured to prevent 170
can be configured to process 72
can be configured to produce 298
can be configured to protect 60
can be configured to provide 1419
can be configured to receive 195
can be configured to reflect 67
can be configured to request 89
can be configured to require 271
can be configured to respond 191
can be configured to specify 78
can be configured to support 1257
can be configured to trigger 96
can be configured to utilize 54
can be considered an addition 108
can be considered an adjunct 81
can be considered an advance 111
can be considered an aesthetic 44
can be considered an attempt 480
can be considered an average 320
can be considered an element 504
can be considered an example 1343
can be considered an exchange 132
can be considered an expense 70
can be considered an extreme 653
can be considered an illness 70
can be considered an inertial 122
can be considered an insider 43
can be considered an invasion 95
can be considered an official 44
can be considered an optimal 65
can be considered an optimum 49
can be considered an optional 50
can be considered an organic 42
can be considered an outcome 89
can be considered an outlier 177
can be considered an overall 46
can be considered as affecting 115
can be considered as affording 57
can be considered as amounting 48
can be considered as analogs 60
can be considered as answering 52
can be considered as answers 44
can be considered as applied 107
can be considered as aspects 105
can be considered as average 173
can be considered as beginning 266
can be considered as broadly 53
can be considered as capable 128
can be considered as capital 132
can be considered as central 90
can be considered as certain 295
can be considered as closely 90
can be considered as competing 84
can be considered as complex 288
can be considered as control 120
can be considered as correct 198
can be considered as criteria 52
can be considered as current 55
can be considered as defined 203
can be considered as depending 73
can be considered as derived 813
can be considered as deserving 46
can be considered as devices 48
can be considered as differing 48
can be considered as divided 189
can be considered as dynamic 91
can be considered as effects 44
can be considered as elastic 103
can be considered as emanating 48
can be considered as embodying 61
can be considered as endowed 41
can be considered as equally 152
can be considered as exactly 46
can be considered as extending 105
can be considered as extreme 116
can be considered as factors 153
can be considered as familiar 69
can be considered as feasible 51
can be considered as features 54
can be considered as fertile 44
can be considered as finally 173
can be considered as following 123
can be considered as follows 998
can be considered as foreign 47
can be considered as function 59
can be considered as gaussian 43
can be considered as general 547
can be considered as generic 61
can be considered as genuine 193
can be considered as governing 51
can be considered as including 84
can be considered as increasing 88
can be considered as inferior 45
can be considered as involving 277
can be considered as language 52
can be considered as largely 149
can be considered as legally 93
can be considered as limited 113
can be considered as locally 67
can be considered as located 80
can be considered as logical 64
can be considered as markers 72
can be considered as material 173
can be considered as meaningful 63
can be considered as measures 164
can be considered as members 284
can be considered as minimal 63
can be considered as minimum 138
can be considered as modifying 51
can be considered as national 71
can be considered as natural 723
can be considered as neutral 99
can be considered as numbers 45
can be considered as objects 167
can be considered as occupying 118
can be considered as occurring 373
can be considered as operating 185
can be considered as optimal 131
can be considered as ordered 72
can be considered as organic 59
can be considered as outside 40
can be considered as passive 94
can be considered as payment 82
can be considered as peculiar 82
can be considered as perfect 192
can be considered as periodic 64
can be considered as pledged 45
can be considered as present 61
can be considered as primary 730
can be considered as private 58
can be considered as producing 232
can be considered as promising 195
can be considered as providing 611
can be considered as proxies 44
can be considered as rational 81
can be considered as receiving 86
can be considered as reduced 124
can be considered as referring 106
can be considered as regular 78
can be considered as related 548
can be considered as reliable 481
can be considered as remaining 116
can be considered as replacing 63
can be considered as requiring 65
can be considered as resulting 592
can be considered as results 46
can be considered as roughly 195
can be considered as samples 106
can be considered as sections 47
can be considered as service 43
can be considered as settled 471
can be considered as several 64
can be considered as similar 440
can be considered as socially 55
can be considered as sources 229
can be considered as spheres 43
can be considered as strongly 60
can be considered as subject 116
can be considered as subsets 49
can be considered as suffering 52
can be considered as superior 97
can be considered as support 43
can be considered as surface 88
can be considered as symbols 45
can be considered as systems 178
can be considered as totally 84
can be considered as traveling 42
can be considered as typical 1057
can be considered as uniform 632
can be considered as variable 81
can be considered as variants 151
can be considered as vectors 139
can be considered as virtual 62
can be considered as written 48
can be considered at leisure 57
can be considered at present 160
can be considered at several 159
can be considered by analogy 73
can be considered by comparing 79
can be considered by examining 151
can be considered by including 42
can be considered in addition 133
can be considered in advance 94
can be considered in assessing 108
can be considered in certain 152
can be considered in computing 41
can be considered in context 51
can be considered in designing 58
can be considered in exactly 52
can be considered in general 396
can be considered in relation 2045
can be considered in respect 65
can be considered in selecting 84
can be considered in several 361
can be considered in similar 51
can be considered of general 43
can be considered on several 94
can be considered the average 248
can be considered the beginning 1258
can be considered the biggest 44
can be considered the central 224
can be considered the classic 65
can be considered the closest 52
can be considered the correct 46
can be considered the current 59
can be considered the default 55
can be considered the earliest 244
can be considered the epitome 64
can be considered the essence 120
can be considered the extreme 92
can be considered the founder 413
can be considered the general 221
can be considered the greatest 210
can be considered the highest 149
can be considered the inverse 93
can be considered the largest 99
can be considered the logical 77
can be considered the maximum 179
can be considered the minimum 422
can be considered the national 58
can be considered the natural 257
can be considered the official 239
can be considered the optimal 66
can be considered the optimum 53
can be considered the outcome 106
can be considered the pioneers 62
can be considered the present 142
can be considered the primary 999
can be considered the process 105
can be considered the product 624
can be considered the results 44
can be considered the reverse 247
can be considered the subject 149
can be considered the supreme 42
can be considered the typical 52
can be considered to account 97
can be considered to achieve 88
can be considered to address 59
can be considered to combine 49
can be considered to compete 42
can be considered to confirm 42
can be considered to conform 66
can be considered to consist 3726
can be considered to contain 810
can be considered to control 57
can be considered to decrease 59
can be considered to develop 43
can be considered to display 54
can be considered to embrace 65
can be considered to enhance 71
can be considered to exhibit 135
can be considered to explain 166
can be considered to express 188
can be considered to fulfill 51
can be considered to function 567
can be considered to improve 134
can be considered to include 880
can be considered to increase 204
can be considered to involve 541
can be considered to justify 50
can be considered to operate 356
can be considered to perform 165
can be considered to possess 447
can be considered to present 111
can be considered to prevent 86
can be considered to proceed 190
can be considered to produce 342
can be considered to promote 77
can be considered to provide 882
can be considered to reflect 1062
can be considered to replace 51
can be considered to require 64
can be considered to satisfy 83
can be considered to support 186
can be considered to undergo 94
can be contracted or relaxed 61
can be contracted to provide 64
can be contrasted as follows 150
can be controlled as desired 219
can be controlled as follows 86
can be controlled at several 55
can be controlled by addition 222
can be controlled by adjusting 3662
can be controlled by aspirin 41
can be controlled by assigning 84
can be controlled by balancing 40
can be controlled by careful 763
can be controlled by central 57
can be controlled by certain 135
can be controlled by combining 63
can be controlled by comparing 90
can be controlled by contact 49
can be controlled by control 153
can be controlled by counsel 76
can be controlled by current 41
can be controlled by decreasing 172
can be controlled by designing 89
can be controlled by dietary 421
can be controlled by digital 141
can be controlled by dilution 52
can be controlled by drenching 49
can be controlled by employing 137
can be controlled by factors 75
can be controlled by following 158
can be controlled by genetic 45
can be controlled by hormone 40
can be controlled by improving 101
can be controlled by including 125
can be controlled by increasing 532
can be controlled by injecting 145
can be controlled by inserting 254
can be controlled by insulin 71
can be controlled by isolating 43
can be controlled by measures 69
can be controlled by medical 197
can be controlled by modifying 369
can be controlled by natural 163
can be controlled by observing 78
can be controlled by operating 114
can be controlled by outside 41
can be controlled by periodic 111
can be controlled by producing 47
can be controlled by providing 329
can be controlled by radiation 73
can be controlled by regular 236
can be controlled by removal 70
can be controlled by repeated 170
can be controlled by replacing 51
can be controlled by requiring 101
can be controlled by rotation 72
can be controlled by selecting 637
can be controlled by several 436
can be controlled by signals 42
can be controlled by similar 47
can be controlled by supplying 78
can be controlled by surface 67
can be controlled by switching 76
can be controlled by tailoring 46
can be controlled by thorough 102
can be controlled by throttling 85
can be controlled by topical 61
can be controlled by utilizing 94
can be controlled by variable 40
can be controlled by variation 279
can be controlled by voltage 91
can be controlled in advance 46
can be controlled in relation 55
can be controlled in several 550
can be controlled is limited 54
can be controlled or altered 109
can be controlled or avoided 109
can be controlled or limited 154
can be controlled or managed 128
can be controlled or measured 120
can be controlled or reduced 459
can be controlled or removed 65
can be controlled or stopped 42
can be controlled to achieve 266
can be controlled to deliver 50
can be controlled to enhance 48
can be controlled to improve 71
can be controlled to increase 71
can be controlled to operate 47
can be controlled to perform 73
can be controlled to prevent 213
can be controlled to produce 873
can be controlled to provide 476
can be correlated as follows 81
can be correlated to certain 63
can be correlated to provide 61
can be criticized as follows 55
can be criticized in several 130
can be criticized on grounds 140
can be criticized on several 808
can be criticized on similar 103
can be cultivated by outward 42
can be cultivated to produce 74
can be customized by selecting 100
can be customized in several 58
can be customized to address 91
can be customized to contain 55
can be customized to deliver 44
can be customized to display 235
can be customized to include 403
can be customized to perform 81
can be customized to produce 49
can be customized to provide 256
can be customized to reflect 195
can be customized to support 119
can be decomposed as follows 1435
can be decomposed by bacteria 70
can be decomposed by fourier 111
can be decomposed in several 134
can be decomposed to produce 60
can be designated as follows 229
can be designated as primary 85
can be designated as typical 48
can be designated by numbers 47
can be designated in advance 54
can be designated to receive 43
can be determined as follows 11957
can be determined as function 62
can be determined at compile 977
can be determined at leisure 73
can be determined at present 919
can be determined at several 72
can be determined by accessing 51
can be determined by addition 151
can be determined by adjusting 314
can be determined by analogy 237
can be determined by analyzing 1871
can be determined by answering 199
can be determined by assessing 564
can be determined by assigning 187
can be determined by attaching 103
can be determined by averaging 357
can be determined by balancing 214
can be determined by beginning 40
can be determined by careful 735
can be determined by certain 170
can be determined by combining 958
can be determined by comparing 7564
can be determined by computing 1440
can be determined by contact 46
can be determined by context 81
can be determined by culture 50
can be determined by culturing 55
can be determined by current 64
can be determined by deducting 132
can be determined by density 133
can be determined by detecting 160
can be determined by digesting 53
can be determined by digital 61
can be determined by doppler 145
can be determined by dynamic 89
can be determined by elastic 53
can be determined by emission 343
can be determined by employing 351
can be determined by enclosing 45
can be determined by equation 1138
can be determined by examining 4886
can be determined by executing 62
can be determined by expanding 209
can be determined by exploring 58
can be determined by extending 289
can be determined by factoring 48
can be determined by factors 145
can be determined by filtering 67
can be determined by following 1106
can be determined by formula 250
can be determined by fourier 237
can be determined by general 73
can be determined by genetic 97
can be determined by geometry 56
can be determined by history 111
can be determined by imagining 81
can be determined by immersing 101
can be determined by including 131
can be determined by increasing 150
can be determined by injecting 362
can be determined by inserting 559
can be determined by inverting 122
can be determined by isolating 101
can be determined by isotope 86
can be determined by iterating 41
can be determined by listening 146
can be determined by logical 86
can be determined by medical 41
can be determined by modifying 89
can be determined by natural 46
can be determined by neutron 232
can be determined by numbers 45
can be determined by observing 3344
can be determined by obtaining 595
can be determined by operating 80
can be determined by optical 264
can be determined by oxidizing 60
can be determined by palpating 192
can be determined by periodic 84
can be determined by preparing 158
can be determined by present 63
can be determined by producing 47
can be determined by providing 43
can be determined by rational 44
can be determined by rearranging 288
can be determined by recalling 52
can be determined by recording 362
can be determined by referring 1009
can be determined by regarding 49
can be determined by repeated 436
can be determined by replacing 328
can be determined by requiring 322
can be determined by research 84
can be determined by resolving 149
can be determined by reversing 115
can be determined by reviewing 335
can be determined by rewriting 91
can be determined by routine 57
can be determined by selecting 393
can be determined by several 1391
can be determined by similar 155
can be determined by solution 145
can be determined by southern 56
can be determined by splitting 51
can be determined by statics 200
can be determined by studies 63
can be determined by surface 99
can be determined by surveying 81
can be determined by utilizing 363
can be determined by vaginal 55
can be determined by weighting 57
can be determined if desired 54
can be determined in addition 122
can be determined in advance 5527
can be determined in certain 57
can be determined in exactly 245
can be determined in general 351
can be determined in relation 853
can be determined in respect 50
can be determined in samples 55
can be determined in several 1802
can be determined in similar 127
can be determined in solution 68
can be determined is limited 301
can be determined or assumed 42
can be determined or defined 44
can be determined or measured 191
can be determined to achieve 58
can be determined to provide 132
can be determined to satisfy 87
can be diminished by careful 54
can be diminished by decreasing 88
can be diminished by increasing 354
can be diminished by providing 45
can be diminished by several 56
can be diminished or avoided 57
can be diminished or removed 59
can be discharged by contact 68
can be discharged by gravity 66
can be discharged by payment 40
can be discharged by photons 59
can be discounted in advance 59
can be discounted to present 63
can be discovered at present 113
can be discovered by analyzing 176
can be discovered by careful 273
can be discovered by comparing 293
can be discovered by examining 605
can be discovered by exploring 41
can be discovered by following 79
can be discovered by logical 44
can be discovered by natural 67
can be discovered by observing 248
can be discovered by patient 99
can be discovered by rational 90
can be discovered by referring 63
can be discovered by research 64
can be discovered by reviewing 40
can be discovered by science 129
can be discovered in advance 66
can be discovered in ancient 86
can be discovered in certain 63
can be discovered in relation 40
can be discovered in several 71
can be discovered or devised 53
can be discovered to account 202
can be discovered to explain 78
can be dishonored by similar 63
can be dissipated by radiation 90
can be documented as follows 42
can be documented by comparing 105
can be documented by examining 101
can be documented by observing 53
can be documented in several 178
can be downloaded or ordered 76
can be downloaded or printed 100
can be elaborated as follows 451
can be elaborated at leisure 44
can be elaborated in several 68
can be elaborated to account 43
can be elaborated to include 183
can be elaborated to provide 43
can be eliminated as follows 212
can be eliminated by acquiring 57
can be eliminated by addition 168
can be eliminated by adjusting 296
can be eliminated by analyzing 41
can be eliminated by assigning 77
can be eliminated by attaching 76
can be eliminated by averaging 150
can be eliminated by careful 697
can be eliminated by certain 45
can be eliminated by combining 366
can be eliminated by comparing 163
can be eliminated by computing 51
can be eliminated by correct 63
can be eliminated by decreasing 125
can be eliminated by designing 131
can be eliminated by dilution 82
can be eliminated by employing 350
can be eliminated by enclosing 46
can be eliminated by examining 62
can be eliminated by excluding 46
can be eliminated by expanding 41
can be eliminated by extending 105
can be eliminated by filtering 139
can be eliminated by following 243
can be eliminated by immersing 63
can be eliminated by improving 107
can be eliminated by including 245
can be eliminated by increasing 629
can be eliminated by injecting 65
can be eliminated by inserting 286
can be eliminated by investing 40
can be eliminated by modifying 199
can be eliminated by observing 98
can be eliminated by obtaining 92
can be eliminated by operating 157
can be eliminated by oxidizing 43
can be eliminated by preparing 46
can be eliminated by providing 545
can be eliminated by rearranging 43
can be eliminated by recording 41
can be eliminated by referring 42
can be eliminated by removal 78
can be eliminated by repeated 128
can be eliminated by replacing 536
can be eliminated by requiring 150
can be eliminated by reversing 106
can be eliminated by rewriting 43
can be eliminated by screening 49
can be eliminated by selecting 275
can be eliminated by several 71
can be eliminated by supplying 53
can be eliminated by switching 86
can be eliminated by thorough 72
can be eliminated by utilizing 156
can be eliminated if desired 80
can be eliminated in advance 64
can be eliminated in certain 64
can be eliminated in several 122
can be eliminated or altered 51
can be eliminated or avoided 110
can be eliminated or reduced 4371
can be eliminated to produce 61
can be eliminated to provide 55
can be elucidated as follows 306
can be elucidated by comparing 124
can be elucidated by examining 95
can be emphasized by comparing 74
can be encouraged by increasing 71
can be encouraged by parents 43
can be encouraged by providing 312
can be encouraged in several 96
can be encouraged to achieve 70
can be encouraged to analyze 41
can be encouraged to attempt 57
can be encouraged to believe 91
can be encouraged to collect 117
can be encouraged to compare 91
can be encouraged to compete 68
can be encouraged to conduct 51
can be encouraged to consume 42
can be encouraged to develop 1344
can be encouraged to discuss 425
can be encouraged to examine 170
can be encouraged to explain 54
can be encouraged to explore 475
can be encouraged to express 435
can be encouraged to imagine 76
can be encouraged to imitate 49
can be encouraged to improve 134
can be encouraged to include 128
can be encouraged to increase 186
can be encouraged to initiate 50
can be encouraged to monitor 57
can be encouraged to observe 131
can be encouraged to perform 149
can be encouraged to predict 48
can be encouraged to prepare 99
can be encouraged to present 104
can be encouraged to produce 211
can be encouraged to promote 50
can be encouraged to provide 330
can be encouraged to question 64
can be encouraged to reflect 223
can be encouraged to respond 216
can be encouraged to suggest 76
can be encouraged to support 159
can be encouraged to utilize 58
can be enumerated as follows 1927
can be epitomized as follows 132
can be evaporated to dryness 883
can be explicated as follows 256
can be expressions of respect 64
can be fabricated by combining 48
can be fabricated by several 64
can be fabricated in several 66
can be fabricated in silicon 122
can be fabricated on silicon 49
can be fabricated to provide 60
can be factorized as follows 154
can be formalized as follows 2077
can be formalized by requiring 40
can be formalized in several 42
can be formulated as following 85
can be formulated as follows 19558
can be formulated as general 58
can be formulated as integer 181
can be formulated as subject 112
can be formulated at present 67
can be formulated by analogy 44
can be formulated by combining 127
can be formulated by examining 42
can be formulated by following 43
can be formulated if congress 50
can be formulated in advance 165
can be formulated in exactly 56
can be formulated in general 539
can be formulated in language 74
can be formulated in natural 43
can be formulated in precise 76
can be formulated in relation 142
can be formulated in several 370
can be formulated to account 157
can be formulated to achieve 68
can be formulated to address 62
can be formulated to contain 68
can be formulated to explain 186
can be formulated to express 59
can be formulated to include 134
can be formulated to predict 71
can be formulated to produce 150
can be formulated to provide 285
can be formulated to support 59
can be guaranteed in advance 195
can be guaranteed to contain 54
can be guaranteed to produce 329
can be guaranteed to provide 110
can be guaranteed to succeed 74
can be heightened by increasing 69
can be heightened or lowered 49
can be hydrolyzed by enzymes 88
can be hydrolyzed to glucose 329
can be hydrolyzed to produce 86
can be identified as affecting 76
can be identified as african 41
can be identified as central 195
can be identified as devoted 112
can be identified as factors 78
can be identified as follows 3283
can be identified as genuine 48
can be identified as involving 58
can be identified as members 340
can be identified as occurring 136
can be identified as operating 109
can be identified as present 83
can be identified as primary 104
can be identified as producing 47
can be identified as providing 78
can be identified as referring 47
can be identified as related 180
can be identified as resulting 114
can be identified as similar 73
can be identified as sources 88
can be identified as targets 41
can be identified as typical 134
can be identified at autopsy 105
can be identified at present 268
can be identified at several 88
can be identified by analogy 42
can be identified by analyzing 439
can be identified by answering 71
can be identified by assessing 92
can be identified by assigning 51
can be identified by careful 380
can be identified by certain 433
can be identified by combining 105
can be identified by comparing 1595
can be identified by computing 98
can be identified by culture 165
can be identified by detecting 94
can be identified by doppler 44
can be identified by employing 62
can be identified by examining 1237
can be identified by experts 60
can be identified by exploring 46
can be identified by following 196
can be identified by genetic 125
can be identified by history 78
can be identified by injecting 99
can be identified by inserting 40
can be identified by isolating 71
can be identified by listening 59
can be identified by location 59
can be identified by numbers 90
can be identified by observing 674
can be identified by obtaining 59
can be identified by optical 61
can be identified by palpating 96
can be identified by recording 71
can be identified by referring 357
can be identified by reviewing 166
can be identified by routine 72
can be identified by screening 200
can be identified by selecting 101
can be identified by several 341
can be identified by similar 62
can be identified by southern 81
can be identified by surface 60
can be identified by verifying 60
can be identified in addition 87
can be identified in advance 2351
can be identified in ancient 54
can be identified in certain 184
can be identified in culture 52
can be identified in current 76
can be identified in figures 49
can be identified in general 138
can be identified in history 59
can be identified in infancy 52
can be identified in relation 676
can be identified in respect 60
can be identified in sections 145
can be identified in several 601
can be identified in stained 119
can be identified in tissues 78
can be identified in western 46
can be identified on routine 47
can be identified on several 53
can be identified or defined 67
can be identified or located 63
can be identified or measured 58
can be identified to account 142
can be identified to explain 248
can be identified to improve 51
can be identified to justify 52
can be identified to provide 84
can be identified to species 424
can be identified to support 95
can be impossible to achieve 67
can be impossible to predict 85
can be inaccurate or misleading 88
can be indicative of several 41
can be influenced by adjusting 63
can be influenced by beliefs 40
can be influenced by certain 323
can be influenced by climate 47
can be influenced by context 67
can be influenced by control 55
can be influenced by culture 114
can be influenced by current 54
can be influenced by dietary 190
can be influenced by emotions 59
can be influenced by extreme 47
can be influenced by factors 1350
can be influenced by general 61
can be influenced by genetic 166
can be influenced by increasing 64
can be influenced by marketing 103
can be influenced by material 41
can be influenced by medical 49
can be influenced by modifying 65
can be influenced by motives 64
can be influenced by national 84
can be influenced by natural 69
can be influenced by outside 196
can be influenced by parents 45
can be influenced by previous 108
can be influenced by providing 60
can be influenced by rational 41
can be influenced by reactions 48
can be influenced by selecting 43
can be influenced by several 1132
can be influenced by stimuli 140
can be influenced by surface 89
can be influenced by teachers 47
can be influenced by variation 70
can be influenced in several 120
can be influential in promoting 58
can be initialized as follows 78
can be initialized by assigning 44
can be instituted in respect 44
can be instituted to control 55
can be instituted to correct 89
can be instituted to improve 61
can be instituted to prevent 278
can be instituted to protect 47
can be instituted to provide 58
can be instructed to collect 51
can be instructed to display 46
can be instructed to execute 49
can be instructed to monitor 53
can be instructed to perform 444
can be instructed to produce 113
can be instructed to provide 62
can be instructed to respond 52
can be integrated as follows 365
can be integrated in several 62
can be integrated to achieve 114
can be integrated to develop 65
can be integrated to improve 85
can be integrated to produce 368
can be integrated to provide 650
can be integrated to support 81
can be introduced as desired 59
can be introduced as follows 564
can be introduced at several 79
can be introduced by combining 49
can be introduced by comparing 47
can be introduced by including 87
can be introduced by inserting 69
