calf we were fattening and 47
cost of poor quality was 80
cost of such buildings and 44
cost of such material and 47
cost of such pensions and 84
cost of such removal and 253
cost of such repairs and 383
cost of such repairs may 47
cost of such repairs was 48
cost of such service and 79
cost of such service was 44
cost of such systems and 51
cost of such systems has 53
cost of their erection and 55
cost of their erection was 40
cost of their passage and 136
cost of their passage out 57
cost of their passage was 51
cost of their product and 61
cost of these buildings and 53
cost of these buildings was 178
cost of these devices and 61
cost of these imports was 49
cost of these measures was 107
cost of these repairs and 50
cost of these repairs was 90
cost of these schemes was 53
cost of these schools was 52
cost of these systems and 45
cost of these systems can 43
cost of these systems has 64
cost of three dollars and 156
cost of three dollars each 44
cost of three dollars per 134
cost of three hundred and 272
cost of three shillings and 111
cost of weed control and 123
cost of weed control with 48
cost of work carried out 116
cost or risk prevent any 74
cost so much treasure and 104
cost so much trouble and 100
cost the poor creature his 42
cost us more trouble than 40
cost us three hundred and 41
crew of daring fellows set 108
crew of five hundred and 90
crew of five hundred men 139
crew of four hundred and 268
crew of four hundred men 155
crew of nine hundred men 42
crew of three hundred and 516
crew of three hundred men 367
crop in north america and 70
crop is much smaller than 52
crop is well adapted for 43
crying in their despair that 76
crying to great britain for 71
cues in rape victims with 62
cues on reading fluency and 79
curb the wild emotions that 126
cure of their diseases and 54
cure the sick animals and 52
cuts in their budgets and 41
