cable sheath should be checked 55
could well afford to finance 61
could well afford to increase 55
could well afford to indulge 158
could well afford to neglect 50
could well afford to provide 210
could well afford to support 201
could well become the greatest 41
could well become the subject 97
could well follow the example 63
could wish changed or amended 60
could wish myself at liberty 54
court must advise the parties 49
court must decide the dispute 57
court must decide the question 97
court must follow the decision 44
court must inform the parties 95
court must strike the witness 76
court were created by britain 44
court will accept the decision 50
court will decide the question 189
court will decree an account 48
court will direct an inquiry 61
court will expect the parties 71
court will refuse to enforce 453
court will review the decision 46
cover crop should be planted 58
cover loss damage or expense 1182
cover three francs of railway 104
cover vast tracts of country 57
cover when charging the battery 85
cover wide tracts of country 41
craft gets amidst the billows 61
crawl like snakes or shuffle 99
create high levels of anxiety 107
create such scenes in fantasy 46
crept back through the crevice 54
crews from around the country 60
crews were awaiting the arrival 59
crews were forced to abandon 41
crews were killed or wounded 104
crier went through the streets 311
crier went through the village 66
cries fled through the village 51
cries roll through the streets 70
crime bill passed by congress 102
cross over through the country 41
crowd very active in examining 59
crowd were pleased to indulge 64
crown will become the funeral 79
cubic feet should be allowed 149
curve cuts through the average 87
curving beach fronting the southeast 50
cutting their places of worship 48
cysts pass through the stomach 155
