cackling and flapping their wings 44
closed with rubber tubing and 52
closer and closer into her 53
closer and closer into his 72
closer and closer ties with 180
closer and closer till they 120
closer and closer union with 318
closer and closer upon him 85
closer and closer upon his 48
closer and closer upon our 40
closer and closer upon them 69
closer and looked into her 139
closer and looked into his 54
closer and peered into his 41
closer you looked into them 86
clothed with wisdom from head 82
clothes and changed into them 49
clothes and jumped into bed 120
clothes and loaded down with 40
clothes and passed over all 47
clothes had caught fire and 46
clothes that looked like they 247
clouds had broken away and 43
clouds had cleared away and 149
clouds had passed over and 56
clouds had rolled away and 151
clouds that loured upon our 105
coatings are widely used for 140
coffee and brandy were being 48
coffee and pushed back his 75
coffin was placed upon them 49
coffin was placed upon two 46
collar and pulled down his 171
collar them little rags and 48
colony was little more than 151
colony was twenty years old 41
colors are daubed upon his 175
column and spinal cord are 79
combat was little more than 45
combed and rolled till they 160
comets with periods less than 90
commit any felony other than 47
commit any felony upon him 59
commit him without asking any 57
commit that insult upon him 61
common law courts have not 67
common law courts held that 236
common law courts were not 155
common law courts will not 62
comply with existing laws and 110
comply with various laws and 61
conceal her feelings from her 102
conceal her feelings from him 42
conceal her misery from him 73
conceal his feelings from his 148
confer this degree upon you 50
convey him safely into that 55
copied and pasted from one 89
copies each packet into its 43
cordial was poured down his 40
corner and seemed very ill 53
corner she looked back and 44
corner two blocks away and 45
corpse with little more than 46
cortex and spinal cord are 49
cotton and cotton seed and 48
cotton and cotton seed are 40
cotton and cotton yarn and 51
cotton and woolen cloth and 178
cotton and woolen cloth for 87
counts for little more than 124
couple and wounding their two 47
couple who looked like they 92
couple who realize these things 48
course goes without saying that 581
course had already been set 89
course had served till now 58
course our fathers have run 255
course she paused from her 46
course than bright eyes and 57
course that changed when they 50
course that serves only one 41
course they should take with 89
course this excess will not 51
course was forced upon them 44
course was little more than 76
course was washed down with 46
course you already knew that 98
course you already know that 412
coursing one another down its 52
courts are already dealing with 43
courts are becoming more and 96
covering but little more than 45
covering his entire body and 53
covering his entire body with 53
cowboy hat pulled down low 51
crafty may impose upon them 155
craved and yearned over them 272
crazed and broken body that 49
created and called into being 67
created for reasons other than 102
creation was called into being 90
credit and market risk and 42
credit and reduce your tax 128
credit for little more than 63
credit for something more than 104
credit than anyone else for 94
creeps and chills when you 40
crisis was becoming more and 52
critic who should tell him 96
cruise that lasted less than 43
curious and striking fact that 108
cursed and kicked away his 54
cursor that appears when you 56
curves that record their own 40
custom and fashion upon our 46
custom had always been for 59
custom had always been that 128
custom has almost died out 146
custom has always been for 47
custom has always been that 110
