calf having been maimed lay 42
came there from antioch and 47
came upon some indians who 42
canoe came from niagara with 52
card from your camera and 92
card from your pocket and 48
card into tiny pieces and 40
care from their mothers and 97
care very much indeed for 83
care very much whether his 101
care very much whether she 207
care very much whether they 222
care very much whether you 314
care were more likely than 79
care what your feelings are 45
care what your orders are 41
care what your reasons are 201
care when some exciting things 61
cars have been fitted with 111
cars were also fitted with 68
case have been worked out 105
case having been argued and 66
case their best powers are 65
case were laid before him 40
cast away their weapons and 92
cast down their colors and 469
cast down their weapons and 84
cast from such clouds are 49
cast their eyes around for 59
cast their eyes around them 101
cast their eyes behind them 56
cast your eyes around you 116
cease till lord nelson can 104
cent came from europe and 68
chew their food before they 109
chew your food slowly and 59
city grew ever taller and 42
city went into mourning for 43
clean your room before you 157
clear away their plates and 44
clear blue eyes filled with 52
clear from their actions and 43
clear from their actions that 155
clear from their manner that 48
clear from their report that 205
clear from their writings that 521
clear from these charts that 45
clear from these curves that 376
clear from these essays that 76
clear from these events that 150
clear from these findings that 1146
clear from these graphs that 308
clear from these images that 58
clear from these papers that 203
clear from these points that 136
clear from these tables that 727
clear from these values that 224
clear from these verses that 381
clear from these writings that 72
clear from your letter that 198
clear north wind drives them 69
clear your oaths unless you 131
clod like those around him 95
coal came into common use 41
coal from south africa and 85
coal having been worked out 105
coil came from behind and 50
coin from your pocket and 70
cold feed steam starts out 57
cold when your houses are 42
cold wind blew through his 58
comb your hair before you 228
come away from meetings with 69
come back from abroad and 173
come back from abroad with 108
come back from africa and 57
come back from africa with 62
come back from berlin and 40
come back from botany bay 93
come back from canada and 68
come back from church and 95
come back from church with 55
come back from dinner and 50
come back from england and 253
come back from england with 161
come back from europe and 297
come back from europe for 63
come back from europe with 172
come back from france and 193
come back from france for 43
come back from france with 125
come back from london and 156
come back from london with 104
come back from mexico and 62
come back from moscow and 58
come back from moscow with 51
come back from school and 376
come back from school for 51
come back from school with 121
come back from shopping and 69
come back from supper and 50
come back from visiting her 79
come back from visiting his 40
come back here another day 51
come back here before you 144
come back here unless you 73
come back into fashion and 95
come back into fashion with 48
come back more dismal and 56
come back much better than 52
come back much sooner than 51
come back next summer and 96
come down from bombay for 47
come down from boston and 63
come down from boston for 64
come down from canada and 199
come down from canada with 69
come down from london and 334
come down from london for 350
come down from london that 44
come down from london this 51
come down from london with 151
come down from oxford and 252
come down from oxford with 140
come down here before you 67
come down much faster than 64
come down those stairs and 44
come forth from school with 75
come from deep inside her 129
come from deep inside him 127
come from deep inside his 82
come from deep inside you 59
come from fort pierre with 84
come from high school and 48
come from many nations and 71
come from many places and 177
come from many states and 118
come from north africa and 428
come from other causes than 65
come from other cities and 118
come from other fields and 42
come from other places and 229
come from other places than 51
come from other regions and 87
come from other states and 405
come from other tribes and 50
come from some person who 59
come from south africa and 368
come from truth itself and 106
come from west africa and 93
come from what source they 178
come from your cravings that 88
come have their portion with 55
come here from england and 63
come here from france and 50
come here taking honest men 44
come home from church and 396
come home from church with 127
come home from europe and 83
come home from france and 137
come home from school all 40
come home from school and 10741
come home from school each 280
come home from school for 742
come home from school one 400
come home from school she 109
come home from school that 285
come home from school they 342
come home from school this 50
come home from school with 2393
come home from school yet 313
come home from school you 61
come home from shopping and 42
come home much earlier than 47
come into bearing earlier than 106
come into bearing sooner than 57
come into deep waters and 77
come into great demand for 47
come into line before long 85
come into more common use 485
come into much closer and 40
come into much greater use 52
come into play before any 63
come into play before you 50
come into play without any 68
come into such common use 311
come into their houses and 140
come into their island but 45
come into very common use 186
come into your cities and 175
come into your garden and 45
come into your notions with 137
come into your office and 401
come into your office for 91
come into your office with 79
come less from theories and 75
come much more slowly and 53
come much more slowly than 136
come only from someone who 187
come over from africa and 113
come over from england and 373
come over from england for 82
come over from england with 321
come over from europe and 65
come over from france and 177
come over from france for 69
come over from france with 192
come over from london and 52
come over from london for 93
come over from london with 41
come there much better than 40
come when south africa can 41
come when your fathers and 51
coming back from church and 47
coming back from europe and 49
coming back from europe with 43
coming back from school and 93
coming back from tennis and 42
coming back into fashion and 49
coming back upon itself and 57
coming down even harder now 191
coming down from albany one 80
coming down from canada and 76
coming down from london and 57
coming down from london for 71
coming down from london with 40
coming down from oxford and 65
coming down more heavily now 83
coming down more heavily than 46
coming from deep inside her 138
coming from deep inside him 145
coming from deep inside his 87
coming from just behind her 43
coming from north africa and 101
coming from other regions and 42
coming from other states and 74
coming from south africa and 116
coming home from church and 78
coming home from church one 83
coming home from church with 62
coming home from dinner with 56
coming home from europe and 64
coming home from market with 42
coming home from school and 3445
coming home from school for 257
coming home from school one 1704
coming home from school that 160
coming home from school was 41
coming home from school with 534
coming into more common use 939
coming into such common use 113
coming into your office and 59
coming over from england and 82
coming there will double all 133
coming true much sooner than 72
coming upon poor sinful new 57
cook over very gentle heat 49
cool down more slowly than 176
cool much more slowly than 386
cost will vary greatly with 57
cows have been milked and 57
cows have been turned out 44
crew were much amused with 132
crop having been shaken off 51
cues from those around them 56
cues from your school and 46
cuts much more deeply than 40
