cairns that mark the way 54
career lay open to him 67
career now seem to him 56
career than most of his 44
career was ahead of him 50
career was nearing an end 122
career was nothing to him 84
career was open to all 47
career was open to her 69
career was open to him 579
career was open to them 141
career was well on its 68
career was when he was 93
carnal and walk as men 340
carrion and filth of that 47
carrying her away in his 95
carrying her away to his 45
carrying her babe in her 44
carrying her baby in her 325
carrying her baby on her 467
carrying her back to bed 117
carrying her back to her 188
carrying her back to his 79
carrying her hand to her 72
carrying her hand to his 91
carrying her shoes in her 242
carrying her shoes in one 103
carrying him away in her 56
carrying him back to his 245
carrying him home to his 50
carrying his arms as far 64
carrying his coat on his 77
carrying his food to his 47
carrying his hand to his 514
carrying his heart in his 69
carrying his life in his 640
carrying his pack on his 134
carrying his palm to his 86
carrying his shoes in his 304
carrying his shoes in one 116
carrying his tail in his 44
carrying his wife in his 65
carrying his wife on his 154
carrying its text in its 85
carrying its young on its 89
carrying off many of its 41
carrying off some of his 68
carrying off some of its 70
carrying off some of our 91
carrying our shoes in our 62
carrying out many of his 117
carrying out many of its 105
carrying out most of his 91
carrying out most of its 104
carrying out some of her 50
carrying out some of his 344
carrying out some of its 241
carrying out some of our 40
carrying out some of them 50
carrying out some or all 86
carrying out such an act 127
carrying out such an idea 69
carrying out what he had 382
carrying out what he has 191
carrying out what he saw 51
carrying out work in this 77
carrying out work of this 127
carrying that love in his 82
carrying them along in its 51
carrying them away in his 144
carrying them back to her 47
carrying them back to his 70
carrying them down at low 93
carrying them into the air 133
carrying this book in his 52
carrying this part of his 84
carrying this part of this 296
carrying too much or too 108
carrying you away on its 61
carved his name on his 40
carved his name on one 99
carved out from the old 45
carver who made it his 42
castle was full of men 98
castle was such as had 94
catching and losing the sun 103
catching her breath as she 415
catching her breath in her 47
catching her chin in his 89
catching her hand as she 125
catching her hand in his 287
catching her just as she 128
catching him when he was 49
catching his foot in his 66
catching them just as they 69
cathode ray tube is not 47
cathode ray tube or crt 293
cathode ray tube so that 199
cattle and many of them 46
cattle and most of his 40
cattle and those of his 66
caught all three of them 86
caught and clung to him 47
caught and clung to with 80
caught and have to pay 66
caught and having to pay 53
caught and held by her 59
caught and held by his 181
caught and held by its 61
caught and held by one 122
caught and held by that 43
caught and held by two 55
caught and held in her 71
caught and held in his 138
caught and held in its 96
caught and held in this 57
caught and held my eye 153
caught and held the eye 491
caught and held the sun 100
caught and made to pay 138
caught and sent to bed 45
caught and sent up for 41
caught any fish at all 72
caught any fish or not 99
caught her arms as she 44
caught her back to him 86
caught her breath as her 217
caught her breath as his 454
caught her breath as she 2203
caught her breath as they 109
caught her breath at her 92
caught her breath at his 250
caught her breath at its 60
caught her breath at that 96
caught her breath at this 100
caught her breath in awe 105
caught her breath in fear 40
caught her breath in her 170
caught her breath in one 90
caught her chin in his 1086
caught her chin in one 114
caught her eyes as she 76
caught her eyes in his 51
caught her eyes on him 176
caught her face in both 60
caught her face in her 46
caught her face in his 641
caught her finger in his 43
caught her foot in her 169
caught her foot in one 51
caught her gaze on him 62
caught her gazing at him 105
caught her hair as she 50
caught her hair in his 106
caught her hand as she 831
caught her hand as they 64
caught her hand in both 173
caught her hand in his 2873
caught her hand in mid 47
caught her hand to her 124
caught her hand to his 122
caught her hips in his 110
caught her just as her 99
caught her just as she 1264
caught her knee in her 51
caught him gazing at her 168
caught him spying on her 60
caught him trying to get 136
caught him when he had 68
caught him when he was 602
caught his breath as her 63
caught his breath as his 119
caught his breath as she 227
caught his breath at her 164
caught his breath at this 47
caught his breath in his 96
caught his breath to see 41
caught his chin in her 41
caught his eyes on her 254
caught his face in her 288
caught his foot in his 126
caught his foot in one 156
caught his gaze on her 94
caught his hair in her 56
caught his hand in both 380
caught his hand in her 131
caught his hand in his 49
caught his hand to her 125
caught his heart so that 43
caught his wife in bed 301
caught his wife in his 248
caught his wife to his 49
caught its food by day 48
caught one fish in his 68
caught them just as they 398
caught with arms in his 148
caught with nothing to say 51
caused all along of his 78
caused all three of them 71
caused her eyes to fly 69
caused her eyes to tear 49
caused her heart to beat 863
caused her heart to leap 416
caused her heart to thud 53
caused him ever to fear 70
caused him pain by its 46
caused his belt to sag 45
caused his eyes to tear 45
caused his heart to beat 688
caused his heart to leap 232
caused not only by bad 50
caused not only by her 72
caused not only by his 338
caused not only by its 89
caused not only by low 54
caused not only by this 61
causes and cure of this 60
causes and cure of war 69
causes and laws of all 56
causes and many of its 129
causes and meaning of this 71
causes and means of our 49
causes and mode of its 57
causes and timing of death 42
causes and truth of things 104
causes are good or bad 49
causes are idle so long 77
causes are such as are 85
causes for some of them 85
causes for these as for 83
causes his heart to beat 67
causes not only by his 49
causes our heart to beat 40
causes set forth in his 44
causes set forth in this 56
causes that gave us for 49
causes why fame is not 68
caution and tact it may 65
caution for those of you 44
cavity and fill it with 68
celery and onion in oil 44
cellar and ranging of his 42
cellar was open to all 41
cement was used in all 70
cement was used in this 44
census was made of all 93
center and core of all 47
center and core of his 59
center and core of our 62
center and draw an arc 56
center and fill it with 53
center and goal of all 41
center and heart of all 97
center and heart of this 53
center and sign up for 42
center and soul of all 60
center and soul of our 63
center for much of this 81
center not only of his 111
center two rows of each 100
center was open to all 44
chafes and rubs in our 46
chains that bind us and 76
chains that bind us are 53
chains that have so long 93
chaise and four to see 287
chance and hope of his 42
chance can there be for 94
chance for saving the one 42
chance for some of our 63
chance for some of them 75
chance for such an one 64
chance had come to get 52
chance had come to him 114
chance had less in its 121
chance may throw in his 107
chance not only of being 109
chance not only to get 108
chance not only to see 156
chance not only to win 42
chance than ever of being 88
chance that came my way 87
chance that came to him 46
chance that flung me and 55
chance that many of them 149
chance that most of them 63
chance that none of them 225
chance that some of her 64
chance that some of his 124
chance that some of its 83
chance that some of our 129
chance that some of them 1645
chance that some of this 46
chance that some of you 89
chance that some or all 89
chance that there is not 49
chance that there is one 42
chance they have of being 344
chance they have to get 45
chance was there of any 53
chance was there of her 70
chance was there of his 150
chance was there of its 85
chance was there of that 93
chance you have of being 789
chance you have of not 46
chance you have to get 412
chance you have to see 49
chance you have to win 123
changed and many of them 56
changed and some of them 66
changed and there is not 44
changed and there is now 138
changed any part of his 44
changed for ever the way 72
changed for good or ill 102
changed her into an owl 46
changed her mind as she 222
changed her mind at all 59
changed her mind by now 58
changed her mind if she 58
changed her mind in his 58
changed her mind on that 132
changed her mind on this 109
changed her mind or her 51
changed her name so that 87
changed her name to ann 63
changed her name to her 56
changed her name to his 70
changed her name to jean 61
changed her name to ruth 45
changed her name to that 288
changed her tone in this 53
changed her tone to one 198
changed her view of her 54
changed him back to his 65
changed him from the man 58
changed him into an ant 81
changed him into an old 60
changed his form to that 56
changed his grip on his 49
changed his heart if not 60
changed his hour of going 122
changed his mind as his 56
changed his mind at all 177
changed his mind at any 61
changed his mind at that 50
changed his mind at this 68
changed his mind by now 189
changed his mind by then 55
changed his mind by this 48
changed his mind he was 45
changed his mind in any 71
changed his mind in his 160
changed his mind in mid 253
changed his mind in one 41
changed his mind in that 135
changed his mind in this 271
changed his mind is not 94
changed his mind on any 80
changed his mind on being 49
changed his mind on both 43
changed his mind on his 172
changed his mind on one 71
changed his mind on that 360
changed his mind on this 2131
changed his mind or had 102
changed his mind or his 143
changed his mind or not 78
changed his mind or that 156
changed his mind or was 198
changed his mind so far 57
changed his mind so that 46
changed his mind the day 42
changed his name at his 43
changed his name at that 44
changed his name in his 40
changed his name on his 123
changed his name so that 234
changed his name to ali 40
changed his name to ben 124
changed his name to bob 134
changed his name to don 70
changed his name to his 74
changed his name to its 89
changed his name to jean 110
changed his name to one 121
changed his name to ram 113
changed his name to ray 51
changed his name to roy 90
changed his name to sam 64
changed his name to sean 40
changed his name to sir 47
changed his name to sun 47
changed his name to ted 52
changed his name to that 876
changed his name to tom 93
changed his name to tut 60
changed his role to that 42
changed his tone to one 489
changed his tone to that 111
changed his view of his 56
changed his view of our 42
changed his view of things 72
changed his view on this 232
changed his will so that 53
changed its mind on this 186
changed its name at this 40
changed its name in his 60
changed its name in may 47
changed its name to air 183
changed its name to all 114
changed its name to cbs 54
changed its name to dan 121
changed its name to east 51
changed its name to his 68
changed its name to ibm 51
changed its name to its 146
changed its name to kfc 54
changed its name to new 1439
changed its name to one 108
changed its name to pan 41
changed its name to phi 44
changed its name to san 171
changed its name to that 3352
changed its role to that 60
changed man from the one 148
changed not only in its 69
changed not only the way 367
changed our view of how 52
changed that much at all 135
changed that much in two 51
changed them into the two 48
changed this rule so that 43
changes and adds to his 91
changes and come up with 42
changes and even in death 56
changes and many of them 68
changes and react to them 72
changes and some of them 75
changes are good or bad 308
changes are made at all 46
changes are made at one 65
changes are made at this 85
changes are made in all 100
changes are made in any 142
changes are made in both 90
changes are made in each 83
changes are made in his 91
changes are made in how 70
changes are made in its 185
changes are made in one 538
changes are made in our 345
changes are made in that 63
changes are made in them 110
changes are made in this 711
changes are made or new 43
changes are made or not 43
changes are made so that 333
changes are made to all 51
changes are made to any 287
changes are made to both 41
changes are made to its 72
changes are made to one 175
changes are made to that 65
changes are made to them 108
changes are made to this 165
changes are seen as being 75
changes are seen in all 117
changes are seen in both 132
changes are seen in this 86
changes are such as are 62
changes are tied up with 42
changes being made in his 46
changes being made in its 88
changes being made in our 43
changes can most of you 47
changes for good or bad 41
changes for good or for 45
changes for good or ill 215
changes has been to bring 56
changes his body of men 40
changes his mind on this 52
changes his name on his 99
changes his name to don 44
changes its name to one 195
changes its name to that 263
changes may also be due 176
changes may well be due 49
changes men like the new 47
changes not only in his 118
changes not only in how 82
changes not only in its 347
changes not only in our 148
changes not only the way 169
changes one kind of death 113
changes she made in her 200
changes she made to her 56
changes that came in its 68
changes that came to him 40
changes that come to man 43
changes that have so far 135
changes that mark the end 72
changes that were by his 53
changes that were to bring 45
changes that were to lead 118
changes they want to bring 108
changes they want to see 259
changes they were to bring 84
changes they wish to bring 97
changes they wish to see 192
changes with time as new 42
changes with time in both 46
changes with time of day 394
changes with time so that 136
changes you made in this 157
changes you made to that 52
changes you made to this 334
changes you make as you 206
changes you make do not 400
changes you make in one 512
changes you make in this 633
changes you make so that 110
changes you make to any 134
changes you make to its 97
changes you make to one 356
changes you make to that 355
changes you make to them 56
changes you make to this 394
changes you want to bring 105
changes you want to see 446
changes you wish to see 111
chanting and beating the air 66
charge and care he had 102
charge and care of all 167
charge and care of any 87
charge and care of his 65
charge and care of them 57
charge and mass of each 69
charge and most of its 80
charge and open to all 83
charge for some or all 83
charge for what it does 43
charge hath been the not 52
charge not only of all 117
charge not only of his 212
charge per unit of area 60
charge that must be met 68
charge that none of his 54
charge that some of his 127
charge that some of them 144
charge that there is any 60
charge that there is not 43
charge that there is too 40
charge that wins the day 59
charge them also to use 42
charge thus made by him 57
charge was laid at his 44
charge was made by one 165
charge was made by our 46
charge was made in this 52
charge was made on his 41
charge was made on our 55
charge was true or not 365
charge you five or ten 40
charge you more if you 171
charge you tell me this 60
charging too much or too 59
chariot and heard the man 106
charming and full of fun 59
charming not only in his 91
charming than ever in her 57
charming you look in that 51
charms for many of them 104
charts and maps in this 60
charts and maps of his 91
charts are used in this 51
charts that were in his 51
chased all over the lot 69
chased and came up with 95
chased each other in and 391
chased each other in her 44
chased each other in his 72
chased each other to and 65
chased each other up and 836
chased her back to her 53
chased her into the bay 55
chased him back to his 150
chased him till he got 40
chased them along the way 251
chased them till he was 79
chatting with some of her 45
chatting with some of his 138
chatting with some of them 73
cheaper than coal or oil 113
cheaper than having to buy 55
cheaper than having to pay 50
cheaper than saying my son 97
cheaper than those of any 85
cheaper than those of his 44
cheaper than those of its 58
cheaper than those of our 50
cheaper than what we can 154
cheaper than what we see 93
cheaper than wheat is any 48
cheated his life of its 64
checking each time to see 45
checks all along the way 80
checks are made on all 56
checks are made to see 192
checks are seen on one 44
checks are used to pay 51
cheeks and eyes as they 48
cheeks and eyes to any 60
cheeks and fell on her 89
cheeks and fell on his 66
cheeks and tears in her 59
cheeks lie along the jaw 63
cheeks red from the heat 40
cheeks than anger in her 68
cheeks was part of her 40
cheering each other as they 42
cheering each other on and 50
cheering each other on with 100
cheers that rent the air 91
cheery and ready to act 67
cheery than ever in may 51
cheese and stir to mix 52
cheese and toss to mix 48
cheese you said he had 118
chicks and grew up with 89
chicks are able to fly 92
chicks are able to run 47
chicks are five or six 43
chiefs for whom he was 45
chiefs had come to new 42
chiefs had come to see 70
chiefs who came to see 62
chiefs who were in his 49
chiefs with whom he had 302
chiefs with whom he was 133
chiefs with whom we are 79
chills and heats of his 68
chilly air from my eye 41
chilly this time of year 112
choice are open to each 52
choice being left to him 83
choice for good or ill 130
choice for life or death 43
choice for many of them 84
choice for most of them 69
choice for those of you 51
choice has been to use 81
choice lay open to him 78
choice not only on things 71
choice was left me but 63
choice was left to her 60
choice was left to him 348
choice was left to them 186
choice was made by lot 78
choice was made of one 74
choice was made so that 128
choice was made to use 286
choice was open to her 67
choice was open to him 180
choice was open to them 140
choice you make in this 80
choice you want is not 40
choked each other to death 51
choked for breath in his 47
choked for want of air 139
choked him till he was 46
choked his wife to death 56
choked with heaps of dead 48
choked with rage at this 83
choked with tears as she 106
choked with tears of joy 142
choose are such as are 40
choose but look at her 87
choose but think of her 41
choose but wish it had 88
choose his mode of death 95
choose his side in this 44
choose how best to use 62
choose how much of each 171
choose how much of his 40
choose how much or how 168
choose lean cuts of meat 110
choose new from the pop 83
choose one from the pop 50
choose one from the two 137
choose our axes so that 126
choose out five of them 196
choose this dish or that 42
choose this time of all 60
choose this time of year 43
choosing lean cuts of meat 58
choral song full of god 46
chosen and done by god 61
chosen and sent by god 99
chosen men were on her 42
chosen that time to set 63
chosen this spot as being 62
chosen this time of all 45
chosen this time of day 103
chosen with care so that 476
church and made to sit 58
church and many of its 150
church and many of them 58
church and most of its 48
church and most of them 54
church and pray to god 454
church and some of its 156
church and some of them 125
church and those of his 67
church and told me that 107
church and took the oath 70
church and went to his 57
church and when he was 53
church and when it was 54
church are open to all 42
church but such as are 45
church for five or six 63
church for love of her 76
church for most of his 70
church for most of its 63
church for nine or ten 58
church for what it was 46
church had been in use 57
church had been so long 228
church had been to that 61
church had come to her 50
church had nothing to fear 58
church had nothing to say 42
church has been on this 56
church has been so far 44
church has been so long 236
church has been the one 70
church has come to its 114
church has come to see 46
church has made of this 45
church has nothing to fear 54
church has nothing to say 109
church than none at all 65
church was able to pay 85
church was full of men 71
church was full of them 43
church was laid on may 101
church was open to all 122
church was open to him 54
church was part of his 52
church was shut up for 93
church was used by both 50
church was well on its 51
church with most of its 44
church with some of his 79
church with those of his 121
church you want to see 52
churls that till the earth 48
cigars and look at them 68
circle and back to his 121
circle and fill it with 88
circle and mark it with 44
circle for whom it was 77
circle that shut me out 1582
circle with whom he had 48
cities all over the earth 89
cities all over the east 40
cities and live in them 240
cities and many of its 101
cities and many of our 79
cities and many of them 80
cities and most of its 89
cities and most of our 62
cities and most of them 64
cities and much of its 71
cities and some of our 67
cities and some of them 72
cities are full of men 41
cities are full of them 104
cities are many of them 47
cities had been to him 55
cities than those of any 96
cities that died of fear 139
cities you talk of may 92
claiming that many of them 59
claiming that most of his 49
claiming that most of them 82
claiming that none of them 53
claiming that some of his 66
claiming that some of its 58
claiming that some of them 58
claiming that such an act 75
claiming that there is any 120
claiming that there is not 180
claiming that there is one 109
claiming that what he had 82
claiming that what he was 47
claiming that when he was 62
claiming too much or too 67
claiming too much to say 819
claims and those of her 44
claims and those of his 322
claims and those of its 134
claims are made by one 47
claims are made by two 41
claims are made in this 347
claims are made on its 72
claims are true or not 178
claims being made in this 52
claims for loss of use 128
claims for some of his 43
claims nor those of its 80
claims one half of all 51
claims put forth by his 46
claims set forth in each 148
claims set forth in this 145
claims that half of all 55
claims that many of his 173
claims that many of its 44
claims that many of our 51
claims that many of them 148
claims that most of his 208
claims that most of its 122
claims that most of our 97
claims that most of them 152
claims that much of his 117
claims that much of our 50
claims that much of this 112
claims that must be met 41
claims that none of his 124
claims that none of them 92
claims that some of his 353
claims that some of its 145
claims that some of our 108
claims that some of them 146
claims that some or all 43
claims that there is any 174
claims that there is but 160
claims that there is not 912
claims that there is now 166
claims that there is one 492
claims that what he has 212
claims that what we are 45
claims that when he was 535
claims they have to pay 120
clamor for peace on any 54
clapping her hand on her 43
clapping her hand to her 483
clapping his hand on his 905
clapping his hand to his 1517
clapping one hand on her 61
clapping one hand to his 203
clasping her babe to her 117
clasping her baby in her 41
clasping her baby to her 60
clasping her hand in both 125
clasping her hand in his 323
clasping her hand on his 49
clasping her hand to her 163
clasping her knee in her 83
clasping his hand in both 345
clasping his hand on his 49
clasping his hand to his 162
clasping his wife in his 137
clasping his wife to his 46
clasping one knee in his 62
clasps her baby to her 94
clasps her hand to her 98
clasps his hand to his 211
clause had been at that 50
clause was held to mean 41
clause was made to read 73
clause was meant to end 62
cleaned and ready to use 43
cleaned out most of his 45
cleaner than coal or oil 59
cleaner than those of any 259
cleaner than those of his 199
cleanse him till he had 91
cleanse his mind of all 52
cleansing his heart of all 65
cleared day when the sky 54
cleared her mind of all 189
cleared his desk of all 69
cleared his eyes to see 45
cleared his mind of all 429
cleared his mind of any 70
cleared his mind of his 61
cleared his mind of its 117
cleared our deck of them 329
clearer than ever to him 66
clearer than most of his 83
clearer than those of any 65
clearer than those of his 57
clearly and come up with 42
clearly for what he was 166
clearly for what it was 282
clearly had more to say 71
clearly had nothing to say 58
clearly has done in this 45
clearly his duty to see 51
clearly how much he had 104
clearly how much he was 58
clearly how much of this 42
clearly not part of any 69
clearly not part of his 54
clearly not part of this 51
clearly not true of all 143
clearly not used to being 81
clearly not what he had 90
clearly not what he was 47
clearly not what it was 63
clearly one reads in this 75
clearly our duty to see 95
clearly saw what he was 46
clearly see what he was 83
clearly see what is going 78
clearly see what it was 76
clearly see what we are 90
clearly set down in his 45
clearly set forth by him 69
clearly set forth by one 50
clearly set forth by our 45
clearly set forth by sir 86
clearly set forth in all 56
clearly set forth in any 89
clearly set forth in god 42
clearly set forth in her 71
clearly set forth in his 850
clearly set forth in its 210
clearly set forth in one 87
clearly set forth in our 159
clearly set forth in that 303
clearly set forth in this 559
clearly set forth in two 66
clearly set forth on this 55
clearly set forth so that 199
clearly set forth the idea 46
clearly than ever he did 46
clearly than many of his 393
clearly than most of his 1025
clearly than most of them 40
clearly than some of his 175
clearly than those of any 129
clearly than those of his 40
clearly than when he had 46
clearly than when he was 81
clearly that even at this 42
clearly that even in this 50
clearly that faith is not 46
clearly that many of our 42
clearly that many of them 119
clearly that most of them 95
clearly that none of them 71
clearly that some of them 65
clearly that such is not 84
clearly that there is but 78
clearly that there is not 323
clearly that there is one 88
clearly that what he had 124
clearly that what he was 66
clearly that what is being 54
clearly that what we are 107
clearly that when he was 47
clearly this note in his 41
clearly too much to ask 46
clergy are made of men 45
clergy had been so long 92
clergy than among the lay 199
clergy that blew the dying 72
clergy who came to him 41
clergy who took the oath 156
clergy with whom he had 95
clergy with whom he was 54
clever and full of fun 67
clever men have to say 113
clever that nothing in its 107
client but also to all 337
client for whom he had 131
client for whom he has 58
client for whom he was 100
client for whom it was 75
client had lied to him 44
client has come to see 57
client has come to you 164
client has nothing to say 94
client may come to you 47
client may have to pay 131
client may want to use 81
client may wish to use 91
client was able to get 55
client was able to see 81
client was able to use 57
client was trying to say 51
client who came to see 98
client who told me that 153
client with whom he had 133
client with whom he has 44
client with whom we are 52
climbing all over it and 47
climbing all over me and 67
climbing out over the top 87
closed and many of its 111
closed and most of its 104
closed and some of its 49
closed and there is not 47
closed and wait to see 41
closed and when it was 46
closed for days on end 72
closed for ever in death 46
closed for ever in this 54
closed for ever on this 67
closed for five or six 113
closed for half or two 116
closed for half the year 146
closed for lack of raw 161
closed for want of raw 100
closed her door to him 74
closed her eyes as her 757
closed her eyes as his 1206
closed her eyes as one 47
closed her eyes as she 4906
closed her eyes as they 324
closed her eyes as with 62
closed her eyes at her 43
closed her eyes at his 131
closed her eyes at that 68
closed her eyes at this 56
closed her eyes in death 1378
closed her eyes in fear 113
closed her eyes in her 129
closed her eyes in that 74
closed her eyes in this 41
closed her eyes it was 111
closed her eyes on earth 41
closed her eyes on her 79
closed her eyes on that 47
closed her eyes on this 72
closed her eyes or not 101
closed her eyes so she 537
closed her eyes so that 1156
closed her eyes to all 214
closed her eyes to bring 44
closed her eyes to ease 42
closed her eyes to get 88
closed her eyes to hear 69
closed her eyes to her 118
closed her eyes to his 198
closed her eyes to let 172
closed her eyes to say 73
closed her eyes to see 255
closed her eyes to that 47
closed her eyes to this 78
closed her eyes to try 306
closed her hand on his 47
closed her heart to her 44
closed her heart to him 55
closed her mind to all 181
closed her mind to any 80
closed her mind to her 79
closed her mind to him 52
closed her mind to his 58
closed her mind to that 78
closed her mind to them 41
closed his book on his 41
closed his eyes as her 248
closed his eyes as his 584
closed his eyes as one 99
closed his eyes as she 680
closed his eyes as they 241
closed his eyes at all 58
closed his eyes at her 90
closed his eyes at that 56
closed his eyes at this 103
closed his eyes he had 111
closed his eyes he let 89
closed his eyes he saw 906
closed his eyes he was 233
closed his eyes in death 2235
closed his eyes in fear 200
closed his eyes in his 182
closed his eyes in that 123
closed his eyes in this 111
closed his eyes it was 125
closed his eyes on all 95
closed his eyes on earth 91
closed his eyes on his 369
closed his eyes on that 44
closed his eyes on this 300
closed his eyes so that 786
closed his eyes the way 43
closed his eyes to all 321
closed his eyes to any 55
closed his eyes to bring 48
closed his eyes to earth 89
closed his eyes to get 114
closed his eyes to hear 219
closed his eyes to her 86
closed his eyes to his 177
closed his eyes to its 72
closed his eyes to let 154
closed his eyes to say 52
closed his eyes to see 304
closed his eyes to them 119
closed his eyes to this 253
closed his eyes to try 283
closed his hand on her 109
closed his heart to all 55
closed his heart to her 129
closed his heart to him 81
closed his life in this 76
closed his life on earth 93
closed his mind to all 247
closed his mind to any 199
closed his mind to her 96
closed his mind to his 95
closed his mind to new 69
closed his mind to that 90
closed his mind to them 70
closed his mind to this 41
closed his mouth on his 45
closed his teeth on her 40
closed its eyes by this 201
closed its eyes to all 46
closed its eyes to this 157
closed off from the air 97
closed off from the real 60
closed our eyes to this 71
closed out during the year 121
closed that part of his 60
closed them from the air 53
closed this part of his 185
closed this time of year 88
closer one gets to god 76
closer one gets to him 205
closer one gets to them 49
closer she came to her 110
closer she came to him 70
closer she gets to her 44
closer than ever to being 260
closer than ever to each 106
closer than ever to god 96
closer than ever to her 538
closer than ever to him 134
closer than ever to his 632
closer than ever to its 53
closer than ever to our 100
closer than ever to that 111
closer than five or six 156
closer than many of his 103
closer than most of his 187
closer than those of any 508
closer than when he had 131
closer that body of death 64
closer they came to her 44
closer they come to being 59
closer they come to each 64
closer they were to each 42
closer you come to being 63
closer you come to god 63
closer you look at them 74
closes her eyes as she 205
closes her eyes to her 54
closes his eyes he can 87
closes his eyes in death 199
closes his eyes so that 242
closes his eyes to all 131
closes his eyes to his 83
closes his eyes to them 160
closes his eyes to this 88
closes his heart to him 178
closes his heart to his 54
closes his mind to all 60
closes its bowl of red 69
closes its eyes to all 64
closes its eyes to this 97
closes this part of his 254
closet and came up with 121
closet and laid it out 42
clothed for peace or war 57
clothed him when he was 118
clothes all over the bed 58
clothes and came up with 57
clothes and come to bed 47
clothes and into the bed 40
clothes and into the tub 73
clothes and made my way 104
clothes and many of them 50
clothes and more of them 63
clothes and most of her 64
clothes and most of his 68
clothes and most of them 88
clothes and nothing to wear 83
clothes and puts on his 62
clothes and puts on new 214
clothes and said he was 58
clothes and said to him 53
clothes and shoes to wear 170
clothes and some of her 102
clothes and some of his 63
clothes and some of them 136
clothes and those of her 240
clothes and those of his 148
clothes and went to bed 1437
clothes and went to her 100
clothes and went to his 98
clothes and went to see 214
clothes are best to wear 42
clothes are just as bad 45
clothes are made to fit 129
clothes are worn on this 64
clothes being come by this 313
clothes but those on her 40
clothes but those on his 42
clothes but those on our 40
clothes can only be got 54
clothes for days on end 124
clothes for jack in his 51
clothes nor bathe so long 46
clothes off down to his 55
clothes one felt in him 44
clothes she used to wear 248
clothes she wore on her 54
clothes than those on his 51
clothes that clung to her 51
