tea was 78 tea and 46
the not 50 the not 45
the one 171 the not 79
the not 196 the they 49
the not 61 the not 50
the one 83 the are 59
the was 42 the not 105
the not 45 the not 62
the had 66 the are 78
the are 65 the are 70
the put 89 the not 50
the one 879 the each 58
the not 283 the one 83
the not 73 the one 153
the one 43 the one 50
the not 58 the not 124
the not 62 the its 57
the was 123 the and 130
the and 107 the and 41
the and 64 the did 252
the does 495 the was 102
the was 45 the that 48
thing its 51 thing with 176
thing they 56 thing that 52
to this 613 to you 44
to and 44 to out 118
to him 55 to one 311
to dead 106 to was 171
to his 80 to than 181
to than 60 to they 55
to his 48 to than 61
to than 116 to this 52
to any 61 to each 155
to god 71 to her 75
to him 144 to his 143
to its 75 to men 67
to one 193 to our 42
to that 107 to them 115
to this 99 to all 93
to both 55 to each 485
to her 46 to his 121
to its 121 to men 80
to one 753 to our 131
to that 1729 to them 52
to oath 75 to his 75
to this 112 to each 47
to them 65 to all 60
to than 55 to and 96
to with 75 to than 72
to than 85 to than 544
to than 83 to than 40
to than 48 to than 78
to that 260 to than 51
to than 108 to than 77
to that 234 to than 65
to that 188 to they 55
to they 161 to they 63
to how 146 to why 43
to are 579 to can 90
to has 111 to our 292
to that 43 to they 113
to this 280 to was 222
to her 131 to his 137
to you 40 to how 58
to are 55 to had 57
to they 1358 to this 47
to was 299 to they 151
to her 48 to him 55
to his 44 to men 45
to and 66 to him 56
to her 271 to him 58
to his 178 to them 48
to you 71 to and 239
to and 54 to her 60
to his 180 to its 44
to our 63 to his 43
to near 42 to and 42
to with 42 to being 47
to heat 43 to and 43
to men 46 to that 268
to and 114 to for 81
to for 47 to ads 57
to and 48 to and 78
to and 46 to for 58
to with 49 to are 86
to its 233 to one 51
to one 45 to this 46
to his 45 to its 53
to this 85 to with 146
to any 50 to one 61
to this 131 to one 43
to asia 41 to him 121
to them 73 to all 55
to all 94 to any 44
to you 94 to out 83
to this 60 to for 149
to with 58 to all 58
to both 89 to each 74
to god 98 to her 364
to him 213 to his 596
to one 127 to our 127
to that 56 to them 148
to this 47 to you 80
to they 52 to each 45
to her 65 to him 104
to his 101 to our 45
to them 66 to and 46
to you 68 to than 62
to our 68 to that 40
to this 79 to and 50
to for 523 to they 43
to that 46 to his 113
to both 82 to that 43
to you 181 to and 170
to she 185 to was 40
to and 46 to and 94
to she 173 to out 202
to she 40 to and 208
to with 56 to her 62
to she 186 to she 43
to they 122 to her 56
to new 44 to this 54
to she 40 to for 55
to her 40 to her 92
to him 94 to for 57
to her 321 to she 151
to she 54 to and 69
to this 118 to eye 49
to all 42 to one 49
to that 91 to that 46
to they 45 to his 53
to you 40 to with 76
to god 54 to his 143
to was 80 to and 46
to and 75 to and 256
to for 71 to near 52
to with 48 to and 46
to she 52 to men 44
to and 246 to and 50
to his 41 to and 43
to and 190 to his 68
to and 49 to them 53
to they 70 to not 73
to they 86 to for 50
to they 56 to and 148
to they 114 to his 272
to new 306 to that 142
to them 82 to this 265
to for 71 to that 72
to his 47 to his 208
to was 43 to they 858
to his 468 to and 61
to not 40 to and 42
to for 42 to that 85
to things 80 to his 71
to his 45 to all 61
to they 128 to and 41
to and 50 to than 50
to her 53 to his 140
to them 52 to his 52
to for 42 to any 54
to his 96 to are 76
to had 148 to has 43
to was 276 to they 58
to and 43 to and 41
to for 139 to and 96
to and 119 to and 46
to for 45 to with 47
to his 130 to his 40
to her 51 to his 503
to that 70 to and 88
to and 450 to was 98
to and 94 to than 203
to that 111 to one 55
to one 60 to all 54
to his 41 to all 40
to that 49 to and 41
to not 52 to with 43
to they 68 to its 54
to and 70 to than 47
to they 68 to law 84
to and 48 to that 85
to his 43 to our 182
to and 44 to and 78
to and 42 to and 91
to and 221 to its 66
to two 55 to and 86
to and 60 to and 64
to and 154 to that 122
to too 75 to that 166
to how 47 to that 480
to you 53 to how 168
to that 505 to how 167
to that 1738 to they 81
to who 67 to why 72
to you 71 to that 88
to and 84 to how 53
to that 127 to for 46
to with 48 to him 45
to than 42 to and 44
to they 75 to with 62
to our 69 to they 44
to they 53 to and 40
to and 73 to they 52
to for 115 to and 61
to that 48 to and 131
to than 42 to god 40
to was 44 to they 94
to they 44 to can 54
to new 67 to this 75
to for 40 to and 41
to are 141 to and 41
to and 96 to this 42
to not 276 to than 40
to has 59 to one 137
to two 51 to are 668
to has 292 to was 47
to this 44 to men 49
to and 46 to and 193
to and 97 to and 161
to and 55 to for 250
to for 140 to for 51
to for 51 to than 62
to than 60 to due 85
to and 61 to for 144
to has 146 to for 89
to pay 63 to than 81
to her 41 to his 209
to our 72 to that 48
to his 105 to for 42
to his 235 to one 59
to that 149 to this 82
to any 45 to him 51
to and 44 to his 157
to them 83 to and 57
to and 124 to his 40
to with 44 to and 52
to all 58 to her 87
to him 78 to his 53
to them 82 to you 50
to new 56 to her 47
to with 53 to all 149
to his 140 to new 1148
to san 87 to that 46
to year 99 to than 69
to was 53 to she 134
to they 60 to has 95
to are 82 to had 80
to has 54 to his 91
to its 50 to one 149
to she 88 to that 327
to they 457 to this 267
to was 243 to you 172
to and 60 to one 40
to they 49 to this 111
to each 168 to and 49
to was 47 to has 43
to they 152 to this 81
to was 154 to you 50
to and 168 to with 58
to they 60 to with 77
to them 81 to and 44
to his 108 to our 50
to them 248 to and 90
to our 42 to this 81
to and 80 to not 46
to all 62 to for 75
to for 150 to has 47
to was 45 to one 75
to man 68 to for 54
to for 63 to this 47
to that 49 to for 83
to for 156 to that 66
to that 118 to they 44
to not 72 to not 43
to they 111 to are 71
to his 123 to our 40
to that 56 to she 50
to they 86 to asia 102
to are 117 to was 73
to was 107 to for 73
to for 83 to man 130
to was 67 to him 41
to are 70 to that 141
to was 71 to and 43
to than 57 to for 43
to was 62 to not 48
to can 71 to are 95
to can 48 to they 42
to far 42 to are 251
to with 55 to each 46
to and 110 to and 43
to for 47 to for 103
to his 67 to and 2059
to for 444 to not 169
to that 291 to with 102
to than 83 to all 43
to our 71 to all 44
to this 47 to his 97
to you 52 to was 75
