tea and a hot bath 125
to being a boy and 40
to being a jew than 47
to being a man and 88
to being a man than 229
to being a man who 123
to being a man with 71
to being a new and 42
to being a poet and 166
to being a poet than 46
to being a real man 84
to being a spy and 48
to being a spy for 81
to bet a hat that 40
to bet i can not 56
to bid a long and 60
to both a man and 173
to bring a bag with 70
to bring a cow and 79
to bring a cup and 66
to bring a dead man 394
to bring a deaf and 57
to bring a deaf man 52
to bring a dog with 42
to bring a few men 43
to bring a few new 70
to bring a few things 270
to bring a gun and 64
to bring a gun with 55
to bring a hat and 87
to bring a long and 66
to bring a man all 50
to bring a man and 140
to bring a man out 207
to bring a man who 103
to bring a man with 117
to bring a map and 44
to bring a new age 128
to bring a new and 603
to bring a new being 143
to bring a new car 108
to bring a new day 191
to bring a new era 308
to bring a new idea 218
to bring a new law 49
to bring a new man 55
to bring a new one 394
to bring a new set 179
to bring a new way 105
to bring a new wig 86
to bring a pad and 43
to bring a pen and 118
to bring a war with 57
to but a few and 55
to but a few men 66
to but a few per 77
to but i can not 1512
to but i did not 574
to but i was not 98
to buy a bed and 177
to buy a bed for 153
to buy a big bag 86
to buy a big car 88
to buy a big mac 276
to buy a big new 44
to buy a big old 53
to buy a big one 42
to buy a bow and 54
to buy a box and 43
to buy a box for 69
to buy a box that 40
to buy a boy for 42
to buy a bus and 47
to buy a bus for 101
to buy a cap and 90
to buy a car and 2817
to buy a car are 52
to buy a car but 291
to buy a car can 47
to buy a car for 1174
to buy a car may 61
to buy a car now 114
to buy a car seat 61
to buy a car than 96
to buy a car that 1874
to buy a car this 97
to buy a car was 76
to buy a car with 676
to buy a car you 117
to buy a cow and 406
to buy a cow for 284
to buy a cow that 43
to buy a cow with 146
to buy a cup for 44
to buy a dog and 139
to buy a dog for 91
to buy a dog that 51
to buy a dog with 48
to buy a fan for 44
to buy a fat hog 579
to buy a fat pig 1421
to buy a few and 50
to buy a few for 55
to buy a few head 97
to buy a few new 218
to buy a few old 71
to buy a few things 2792
to buy a gun and 652
to buy a gun for 244
to buy a gun than 44
to buy a gun that 127
to buy a gun with 86
to buy a hat and 254
to buy a hat for 318
to buy a hat that 107
to buy a hat with 77
to buy a hot dog 501
to buy a hot meal 56
to buy a job lot 73
to buy a key for 45
to buy a lot and 776
to buy a lot for 246
to buy a lot that 99
to buy a lot with 43
to buy a man and 41
to buy a map and 85
to buy a meal and 93
to buy a meal for 144
to buy a meal with 44
to buy a meat pie 43
to buy a new air 152
to buy a new and 321
to buy a new bag 48
to buy a new bed 488
to buy a new bmw 73
to buy a new box 178
to buy a new bra 55
to buy a new bus 71
to buy a new can 42
to buy a new cap 264
to buy a new car 15583
to buy a new cow 75
to buy a new dog 54
to buy a new fur 135
to buy a new gas 85
to buy a new gun 121
to buy a new hat 1569
to buy a new head 42
to buy a new lot 65
to buy a new one 18836
to buy a new pen 128
to buy a new pot 45
to buy a new red 44
to buy a new rug 146
to buy a new saw 41
to buy a new set 2222
to buy a new team 59
to buy a new tie 197
to buy a new toy 119
to buy a new van 104
to buy a new vcr 48
to buy a new wig 41
to buy a pig and 101
to buy a pig for 90
to buy a real one 61
to buy a rod and 42
to buy a rug for 116
to buy a seat for 153
to buy a set and 43
to buy a set for 89
to buy a set that 46
to buy a team and 143
to buy a tie for 48
to buy a tin cup 90
to buy a top hat 54
to buy a toy for 252
to buy a toy that 60
to buy a van and 85
to buy a van for 54
to buy a way out 48
to buy a wig and 54
to buy a wig with 81
to con a con man 59
to cop a plea and 106
to cry a lot and 221
to cut a bit off 163
to cut a deal and 313
to cut a deal for 403
to cut a deal that 463
to cut a deal with 3594
to cut a leg off 99
to cut a long and 107
to cut a man off 343
to cut a new and 75
to cut a new bed 53
to cut a new deal 54
to cut a new one 505
to cut a new path 261
to cut a new set 70
to cut a path and 48
to cut a path for 728
to cut a path out 109
to cut a path with 151
to cut a way for 683
to cut a way out 589
to cut a way with 83
to day i did not 40
to day i put off 51
to deal a lot with 103
to death a boy for 40
to death a mad dog 41
to death a man for 53
to death a man who 720
to death a man with 42
to death a weak and 96
to death a year ago 127
to death i can not 48
to death i did not 55
to death i was going 130
to death i was not 42
to die a bad death 55
to die a death that 235
to die a dry death 50
to die a long and 41
to die i can not 153
to die i did not 86
to dig a bed for 42
to dig a big pit 69
to dig a new bed 52
to dig a new one 191
to dig a new pit 63
to dig a pit and 390
to dig a pit for 457
to dig a pit with 76
to dig a way out 277
to doing a deal with 65
to doing a few things 55
to don a wig and 53
to each a tin cup 98
to earn a fee for 69
to earn a few bob 156
to earn a phd and 43
to earth a son and 65
to end a long and 184
to end a long day 104
to end a meal with 124
to end a poem with 63
to end a war and 111
to end a war that 864
to end a war they 40
to end a war with 58
to end i can not 96
to end i did not 42
to fear a dying man 62
to fear a man who 62
to fear a war with 82
to fear i was got 68
to fit a boy for 198
to fit a boy out 195
to fit a man for 1506
to fit a man who 66
to fit a man with 51
to fit a new age 67
to fit a new and 124
to fit a new one 384
to fit a new set 206
to fix a bed for 96
to fix a bug that 88
to fix a car that 42
to fix a day and 230
to fix a day for 3957
to fix a fee for 45
to fix a few things 151
to fix a man with 42
to fix a meal and 40
to fix a meal for 192
to fix a new and 46
to fix a new one 93
to fix a sum for 113
to fly a hot air 43
to fly a long way 145
to for a day and 66
to for a year and 50
to get a bad law 110
to get a bad meal 153
to get a bad one 73
to get a bad rap 140
to get a bag and 59
to get a bag for 78
to get a bang out 92
to get a bat and 46
to get a bath and 652
to get a bed and 196
to get a bed for 505
to get a bid for 82
to get a big bag 58
to get a big bang 65
to get a big box 52
to get a big fat 105
to get a big head 386
to get a big hit 91
to get a big hug 52
to get a big idea 51
to get a big job 147
to get a big mac 100
to get a big man 91
to get a big one 172
to get a big tax 88
to get a big tip 66
to get a bit fed 127
to get a bit for 40
to get a bit hot 67
to get a bit long 95
to get a bit off 44
to get a bit out 474
to get a bit sad 61
to get a bit too 217
to get a bit wet 62
to get a bow and 60
to get a box and 69
to get a box for 163
to get a box that 46
to get a box with 41
to get a boy and 55
to get a boy off 55
to get a boy out 76
to get a boy who 54
to get a bum rap 219
to get a bus and 114
to get a bus for 72
to get a bus out 102
to get a bus that 130
to get a cab and 535
to get a cab for 342
to get a car and 729
to get a car for 332
to get a car out 406
to get a car that 416
to get a car with 159
to get a cat and 57
to get a cat for 45
to get a cat out 69
to get a cot for 76
to get a cow and 76
to get a cow out 87
to get a cup and 117
to get a cup for 93
to get a day for 50
to get a day job 214
to get a day off 1589
to get a dead man 59
to get a deal for 113
to get a deal that 205
to get a deal with 214
to get a dog and 234
to get a dog for 189
to get a dog that 222
to get a fee for 90
to get a few and 45
to get a few bob 77
to get a few ears 45
to get a few for 82
to get a few key 49
to get a few men 340
to get a few new 199
to get a few odd 45
to get a few old 60
to get a few things 5723
to get a fix and 62
to get a fly out 139
to get a gun and 1376
to get a gun but 40
to get a gun for 116
to get a gun out 258
to get a gun that 151
to get a guy off 43
to get a guy out 178
to get a guy who 130
to get a hat and 106
to get a head and 47
to get a hit and 141
to get a hit for 54
to get a hit off 454
to get a hit with 68
to get a hot bath 232
to get a hot cup 124
to get a hot dog 1008
to get a hot meal 533
to get a hug and 78
to get a jab with 50
to get a job and 11584
to get a job any 132
to get a job are 126
to get a job but 764
to get a job can 55
to get a job doing 329
to get a job due 59
to get a job for 2284
to get a job had 65
to get a job has 48
to get a job may 107
to get a job near 57
to get a job now 360
to get a job off 106
to get a job one 74
to get a job out 761
to get a job she 107
to get a job singing 69
to get a job than 497
to get a job that 5122
to get a job then 126
to get a job they 164
to get a job this 240
to get a job too 86
to get a job using 67
to get a job was 327
to get a job with 6968
to get a job yet 52
to get a job you 335
to get a key and 90
to get a key for 195
to get a key that 41
to get a kid out 91
to get a kid who 43
to get a law that 159
to get a long and 51
to get a long one 45
to get a long run 53
to get a long way 418
to get a lot for 118
to get a lot off 92
to get a lot out 1503
to get a man and 406
to get a man for 292
to get a man off 324
to get a man out 1307
to get a man that 391
to get a man who 984
to get a man with 327
to get a man you 44
to get a map and 238
to get a map that 41
to get a meal and 411
to get a meal for 275
to get a meal out 117
to get a meal that 147
to get a mop and 98
to get a new act 54
to get a new air 46
to get a new and 673
to get a new bag 62
to get a new bed 181
to get a new box 61
to get a new car 1949
to get a new cat 65
to get a new deal 127
to get a new dog 201
to get a new fur 45
to get a new gun 43
to get a new hat 325
to get a new head 86
to get a new idea 763
to get a new job 3101
to get a new key 175
to get a new law 226
to get a new leg 54
to get a new lot 52
to get a new man 260
to get a new one 13571
to get a new pen 103
to get a new pet 197
to get a new rig 153
to get a new rug 62
to get a new set 2306
to get a new team 191
to get a new toy 89
to get a new way 49
to get a new year 58
to get a one end 272
to get a pad and 91
to get a pen and 419
to get a pet for 45
to get a phd and 59
to get a pot out 51
to get a rag and 69
to get a raw deal 309
to get a real and 82
to get a real bad 46
to get a real fix 44
to get a real idea 281
to get a real job 2385
to get a real man 42
to get a real meal 60
to get a real one 202
to get a run for 182
to get a saw and 55
to get a seat and 327
to get a seat for 667
to get a seat near 339
to get a seat that 127
to get a seat with 111
to get a set that 99
to get a son and 85
to get a son for 47
to get a son who 77
to get a sun tan 340
to get a tan and 166
to get a tax cut 180
to get a team and 164
to get a team out 41
to get a team that 96
to get a tip for 93
to get a tip out 94
to get a top job 79
to get a toy and 48
to get a toy for 69
to get a toy out 56
to get a toy that 218
to get a war going 56
to get a war job 109
to get a way with 41
to get a wee bit 326
to get a wet rag 43
to god a new song 132
to god i can get 54
to god i can not 281
to god i did not 1737
to god i had had 159
to god i had let 51
to god i had not 1414
to god i had old 51
to god i had one 99
to god i had you 44
to god i may die 77
to god i may not 118
to god i may see 78
to god i saw him 63
to god i saw his 73
to god i was dead 106
to god i was going 56
to god i was not 332
to god i was out 171
to god i was with 125
to going a long way 45
to hang a dog for 51
to hang a man and 100
to hang a man for 1240
to hang a man than 92
to hang a man who 196
to hang a man with 62
to head a team that 58
to heal a man who 136
to heal a man with 65
to hear a big man 78
to hear a boy say 47
to hear a cry for 125
to hear a dead man 124
to hear a dying man 101
to hear a few things 132
to hear a long and 75
to hear a long bead 130
to hear a man ask 177
to hear a man cry 262
to hear a man get 71
to hear a man out 41
to hear a man read 122
to hear a man say 2639
to hear a man that 383
to hear a man who 1149
to hear a man with 187
to hear a new and 127
to hear a new idea 60
to hear a new one 96
to hear a new song 152
to hear a plea for 111
to hear a poet read 121
to hear a song and 72
to hear a song sung 122
to hear a song that 308
to hear i can not 53
to hear i did not 126
to hear i had not 86
to hear i was going 170
to hear i was not 143
to her a long and 87
to her a lot and 128
to her a man not 51
to her a man who 183
to her a neat and 50
to her a new and 204
to her a new idea 40
to her a new mean 42
to her a way out 148
to her a year ago 631
to her i can not 390
to her i did not 520
to her i had not 110
to her i owe all 141
to her i saw her 56
to her i saw that 161
to her i was going 116
to her i was not 161
to hew a path for 89
to hew a way for 90
to hew a way out 86
to him a bit and 81
to him a bit too 62
to him a boy with 45
to him a deaf man 124
to him a fear that 119
to him a few things 49
to him a joy and 92
to him a long and 319
to him a long way 194
to him a lot and 167
to him a low and 59
to him a man and 49
to him a man that 81
to him a man was 56
to him a man who 767
to him a man with 196
to him a new and 963
to him a new idea 76
to him a new one 103
to him a new poem 46
to him a new song 588
to him a new way 129
to him a real and 128
to him a son and 75
to him a son who 76
to him a way out 164
to him a year ago 780
to him a year and 81
to him i can not 770
to him i can see 42
to him i did not 889
to him i had not 159
to him i owe all 121
to him i owe that 298
to him i saw him 57
to him i saw his 52
to him i saw that 498
to him i say that 736
to him i was going 49
to him i was not 359
to him j and that 115
to hit a dead end 156
to hit a man that 45
to hit a man who 164
to hit a man with 191
to hit a new low 111
to hit a tin can 59
to how a man can 216
to how a man may 50
to how a man who 57
to how a man with 46
to how i can get 122
to how i deal with 53
to how i had got 74
to how i was doing 118
to how i was going 762
to hum a song that 46
to lag a long way 72
to lay a bed all 50
to lay a bet that 190
to lay a bet with 145
to lay a man out 40
to lay a new and 82
to lay a new one 123
to lay a new tax 119
to lay a path for 49
to lay a real tax 146
to lay a tax for 379
to lay a tax not 48
to lay a tax one 46
to lead a gay and 58
to lead a long and 643
to lead a new and 584
to lead a team and 89
to lead a team that 240
to lead a war for 41
to let a big car 40
to let a dog out 40
to let a dying man 63
to let a few men 66
to let a few things 91
to let a jew sit 109
to let a man die 597
to let a man get 310
to let a man lie 108
to let a man off 196
to let a man out 128
to let a man put 43
to let a man run 44
to let a man see 231
to let a man who 251
to let a man with 78
to let a new man 60
to let a raw lad 84
to lie a long way 142
to man a new and 97
to mean a lot for 40
to mean a man and 40
to mean a man who 611
to mean a man with 53
to mean i can not 57
to mean i did not 83
to mean i was not 63
to men a new and 81
to men i bring not 44
to new t but not 55
to not a few his 43
to not a few men 85
to not a few that 279
to not a few who 285
to now i can not 150
to now i did not 135
to now i had had 53
to now i had not 382
to now i was not 56
to one a day and 115
to one a day for 53
to one a year and 63
to one i can not 106
to one i did not 76
to own a big lot 41
to own a box that 41
to own a car and 552
to own a car but 76
to own a car for 98
to own a car than 97
to own a car that 253
to own a car was 63
to own a cow and 54
to own a dog and 66
to own a dog that 303
to own a gun and 229
to own a gun for 162
to own a gun than 53
to own a new car 202
to own i did not 68
to pay a big fee 58
to pay a big sum 126
to pay a big tax 51
to pay a bit for 58
to pay a dog tax 83
to pay a fee and 671
to pay a fee but 55
to pay a fee each 97
to pay a fee for 5341
to pay a fee not 48
to pay a fee per 56
to pay a fee than 53
to pay a fee that 489
to pay a for his 49
to pay a for them 124
to pay a head tax 802
to pay a hit man 48
to pay a hut tax 154
to pay a lot and 56
to pay a lot for 1579
to pay a man and 61
to pay a man for 842
to pay a man who 228
to pay a man with 90
to pay a new tax 539
to pay a new year 386
to pay a set fee 171
