tax and corporation profits tax 188
they are nonetheless present and 50
they are persecuted because they 60
they are personally familiar with 65
they are physically smaller than 43
they are physically stronger and 44
they are physically stronger than 98
they are positively certain that 91
they are positively charged and 122
they are prejudiced against all 45
they are prejudiced against him 59
they are prejudiced against them 90
they are relatively certain that 114
they are relatively compact and 45
they are relatively fragile and 59
they are relatively smaller than 52
they are remarkably similar and 41
they are sandwiched between two 60
they are successful because they 298
they are unemployed because they 46
they are vulnerable because they 104
they both disappeared quickly and 48
they can adequately perform them 40
they can adequately provide for 100
they can completely control its 46
they can completely provide for 127
they can experience success and 79
they did originally acquire this 57
they had apparently decided that 56
they had definitely decided that 108
they had difficulty believing that 42
they had eliminated discord and 41
they had frequently scolded her 76
they had heretofore covered with 63
they had judiciously avoided any 60
they had maintained contact with 76
they had manifested towards him 94
they had originally brought with 63
they had originally planned and 70
they had originally planned for 66
they had positively ordered him 57
they had pronounced against him 106
they had subscribed against them 47
they had sufficient grounds for 121
they may mistakenly believe that 197
they see sufficient grounds for 46
this and subsequent figures are 212
this and subsequent sections are 182
this day personally appeared and 60
this one particular purpose and 47
this was impossible because she 42
this was impossible because they 90
this was sufficient grounds for 59
thus his sentiments towards her 49
two are absolutely reliable and 50
two are intimately related and 102
two new asymmetric centers may 62
two things constantly balance and 84
