tar rose from the interior 231
that best fits the criteria 67
that best fits the current 253
that best fits the following 387
that best fits the measured 139
that best fits the passage 47
that best fits the patient 250
that best fits the pattern 147
that best fits the plotted 44
that best fits the problem 145
that best fits the purpose 76
that best fits the question 196
that best fits the scatter 103
that best fits the student 40
that best meet the criteria 140
that best meet the demands 103
that best part of history 42
that bill made no similar 89
that blew from the eastward 69
that blow from the interior 41
that blow from the northeast 157
that blow from the pacific 111
that blow over the country 48
that blow over the surface 43
that body during the present 44
that body during the sessions 57
that body upon the members 195
that body upon the subject 134
that book from the library 104
that book into the general 106
that bore upon the question 240
that bore upon the subject 216
that boys tend to develop 45
that break down the complex 212
that break down the organic 333
that breath made up between 110
that brings down the curtain 108
that brings forth the harvest 91
that brings into the picture 45
that busy hive of traffic 87
that busy mint of logical 41
that cain rose up against 2579
that came down the chimney 285
that came down to prevent 54
that came from an unknown 73
that came from my parents 161
that came from the absence 51
that came from the adjoining 176
that came from the ancient 170
that came from the bathroom 142
that came from the battery 41
that came from the bedroom 143
that came from the british 334
that came from the capital 163
that came from the central 165
that came from the chinese 45
that came from the company 119
that came from the council 45
that came from the country 224
that came from the deepest 309
that came from the distant 214
that came from the doorway 149
that came from the eastward 40
that came from the emperor 79
that came from the european 128
that came from the extreme 103
that came from the factory 225
that came from the federal 47
that came from the gallery 139
that came from the general 171
that came from the hallway 95
that came from the highest 49
that came from the interior 372
that came from the islands 142
that came from the kitchen 1078
that came from the lantern 44
that came from the library 115
that came from the machine 112
that came from the malabar 51
that came from the national 152
that came from the northern 265
that came from the outside 1012
that came from the pacific 98
that came from the patient 95
that came from the presses 78
that came from the private 90
that came from the research 84
that came from the shadows 85
that came from the southern 140
that came from the spanish 338
that came from the stomach 122
that came from the streets 108
that came from the supreme 44
that came from the thoughts 70
that came from the village 291
that came from the western 167
that came from the windows 242
that came from the wrecked 42
that came into the company 130
that came into the country 1554
that came into the kitchen 226
that came into the language 385
that came into the library 100
that came into the picture 158
that came into the senator 46
that came into the treasury 192
that came into the village 234
that came over the country 157
that came over to america 86
that came upon the country 199
that came upon the eleventh 57
that case from the instant 42
that case from the present 490
that case must be brought 82
that case reads as follows 47
that case there is usually 70
that case were as follows 354
that cast into the treasury 98
that city during the preceding 44
that city during the previous 54
that city must be reduced 61
that clear from the beginning 531
that come from the ability 85
that come from the ancient 41
that come from the central 250
that come from the closest 43
that come from the country 148
that come from the culture 42
that come from the current 108
that come from the deepest 141
that come from the distant 60
that come from the factory 106
that come from the general 134
that come from the immense 76
that come from the interior 354
that come from the islands 135
that come from the kitchen 162
that come from the muscles 47
that come from the natural 78
that come from the northern 117
that come from the outside 1431
that come from the pacific 141
that come from the patient 133
that come from the private 54
that come from the process 55
that come from the pursuit 44
that come from the research 61
that come from the surface 50
that come from the western 49
that come into the country 410
that come into the kashmir 49
that come into the language 122
that come into the library 52
that come into the picture 432
that come into the problem 48
that cost less to produce 154
that cost more to produce 165
that cost tens of millions 172
that cuba must be annexed 43
that data from the national 132
that data must be entered 107
that data must be gathered 147
that data will be entered 56
that data will be gathered 89
that data will be released 47
that data will be written 74
that date back to ancient 277
that date back to colonial 175
that date from the beginning 357
that date from the colonial 147
that date from the earliest 259
that date from the eleventh 44
that date from the following 59
that date from the spanish 41
that date there is perhaps 63
that date till the present 147
that date were as follows 234
that date will be subject 76
that deed were the marines 40
that died from the effects 88
that died last in several 51
that door from the outside 128
that drew down the corners 83
that duty must be limited 51
that early hour the streets 49
that echo those of federal 53
that even among the hebrews 113
that even among the members 156
that even among the orthodox 53
that even among the poorest 160
that even among the teachers 40
that even during the british 153
that even during the busiest 45
that even during the colonial 132
that even during the darkest 160
that even during the earliest 173
that even during the present 201
that even during the process 90
that even from the beginning 960
that even from the earliest 454
that even from the outside 59
that even here in america 97
that even john the baptist 227
that even such an eminent 49
that even when an attempt 46
that even when he finally 49
that even when it appeared 135
that even when it becomes 49
that even when it existed 43
that even when the average 120
that even when the balance 40
that even when the british 97
that even when the central 94
that even when the chinese 47
that even when the company 42
that even when the content 139
that even when the country 113
that even when the current 128
that even when the decision 118
that even when the economy 173
that even when the effects 177
that even when the general 200
that even when the husband 119
that even when the language 166
that even when the material 103
that even when the national 48
that even when the overall 43
that even when the parents 61
that even when the parties 185
that even when the patient 395
that even when the primary 124
that even when the problem 126
that even when the process 115
that even when the product 94
that even when the question 150
that even when the relation 78
that even when the results 125
that even when the solution 94
that even when the stomach 143
that even when the student 42
that even when the subject 513
that even when the surface 122
that even when the visible 62
that even when we attempt 40
that even when we control 119
that even when we include 40
that ever came in contact 68
that ever came to america 449
that ever came to chicago 82
that ever came to ireland 124
that ever left the british 42
that ever rose to animate 183
that ever rose up against 44
that ever shut the windows 51
that ever took to himself 87
that ever trod the british 131
that ever trod the streets 93
that ever will be written 386
that ever wore the uniform 46
that evil will be defeated 133
that fact from the beginning 170
that fact must be alleged 42
that fair crew of knights 257
that fall from the surface 107
that fall into the adriatic 103
that fall into the following 961
that fall into the general 683
that fall into the pacific 104
that fall into the western 43
that fall onto the surface 65
that fall upon the surface 149
that feed into the process 41
that fees will be charged 56
that fell among the robbers 872
that fell down the chimney 126
that fell from the candles 43
that fell from the impending 130
that fell from the kitchen 81
that fell from the preacher 40
that fell from the presiding 63
that fell from the quivering 51
that fell from the western 156
that fell from the windows 116
that fell into the following 77
that fell upon the company 63
that fell upon the country 65
that fell upon the culprit 46
that fine army of ancient 62
that fits into an overall 52
that fits into the context 185
that fits into the general 135
that fits into the mortise 58
that fits into the overall 138
that fits into the pattern 136
that fits into the picture 109
that fits over the outside 50
that fits over the patient 107
that flew over the capitol 72
that flow down the western 84
that flow from the adoption 57
that flow from the central 125
that flow from the concept 137
that flow from the decision 185
that flow from the division 40
that flow from the general 190
that flow from the interior 121
that flow from the natural 48
that flow from the northern 94
that flow from the present 134
that flow from the primary 99
that flow from the research 121
that flow from the southern 55
that flow from the western 124
that flow into the adriatic 77
that flow into the columbia 107
that flow into the pacific 954
that flow over the surface 84
that form during the process 117
that four sets of factors 94
that four years in college 70
that four years of college 601
that four years of primary 94
that four years of schooling 146
that from five to fifteen 94
that from july to january 41
that from july to october 111
that from june to october 196
that full time to acquire 270
that gave birth to america 113
that gave birth to everything 43
that gave birth to science 97
that gave birth to western 152
that gave onto the balcony 51
that gave onto the terrace 43
that gave rise to america 41
that gave rise to anxiety 115
that gave rise to certain 233
that gave rise to charges 97
that gave rise to concern 190
that gave rise to current 43
that gave rise to demands 49
that gave rise to endless 51
that gave rise to european 113
that gave rise to fascism 89
that gave rise to language 117
that gave rise to mammals 160
that gave rise to marxism 42
that gave rise to national 87
that gave rise to popular 87
that gave rise to present 60
that gave rise to religion 45
that gave rise to science 170
that gave rise to several 129
that gave rise to similar 95
that gave rise to western 204
that gave such an impetus 50
that give laws to language 40
that give rise to anxiety 359
that give rise to behavior 354
that give rise to beliefs 52
that give rise to capital 186
that give rise to certain 652
that give rise to chronic 213
that give rise to complex 207
that give rise to concern 341
that give rise to demands 93
that give rise to differing 67
that give rise to diseases 42
that give rise to diverse 87
that give rise to emotions 285
that give rise to extreme 44
that give rise to foreign 145
that give rise to gametes 462
that give rise to general 108
that give rise to genetic 89
that give rise to genuine 71
that give rise to increasing 52
that give rise to intense 81
that give rise to language 72
that give rise to lateral 99
that give rise to natural 127
that give rise to nervous 47
that give rise to neurons 237
that give rise to pleasure 116
that give rise to poverty 78
that give rise to present 116
that give rise to primary 154
that give rise to religion 162
that give rise to sensory 133
that give rise to several 283
that give rise to sexless 41
that give rise to similar 285
that give rise to suffering 216
that give rise to surface 72
that give rise to tensions 112
that give rise to unusual 105
that give rise to variation 159
that give rise to violence 373
that good health is largely 42
that great army of martyrs 174
that great army of workers 97
that great body of popular 40
that great body of writers 96
that great bulk of boredom 69
that great city of glasgow 45
that great fact of vaccine 42
that great fund of national 153
that great heaps of ejected 48
that great hive of females 66
that great line of cleavage 105
that great mass of mankind 95
that great mass of material 44
that great mass of routine 98
that great ocean of material 240
that great play on history 68
that great want of manners 44
that grew during the previous 139
that grew into the present 76
that grow along the surface 109
that grow from the surface 65
that grow only in certain 47
that grow upon the surface 166
that hall full of diseased 45
that hangs from the rafters 54
that hangs over the country 61
that hangs over the greatest 54
that hangs over the history 98
that hangs over the subject 40
that have been at college 45
that have been at variance 99
that have been in america 103
that have been in contact 2828
that have been in control 70
that have been in culture 91
that have been in decline 93
that have been in dispute 182
that have been in general 130
that have been in process 149
that have been in service 951
that have been in similar 43
that have been in storage 641
that have been in trouble 178
that have been my concern 44
that have been my friends 255
that have been of benefit 101
that have been of central 157
that have been of certain 228
that have been of concern 459
that have been of greatest 212
that have been of immense 56
that have been of primary 103
that have been of service 160
that have been on display 98
that have been on welfare 57
that have been so altered 40
that have been so briefly 42
that have been so central 242
that have been so closely 53
that have been so defined 40
that have been so evident 86
that have been so exposed 42
that have been so happily 70
that have been so helpful 158
that have been so largely 71
that have been so popular 279
that have been so rapidly 66
that have been so strongly 72
that have been so typical 45
that have been so vividly 51
that have been the bedrock 118
that have been the biggest 41
that have been the central 123
that have been the concern 216
that have been the delight 77
that have been the despair 72
that have been the devices 180
that have been the essence 64
that have been the greatest 365
that have been the hardest 45
that have been the natural 55
that have been the objects 204
that have been the occasion 226
that have been the outcome 113
that have been the primary 424
that have been the product 118
that have been the results 40
that have been the scourge 67
that have been the sources 65
that have been the staples 40
that have been the subject 13388
that have been the targets 178
that have been the victims 311
that have come in contact 1445
that have come to acquire 68
that have come to america 253
that have come to autopsy 264
that have come to believe 47
that have come to cluster 46
that have come to control 68
that have come to fruition 446
that have come to function 46
that have come to inhabit 44
that have come to mankind 115
that have come to operate 44
that have come to permeate 62
that have come to pervade 68
that have come to possess 55
that have come to prevail 253
that have come to replace 179
that have come to signify 136
that have come up against 58
that have come up between 92
that have died of natural 139
that have from the beginning 218
that have from the earliest 56
that have gone on between 146
that have gone on regarding 97
that have gone the farthest 73
that have gone the furthest 231
that have gone to america 45
that have gone to produce 122
that have held it together 42
that have held us captive 89
that have held us together 146
that have kept me company 179
that have kept the country 59
that have left an imprint 60
that have left no memorial 85
that have left no written 115
that have left the company 47
that have left the country 91
that have left the deepest 79
that have left the surface 41
that have lost the ability 965
that have lost the plasmid 307
that have made it popular 107
that have made the attempt 103
that have made the biggest 115
that have made the british 173
that have made the chinese 60
that have made the company 130
that have made the country 220
that have made the decision 103
that have made the deepest 91
that have made the general 155
that have made the greatest 861
that have made the history 242
that have made the journey 97
that have made the largest 142
that have made the outward 77
that have made the passage 47
that have made the present 378
that have made the process 57
that have made the subject 40
that have made the success 49
that have nothing to commend 54
that have paid the penalty 60
that have seen an increase 42
that have seen the greatest 140
that have seen the largest 44
that have seen the regatta 57
that have used the concept 55
that have used the program 51
that have worn the marbles 42
that having made the decision 50
that having upon the occasion 73
that health care in america 152
that health care in general 43
that heart must be callous 92
that heavy yoke of bondage 44
that held forth the promise 166
that help from the outside 160
that help will be offered 64
that here also the balance 62
that here lies the greatest 94
that here there is popular 41
that here there is question 49
that here were the remains 189
that here will be trained 58
that hold forth the promise 44
that home rule in ireland 71
that hope only is rational 225
that hope will be realized 219
that india must be allowed 45
that india must be divided 45
that india owes to mahatma 85
that india will go towards 119
that jews were an inferior 177
that jews were the enemies 54
that jews were the primary 118
that just begs the question 145
that just kind of liberty 42
that just over the horizon 224
that juts into the pacific 102
that kind among the several 125
that kind will be obviated 119
that knew nothing of fatigue 54
that know what my trouble 41
that lady from the account 43
that lady gaze so fixedly 158
that laid down by america 422
that laid down by article 50
that laid down by captain 40
that laid down in article 507
that laid down the general 161
that land must be divided 42
that last feast in babylon 42
that last gift he offered 120
that last mark of respect 47
that last week of january 102
that last week of october 103
that laws have no magical 107
that laws much at variance 47
that laws must be adapted 46
that laws must be enacted 47
that laws must be general 61
that leads from the airport 43
that leads from the ancient 43
that leads from the battery 76
that leads from the beginning 55
that leads from the bladder 229
that leads from the highway 92
that leads from the kitchen 88
that leads from the outside 135
that leads from the pharynx 138
that leads from the present 126
that leads from the stomach 203
that leads from the village 243
that leads into the country 53
that leads into the interior 178
that leads into the kitchen 165
that leads into the library 41
that leads into the vaulted 82
that leads into the village 124
that leads many to believe 52
that least said is soonest 111
that leave open the question 126
that leave will be granted 117
that left open the question 230
that less time is devoted 99
that lies along the southern 70
that lies along the western 48
that lies open to receive 50
that lies upon the surface 153
that life from the beginning 115
that life will be perfect 115
that line have no trouble 68
that live only to languish 71
that live upon the surface 43
that living base of surplus 58
that look like the following 471
that look like the objects 82
that look like the remains 110
that look upon an edifice 92
that look upon my outside 495
that loss into the language 107
that made during the journey 43
that made from the papyrus 46
that made from the produce 104
that made love by squeezing 97
that make life so pleasant 54
that many acts of cruelty 87
that many acts of violence 366
that many came to believe 380
that many left the country 55
that many lost by degrees 74
that many more of mankind 47
that many must be exposed 73
that many tens of millions 53
that many think an invasion 41
that many will be brought 103
that many will be induced 224
that many will be tempted 159
that many years of careful 43
that many years of inaction 87
that many years of patient 52
that many years of research 155
that mark made no mistake 218
that mary rose up quickly 45
that means lost the pleasure 107
that means made the natural 52
that means make an apology 73
that means must be devised 409
that means will be adopted 56
that means will be devised 165
that meant nothing to anybody 52
that mere length of service 73
that mild form of lunatic 54
that mine were the supreme 67
that mode must be pursued 51
that more time be allowed 125
that more time be devoted 667
that more time is allowed 179
that more time is devoted 415
that more will be brought 42
that more will be offered 48
that more will be revealed 161
that more will be written 107
that more years of schooling 107
that most acts of violence 152
that most part in discord 41
that move from the general 128
that move over the surface 169
that much more is happening 61
that much more is implied 48
that much must be omitted 47
that much time is devoted 44
that much time to prepare 242
that must also be applied 50
that must also be present 82
that must also be removed 60
that must burn up everything 76
that must come in contact 72
that must flow to support 105
that must form the subject 118
that must give an account 1779
that must give the increase 44
that must have the greatest 107
that must make me beloved 50
that must make my fortune 191
that must make the decision 81
that must meet the demands 42
that must meet the following 102
that must warm the coldest 42
that must work in concert 96
that must work in harmony 95
that mute sign of dissent 70
that name among the natives 52
that name upon the village 102
that name when we partake 59
that need have no relation 40
that need only be applied 52
that need only be skimmed 42
that need time to develop 105
that news from the outside 42
that none know the history 105
that none save the outlaws 79
that none save the parties 76
that none will be omitted 50
that nothing else is happening 50
that nothing else is visible 106
that nothing from the outside 251
that nothing like it existed 47
that nothing more is implied 48
that nothing much is happening 356
that nothing must be allowed 1280
that nothing must be touched 102
that nothing need at present 77
that nothing need be clipped 46
that nothing will be allowed 486
that nothing will be decided 286
that nothing will be omitted 446
that nothing will be printed 62
that nothing will be revealed 40
that nothing will be settled 63
that nothing will be written 49
that once gave me pleasure 125
that once held it together 104
that once more the british 52
that once when he visited 108
that only among the inferior 40
that only begs the question 288
that only half the members 132
that only half the progeny 46
that only leads to trouble 44
that only make the cowslip 317
that only seeing is believing 91
that only such an alliance 49
that only those of superior 43
that only what is material 47
that only what is present 199
that only what is written 105
that only when the patient 91
that only when the workers 105
that open into the central 51
that open into the unknown 118
that open onto the surface 221
that open onto the terrace 103
that osha gave the problem 94
that other areas of research 107
that other areas of society 130
that other form of madness 93
that other half of herself 43
that other half of himself 64
that other life of refined 84
that other means of attaining 156
that other means of control 44
that other means of obtaining 46
that other part of himself 247
that other part of natural 113
that other side of himself 126
that other sort of newness 53
that other sort of persons 98
that other sort of rivalry 40
that over half of america 45
that over half the country 79
that over half the members 199
that over half the parents 44
that over half the workers 100
that over time an increasing 134
that over time it becomes 110
that over time the average 120
that over time the economy 42
that over time the process 45
that pain kept me wakeful 86
that part over in silence 42
that part will be obliged 81
that pass along the streets 73
that pass from the anterior 44
that pass from the stomach 54
that pass into the medulla 170
that pass over the surface 97
that past into the present 202
that paul meant by victory 43
that paul uses the language 44
that peace must be founded 67
that peace must be planned 69
that peace must be secured 50
that peace will be assured 91
that peace will be brought 44
that peace will be secured 57
that play over the surface 138
that play upon the surface 186
that poor beast so unhappy 76
that poor part of mankind 85
that port were as rapidly 46
that prey upon the spirits 75
that pure love of science 62
that range from the general 88
that range from the mundane 200
that range from the sublime 198
that rank among the greatest 204
that rank among the highest 142
that rank among the largest 72
that rare gift of silence 89
that ride into the secrets 97
that ripe birth of studied 150
that rise from the central 44
that rise from the corners 40
that rise from the marshes 137
that rise from the murmuring 88
that rise from the pacific 43
that rise from the surface 77
that rise from the valleys 41
that roam over the country 61
that room must be allowed 43
that rose among the distant 94
that rose from the chimney 133
that rose from the kitchen 43
that rose from the natives 63
that rose from the streets 96
that rose from the surface 320
that rose over my visible 50
that rude kind of dialogue 48
that rule must be applied 83
that rule well be counted 2650
that rule will be adopted 69
that runs along the anterior 49
that runs along the lateral 189
that runs along the northern 539
that runs along the outside 360
that runs along the pacific 70
that runs along the southern 533
that runs along the surface 168
that runs along the ventral 176
that runs along the western 307
that runs down the outside 174
that runs down the western 56
that runs from the airport 132
that runs from the anterior 193
that runs from the beginning 539
that runs from the bladder 84
that runs from the central 59
that runs from the command 63
that runs from the lateral 135
that runs from the marshes 89
that runs from the northern 130
that runs from the southern 52
that runs from the surface 43
that runs from the village 54
that runs into the duration 77
that runs into the millions 57
that runs only on windows 40
that runs over the surface 80
that same good or service 48
that same hand of delight 104
that same kind of respect 56
that same kind of support 54
that same month of january 513
that same month of october 550
that same month the british 41
that same term or sessions 63
that save from the reports 83
that seem hard to explain 40
that seen from the outside 61
that sent forth an odorous 78
that sent forth the saracen 117
that sets forth the details 58
that sets forth the following 69
that sets forth the general 52
that sets forth the minimum 54
that sets forth the process 65
that sets forth the purpose 57
that sets forth the subject 99
that show what is happening 160
that shut down the federal 41
that sits down to suppose 147
that skim along the surface 102
that skim over the surface 128
that slow down or prevent 133
that slow down the central 319
that slow down the nervous 277
that slow down the process 294
that some acts of violence 82
that some among the natural 48
that some areas of research 71
that some areas of science 42
that some came to believe 50
that some form of alliance 52
that some form of balancing 45
that some form of behavior 54
that some form of bilingual 41
that some form of british 63
that some form of capital 107
that some form of central 278
that some form of consent 56
that some form of contact 112
that some form of control 1465
that some form of damages 53
that some form of division 43
that some form of dualism 42
that some form of election 52
that some form of european 211
that some form of exchange 232
that some form of federal 312
that some form of foreign 58
that some form of general 142
that some form of genetic 65
that some form of idealism 48
that some form of incomes 82
that some form of interim 55
that some form of judicial 147
that some form of justice 67
that some form of language 138
that some form of limited 216
that some form of marriage 91
that some form of meaningful 47
that some form of mediation 41
that some form of medical 80
that some form of national 507
that some form of natural 110
that some form of official 187
that some form of organic 42
that some form of outside 78
that some form of overall 87
that some form of payment 86
that some form of popular 132
that some form of private 76
that some form of protest 44
that some form of quality 107
that some form of radiation 137
that some form of radical 41
that some form of rational 51
that some form of regional 180
that some form of regular 72
that some form of religion 198
that some form of sanction 44
that some form of screening 49
that some form of service 46
that some form of slavery 58
that some form of student 70
that some form of subsidy 104
that some form of support 107
that some form of surface 53
that some form of taxation 131
that some form of unified 55
that some form of violence 282
that some form of worship 48
that some form of written 121
that some have the ability 40
that some kind of alliance 71
that some kind of apology 66
that some kind of attempt 74
that some kind of balance 433
that some kind of central 132
that some kind of contact 134
that some kind of control 299
that some kind of decision 192
that some kind of dialogue 97
that some kind of division 55
that some kind of drastic 60
that some kind of european 86
that some kind of exchange 61
that some kind of federal 117
that some kind of foreign 91
that some kind of funeral 263
that some kind of general 213
that some kind of genetic 87
that some kind of inquiry 167
that some kind of justice 58
that some kind of language 133
that some kind of letters 43
that some kind of limited 93
that some kind of logical 66
that some kind of magical 47
that some kind of material 48
that some kind of meaningful 40
that some kind of message 55
that some kind of miracle 121
that some kind of mistake 71
that some kind of national 520
that some kind of natural 363
that some kind of official 227
that some kind of organic 67
that some kind of overall 64
that some kind of pattern 60
that some kind of payment 41
that some kind of popular 46
that some kind of priority 56
that some kind of private 42
that some kind of problem 96
that some kind of process 68
that some kind of program 51
that some kind of protest 41
that some kind of psychic 51
that some kind of radiation 48
that some kind of radical 88
that some kind of rational 53
that some kind of regional 87
that some kind of regular 59
that some kind of relation 300
that some kind of religion 103
that some kind of service 54
that some kind of solution 111
that some kind of support 41
that some kind of trouble 104
that some kind of violence 71
that some kind of worship 72
that some means be adopted 83
that some means be devised 250
that some means of control 53
that some means of providing 40
that some mode be adopted 46
that some must be managed 137
that some part of himself 168
that some part of mankind 249
that some plan be adopted 101
that some plan be devised 140
that some sign or memorial 49
that some sort of account 63
that some sort of alliance 117
that some sort of apology 136
that some sort of attempt 40
that some sort of average 52
that some sort of balance 533
that some sort of bargain 54
that some sort of barrier 196
that some sort of central 249
that some sort of complex 46
that some sort of contact 115
that some sort of control 667
that some sort of decision 207
that some sort of dialogue 64
that some sort of division 67
that some sort of drastic 44
that some sort of european 126
that some sort of exchange 149
that some sort of federal 169
that some sort of formula 42
that some sort of general 243
that some sort of genetic 88
that some sort of inquiry 42
that some sort of judicial 43
that some sort of justice 70
that some sort of logical 52
that some sort of magical 52
that some sort of material 74
that some sort of medical 42
that some sort of message 90
that some sort of miracle 111
that some sort of national 204
that some sort of natural 82
that some sort of official 211
that some sort of pattern 74
that some sort of payment 48
that some sort of private 63
that some sort of problem 159
that some sort of process 98
that some sort of program 52
that some sort of promise 40
that some sort of protest 49
that some sort of psychic 58
that some sort of radiation 87
that some sort of radical 60
that some sort of regional 96
that some sort of regular 51
that some sort of relation 199
that some sort of religion 104
that some sort of revision 45
that some sort of scandal 66
that some sort of screening 57
that some sort of service 93
that some sort of shelter 68
that some sort of solution 133
that some sort of support 50
that some sort of trouble 190
that some sort of tyranny 51
that some sort of uniform 48
that some sort of violence 49
that some sort of written 57
that some time be allowed 45
that some time be devoted 56
that some time in january 159
that some time in october 63
that some turn of fortune 89
that some type of control 108
that some type of failure 52
that some type of genetic 45
that some type of national 45
that some type of program 50
that some uses of language 105
that some will be obliged 46
that some will be tempted 60
that soon came to include 109
that soon grew up between 45
that sort when an attempt 70
that spring from an insight 73
that spring from the natural 147
that spring from the unequal 155
that stem from the ability 85
that stem from the central 44
that stem from the failure 91
that stem from the general 104
that stem from the research 100
that step into the unknown 127
that step when the viceroy 44
that such acts of violence 656
that such bill be brought 89
that such fine or penalty 55
that such item is correct 137
that such kind of estates 48
that such land is subject 99
that such land or movable 112
that such laws be uniform 155
that such loss of control 48
that such uses of language 104
that such were my opinions 54
that such were the effects 272
that such were the motives 178
that such were the opinions 162
that such were the thoughts 87
that such work is carried 296
that such work is usually 44
that suit must be brought 370
that suit will be brought 84
that sure word of promise 107
that swung from the rafters 49
that take care of everything 160
that take over the function 135
that take part in producing 50
that take time to develop 458
that take time to resolve 90
that take years to acquire 44
that take years to develop 355
that taking care of herself 149
that taking care of oneself 159
that tell what is happening 160
that tell what the subject 170
