the angle between sides a 57
the most perfect which i 47
the most perfect woman i 156
the most pitiful sight i 123
the most pleasant evening i 87
the most pleasant hours i 44
the most pleasant people i 49
the most pleasant place i 77
the most precious asset a 58
the most precious cargo a 53
the most precious gifts a 100
the most precious gifts i 118
the most precious words i 50
the most private place i 41
the most promising pupil i 40
the most radical change a 43
the most selfish people i 105
the most selfish woman i 55
the most sensual woman i 59
the most sickening sight i 82
the most sincere people i 63
the most sublime scene i 44
the most tactful woman i 50
the most unhappy people i 90
the most unusual people i 67
the most unusual woman i 47
the most welcome sight i 108
the most welcome sound i 95
the most womanly woman i 49
the mouth several times a 289
the news several times a 50
the next century under a 50
the next chapter after a 51
the next chapter gives a 73
the next chapter offer a 40
the next chapter takes a 105
the next chapter where a 128
the next chapter where i 338
the next example shows a 47
the next fifteen hours i 66
the next fifteen months i 42
the next passage which i 52
the next question which i 83
the next several hours i 266
the next several months a 158
the next several months i 725
the next several pages i 145
the next several weeks a 119
the next several weeks i 665
the ninth century wrote a 69
the ninth circuit found a 101
the nose several times a 60
the odds against drawing a 142
the odds against finding a 127
the odds against getting a 165
the odds against rolling a 119
the odds against winning a 115
the only addition which i 141
the only apology which i 47
the only benefit which a 43
the only comfort which i 171
the only country showing a 53
the only country where a 973
the only country where i 268
the only example where a 106
the only example which i 178
the only language which i 89
the only location where a 56
the only logical reason i 49
the only objects which i 68
the only occasion where a 101
the only occasion where i 60
the only passage where a 40
the only passage which i 61
the only pleasure which i 43
the only question which a 78
the only question which i 189
the only religion which a 112
the only service which i 66
the only solution which i 68
the only species which i 58
the only subject which i 50
the only tribute which a 61
the open country where a 62
the open country where i 53
the open doorway stood a 150
the open suffering under a 65
the other brought about a 61
the other country within a 43
the other element which i 50
the other extreme where a 91
the other factors which i 66
the other gathered about a 41
the other islands which i 184
the other letters which i 99
the other material which i 50
the other matters which i 111
the other measures which i 44
the other objects which i 208
the other passage which i 49
the other question which i 118
the other several times a 117
the other species which i 74
the other systems which i 54
the past brought about a 51
the past fifteen months i 66
the past several months a 80
the past several months i 467
the past several weeks a 47
the past several weeks i 256
the poor opinions which i 117
the radio several times a 56
the rare occasion where a 53
the rent payable under a 219
the road several times a 64
the rock against which i 122
the room several times a 69
the safe conduct which i 43
the said francis prays a 44
the same applies where a 44
the same college where i 48
the same company built a 42
the same company within a 57
the same country where i 53
the same country within a 41
the same courage which a 52
the same culture share a 42
the same delight which i 94
the same element within a 63
the same fallacy which i 203
the same features which i 49
the same freedom which i 150
the same function within a 109
the same general lines i 44
the same general sense i 80
the same inquiry which i 50
the same instant pouring a 64
the same language which i 90
the same language within a 55
the same liberty which i 60
the same location after a 51
the same location where a 70
the same location where i 76
the same location within a 116
the same material after a 67
the same material under a 76
the same material within a 69
the same mistake which i 75
the same motives which i 42
the same objects which i 133
the same offense after a 114
the same offense under a 45
the same opinions which i 233
the same passage which i 67
the same patient after a 99
the same patient showing a 259
the same patient shows a 344
the same patient within a 169
the same picture which i 105
the same pleasure which i 95
the same pockets after a 93
the same position after a 109
the same position until a 51
the same position until i 55
the same position which i 140
the same position within a 252
the same problem under a 75
the same problem within a 60
the same process plays a 63
the same process takes a 42
the same process which i 77
the same process within a 57
the same product under a 135
the same product which a 52
the same product within a 49
the same purpose under a 88
the same purpose within a 141
the same question about a 470
the same question under a 92
the same question which i 229
the same relation which a 91
the same results within a 92
the same secrecy which i 90
the same service within a 41
the same society forms a 138
the same species share a 49
the same species under a 49
the same species which i 123
the same species within a 227
the same subject about a 42
the same subject after a 58
the same subject under a 110
the same subject which i 334
the same subject within a 151
the same thoughts about a 42
the same thoughts which i 79
the same village lived a 42
the same village where i 138
the shop several times a 45
the side towards which i 87
the single passage which i 56
the site several times a 74
the sixth century wrote a 50
the skin several times a 113
the skin surface after a 53
the soap solution until a 44
the soft tissues about a 68
the soil surface after a 56
the soil surface under a 69
the sole benefit which a 147
the south brought about a 45
the south extends above a 106
the south pacific after a 42
the south pacific where a 43
the stem mixture makes a 71
the sums payable under a 49
the tenth century wrote a 47
the test animals within a 51
the theory against which i 53
the third country makes a 105
the third quarter after a 52
the third question which i 85
the three aspects which i 221
the three decades since i 66
the three factors which i 49
the three letters which i 159
the three stopped under a 132
the three together forming a 91
the time allowed under a 53
the time between sending a 75
the time elapsed after a 58
the time elapsed since a 386
the time elapsed until a 44
the time remaining until a 60
the tory courses found a 89
the town several times a 70
the tree against which i 248
the trip several times a 134
the union pacific built a 47
the vast minster seems a 206
the very earliest times a 110
the very language which i 74
the very passage which i 117
the very position which i 49
the very purpose which i 66
the very pursuit makes a 187
the very question which i 279
the very species which a 44
the very subject which i 61
the very ugliest color i 60
the very village where i 44
the view against which i 63
the wall against which i 303
the wave equation where c 44
the wearing apparel which i 44
the weary searcher after a 44
the west african coast a 42
the west brought about a 116
the west country where i 44
the wind swooped round a 130
the wrong opinions which i 50
to band together under a 58
to bathe several times a 69
to call several times a 147
to come forward within a 61
to come several times a 128
to come together after a 85
to come together under a 257
to come together within a 82
to feel strongly about a 75
to find herself holding a 49
to find herself under a 41
to find himself after a 57
to find himself beneath a 66
to find himself holding a 70
to find himself playing a 59
to find himself sharing a 61
to find himself still a 82
to find himself under a 137
to find himself within a 126
to find shelter under a 251
to five minutes after a 55
to five minutes twice a 48
to five thousand words a 43
to form opinions about a 45
to four hundred miles a 43
to four hundred times a 40
to gain insight about a 46
to gain magical power a 49
to give british goods a 49
to give details about a 42
to give details which a 61
to give dinners twice a 165
to give lessons twice a 62
to give married women a 50
to give several hours a 53
to great britain after a 41
to great britain under a 107
to have appeared within a 48
to have arrived within a 54
to have brought about a 4542
to have congress adopt a 41
to have congress create a 48
to have congress enact a 85
to have elapsed since i 52
to have enjoyed quite a 43
to have existed under a 47
to have existed within a 117
to have finally found a 249
to have gathered quite a 42
to have labored under a 108
to have printed nearly a 44
to have started about a 41
to have started after a 40
to have studied under a 105
to have trouble finding a 256
to have trouble getting a 135
to have written about a 150
to have written above a 58
to have written quite a 40
to have written under a 98
to help clients create a 47
to help parents create a 41
to help teachers create a 73
to hide himself under a 301
to hold together within a 40
to join together under a 76
to know everything about a 1148
to know exactly where a 299
to know exactly where i 975
to learn everything about a 240
to leave herself still a 72
to live forever under a 48
to live together after a 51
to live together under a 487
to live together within a 175
to live worthily while i 153
to make choices about a 104
to make choices within a 120
to make fifteen miles a 44
to make herself appear a 40
to make himself appear a 342
to make inquiry about a 126
to make inquiry after a 51
to make lifelong learning a 87
to make matters worse a 322
to make matters worse i 493
to make payment under a 130
to make payment within a 132
to make problem solving a 40
to make remarks about a 47
to make repairs within a 45
to make several trips a 98
to make treasury notes a 440
to make trouble about a 121
to meet several times a 343
to more closely match a 55
to move forward after a 61
to move forward under a 66
to move forward until a 50
to move forward until i 84
to move towards creating a 43
to other matters which i 49
to other objects within a 54
to other persons within a 49
to part company after a 41
to play several times a 69
to pray several times a 119
to seek shelter beneath a 67
to seek shelter under a 500
to show concern about a 44
to show results within a 50
to sink himself below a 41
to some queries which i 43
to some remarks which i 88
to some village where i 71
to speak briefly about a 47
to speak strongly where i 71
to stay exactly where i 107
to stay quietly where i 128
to step outside while i 46
to take measures which i 43
to take moments about a 59
to take service under a 149
to take several times a 117
to take shelter beneath a 79
to take shelter under a 1291
to take shelter within a 40
to talk briefly about a 73
to talk together about a 54
to talk together after a 44
to tell america about a 66
to tell anybody where i 91
to tell everything about a 73
to tell exactly where a 100
to tell stories about a 259
to their ambition which a 48
to their country after a 151
to their country within a 47
to their federal claim a 43
to their function within a 59
to their location within a 97
to their offices after a 53
to their parents after a 84
to their position within a 232
to their studies after a 61
to their village after a 116
to these distant hills a 44
to think himself quite a 72
to think himself really a 73
to think together about a 45
to third parties under a 60
to those matters which i 44
to those objects which a 40
to those passions which i 77
to those studies which i 41
to three hundred miles a 49
to three hundred people a 43
to three thousand people a 46
to three thousand words a 41
to throw herself under a 261
to throw himself under a 234
to town several times a 70
to wait outside until i 129
to wait outside while i 179
to walk several miles a 152
to walk several times a 54
to walk sixteen miles a 48
to what derrida calls a 48
to what happens after a 154
to what happens within a 84
to what purpose would a 63
to work fifteen hours a 609
to work seventy hours a 127
to work several hours a 172
to work several times a 51
to work sixteen hours a 2761
to work thirteen hours a 144
to work together under a 234
to work together within a 277
to work towards creating a 188
to work towards finding a 43
to your inquiry about a 44
to your parents about a 46
to your question about a 91
