table and beating the butt 100
takes him into the realm 56
takes him step by step 44
takes him three or four 116
takes his fill of deep 161
takes his game at rest 44
takes his hand in hers 772
takes his line in hand 40
takes his name in vain 1260
takes his prey by wading 40
takes his turn to speak 55
takes his wife to live 103
takes its form in part 41
takes its meaning in part 87
takes its name is only 42
takes its rise in lake 95
takes its rise in pure 61
takes its rise in some 208
takes its rise in these 60
takes its rise to seek 52
takes its toll as well 46
takes its toll in many 83
takes its toll in other 65
takes its toll in time 52
takes its toll of life 68
takes its toll on even 50
takes its toll on health 93
takes its toll on many 77
takes its toll on their 208
takes its toll on those 91
takes its toll on your 319
takes not away the land 40
takes not back the word 87
takes not fire at their 111
takes not half of what 46
takes not only the form 70
takes off down the hall 48
takes off down the road 130
takes off from the back 145
takes off from the deck 81
takes off from the fact 87
takes off from the left 424
takes off from the main 227
takes off from the same 85
takes off from the work 45
takes off into the realm 44
takes off into the wind 81
takes one back in time 115
takes one hour to make 45
takes one hour to reach 68
takes one into the heart 45
takes one into the open 41
takes one into the realm 105
takes one into the very 142
takes one line of code 67
takes one look at your 48
takes one unit of time 395
takes one week to make 63
takes our hand in hers 65
takes six days to make 41
takes six years to make 66
takes ten days to make 46
takes ten days to reach 69
takes ten years or more 281
takes ten years to grow 95
takes ten years to learn 62
takes ten years to make 207
takes ten years to reach 60
takes that length of time 201
takes that time to pass 47
takes thee from the city 46
takes them back in time 111
takes them back to their 263
takes them half an hour 208
takes them into the heart 47
takes them into the land 41
takes them into the realm 65
takes them three or four 61
takes this book in hand 59
takes this carp of truth 381
takes this length of time 115
takes too much of their 155
takes too much of your 178
takes two days to make 190
takes two days to reach 164
takes two keys to open 61
takes two years or more 610
takes two years to come 78
takes two years to grow 76
takes two years to learn 69
takes two years to make 135
takes two years to reach 119
takes you along the edge 93
takes you along the north 100
takes you back in time 446
takes you back to those 57
takes you back to your 566
takes you half an hour 215
takes you into the city 54
takes you into the heart 467
takes you into the mind 111
takes you into the park 45
takes you into the realm 110
takes you into the town 51
takes you into the very 44
takes you step by step 1584
takes you three or four 119
tales all have the same 54
tales are among the best 60
tales are among the most 297
tales are full of such 87
tales are more or less 163
tales are said to have 66
tales are told in many 49
tales are told of such 74
tales are told of their 348
tales are told of these 81
tales are told of those 158
tales she used to tell 98
tales that have the epic 106
tales that will be told 59
tales they have to tell 152
tales they told of their 64
tales they used to tell 65
tales with those of other 42
tales you have to tell 44
talking all over the shop 82
talking and acting in ways 44
talking and make up your 56
talking and trying to find 78
talking and trying to make 129
talking any length of time 64
talking for half an hour 1057
talking for over an hour 1167
talking for three or four 47
talking too much of what 58
talking was done in duos 85
talking with food in your 75
talking with four or five 61
talking with some of their 47
talking with some of these 140
talking with some of those 40
talking with some of your 107
talking with those to whom 41
talking with three or four 143
talks big when he says 152
talks for half an hour 67
talks they used to have 236
talks with face to face 112
talks with some of these 41
tally with those of other 104
tally with what is best 273
tally with what the girl 49
tally with what we have 55
tally with what we know 347
tamed and kept as pets 128
tamed and made to work 85
tamed his heart of fire 100
tamer than upon the tree 89
tanks are made of wood 81
tanks are said to have 64
tanks are used to hold 43
tanks can also be used 137
tanks may also be used 129
taper off over the next 139
tapes are used to make 43
tapes can also be used 194
tapes may also be used 115
tapping her foot in time 139
tapping his feet in time 72
tapping his foot in time 175
tardy and more or less 41
tares and wheat in time 43
tarsi are more or less 107
tasks and ways of life 140
tasks are among the most 184
tasks are done by hand 42
tasks are more or less 298
tasks are much the same 63
tasks can also be done 46
tasks can also be used 144
tasks can only be done 67
tasks had been the same 85
tasks may take the form 42
tasks that have no meaning 43
tasks that have the same 79
tasks that make up their 80
tasks that make up your 71
tasks that must be dealt 62
tasks that must be done 2571
tasks that seem to have 68
tasks that used to take 86
tasks that will be done 60
tasks that will be used 97
tasks you have in mind 66
tasks you need to know 66
taste and leave to cool 43
taste and odor of food 101
taste and odor of milk 45
taste and odor of these 47
taste and turn of mind 135
taste and wealth of their 54
taste and what is their 61
taste are more or less 47
taste for even the most 56
taste for life as life 66
taste for reading is more 107
taste for ways of life 99
taste for what is best 293
taste for what is fine 68
taste for what is good 277
taste for what is pure 51
taste for what is wild 91
taste for what we call 88
taste goes hand in hand 46
taste had been at work 41
taste his lips on hers 132
taste his mouth on hers 118
taste how good the lord 208
taste one from the other 44
taste them side by side 109
tasty bit here we call 63
taxes and cost of living 305
taxes and fees as well 50
taxes and from the sale 54
taxes and keep the peace 61
taxes and kept the peace 75
taxes and obey the laws 284
taxes and went to jail 45
taxes are among the most 349
taxes are here to stay 62
taxes are more or less 260
taxes are paid by those 139
taxes are paid in cash 112
taxes are paid in full 203
taxes are paid in kind 83
taxes are paid on only 100
taxes are paid on these 43
taxes are paid on time 99
taxes are said to have 77
taxes are used to fund 114
taxes are used to help 42
taxes can also be used 113
taxes can only be paid 65
taxes can take the form 65
taxes due must be paid 94
taxes due upon the land 79
taxes for most of their 53
taxes for years to come 120
taxes may also be paid 43
taxes may also be used 88
taxes may take the form 52
taxes per mile of line 58
taxes per mile of road 54
taxes that must be paid 1320
taxes that were the most 99
taxes that will be owed 101
taxes that will be paid 302
taxes that will be used 93
taxes they paid on their 86
taxes they paid to their 93
taxes you paid on your 47
taxis are hard to find 52
teaching all along the line 104
teaching and healing the sick 334
teaching and make it more 102
teaching and went to work 57
teaching and what it means 176
teaching are among the most 96
teaching are much the same 88
teaching can also be seen 43
teaching can also be used 102
teaching can best be done 86
teaching can only be done 46
teaching each other to soar 56
teaching for three or four 46
teaching goes hand in hand 49
teaching had been in vain 41
teaching has been in fact 46
teaching has been in vain 43
teaching has been the work 265
teaching has been to make 51
teaching her maid to tell 98
teaching him what it means 61
teaching our kids to kill 83
teaching that there is nothing 308
teaching that there is only 416
teaching that there is some 48
teaching them what he knew 50
teaching them what it means 61
teaching them what to think 98
teaching was more or less 196
teaching was much the same 64
teaching you what it means 54
teased and made to feel 49
teens and into the early 43
teens and those in their 118
telling and living the truth 92
telling each other of their 442
telling each other the most 187
telling each other the news 103
telling each other the same 97
telling each other the truth 389
telling each other to shut 47
telling each other we were 63
telling god what we think 42
telling god what we want 101
telling her what he felt 76
telling her what he knew 299
telling her what to think 97
telling her when he came 49
telling her when to come 96
telling him face to face 65
telling him just the same 182
telling him what he knew 441
telling him what he meant 49
telling him what he must 427
telling him what he will 44
telling him what is wrong 79
telling him what it meant 96
telling him what to look 120
telling him what to think 198
telling him what we know 46
telling him what we were 113
telling him when to come 41
telling his wife the truth 100
telling how many of these 238
telling how many of those 72
telling how much he knew 41
telling one from the other 553
telling than those of past 49
telling that sort of truth 50
telling them ahead of time 91
telling them what he knew 296
telling them what he meant 76
telling them what is good 87
telling them what is wrong 64
telling them what it means 53
telling them what it meant 40
telling them what the lord 46
telling them what to look 251
telling them what to teach 42
telling them what to think 727
telling them what we have 93
telling them what we know 46
telling them what we think 106
telling them what we want 62
telling them what we were 154
telling them when to come 104
telling you ahead of time 228
telling you face to face 82
telling you just the same 282
telling you more or less 202
telling you there is nothing 75
telling you what he said 591
telling you what he says 74
telling you what he told 255
telling you what is best 74
telling you what is good 47
telling you what is true 79
telling you what is wrong 170
telling you what it means 114
telling you what it says 117
telling you what my life 41
telling you what the book 50
telling you what the lord 49
telling you what to look 189
telling you what to think 385
telling you what we have 138
telling you what we know 89
telling you what we said 235
telling you what we think 98
tells for good or evil 121
tells her there is nothing 72
tells him there is nothing 135
tells him what he must 360
tells him what he will 50
tells him what is good 80
tells him what is wrong 61
tells him what it means 42
tells him what to look 43
tells him what to think 63
tells him when to stop 74
tells his lies by rote 114
tells his love in many 49
tells his tale of love 42
tells his tale so well 111
tells his wife he will 72
tells his wife the truth 55
tells his wife to give 48
tells how many of these 198
tells how many of those 129
tells how some of these 41
tells not only the time 41
tells one what to look 79
tells that there is more 58
tells them home is warm 40
tells them there is nothing 44
tells them what is good 57
tells them what to look 87
tells them what to think 214
tells them when to stop 53
tells you ahead of time 51
tells you most of what 99
tells you much of what 45
tells you next to nothing 109
tells you step by step 103
tells you there is more 41
tells you there is nothing 197
tells you there is only 95
tells you what he means 83
tells you what he sees 71
tells you what is good 75
tells you what is just 71
tells you what is most 74
tells you what is true 63
tells you what is wrong 144
tells you what it means 140
tells you what it will 65
tells you what the book 64
tells you what the next 43
tells you what the other 40
tells you what the word 148
tells you what to look 483
tells you what to think 227
tells you when the next 63
tells you when to come 46
tells you when to stop 121
tells you when to take 42
tempt coy truth in many 55
tempt for good as well 42
tempt her from the wind 87
tempt him from the paths 41
tending him till he died 41
tending not only to make 64
tending not only to their 107
tending too much to make 46
tends and aims to pass 71
tends not only to give 52
tends not only to make 150
tense and ready to spring 410
tense can also be used 189
tense may also be used 110
tenths per cent of these 144
tenths per cent of those 123
tents and three or four 47
tents and went to live 58
tepee and trying to look 47
terms all have the same 165
terms and from the same 43
terms and have the same 44
terms and ideas to call 93
terms and more or less 63
terms and there is nothing 46
terms and will be dealt 88
terms and will be used 56
terms are among the most 234
terms are just as much 42
terms are more or less 1674
terms are much the same 58
terms are said to have 136
terms are such as have 58
terms are used as well 64
terms are used by many 71
terms are used by other 42
terms are used by paul 45
terms are used by some 114
terms are used by those 47
terms are used in many 190
terms are used in more 99
terms are used in most 43
terms are used in other 233
terms are used in rule 62
terms are used in some 201
terms are used in such 118
terms are used in their 581
terms are used in these 163
terms are used in ways 51
terms are used to give 47
terms are used to make 109
terms are used to name 99
terms are used to speak 40
terms being more or less 84
terms being used in their 155
terms but also in their 57
terms but such as have 72
terms can also be seen 66
terms can also be used 550
terms can have the same 131
terms can name the same 70
terms can only be made 73
terms can only be used 138
terms for cash in full 47
terms for some of these 229
terms for what we call 122
terms for years of land 114
terms had been at last 43
terms may also be used 392
terms may have the same 158
terms mean much the same 106
terms not only of their 430
terms not only of time 85
terms not only of what 394
terms now have the same 74
terms set forth in said 153
terms set forth in such 107
terms set forth in their 40
terms set forth in your 45
terms than those of mere 75
terms than those of other 93
terms than those of their 73
terms than those we have 45
terms that call to mind 131
terms that come to mind 263
terms that even the most 211
terms that have no meaning 436
terms that have the same 730
terms that leave no room 110
terms that left no room 153
terms that made it clear 178
terms that made it seem 75
terms that make it clear 282
terms that make it seem 137
terms that more or less 102
terms that must be used 391
terms that seem to echo 48
terms that seem to have 317
terms that there is nothing 64
terms that were at least 55
terms that were at once 123
terms that will be clear 40
terms that will be more 130
terms that will be most 79
terms that will be used 2772
terms they used in their 87
terms with even the most 126
terms with many of their 53
terms with many of these 70
terms with more or less 53
terms with most of their 100
terms with most of these 77
terms with most of those 50
terms with some of their 149
terms with some of these 206
terms with some of those 73
terms with those of other 215
terms with those of their 49
terms with those to whom 89
terms with what it means 535
terms with what it meant 175
terms with what we have 127
terms you need to know 1839
terms you need to learn 207
terms you will be able 93
terse and full of meaning 223
testing are among the most 94
testing can also be done 451
testing can also be used 1428
testing can only be done 178
testing can only be used 92
testing has been the most 165
testing has much the same 40
testing may also be done 241
testing may also be used 470
testing may take the form 138
testing that must be done 103
testing was done at room 52
tests are also of great 59
tests are among the best 188
tests are among the most 1172
tests are done to find 77
tests are done to rule 77
tests are here to stay 147
tests are made by adding 47
tests are made by means 72
tests are made to find 51
tests are more or less 552
tests are much the same 43
tests are only as good 72
tests are said to have 179
tests are used as part 115
tests are used as well 74
tests are used by many 64
tests are used by some 68
tests are used in making 74
tests are used in many 134
tests are used in most 57
tests are used in some 104
tests are used in these 41
tests are used to find 219
tests are used to give 47
tests are used to help 735
tests are used to make 1265
tests are used to rank 52
tests are used to rule 233
tests are used to show 100
tests are used to test 1331
tests can also be done 151
tests can also be made 247
tests can also be used 1988
tests can only be done 76
tests can only be made 90
tests can only be used 238
tests can take the form 44
tests for many of these 49
tests for some of these 207
tests for three or more 63
tests may also be done 218
tests may also be made 237
tests may also be seen 44
tests may also be used 1357
tests may fail to show 49
tests may take the form 86
tests that have the same 67
tests that must be done 94
tests that must be made 153
tests that must be used 48
tests that will be done 98
tests that will be made 64
tests that will be most 46
tests that will be used 455
tests them step by step 91
tests they have to take 88
tests you have to take 152
tests you need to take 52
texts and those of other 68
texts are among the most 303
texts are from the holy 42
texts are from the most 117
texts are from the same 56
texts are full of such 77
texts are more or less 514
texts are said to have 157
texts but also in their 40
texts can also be seen 71
texts can also be used 119
texts may also be used 46
texts that come to mind 42
texts that form the core 49
texts that have the same 47
texts that seem to have 168
texts that were in most 80
texts that will be used 73
texts with those of other 49
thanking you from my heart 110
thanks and left the room 52
thanks and took to those 71
thanks are none the less 171
thanks are owed to john 60
thanks are owed to many 90
thanks are owed to those 74
thanks for bringing me here 63
thanks for bringing me home 148
thanks for coming on such 55
thanks for giving me such 52
thanks for giving me your 50
thanks for hanging in there 161
thanks for making me feel 138
thanks for making me look 65
thanks for saving me from 104
thanks for saving my life 781
thanks for taking my call 93
thanks for taking so much 76
thanks for taking the time 1253
thanks for trying to help 291
thanks for what he said 58
thanks for what he sent 75
thanks for what we have 401
thanks not only to their 101
theater for years to come 40
theirs and those of their 41
theirs had been the most 45
theirs had been the only 149
theirs has been the most 47
theirs who have no such 98
theirs who hold the land 51
themes are among the most 98
themes are more or less 196
themes are much the same 76
themes can also be seen 67
themes run side by side 44
themes that come to mind 40
themes that form the core 70
themes that seem to have 124
themes that will be used 50
thence all over the body 67
thence all over the city 47
thence any part of their 120
thence are like to work 45
thence can soar as soon 262
thence did soon to open 80
thence due west on said 118
thence east along the line 144
thence east along the north 1851
thence east along the said 1154
thence east along the south 1042
thence how just is their 95
thence may draw the mind 55
thence out into the open 44
thence she came to speak 73
thence they seem to have 42
thence they took the name 87
thence they went to beer 95
thence they were to have 40
theorem can also be used 564
theorem may also be used 125
thereof and from the most 119
thereof and sell the same 67
thereof for cash or upon 82
thereof has been or will 305
thereof may also be used 104
thereon are paid in full 484
thesis has been to show 62
thesis that there is more 207
thesis that there is nothing 513
thesis that there is only 489
thesis that there is some 280
thesis that there is such 366
thesis that what is good 93
thesis that what we call 90
thinking all along the line 51
thinking and acting as well 160
thinking and acting in such 120
thinking and acting in their 174
thinking and acting in ways 728
thinking and acting of their 50
thinking and acting of those 114
thinking and acting on their 237
thinking and acting the same 93
thinking and even of acting 86
thinking and from the evil 47
thinking and into the realm 92
thinking and make it more 94
thinking and mode of life 126
thinking and mode of living 58
thinking and saying the same 67
thinking and trying to find 46
thinking and trying to make 170
thinking and ways of acting 322
thinking and ways of life 268
thinking and ways of living 256
thinking any more of what 59
thinking are among the most 47
thinking are more or less 76
thinking but also in their 42
thinking can also be seen 240
thinking can also be used 95
thinking each time he must 91
thinking for half an hour 42
thinking for three or four 45
thinking for years to come 335
thinking goes back at least 40
thinking goes hand in hand 203
thinking has been of great 42
thinking him more or less 82
thinking how best to make 51
thinking how fast the years 66
thinking how good it felt 260
thinking how good it will 50
thinking how hard it must 183
thinking how nice it must 96
thinking how nice it will 129
thinking how soon it will 81
thinking long even of miss 110
thinking man will the less 50
thinking may reach the mind 54
thinking may take the form 61
thinking not only of such 89
thinking not only of their 105
thinking not only of those 112
thinking not only of what 211
thinking ran along the same 56
thinking that even the most 191
thinking that here at last 185
thinking that here at least 68
thinking that here we have 53
thinking that leads to such 42
thinking that many of these 85
thinking that most of these 78
thinking that much of what 155
thinking that must be done 294
thinking that must go into 117
thinking that none of these 85
thinking that once we have 54
thinking that some of their 211
thinking that some of these 231
thinking that some of those 152
thinking that some of your 55
thinking that there at least 55
thinking that there is just 55
thinking that there is more 752
thinking that there is much 309
thinking that there is nothing 1611
thinking that there is only 790
thinking that there is room 44
thinking that there is some 998
thinking that there is such 614
thinking that there is very 48
thinking that what he said 87
thinking that what is good 60
thinking that what is true 142
thinking that what we call 41
thinking that what we have 158
thinking that what we need 48
thinking that what we want 54
thinking that what we were 45
thinking that when he came 53
thinking that when he heard 55
thinking that when he sold 78
thinking that when it came 63
thinking that when the time 121
thinking that when we have 62
thinking them none of their 88
thinking they were on their 58
thinking they were the best 86
thinking they were the most 47
thinking they were the only 144
thinking they were the same 58
thinking they will be able 115
thinking they will be more 89
thinking this must be some 87
thinking this must be what 60
thinking too much of india 41
thinking too much of miss 40
thinking too much of their 134
thinking too much of what 222
thinking too much of your 115
thinking was more in line 42
thinking was more or less 132
thinking was much the same 53
thinking you have to have 43
thinking you were in love 65
thinking you were the only 41
thinking you will be able 75
thinks and acts in ways 70
thinks and acts the same 49
thinks and reads no more 82
thinks and what he says 173
thinks and when he acts 76
thinks god made the poor 90
thinks her life is over 40
thinks her work is done 46
thinks his wife is having 41
thinks his work is done 50
thinks not only of what 94
thinks she will be able 285
thinks that even if there 44
thinks that even the best 200
thinks that here we have 48
thinks that many of these 97
thinks that most of these 52
thinks that none of these 92
thinks that nothing is more 211
thinks that nothing is worth 114
thinks that some of these 222
thinks that some of those 41
thinks that there is also 89
thinks that there is good 169
thinks that there is here 64
thinks that there is just 47
thinks that there is less 119
thinks that there is more 648
thinks that there is much 281
thinks that there is need 48
thinks that there is nothing 843
thinks that there is only 650
thinks that there is room 55
thinks that there is some 689
thinks that there is such 207
thinks that there is very 77
thinks that three or four 81
thinks that trying to make 46
thinks that what he says 145
thinks that what he sees 62
thinks that what is good 66
thinks that what we call 61
thinks that what we have 72
thinks that what we need 46
thinks that when he gets 81
thinks that when the evil 40
thinks that when the land 52
thinks they have the same 50
thinks they must be more 40
thinks they need to know 90
thinks they will be able 113
thinks they will be more 222
thinks they will be very 42
thinks too much of what 48
thinks with oaths to face 95
thinks you need to know 99
thinks you want to know 91
thinks you will be able 68
thinning and loss of hair 196
thirds are said to have 49
thirst and find no fill 158
thirst and lack of food 146
thirst that from the soul 2067
thirty are said to have 51
thirty men were at work 80
thirty men were in arms 94
thirty per cent in case 57
thirty per cent in some 54
thirty per cent of iron 44
thirty per cent of such 226
thirty per cent of their 941
thirty per cent of these 227
thirty per cent of those 470
thirty per cent of what 168
thirty per cent of whom 88
thirty per cent of your 71
thirty per cent on their 58
thirty per cent or less 79
thirty per cent or more 872
thirty was able to give 44
thither and went to mining 80
thither was just at hand 72
thither with fame to blow 80
thither with part of their 44
thorax and into the last 92
thorax are more or less 115
thorns and burs in their 80
thorny and youth is vain 77
though all else be lost 262
though all have the same 190
though all more or less 658
though all seem to have 64
though all three of these 285
though both gain the same 42
though both have the same 817
though both seem to have 120
though both used the same 55
though both were at rest 42
though both were in their 68
though both were the same 52
though but third in rank 59
though cut from the same 58
though death were the boon 100
though each knew the other 52
though each were the only 48
though far down the deep 65
though far from the best 298
though far from the ideal 45
though far from the last 109
though far from the least 90
though far from the most 1058
though far from the only 788
though far from the truth 93
though far more in some 157
though few seem to have 283
though for half an hour 46
though for many of these 61
though for most of these 46
though for some of these 98
though for three or four 83
though for years we have 40
though her heart be rent 109
though her will is firm 59
though his army is much 59
though his eyes be open 48
though his face is pale 92
though his hair is gray 41
though his hand be clean 259
though his heart is full 41
though his heir is sure 59
though his line of life 138
though his love of truth 40
though his mode of life 65
though his mode of wooing 90
though his mouth is grim 85
though his name is lost 44
though his name is more 87
though his soil be good 55
though his soul is much 111
though his span of life 49
though his view of life 65
though his will be iron 58
though his work is more 142
though his work is very 97
though how many of these 146
though its date is more 71
though its meaning is clear 52
though lying side by side 84
though lying upon the high 46
though men bade us love 44
though men call us free 104
though men have of late 69
though not able to give 155
though not able to make 45
though not able to speak 86
though not among the best 111
though not among the most 408
though not among the very 42
though not bearing the name 48
though not bred to arms 85
though not daring to come 53
though not daring to look 162
though not even the most 84
though not face to face 147
though not from the cold 209
though not from the hand 57
though not from the poor 46
though not from the same 1121
though not giving it much 166
though not half as much 278
though not half so much 260
though not half so tall 41
though not half so well 134
though not half the size 51
though not hand in hand 59
though not having the same 104
though not just the same 43
though not least in love 50
though not less of fire 65
though not many of their 42
though not many of these 228
though not many of those 46
though not much is said 49
though not much to look 85
though not only the iron 77
though not only the said 56
though not side by side 49
though not step by step 43
though not such in form 42
though not till the last 47
though not till the next 80
though not till the third 123
though not true in fact 40
though not upon the same 168
though not used to weep 92
though not void of these 43
though not what he said 55
though not worth so much 40
though now more or less 148
though now ready to take 79
though one half of what 41
though one heard the sigh 64
though one must be wary 75
though one only of these 40
though one page is there 93
though one were in some 51
though one were the only 44
though one were to call 59
though one were to look 44
though one were to make 70
though one were to rise 180
though one were to take 114
though put into the mouth 113
though set forth at length 179
though set forth in full 350
though she bears no great 55
though she bore the name 45
though she drew the line 70
though she felt no pain 211
though she felt the cold 172
though she felt the need 159
though she felt the same 62
though she gave no other 65
though she gave no sign 221
though she have as many 101
though she have no other 42
though she held the cord 51
though she held the town 42
though she kept on crying 59
though she knew as well 109
though she knew he meant 66
though she knew he must 148
though she knew it meant 101
though she knew it must 150
though she knew it well 57
though she knew no more 180
though she knew no other 41
though she knew the high 71
though she knew the road 47
though she knew the truth 83
though she knew we were 65
though she made it clear 228
though she made no move 104
though she made no sign 102
though she made so much 44
though she made the best 218
though she made the most 42
though she must in fact 86
though she said no more 298
though she said no word 73
though she said we were 76
though she seem of other 51
though she took no part 160
though she were an angel 145
though she were an idiot 175
though she were at home 254
though she were at least 40
though she were in deep 53
though she were in fact 89
though she were in great 99
though she were in love 133
though she were in pain 516
though she were in some 434
though she were in truth 66
though she were my wife 77
though she were no more 639
though she were on fire 212
though she were on some 71
though she were on trial 101
though she were the lady 42
though she were the last 110
though she were the most 1041
though she were the only 1659
though she were the same 45
though she were the sole 67
though she were the very 198
though she were the wife 117
though she were to leave 70
though she wore the same 51
though that also is true 110
though that many of these 46
though that must be done 56
though that must be meant 55
though that term is used 47
though that were the case 246
though that were the last 66
though that were the most 577
though that were the only 1362
though that were the sole 74
though that will be hard 105
though that word is used 43
though they bore the name 49
though they bore the same 85
though they bred as fast 82
though they came to nothing 190
though they clung to their 46
though they come to their 55
though they cost me more 185
though they deny the rest 51
though they died in their 40
though they draw the line 42
