the arab village community under 62
the same general principle would 108
the same imperial protection which 55
the same inertial reference frame 69
the same liberal conditions which 68
the same material substance which 161
the same natural intrinsic value 174
the same natural processes which 51
the same pattern described above 106
the same persons continued still 52
the same position described above 41
the same problem discussed above 92
the same process continues until 42
the same process described above 496
the same puerile jealousies which 60
the same slender gentleman armed 80
the ship mounted altogether thirty 44
the sick persons languished under 76
the side effects described above 52
the side effects discussed above 49
the single largest immigrant group 117
the single largest opposition party 86
the single largest political force 52
the single largest political party 131
the skin effects discussed above 123
the south african communist party 11441
the south african narcotics bureau 79
the south african parliament voted 41
the south african parliament which 56
the south african political arena 85
the south african political order 46
the south african political scene 599
the south african political stage 58
the south pacific amphibious force 184
the south vietnam liberation armed 92
the south vietnam liberation front 194
the spin lattice relaxation times 94
the tenth largest industrial nation 42
the tenth largest industrial power 64
the third greatest industrial power 112
the third largest communist party 277
the third largest immigrant group 101
the third largest industrial nation 51
the third largest industrial power 130
the third largest opposition party 45
the third largest political force 71
the third largest political party 279
the third largest population group 60
the third national incidence study 544
the three classes described above 149
the three criteria delineated above 60
the three criteria described above 181
the three criteria discussed above 165
the three effects discussed above 40
the three factors described above 229
the three factors discussed above 497
the three heavenly witnesses would 84
the three largest commercial banks 354
the three measures described above 50
the three southern provinces could 102
the three species described above 70
the three species described below 46
the three studies described above 265
the three studies discussed above 128
the three systems described above 175
the three western occupation zones 649
the true religion professed within 49
the union carbide pesticide plant 325
the vast natural resources which 75
the very amplest prospects opening 49
the very greatest character which 60
the very highest political level 53
the very limited knowledge which 108
the very noblest qualities which 40
the very peculiar character which 47
the very unusual advantage which 115
the west african peacekeeping force 138
the west african political scene 51
the west european countries could 60
the west european countries under 47
the west european countries where 52
the west european countries which 143
the west european countries would 119
the whig national convention which 71
the young chinese communist party 183
the young workers liberation league 203
to cease troubling ourselves about 61
to date include different views 104
to find several different kinds 48
to find several different types 50
to five hundred different people 176
to five hundred sequential words 45
to form calcium carbonate which 56
to form complex compounds which 78
to form correct judgments about 55
to gain national political power 54
to have certain knowledge about 72
to have certain qualities which 109
to have granted toleration would 41
to have limited knowledge about 59
to have limited practical value 50
to have perfect knowledge about 43
to have precise knowledge about 40
to have reliable knowledge about 51
to have several different forms 50
to have several different kinds 149
to have several different meanings 82
to have several different names 40
to have several different people 44
to have several different sizes 49
to have several different types 184
to have similar attitudes about 41
to have superior knowledge about 48
to have totally forgotten about 51
to help educate americans about 52
to help educate consumers about 40
to keep general mcclellan quiet 51
to keep herself tolerably plump 93
to keep national animosity alive 56
to live together peacefully under 85
to make aesthetic judgments about 81
to make careful inquiries about 101
to make careful judgments about 88
to make certain copulation takes 259
to make certain deductions about 152
to make certain inquiries about 68
to make certain judgments about 178
to make complex judgments about 69
to make correct judgments about 260
to make general assertions about 110
to make general judgments about 68
to make herself outwardly known 48
to make logical deductions about 40
to make meaningful judgments about 103
to make overall judgments about 41
to make precise judgments about 56
to make rational judgments about 234
to make reasoned judgments about 233
to make reliable judgments about 267
to make several different kinds 101
to make several different types 111
to make several telephone calls 192
to make similar judgments about 87
to many european countries where 60
to meet certain conditions which 55
to meet certain functional needs 49
to meet certain objections which 100
to meet certain practical needs 43
to more complex situations where 87
to more general situations where 55
to move between different parts 53
to move between different types 74
to other european countries where 165
to other european countries which 97
to other similar responses which 105
to plan optical navigation imaging 125
to play equally important roles 82
to play several different roles 109
to play several important roles 71
to reach general agreement about 42
to reach minimum efficient scale 75
to sell general obligation bonds 49
to send forward documents apart 58
to some crochet commission which 55
to some general agreement about 43
to some general principle which 49
to some inertial reference frame 48
to south african reference books 176
to such average production costs 43
to take several additional steps 42
to take several different forms 65
to take several important steps 52
to take similar defensive steps 133
to teach certain doctrines which 52
to test certain hypotheses about 218
to test competing hypotheses about 80
to test general hypotheses about 45
to test several hypotheses about 178
to their ancient sovereign within 72
to their average commercial value 95
to their language signifies court 56
to their logical conclusion would 166
to these exterior movements which 54
to those african countries which 53
to those distant countries after 42
to those distant sympathies which 287
to those european countries where 54
to those european countries which 120
to those foreign countries which 66
to those genuine sensations which 46
to those immoral doctrines which 110
to those implied contracts which 48
to those natural instincts which 63
to those natural phenomena which 50
to those natural resources which 64
to those worldly interests which 47
to three hundred different people 101
to time resumes possession after 70
to vary between different types 76
to very ancient ancestral forms 149
to what objects ministers would 45
