the abbot call together the 43
the auger depth profile of 51
the author also mentions the 78
the author brings forward of 59
the author brings forward the 55
the author brings together the 116
the author felt himself to 40
the author felt obliged to 189
the author great delight to 42
the author great pleasure to 104
the author have appeared in 62
the author here alluded to 43
the author here alludes to 99
the author here rejects the 43
the author john mueller is 41
the author just alluded to 69
the author more freedom to 42
the author much prefers the 49
the author must confess to 70
the author must endeavor to 42
the author must provide the 63
the author pays tribute to 224
the author puts forward an 40
the author puts forward the 216
the author puts himself in 51
the author sees between the 43
the author sees himself as 169
the author sets himself the 54
the author sets himself to 295
the author took occasion to 121
the author uses language to 52
the author will attempt to 813
the author will discuss in 42
the author will discuss the 227
the author will endeavor to 235
the author will examine the 108
the author will forgive me 44
the author will present in 40
the author will present the 135
the author will proceed to 77
the author will receive the 47
the author will venture to 62
the awful gulf between the 40
the baked clay tablets of 69
the bandy legs slammed the 59
the banks have decided to 52
the banks have refused to 55
the banks soon bounded the 143
the banks were accused of 60
the banks were advised to 74
the banks were allowed to 675
the banks were beginning to 111
the banks were covered by 47
the banks were enabled to 110
the banks were induced to 42
the banks were located in 100
the banks were muffled in 100
the banks were obliged to 555
the banks were ordered to 76
the banks were reduced to 43
the banks were subject to 151
the banks were unwilling to 270
the banks will increase the 40
the basal reading program is 98
the basic bell patents in 48
the basic body pattern in 157
the basic bond between the 41
the basic data consist of 90
the basic data regarding the 82
the basic form remains the 64
the basic ideas regarding the 82
the basic ideas related to 86
the basic laws according to 40
the basic laws governing the 752
the basic laws regarding the 40
the basic life history of 54
the basic link between the 277
the basic meaning remains the 55
the basic plot remains the 58
the basic rule governing the 203
the basic theme remains the 55
the basic wage according to 80
the basin just alluded to 45
the basis risk between the 78
the beasts also happens to 118
the beasts soon happens to 127
the beijing film academy in 180
the bells were beginning to 51
the bells were ordered to 69
the bells were removed to 48
the belly flat because the 63
the bench just outside the 198
the bench were persons of 48
the bending oars outside of 49
the berne union insofar as 63
the bevel flat against the 69
the bible bears witness to 190
the bible ever printed in 54
the bible from beginning to 1330
the bible from genesis to 1720
the bible over against the 94
the bible were familiar to 77
the bible were masters of 67
the bible were printed at 41
the bible were printed in 180
the bible were written at 74
the bible were written by 578
the bible were written in 254
the bible were written to 50
the bills were allowed to 40
the bills were brought in 133
the bills were payable in 45
the bills were payable to 59
the binding link between the 210
the birds have arrived in 50
the birds have retired to 61
the birds just beginning to 54
the birds seek shelter in 42
the birds were allowed to 335
the birds were beginning to 737
the birds were brought to 70
the birds were capable of 43
the birds were exposed to 260
the birds were invited to 49
the birds were perched on 53
the birds were present in 66
the birds were released in 73
the birds were returning to 45
the birds were trained to 99
the birds were visible in 41
the black belt because of 61
the black body radiation at 138
the black body radiation in 73
the black body radiation is 118
the black body radiation of 113
the black dove settled in 54
the black flag hoisted at 55
the black folk culture of 66
the black hole between the 46
the black line between the 82
the black ones blushed as 77
the black part assumes an 69
the black pigs galloping in 53
the black race against the 142
the black race because of 65
the black south african is 57
the black spot between the 91
the black thief himself to 48
the black waxy prairie of 62
the blade angle measured in 45
the blade flat against the 251
the blade just touches the 48
the blame from herself to 48
the blame from himself on 65
the blame from himself to 569
the blank areas between the 68
the blank line between the 541
the blank line following the 319
the blank page between the 203
the blind spot because it 91
the blind spot because the 44
the blind wall between it 47
the blind were brought to 49
the blood also affects the 63
the blood back against the 40
the blood back towards the 106
the blood clot between the 62
the blood feud between the 214
the blood flow according to 43
the blood flow because of 41
the blood flow between the 153
the blood flow pattern in 88
the blood flow returning to 53
the blood flow returns to 134
the blood flow towards the 69
the blood from returning to 165
the blood lies between the 43
the blood must contain the 50
the blood ties between the 138
the blood were allowed to 50
the blood when exposed to 57
the blood will collect in 72
the blood will increase the 91
the board also decided to 43
the board felt obliged to 135
the board from enforcing the 52
the board from outside the 54
the board have decided to 60
the board having control of 52
the board must approve the 82
the board must attempt to 51
the board must consist of 84
the board plan chiefly in 53
the board plan rezoned the 43
the board upon receipt of 44
the board upon request of 86
the board were adverse to 67
the board were allowed to 48
the board were elected by 52
the board were subject to 57
the board will attempt to 66
the board will conduct an 49
the board will consist of 179
the board will dismiss the 86
the board will examine the 66
the board will proceed to 158
the board will require the 79
the board will require to 116
the boats from rejoining the 51
the boats plying between the 49
the boats were allowed to 138
the boats were beginning to 44
the boats were brought to 117
the boats were brought up 215
the boats were capable of 47
the boats were dragged up 73
the boats were enabled to 79
the boats were exposed to 72
the boats were hoisted in 964
the boats were hoisted on 52
the boats were hoisted up 324
the boats were lowered by 51
the boats were lowered in 76
the boats were lowered to 132
the boats were obliged to 368
the boats were ordered to 435
the boats were preparing to 69
the boats were returning to 65
the boats were secured in 47
the bombs were dropped by 67
the bombs were dropped in 166
the bombs were dropped on 1028
the bombs were planted by 85
the bonds among members of 60
the bonds were offered at 50
the bonds were offered to 74
the bonds were payable in 125
the bonds were secured by 183
the bonds were subject to 50
the bones vary largely in 60
the bones were arranged in 51
the bones were beginning to 51
the bones were brought in 101
the bones were brought to 111
the bones were carried to 52
the bones were covered by 56
the bones were exposed to 79
the bones were gathered up 103
the bones were reduced to 76
the bones were removed to 117
the bones were wrapped in 103
the books best adapted to 77
the books ever written by 146
the books ever written in 57
the books ever written on 142
the books from genesis to 434
the books show between the 153
the books were allowed to 67
the books were arranged by 104
the books were arranged in 238
the books were arranged on 131
the books were arrived at 41
the books were beginning to 282
the books were brought to 160
the books were chained to 145
the books were devoted to 59
the books were donated by 57
the books were donated to 77
the books were omitted in 126
the books were ordered to 80
the books were printed at 43
the books were printed by 68
the books were printed in 288
the books were printed on 151
the books were removed to 303
the books were shelved in 65
the books were shipped to 44
the books were written at 89
the books were written by 1002
the books were written in 734
the books were written on 78
the books were written to 71
the booths were lighted up 62
the boots were nowhere to 72
the booty felt himself to 85
the boxes were stacked in 55
the brain areas related to 49
the brain from outside the 52
the brain from rupture of 52
the brain just anterior to 93
the brain just happens to 50
the brain over millions of 40
the brain stem affecting the 49
the brain stem against the 78
the brain stem because of 54
the brain stem between the 556
the brain stem control the 86
the brain stem include the 75
the brain stem including the 84
the brain stem involving the 56
the brain stem resulting in 64
the brain stem results in 138
the brain stem ventral to 59
the brain uses glucose as 63
the brain vary according to 62
the brain wave pattern of 78
the brain were beginning to 56
the brain were capable of 51
the brain were related to 44
the brain will attempt to 47
the brain will forever be 46
the brain will respond to 70
the brain work together as 44
the brain work together in 68
the brain work together to 186
the brake pads against the 245
the brake shoes against the 644
the brake shoes contact the 80
the brand name printed on 40
the brass band strikes up 69
the breaking load divided by 78
the breast were pierced by 79
the breed best adapted to 88
the brick walk between the 59
the brick wall between the 106
the brick wall enclosing the 80
the brick wall outside the 123
the bride sits between the 86
the bride were chanted in 50
the brief life history of 40
the brief lull between the 63
the brief pain attending the 54
the brief span between the 70
the brief time allowed me 67
the brief time allowed to 113
the brief time allowed us 75
the brief time between the 299
the brief time devoted to 56
the brief time remaining to 113
the broad areas covered by 63
the broad belt between the 56
the broad blue expanse of 222
the broad flat expanse of 54
the broad flat surface of 110
the broad gulf between the 65
the broad land between the 61
the broad range allowed by 49
the broad road between the 71
the broad walk dressed in 42
the broad zone between the 64
the broom leaning against the 98
the brush flat against the 58
the bucks were obliged to 42
the bulbs were planted in 56
the burgh some company of 84
the burning wood enabled me 52
the buyer from rejecting the 92
the buyer from returning or 134
the buyer must examine the 107
the buyer must provide the 66
the buyer took subject to 56
the buyer upon payment of 196
the buyer upon receipt of 111
the buyer will attempt to 92
the buyer will receive the 140
the buyer will usually be 62
the cabin came against the 62
the cable length between the 72
the cable news network in 82
the cache miss penalty is 73
the calling into question of 1383
the calling into service of 59
the calls were related to 72
the camps were located in 171
the canal from buffalo to 58
the canal from chicago to 89
the canal rays consist of 67
the canal zone against the 96
the canal zone between the 41
the canoes were carried to 41
the canoes were managed by 46
the cards face upwards on 86
the cards only renders the 53
the cards were arranged in 145
the cards were brought to 65
the cards were stacked in 457
the cases fall between the 272
the cases have focused on 51
the cases here alluded to 69
the cases just alluded to 178
the cases most familiar to 71
the cases were allowed to 53
the cases were appealed to 93
the cases were arranged in 48
the cases were between the 54
the cases were brought by 115
the cases were brought in 108
the cases were brought to 200
the cases were carried to 65
the cases were decided by 178
the cases were decided in 238
the cases were decided on 156
the cases were divided on 69
the cases were exposed to 45
the cases were handled by 110
the cases were limited to 42
the cases were located in 51
the cases were related to 131
the cases were removed to 53
the cases were settled by 158
the cases were settled in 58
the cases were similar in 43
the cases were similar to 50
the casting vote against it 47
the casting vote against the 255
the casting vote against us 80
the casting vote between the 59
the cause gave dignity to 50
the cause here alluded to 51
the cause lies outside the 93
the cause must contain at 54
the cause must contain the 47
the cause must precede the 601
the cause will produce the 43
the cause will usually be 133
the ceiling just outside the 48
the ceiling were covered by 47
the ceiling were frescoes in 61
the ceiling were painted in 45
the ceiling were painted the 41
the cells have adhered to 41
the cells have entered the 55
the cells have rounded up 94
the cells have started to 49
the cells were adapted to 47
the cells were allowed to 974
the cells were arranged in 240
the cells were capable of 217
the cells were counted in 98
the cells were diluted in 44
the cells were diluted to 59
the cells were exposed to 1863
the cells were induced to 109
the cells were measured by 43
the cells were mounted in 41
the cells were removed by 355
the cells were shifted to 92
the cells were similar to 50
the cells were stained by 76
the cells were stained in 95
the cells when exposed to 41
the chain length between the 113
the chain rule applied to 48
the chair back against the 476
the chair just vacated by 432
the chair legs against the 60
the chair oral answers to 142
the chair will examine the 111
the change from agrarian to 66
the change from alcohol to 71
the change from ancient to 150
the change from aquatic to 103
the change from arterial to 164
the change from beginning to 49
the change from boyhood to 163
the change from british to 93
the change from brittle to 62
the change from civilian to 69
the change from college to 53
the change from colonial to 107
the change from country to 132
the change from despair to 67
the change from ductile to 63
the change from elastic to 73
the change from ferrous to 58
the change from freedom to 118
the change from general to 50
the change from granite to 43
the change from imperial to 47
the change from indoors to 40
the change from infancy to 138
the change from judaism to 53
the change from laminar to 283
the change from liberty to 55
the change from maximum to 74
the change from mexican to 87
the change from minimum to 42
the change from national to 53
the change from natural to 139
the change from neutral to 40
the change from nomadic to 84
the change from novelty to 117
the change from papyrus to 43
the change from passive to 132
the change from pasture to 46
the change from poverty to 70
the change from present to 67
the change from pretest to 154
the change from primary to 182
the change from private to 604
the change from sapwood to 62
the change from serfdom to 43
the change from silence to 50
the change from slavery to 438
the change from spanish to 203
the change from species to 59
the change from student to 40
the change from tadpole to 72
the change from tenancy to 48
the change from tillage to 99
the change from village to 106
the change will benefit the 120
the change will improve the 102
the change will increase the 85
the changing angle between the 83
the changing ratio between the 95
the chart type command on 57
the chart type command to 52
the check fell chiefly on 44
the check made payable to 142
the chess game between the 54
the chest wall according to 43
the chest wall against the 47
the chest wall because of 163
the chest wall between the 260
the chest wall including the 46
the chest wall overlying the 179
the chest wall resulting in 67
the chest wall results in 96
the chief bond between the 186
the chief camp diseases of 218
the chief city happens to 75
the chief fire officer of 95
the chief health officer of 375
the chief link between the 1218
the chief means conducing to 48
the chief means whereby the 581
the chief means whereby we 63
the chief peace officer of 100
the child acts according to 54
the child also affects the 79
the child been exposed to 144
the child born outside of 102
the child care centers in 43
the child care program is 53
the child care workers in 54
the child died because of 51
the child down quietly on 47
the child duly recording the 49
the child ever reverts to 52
the child from acquiring the 55
the child from beginning to 47
the child from infancy on 44
the child from infancy to 287
the child from receiving the 56
the child from remaining in 84
the child from returning to 82
the child gain control of 72
the child gets control of 45
the child into account in 42
the child just beginning to 103
the child look forward to 51
the child more closely to 94
the child more freedom to 56
the child must acquire in 122
the child must acquire the 128
the child must attempt to 83
the child must conform in 63
the child must conform to 128
the child must consent to 64
the child must develop an 60
the child must develop in 59
the child must develop the 176
the child must perform the 42
the child must possess the 69
the child must receive the 111
the child must resolve the 50
the child must respond to 92
the child must somehow be 52
the child puts himself in 45
the child sees herself as 104
the child sees himself as 650
the child sees himself in 101
the child sees himself or 140
the child threw himself on 58
the child uses language in 58
the child uses language to 151
the child were allowed to 146
the child were brought to 48
the child were brought up 123
the child were capable of 88
the child were married to 56
the child were related to 86
the child what behavior is 73
the child will achieve the 59
the child will acquire the 323
the child will attempt to 526
the child will benefit by 68
the child will conform to 73
the child will develop an 209
the child will develop as 109
the child will develop in 101
the child will develop the 275
the child will exhibit the 47
the child will imitate the 146
the child will increase the 57
the child will inherit the 268
the child will outgrow it 242
the child will outgrow the 321
the child will partake of 48
the child will perform the 85
the child will persist in 58
the child will proceed to 79
the child will produce the 59
the child will receive an 119
the child will receive in 94
the child will receive the 509
the child will require the 41
the child will require to 45
the child will respond by 108
the child will respond in 116
the child will respond to 593
the child will succeed in 190
the child will survive the 45
the child will usually be 286
the china card against the 121
the cited case limited to 62
the civil case against the 48
the civil code according to 70
the civil code against the 42
the civil code applies to 65
the civil code because the 41
the civil code defines the 54
the civil code enacted in 60
the civil code governing the 48
the civil code permits the 56
the civil code regarding the 67
the civil suit against the 99
the civil suit brought by 142
the civil wars against the 122
the civil wars between king 87
the civil wars between the 2294
the civil wars carried on 86
the civil wars excited by 162
the civil wars following the 233
the civil wars preceding the 68
the claim made against it 56
the claim made against the 181
the claim will usually be 60
the clash came between the 56
the class back together to 106
the class five minutes to 47
the class here alluded to 67
the class here furnish the 102
the class just alluded to 68
the class most exposed to 53
the class most hostile to 74
the class most opposed to 88
the class must satisfy the 75
the class time devoted to 99
the class were allowed to 132
the class were beginning to 59
the class were invited to 125
the class were obliged to 41
the class will attempt to 54
the class will consist of 44
the class will discuss the 169
the class will receive the 54
the class will respond to 85
the class will usually be 41
the class work together to 255
the clerk upon request of 276
the clerk will request the 61
the clerk will require the 49
the cliff mining company in 48
the clock skew between the 68
the close bond between the 895
the close link between an 72
the close link between the 4624
the close living together of 46
the close ties between the 5348
the close union between the 673
the closing angle bracket of 70
the closing three decades of 87
the cloud came between the 72
the cloud from between us 53
the clyde from glasgow to 84
the coals were murmuring of 59
the coast from antwerp to 40
the coast from dunkirk to 102
the coast from florida to 703
the coast from halifax to 69
the coast from headland to 111
the coast from holland to 99
the coast from mombasa to 48
the coast from morocco to 108
the coast from norfolk to 113
the coast from plymouth to 99
the coast from senegal to 123
the coast from tripoli to 85
the coast from valencia to 68
the coast from victoria to 42
the coast from village to 41
the coast from virginia to 349
the coast from yucatan to 48
the coast just outside the 76
the coast line between the 159
the coast line towards the 53
the coast most exposed to 45
the coast road between the 49
the coast road towards the 141
the coast were annexed to 71
the coast were ordered to 104
the coast were settled by 43
the coast were subject to 65
the cocks were beginning to 144
the codes were written by 46
the color came faintly to 64
the color line between the 71
the color range command to 89
the cooking time according to 119
the cooking time depends on 52
the cooks were ordered to 66
the cooks were preparing the 138
the cooling rate depends on 60
the cooling rate results in 45
the cornea just anterior to 75
the corps were ordered to 79
the costs vary according to 53
the costs were charged to 56
the costs were covered by 191
the costs will usually be 42
the court also allowed the 62
the court also applied the 99
the court also ordered the 70
the court also pointed to 91
the court also refused to 417
the court case against the 275
the court case between the 48
the court case brought by 97
the court case dragged on 130
the court case involving the 51
the court errs gravely in 55
the court errs insofar as 46
the court felt obliged to 331
the court fool effects the 43
the court from disposing of 101
the court from enforcing the 69
the court from examining the 129
the court from requiring the 95
the court from reviewing the 162
the court gave priority to 44
the court have allowed the 60
the court have applied the 47
the court have arrived at 54
the court have decided the 267
the court have refused to 128
the court having control of 132
the court having custody of 200
the court having infused an 40
the court having refused to 56
the court held against the 330
the court held invalid an 251
the court held invalid as 56
the court held invalid the 324
the court must address the 518
the court must analyze the 162
the court must appoint an 251
the court must appoint the 251
the court must approve it 44
the court must approve the 393
the court must attempt to 182
the court must balance the 1068
the court must compare the 145
the court must conduct an 118
the court must confirm the 210
the court must consist of 78
the court must control the 43
the court must convert the 49
the court must declare the 169
the court must decline to 167
the court must dismiss the 834
the court must dispose of 65
the court must enforce the 136
the court must examine the 1079
the court must exclude the 89
the court must explain the 48
the court must explain to 122
the court must inspect the 69
the court must observe in 48
the court must proceed as 96
the court must proceed on 115
the court must proceed to 566
the court must protect the 67
the court must provide an 76
the court must provide the 180
the court must require the 213
the court must resolve the 199
the court must respect the 100
the court must specify the 207
the court must sustain the 63
the court only insofar as 111
the court room happens to 43
the court said sternly to 48
the court said violated an 49
the court soon excited the 62
the court take account of 44
the court there refused to 47
the court took account of 346
the court took occasion to 486
the court upon matters of 47
the court upon petition of 179
the court upon request of 89
the court were allowed to 113
the court were assumed to 42
the court were beginning to 46
the court were brought to 49
the court were careful to 59
the court were carried on 177
the court were correct in 84
the court were divided in 159
the court were dressed in 43
the court were invalid as 189
the court were invited to 145
the court were limited to 109
the court were obliged to 271
the court were opposed to 93
the court were ordered to 172
the court were present at 115
the court were secured to 61
the court were subject to 60
the court were unwilling to 131
the court will address the 153
the court will adjourn the 54
the court will analyze the 52
the court will appoint an 922
the court will appoint the 288
the court will approve the 161
the court will attempt to 461
the court will balance the 261
the court will compare the 41
the court will conduct an 51
the court will confirm the 180
the court will consent to 50
the court will consist of 46
the court will consult the 53
the court will control the 115
the court will correct the 68
the court will declare it 116
the court will declare the 481
the court will decline to 522
the court will dismiss or 45
the court will dismiss the 864
the court will dispose of 162
the court will endeavor to 134
the court will enforce it 228
the court will enforce the 728
the court will examine the 1020
the court will exclude the 277
the court will execute it 62
the court will execute the 142
the court will incline to 53
the court will indulge me 70
the court will inquire as 94
the court will inspect ex 65
the court will presume it 68
the court will presume the 264
the court will proceed in 69
the court will proceed to 1413
the court will protect the 347
the court will provide the 42
the court will receive it 82
the court will receive the 43
the court will rectify the 45
the court will redress the 43
the court will relieve the 87
the court will require an 95
the court will require by 124
the court will require in 112
the court will require it 44
the court will require the 787
the court will require to 87
the court will rescind the 52
the court will resolve the 198
the court will respect the 66
the court will respond to 63
the court will restore the 52
the court will reverse the 183
the court will sanction the 49
the court will satisfy the 65
the court will specify the 63
the court will subject the 51
the court will support the 54
the court will suspend the 43
the court will sustain it 47
the court will sustain the 305
the court will usually be 89
the craft soon glories in 51
the craft yarn council of 72
the creek kept narrowing as 97
the creep rate depends on 75
the crews were allowed to 107
the crews were exposed to 94
the crews were obliged to 112
the crews were ordered to 131
the crews were reduced to 83
the crews were trained to 47
the crime rate depends on 44
the crime rate dropped by 41
the crime were allowed to 54
the crime were brought to 74
the crops best adapted to 342
the crops were beginning to 83
the crops were brought in 127
the crops were damaged by 97
the crops were gathered in 409
the crops were planted in 54
the crops were secured in 47
the cross fire between the 371
the cross from forehead to 42
the cross rate between the 115
the cross talk between the 177
the cross term between the 80
the cross were planted on 52
the cross will receive the 48
the crowd came forward to 72
the crowd grin delight at 82
the crowd just outside the 45
the crowd were allowed to 50
the crowd were beginning to 172
the crowd were dressed in 46
the crowd were members of 61
the crowd what friends we 43
the crown from richard ii 163
the crown grew stronger by 72
the crown having appeared in 57
the crown more justice in 40
the crown took control of 89
the crown were allowed to 95
the crown were brought to 41
the crown were obliged to 191
the crown were ordered to 56
the crown were subject to 43
the crown will descend to 79
the crows were welcome as 50
the crude clay express by 44
the crude oils charged to 58
the cruel laws against the 66
the curve also depends on 82
the curve gets steeper as 41
the curve lies between the 321
the curve will consist of 81
the cutting edge against the 223
the cutting edge because of 45
the cutting edge between the 201
the cutting edge towards the 150
the cutting tool against the 80
the cycle time between the 48
the daily axial rotation of 53
the daily mail carried the 67
the daily mail refused to 98
the daily news reports of 64
the daily work routine of 124
the dance went merrily on 45
the danes were allowed to 168
the danes were beginning to 78
the danes were defeated at 67
the danes were defeated by 133
the danes were defeated in 89
the danes were masters of 175
the danes were obliged to 124
the danes were preparing to 112
the danger from drought is 41
the danger from himself to 101
the danger just alluded to 76
the danger zone between the 76
the deadly feud between the 215
the deadly hush between the 41
the deadly side effects of 48
the deadly sins according to 41
the debit side exceeds the 89
the decay rate depends on 114
the deeds like orphans to 55
the deeds were ordered to 44
the defeat only because he 45
the deity were sullied by 135
the delay time between the 1452
the demon angel expands the 61
the dense pine forests of 99
the dense rain forests of 370
the dense root systems of 43
the depths were congealed in 879
the desks were arranged in 137
the devil must possess the 80
the devil will attempt to 50
the devil will suggest to 50
the doges were crowned in 40
the doors open because of 55
the doors open between the 69
the doors shut against the 72
the doors were beginning to 77
the doors were blocked by 93
the doors were boarded up 51
the doors were guarded by 125
the doors were ordered to 101
the doors were painted in 81
the doors were secured by 57
the doors were slammed in 97
the doors were slammed to 127
the doors were stormed by 91
the dover road crosses the 42
the dozen years between the 185
the dozen years following the 269
the dozen years preceding the 91
the draft bill annexed to 85
the draft made payable to 95
the drama from beginning to 68
the drama were beginning to 44
the drawing room listening to 85
the drawing room repeated to 68
the drawn line limited by 125
the drift from country to 172
the driving rain drummed on 58
the driving time between the 71
the drops came together in 53
the drops were allowed to 44
the drugs were beginning to 40
the drums were ordered to 144
the ducks were roasted to 53
the dukes were obliged to 42
the dusty back shelves of 62
the dusty road between the 231
the dusty road outside the 84
the dusty road towards the 248
the dutch army against the 63
the dutch early excited the 48
the dutch felt obliged to 42
the dutch from formosa in 76
the dutch have managed to 62
the dutch have refused to 55
the dutch lost control of 119
the dutch took control of 250
the dutch were accused of 74
the dutch were allowed to 889
the dutch were beginning to 262
the dutch were content to 155
the dutch were defeated by 119
the dutch were defeated in 87
the dutch were enabled to 95
the dutch were granted the 58
the dutch were induced to 79
the dutch were invited to 58
the dutch were limited to 49
the dutch were masters of 257
the dutch were obliged to 689
the dutch were opposed to 40
the dutch were ordered to 111
the dutch were preparing to 201
the dutch were reduced to 79
the dutch were subject to 43
the dutch were supreme in 82
the dutch were unwilling to 198
the earnings from exports of 75
the earnings were subject to 55
the earthly city glories in 67
the earthly part assumes an 136
the eight case studies in 54
the eight days between the 89
the eight days following the 314
the eight days preceding the 131
the eight folio volumes of 42
the eight great classes of 51
the eighth army crossed the 201
the eighth army managed to 49
the eight high schools in 48
the eighth inning against the 86
the eighth month following the 58
the eight main islands of 99
the eight other members of 253
the eight were factors of 188
the eight years beginning in 66
the eight years between the 559
the eight years covered by 256
the eight years following the 935
the eight years preceding the 792
the eight years previous to 277
the eight young fellows in 41
the elder male members of 87
the elect were imputed to 50
the elite were allowed to 73
the elmer belt library of 194
the emily carr college of 207
the empty beer bottles in 68
the empty beer bottles on 94
the empty wine bottles on 43
the enemy back against the 46
the enemy back towards the 214
the enemy been allowed to 49
the enemy came forward in 55
the enemy come against us 40
the enemy coming against me 45
the enemy coming towards us 40
the enemy from advancing on 56
the enemy from advancing to 60
the enemy from ascending the 121
the enemy from attacking it 40
the enemy from attacking the 265
the enemy from attacking us 160
the enemy from capturing it 43
the enemy from capturing the 93
the enemy from effecting an 48
the enemy from following up 114
the enemy from following us 79
the enemy from improving the 110
the enemy from launching an 56
the enemy from napoleon to 92
the enemy from natural to 42
the enemy from observing the 54
the enemy from obtaining the 98
the enemy from occupying it 94
the enemy from occupying the 201
the enemy from position to 151
the enemy from profiting by 195
the enemy from regaining the 51
the enemy from repairing the 84
the enemy from returning to 116
the enemy full liberty of 73
the enemy have crossed the 179
the enemy have granted us 54
the enemy have retired to 45
the enemy having brought up 76
the enemy having crossed the 177
the enemy having entered the 40
the enemy having retired to 102
the enemy into believing the 66
the enemy just outside the 63
the enemy least expects it 57
the enemy less occasion to 47
the enemy lost upwards of 75
the enemy made himself at 45
the enemy moving orderly on 46
the enemy much superior to 68
the enemy must advance to 98
the enemy soon reduced to 97
the enemy took shelter in 76
the enemy were advancing at 85
the enemy were advancing by 103
the enemy were advancing in 1143
the enemy were advancing on 802
the enemy were advancing to 199
the enemy were advancing up 141
the enemy were allowed to 513
the enemy were ascending the 50
the enemy were attacking in 60
the enemy were attacking the 130
the enemy were baffled by 85
the enemy were beginning to 360
the enemy were between us 43
the enemy were brought in 136
the enemy were brought to 131
the enemy were brought up 51
the enemy were capable of 60
the enemy were carried in 44
the enemy were certain to 52
the enemy were defeated by 52
the enemy were defeated in 76
the enemy were dressed in 43
the enemy were drowned in 131
the enemy were enabled to 545
the enemy were exposed to 50
the enemy were increasing in 79
the enemy were intending to 76
the enemy were located in 58
the enemy were masters of 343
the enemy were mustering in 48
the enemy were nowhere in 45
the enemy were obliged to 1131
the enemy were occupying the 66
the enemy were ordered to 57
the enemy were preparing an 64
the enemy were preparing to 1252
the enemy were present in 81
the enemy were pursued by 60
the enemy were pursued to 68
the enemy were reduced to 162
the enemy were retreating in 116
the enemy were retreating to 51
the enemy were returning to 42
the enemy were sighted on 41
the enemy were superior in 195
the enemy were threatening the 43
the enemy were thundering at 90
the enemy were unaware of 75
the enemy were visible in 41
