tail with both hands and 198
take thou this frock and 71
take with them after they 40
take with them where they 62
take with you about him 47
take you all round this 81
take you and carry you 64
take you and raise you 85
take you and shake you 61
take you and sibyl off 82
take you any longer than 42
take you any place you 104
take you for anything but 51
take you out every day 124
take you out right now 82
taking all her light for 81
taking all her money and 43
taking all his money and 50
taking all our money and 45
taking all they could get 117
taking all they could lay 41
taking both her hands and 319
taking both his hands and 136
taking each and every one 44
taking her and shaking her 135
taking her arm again and 56
taking her arm within his 60
taking her for walks and 68
taking him for walks and 57
taking off and landing all 83
taking off and landing and 173
taking off and landing are 52
taking off and landing with 112
taking off her apron and 208
taking off her boots and 80
taking off her cloak and 147
taking off her dress and 159
taking off her purse and 87
taking off her shawl and 393
taking off her shirt and 41
taking off her skirt and 50
taking off her weeds for 61
taking off his apron and 64
taking off his black hat 40
taking off his boots and 476
taking off his cloak and 165
taking off his crown and 63
taking off his glove and 57
taking off his leather cap 40
taking off his outer things 44
taking off his pants and 119
taking off his peaked cap 71
taking off his shirt and 452
taking off his socks and 61
taking off his steel cap 72
taking off his straw hat 281
taking off his sword and 75
taking off his tunic and 55
taking off his watch and 77
taking off his white hat 92
taking off our boots and 120
taking off our coats and 107
taking out and landing our 72
taking out her medal and 50
taking out her purse and 60
taking out his flint and 71
taking out his glass eye 91
taking out his knife and 128
taking out his purse and 76
taking out his watch and 516
taking them and putting them 40
taking them for walks and 47
taking them out again and 41
taking with him about one 118
taking with him anything that 115
taking with him nearly all 92
taking with him nearly two 51
taking with him peter and 236
taking with him sixty men 45
taking with them nearly all 79
tale does not begin with 50
tale that has never yet 40
tale that her father was 41
tale that his father had 40
talk all day about how 52
talk and she could not 113
talk and they would not 50
talk art and poetry and 40
talk big and noisy and 84
talk did not change things 51
talk for two hours and 211
talk for two hours with 100
talk one may night that 43
talk she had given him 86
talk that her father and 58
talk that way about her 194
talk that way about him 364
talk that way about his 133
talk that way about our 66
talk that way about them 85
talk that way about you 61
talk things out rather than 125
talk with all white men 46
talk with any human being 143
talk with god about this 52
talk with her about all 149
talk with her about her 2854
talk with her about him 131
talk with her about his 596
talk with her about how 502
talk with her about old 47
talk with her about our 153
talk with her about sex 43
talk with her about that 307
talk with her about them 251
talk with her about things 230
talk with her about this 648
talk with her about why 42
talk with her about you 240
talk with her after she 52
talk with her again and 51
talk with her every day 174
talk with her father and 382
talk with her mother and 472
talk with her right now 51
talk with her until she 47
talk with her while she 297
talk with him about all 412
talk with him about any 322
talk with him about art 243
talk with him about being 41
talk with him about god 103
talk with him about going 144
talk with him about her 682
talk with him about his 5952
talk with him about how 728
talk with him about long 90
talk with him about old 137
talk with him about our 644
talk with him about sex 48
talk with him about that 759
talk with him about them 298
talk with him about things 238
talk with him about this 1300
talk with him about why 87
talk with him about you 404
talk with him after his 58
talk with him after you 51
talk with him again and 106
talk with him alone and 137
talk with him alone for 89
talk with him every day 211
talk with him first and 41
talk with him rather than 46
talk with him right now 186
talk with him which was 42
talk with him while you 58
talk with his father and 472
talk with his hands and 85
talk with his mother and 560
talk with his voice and 44
talk with its people and 64
talk with our hands and 63
talk with sir henry this 81
talk with them about all 128
talk with them about any 139
talk with them about god 147
talk with them about her 191
talk with them about his 318
talk with them about how 945
talk with them about our 177
talk with them about sex 73
talk with them about that 150
talk with them about things 155
talk with them about this 388
talk with them about why 165
talk with them every day 119
talk with them rather than 197
talk with them until they 95
talk with them while they 179
talk with you about all 526
talk with you about any 255
talk with you about being 113
talk with you about doing 41
talk with you about for 41
talk with you about her 565
talk with you about him 374
talk with you about his 662
talk with you about how 1142
talk with you about old 212
talk with you about one 208
talk with you about our 1004
talk with you about sex 100
talk with you about that 2128
talk with you about them 864
talk with you about things 275
talk with you about this 3930
talk with you about why 103
talk with you after you 115
talk with you alone for 82
talk with you every day 107
talk with you later this 93
talk with you rather than 54
talk with you right now 504
talk with you since you 98
talk with you until you 129
talk with you while you 294
tall and not wider than 53
tall heat that slept for 54
tall man who stood near 61
tall man with fiery red 67
tall men and short men 256
tall nor too short for 58
tall peas and dwarf peas 42
tall that one could not 48
tall that she could not 59
tall that they could not 76
tall that you could not 60
tame that day after day 87
tame that they would fly 45
tame that they would lie 126
tame that they would not 96
tame with being hungry that 76
task and one which can 121
task and one which has 46
task and one which was 51
task did not prove easy 54
task does not imply that 92
task for any human being 158
task for not meeting him 62
task god had given him 134
task god has given him 61
task god has given you 59
task she had given him 85
task than that which was 48
task that one could say 72
task that she could not 42
task that they could not 88
task that was given him 78
task was far easier than 66
task was too large for 156
task was too menial for 125
task was too small for 67
taut with our cargo that 50
taxi that was waiting for 105
teach each and every one 55
teach her that wives are 47
teach him and guide him 87
teach him and train him 59
teach him his place and 43
teach men and women how 369
teach men and women that 172
teach that all people are 42
teach them and guide them 137
teach them and train them 117
teach them that which they 74
teach you and guide you 107
teach you new tales that 47
teach you our dance and 48
teach you that which you 219
teams and see which team 50
tearing off his flesh with 46
tearing off his shirt and 93
tearing off long strings and 48
tearing with her claws and 92
tears and her lower lip 66
tears and her voice was 101
tears and his voice was 95
tears and our hearts with 56
tears and she could not 207
tears and she shook her 107
tears and she wiped them 82
tears but she could not 52
tears heap all within one 49
tears him and kills him 43
tears off her cheek with 50
tears off his shirt and 74
tears that her mother had 68
tears that she could not 834
tears that she would not 133
tears that they could not 64
tears with her apron and 64
tears with her fingers and 45
tears with his fingers and 70
teasing her and calling her 50
teasing him and calling him 108
teeth and his upper lip 47
teeth are all small and 42
teeth are too large for 154
teeth bit her lower lip 48
teeth did not flash out 86
teeth not yet failing him 178
teeth that for which his 41
teeth with her tongue and 52
teeth with his tongue and 101
tell any one about them 68
tell any one about this 127
tell any one where you 40
tell each and every one 193
tell her all about her 418
tell her all about him 153
tell her all about his 727
tell her all about how 148
tell her all about our 203
tell her all about that 387
tell her all about them 170
tell her all about this 221
tell her all about you 327
tell her but could not 86
tell her her fruit was 214
tell her his plans and 48
tell her his plans for 69
tell her his reason for 75
tell her how brave she 73
tell her how happy she 310
tell her how happy they 49
tell her how happy you 88
tell her how lucky she 237
tell her how proud she 57
tell her how proud they 44
tell her how proud you 63
tell her how right she 103
tell her how smart she 59
tell her how sorry she 182
tell her how sorry they 142
tell her how sorry you 165
tell her mom about her 49
tell her own story and 194
tell her own story with 51
tell her she could get 47
tell her she could not 1154
tell her she loved her 168
tell her she shall now 47
tell her she would get 44
tell her she would not 433
tell her son about her 62
tell her son about his 60
tell her that after all 108
tell her that maybe she 60
tell her that people are 53
tell her that right now 52
tell her that since she 193
tell her that though she 134
tell her that which she 43
tell her that while she 94
tell her that would not 99
tell her they could not 97
tell her they loved her 74
tell her they would not 72
tell her things which she 41
tell her you could not 149
tell her you loved her 236
tell her you would not 133
tell him all about her 777
tell him all about his 521
tell him all about how 207
tell him all about our 328
tell him all about that 432
tell him all about them 202
tell him all about this 261
tell him all about you 523
tell him and could not 49
tell him but could not 75
tell him her plans for 44
tell him her reason for 62
tell him her story and 40
tell him his father had 126
tell him his father has 44
tell him his father was 320
tell him his mother had 88
tell him his mother was 121
tell him how badly she 41
tell him how close she 48
tell him how happy she 280
tell him how happy they 66
tell him how happy you 194
tell him how lucky she 42
tell him how often she 65
tell him how proud she 139
tell him how proud they 66
tell him how proud you 107
tell him how sorry she 721
tell him how sorry they 119
tell him how sorry you 203
tell him how upset she 49
tell him our names and 83
tell him our story and 44
tell him she could not 1169
tell him she hated him 44
tell him she liked him 55
tell him she loved him 2675
tell him she loves him 199
tell him she would not 588
tell him that after all 87
tell him that after his 43
tell him that clara was 46
tell him that could not 55
tell him that every day 69
tell him that every man 171
tell him that every one 136
tell him that jesus was 59
tell him that light was 69
tell him that lunch was 55
tell him that people are 47
tell him that right now 81
tell him that since you 52
tell him that though she 56
tell him that while you 50
tell him that would not 179
tell him they could not 212
tell him they loved him 77
tell him they would not 144
tell him things about his 44
tell him this morning that 83
tell him you could not 281
tell him you loved him 139
tell him you would not 175
tell his dear mother that 118
tell his own chief how 45
tell his own people that 110
tell his own story and 481
tell his own story was 42
tell his own story with 161
tell his son about his 122
tell how and where she 50
tell how and where they 48
tell how his father had 71
tell how she would not 234
tell how you would use 94
tell its own story and 319
tell men and women how 59
tell men and women that 130
tell our own story and 52
tell out his works with 130
tell she was looking for 73
tell she was still mad 41
tell she was thinking that 42
tell she was waiting for 116
tell that her father was 128
tell that her mother had 71
tell that her mother was 265
tell that her voice was 51
tell that his father had 163
tell that his father was 172
tell that his mother had 53
tell that his mother was 142
tell that his voice was 46
tell that his words had 48
tell that she could not 97
tell that she liked him 45
tell that she really did 70
tell that she would not 76
tell that that party was 75
tell that they could not 60
tell that they might not 175
tell that they would not 81
tell that this woman was 64
tell that you would not 48
tell thee thou shalt not 69
tell thee thou shalt see 298
tell them all about her 231
tell them all about him 124
tell them all about his 363
tell them all about how 170
tell them all about our 190
tell them all about that 200
tell them all about this 278
tell them all about you 391
tell them god loves them 42
tell them how badly they 57
tell them how happy she 61
tell them how happy they 54
tell them how happy you 68
tell them how lucky they 148
tell them how proud you 90
tell them how sorry she 49
tell them how sorry you 71
tell them she could not 118
tell them she loved them 82
tell them she would not 148
tell them that after all 92
tell them that after they 69
tell them that allah has 79
tell them that every day 72
tell them that every man 49
tell them that every sin 182
tell them that guilt may 40
tell them that jesus had 44
tell them that jesus was 120
tell them that lunch was 53
tell them that people are 46
tell them that people who 40
tell them that since they 101
tell them that speaking that 65
tell them that though that 57
tell them that though they 56
tell them that today they 52
tell them that twice two 41
tell them that until they 46
tell them that which they 59
tell them that while they 108
tell them that while you 45
tell them that would not 50
tell them they could not 591
tell them they might see 84
tell them they ought not 70
tell them they shall not 103
tell them they shall see 59
tell them they would get 57
tell them they would not 175
tell them this story and 42
tell them who shall sit 162
tell them you could not 156
tell them you would not 77
tell who had given him 47
tell who had never met 118
tell who his father was 52
tell who was right and 151
tell who you really are 47
tell why they chose that 41
tell why you chose each 67
tell why you chose that 112
tell why you chose them 45
tell why you chose this 49
tell you all about each 47
tell you all about has 69
tell you all about her 1747
tell you all about him 2346
tell you all about his 689
tell you all about how 895
tell you all about its 124
tell you all about our 1541
tell you all about that 6695
tell you all about them 2780
tell you all about things 150
tell you all about this 1597
tell you all about why 59
tell you all about you 49
tell you all right now 63
tell you any story that 41
tell you her father was 43
tell you her story and 49
tell you his father was 40
tell you his story and 64
tell you how badly you 53
tell you how brave you 43
tell you how close you 166
tell you how dreary and 71
tell you how easily you 84
tell you how every one 113
tell you how happy and 367
tell you how happy she 90
tell you how happy that 588
tell you how happy they 127
tell you how happy this 298
tell you how happy you 509
tell you how lucky you 240
tell you how often and 159
tell you how often she 60
tell you how often that 48
tell you how often they 132
tell you how often this 79
tell you how often you 270
tell you how people are 75
tell you how proud and 216
tell you how proud they 63
tell you how proud you 41
tell you how quick and 145
tell you how right you 97
tell you how smart you 105
tell you how sorry and 77
tell you how sorry she 226
tell you how sorry they 86
tell you how sweet and 155
tell you how sweet you 47
tell you how truly and 54
tell you now after all 47
tell you one reason why 231
tell you one story that 115
tell you she could not 132
tell you she hoped you 59
tell you she hopes you 41
tell you she loved you 123
tell you she loves you 446
tell you she saved that 63
tell you she shall not 50
tell you she wants you 76
tell you she would not 219
tell you that after all 231
tell you that after our 83
tell you that after that 147
tell you that after this 121
tell you that after two 59
tell you that after you 257
tell you that anything that 110
tell you that anything you 151
tell you that china has 43
tell you that cupid has 40
tell you that dancing was 53
tell you that every day 350
tell you that every man 315
tell you that every one 678
tell you that every year 135
tell you that greek art 170
tell you that jesus was 85
tell you that manning and 87
tell you that maybe you 55
tell you that money can 40
tell you that nearly all 95
tell you that never has 62
tell you that people are 334
tell you that people can 52
tell you that people who 169
tell you that rather than 61
tell you that right now 3820
tell you that right off 284
tell you that satan was 61
tell you that since our 85
tell you that since that 89
tell you that since then 79
tell you that since you 304
tell you that story now 56
tell you that though they 42
tell you that though you 171
tell you that times are 48
tell you that until now 66
tell you that until you 181
tell you that where you 51
tell you that which may 75
tell you that which you 1090
tell you that while his 48
tell you that while she 46
tell you that while they 96
tell you that while you 252
tell you that within six 45
tell you that within two 65
tell you that woman has 50
tell you that women are 254
tell you that women with 59
tell you that working with 65
tell you that would not 92
tell you they could not 183
tell you they never read 58
tell you they shall not 64
tell you they would not 271
tell you things about her 56
tell you things about him 127
tell you things about that 133
tell you things about them 53
tell you things about this 67
tell you things which are 45
tell you things which you 87
tell you this about her 76
tell you this about him 65
tell you this could not 42
tell you this evening that 344
tell you this morning that 630
tell you this nation can 65
tell you this right now 955
tell you this story and 61
tell you this story for 91
tell you this story not 79
tell you this story now 71
tell you this story that 43
tell you who would put 64
tell you who wrote that 178
tell you why right now 82
tell you with pride how 54
tell you with pride that 535
tell you with words how 57
tell you you could not 288
tell you you shall not 286
tell you you would not 221
tent for any cause but 53
tenth was set aside for 66
tent was set aside for 42
tent was too small for 109
tent with his fingers and 43
tent with his linen and 41
tent with its hedge and 93
term and may serve any 46
term and year after year 67
term did not exist then 50
term did not imply any 40
term did not imply that 108
term does not carry any 50
term does not carry with 99
term does not change its 106
term does not cover all 107
term does not exist for 77
term does not imply any 476
term does not imply that 2266
term does not quite fit 43
term does not stand for 141
term for man nearer than 46
term for that which has 79
term one day longer than 233
term that has found its 48
term was too short for 46
term you are looking for 231
test can not prove that 44
test did not reveal any 260
test does not agree with 40
test does not allow for 119
test does not exist for 49
test does not imply that 278
test does not prove that 532
test does not reveal any 103
test each and every one 136
test him they asked him 74
test that they could not 46
test that you really get 42
text and its author and 82
text and its author are 56
text box and change its 63
text box and click add 221
text box and combo box 71
text box and press tab 352
text does not agree with 148
text does not allow for 200
text does not begin with 76
text does not claim that 124
text does not imply any 51
text does not imply that 704
text does not offer any 106
text does not prove that 156
text does not reveal any 43
text does not spell out 174
text does not state that 697
text does not state this 79
text that they could not 66
text you are looking for 239
text you are working with 62
thank each and every one 4240
thank god for every day 227
thank god for every one 239
thank god for every wet 41
thank god for helping you 74
thank god for letting him 50
thank god for letting you 57
thank god for people who 51
thank god for sending her 60
thank god for sending him 118
thank god for sending his 128
thank god for sending them 72
thank god for sending you 345
thank god for sparing him 43
thank god for sparing his 45
thank god this morning for 58
thank her for helping him 84
thank her for letting him 44
thank her for sending him 52
thank her for sharing her 179
thank her for sharing with 51
thank him and bless him 91
thank him and shake his 49
thank him for clearing this 93
thank him for helping her 122
thank him for helping him 42
thank him for helping them 56
thank him for helping you 54
thank him for keeping his 44
thank him for letting her 54
thank him for letting you 42
thank him for sending her 103
thank him for sending him 106
thank him for sending his 51
thank him for sending you 49
thank him for sharing his 354
thank him for sharing this 52
thank him for sharing with 71
thank them for anything they 51
thank them for helping you 94
thank them for letting you 48
thank them for sharing with 57
thank you all again for 161
thank you and bless you 514
thank you and honor you 77
thank you both again for 46
thank you for anything you 61
thank you for calling and 96
thank you for calling him 83
thank you for calling our 108
thank you for calling them 41
thank you for calling this 96
thank you for getting her 54
thank you for getting him 70
thank you for getting rid 69
thank you for getting that 97
thank you for getting them 41
thank you for getting this 47
thank you for helping her 105
thank you for helping him 138
thank you for helping our 40
thank you for helping out 183
thank you for helping them 127
thank you for helping with 154
thank you for holding this 160
thank you for keeping him 47
thank you for keeping our 53
thank you for keeping them 49
thank you for letting her 46
thank you for letting him 135
thank you for letting them 73
thank you for looking out 137
thank you for meeting with 227
thank you for parting with 95
thank you for praying for 159
thank you for putting that 47
thank you for putting this 53
thank you for reaching out 49
thank you for sending her 63
thank you for sending him 149
thank you for sending that 109
thank you for sending them 265
thank you for sending this 71
thank you for sharing that 468
thank you for sharing this 276
thank you for sharing with 187
thank you for showing them 61
thank you for speaking with 111
thank you for staying with 188
thank you for talking with 191
thank you for telling him 71
thank you for telling them 91
thank you for waiting for 102
thank you for working with 99
thank you for writing and 112
thank you for writing that 193
thank you for writing this 79
thank you for yours and 64
their age and where they 74
their age they could not 87
their art and poetry and 68
their being fed where they 92
their being men while they 132
their being set apart for 46
their being too small that 61
their bid for power and 132
their bit for uncle sam 47
their both being alive and 115
their car and drive off 167
their car and drove her 51
their car and drove him 96
their car and drove off 1448
their car and drove out 49
their car and headed for 133
their car and makes you 95
their cry and saves them 350
their day and night are 63
their day being cared for 45
their dead and cared for 41
their dead and carry them 91
their does not agree with 67
their ears and cover all 45
their ears and mouths and 50
their ears and noses and 291
their ears and noses are 40
their ears and noses cut 636
their ears and noses they 42
their ears and noses with 81
their ears and tails and 60
their ears and would not 69
their ears are large and 44
their ears are often cut 102
their ears are small and 42
their eating his flesh and 41
their ego was faced with 45
their fat and flesh are 44
their fun and games and 65
their gear and headed for 143
their gear and headed out 84
their god had given them 442
their god has given them 114
their god hath given them 111
their head and kills them 45
their head and upper lip 77
their head they would not 45
their heat and light are 40
their joy they found that 89
their joy was mingled with 132
their joy was mixed with 87
their lot was worse than 66
their lying all round with 75
their map how nobly that 60
their meat and drink and 132
their meat and drink than 61
their meat and drink with 42
their meat and killing and 87
their meat and skins and 49
their men and women and 74
their men and women are 145
their men and women had 64
their men and women who 63
their not being aware that 51
their old age rather than 74
their old age which they 48
their own age group and 382
their own age group are 70
their own age group for 64
their own age group than 85
their own age group who 80
their own age rather than 200
their own air force and 70
their own and carry out 48
their own and carry them 56
their own and could not 482
their own and fight for 44
their own and found that 104
their own and hence they 58
their own and where they 191
their own and which are 206
their own and which can 45
their own and which had 45
their own and which may 46
their own and which they 376
their own and which was 56
their own and would not 274
their own area rather than 46
their own area where they 59
their own but could not 54
their own but rather are 42
their own but which are 66
their own but which they 75
their own death rather than 49
their own for which they 301
their own idea about how 105
their own kin group and 46
their own law rather than 65
their own men could not 50
their own men rather than 54
their own old nails with 65
their own old state and 84
their own real needs and 54
their own sex lives and 73
their own sex rather than 174
their own tax rates and 96
their own that could not 69
their own that makes them 106
their own they could not 256
their own they would not 202
their own things rather than 42
their own use rather than 419
their own use shams and 42
their own way about things 80
their own way rather than 771
their own way since they 41
their own way until they 132
their own way which was 44
their own way while they 75
their own web pages and 221
their own web pages for 45
their own web pages that 42
their own web sites and 689
their own web sites for 110
their own web sites that 387
their own web sites with 107
their own with which they 317
their pay was lower than 83
their rear and annoy them 46
their red and green and 96
their red and white and 62
their sex not equal for 56
their sin and shame may 77
their singing and dancing and 77
their singing and dancing for 46
their sin had found them 43
their sin has found them 46
their son but could not 41
their song and dance and 47
their son was alive and 103
their things and headed for 102
their toes being spread out 42
their ups and downs and 531
their ups and downs are 43
their ups and downs but 195
their ups and downs for 58
their ups and downs with 195
their use and value for 279
their van and drove off 99
their way and asked them 43
their way and could not 173
their way and would not 72
their way day after day 53
their way for miles and 57
their way out again and 47
their way they could not 42
their way they would not 86
their way with blood and 56
their way year after year 61
their wings and tails and 77
their wings and tails are 190
their wings are short and 57
their wings are small and 43
their wit and charm and 43
their wit and learning for 44
their wit and poetry and 42
their zeal for learning and 96
their zeal for which had 46
their zeal may carry them 59
theme was one which had 48
theory and has shown that 99
theory and one which has 47
theory are not borne out 68
theory can not allow for 51
theory did not agree with 172
theory did not allow for 162
theory did not begin with 47
theory did not imply that 110
theory does not agree with 419
theory does not allow any 81
theory does not allow for 1081
theory does not allow him 46
theory does not allow one 163
theory does not apply and 78
theory does not apply for 69
theory does not argue that 298
theory does not begin with 70
theory does not catch all 81
theory does not claim that 920
theory does not cover all 130
theory does not exist for 80
theory does not imply any 71
theory does not imply that 2186
theory does not offer any 223
theory does not prove its 74
theory does not prove that 252
theory does not quite fit 177
theory does not solve all 45
theory does not spell out 44
theory does not state that 382
theory does not tally with 43
theory does not yield any 63
theory that all dreams are 46
theory that all people are 49
theory that all swans are 110
theory that all women are 67
theory that each human being 47
theory that has grown out 53
theory that one could not 58
theory that she would not 45
theory that they could not 173
theory that they would not 111
theory that they would then 40
theory that you could not 90
theory was not borne out 95
theory was that every man 54
theory was that people who 53
theory why they could not 45
there all day every day 283
there all day looking out 128
there all day waiting for 380
there all that night and 314
there all year round and 91
there and had asked him 42
there and had given him 47
there and his mother was 50
there and one could not 92
there and see where his 61
there and she could hear 83
there and she could not 1018
there and she could see 65
there and she would not 563
there and then began his 45
there and then either but 56
there and then rather than 194
there and then wrote out 112
there and they could get 117
there and they could not 931
there and they could see 104
there and they would get 119
there and they would not 840
there and they would say 41
there and was aware that 41
there and was looking for 135
there and was waiting for 322
there and who could not 95
there and you could get 47
there and you could hear 87
there and you could not 533
there and you could see 363
there and you would not 487
there any man alive who 93
there any real basis for 452
there any real cause for 99
there any real danger that 217
there any real doubt that 129
there any real proof that 175
there any real reason for 473
there any real reason why 897
there any that stand out 44
there any things which you 61
there any who doubt man 71
there any who would not 88
there are all kinds and 355
there are all sorts and 407
there are all types and 60
there are and where they 453
there are any calls for 70
there are any cases that 115
there are any facts that 194
there are any foods that 58
there are any items that 376
there are any items you 51
there are any longer any 48
there are any others that 222
there are any others who 147
there are any others you 54
there are any parts that 157
there are any people who 509
there are any people with 40
there are any plans for 186
there are any rules for 103
there are any rules that 141
there are any signs that 678
there are any steps that 105
there are any terms that 42
there are any trees near 42
there are any which are 211
there are any which can 146
there are any which lead 93
there are any which you 50
there are any women who 120
there are any words that 376
there are any words they 61
there are any words you 165
there are bad dreams for 75
there are bad people and 84
there are bad people out 173
there are bad people who 114
there are bad white men 61
there are both acute and 45
there are both black and 128
there are both civil and 88
there are both costs and 336
there are both fixed and 137
there are both gains and 132
there are both greek and 42
there are both green and 47
there are both healthy and 67
there are both human and 59
there are both large and 255
there are both legal and 305
there are both light and 57
there are both linear and 44
there are both local and 155
there are both lower and 58
there are both major and 86
there are both males and 146
there are both moral and 220
there are both morning and 42
there are both motor and 51
there are both people who 40
there are both right and 52
there are both risks and 97
there are both short and 102
there are both small and 143
there are both social and 162
there are both state and 187
there are both strong and 97
there are both total and 131
there are both upper and 220
there are both urban and 46
there are both vivid and 54
there are both white and 162
there are both women and 63
there are both words and 43
there are but seven men 50
there are but thirty that 136
there are ears which can 48
there are far fewer men 50
there are far fewer than 336
there are far fewer things 44
there are far fewer who 58
there are far worse things 364
there are fat farms and 79
there are fat souls and 49
there are few birds that 174
there are few books and 98
there are few books that 824
there are few books this 121
there are few calls for 66
there are few cases that 536
there are few clues that 51
there are few crops that 97
there are few drugs that 97
there are few facts and 62
there are few facts that 166
there are few finer things 104
there are few firms and 53
there are few firms that 80
there are few foods that 93
there are few girls who 147
there are few goods that 44
there are few hills and 54
there are few hints that 43
there are few items that 96
there are few large and 40
there are few lines that 41
there are few minds that 51
there are few names that 182
there are few others that 221
there are few others who 176
there are few parts that 81
there are few people and 250
there are few people but 45
there are few people for 50
there are few people now 132
there are few people that 374
there are few people who 5421
there are few people with 361
there are few purer and 50
there are few purer things 68
there are few roads and 226
there are few roles for 40
there are few rules and 272
there are few rules for 122
there are few rules that 268
there are few signs and 54
there are few signs that 5120
there are few signs yet 156
there are few sites that 125
there are few social and 58
there are few soils that 108
there are few spots that 56
there are few tasks that 68
there are few tests that 42
there are few texts that 202
there are few today who 384
there are few tools for 48
there are few tools that 127
there are few towns and 92
there are few towns that 118
there are few trees and 243
there are few trees that 127
there are few which are 767
there are few which can 296
there are few which may 86
there are few white men 98
there are few wives who 135
there are few women and 137
there are few women who 1105
there are few women with 97
there are few words for 40
there are few words that 301
there are few working men 57
there are few works that 332
there are for every one 88
there are for thinking that 263
there are for thinking them 56
there are god knows how 67
there are hot springs and 173
there are key words that 51
there are long lines and 61
there are long lines for 59
there are long reeds with 43
there are long waits for 78
there are low hills and 80
there are men alive who 73
there are men every day 48
there are men looking for 48
there are men today who 130
there are men waiting for 52
there are new adams and 59
there are new calls for 42
there are new people who 64
there are new rules and 43
there are new rules for 63
there are new rules that 83
there are not above one 404
there are not above six 163
there are not above ten 155
there are not above two 945
there are not feuds and 40
there are not fewer than 1722
there are not fifty men 118
there are not fifty real 40
there are not fifty who 49
there are not fixed and 60
there are not found any 96
there are not giants but 145
there are not others that 215
there are not others who 161
there are not people out 166
there are not people who 399
there are not people with 47
there are not quite that 91
there are not quite two 108
there are not really any 1421
there are not really that 270
there are not really too 44
there are not really two 516
there are not wanting men 423
there are not wanting now 41
there are not wanting real 118
there are not women who 108
there are not words for 145
there are now about one 676
there are now about six 83
there are now about ten 110
there are now about two 543
there are now added two 49
there are now calls for 72
there are now fewer and 74
there are now fewer than 353
there are now hopes that 99
there are now large and 40
there are now nearly one 166
there are now nearly six 42
there are now nearly two 107
there are now people who 214
there are now plans for 118
there are now signs that 2250
there are old people and 47
there are old people who 220
there are old trees and 41
there are old women who 91
there are one large and 69
there are real people and 57
there are real people out 111
there are real people who 80
there are real people with 46
there are real signs that 100
there are rings within rings 49
there are set times for 71
there are six large and 55
there are six months day 46
there are six people who 107
there are six rather than 43
there are six slots per 64
there are six steps that 46
there are six tests for 57
there are six times our 56
there are six which are 91
there are six women who 45
there are ten others who 99
there are ten people who 95
there are ten times that 188
there are ten which are 60
there are that sound them 137
there are that touch each 143
there are things about god 58
there are things about her 140
there are things about him 251
there are things about his 82
there are things about our 96
there are things about that 45
there are things about them 152
there are things about this 196
there are things about you 198
there are things dearer than 106
there are things money can 80
there are things people can 90
there are things people had 88
there are things which all 43
there are things which are 3456
there are things which can 1362
there are things which god 113
there are things which lie 52
there are things which man 42
there are things which may 407
there are things which men 75
there are things which one 552
there are things which she 73
there are things which they 255
there are things which you 591
there are things worse than 734
there are two angels who 120
there are two atoms per 364
there are two bands and 82
there are two bases for 260
there are two basic and 222
there are two basic things 140
