tab and select the desired 236
that are called in question 153
that are caused by bacteria 588
that are caused by certain 126
that are caused by chronic 44
that are caused by defects 53
that are caused by factors 106
that are caused by failure 56
that are caused by genetic 104
that are caused by natural 68
that are caused by violence 56
that are caused by viruses 284
that are cheaper to produce 48
that are chosen to achieve 41
that are clearly at variance 75
that are clearly in violation 64
that are clearly the product 49
that are closed to foreign 56
that are closed to traffic 52
that are coarse in texture 45
that are common in america 79
that are common in certain 72
that are common in elderly 44
that are common in natural 46
that are common in optical 130
that are common in society 54
that are common in western 319
that are common to african 93
that are common to animals 72
that are common to certain 82
that are common to diverse 51
that are common to everything 56
that are common to mankind 305
that are common to members 197
that are common to persons 47
that are common to several 1086
that are common to similar 49
that are common to society 40
that are common to systems 48
that are common to western 88
that are costly to develop 45
that are costly to produce 96
that are costly to reverse 63
that are costly to society 54
that are created by combining 103
that are created by default 125
that are created to protect 44
that are created to provide 62
that are created to support 61
that are crucial to achieving 73
that are crucial to success 258
that are darker or lighter 79
that are deemed to provide 44
that are deemed to require 73
that are deemed to satisfy 55
that are devoid of content 50
that are doomed to consume 78
that are doomed to failure 485
that are engaged in devouring 45
that are engaged in foreign 54
that are engaged in producing 82
that are engaged in research 133
that are engaged in similar 103
that are filled by election 41
that are fitted to officer 72
that are fitted to procure 42
that are forced to compete 81
that are forced to operate 43
that are formed by combining 177
that are funded by federal 53
that are funded by private 42
that are gorged or guzzled 84
that are greater or smaller 79
that are greatly at variance 40
that are harder to control 57
that are harder to explain 91
that are heavier or lighter 66
that are higher in protein 66
that are higher in quality 200
that are inside or outside 131
that are issued in exchange 100
that are larger in diameter 173
that are larger or smaller 645
that are latest in obtaining 136
that are levied on imports 140
that are levied on private 45
that are likely to account 106
that are likely to achieve 326
that are likely to advance 99
that are likely to afflict 53
that are likely to attract 732
that are likely to benefit 888
that are likely to capture 89
that are likely to command 63
that are likely to compete 82
that are likely to concern 95
that are likely to confuse 239
that are likely to consume 40
that are likely to contain 1384
that are likely to control 100
that are likely to deceive 79
that are likely to decline 42
that are likely to decrease 131
that are likely to default 45
that are likely to deliver 50
that are likely to destroy 121
that are likely to develop 1427
that are likely to disrupt 175
that are likely to distort 151
that are likely to disturb 185
that are likely to endanger 162
that are likely to engender 82
that are likely to enhance 761
that are likely to exclude 47
that are likely to exhibit 157
that are likely to explain 116
that are likely to explode 45
that are likely to function 71
that are likely to impress 40
that are likely to improve 709
that are likely to include 357
that are likely to increase 1933
that are likely to inhibit 156
that are likely to initiate 45
that are likely to inspire 59
that are likely to involve 812
that are likely to migrate 42
that are likely to operate 192
that are likely to perform 116
that are likely to persist 573
that are likely to possess 42
that are likely to precede 61
that are likely to predict 95
that are likely to present 396
that are likely to prevail 785
that are likely to prevent 436
that are likely to proceed 42
that are likely to produce 3375
that are likely to promote 983
that are likely to provide 1152
that are likely to provoke 458
that are likely to qualify 55
that are likely to receive 608
that are likely to reflect 317
that are likely to require 1001
that are likely to resolve 57
that are likely to respond 337
that are likely to rupture 115
that are likely to satisfy 186
that are likely to succeed 650
that are likely to suggest 61
that are likely to support 343
that are likely to surface 218
that are likely to survive 375
that are likely to sustain 77
that are likely to trigger 446
that are likely to trouble 87
that are likely to undergo 112
that are linked to certain 119
that are linked to national 46
that are linked to provide 46
that are linked to student 69
that are liquid at ambient 62
that are listed in chapter 198
that are listed in exhibit 59
that are listed on national 117
that are lovely in private 380
that are lovers of pleasure 64
that are marked as deleted 62
that are minded to receive 254
that are misled in religion 59
that are models of clarity 54
that are native to america 55
that are nearest the surface 72
that are needed by society 148
that are needed in addition 75
that are needed in certain 53
that are needed in society 55
that are needed or desired 145
that are needed to account 232
that are needed to achieve 1514
that are needed to acquire 91
that are needed to address 481
that are needed to advance 99
that are needed to analyze 124
that are needed to attract 93
that are needed to balance 137
that are needed to capture 98
that are needed to clarify 100
that are needed to compete 99
that are needed to compile 47
that are needed to compute 270
that are needed to conduct 236
that are needed to confirm 49
that are needed to connect 132
that are needed to control 350
that are needed to convert 175
that are needed to correct 332
that are needed to deliver 179
that are needed to develop 769
that are needed to display 77
that are needed to enforce 64
that are needed to enhance 134
that are needed to execute 219
that are needed to explain 398
that are needed to exploit 74
that are needed to express 185
that are needed to extract 44
that are needed to finance 151
that are needed to fulfill 235
that are needed to function 405
that are needed to improve 677
that are needed to increase 289
that are needed to initiate 125
that are needed to install 48
that are needed to justify 108
that are needed to monitor 59
that are needed to operate 363
that are needed to perform 1013
that are needed to predict 83
that are needed to prepare 296
that are needed to present 63
that are needed to prevent 347
that are needed to proceed 46
that are needed to process 140
that are needed to produce 1774
that are needed to promote 272
that are needed to protect 361
that are needed to provide 1041
that are needed to qualify 42
that are needed to replace 107
that are needed to resolve 168
that are needed to respond 180
that are needed to restore 196
that are needed to satisfy 374
that are needed to service 130
that are needed to specify 214
that are needed to succeed 207
that are needed to support 2380
that are needed to survive 136
that are needed to sustain 735
that are needed to trigger 45
that are opaque to visible 185
that are partly or largely 56
that are partly or totally 80
that are passed by congress 165
that are placed at regular 72
that are placed in between 40
that are placed in contact 160
that are placed in service 327
that are proper to enforce 234
that are proper to himself 47
that are public or private 46
that are raised in relation 41
that are raised or lowered 93
that are raised up against 41
that are rooted in ancient 48
that are rooted in culture 77
that are rooted in history 122
that are rooted in religion 55
that are scarce in relation 40
that are shaped by culture 67
that are shaped by factors 44
that are shared by members 1230
that are shared by several 438
that are simple or complex 45
that are simple to install 42
that are simple to operate 130
that are simple to perform 74
that are simple to prepare 97
that are slowed by elastic 64
that are spoken or written 353
that are stable in solution 56
that are stable or declining 89
that are starting to develop 42
that are stated or implied 140
that are stored in spacious 61
that are striving to achieve 77
that are striving to develop 42
that are striving to improve 44
that are struck by lightning 118
that are summed to produce 49
that are sweeping the country 93
that are taught in schools 284
that are tested on animals 57
that are thought to account 136
that are thought to benefit 49
that are thought to contain 193
that are thought to control 164
that are thought to destroy 92
that are thought to develop 59
that are thought to enhance 168
that are thought to explain 118
that are thought to express 40
that are thought to function 132
that are thought to improve 72
that are thought to increase 227
that are thought to inhibit 66
that are thought to initiate 44
that are thought to involve 154
that are thought to justify 63
that are thought to operate 85
that are thought to possess 89
that are thought to precede 42
that are thought to predict 57
that are thought to prevent 65
that are thought to produce 269
that are thought to promote 216
that are thought to protect 109
that are thought to provide 278
that are thought to reflect 428
that are thought to require 181
that are thought to support 111
that are thought to trigger 54
that are traded in markets 154
that are traded on markets 43
that are traded on national 53
that are treated as annuals 57
that are treated as capital 93
that are treated as foreign 48
that are treated as imposed 129
that are treated as private 69
that are treated as taxable 66
that are treated in chapter 47
that are unable or unwilling 567
that are unable to account 57
that are unable to achieve 140
that are unable to acquire 59
that are unable to attract 135
that are unable to compete 330
that are unable to control 98
that are unable to deliver 52
that are unable to develop 120
that are unable to diffuse 40
that are unable to express 57
that are unable to ferment 42
that are unable to finance 57
that are unable to function 118
that are unable to initiate 56
that are unable to migrate 56
that are unable to operate 53
that are unable to perform 140
that are unable to proceed 41
that are unable to process 42
that are unable to produce 399
that are unable to protect 104
that are unable to provide 470
that are unable to qualify 43
that are unable to receive 65
that are unable to resolve 59
that are unable to respond 134
that are unable to satisfy 59
that are unable to secrete 40
that are unable to support 429
that are unable to survive 216
that are unable to sustain 99
that are unable to undergo 60
that are unable to utilize 93
that are unclear or confusing 72
that are unique or unusual 71
that are unique to african 75
that are unique to certain 273
that are unique to digital 68
that are unlike in everything 46
that are useful in achieving 91
that are useful in analyzing 499
that are useful in answering 57
that are useful in assessing 433
that are useful in assisting 46
that are useful in certain 180
that are useful in comparing 130
that are useful in debugging 47
that are useful in decision 102
that are useful in designing 146
that are useful in detecting 129
that are useful in diagnosing 110
that are useful in examining 89
that are useful in exploring 52
that are useful in improving 96
that are useful in increasing 51
that are useful in medical 43
that are useful in obtaining 125
that are useful in preparing 88
that are useful in producing 66
that are useful in promoting 83
that are useful in providing 139
that are useful in research 63
that are useful in resolving 52
that are useful in selecting 71
that are useful in several 51
that are useful or harmful 40
that are useful to achieve 47
that are useful to decision 192
that are useful to mankind 191
that are useful to society 392
that are useful to teachers 79
that are valued by members 58
that are valued by society 203
that are valued in society 147
that are viewed as central 54
that are viewed as requiring 66
that are viewed as threatening 62
that are wholly at variance 56
that are wholly or largely 175
that are wicked to reclaim 83
that are widely at variance 69
that are younger be subject 62
that art offers it certain 359
that art should be pursued 48
that being always the greatest 46
that being struck by lightning 628
that being unable to procure 42
that both groups of animals 197
that both groups of infants 149
that both groups of parents 49
that both groups of teachers 80
that both groups of workers 123
that both houses of congress 2105
that both inhere in perfect 48
that both should be allowed 104
that both should be brought 50
that both should be equally 198
that both should be present 128
that both should be removed 52
that both should be together 50
that both should go together 75
that both united in insisting 82
that boy should be gilbert 66
that buy blocks of tickets 57
that can access the network 65
that can access the service 45
that can accrue to america 67
that can affect the ability 314
that can affect the balance 94
that can affect the behavior 241
that can affect the central 114
that can affect the climate 73
that can affect the company 135
that can affect the control 53
that can affect the decision 194
that can affect the economy 64
that can affect the elderly 56
that can affect the function 103
that can affect the general 77
that can affect the kidneys 41
that can affect the measured 102
that can affect the nervous 106
that can affect the outcome 1123
that can affect the overall 484
that can affect the patient 365
that can affect the position 42
that can affect the process 215
that can affect the product 54
that can affect the program 41
that can affect the project 117
that can affect the quality 904
that can affect the question 40
that can affect the results 584
that can affect the success 478
that can affect the welfare 67
that can afford it cheapest 103
that can afford the expense 87
that can afford to indulge 45
that can afford to neglect 51
that can afford to provide 100
that can afford to support 112
that can always be applied 148
that can always be counted 214
that can always be settled 48
that can always be trusted 53
that can amount to several 71
that can answer the following 41
that can answer the question 372
that can arouse the dullard 174
that can assist in achieving 80
that can assist in answering 42
that can assist in improving 82
that can assist in preparing 47
that can assist in providing 78
that can assist in resolving 48
that can assist the patient 184
that can assist the process 52
that can assist the student 56
that can become the cottage 42
that can become the subject 609
that can befall my country 1125
that can befall the scholar 51
that can better be handled 45
that can damage or destroy 224
that can damage the kidneys 85
that can damage the nervous 49
that can decide the question 102
that can defend us against 44
that can employ or require 156
that can enable or disable 145
that can enable the patient 46
that can endure the fatigue 54
that can ensure the success 61
that can evince the superior 41
that can excuse the absence 133
that can fairly be brought 82
that can fairly be charged 44
that can fairly be claimed 106
that can fairly be classed 134
that can fairly be deduced 73
that can fairly be desired 67
that can fester in swollen 96
that can handle the complex 54
that can handle the demands 45
that can handle the largest 56
that can handle the problem 81
that can handle the request 57
that can handle the traffic 55
that can happen in private 71
that can happen to anybody 523
that can happen to mankind 51
that can hardly be applied 115
that can hardly be avoided 389
that can hardly be brought 63
that can hardly be carried 53
that can hardly be claimed 54
that can hardly be classed 91
that can hardly be counted 111
that can hardly be covered 42
that can hardly be defined 66
that can hardly be doubted 96
that can hardly be equaled 69
that can hardly be faulted 46
that can hardly be grasped 53
that can hardly be ignored 361
that can hardly be matched 403
that can hardly be measured 157
that can hardly be realized 198
that can hardly be reduced 107
that can hardly be repeated 42
that can hardly be settled 47
that can impact the quality 63
that can impact the success 48
that can impair the ability 59
that can impair the quality 54
that can impede or enhance 50
that can impose on rational 67
that can inform the process 42
that can justly be charged 61
that can justly be claimed 57
that can modify the behavior 42
that can modify the control 65
that can modify the effects 57
that can neither be avoided 77
that can neither be counted 79
that can neither be defined 45
that can neither be divided 168
that can neither be ignored 160
that can neither be measured 105
that can neither be reduced 127
that can neither be searched 104
that can occupy the position 41
that can occupy the thoughts 95
that can rarely be matched 41
that can readily be adapted 214
that can readily be adopted 40
that can readily be applied 403
that can readily be brought 177
that can readily be carried 54
that can readily be checked 46
that can readily be grasped 64
that can readily be handled 93
that can readily be measured 202
that can readily be reduced 58
that can readily be related 55
that can readily be removed 142
that can reduce or prevent 64
that can reduce the chances 77
that can reduce the effects 87
that can reduce the overall 173
that can reduce the problem 59
that can reduce the quality 79
that can remain in solution 99
that can result in anxiety 44
that can result in chronic 150
that can result in failure 96
that can result in illness 55
that can result in massive 54
that can result in reduced 228
that can result in violence 54
that can safely be allowed 99
that can safely be applied 523
that can safely be assumed 188
that can safely be carried 148
that can safely be claimed 44
that can safely be deduced 45
that can safely be handled 62
that can safely be ignored 303
that can safely be removed 97
that can safely be trusted 55
that can secure the freedom 51
that can secure us against 57
that can settle the question 53
that can simply be applied 97
that can simply be assumed 46
that can simply be dropped 45
that can simply be ignored 54
that can simply be plugged 55
that can suffer the delight 113
that can thereby be erected 43
that can unlock the secrets 61
that cut across the borders 99
that cut across the country 104
that cut across the domains 52
that cut across the national 41
that cut across the natural 48
that cut across the regular 96
that cut through the clutter 138
that cut through the silence 110
that day marked the beginning 410
that day seemed to incline 75
that day through the streets 83
that death should be allowed 41
that death should be defined 45
that did little to address 134
that did little to advance 293
that did little to assuage 237
that did little to bolster 87
that did little to clarify 153
that did little to comfort 128
that did little to enhance 654
that did little to improve 583
that did little to increase 176
that did little to inspire 42
that did little to prepare 47
that did little to prevent 113
that did little to promote 164
that did little to protect 154
that did little to provide 40
that did little to reassure 199
that did little to relieve 219
that did little to resolve 80
that did little to restore 81
that did little to satisfy 84
that did manage to survive 193
that dna repair is related 55
that does happen on occasion 55
that does little to address 65
that does little to advance 73
that does little to clarify 51
that does little to enhance 130
that does little to explain 63
that does little to improve 76
that does little to prevent 40
that does little to promote 45
that does little to support 54
that due weight is allowed 52
that each agrees to respect 50
that each answer is correct 57
that each branch of science 110
that each county be divided 47
that each degree of freedom 648
that each dollar of federal 42
that each dollar of revenue 91
that each emotion of pleasure 89
that each flower is visited 42
that each learned the behavior 44
that each member be allowed 46
that each member is allowed 49
that each member is equally 53
that each member of congress 220
that each member of society 1996
that each moment is precious 54
that each number is equally 68
that each parent or guardian 56
that each person be allowed 78
that each person by himself 68
that each person in society 190
that each person is allowed 254
that each person is capable 261
that each person is endowed 147
that each person is equally 295
that each person is himself 185
that each person is subject 43
that each player is rational 55
that each section of society 48
that each sector of society 48
that each should be allowed 156
that each should be content 125
that each should be equally 54
that end around the secreting 40
that end chosen by congress 50
that far exceed the average 52
that few events in history 43
that few thought the pleasure 151
that for altering the charter 79
that for itself is readable 55
that for reasons of clarity 125
that for reasons of economy 1021
that for reasons of foreign 44
that for reasons of history 40
that for reasons of national 635
that for reasons of secrecy 62
that for something to qualify 48
that for twelve or fifteen 91
that for twelve or thirteen 92
that for wisdom in council 47
that fox should be exactly 144
that god created the animals 95
that god created the material 180
that god created the natural 170
that god created us because 50
that god exists in everything 47
that god grants the prayers 40
that god indeed is eternal 50
that god kissed in galilee 77
that god offers us because 44
that god opened the windows 65
that god raised up pharaoh 79
that god should be blessed 114
that god should be honored 128
that god should be mindful 469
that god should be obliged 115
that god should be praised 177
that god should be revealed 58
that god wishes to deliver 41
that goes around in circles 92
that goes around the outside 117
that goes beyond the ability 132
that goes beyond the average 147
that goes beyond the borders 160
that goes beyond the classic 44
that goes beyond the concept 110
that goes beyond the content 192
that goes beyond the current 235
that goes beyond the demands 72
that goes beyond the familiar 77
that goes beyond the function 42
that goes beyond the general 177
that goes beyond the language 166
that goes beyond the limited 426
that goes beyond the literal 501
that goes beyond the mandate 57
that goes beyond the material 257
that goes beyond the minimal 48
that goes beyond the minimum 318
that goes beyond the national 58
that goes beyond the natural 351
that goes beyond the numbers 47
that goes beyond the official 98
that goes beyond the outline 66
that goes beyond the pleasure 69
that goes beyond the present 690
that goes beyond the private 50
that goes beyond the pursuit 47
that goes beyond the question 233
that goes beyond the rational 122
that goes beyond the regular 56
that goes beyond the routine 132
that goes beyond the subject 282
that goes beyond the surface 228
that goes beyond the typical 126
that goes beyond the visible 51
that goes beyond the written 208
that goes through no private 70
that goes through the country 69
that goes through the following 123
that goes through the process 77
that goes through the village 42
that goes whirling on forever 44
that going through the process 202
that got struck by lightning 97
that had agreed to provide 157
that had agreed to support 47
that had arisen in america 186
that had arisen in britain 40
that had arisen in certain 50
that had arisen in germany 102
that had arisen in ireland 183
that had arisen in previous 150
that had arisen in relation 189
that had arisen in respect 55
that had arisen on account 93
that had arisen the previous 62
that had become as familiar 157
that had become as natural 54
that had become so central 178
that had become so closely 61
that had become so evident 125
that had become so familiar 3109
that had become so ingrained 99
that had become so popular 1298
that had become so precious 148
that had become the biggest 86
that had become the capital 78
that had become the central 215
that had become the familiar 104
that had become the largest 44
that had become the national 49
that had become the official 89
that had become the pattern 92
that had become the primary 96
that had become the subject 304
that had better be avoided 260
that had better be omitted 41
that had broken the silence 129
that had broken the surface 42
that had caught the popular 59
that had caused the british 90
that had caused the decline 123
that had caused the dispute 45
that had caused the failure 318
that had caused the greatest 219
that had caused the illness 208
that had caused the outbreak 123
that had caused the patient 48
that had caused the present 71
that had caused the previous 171
that had caused the problem 760
that had caused the quarrel 40
that had caused the tragedy 147
that had caused the trouble 1347
that had changed the contour 52
that had cleared the country 66
that had created the illusion 119
that had created the present 40
that had created the problem 285
that had defied the efforts 60
that had driven me forward 46
that had driven the country 141
that had failed in service 48
that had failed to achieve 303
that had failed to attract 286
that had failed to capture 43
that had failed to deliver 281
that had failed to develop 349
that had failed to explode 551
that had failed to fulfill 142
that had failed to impress 130
that had failed to improve 46
that had failed to prevent 267
that had failed to produce 538
that had failed to protect 538
that had failed to provide 446
that had failed to receive 136
that had failed to respond 901
that had failed to satisfy 120
that had failed to support 149
that had failed to survive 155
that had failed to sustain 40
that had fallen on general 58
that had fallen on himself 79
that had fallen the preceding 127
that had fallen the previous 216
that had filled the streets 78
that had flared up between 243
that had forced the british 40
that had formed an alliance 143
that had formed the bedrock 53
that had formed the nucleus 100
that had formed the previous 143
that had formed the subject 329
that had fought so bravely 216
that had fought the germans 60
that had gained the victory 224
that had gotten the victory 2365
that had guided the company 40
that had guided the country 57
that had helped me survive 43
that had helped to destroy 283
that had helped to finance 125
that had helped to inspire 60
that had helped to produce 303
that had helped to sustain 388
that had joined the alliance 55
that had joined the british 41
that had landed in florida 48
that had learned to imitate 55
that had little to commend 53
that had looked so promising 360
that had marked the beginning 823
that had marked the conduct 42
that had marked the history 374
that had marked the postwar 42
that had marked the preceding 380
that had marked the previous 945
that had marred the previous 53
that had naught to confess 148
that had opened the previous 143
that had opened up between 2298
that had passed so quickly 217
that had passed the commons 65
that had passed the preceding 263
that had passed the previous 226
that had plunged the country 66
that had proved an illusion 43
that had proved so elusive 110
that had proved so helpful 96
that had proved so popular 395
that had proven so popular 109
that had pulled the trigger 104
that had pulled up outside 42
that had racked the country 111
that had raised the question 132
that had reached an impasse 52
that had reached the highest 165
that had rocked the country 119
that had rotted the varnish 46
that had ruined the country 48
that had sailed so proudly 41
that had seemed so certain 326
that had seemed so distant 145
that had seemed so endless 46
that had seemed so familiar 117
that had seemed so natural 174
that had seemed so perfect 60
that had seemed so pleasant 56
that had seemed so promising 613
that had seemed so stuffed 47
that had seemed so threatening 194
that had seemed to envelop 70
that had seemed to justify 64
that had seemed to promise 472
that had seemed to stretch 87
that had seized the country 122
that had seized the stranger 113
that had served in ireland 41
that had served the british 117
that had served the company 222
that had served the country 284
that had served the purpose 266
that had served to justify 112
that had served to protect 129
that had served to support 53
that had shaken the country 144
that had shaped the country 40
that had shared the shelter 42
that had solved the problem 206
that had something of despair 55
that had sought to destroy 131
that had sought to exclude 43
that had sought to prevent 64
that had spoken of maurice 49
that had struck the country 222
that had tasted the lettuce 56
that had tended to confirm 59
that had tipped the balance 227
that had toured the country 47
that had turned the balance 72
that had turned to vinegar 42
that had worked the miracle 41
that has agreed to provide 76
that has arisen in relation 104
that has arisen in respect 52
that has arisen in several 45
that has arisen on account 80
that has become an article 53
that has become an increasing 115
that has become as familiar 51
that has become of increasing 140
that has become so central 141
that has become so closely 47
