tar and feather and drown 70
that all study and learning 128
that all swans are white 2315
that all teaching and learning 264
that all trust was given 64
that all truths and goods 110
that all truths are equal 53
that all truths are known 73
that all users are aware 68
that all users can share 42
that all vices are equal 81
that all views are equal 48
that all wages are spent 61
that all which they write 52
that all which was really 45
that all white men would 58
that all women and girls 129
that all women are alike 1132
that all women are angels 108
that all women are either 46
that all women are equal 57
that all women are false 110
that all women are fools 45
that all women are really 43
that all women who could 51
that all words are names 257
that all words are signs 74
that all works and deeds 63
that any action that could 50
that any action that might 119
that any action that would 101
that any action they might 57
that any action was taken 1876
that any author who could 41
that any black man could 47
that any canal that might 50
that any cause that shall 82
that any change had taken 728
that any change has taken 620
that any change that might 66
that any change that takes 73
that any change that would 54
that any child who could 72
that any danger can arise 59
that any danger they might 47
that any doubt can arise 97
that any doubt can exist 55
that any doubt was thrown 42
that any drama was about 41
that any falling out would 99
that any fault was found 53
that any funds they might 48
that any human being could 7047
that any human being knows 46
that any human being lives 107
that any human being might 124
that any human being really 48
that any human being whose 40
that any human being would 621
that any human eye could 41
that any indian who seeks 49
that any latin and greek 74
that any light was thrown 76
that any major war would 94
that any money not spent 48
that any nation can boast 41
that any nation can offer 49
that any nation that wants 41
that any party may serve 52
that any people who could 54
that any power was given 56
that any reason for denying 44
that any saint doth serve 79
that any savings that might 62
that any seaman had rather 55
that any thinking man could 76
that any white man could 197
that any white man would 144
that any woman who could 283
that any woman who finds 40
that any woman who loved 49
that any woman who might 93
that any woman who really 52
that any woman who shall 48
that any woman who takes 46
that any woman who wants 230
that any woman who would 241
that are about ten times 84
that are above all human 41
that are above and below 1240
that are again and again 62
that are alive and growing 49
that are alive are amazing 61
that are anything but smooth 46
that area which are vital 74
that are below and above 130
that are black and white 369
that are broad and squat 51
that are caked with dried 212
that are changing our lives 61
that are changing our world 64
that are costing you money 51
that are drawing off money 79
that are driving you crazy 79
that are easier for people 86
that are easier than others 84
that are either not found 71
that are either not vital 45
that are either too broad 88
that are either too close 93
that are either too large 406
that are either too light 52
that are either too short 130
that are either too small 448
that are either too strong 43
that are either too tight 54
that are either too vague 62
that are flesh and blood 42
that are found near cuzco 87
that are fresh and crisp 110
that are fresh and green 53
that are given you under 51
that are growing and changing 47
that are growing too close 61
that are healthy and sound 73
that are healthy and strong 78
that are keeping you awake 89
that are keeping you stuck 77
that are known and loved 83
that are known are known 130
that are large and bulky 42
that are large and small 215
that are large and strong 91
that are light and sandy 59
that are light and strong 59
that are longer and wider 52
that are longer than about 72
that are longer than eight 81
that are longer than usual 45
that are looking for people 65
that are lower and lower 45
that are lower than usual 44
that are lower than would 135
that are mixed with water 264
that are often not easily 75
that are often not found 55
that are often not fully 145
that are often not given 56
that are often too large 53
that are often too small 124
that are older than about 61
that are older than human 106
that are older than seven 46
that are opening and closing 40
that are plain and level 50
that are pushing and pulling 55
that are quite far apart 110
that are really and truly 121
that are right and noble 42
that are safer and easier 50
that are safer than others 43
that are saved are saved 83
that are shaping our lives 96
that are shaping our world 78
that are signs and clews 41
that are signs for people 65
that are slain with hunger 41
that are small and light 275
that are small and round 136
that are smooth and shiny 53
that are sound and healthy 67
that are still being asked 72
that are still being built 59
that are still going strong 129
that are still not fully 633
that are still not known 85
that are still not quite 54
that are still read today 230
that are still sung today 122
that are still too large 62
that are still too often 46
that are still too small 63
that are strong and healthy 92
that are swift and willing 40
that are unfit for human 277
that are valid for every 105
that are weaker than others 50
that are where they would 277
that are white and black 136
that are wider than usual 54
that are within easy walking 44
that are within his grasp 78
that are within his power 446
that are within its power 81
that are within its scope 161
that are within our grasp 132
that are within our power 443
that are working for change 52
that are working for social 58
that are worse than anything 54
that are worse than ogres 62
that are worse than others 99
that are worse than yours 43
that are yelping and yowling 40
that are yours and yours 123
that art could not exist 92
that art makes her appeal 78
that asia which they longed 69
that beam above his grave 42
that ben price had taken 97
that big house all alone 147
that big house and hovel 45
that both above and below 405
that both adult and child 211
that both author and reader 171
that both began and ended 49
that both black and green 46
that both black and white 4216
that both blood and water 46
that both bride and groom 615
that both carol and wanda 45
that both child and adult 289
that both child and mother 82
that both china and japan 805
that both china and russia 184
that both could and would 130
that both court and people 52
that both egypt and israel 205
that both ernst and ernst 67
that both father and mother 2059
that both girls and women 51
that both greek and latin 291
that both greek and roman 222
that both green and black 55
that both hands are empty 56
that both homer and hesiod 186
that both horse and rider 1132
that both human and mouse 46
that both inner and outer 597
that both israel and egypt 178
that both israel and judah 219
that both italy and japan 59
that both japan and china 240
that both japan and russia 177
that both judah and israel 40
that both junior and senior 51
that both large and small 2670
that both latin and greek 160
that both lewis and clark 49
that both light and sound 134
that both local and state 42
that both lower and upper 194
that both macro and micro 127
that both major and minor 550
that both micro and macro 159
that both minor and major 55
that both morning and evening 81
that both moses and aaron 102
that both moses and jesus 83
that both mother and child 2758
that both mother and father 655
that both mother and fetus 130
that both mouse and human 61
that both music and dance 47
that both music and poetry 73
that both negro and white 359
that both nehru and patel 68
that both nouns and verbs 40
that both opening and closing 66
that both outer and inner 150
that both poetry and music 100
that both poetry and prose 52
that both prose and poetry 49
that both reader and author 55
that both rider and horse 45
that both ruler and ruled 46
that both rural and urban 1127
that both russia and china 649
that both russia and japan 469
that both senior and junior 109
that both sexes are equal 93
that both shame and guilt 61
that both sheep and goats 68
that both sides are alike 229
that both sides are aware 79
that both sides are equal 181
that both sides are given 43
that both sides are happy 51
that both sides are right 1177
that both sides are seeking 41
that both sides are still 68
that both sides are talking 51
that both sides are willing 164
that both sides are working 76
that both sides can agree 158
that both sides can claim 43
that both sides had taken 65
that both small and large 1288
that both smell and taste 47
that both sound and light 124
that both state and local 251
that both state and nation 50
that both taste and smell 53
that both teaching and learning 344
that both upper and lower 1497
that both urban and rural 1103
that both views are right 197
that both views are valid 60
that both white and black 1924
that both white and negro 308
that both words and music 334
that bring about this change 84
that bring about this state 41
that can adapt and change 52
that can adorn and bless 170
that can adorn and exalt 48
that can alter her place 46
that can annul our right 79
that can cause all kinds 53
that can cause all sorts 85
that can cause death within 61
that can cause low blood 83
that can change and adapt 41
that can change its color 42
that can change its shape 162
that can change its state 135
that can change its value 62
that can change our lives 241
that can defeat all others 44
that can drive you crazy 244
that can exist and still 464
that can front his irish 42
that can guide our thinking 124
that can never die again 56
that can occur are shown 79
that can occur with either 142
that can raise and lower 52
that can stamp its value 97
that can trace its roots 195
that can weather any storm 42
that day above all others 90
that day after day after 137
that day again and again 50
that day comes and dance 44
that day every man shall 135
that day every one passing 45
that day shall his strong 99
that day shall not faint 49
that day shift and night 65
that day spoke and acted 103
that day which had shone 56
that dead leaves are falling 61
that dead which thou hadst 63
that death could not touch 107
that death might not touch 67
that death rates are lower 94
that did abuse his trust 41
that did exist was truly 43
that did really and truly 81
that dna makes rna makes 109
that doth guide his valor 176
that doth leaven our earthly 44
that each child was given 168
that each cloud and blast 46
that each exert his force 50
that each group has about 50
that each human being could 113
that each human being lives 157
that each human being needs 131
that each human being shall 89
that each morning and evening 102
that each nation and people 48
that each nation and period 57
that each party may under 48
that each reader may judge 57
that each state and local 83
that each state may judge 59
that each state was bound 40
that earth which had given 68
that earth which thou didst 71
that end users can easily 41
that eye which now weeps 50
that fat people are jolly 235
that fear which did exist 49
that few cases can occur 105
that few others can match 181
that few people any longer 55
that few people are aware 1333
that few people are really 175
that few people are willing 822
that few people can claim 105
that few people can really 92
that few ships that carry 42
that few white men could 91
that few white men would 154
that few women are willing 41
that fib about her mamma 121
that fly shall end where 49
that for about six hours 42
that for about six months 678
that for about six weeks 202
that for about two hours 444
that for about two months 640
that for about two weeks 410
that for aught they could 47
that for black and white 268
that for every age group 74
that for every and every 141
that for every for every 107
that for every one pound 93
that for every one rupee 64
that for every one which 97
that for every ten jokes 127
that for every ten people 138
that for every ten women 40
that for every two atoms 57
that for every two people 40
that for every two steps 239
that for girls and women 114
that for hours and hours 344
that for lodging and water 58
that for miles and miles 447
that for money one shall 124
that for months and months 632
that for nearly six months 180
that for nearly six weeks 105
that for nearly two hours 281
that for nearly two months 339
that for nearly two weeks 134
that for people who could 94
that for press they could 50
that for state and local 161
that for weeks and months 922
that for weeks and weeks 460
that for which all rules 68
that for which each party 104
that for which his father 185
that for which men enter 490
that for which one prays 121
that for which our souls 81
that for which she stood 53
that for which she would 48
that for which they asked 55
that for which they could 330
that for which they exist 60
that for which they hoped 113
that for which they labor 50
that for which they longed 141
that for which they might 116
that for which they ought 872
that for which they shall 44
that for which they stand 1236
that for which they stood 156
that for which they would 462
that for which thou canst 109
that for which you search 41
that for which you stand 43
that for which you would 75
that for women and girls 142
that god alone can change 46
that god alone can create 225
that god alone can grant 56
that god alone can judge 96
that god alone can raise 49
that god alone has power 170
that god alone was worthy 62
that god calls all people 42
that god calls his people 63
that god cares for every 298
that god cares for people 49
that god chose his people 52
that god could and would 1465
that god could bring about 342
that god could not allow 68
that god could not bless 41
that god could not cause 80
that god could not change 157
that god could not create 1357
that god could not dwell 42
that god could not exist 246
that god could not really 178
that god could not reveal 67
that god fills all space 237
that god gather his people 56
that god gives and takes 54
that god gives his grace 171
that god gives his people 114
that god knows all about 739
that god knows and cares 293
that god knows and loves 293
that god knows and wills 191
that god knows our every 62
that god knows our hearts 187
that god knows our needs 157
that god lives and loves 100
that god lives and works 57
that god loved all people 69
that god loved and cared 69
that god loved his people 123
that god loves all human 275
that god loves all people 791
that god loves and cares 836
that god loves his people 196
that god loves man shows 74
that god might not exist 213
that god never does anything 90
that god really and truly 54
that god really did create 56
that god really does exist 134
that god rules this world 42
that god shall bring every 48
that god spoke with moses 51
that god wants all people 154
that god wants his people 634
that god would bring about 591
that god would not again 85
that god would not allow 3218
that god would not bless 310
that god would not cause 40
that god would not change 67
that god would not create 211
that god would not enter 59
that god would not grant 315
that god would not judge 166
that god would not raise 60
that god would not reveal 115
that god would not spare 99
that god would not visit 103
that god would now appear 44
that goes round and round 1829
that got longer and longer 160
that got under way after 122
that got worse and worse 392
that had again and again 274
that had begun and ended 175
that had begun six months 102
that had begun that morning 72
that had beset him since 121
that had beset his father 83
that had black and white 112
that had bound them since 101
that had burst its banks 107
that had drawn her hither 49
that had drawn her thither 43
that had drawn him thither 46
that had dried and faded 65
that had drunk his blood 117
that had given her pause 119
that had given him pause 162
that had given him power 99
that had given his father 146
that had given them power 112
that had given way under 174
that had grown and grown 174
that had grown and spread 48
that had grown too large 631
that had grown too small 101
that had grown too tight 103
that had grown with every 44
that had moved his father 107
that had never had anything 160
that had never yet known 156
that had raged all night 54
that had raged for months 58
that had raged for nearly 77
that had reared him above 66
that had risen and grown 75
that had risen now above 60
that had saved our lives 219
that had slain his father 113
that had spent its force 142
that had stood for fifty 525
that had stood for nearly 171
that had stood for thirty 46
that had taken her fancy 379
that had taken her father 292
that had taken her mother 327
that had taken her place 130
that had taken him aback 41
that had taken him months 68
that had taken his fancy 882
that had taken his father 337
that had taken his mother 300
that had taken his place 139
that had taken its place 910
that had taken its shape 42
that had taken six months 65
that had taken two hours 49
that had tried his metal 214
that had until that point 46
that had vexed him since 50
that had waxed and waned 261
that has again and again 379
that has borne him about 77
that has borne its fruit 40
that has burst its banks 354
that has burst its dikes 41
that has cried all night 55
that has earned its place 52
that has fewer and fewer 46
that has flesh and blood 41
that has found its place 154
that has given him power 361
that has grown and grown 87
that has grown and spread 52
that has grown old under 68
that has grown too large 222
that has grown too small 48
that has horns and hoofs 65
that has known her books 67
that has lived and moved 42
that has never had anything 54
that has never yet slain 67
that has shown that people 51
that has spent his whole 59
that has spent its force 46
that has still not ended 53
that has stood for nearly 52
that has taken her fancy 64
that has taken his fancy 83
that has taken its place 1121
that has thrown its rider 50
that has waxed and waned 234
that hath fixed his harping 43
that hath given them grace 455
that hath horns and hoofs 343
that hath horns hath upper 89
that hay fever and asthma 50
that her aches and pains 46
that her beauty and charm 195
that her beauty and grace 48
that her beauty and merit 101
that her beauty had faded 48
that her bones are melting 41
that her brain was working 117
that her breathing had grown 84
that her cause and theirs 98
that her cause was never 45
that her cheek was paler 131
that her cheek was resting 67
that her child had never 219
that her child was about 89
that her child was alive 227
that her child was happy 173
that her child was missing 146
that her child was still 335
that her child was taken 152
that her child was thirty 120
that her cover was blown 109
that her dress was still 40
that her father and hurry 127
that her father and mother 9430
that her father and others 176
that her father and uncle 401
that her father had acted 121
that her father had asked 475
that her father had beaten 280
that her father had begun 366
that her father had built 788
that her father had drawn 41
that her father had first 40
that her father had found 693
that her father had given 4782
that her father had grown 176
that her father had hired 171
that her father had hoped 88
that her father had known 336
that her father had lived 375
that her father had loved 370
that her father had moved 232
that her father had named 123
that her father had never 1768
that her father had often 395
that her father had owned 234
that her father had raped 318
that her father had really 128
that her father had saved 168
that her father had shown 241
that her father had slept 52
that her father had spent 314
that her father had stood 54
that her father had taken 2149
that her father had thrown 59
that her father had tried 347
that her father has given 235
that her father has never 63
that her father has taken 120
that her father was about 678
that her father was abusing 122
that her father was again 100
that her father was alive 902
that her father was aware 66
that her father was blind 82
that her father was calling 61
that her father was either 48
that her father was getting 313
that her father was given 96
that her father was growing 115
that her father was happy 56
that her father was holding 52
that her father was known 42
that her father was looking 508
that her father was missing 123
that her father was moved 40
that her father was named 127
that her father was never 344
that her father was often 151
that her father was proud 96
that her father was quite 473
that her father was really 425
that her father was right 1147
that her father was sending 100
that her father was sitting 191
that her father was speaking 74
that her father was still 2104
that her father was taken 297
that her father was talking 75
that her father was telling 121
that her father was thinking 192
that her father was turning 44
that her father was under 63
that her father was upset 105
that her father was waiting 318
that her father was wealthy 42
that her father was weeping 40
that her father was white 128
that her father was willing 189
that her father was working 316
that her first act would 102
that her flesh and blood 100
that her frame was sinking 90
that her glass was empty 352
that her grace had taken 344
that her grasp had grown 47
that her grave was falling 50
that her guess was right 196
that her guide and horse 65
that her hands are shaking 59
that her hands had begun 93
that her hopes and dreams 120
that her house was still 98
that her hunch was right 110
that her hungry boy might 48
that her hymen was still 52
that her labor had begun 55
that her light was still 42
that her limbs are strong 40
that her lover had again 41
that her lover had given 53
that her lover had never 137
that her lover was about 77
that her lover was beneath 44
that her lover was really 86
that her lover was still 87
that her meeting him could 49
that her mommy and daddy 133
that her mother and aunts 190
that her mother and father 6596
that her mother and older 113
that her mother and others 118
that her mother and uncle 70
that her mother had acted 121
that her mother had asked 523
that her mother had beaten 61
that her mother had begun 245
that her mother had borne 59
that her mother had breast 44
that her mother had ceased 45
that her mother had drawn 41
that her mother had found 743
that her mother had given 4064
that her mother had grown 257
that her mother had hoped 133
that her mother had known 665
that her mother had lived 497
that her mother had loved 637
that her mother had moved 301
that her mother had never 2740
that her mother had often 383
that her mother had owned 45
that her mother had really 128
that her mother had saved 200
that her mother had shown 264
that her mother had slept 40
that her mother had spent 261
that her mother had taken 2030
that her mother had thrown 168
that her mother had tried 506
that her mother had urged 42
that her mother has given 172
that her mother has lived 42
that her mother has never 266
that her mother has taken 56
that her mother was about 638
that her mother was again 96
that her mother was alive 591
that her mother was alone 134
that her mother was awake 96
that her mother was aware 178
that her mother was black 99
that her mother was calling 207
that her mother was close 86
that her mother was either 53
that her mother was failing 50
that her mother was feeling 125
that her mother was getting 554
that her mother was growing 149
that her mother was happy 198
that her mother was holding 77
that her mother was keeping 101
that her mother was looking 568
that her mother was missing 102
that her mother was never 545
that her mother was often 256
that her mother was playing 40
that her mother was proud 64
that her mother was putting 58
that her mother was quite 443
that her mother was rather 124
that her mother was really 592
that her mother was resting 150
that her mother was right 2011
that her mother was sitting 273
that her mother was smiling 105
that her mother was sound 42
that her mother was speaking 164
that her mother was staring 41
that her mother was staying 94
that her mother was still 2441
that her mother was taken 236
that her mother was talking 545
that her mother was telling 186
that her mother was thinking 216
that her mother was tired 115
that her mother was treating 86
that her mother was truly 91
that her mother was under 93
that her mother was upset 234
that her mother was waiting 476
that her mother was weeping 54
that her mother was white 131
that her mother was willing 229
that her mother was working 181
that her mother was worse 152
that her mother was writing 85
that her niece was badly 54
that her niece was still 96
that her place was taken 103
that her power and glory 40
that her pride and scorn 124
that her pride had stood 74
that her pulse was still 82
that her purse was missing 74
that her reason for wanting 98
that her royal boy would 49
that her rules and forms 77
that her sight was failing 169
that her story was false 134
that her taste and purse 59
that her throat was closing 42
that her uncle had given 292
that her uncle had never 121
that her uncle had taken 124
that her uncle was right 83
that her voice had grown 158
that her voice had magic 45
that her voice had quite 57
that her voice had risen 296
that her voice had taken 89
that her voice was about 42
that her voice was getting 46
that her voice was harsh 43
that her voice was husky 90
that her voice was quite 56
that her voice was rather 44
that her voice was shaking 273
that her voice was steady 343
that her voice was still 214
that her voice was strong 84
that her voice was sweet 138
that her waist had never 133
that her words and deeds 85
that her words had given 83
that her world was about 163
that her world was falling 98
that his aches and pains 161
that his action had saved 47
that his action was based 363
that his action was legal 107
that his action was right 282
that his action was taken 447
that his belly and breast 44
that his belly was naked 177
that his birds had flown 55
that his blood was boiling 100
that his blood was running 47
that his bones may still 54
that his books are still 40
that his brain was still 163
that his brain was working 293
that his brave but venal 46
that his breast had never 94
that his calling was rather 49
that his cause was known 92
that his cause was right 385
that his cause was theirs 131
that his chair was empty 103
that his chest and belly 41
that his chest was still 47
that his chief had given 49
that his chief was still 43
that his child was alive 75
that his child was growing 95
that his child yet lived 143
that his claim has merit 46
that his claim was based 144
that his claim was false 194
that his claim was valid 163
that his clerk was within 62
that his cloak was quite 42
that his cover was blown 314
that his crime was known 147
that his deeds and words 125
that his denial was false 109
that his doubt was still 60
that his dreams are finer 63
that his dreams that night 41
that his ducks and geese 85
that his elder son would 147
that his enemy had taken 99
that his enemy was about 125
that his enemy was fiery 41
that his enemy was really 95
that his enemy was still 123
that his engine was running 117
that his every act might 47
that his fancy was tired 104
that his father and crown 57
that his father and elder 267
that his father and father 52
that his father and mother 15013
that his father and older 239
that his father and others 253
that his father and uncle 1972
that his father had acted 413
that his father had added 41
that his father had again 50
that his father had asked 692
that his father had beaten 418
that his father had begun 1012
that his father had borne 204
that his father had built 1740
that his father had cared 90
that his father had ceased 53
that his father had drawn 171
that his father had drunk 47
that his father had earned 48
that his father had feared 105
that his father had first 336
that his father had found 812
that his father had given 7193
that his father had grown 277
that his father had hired 75
that his father had hoped 187
that his father had known 704
that his father had leased 160
that his father had lived 900
that his father had loved 584
that his father had moved 433
that his father had named 336
that his father had never 3737
that his father had often 838
that his father had owned 710
that his father had rather 83
that his father had really 306
that his father had risen 101
that his father had ruled 105
that his father had saved 304
that his father had shown 524
that his father had slept 99
that his father had spent 629
that his father had still 86
that his father had stood 138
that his father had sworn 59
that his father had taken 3510
that his father had thrown 214
that his father had tried 643
that his father had urged 93
that his father has given 426
that his father has never 185
that his father has often 371
that his father has taken 99
that his father was about 900
that his father was again 141
that his father was alive 1131
that his father was alone 95
that his father was anything 42
that his father was asked 40
that his father was aware 243
that his father was beneath 47
that his father was black 124
that his father was blind 164
that his father was bound 109
that his father was close 115
that his father was crazy 91
that his father was driving 44
that his father was drunk 186
that his father was either 139
that his father was failing 131
that his father was feeling 67
that his father was first 205
that his father was found 84
that his father was getting 483
that his father was given 176
that his father was greek 56
that his father was growing 258
that his father was hanged 127
that his father was happy 166
that his father was helping 105
that his father was holding 76
that his father was keeping 93
that his father was known 203
that his father was looking 612
that his father was meeting 83
that his father was missing 220
that his father was moved 85
that his father was named 550
that his father was nearly 118
that his father was never 740
that his father was often 335
that his father was owner 99
that his father was playing 197
that his father was proud 301
that his father was quite 426
that his father was rather 80
that his father was really 987
that his father was right 2083
that his father was running 202
that his father was sending 161
that his father was serving 40
that his father was setting 48
that his father was sitting 260
that his father was slain 173
that his father was smiling 94
that his father was speaking 102
that his father was staring 101
that his father was still 3299
that his father was strong 61
that his father was taken 267
that his father was talking 266
that his father was telling 222
that his father was thinking 239
that his father was thomas 50
that his father was thrown 106
that his father was tired 86
that his father was truly 112
that his father was under 237
that his father was upset 110
that his father was waiting 449
that his father was walking 42
that his father was wealthy 161
that his father was weeping 87
that his father was white 242
that his father was willing 320
that his father was working 437
that his father was writing 52
that his fingers are stiff 48
that his first act after 140
that his first act would 415
that his first and chief 90
that his first job after 81
that his first job would 136
that his first son would 81
that his first two books 230
that his first two wives 104
that his fleet was still 51
that his flesh and blood 755
that his flesh and bones 51
that his force was about 55
that his force was equal 44
that his force was nearly 163
that his force was quite 103
that his force was small 91
that his force was still 58
that his force was strong 130
that his frame was rather 123
that his frame was sinking 144
that his gifts and calling 42
that his glass was empty 311
that his glory may dwell 231
that his glory may shine 148
that his grace and mercy 44
that his grace had given 45
that his grace had taken 134
that his grace was rather 55
that his greek and latin 174
that his group had found 96
that his guess was right 473
that his guest was still 117
that his hands and fingers 181
that his hands and knees 143
that his hands are dirty 164
that his hands are empty 267
that his hands are shaking 215
that his hands are still 101
that his hands had begun 168
that his hands had known 61
that his hands had never 332
that his hopes and dreams 118
that his horse had taken 40
that his horse had thrown 112
that his horse was crazy 83
that his horse was either 46
that his horse was failing 59
that his horse was missing 42
that his horse was slain 112
that his horse was still 183
that his horse was waiting 206
that his house had taken 54
that his house was about 254
that his house was beset 96
that his house was built 413
that his house was burning 119
that his house was burnt 209
that his house was empty 162
that his house was never 264
that his house was quite 87
that his house was still 317
that his house was under 152
that his hunch was right 277
that his hunger and thirst 46
that his inner and outer 166
that his kingdom had never 42
that his kingdom was about 88
that his kingdom was taken 63
that his knife was still 83
that his latin and greek 362
that his light and sparing 155
that his light may shine 103
that his light was still 114
that his magic was working 64
that his meeting with sophia 69
that his mercy was never 41
that his merit and learning 113
