take after their fathers in 72
their value must depend on 120
their value will depend on 112
their views were closer to 51
their views were likely to 48
their views were shaped by 53
their views were shared by 336
their voice heard through the 69
their votes were needed if 46
their votes were needed to 82
their wages were raised to 89
their water from rivers or 71
their whole body should be 49
their whole life seemed to 46
their whole life should be 52
their whole life through the 43
their wives three nights in 61
their wives went through the 71
their wives were engaged in 68
their wives were forced to 119
their wives were guests of 44
their wives were likely to 65
their wives were unable to 93
their women have changed the 46
their women have treated as 88
their women were busied in 43
their women were engaged in 47
their words have forked no 47
their working time engaged in 42
their works such titles as 62
their worst fears seemed to 77
their yelps were enough to 45
theme which also appears in 69
theme which runs through the 1231
theory about some aspect of 95
theory about what counts as 97
theory about what should be 46
theory might have something to 47
theory which lies behind it 55
theory which lies behind the 123
theory which will enable the 43
theory which will enable us 176
theory which will permit the 40
theory would have proved to 50
there anything else before we 84
there anything more likely to 81
there anything very strange in 77
there arise other orders of 47
there arise other organs to 54
there arise three points to 122
there arose from myriads of 45
there arose loud voices in 60
there burst forth streams of 47
there could have arisen no 68
there could have arisen the 45
there exist good reasons to 50
there exist high levels of 42
there exist many points of 69
there exist other methods of 51
there exist some doubts as 44
there exist three levels of 59
there holding high debate on 57
there might have arisen in 55
there might have arisen the 50
there might have seemed to 317
there might seem little to 44
there might take notice of 50
there might very likely be 181
there needs nothing further to 66
there never been anyone in 40
there never were before in 52
there never were enough of 63
there seems good ground to 63
there seems nothing strange in 56
there seems some chance of 63
there seems some ground to 50
there seems very little to 178
there shall flow rivers of 131
there shall nothing farther be 52
there since well before the 42
there still lies before us 84
there still were plenty of 81
there still will remain the 68
there stood some relics of 95
there until just before the 366
there wanting other matter to 135
there wanting other motions of 74
there which were likely to 63
there would come arrest of 67
there would come before us 43
there would come through the 41
there would have arisen in 103
there would have arisen no 98
there would have arisen the 122
there would have needed no 105
there would have needed to 103
there would have seemed no 143
there would have seemed to 362
there would have thought of 55
there would more likely be 159
there would most likely be 2098
there would only remain the 185
there would only remain to 63
there would pass through the 47
there would seem little to 127
there would very likely be 1182
these again have reacted in 42
these again into atolls or 43
these angles will always be 54
these banks were forced to 60
these banks were unable to 73
these bills were forged by 78
these bills were passed by 55
these birds have learned to 43
these birds were common in 56
these birds were killed at 44
these birds were killed by 55
these birds were sacred to 73
these black tips tacked on 90
these boats were engaged in 110
these boats were manned by 51
these bonds were bought by 57
these bonds were issued at 45
these bonds were issued by 48
these bonds were issued in 121
these bonds were issued to 80
these bones from insult to 715
these bones have something to 49
these books were already in 49
these books were issued by 41
these books were issued in 70
these books were placed in 49
these books were priced at 42
these boxes from shifting in 84
these carts were buried by 80
these cases bears heavily on 52
these cases came before the 212
these cases care should be 78
these cases come before the 73
these cases have arisen in 117
these cases have failed to 68
these cases have little to 42
these cases have reached the 79
these cases have something in 76
these cases have tended to 53
these cases must always be 81
these cases must depend on 59
these cases seem better to 119
these cases some degree of 76
these cases there appears to 302
these cases there seemed to 81
these cases there should be 282
these cases were before the 85
these cases were caused by 257
these cases were engaged in 113
these cases were marked by 47
these cases were placed in 45
these cases were thought to 64
these cases were traced to 44
these cases were treated as 123
these cases were treated by 142
these cases were treated in 96
these cases will always be 76
these cases will depend on 108
these cases will follow the 41
these cases will result in 180
these cause great terror to 47
these caves were opened by 79
these caves were places of 61
these cells break through the 41
these cells give origin to 63
these cells move toward the 48
these cells pass through the 171
these cells pass toward the 50
these cells were placed in 77
these cells were thought to 79
these cells were unable to 76
these cells will result in 59
these coins were issued by 258
these coins were issued in 81
these coins were minted at 64
these coins were minted in 95
these coins were struck at 111
these coins were struck by 122
these coins were struck in 175
these costs were offset by 62
these costs were passed on 114
these costs will depend on 177
these costs will result in 67
these could have caused the 55
these could have served as 199
these crazy dens seemed to 82
these doors were closed to 50
these drugs have little or 111
these drugs have proved to 60
these drugs have proven to 48
these drugs will result in 46
these evils were caused by 52
these evils were likely to 45
these facts must always be 62
these facts were before the 41
these facts were called to 79
these facts were enough to 83
these facts were proved by 54
these facts will affect the 43
these facts will enable the 58
these facts will enable us 78
these final days before the 43
these fires were caused by 116
these firms have tended to 45
these firms were engaged in 113
these firms were forced to 97
these firms were unable to 84
these first three stages of 58
these forms were traced on 47
these funds were placed in 46
these funds were raised by 46
these gains were offset by 258
these games were played by 41
these games were played in 66
these gases pass through the 40
these girls have raised as 57
these girls were forced to 42
these goals will depend on 225
these goals will result in 55
these halls were filled by 56
these hopes were dashed as 107
these hopes were dashed by 337
these hopes were dashed in 98
these hopes were dashed to 198
these hopes were doomed to 500
these items were placed in 63
these items were placed on 51
these items were summed to 86
these items were treated as 97
these items will affect the 43
these items will depend on 68
these items will result in 63
these lands were opened to 49
these lands were seized by 44
these lands were valued at 44
these lands were worked by 40
these lines even before the 43
these lines just before the 45
these lines pass through the 161
these lines were caused by 59
these lines were penned by 75
these lines will always be 44
these lines will depend on 84
these lines will divide the 49
these lines will enable us 41
these lines will recall the 66
these lines will result in 92
these marks were caused by 45
these might have helped to 53
these might have served as 159
these might have something to 102
these minds left without the 48
these mines were worked by 173
these mines were worked in 63
these names were changed to 80
these names were placed on 48
these needs will result in 50
these never once hinted to 71
these never well washed or 46
these notes were issued by 81
these notes were issued in 49
these pages have sought to 52
these pages pass through the 127
these pages will excite the 61
these parts were played by 67
these parts will always be 138
these parts will exceed in 50
these parts will result in 50
these people come courting my 53
these people from across the 40
these people have access to 263
these people have agreed to 92
these people have almost no 42
these people have become as 105
these people have become so 63
these people have become the 64
these people have chosen to 118
these people have failed to 137
these people have helped me 120
these people have helped to 68
these people have learned to 223
these people have little or 142
these people have little to 60
these people have plenty of 52
these people have something in 94
these people have something to 194
these people have taught me 69
these people have tended to 61
these people have turned to 47
these people have worked in 44
these people knew something of 61
these people know little of 44
these people live amidst the 51
these people seem unable to 41
these people take refuge in 43
these people took refuge in 58
these people well enough to 207
these people were active in 89
these people were afraid of 112
these people were afraid to 63
these people were already in 66
these people were already so 70
these people were anxious to 91
these people were become so 52
these people were before the 45
these people were buried in 53
these people were called the 96
these people were caught in 53
these people were clothed in 103
these people were driven by 47
these people were driven to 56
these people were engaged in 382
these people were forced to 674
these people were guilty of 150
these people were joined by 40
these people were killed by 125
these people were killed in 97
these people were laughing at 52
these people were likely to 259
these people were placed in 118
these people were planning to 55
these people were raised in 48
these people were thought to 106
these people were treated as 168
these people were unable to 411
these people were viewed as 86
these people will always be 119
these people will become the 49
these people will choose to 89
these people will decide to 41
these people will hardly be 64
these people will oblige me 99
these people will remain in 52
these people will result in 41
these people will return to 126
these plans were doomed to 54
these plans were likely to 51
these plans will depend on 63
these posts were filled by 197
these rates were raised to 93
these rocks were formed at 67
these rocks were formed by 76
these rocks were formed in 145
these roles were filled by 69
these roles were played by 108
these rooms there should be 53
these rules will depend on 106
these rules will render the 42
these rules will result in 269
these savings were passed on 111
these serve well enough as 51
these ships there should be 191
these ships were engaged in 111
these ships were manned by 91
these steps gave access to 128
these steps will depend on 45
these steps will reduce the 51
these steps will result in 153
these tasks seem instead to 56
these tasks will depend on 61
these tasks will result in 41
these taxes were levied on 75
these tents were jerked up 43
these terms have become so 50
these terms must always be 75
these terms were agreed to 223
these terms were coined by 80
these terms will depend on 63
these terms will result in 57
these tests care should be 52
these tests have failed to 62
these tests have proved to 62
these tests will depend on 60
these tests will result in 48
these tides have become so 44
these times there should be 48
these tools will depend on 42
these trials have failed to 43
these tubes were placed in 55
these tufts were pulled up 50
these units were treated by 40
these units were unable to 40
these units will depend on 48
these users have access to 43
these views were shared by 412
these waves pass through the 81
these winds blow across the 47
these women from fighting in 97
these women have access to 77
these women have chosen to 136
these women have failed to 50
these women have learned to 76
these women have worked in 51
these women were active in 130
these women were engaged in 209
these women were forced to 409
these women were joined by 41
these women were leaders in 44
these women were likely to 165
these women were placed in 48
these women were raised in 56
these women were thought to 65
these women were treated as 55
these women were unable to 227
these women were viewed as 44
these women will return to 60
these words been spoken by 42
these words have become so 75
these words have become the 53
these words have something in 46
these words have something to 67
these words there seemed to 53
these words were enough to 89
these words were penned by 77
these words were placed in 58
these words were spoken as 88
these words were spoken at 163
these words were spoken by 1413
these words were spoken in 836
these words were spoken of 259
these words were spoken on 137
these words were spoken the 235
these words were spoken to 930
these works have tended to 50
these works must amount to 44
these works were carrying on 104
these works were mainly to 52
these works were thought to 45
these would have failed to 41
these would have filled the 61
these would have fitted the 57
these would have formed an 73
these would have raised the 50
these would have seemed to 42
these would have served as 117
these would have served to 237
these would more likely be 42
these would most likely be 299
these wreaths were formed of 64
thick about some branch or 58
thick black hair parted in 81
thick black hair seemed to 53
thick black line across the 46
thick black line around the 46
thick black line through the 55
thick gloom fell through the 175
think about hiring someone to 50
think about making changes in 102
think about nothing except the 41
think about other rivers in 41
think about some aspect of 156
think about such issues as 185
think about such issues in 43
think about their actions in 70
think about their bodies in 54
think about their effect on 42
think about their future in 81
think about their impact on 73
think about these events in 47
think about these issues as 156
think about these issues at 41
think about these issues in 429
think about these issues is 94
think about what aspect of 46
think about what caused it 45
think about what caused the 70
think about what counts as 122
think about what needed to 116
think about what should be 421
think about your answer to 76
think about your choice of 69
think about your future in 57
think about your reaction to 69
think anything will happen to 235
think human beings should be 40
think might have broken in 56
think might have caused the 114
think people will listen to 42
think rather more highly of 57
think still more highly of 97
think truly done before us 75
think would have become of 308
think would have dubbed me 44
think would most likely be 107
third party must accede to 165
those arising from changes in 320
those arising from disease of 46
those arising from errors of 55
those arising from excess of 100
those books most likely to 46
those cases most likely to 127
those cases were judged by 63
those faces there should be 43
those facts will become to 47
those final days before the 84
those firms most likely to 85
those flowing from appeals by 66
those forms best suited to 41
those happy days before the 169
those holding high office in 69
those hopes were dashed by 77
those hours from twelve to 65
those human ants toiled on 44
those isles were called the 53
those items most likely to 157
those large eyes behold me 137
those might have something to 71
those parts from whence the 94
those parts from whence we 108
those parts leaving little in 48
those parts most likely to 97
those people least likely to 60
those people most likely to 647
those people were engaged in 54
those people were forced to 41
those people were laughing the 59
those plays will always be 118
those relying more heavily on 46
those rites were shared by 42
those rooms were dressing to 50
those still living something of 58
those still young enough to 106
those terms most likely to 52
those times held sacred on 48
those times were called the 63
those times when matter of 52
those under their charge as 46
those under their charge in 94
those under their charge the 49
those under their charge to 82
those vivid beams forget to 41
those wants were caused by 86
those which break through the 47
those which came before it 71
those which came before or 47
those which came before the 130
those which came through the 56
those which come before it 114
those which come before the 194
those which come merely in 97
those which come nearest to 527
those which come readily to 45
those which come through the 260
those which ever filled the 105
those which flow through the 74
those which gave origin to 99
those which give origin to 91
those which have access to 94
those which have arisen in 533
those which have become so 169
those which have become the 180
those which have broken the 50
those which have caused so 49
those which have caused the 202
those which have chosen to 43
those which have courts of 53
those which have created the 79
those which have engaged the 81
those which have failed in 69
those which have failed to 332
those which have fallen at 43
those which have fallen in 109
those which have fallen on 65
those which have fallen to 179
those which have fewest of 91
those which have formed in 55
those which have formed the 350
those which have gained the 68
those which have guided the 108
those which have helped to 138
those which have issued in 66
those which have learned to 41
those which have little or 296
those which have marked the 293
those which have passed the 333
those which have plenty of 51
those which have proved of 65
those which have proved so 159
those which have proved the 62
those which have proved to 248
those which have proven to 47
those which have raised the 67
those which have reached me 50
those which have reached the 270
those which have reached us 116
those which have regard to 101
those which have relied on 52
those which have seemed to 73
those which have served as 123
those which have served to 115
those which have shaped the 103
those which have something in 47
those which have something to 47
those which have sought to 211
those which have struck me 47
those which have tended to 149
those which have walked in 279
those which have worked so 43
those which make crimes of 46
those which make little or 53
those which most abound in 49
those which most affect the 235
those which most excite the 70
those which move should be 69
those which move toward the 55
those which must always be 158
those which must result in 103
those which once filled the 40
those which pass across the 41
those which pass through it 72
those which pass through the 1699
those which rely heavily on 190
those which rely mainly on 48
those which seem humbly to 76
those which seem likely to 314
those which went before it 226
those which went through the 47
those which were active in 62
those which were already at 92
those which were already in 671
those which were already on 71
those which were before it 55
those which were before the 161
those which were called in 51
those which were called the 121
those which were caused by 279
those which were common in 298
those which were common to 375
those which were created by 164
those which were created in 75
those which were deemed to 94
those which were earlier in 363
those which were easiest to 40
those which were engaged in 259
those which were filled by 52
those which were forced to 51
those which were formed at 53
those which were formed by 313
those which were formed in 328
those which were formed of 45
those which were issued by 94
those which were issued in 58
those which were issued to 73
those which were judged to 103
those which were killed in 42
those which were likely to 484
those which were linked to 49
those which were marked by 45
those which were merely the 43
those which were native to 68
those which were nearest the 78
those which were nearest to 182
those which were needed to 64
those which were passed by 57
those which were passed in 64
those which were placed by 42
those which were placed in 168
those which were placed on 47
those which were proper to 84
those which were raised by 90
those which were raised in 85
those which were shared by 49
those which were sought by 71
those which were spoken by 93
those which were stated in 63
those which were suited to 91
those which were taught by 97
those which were taught in 51
those which were thought to 575
those which were unable to 150
those which were useful to 62
those which were vested in 74
those which will affect the 60
those which will afford the 50
those which will always be 49
those which will enable the 90
those which will enable us 217
those which will follow in 88
those which will follow it 154
those which will obtain in 42
those which will result in 217
those which will secure the 62
those whose birth weight is 55
those whose body weight is 44
those whose good opinion he 301
those whose good opinion is 709
those whose good opinion it 89
those whose good opinion we 140
those whose jobs depend on 59
those whose main object in 58
those whose main object is 126
those whose main source of 207
those whose only desire is 198
those whose only motive is 46
those whose only object in 55
those whose only object is 169
those whose only source of 97
those whose only thought is 54
those whose rank claims as 46
those whose soil belongs to 46
those whose sole desire is 88
those whose sole object in 66
those whose sole object is 243
those whose sole source of 54
those whose very nature is 54
those whose work appears in 124
those within their sphere of 102
those within your sphere of 48
those women most likely to 174
those words have calmed the 49
those words were enough to 41
those words were spoken by 325
those words were spoken in 109
those words were spoken the 56
those words were spoken to 113
those works must afford to 119
those works will render the 50
thread which leads through the 61
thread which runs through it 63
thread which runs through the 1400
three bands were passed on 40
three black hens asleep in 52
three bulky folio sheaves of 42
three cases came before the 56
three corps will follow in 44
three games were played in 69
three hours good before me 82
three hours into twelve or 135
three hours left before the 83
three hours were needed to 41
three hours were passed in 43
three items were scored as 40
three items were summed to 73
three lines from alfred the 45
three lines pass through the 89
three miles away across the 303
three miles from sparta we 46
three months from august to 142
three months have failed to 60
three months just before the 67
three months left before the 83
three months next before the 611
three months there should be 44
three months were needed to 74
three months were passed by 58
three months were passed in 52
three months were wasted in 49
three months when called by 43
three moves will occupy an 46
three necks were placed at 158
three others were killed by 80
three others were killed in 99
three people were engaged in 40
three people were killed by 180
three people were killed in 577
three people were killed on 62
three people were needed to 50
three people were standing in 60
three ports were opened to 56
three seamen were placed in 47
three sides were formed by 46
three steps back toward the 50
three steps from feathers to 122
three times from behind the 44
three times less likely to 1307
three times lord deputy of 64
three times more active in 68
three times more before he 49
three times more before the 68
three times more common in 4549
three times more common on 44
three times more energy to 49
three times more likely as 52
three times more likely if 47
three times more likely in 270
three times more likely to 25970
three times more potent as 43
three times more potent in 54
three times over before he 133
three times over before the 68
three times their number in 227
three times their number of 771
three times their volume of 399
three times their weight in 198
three times their weight of 688
three views here before us 52
three votes were needed to 43
three weeks from planting the 57
three weeks just before the 45
three weeks left before the 181
three weeks next before the 44
three weeks there should be 41
three weeks were needed to 60
three whole days before he 88
three whole days before the 152
three whole days buried in 88
three whole years before it 42
three women were called in 58
three women were standing at 78
three working days before the 439
three would have agreed in 66
threw aloft those arrows of 42
tide leaves bare almost to 57
tide people over periods of 85
tide rises high enough to 41
tide would fail before we 57
tide would have turned in 52
ties which have united the 50
ties which have united us 43
till after many delays on 64
till after their return to 87
till evening came slowly on 60
till within three inches of 40
time about what should be 42
time after firing should the 41
time after giving notice of 46
time after leaving school he 48
time after their return to 381
time after these events the 84
time after time before he 52
time after time before it 49
time after time before the 80
time after time should be 68
time after time through the 221
time after time without the 119
time after your return to 45
time asked mine opinion of 60
time could have failed to 100
time could have passed so 41
time dorian gray looked up 81
time either just before or 58
time frame will depend on 61
time jesus went through the 225
time limit will result in 63
time might have caused the 52
time might have seemed to 40
time might pass before the 86
time often hangs heavily on 48
time people were afraid of 59
time people were starting to 53
time period just before the 164
time period will depend on 276
time period will result in 303
time reagan left office in 83
time reagan took office in 54
time really show itself to 59
time shall pass before thy 40
time since their arriving in 207
time since their return to 62
time spent their estate as 47
time stand some chance by 50
time steps were needed to 77
time taken will depend on 109
time tents were struck on 75
time under some person or 73
time until just before the 156
time varying from twelve to 48
time which lies before us 42
time which must elapse in 191
time which only belongs to 43
time which will depend on 81
time which will enable the 72
time which will enable us 60
time which will permit the 43
time which will result in 132
time within living memory the 46
time would also reduce the 50
time would come sooner or 82
time would give credit to 119
time would have become the 46
time would have broken the 41
time would have called the 58
time would have caused the 58
time would have dreamed of 116
time would have driven the 41
time would have failed to 77
time would have filled me 44
time would have passed by 49
time would have seemed the 50
time would have seemed to 191
time would have tended to 44
time would have thought it 184
time would have thought of 215
time would have turned the 47
time would most likely be 58
time would only result in 140
time would pass before he 142
time would pass before it 81
time would pass before the 385
time would pass before we 78
time would show whether he 61
time would show whether the 74
time would tell whether he 83
time would tell whether it 110
time would tell whether or 112
time would tell whether the 309
toil which have traced the 59
tone where anger seemed to 47
tone which runs through the 117
tone which went through the 84
took eight years before the 88
took forty years before the 43
took place amid scenes of 162
took place during meetings on 74
took place during periods of 382
took place during visits to 46
took place early enough in 44
took place even before the 849
took place from august to 119
took place from europe to 94
took place here before the 73
took place just across the 51
took place just around the 43
took place just before he 168
took place just before my 68
took place just before or 68
took place just before the 3014
took place just before we 128
took place just beyond the 46
took place just inside the 62
took place last summer in 84
took place more slowly in 155
took place much before the 70
took place much closer to 55
took place much earlier in 263
took place only before the 42
took place only through the 139
took place over dinner at 48
took place over periods of 95
took place over whether the 116
took place over whether to 44
took place there before the 97
took place there should be 79
took place very slowly in 81
took place well before the 683
took place were mainly in 47
took place years before the 156
took quite some effort to 50
took seven years before the 160
took short cuts across the 66
took short cuts through the 125
took thirty years before the 43
tool which will enable the 73
tool which will enable us 58
town after town across the 81
town crier went through the 63
town gates were locked at 40
town shall think proper to 41
town where such station is 53
town which lies nearest to 114
town whose main street is 125
tread could have gained on 52
treat every other person as 41
tree about three inches in 53
tree grows ever higher in 40
tree keeps down another in 127
tree which grew before the 59
tree which grew beside the 113
trial court also relied on 42
trial court made findings of 373
trial judge made findings of 63
trial judge make findings of 109
trial which were stated in 49
trip after trip across the 114
trip thirty years behind me 61
trod which were nailed to 40
true dreams pass through the 61
truth about some aspect of 99
truth which lies behind it 90
truth which lies behind the 232
truth which lies beyond the 192
truth which lies hidden in 55
truth which must always be 55
truth which runs through the 49
truth which will always be 43
truth would lose something by 259
tube about five inches in 42
tube about four inches in 74
tube about nine inches in 41
tube about three inches in 109
tube grows down through the 277
tube which also serves as 61
tube which runs through the 170
tube which will become the 51
turn right just before the 574
turn round upon myself in 98
turn where cars reeled on 83
turn would come sooner or 63
turn would have caused the 50
type arising from errors or 45
type later made famous by 42
type would most likely be 42
